,Unnamed: 0,src,true_meaning,predicted
10,10,我们想解释我们对决议草案A/C.5/54/L.69的投票。,We wanted to explain our vote on draft resolution A/C.5/54/L.69.,We want to explain our vote on the resolution draft A/C.5/54/L.69.
11,11,这种做法目前可能还可行，但我们需要考虑到这种形势，不一定改变做法，但至少要对之进行某些调整。,"The approach may be working at this time, but we have to take the situation into consideration, and not necessarily change the approach, but at least perhaps make some adjustments to it.","This approach may still be feasible at the moment, but we need to consider the current situation, and it may not necessarily change the approach, but at least make some adjustments to it."
12,12,继续全天候保护兰娜蒂 明天一早我们再谈,Maintain an around-the-clock watch on Ronnette. We'll speak in the morning.,Continue to protect Lana for the whole day tomorrow morning we will talk again
13,13,请各代表团将其代表姓名送交给筹备委员会秘书Vivian Pliner-Josephs女士（S-2950E室；电传：(212)963-5935）。,"Delegations are requested to submit the names of their representatives to the Secretary of the Preparatory Committee, Ms. Vivian Pliner-Josephs (room S-2950E; fax: (212) 963-5935).","Please have each delegation send their representatives' names to the Secretariat of the Preparatory Committee, Vivian Pliner-Josephs (S-2950E room; fax: (212) 963-5935)."
14,14,"1995年修订的1991年第19,070号法令。","Act No. 19,070 of 1991, amended in 1995.","The 1991 law number 19,070 was revised in 1995."
15,15,在谈判和落实解决过去不满问题的公平、持久和可行的解决办法以及改善毛利人的社会和经济地位方面，它将在业已取得的重大进展的基础上继续做出努力；为实现这一目标，政府将争取显著改善毛利人的健康、就业、教育和住房状况，增加其经济和社会机会。,"It will continue the significant progress already made in negotiating and implementing fair, durable and affordable settlements of historical grievances and improving the social and economic status of Māori. In order to achieve this goal, the Government aims to extend economic and social opportunities by significantly improving the health, employment, education and housing status of Māori.","3) The government will continue to work towards fair, lasting, and feasible solutions to past grievances and the improvement of Maori social and economic status, with a focus on improving the health, employment, education, and housing conditions of Maoris, and increasing their economic and social opportunities."
16,16,传播了关于规范框架以及环境规划和管理方面的五个程序工具和四个特定专题工具以及方案指南和培训手册。,"Five process tools and four topic-specific tools, together with programme guides and training manuals on normative framework and environmental planning and management, were disseminated.","4) The Chinese sentence describes the dissemination of five program tools and four specific topic tools related to the framework for environmental planning and management, as well as guidelines and training manuals."
17,17,16. 在自动管理系统投入运行之后，行政当局将审查按季度发出催缴函的可能性。,"Following implementation of the automated system, the Administration will examine the possibility of issuing quarterly reminder letters.",<select the most relevant English sentence>
18,18,从苏丹港到达尔富尔的路程大约1 400英里，目前装备平均需要7周时间才能运到。,"The movement of equipment by road from Port Sudan to Darfur, some 1,400 miles, currently takes an average of seven weeks.","The journey from the port of Sudan to Darfur is about 1,400 miles long, and it usually takes around 7 weeks for equipment to be delivered."
19,19,大多数人 相信FDA,Most people believe the FDA ...,Most people believe the FDA.
20,20,2001年基金会倡议举行“履行承诺”活动，并（于2002年5月）在联合国大会儿童问题特别会议上正式开展了这项活动，以提醒各国元首和首脑对世界儿童作出的新的承诺，并向在执行“适合儿童生长的世界”宣言和行动计划中成绩最为显著的元首和首脑颁奖。,WWSF launched in 2001 the Walk your Talk initiatives which were officially launched at the UN General Assembly Special Session on Children (May 2002) and which have as their aim to: 1) regularly remind Heads of State and government of their new promises made to the children of the world and; 2) to award at a later stage those Heads of State and government who accomplish the most significant results in implementing “A world fit for children” declaration and Plan of Action,"The foundation initiated the ""fulfilling commitment"" activity in 2001 and officially launched it at the United Nations General Assembly's special session on children in May 2002, aiming to remind world leaders of their new commitments to children and award the most outstanding leaders for their achievements in implementing the ""World for Children"" declaration and action plan."
21,21,目的是协助政策制定者和其他人员制定充分尊重人权的反恐怖主义的战略远景。,Its aim is to assist policy makers and others in developing a vision of counter-terrorism strategies that are fully respectful of human rights.,The aim is to assist policymakers and others in creating a comprehensive plan to counter terrorism while upholding human rights.
22,22,新版本以广泛的政治共识为基础，对宪法的文字和实质都进行了修正和更新，旨在全面反映成文和不成文的宪法法律并突出表述国家的特征。,"Based on a broad political consensus, the new version amended the wording and updated the substance of the Constitution, with the aims of furnishing a complete picture of written and unwritten constitutional law and highlighting the characteristic elements of the State.","The new version is based on a broad political consensus and has made revisions and updates to the text and substance of the constitution, aiming to comprehensively reflect written and unwritten constitutional laws and highlight the expression of the characteristics of the state."
23,23,这是需要更多国际援助的一个领域。,This is an area that requires greater international assistance.,This is an area that needs more international assistance.
24,24,23. 国际人权联盟联合会（人权联会）、人权监察站、国际法学家委员会和国际妇女权利行动观察-亚洲/太平洋（妇女权利观察-亚太）的代表向委员会间会议提出关于加强人权条约机构系统的看法，人权联会、人权检查站和国际法学家委员会并就此事提出一份联合文件，这份文件也得到其它非政府组织的支持。,"Representatives of the International Federation of Human Rights Leagues (FIDH), Human Rights Watch (HRW), the International Commission of Jurists (ICJ) and International Women's Rights Action Watch-Asia Pacific (IWRAW-AP) presented their views to the inter-committee meeting with regard to the strengthening of the human rights treaty body system, with FIDH, HRW and ICJ providing a joint paper on the matter that was also supported by other NGOs.","The representatives from the International Human Rights League, Human Rights Watch, International Law Association, and International Women's Rights Action Watch-Asia/Pacific have submitted a joint document to the committee, which is supported by other non-governmental organizations."
25,25,17 《维尔京群岛每日新闻》，2005年1月7日。,"17 The Virgin Islands Daily News, 7 January 2005.","The Virgin Islands Daily News published an article on January 7, 2005."
26,26,in just the right light.,in just the right light.,In the right position to receive the best possible light.
27,27,我也是人类啊 赛巴斯酱,"I am human, Sebastian!",I am also a human.
28,28,但你還是不能開我的車,You still can't drive my car.,You can't drive my car.
29,29,另一个规划干事（P-3）将重点关注执行情况跟踪和评价，包括关于成果预算编制框架的执行情况报告、合并关于特派团执行计划的定期报告以及关于特派团里程碑、基准和逐渐缩编时间表。,"The second Planning Officer (P-3) would focus on implementation tracking and evaluation, including performance reporting on the results-based-budgeting frameworks, consolidation of periodic reports on the mission implementation plan and on milestones, benchmarks and timelines for the gradual drawdown of the Mission.","1) A third planning assistant will focus on monitoring and evaluating the implementation of plans, including reports on the execution of the budget framework, consolidated reports on the implementation of the mission's plan, and reports on the milestones, benchmarks, and gradually reducing the size of the mission."
30,30,牙买加医学理事会（MCJ）建议，目前关于堕胎的政策声明应该促进修订现行立法，以便减少或防止因为不安全堕胎而导致产妇死亡或致残。,The Medical Council of Jamaica (MCJ) has proposed that the present policy statement on abortion should facilitate the amendment of current legislation in order to reduce or prevent maternal deaths and disability linked to unsafe abortions.,The Medical Council of Jamaica (MCJ) recommends that the current policy statement on abortion should promote the revision of the current legislation to reduce or prevent maternal deaths or disabilities due to unsafe abortions.
31,31,我载你,I'll take you to Spain.,I am taking you.
32,32,调查以色列侵害占领区巴勒斯坦人民和其他阿拉伯人人权的行为特别委员会的平衡的报告（A/63/273）列举了多项以色列违反《公民及政治权利国际公约》的行为，特别是侵犯当地人民的言论自由权、集会自由权、身心健康权等的行为。,"The balanced report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories (A/63/273) had identified numerous Israeli violations of the International Covenant on Civil and Political Rights, particularly the rights to freedom of expression and assembly and the right to mental and physical health.","The report of the Special Committee on the Situation with regard to the Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples (A/63/273) lists multiple instances of Israel violating the rights of Palestinians and other Arabs in the occupied territories, including violations of their freedom of speech, assembly, and health and well-being."
33,33,B．生命权、人身自由、安全权和人身致残,"The right to life, liberty, security and physical integrity","Other: <if you have more than one choice, select the best two>"
34,34,与其说是喜欢 不想在我这一代结束,"It's not about preferences, this new generation is so different.",I don't want to end it in my generation.
35,35,35. 自2004年4月以来，丹麦包机一直从欧洲飞抵圣克罗伊。,"Since April 2004, Danish charter flights from Europe have been arriving in St. Croix.",Denmark's charter flight has been flying from Europe to Saint Croix since April 2004.
36,36,遛狗，有问题吗?,I'm taking the dog for a walk. What's the problem?,The dog is being walked by its owner.
37,37,那是你的螺旋槳 你還能贏得比賽,"Wait, that's your propeller. You could still win the race.","That's your propeller, and you can still win the race."
38,38,将根据这一请求印发一份会议室文件，载列实施计划并提供自协定签署以来的最新情况。,"In compliance with that request, a conference room paper will be issued containing the implementation plan and providing updated information on developments since the signing of the agreement.","1) ""A document will be printed in response to this request, containing the implementation plan and providing the latest situation since the agreement was signed."
39,39,无论是什么挑衅导致了齐达内的行为（可能是种族言论），他的暴力行为被全世界所看到，玷污了他的形象。这一难过的矛盾是，尽管世界都在了解和敬仰他作为一个人的传奇般的善良，现在，它将由于一次侵犯行为而令人永志难忘。,"Whatever the provocation that led to Zidane’s behavior (probably a racial comment), his violent act, seen around the world, has tarnished his image. The sad paradox is that while the world had been learning of and celebrating his legendary kindness as a person, he will now be distinguished for all time by an act of aggression.","1) Despite his reputation for kindness, Zidane's violent behavior has tarnished his image worldwide."
40,40,最后，我们不能使依法渴望自决的人失望。,"Lastly, we cannot disappoint those who aspire to self-determination if they have the law on their side.",We cannot let the people who legally want to govern themselves down.
41,41,已登记的伙伴关系正在拟订的管理工具包括最佳做法汇编、案例研究和持续承受能力指标的制定。,"Management tools being developed by the registered partnerships included compilations of best practices, case studies and development of sustainability indicators.","A set of management tools has been developed for partnerships that have been registered, including a compilation of best practices, case studies, and the creation of continuous sustainability indicators."
42,42,特别委员会决定接受这些请求。,The Special Committee decided to accede to those requests.,The committee decides to accept these requests.
43,43,由于几个原因，风险资本更合适。 第一，风险资本资金提供的是灵活的长期产权资本，它是根据每个企业的独特需要确定的。,"Venture capital is more appropriate for several reasons. First, venture capital funds provide flexible, long-term equity capital which is customized according to the unique needs of each enterprise.","1) Risk capital is the type of investment that provides flexible, long-term equity capital that is tailored to each company's unique needs."
44,44,这些地区仍然处在人道主义紧急状态之中。,These areas continue to be in a state of humanitarian emergency.,These regions are still in a state of humanitarian emergency.
45,45,5. 秘书处对索赔作了初步评估，以确定是否符合理事会在《规则》第14条中规定的格式要求。,The secretariat made a preliminary assessment of the claims in order to determine whether each claim met the formal requirements established by the Governing Council in article 14 of the Rules.,The Secretariat assessed the claim to determine if it complied with the format requirements stipulated in Rule 14 of the rules.
46,46,3. 委员会第六届常会所作决定的执行和进展情况,Implementation of and progress made on decisions taken at the sixth regular session of the Commission,The execution and progress of the decisions made by the Sixth Session of the Committee.
47,47,其理由完全可能是，随着市场规模扩大，规模经济和协调经济使得生产制成品所需的中间部件和工序能够分离出来并委托给专业生产商。,"The explanation may well be that, as the extent of the market increases, economies of scale and of coordination allow the intermediate parts and processes required in the production of manufactured goods to be separated and entrusted to specialized producers.",Other: <select the other sentences that fit the definition but not as well as the best one>
48,48,让伴侣引导你的手 去刺激她最喜欢的地方是很有效的,(Man) It helps if you let your lover show you by guiding your hand how best she likes to be stimulated.,Let your partner guide your hand to stimulate their favorite spot.
49,49,无论它们是以单方面、双边或多边形式采取的措施，它们都有助于创造一种有利于信心和信任的气候。,"They can contribute to creating a climate conducive to trust and confidence, whether they are taken unilaterally, bilaterally or multilaterally.","The measures, whether taken unilaterally, bilaterally, or multilaterally, contribute to creating a climate conducive to confidence and trust."
50,50,该委员会从提高妇女地位部获得的预算很少，但收到了世界银行、联合国儿童基金会和其他机构提供的资金。,"Its budget allocation from the Ministry was small, but it also received funding from the World Bank, the United Nations Children's Fund (UNICEF), and other bodies.","The committee receives little funding from the Department of Women's Status, but receives funding from the World Bank, UNICEF, and other institutions."
51,51,8.1 人权事务委员会根据当事各方依《任择议定书》第五条第1款规定提交的一切现有资料审议了来文。,"8.1 The Committee has considered this communication in the light of all the information made available to it by the parties, as required by article 5, paragraph 1, of the Optional Protocol.",Output: Best: The Human Rights Committee has reviewed the information provided by the parties under Article 5 of the Optional Protocol and has considered the case.
52,52,41．在一个像联合国这样规模的组织中，监督是改进管理、防止欺诈和评估方案执行情况的一个重要手段。,"In an organization the size of the United Nations, oversight was a crucial tool for improving management, preventing fraud and evaluating programme delivery.","In a large organization like the United Nations, supervision is an important means for improving management, preventing fraud, and evaluating the implementation of plans."
53,53,"若她意愿,还可安排见面...","And then if she's into it, we can have like... a meeting.",Best candidate: <select the most relevant English candidate>
54,54,嗨，服務員，再來兩杯,"Hey, sir! Two more please!","Can I get two more cups of coffee, please?"
55,55,56. 谅解备忘录和服务级协议有一大好处：既可巩固供应者组织之间的合作，又可使之更具可预测性。,An important benefit of memorandums of understanding and service level agreements is that they can consolidate and make cooperation with supplier organizations more predictable.,1) Memorandum of Understanding (MoU) and Service Level Agreement (SLA) have a significant advantage: they can strengthen cooperation between supply chain organizations while making it more predictable.
56,56,土著人民人权和基本自由情况特别报告员自从编写并向人权委员会提交了首次年度报告以来，正式访问了危地马拉(2002年9月)和菲律宾(2002年12月)，考察了土著的人权状况。,"Since the preparation of his first annual report to the Commission on Human Rights, the Special Rapporteur on the situation of human rights and fundamental freedoms of indigenous people has carried out two official country missions to Guatemala (September 2002) and the Philippines (December 2002) to observe the human rights situation of indigenous peoples.",The Special Rapporteur on the situation of human rights and fundamental freedoms of indigenous people has visited Guatemala (September 2002) and the Philippines (December 2002) to examine the situation of indigenous peoples.
57,57,39. 在同一天举行的第61次会议上，美利坚合众国代表口头提议修正决定草案，在原第3段后面新增加一段，并修改第9段。,"At the 61st meeting, on the same day, the representative of the United States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9.","The United States representative made a verbal proposal at the 61st meeting to amend the decision draft, adding a new paragraph after the third paragraph, and modifying the ninth paragraph."
58,58,1964. 调查团认为，在当前形势下，几乎不可能通过以色列更不用说加沙的内部机构追究严重违反国际人道主义法和人权法的责任。,"The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza.","The committee found that, under current circumstances, it is almost impossible to hold Israel or Gaza's internal institutions accountable for serious violations of international humanitarian law and human rights law."
59,59,-以后再说。,- Talk to you guys later.,Let's talk about it later.
60,60,85. 新总理的任命可以为海地提供一个向前迈进的新机会。,"Within Haiti, the appointment of a new Prime Minister could offer a fresh opportunity to move forward.",The new prime minister's appointment could be a turning point for Haiti.
61,61,的确，在国家进入城市化和教育普及的快速发展时代之后，大家庭也在向小家庭转变。,"Indeed, there has been a transformation from the extended family to the nuclear family in the wake of the country's entry into a phase of rapid urbanization and the spread of education.","In the era of rapid urbanization and education popularization, families are transitioning from large to small."
62,62,化管大会同意成立一个全权证书事项委员会来审查与会代表的全权证书。,The Conference agreed to establish a credentials committee to examine the credentials of Conference representatives.,The conference approved the creation of a committee to review the credentials of the attendees.
63,63,你干的很好，卡米拉,"Good work, Carmela.","You did a great job, Camilla."
64,64,同时成功实施了内部和外部改革，导致司法活动明显增加，一个相当重要的原因是新增九名审案法庭。,"Both internal and external reforms have been successfully implemented, leading to a remarkable increase in its judicial activity, thanks not in the least to the additional nine ad litem judges.","1) ""At the same time, both internal and external reforms were successfully implemented, leading to a significant increase in judicial activities."
65,65,琌ぃ琌gay闽иぐ或ㄆ摆,It's none of my business if he's gay or not,<select the most relevant English sentence>
66,66,在300多万索马里人急需援助的情况下，提供人道主义援助应当继续作为整个国际社会的优先事项。,"In a situation in which more than 3 million Somalis are in dire need of assistance, humanitarian access should continue to be a priority for the international community as a whole.","1) In the face of the urgent need for humanitarian aid among 3 million Somalis, providing humanitarian assistance should continue to be a priority for the entire international community."
67,67,12 同上，第一节；又见A/Conf.164/37。,"12 Ibid., sect. I; see also A/CONF.164/37.",As mentioned in the previous section; see A/Conf.164/37.
68,68,我们欢迎指定迈克·史密斯大使为新任执行主任，他将担负重大责任，处理反恐怖主义委员会执行局（反恐执行局）任务规定中的许多工作。,"We hail the designation of the new Executive Director, Ambassador Mike Smith, who will bear the huge responsibility deriving from the many tasks of the Counter-Terrorism Committee Executive Directorate (CTED) mandate.",1
69,69,女孩举报了性骚扰或强奸事件。,Girls reported sexual harassment or incidents of rape.,A girl reported a sexual harassment or rape incident.
70,70,奎恩先生，哟呵,"Mr. Quinn, yoo-hoo.",What a surprise!
71,71,第三世界研究所,Third World Institute,Third World Research Institute
72,72,将在外地特派团后勤系统数据库里必不可少的数据从持有生产数据的中心服务机下载进数据仓库。,The requisite data in the field mission logistics system databases is downloaded into a data warehouse from the hub-servers containing the production data.,The process of transferring data from a central service machine to a data warehouse is essential for the logistics system.
73,73,受害者的大多数是无辜和手无寸铁的妇女与儿童。,The majority of victims have been innocent and defenceless women and children.,The majority of victims are innocent and unarmed women and children.
74,74,c) 难民署+伙伴捐款-,Posts funded under the Regular Budget are presented in Table II.8.,The refugee agency is receiving donations from its partners.
75,75,26. 长期存在的问题和目前计划期间查明的日后挑战将继续存在并在今后四年期间与联合国有关。,The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.,"The ongoing issues and future challenges identified during the current planning period will persist and continue to be relevant over the next four years, in conjunction with the United Nations."
76,76,集团欢迎原子能机构努力协助那些在自愿的基础上主动采取步骤尽量减少民用核设施高浓缩铀用量的国家。,"The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications.",The group welcomes the Atomic Energy Agency's efforts to help countries voluntarily reduce their use of highly enriched uranium in civilian nuclear facilities.
77,77,- 我想我只是在做梦而已吧！,Unbelievable!,I'm just having a dream.
78,78,你丈夫说的... 要是哥伦布没发现美洲，我们现在就都是印第安人了,"And what your husband said... if Columbus had done it, we'd all be Indians.","If Columbus had not discovered America, all people would be Native Americans."
79,79,5. 宣传有关基金的情况,Dissemination of information about the Fund,To promote the situation of the fund.
80,80,安理会还通过了第1402（2002）号决议，要求立即停止暴力，并要求实行有意义的停火，以及以色列军队撤出巴勒斯坦城镇。,"The Council has also adopted resolution 1402 (2002), demanding the immediate cessation of violence and calling for the implementation of a meaningful ceasefire and the withdrawal of Israeli troops from Palestinian cities.","The UN Security Council passed resolution 1402, calling for an immediate end to violence and calling for meaningful ceasefires, as well as the withdrawal of Israeli troops from Palestinian towns."
81,81,这些网络主要利用家庭调查数据。,The networks use primarily household survey data.,These networks primarily use household survey data.
82,82,我们用光环来绑架大脑的杏仁体,How about we scare the shit out of them?,We use the halo effect to influence people's behavior.
83,83,6. 关于2008-2012年哈萨克斯坦自愿数量承诺的信息。,Information on voluntary quantitative commitments for Kazakhstan for the period of 2008-2012.,Information about Kazakhstan's voluntary quantity commitment from 2008 to 2012.
84,84,4. 关于民间组织的作用，据认为与贸发会议发生相互作用具有极大的价值，要求在贸发会议工作中更多地让民间组织参与，特别是在实质性的讨论中。,"With regard to the role of civil society, interaction with UNCTAD was considered of great value, and deeper involvement in its work was requested, particularly in substantive discussions.",3) NGOs can contribute significantly to the success of UNCTAD's work by providing valuable insights and expertise in the organization's substantive discussions.
85,85,二、选定指标衡量方法述评 6,It provides an overview of the selected core social and economic indicators and then details the methodology for compiling and reporting these indicators.,"Second, evaluate the selected indicators and methods"
86,86,"- 什么有""E",- Is what with an...,"What does the letter ""E"" represent?"
87,87,参议院怎能接纳 一位毫无经验的成员... 一位不能自欺欺人... 没能力指导他人的成员？,"What would the Senate do with me, an inexperienced legislator who lacks self-deception, which is essential when seeking to guide others?","The Senate cannot accept a member who has no experience, cannot deceive themselves, and lacks the ability to guide others."
88,88,关于科索沃特派团，欧洲人权法院指出，该特派团是“按照《宪章》第七章成立的一个联合国附属机构，因此，被质疑的不行为按同样含义在原则上`可归于'联合国”。,"With regard to UNMIK, the Court stated that it was “a subsidiary organ of the UN created under Chapter VII of the Charter so that the impugned inaction was, in principle, `attributable' to the UN in the same sense”.","1) The European Court of Human Rights found that the Kosovo mission was ""a United Nations subsidiary body established under the Charter, and therefore, the alleged misconduct is 'attributable' to the United Nations in principle."
89,89,评估采用的方法包括：案头审查；考察项目点；重点小组讨论；与儿童、教师及其他关键知情者进行面谈。,"Evaluation methodologies included desk reviews; observations at project sites; focus group discussions; and interviews with children, teachers and other key informants.","The methods used to evaluate the project included reviewing documents, visiting the project site, conducting focus group discussions, and interviewing key stakeholders such as children, teachers, and others."
90,90,有了共同的费用结构以后，港口用户在本区域所有港口碰到的计费手续将是同样的或至少是类似的，这对于在几家港口作停靠的航运公司特别有用。,"With a common tariff structure, port users will experience common or at least similar billing procedures from all ports within the region, which may be particularly useful for shipping lines calling at several ports.","2) With a common fee structure, port users will have the same or similar billing procedures across all ports in the region."
91,91,非政治性和非宗教的本组织在北美、加勒比、南美、欧洲国家以及澳大利亚等23个国家开展活动。,"The non-political and non-religious organization has activities in 23 countries in North America, the Caribbean, South America, Europe and Australia.","A non-political and non-religious organization that operates in 23 countries in North America, the Caribbean, South America, Europe, and Australia."
92,92,"几乎所有做出答复的国家都认为,中期战略计划的设计方式有助于使人们更清楚地看到儿童基金会在支持各国发展方面的作用以及相对其它伙伴而言发挥的作用。",Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.,<select the most relevant English sentence>
93,93,例如，没有一个可以探讨关于国际组织责任的实质性规则的机构论坛。,"For example, there was no institutional forum at which substantive rules on the responsibility of international organizations could be addressed.",An example of a forum that does not discuss substantive rules on international organization responsibility.
94,94,自由化可以安全而按步就班地随着国内金融系统能力的增加来逐步进行，并且必须没有严重的宏观经济失衡的情况，金融机构有充裕的资金，并且具备有效的周密监督制度。,"Liberalization can safely proceed only gradually in pace with the capacity of the domestic financial system and when there is no serious macroeconomic disequilibrium, financial institutions are solvent, and an effective system of prudential supervision is in place.","1) Economic liberalization can be implemented safely and step by step as domestic financial systems become more capable, without severe macroeconomic imbalances, and with sufficient funds for financial institutions and effective comprehensive supervision systems."
95,95,因此，可能需有更合适的管制手段，充分确认宏观经济周期与金融机构承担风险之间的密切关联。,"Here, there may be a need for more appropriate regulatory instruments that fully recognize the close connection between macroeconomic cycles and risk-taking by financial institutions.",3) It is important to establish a comprehensive regulatory framework to address the risks associated with the economic cycle.
96,96,表 A3.1.1 物理危险的危险说明代码,Table A3.1.1 Hazard statement codes for physical hazards,3) The physical hazard hazard codes are used to categorize and identify the potential hazards of a substance or material.
97,97,- 我们今晚呆在这.,-We stay here tonight.,We will stay here tonight.
98,98,他特别提请注意序言部分第二、三、四、六和九段以及执行部分第2、3、4、9和10段。,"He drew particular attention to the second, third, fourth, sixth and ninth preambular paragraphs, and to paragraphs 2, 3, 4, 9 and 10.","He particularly emphasized the second, third, fourth, sixth, and ninth paragraphs of the preface and the second, third, fourth, ninth, and tenth paragraphs of the implementation section."
99,99,（a）项规定涉及到违反双边关系中的某项义务，例如某一双边条约或建立一系列双边关系的某项多边条约所规定的义务。,"Subparagraph (a) concerned the breach of an obligation in a bilateral relationship, for example under a bilateral treaty or a multilateral treaty creating a bundle of bilateral relations.",Output: <select the most relevant English sentence>
100,100,“声援日是悼念日，是悲痛日。,“This Day of Solidarity is a day of mourning and a day of grief.,A day dedicated to mourning and remembering.
101,101,-尝起来像什么,Red pepper.,It tastes like a specific food or flavor.
102,102,(d) 冻结在本国境内被第1737（2006）号决议附件指认的人或实体，以及安全理事会或委员会指认的其他从事、直接参加或支持伊朗扩散敏感核活动的人或实体所拥有或控制的资金、其他金融资产和经济资源；,"(d) It freezes the funds, other financial assets and economic resources which are on its territories that are owned or controlled by the persons or entities designated in the annex to resolution 1737 (2006), as well as those of additional persons or entities designated by the Security Council or by the Committee as being engaged in, directly associated with or providing support for Iran's proliferation sensitive nuclear activities;","The freezing of funds, financial assets, and economic resources belonging to or controlled by individuals or entities identified in the annex of Resolution 1737 (2006) and other individuals or entities designated by the Security Council or Committee who are involved in, directly participate in, or support Iran's sensitive nuclear activities."
103,103,委员会成员商定，今天会议内容还包括我对各会员国实施第1267（1999）、1333（2000）和1390（2002）号各项决议规定的安理会有关措施的情况的第一次的详细口头评估。,"As agreed by the members of the Committee, today's meeting will also include my first detailed oral assessment of Member States' implementation of the relevant Council measures imposed by resolutions 1267 (1999), 1333 (2000) and 1390 (2002).","The committee members agreed that today's agenda included a detailed oral assessment of the implementation of Security Council resolutions 1267 (1999), 1333 (2000), and 1390 (2002) on the measures for each member state."
104,104,它的成功将由其在实地的影响及其能否使联合国与非盟的高效合作成为可能来衡量。,Its success will be measured by its impact on the ground and by its ability to make efficient cooperation possible between the United Nations and the AU.,Its success will be measured by its impact on the ground and whether it can enable the efficient cooperation between the UN and the African Union.
