,Unnamed: 0,src,true_meaning,predicted
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,You hit the person with a bicycle pump.
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,They are worried about me.
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The spring will be captured.
46,46,मैं नहीं जानता.,I don't know.,I don't know.
47,47,कोरियाई (_UHC),Korean (_UHC),"The leather was coriaceous, with a tough, leathery texture."
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,"I don't know what I'm doing for you, but I know what I'm doing."
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’",God is all-powerful and all-loving.
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",Stage-2 output (justification):
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,1) To visually demonstrate the area.
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,"Thank you, as per my thoughts."
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.","It might also be a misstep, everything."
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,I have seen trains passing by with a large amount of garbage in them.
55,55,जोड़ें,Add,Combine
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,Publish the report of the international reporters and writers on your blog.
57,57,अगला (_N),_Next,The next one.
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,1) You are in the Cenveral and you are the mission control leader.
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.",The person is always giving his fruit to his Lord.
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,"Whatever is in the sky and on the earth, God praises it and that is the poet of praise."
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,There is no difference where it is.
62,62,री-लोड फ़ाइल,Reload current file,Refresh the file to update it with new information.
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,<select the most relevant English sentence>
64,64,आगे बढ़ें,Proceed,Let's move forward.
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,The person is turning towards their God.
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,If you have been playing football all day.
67,67,घड़ीName,Clock,The act of timing or measuring something.
68,68,डंपलिंग दल!,Dumpling Squad!,A group of people are laughing together.
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,",We will have faith in it.
70,70,Yahoo! Japan,Yahoo! Japan,Yahoo! Japan is a Japanese version of the popular search engine Yahoo!
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,<select the most relevant English sentence>
72,72,विषय सूची (_C),_Contents,1) A list of topics or subjects.
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.",He can give her a job to do.
74,74,संलग्नक स्मारक,Attachment Reminder,A person who is associated with a place or event.
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,You have a sword and a bunch of tricks and you're going to do a juggling act.
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",The rain will fall from the sky onto you.
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,There is no song to write on the disk.
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,I have tried to think about and read about many things.
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,The project cannot be cancelled due to a mistake.
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,"In the last three years, there has been a significant increase in the number of blogs and forums."
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.","The door was open, and she saw the crazy woman in the bathtub."
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.",Stage-1 output: <Stage-1 output>
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,I don't want to work with you.
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,The battery is running low.
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,"I want to hear loud laughter, let's start the climate camp 2009."
86,86,छवि (_I),_Image,A photograph of a person.
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,Open the selected picture with a different application.
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",You are the creator of a new language.
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",I am afraid of the days when I have to ask and beg for your opinion.
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.","If Hasan Khan's security has been agreed upon, it is a serious matter."
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.","The man wants to marry one of his daughters and provide her with a job for eight years, after which he will no longer require her services, will not seek her gratitude, and will provide her with a car and a job if she completes ten years of service."
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,Your style has caught up with you.
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.","Hello, my name is Dick Halloran."
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.","1) We know what they say, but you don't have to take it seriously. So, advise them about the Quran, which is our conscience."
95,95,भैरवा!,Bhairava!,The person was so angry that they could barely speak.
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,"If my father could see me now, he would be proud."
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,1) Tet is an online game that can be played in 15 minutes.
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,Stage-1 output: <select the most relevant Hindi sentence>
99,99,जोड़ें (d),Add,Combine the two items.
100,100,मैं अपने बच्चे है.,L have your child.,I am my child.
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",1) Two people with no nose are shown at the door... and two more people with no nose come in.
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,Stage-2 output (justification):
103,103,2O लाख पाउंड.,2O million pounds.,20 million pounds
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'","The lord of the sky and the earth, the king of the throne, who is greater and higher than them, who speaks about it."
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,You should be alone.
106,106,%s (%s),%s (%s),Make your own market and make your own market.
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,"I have been waiting for you, captain - perhaps you would like some tea?"
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.","1) Even if God and His prophets (and their descendants) are not being punished, believers should continue to pray for them and offer peace."
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.",I am in the middle of a conversation.
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...",The day when the government begins its work.
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",You will surely perish.
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],The man is speaking in his native language.
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,"The Earth's surface is changing due to global warming, and summer is no exception."
114,114,तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है,"Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?","1) The end of the world is approaching, and these people are waiting for their fate to be revealed."
115,115,"""धुन में उस दिन एक चोट आज के रूप में""","""In rhapsody that day As a whiplash today""","On a particular day, a person experiences a setback or misfortune, which then manifests itself in a different form on the current day."
116,116,आरंभिक तारीख अवैध है.,Start date invalid.,Stage-2 output (justification):
117,117,"विलियम लाँग ने गूगल और बायडू द्वारा निर्मित कुछ पैरोडी विडियो पोस्ट किये हैं जिनमें गूगल ने बायडू को ""हंड्रेड पॉयज़न"" यानि ज़हरीला पुकारा तो बायडू ने गूगल को विदेशी बाहरी कंपनी कह कर चिढ़ाया।","William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked google as a foreign / alien company (zh).","William Lamang has posted some parodies created by Google and Baidu, in which Google calls Baidu ""hundred eyes"" (meaning ""evil"") and Baidu calls Google a foreign company."
118,118,यह एक चूहा नहीं है!,It's not a rat!,It's not a toy.
119,119,यूनिकोड (UTF-3_2 LE),Unicode (UTF-3_2 LE),The Unicode standard (UTF-32 Little Endian) is a character encoding standard that uses 32 bits to represent characters.
120,120,मैं आज सुबह तो पागल घर छोड़ दिया.,I left the apartment this morning so mad.,1) I left my crazy house this morning.
121,121,"और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो","It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).","God provided for you by creating the environment and hiding places for you in the mountains, and clothes to protect you from the heat."
122,122,केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName,CSV Import Filter for KSpread,"2) In the field of computer science, ""Kesprad"" refers to a specific type of filter."
123,123,और निश्चय ही वह स्वयं इसपर गवाह है!,To this he himself shall bear witness.,Stage-2 output:
124,124,(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार,"Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.",<select the most relevant English sentence>
125,125,कैसे एक शेर में प्राप्त करता है बाथरूम?,How does a tiger get in the bathroom?,How do you get a bathroom?
126,126,“%s” गुण,“%s” Properties,Stage-2 output (justification):
127,127,यह गुम्मट है.,Is a watchtower.,Best output: The situation is ambiguous.
128,128,काश वह मुझे एक बच्चा दिया होता.,If only he could have given me a child.,I wish I had a child.
129,129,"""ऐ मेरे बेटे! नमाज़ का आयोजन कर और भलाई का हुक्म दे और बुराई से रोक और जो मुसीबत भी तुझपर पड़े उसपर धैर्य से काम ले। निस्संदेह ये उन कामों में से है जो अनिवार्य और ढृढसंकल्प के काम है","My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.","Perform your prayers and give orders to maintain good behavior, and maintain composure and determination in the face of adversity."
130,130,/ अच्छा है. वह सिर्फ भूखा था.,"Shut up, Alan.",Stage-2 output (justification):
131,131,हमने फ्यूरर के लिए प्रतिज्ञा ली है.,We made our pledge to the Führer.,We have made a promise to Furry.
132,132,मसौदा सहेजें (_S),_Save Draft,To gather or collect something in a specific manner or quantity.
133,133,आकार,Size,The form or appearance of something.
134,134,सामान्य,General,<select the most relevant English sentence>
135,135,हम हमारे तहखाने की तरफ जा रहे हैं.,We're on our way to the basement.,<select the most relevant English sentence>
136,136,भीड़ से सराबोर समारोह स्थल तथा देश भर से आए हुए अंतिम दौर के प्रतिभागी व इसमें रुचि रखने वाले चिट्ठाकार इस बात के गवाह हैं.,"The packed out venue last night attests to this, as does the fact that finalists and interested parties flew in from around the country to be there.",The event was held in a crowded place and the last day's participants and those who were interested in it are witnesses to this.
137,137,और आप खुद के बारे में उन्हें गर्व करते हैं क्योंकि वे तुम्हें माफ.,And they forgive you because you make them proud of themselves.,Stage-1 output: <english sentence>
138,138,ये अंगूर इतने खट्टे हैं कि मुझसे खाए नहीं जा रहे।,These grapes are so sour that I can't eat them.,The grapes are so sour that they won't even taste good.
139,139,"- दो सूट ड्राई-क्लीन के लिए और जो-सो का एक बैग. - हां, महोदय.",Two suits for dry-clean and a bag of whatnot.,"Two suits dry-cleaned and a bag of incense sticks. - Yes, sir."
140,140,तुम मेरे लिए रक्षा चलाने वाला आदमी है जो कर रहे हैं?,In that old rust bucket of yours?,The person who is responsible for protecting me.
141,141,"निश्चय ही अल्लाह उन लोगों को जो ईमान लाए और उन्होंने अच्छे कर्म किए ऐसे बागों में दाख़िल करेगा जिनके नीचे नहरें बह रही होंगी। रहे वे लोग जिन्होंने इनकार किया, वे कुछ दिनों का सुख भोग रहे है और खा रहे है, जिसे चौपाए खाते है। और आग उनका ठिकाना है","God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.","Allah will grant access to gardens where rivers flow, to those who have faith and perform good deeds, while those who deny it will suffer from hunger and thirst."
142,142,क्या हुआ?,What's happened?,What's happening?
143,143,- (गोली),- ( gunshot ),"The detective found a bullet in the wall, indicating a gunshot."
144,144,मसौदा सहेजें (_S),_Save Draft,He was so busy that he had no time to spare.
145,145,"हाँ, लेकिन अब आप समस्या हैं .","Yes, but now you are the problem.","Yes, but now you have a problem."
146,146,raviratlami@ aol. in,Your emails,raviratlami@ aol. in
147,147,"कह दो, ""उनमें वही जाल डालेगा जिसने उनको पहली बार पैदा किया। वह तो प्रत्येक संसृति को भली-भाँति जानता है","(Muhammad), tell him, ""He who gave them life in the first place will bring them back to life again. He has the best knowledge of all creatures.",The person will do the same thing that caused the person's birth.
148,148,♪ मैं हमेशा पर आयोजित है ♪,♪ I've always held on to ♪,I always organize events.
149,149,डिस्क संरूपित कर रहा है,Formatting disc,The disk is being compressed.
150,150,हैलो?,Hello?,Hello
151,151,हाँ.,Yeah.,Yes.
152,152,- आप एक पाते हैं?,What happened when you attacked here?,You are a group.
153,153,पाठ,Text,A book or a chapter of a book
154,154,"सौभाग्य से, मैं एक नरम लैंडिंग था.","Luckily, I had a soft landing.",I was lucky to have a smooth landing.
155,155,आप क्या - क्या तुम यह क्या है जानते हो?,Do you--do you know what this is?,You don't know what you don't know.
156,156,और हमने दाऊद को सुलैमान प्रदान किया। वह कितना अच्छा बन्दा था! निश्चय ही वह बहुत ही रुजू रहनेवाला था।,"And We gave to Dawood Sulaiman, most excellent the servant! Surely he was frequent in returning (to Allah).",<select the most relevant English sentence>
157,157,सौदा बंद करें.,Get the deal closed.,<select the most relevant English sentence>
158,158,संपादन (_E),_Edit,Editing a manuscript for publication.
