Unnamed: 0,src,true_meaning,predicted
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,No one is here; please close the door and try to leave.
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer: This situation is completely messed up. Answer
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google has introduced a new feature on its platform that allows users to vibrate their devices.
15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,All prisoners report for lockdown.
16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","What kind of people are these who have not thought about this: if the sky and earth were closed, we opened them both and we alone created the living thing from water. Yet they will not believe even this?"
17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,"मैं समझता हूँ, लेकिन मुझे लगता है कि तुम मुझे कुछ और कह रहे हो।"
18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,Refresh every 5 minutes.
19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,हम एक अस्पताल जाना चाहिए। (Hindi)
20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,What's your plan?
21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,I am not going to drink this.
22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you're saying. He knows the truth. He knows what's in your hearts. He knows what you
23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",But he had sold it for a Mercedes four weeks ago.
24,- यहाँ नहीं नहीं!,- No. Not here!,यहाँ नहीं नहीं!
25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",Those who are ready to work hard will be drawn to her.
26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,We've all been drawn to him.
27,MURPH:,MURPH:,The best answer is A great calamity is about to arrive.
28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,क्या पहाड़ों की स्थिति किसी अदृश्य शक्ति के हाथों में है? क्या वे एक विशेष स्थान पर खड़े किए गए हैं? (Is the placement of the mountains the result of an invisible power? Were they placed in a particular location?)
29,गाढ़ा,Bold,The idiom is used to describe a situation where there is a lot of water but it is not useful or accessible.
30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,I have prepared something for you.
31,कॉन्फ़िगर संकुल,Configure external packages,"English translation: ""Configure entangled""  or ""Entangled configuration"
32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",The bank has confirmed that it has received a request for information from regulators this month.
33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.","Do they know that we will treat them the same as those who have faith and have done good deeds, and that they will all live and die the same? What evil decrees do they issue that will harm us, and what do they know about what will harm us?"
34,ये तो सठीया गए हैं,Ignore him. He's senile.,They have become complacent and arrogant.
35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',User '%s' failed to obtain DN.
36,EMAIL OF TRANSLATORS,Your names,चीनी भाषा अनुवादकों के संघ की ईमेल: [info@zyxh.org](mailto:info@zyxh.org)।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,I've decided to take a break from work.
38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","मानव को चाहिए कि वह अपने जीवन में सिर्फ़ अल्लाह की इबादत करे और उसकी दया पर भरोसा करे। जीवन की सामग्री जैसे स्त्री, बच्चे, सोना, चाँदी, घोड़े आदि तो अल्लाह की दया से ही मिलती है।"
39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""","And say, ""My Lord, make me enter in goodness and make me exit in goodness, and grant me from Yourself a supportive power."" (English)  - **Literal translation:** And say, ""My Lord, me in goodness make enter and in goodness make exit, and from Yourself to me a supportive power grant."" (English)  - **Word-by-word translation:** And say, ""My Lord, me in goodness enter make and in goodness exit make, and from You to me a supportive power grant."" (English)  - **Component-by-component translation:** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give."" (English)  - **Component-by-component translation (expanded):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation (expanded with pronouns):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation (expanded with pronouns and verb conjugation):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation (expanded with pronouns, verb conjugation, and tense):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation (expanded with pronouns, verb conjugation, tense, and aspect):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation (expanded with pronouns, verb conjugation, tense, aspect, and mood):** And say, ""My Lord, me to goodness enter cause and to goodness exit cause, and from You to me a power supportive give, and to me from You a power supportive give."" (English)  - **Component-by-component translation ("
40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,"The translation is natural and idiomatic, conveying the intended meaning without any extra words or phrases. The word order is also natural and easy to understand."
41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.","An ordinary citizen has written a post about the traditional celebration and cultural heritage of Bengali New Year, Poila Boishakh in Bangladesh."
42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,1. I
43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,- Did you hit him with a bicycle?
44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,I think they are worried about me being taken away from them. (Idiom) मुझे लगता है वे मुझे से दूर ले चिंतित है = I think they are worried about me being taken away from them. (Idiom) मुझे लगता है = I think वे = they मुझे = me से = from दूर = away ले = taken चिंतित = worried है = are (present tense) है = are (present tense) (Idiom) मुझे लगता है वे मुझे से दूर ले चिंतित है = I think they are worried about me being taken away from them. (Idiom) मुझे लगता है = I think वे = they मुझे = me से = from दूर = away ले = taken चिंतित = worried है = are (present tense) है = are (present tense) (Idiom) मुझे लगता है वे मुझे से दूर ले चिंतित है = I think they are worried about me being taken away from them. (Idiom) मुझे लगता है = I think वे = they मुझे = me से = from दूर = away ले = taken चिंतित = worried है = are (present tense) है = are (present tense) (Idiom) मुझे लगता है वे मुझे से दूर ले चिंतित है = I think they are worried about me being taken away from them. (Idiom) मुझे लगता है = I think वे = they मुझे = me से = from दूर = away ले = taken चिंतित = worried है = are (present tense) है = are (present tense) (Idiom) मुझे लगता है वे मुझे से दूर ले चिंतित है = I think they are worried about me being taken away from them. (Idiom) मुझे लगता है = I think वे = they मुझे = me से = from दूर = away ले = taken चिंतित = worried है = are (present tense) है = are (present tense) (Idiom)
45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,The shell collector's spring will wear out.
46,मैं नहीं जानता.,I don't know.,I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  (मैं नहीं जानता. मैं बस एक छोटी सी बात सुनता हूँ.)  I don't know. I'm just listening to a small thing.  (मैं नहीं जानता. मैं बस एक छोट
47,कोरियाई (_UHC),Korean (_UHC),English translation: A warm welcome to universal health coverage.
48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,Don't know what I'm doing for you.
49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","- (1) If you ask them, ""Who created the heavens and the earth?"" they will surely say, ""Allah."" Say, ""Have you considered, if Allah intends to harm me, can you prevent Him? If Allah intends to benefit me, can you remove what Allah has bestowed upon me? Allah's is the case - He is my Lord and your Lord; for us all is the return to Him."
50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",यह तुम्हारी चाल का नतीजा है।
51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,show off
52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,"Thank you, from my thought. (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya, mere khayal se.) (Thank you, from my thought.) (Shukriya"
53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",This perhaps is all things' veil.  (or face veil)  (or shroud)  (or mask)  (or facade)  (or cover-up)  (or disguise)  (or deception)  (or pretence)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance)  (or semblance)  (or guise)  (or ruse)  (or artifice)  (or subterfuge)  (or camouflage)  (or masquerade)  (or charade)  (or farce)  (or pretence)  (or disguise)  (or deception)  (or appearance
54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,I have seen cars crash around army camps and grandly claimed about a jar filled with pig dirt.
55,जोड़ें,Add,Add action to your life.
56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,अपने ब्लॉग को आगे बढ़ाने के लिए एक अनुभवी पत्रकार को सौंपें। (Pass on your blog to an experienced journalist to take it forward.) या अपने ब्लॉग को आगे बढ़ाने के लिए एक अनुभवी पत्रकार को सौंपें और उन्हें आगे बढ़ाएं। (Pass on your blog to an experienced journalist and let them take it forward.)
57,अगला (_N),_Next,My best friend is next.
58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are in Cape Canaveral and you are the main of mission control. You have heard that a piece of the space shuttle has fallen and you have been asked to receive information from mission control in order to detect any potential danger.  Alternate translation: You are
59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.","With God's permission, he bears fruit at all times. Allah sets examples for the people so that they may be awakened and reflect."
60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,"Whatever is in the heavens and the earth, all of it glorifies God, and only the wise person, who knows what is and what is not, is the true Ghalib."
61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,It doesn't matter where he is.
62,री-लोड फ़ाइल,Reload current file,Please reload the file system.
63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,"It is not ignorance that is the opposite of knowledge, but innocence that is the opposite of experience."
64,आगे बढ़ें,Proceed,Move forward and work towards achieving your life goals.
65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,मुझे लगता है कि तुम्हारे रब के पास ही जाने की कोशिश कर रहे हो।
66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,Are you still playing football?
67,घड़ीName,Clock,2019-10-17 14:30:00 के समय पर हूँ।
68,डंपलिंग दल!,Dumpling Squad!,They're dumping on us!
69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,","The idiomatic translation is: वे कहते हैं, ""हम उस पर विश्वास करते हैं।"" लेकिन वे उसे पास करने के लिए कोई तरीका नहीं जानते हैं।"
