|src|true_meaning|literal_translation|predicted
104|不分彼此|Share everything|Regardless of each other|Uniquely Yours
105|不打不成相识|No discord, no concord|Do not know each other|Not Knowing Each Other Until We Fight
106|不违农时|Do farm work in the right time|Does not violate the agricultural time|Not Contradicting the Agricultural Season
107|不打自招|A self-confession|Don't make a fool of yourself|"""Not being able to escape the charge"""
108|不到黄河心不死|Not give up till coming to a dead end|If you don't reach the Yellow River, your heart will not die|"""Not to the end of the Yellow River, one will not give up"""
109|不得要领|Unable to make heads or tails of something|To no avail|"""Not getting the point"" or ""Not understanding the essence"""
110|不能自拔|Be inescapably caught in|Unable to extricate themselves|"""Unable to Let Go"""
111|不念旧恶|Forget old grudges (or grievances)|Do not forget the old evil|"""Forgive and Forget"""
112|不郎不秀|Worthless|Not Lang not show|Not Quite Right or Not Quite Good
113|不吝指教|Not spare your comments|Do not hesitate to advise|Not Pitying to Give Advice
114|不落窠臼|Leave the beaten track|Not out of the norm|Not Falling Into the Ruts
115|不甘后人|Hate to be outdone|Unwilling to descendants|Not Wanting to Be Behind
116|不甘示弱|Yield no ground|Not to be outdone|Not Wanting to Show Upset
117|不敢越雷池一步|Keep within (the) bounds|Don't dare to step beyond the pond|"""Not Crossing the River's Edge"""
118|不管三七二十一|Come what may|No matter what|"""Don't ask about the details first"""
119|不可偏废|Without neglecting either|Not to be neglected|"""不可偏废"" (Bù kě piān shě)"
120|不亢不卑|Neither overbearing nor servile|Neither haughty nor humble|Neither Overbearing Nor Submissive
121|不急之务|A nonurgent business|A matter of no great urgency|"""Not Urgent Matters"""
122|不见棺材不落泪|Refuse to be convinced until one is faced with grim reality|No tears without seeing the coffin|"""Don't cry until your coffin is empty."""
123|不进则退|Move forward, or you'll fall behind|Not advance or retreat|"""If you don't advance, you'll fall back"""
124|不经一事，不长一智|Wisdom comes from experience|You can not gain knowledge without practice|"""Not learn from one experience, not grow one's wisdom"""
125|不绝如缕|Very precarious|Hanging by a thread|"""Not as strong as a thread"" or ""Almost broken"""
126|不期而遇|Meet accidentally (or by chance)|Meet by chance|Unexpected Encounter
127|不知凡几|Can't tell how many there are|I don't know how many|"""Unknown Quantity"""
128|不知天高地厚|Have an exaggerated opinion of one's abilities|I don't know how tall the sky is|"""Not knowing the height of the sky and the depth of the earth"""
129|不知好歹|Not to know good from bad|I don't know|Don't Know Good from Bad
130|不知进退|Have no sense of propriety|I don't know where to go|"""Not Knowing When to Advance or Retreat"""
131|不知人间有羞耻事|Lose all sense of shame|I don't know there is shame in the world|"""There are no shameful things in the world that one doesn't know."""
132|不知所以|Not know the reason why|I don't know why|"""Not Knowing the Reason"""
133|不知所云|Unintelligible|I don't know|"""Not Knowing What to Say"""
134|不耻下问|Not above asking questions|Don't be ashamed to ask|Not ashamed to ask a question of a lower position
135|不识大体|Fail to see the larger issues|Ignore the general interest|Not Recognizing the Big Picture
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|"""Not Recognizing the Favor"""
137|不识时务|Not familiar with the current situation|Ignorant of the times|Out of Step with the Times
138|不上不下|In a fix|Not up nor down|"""Not Up, Not Down"""
139|不胜枚举|Cannot be enumerated one by one|The list goes on|Exhaustive List
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|"""Not entering the tiger's den, how can one get the cub?"""
141|不在话下|Needless to say|Not a problem|"""Not worth mentioning"" or ""Of no importance"""
142|不足为训|Not worth learning from|Not enough for training|"""Not to be followed as a model"""
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|"""No blockage means no flow; no stop means no progress."""
144|不二法门|No other way|The only way|The Only Way
145|不易之论|Unalterable truth|Not easy theory|"""Unchangeable Opinion"""
146|不一而足|It is by no means an isolated case|And so on|Not Exhausted
147|不遗余力|Do one's utmost|Spare no effort|Unwavering Effort
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|"""No choice but to do so"""
149|不厌其烦|Take great pains|Take the trouble|Unperturbed by Repetition
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|Not Tiring of Detail
151|不言而喻|Self-evident|It goes without saying|"""Not to be said, it is obvious"" or ""It is self-evident"""
152|不务空名|Not seek empty fame|No empty name|Not Pursuing Empty Fame
153|不无小补|Be of some help|No small supplement|Not without small benefit
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|Not Focusing on One's Main Occupation
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|"""The World of Human Affairs is Fickle"""
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|"""There's no difficulty in the world that can't be overcome, as long as one has a determined heart."""
157|丢盔弃甲|Run away helter-skelter|Throw away armor|Lose One's Armor and Weapons
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|"""To sacrifice a minor piece to save a major one."""
159|中庸之道|Middle course|The golden mean|The Middle Way
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|"""Long drought meets a timely rain"""
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|"""Sail with the Wind"""
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|"""Come with a sense of purpose, but leave without it"""
163|乘虚而入|Act when somebody is off guard|Take advantage of|"""Take Advantage of the Opportunity"""
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|"""Take advantage of someone's vulnerability"""
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|"""Nine oxen and two tigers' strength"""
166|乞哀告怜|Piteously beg for help|Beg for pity|Begging for Mercy and Showing Compassion
167|事倍功半|Do twice the work with half of results|Do more with less|"""Doing Twice the Work for Half the Results"""
168|事半功倍|Get twice the result with half the effort|Do more with less|"""Double the Effort for Half the Result"""
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|"""It doesn't concern me, so I'll just leave it hanging up."""
170|事不宜迟|We must attend to the matter immediately|Without further ado|"""Acting too late is not advisable"""
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|"""Only by experiencing it firsthand do you know how difficult it is."""
172|事过境迁|The incident is over and the circumstances are different|Things have changed|"""Time Changes Everything"""
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|"""After the fact, the wise man"""
174|事出有因|It is by no means accident al|It happened for a reason|"""There's a reason for it."""
175|五湖四海|The five lakes and four seas|All over the world|"""Wǔ Hú Sì Hǎi"""
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|"""Fifty Steps Laugh at a Hundred Steps"""
177|井底之蛙|A man of very limited experience|Frog in the well|"""A frog at the bottom of a well"""
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|"""Water in the well does not touch the river water."""
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|"""Failing to Catch the Sheep, Repair the Fence"""
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|"""Lost a sheep but gained a cow"""
181|亦步亦趋|Follow in one's steps|Dance to tune|"""Follow in someone's footsteps"""
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|"""No one knows, no one sees"""
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|"""If a person doesn't benefit themselves, heaven and earth will destroy them."""
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|"""Fear of fame is like the fear of being fat for pigs."""
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|"""No one hates me"""
186|人命危浅|One's days (or hours) are numbered|Life in danger|"""Life is precarious"""
187|人浮于事|Superfluous staff|People are overwhelmed|"""People are more than the task"""
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|Human Victory Over the Heavens
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|"""People have the same heart, and hearts have the same reason."""
190|人欢马叫|A busy, prosperous country scene|People cheering horses|"""人欢马叫"" translates to ""people are happy and horses are running"" in English. This idiom is used to describe a lively and cheerful atmosphere, often in the context of a festive or celebratory event where both humans and animals are enjoying themselves."
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|"""Utilize Everyone's Talents"""
192|人弃我取|I will take whatever others don't want|People abandon me|"""I Take What Others Leave Behind"""
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|"""Both the person and the instrument are gone."""
194|人心向背|The will of the people|Heart to back|"""The fate of the people"" or ""The support of the people"""
195|人心所向|The direction of popular sentiment (or feeling)|What people want|"""The Will of the People"""
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|"""Without trust, one cannot be a person."""
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|"""Without Shame, One Can Do Anything"""
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|"""We are the knife and chopping block, they are the fish and meat."""
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|"""Insignificant Opinion"""
200|人云亦云|Parrot|Echo what others say|"""Follow the crowd"" or ""Go with the flow"""
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|"""仁者见仁，智者见智"""
202|今非昔比|Times have changed|Not what it used to be|"""Now is not like it was before"""
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|"""Today's reality was yesterday's mistake."""
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|"""Learning from Others' Mistakes"""
205|付之一炬|Set something on fire|Burn it down|Burn to Ashes
206|以貌取人|Judge by outward looks|Judging people by their appearance|"""Judging a person by their appearance"""
207|以德报怨|Return good for evil|Retaliate with virtue|"""以德报怨"" in English"
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|"""To Retreat in Order to Advance"""
209|以理服人|Convince people by sound argument|Convince people with reason|Persuade Someone with Reason
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|"""Measuring the Sea with a Snail Shell"""
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|"""To hit the egg against the rock"""
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|"""To observe the results"""
213|以攻为守|Attack in order to defend|Offense as defense|"""Attacking as a defense"""
214|以己度人|Judge others by oneself|Save others by yourself|"""Assume the worst about others"""
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|"""To judge a person by their own flaws"""
216|以血还血|Demand (or pay) blood for blood|Blood for blood|"""Blood for Blood"""
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|"""以手加额"" in English"
218|以身殉职|Die a martyr at one's post|Die in the line of duty|"""Sacrifice oneself for duty"""
219|以身作则|Set a good example to others|Lead by example|Lead by Example
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|"""Using Your Own Sword to Defend Against Itself"""
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|Misinformation Spreads
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|"""以耳代目"" in English"
223|以一当十|Pit one against ten|One to ten|"""One for Ten"""
224|以一警百|Punish one as a warning to others|One police one hundred|"""One Example to Warn a Hundred"""
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|"""Waiting for the Enemy to Exhaust Themselves"""
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|"""Eye for an Eye, Tooth for a Tooth"""
227|以怨报德|Repay good with evil|Repay kindness with resentment|"""Repay kindness with ingratitude"""
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|"""Let the winds and waves rage, sit still and fish"""
229|任其自流|Let things run their course|Let it run its course|"""Let it run its course"""
230|任重道远|Shoulder a heavy responsibility|A long way to go|"""Heavy Responsibility and Long Way to Go"""
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|"""Share Weal and Woe"""
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|"""You chase me, I chase you."""
233|你死我活|Life-and-death|You die and I live|"""You're dead or I'm dead"""
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|"""How similar they are!"""
235|何去何从|What course to follow|Where to go|"""Where to Go, Where to Stand"""
236|何足挂齿|Not worth bothering about|He Zu hang teeth|"""What's the point of mentioning it?"""
237|作威作福|Lord it over (others)|To make a fortune|"""To wield power and enjoy benefits"""
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|"""The one who comes is not friendly, the one who is friendly does not come."""
239|来日方长|There will be ample time|Come to Japan for a long time|"""There's still a long way to go."""
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|"""To come without going back is not polite."""
241|供不应求|Supply falls short of demand|In short supply|"""Exceeding Demand"""
242|依然如故|Remain unchanged (or the same)|Still the same|"""Still as before"""
243|依样画葫芦|Follow the beaten track|Draw a gourd|"""Follow the Pattern"""
244|依违两可|Be undecided|Both can be violated|"""Uncertain or indecisive"""
245|信马由缰|Let things take their natural course|The horse is reined|"""Let the Horse Run Free"""
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|"""Rewarding the Good and Punishing the Bad"""
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|"""Rehabilitate and Reuse"""
248|俯仰由人|Be at somebody's beck and call|Pitched by man|"""The fate is in the hands of others"""
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|"""To take advantage of one's seniority"""
250|倚官仗势|Count on one's powerful connections|Rely on officials|"""Relying on official power and authority"""
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|"""Using someone else's sword to kill"""
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|"""Expanding on a topic"""
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|"""To criticize the present by referring to the past"""
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|"""To Offer Flowers to the Buddha"""
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|"""偃武修文"""
256|假公济私|Use public office for private gain|Fake public service|"""Using Public Resources for Personal Gain"""
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|"""Doing One's Duty for the Day"""
258|偷天换日|Audacious scheme of cheating people|Steal the day|"""Steal Heaven and Replace the Sun"""
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|"""Stealing the Beam and Replacing the Post"""
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|"""Stealing a chicken and losing a handful of rice"""
261|偷鸡摸狗|Crooked dealings|Stalking the dog|"""Stealing a Chicken and Catching a Dog"""
262|侥幸取胜|Win by a fluke|Get away with it|"""Lucky Victory"""
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|Affordable and of Good Quality
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|Leisurely and Carefree
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|"""Brothers fighting in the house"""
266|兄弟阋于墙，外御其侮|Internal disunity dissolves at the threat of external invasion|Brothers are separated from the wall, and they are defended from outside|Brothers Fighting Within the House, Defending Against External Attacks
267|先天下之忧而忧，后天下之乐而乐|The first to show concern and the last to enjoy himself|The world's worries and worries first, and the world's joys and joys later|"""Before the worries of the world, I am concerned; after the joys of the world, I am happy."""
268|先斩后奏|(ancient general) empowered to kill first then report later|Cut before play|"""Kill first, report later"""
269|光复旧物|Recover lost territory|Restoring the old|Restore the Old Things
270|光阴似箭|How time flies|Time flies like an arrow|"""Time Flies Like an Arrow"""
271|克敌制胜|Conquer the enemy|Overcome the enemy and win|"""Conquer the Enemy and Win the Battle"""
272|兔子不吃窝边草|A rabbit doesn't eat the grass near its hole (so that it will be protected)|Rabbits don't eat nest grass|"""Rabbit doesn't eat grass from its own burrow"""
273|兔子尾巴长不了|Won't last long|Rabbit tail doesn't grow|"""The tail of a rabbit cannot grow."""
274|兔死狗烹|The hounds are killed for food once all the hares are bagged|Rabbit dead dog cooking|"""Rabbit Dies, Dog Gets Eaten"""
275|兔死狐悲|Like mourns over the death of like|Rabbit dead fox sad|"""Fox's Sorrow at the Death of the Rabbit"""
276|入不敷出|Unable to make ends meet|Make ends meet|"""Income does not cover expenditure."""
277|入国问俗|Learn about customs and habits of the country one goes to|Entering the country to ask about customs|"""Entering a country, inquire about its customs"""
278|入乡随俗|When in Rome do as the Romans do|Do as the Romans do|Adapt to the Customs of the Place
279|内忧外患|Domestic trouble and foreign invasion|Internal and external troubles|Internal Troubles and External Perils
280|内外交困|Be in dire straits at home and abroad|Internal and external difficulties|"""Inside and Outside Pressured"""
281|全力以赴|Strain every nerve|Go all out|"""Put all your efforts into it"""
282|两面讨好|Try to keep the favor of both sides in a dispute|Pleasing on both sides|"""Playing Both Sides"""
283|两面三刀|Double-faced tactics|Three swords on both sides|"""Two-faced"""
284|两全其美|Serve a twofold purpose|Best of both worlds|"""Two-ways to be happy"""
285|两小无猜|(of a boy and a girl) be innocent playmates|Two little guesses|"""Two Little Ones, No Guesswork"""
286|两袖清风|(of an official) have clean hands|Two Sleeves Breeze|"""Two sleeves clean"""
287|八仙过海，各显神通|Try to outshine each other|The Eight Immortals cross the sea, each showing their magical powers|"""Eight Immortals Cross the Sea, Each Showing Their Own Talents"""
288|公说公有理，婆说婆有理|Both parties claim to be in the right|The public said the public was reasonable, the mother said the mother was reasonable|"""Each has their own logic"""
289|公而忘私|Selfless|Public but private|"""Public Interest Over Personal Gain"""
290|六亲不认|Turn one's back on ones own flesh and blood|Six parents do not recognize|"""To be completely unfeeling or uncaring"""
291|六神无主|In a state of utter stupefaction|Six gods without masters|"""Six Gods without a Master"""
292|兵不厌诈|All is fair in war|Soldiers never tire of deceit|"""The use of deception in warfare is not a sin."""
293|兵临城下|The city is under siege|Soldiers approaching the city|"""A military force is at the city gates"""
294|兵贵神速|Speed is precious in war|Soldiers are very fast|"""The Art of Speedy Warfare"""
295|兵戎相见|Resort (or appeal) to arms|See each other|"""Bīng Róng Xiāng Jiàn"""
