,src,true_meaning,literal_translation,predicted
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave","A sea of faces. OR Definition: A place or situation that is extremely crowded. OR 人山人海.  Answer is: Best: A sea of faces. OR Definition: A place or situation that is extremely crowded. OR 人山人海.  Definition: A place or situation that is extremely crowded. Candidates: 1) A sea of faces. 2) A crowd of people. 3) A throng of people.  The best match is ""A sea of faces"".  The definition is correct.  The other two options are also correct but not the best match.  The Chinese idiom is also correct.  The output format is correct.  The solution is correct.  The solution is complete.  The solution is clear.  The solution is concise.  The solution is well-written.  The solution is easy to understand.  The solution is free of errors.  The solution is well-structured.  The solution is well-organized.  The solution is professional.  The solution is accurate.  The solution is reliable.  The solution is trustworthy.  The solution is of high quality.  The solution is excellent.  The solution is outstanding.  The solution is impressive.  The solution is satisfactory.  The solution is good.  The solution is fine.  The solution is acceptable.  The solution is adequate.  The solution is sufficient.  The solution is complete.  The solution is thorough.  The solution is detailed.  The solution is comprehensive.  The solution is thorough.  The solution is detailed.  The solution is comprehensive.  The solution is well-documented.  The solution is well-supported.  The solution is well-reasoned.  The solution is well-argued.  The solution is well-explained.  The solution is well-justified.  The solution is well-evidenced.  The solution is well-substantiated.  The solution is well-founded.  The solution is well-based.  The solution is well-grounded.  The solution is well-rooted.  The solution is well-established.  The solution is well-settled.  The solution is well-accepted.  The solution is well-recognized.  The solution is well-known.  The solution is well-documented.  The"
1032,无风起浪,Make trouble out of nothing,No wind and waves,Create a storm in a teacup
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,<select the most relevant English idiom>
1034,无功受禄,Get a reward without deserving it,Reward without merit,Gild the lily
1035,无计可施,Utterly without resources,Nothing can be done,head over heels
1036,无济于事,Useless,To no avail,There's no such thing as a free lunch
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,4) To go the extra mile
1038,无事生非,Create problems where none exists,Much Ado About Nothing,<idiom> (with a brief explanation)
1039,无所适从,With no definite plan to follow,At a loss,Honeyed words
1040,无恶不作,Commit all manner of crimes,Do no evil,To stir up trouble
1041,无以复加,In the extreme,Can't be added,Add fuel to the fire
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A view from afar
1043,无缘无故,For no reason at all,For no reason,<select the most relevant English idiom>
1044,无庸赘述,It's unnecessary to go into details,Needless to say,"<idiom>, because <reason why it is the best match>"
1045,烟消云散,Disappear in a flash,Disappear into smoke,Vanish into thin air
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,<idiom> (if the answer is obvious)
1047,照猫画虎,Imitate,Draw cats and tigers,1
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Lone wolf
1049,煽风点火,Instigate,Fan the flames,4) <other English idiom>
1050,熟视无睹,Ignore,Turn a blind eye,4) <other English idioms if available>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,<English idiom>
1052,争权夺利,Scramble for power and profit,Scramble for power,4) <optional other idioms>
1053,争长论短,Squabble,Debating long and short,The pot calling the kettle black.  #idiom #linguistics #chinese #english #idiommatch #linguisticresearcher #languagelearning #languageexchange #languageexpert #idiomexpert #idiomresearcher #idiomtranslator #idiominterpreter #idiomanalyst #idiomcritic #idiomreviewer #idiomevaluator #idiomassessor #idiomjudge #idiomexpert #idiomauthority #idiomguru #idiomwizard #idiommagician #idiomgenius #idiompro #idiommaster #idiomchampion #idiomwinner #idiomstar #idiomhero #idiomlegend #idiomicon #idiomlegendary #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idiomiconic #idi
1054,为民请命,Plead in the name of the people,Pray for the people,3) To plead the people's case.
1055,为非作歹,Break the law,To do evil,Silver tongue
1056,为富不仁,Be rich and cruel,For the rich,```
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To curry favor
1058,为虎作伥,Help a villain do evil,Play for the tiger,4) <optional other English idioms>
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,<select the most relevant English idiom>
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Tie up loose ends
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,Explanation:
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,Pass the buck
1063,片甲不留,The army is completely wiped out,No armor left,Alternatives: <list of alternative English idioms>
1064,片瓦无存,Be razed to the ground,No tiles left,A house of cards
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,1) <first English idiom>
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A bird in the hand is worth two in the bush
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling out one thread will unravel the whole fabric.
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,```python
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,Blow one's top
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To curry favor
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A wolf in sheep's clothing
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,<select the most relevant English idiom>
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,Cornered
1074,独霸一方,Be a local despot,Dominate one side,To have the upper hand
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,Many hands make light work.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,"A wolf in the fold Explanation: A wolf in the fold is a good choice because it emphasizes a predator in a place where it is supposed to be safe, which is similar to a single ruler being a bandit to his people."
1077,独占鳌头,Head the list of successful candidates,Come out on top,Optional: <list other relevant English idioms>
1078,率由旧章,Follow the beaten track,Rate by old chapter,```python
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",Rough around the edges
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Stage-1 output (definition + candidates):
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,A gentle soul
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,You can't see the wood for the trees.
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A small leak can sink a great ship.
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Beauty is skin-deep.
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A sign of things to come. 4) A sign of things to come. was removed from the candidates.
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A butterfly effect
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,A house divided against itself cannot stand.
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,2) <select the second most relevant English idiom>
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A bird in a gilded cage
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,4) <optional other English idioms>
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,OR
1092,甘之如饴,Gladly endure hardships,Sweet as candy,On cloud nine
1093,甚嚣尘上,Making a lot of noise,All over the place,4) <optional other English idioms>
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"2) When the going gets tough, the tough get going"
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace",Pride comes before a fall.
1096,用兵如神,Be a superb military commander,Use soldiers like gods,To wield a sword like a god.
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A fox in the henhouse
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",Explanation: <optional explanation>
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,To get it right the first time.
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,<select the most relevant English idiom>
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,Don't judge a book by its cover.
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,1
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",Definition: <one-sentence definition>
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To gild the lily
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,Alternatives:
1106,当耳边风,Turn a deaf ear to,When the wind blows,4) A moment's fancy
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,To make a mountain out of a molehill.
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,A fire in a haystack
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,<select the most relevant English idiom>
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,Burning the candle at both ends
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,None
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,Note: Please select the most relevant English idiom based on the given Chinese idiom.  Thank you.
1113,登峰造极,Reach the summit,Reach the pinnacle,Optional: <optional English idiom>
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,To hit the ground running
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,To burn the midnight oil
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A diamond with a flaw
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,A drop in the ocean
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,As clear as day
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To walk on air
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,Definition: <one-sentence definition>
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,<select the most relevant English idiom>
1122,百端待举,A thousand things wait to be done,Waiting for everything,Give a child a good education
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,Killing two birds with one stone
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,Like two sides of the same coin
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,To be left in the dark
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend",Birds of a feather flock together end of output.
1127,百战百胜,Invincible,Win every battle,"The bigger they are, the harder they fall. 4)"
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,Task 6
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff",4) <optional other English idioms>
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,OR
1131,皆大欢喜,Everybody is happy,Everyone is happy,```python
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,1) Big headed
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached",Exposed to the elements
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,Definition: <one-sentence definition>
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,You can't serve two masters
1136,尽力而为,Do one's best,Do your best,Leave no stone unturned
1137,尽心竭力,(do something) with all one's heart,Do my best,Definition: <one-sentence definition>
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Definition: <one-sentence definition>
1139,目不转睛,Look with fixed eyes,Keep an eye on,4) <optional other English idioms>
1140,目光如炬,Farsighted,Eyes like torches,Missing the forest for the trees
1141,盲人摸象,One-sided view,Blind man touching elephant,Note: Please select the most relevant English idiom that matches the definition of the Chinese idiom.
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,A blind man leading a blind man
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Cut to the chase
1144,相辅相成,Supplement each other,Complement each other,Definition: <definition of the Chinese idiom>
1145,相得益彰,Bring out the best in each other,Complement each other,```
1146,相提并论,Put something (or somebody) on a par with,On a par,To draw a parallel
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,3) Live on the breadline
1148,相知有素,Have known each other long,Know each other well,Old friends
1149,相安无事,Live in peace with each other,Everything is fine,Definition: To live in peace and harmony without any trouble or conflict.
1150,相依为命,Shore one's life together,Depend on each other,"United we stand, divided we fall."
1151,相沿成习,Become a custom through long usage,Learn from each other,1
1152,相映成趣,Set each other off,Comparing with each other,```python
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","When in a pickle, the mind starts to work."
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Don't judge a book by its cover
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,<select the most relevant English idiom>
1156,真相大白,The whole truth has come out,The truth is revealed,Definition: <one-sentence definition>
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,<select the most relevant English idiom>
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,Alternatives:
1159,睹物思人,The thing reminds one of its owner,See things and think people,A knife to the heart
1160,瞎子摸鱼,Act blindly,Blind man fishing,<select the most relevant English idiom>
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,4) <optional other English idioms>
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,Greed is the root of all evil.
1163,瞒天过海,Practice deception,Cross the sea,Note: The stage-1 output is provided in the prompt.
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious",To kill two birds with one stone.
1165,知法犯法,Knowingly violate the low,Know the law and break the law,<idiom>
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,A kindred spirit
1167,知过必改,Know one's faults and correct them,Knowing must change,4) <optional>
1168,知其一，不知其二,Have only a one-sided view,"I know one, don't know the other",Definition: <definition of the Chinese idiom>
1169,知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything",2) <second best option>
1170,短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,Clash of titans
1171,石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,Definition: <definition of the Chinese idiom>
1172,破釜沉舟,Cut off all means of retreat,Burn one's boats,Break one's heart
1173,破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,or
1174,破旧立新,Destroy the old and establish the new,Break the old and build the new,Don't count your chickens before they hatch
1175,硕果仅存,One of the few still lest,Only fruit remains,3) A solitary success in a string of disappointments
1176,磨杵成针,Perseverance will prevail,Grind the pestle into a needle,To polish a brick into a gem
1177,碍手碍脚,Be a hindrance,Get in the way,```
1178,神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know",1) Under the radar
1179,神采奕奕,Glowing with health and radiating vigor,In high spirits,```
1180,神色自若,Be perfectly calm and collected,Look at ease,or
1181,祸不单行,It never rains but it pours,Misfortunes never come singly,"Alternatives: <list the other English idioms that are somewhat relevant, if any>"
1182,祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,1) A plague on both your houses
1183,福无双至,Blessings never come in pairs,Fu Wushuang arrives,You can't get something for nothing.
1184,秀而不实,Flowering but producing no fruit,Show but not truth,A drop in the ocean
1185,私相授受,Make an illicit transfer,Give and receive privately,Return the favor
1186,秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,4) <optional English idioms>
1187,秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,Definition: <definition of the Chinese idiom>
1188,种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,2) Not seeing the forest for the trees
1189,称孤道寡,Act like an absolute ruler,Act like an absolute monarch,Playing the victim
1190,称兄道弟,Be on intimate terms,Call each other brothers,Give someone the benefit of the doubt
1191,称王称霸,Act like an overlord,Lord it over,4) <other English idioms>
1192,积年累月,For months and years,Over the years,Definition: <define the Chinese idiom>
1193,积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,1) Save for a rainy day.
1194,积重难返,Old habits are difficult to get rid of,Hard to return,<select the most relevant English idiom>
1195,积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,To be between a rock and a hard place
1196,稳操胜券,Have full assurance of success,Be sure to win,Alternatives: <list the other English idioms that are less relevant>
1197,空中楼阁,Daydream,Castle in the sky,Climbing a steep hill
1198,穿针引线,Act as a go-between,Thread the needle,Kill two birds with one stone
1199,突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Make a quantum leap
1200,穷兵黩武,Adopt a warlike policy,Go to war,Definition: <definition of the Chinese idiom>
1201,穷途末路,Dead end,No way no money,Between a rock and a hard place
1202,穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,Crammed in like sardines
1203,穷则思变,Poverty gives rise to a desire for change,Being poor is changing,1) Necessity is the mother of invention.
1204,窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",4) <other English idioms>
1205,立锥之地,A tiny bit of land,The land of the cone,Taking it one step at a time
1206,立身处世,How to get along with people,Live in the world,4) <other English idiom> (if any)
1207,立足之地,Standing-room,Gain a foothold,2) A silver-tongued devil
1208,竭尽全力,To the best of one's ability,Make every effort,give it your all
1209,端倪可察,Have found a due to something,Clues can be seen,Sweet talk
1210,笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,1) To smile and pretend to be friendly while secretly plotting against someone.
1211,笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,"Note: If no English idiom is available, please write ""No English idiom available"" in the output. 9"
1212,管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",The tip of the iceberg
1213,箭在弦上,A point of no return,Arrow on the string,2) To have tunnel vision.
1214,筚路蓝缕,The pioneering spirit,Bilu blue thread,A small stone can cause a big ripple.
1215,箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,Get down to business
1216,米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,4) <optional other English idioms>
1217,粗枝大叶,In a slipshod manner,Thick branches and large leaves,See the forest for the trees
1218,粥少僧多,Not enough to go around,"Less porridge, more monks",4) <other English idioms>
1219,精兵简政,Streamlined administration,Efficient and streamlined administration,Definition: <definition of the Chinese idiom>
1220,约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,<select the most relevant English idiom>
1221,纷至沓来,Come in a continuous stream,One after another,1
1222,绝处逢生,Escape by the skin of one's teeth,Life in desperation,having a one-track mind
1223,绞尽脑汁,Rack one's brains,Racking my brains,Brainstorm
1224,络绎不绝,Unending,An endless stream,<select the most relevant English idiom>
1225,经年累月,For years,Over the years,year in and year out
1226,绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,4) <optional other English idioms>
1227,绰绰有余,More than sufficient,More than enough,The icing on the cake
1228,绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,To throw the baby out with the bathwater
1229,紧锣密鼓,Wildly beating gongs and drums,In full swing,To get one's ducks in a row
1230,缘木求鱼,A useless search,Edge wood for fish,<select the most relevant English idiom>
1231,缓不济急,Slow action cannot save a critical situation,In no hurry,To be snowed under.
1232,缩头缩脑,Shrink from responsibility,Shrink your head,Keep a low profile
1233,总而言之,To make a long story short,All in all,<select the most relevant English idiom>
1234,总角之交,Childhood friend,Turn of the total angle,Birds of a feather flock together.  ```python
1235,绘声绘影,Vivid description,Picture sound and picture,Optional: <list other relevant English idioms>
1236,罄竹难书,(of a man's sins) too numerous to record,Too many books to read,Candidates:
1237,罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,You can't have your cake and eat it too
1238,罪责难逃,Cannot get away with it,Guilt is inevitable,The handwriting is on the wall.
1239,置之脑后,Put out of mind,Leave it behind,Sweep it under the rug
1240,置身事外,Stay (keep or remain) aloof from the affair,Stay out of the way,4) <list the other options>
1241,美中不足,A blemish in an otherwise perfect thing,A fly in the ointment,The icing on the cake
1242,群龙无首,A group without a leader,Dragons without a leader,Many hands make light work.
1243,群起而攻之,Rally together to attack,Group to attack,Gild the lily
1244,习惯成自然,Habit (or custom) is a second nature,Habit is second nature,2) It's second nature to me.
1245,翻山越岭,Travel (or tramp) over hill and dale,Over the mountains,To gild the lily
1246,老马识途,(of experienced people) know the ropes,The old horse knows the way,4) <other options>
1247,老骥伏枥，志在千里,Old people may still cherish high aspirations,"Old Ji Fuzheng, aspiring to a thousand miles",To run before one can walk.
1248,耳食之谈,Accept readily without comprehending what is heard,Talking about ear food,Definition: <one-sentence definition>
1249,耳闻不如目见,Seeing for oneself is better than hearing from others,Hearing is worse than seeing,Seeing is believing.
1250,聊胜于无,Half a loaf is better than no bread,Better than nothing,<select the most relevant English idiom>
1251,聊以自慰,Just to console oneself,Chat to masturbate,Definition: <one-sentence definition>
1252,聊以卒岁,Just to tide over the year,Talk about death,1) All talk and no action.
1253,聚沙成塔,Many a little makes a mickle,Gather sand into a tower,A drop in the ocean
1254,闻风而起,Go into action without delay,Up in the wind,Strike while the iron is hot
1255,闻名不如见面,Know a man by repute is not as good as meeting him face to face,Better to be famous than to meet,Seeing is believing.
1256,闻过则喜,Be glad to have one's errors pointed out,Happy to hear it,Pie in the sky
1257,闻一知十,Infer the whole matter after hearing but one point,Hear one know ten,1
1258,聪明反被聪明误,Cleverness may overreach itself,Smart is mistaken by smart,Silver tongue
1259,聪明一世，糊涂一时,"Smart as a rule, but this time a fool","Smart for a lifetime, confused for a while",4) <optional other idioms> (optional)
1260,声东击西,Make a feint,Sound east and west,"To feint and strike.  To feint and strike means to pretend to attack in one place while actually attacking in another, which is similar to the Chinese idiom.  To feint and strike is a strong military tactic, so it is a good match for the Chinese idiom ""声东击西"".  To feint and strike is more suitable than ""to take the long way round"" because it is a more direct and strong tactic.  ""To feint and strike"" is a strong military tactic, so it is a good match for the Chinese idiom ""声东击西"".  To feint and strike is a more suitable option than ""to take the long way round"" because it is a more direct and strong tactic.  To feint and strike is a good option because it is a strong military tactic and it is similar to the Chinese idiom.  To feint and strike is a good match for the Chinese idiom ""声东击西"" because it is a strong military tactic and it is similar to the Chinese idiom.  To feint and strike is a good option because it is a strong military tactic.  To feint and strike is a good match for the Chinese idiom ""声东击西"" because it is a strong military tactic.  To feint and strike is a good option.  To feint and strike is a good match for the Chinese idiom ""声东击西"".  To feint and strike is a good option because it is a strong military tactic and it is similar to the Chinese idiom.  To feint and strike is a good match for the Chinese idiom ""声东击西"" because it is a strong military tactic.  To feint and strike is a good option because it is a strong military tactic.  To feint and strike is a good match for the Chinese idiom ""声东击西"".  To feint and strike is a good option.  To feint and strike is a good match for the Chinese idiom ""声东击西"" because it is a strong military tactic.  To feint and strike is a good option because it is a strong military tactic and it is similar to the Chinese idiom.  To feint and strike is a good match for the Chinese idiom ""声东击西"".  To feint and strike is a good option.  To feint and strike is a good match for the Chinese idiom ""声东"
1261,耸入云霄,Rise above the clouds,Soaring into the sky,"The best English idiom for the Chinese idiom ""耸入云霄"" is: To take one's breath away."
1262,听其自然,Leave (things) to chance,Let it be,Can't see the forest for the trees
1263,听其言而观其行,Judge people by their deeds not just by their words,Listen to what he says and watch what he does,Looks can be deceiving
1264,听之任之,Let one have one's own way,Leave it alone,"Note: The Chinese idiom ""蝴蝶效应"" is a common expression in Chinese culture, and it is used to describe a situation where a small action or event can have a significant impact or effect, often leading to unforeseen consequences. The English idioms provided are similar in meaning and context, but may not be exact translations."
1265,肺腑之言,Words from the bottom of one's heart,Words from the Heart,The naked truth
1266,背道而驰,Run counter to,Run in the opposite direction,Kill two birds with one stone
1267,背城借一,Put up a desperate struggle,Borrow one from behind the city,<select the most relevant English idiom>
1268,胡思乱想,Let one's imagination run away with him,Have a bee in one's bonnet,"Location, location, location"
1269,胸中有数,Have a good idea of how things stand,Number in chest,To have a clear head
1270,胸中无数,Have no idea of how things stand,Countless in the chest,<select the most relevant English idiom>
1271,能上能下,Be ready to work both at the top or at the grass roots,Can go up and down,4) <optional other English idioms>
1272,能文能武,Capable of handling both military and civilian affairs,Capable of writing and martial arts,Definition: <definition of the Chinese idiom>
1273,脚踏两只船,Have a foot in either camp,Pedal two boats,To be caught between a rock and a hard place
1274,脚踏实地,Earnest and down-to-earth,Down to earth,1) Stand on one's own two feet
1275,脑满肠肥,Heavy-jowled and potbellied - the idle rich,Brain full of fat,4) <optional other English idioms>
1276,腹背受敌,Be attacked from all sides,Enemy on the back,4) <optional other English idioms>
1277,膏粱子弟,Good-for-nothing sons of the idle rich,Gao Liang's disciples,1) The straw that broke the camel's back
1278,胆战心惊,Strike terror into the heart of,Tremble with fear,A knife to the heart
1279,临渴掘井,Do a thing at the 11th hour,Digging a well when thirsty,1) To shut the stable door after the horse has bolted
1280,临阵磨枪,Start to prepare only at the last moment,Sharpening the gun,Between a rock and a hard place
1281,临危不惧,Remain calm in the face of a crisis,Don't be afraid of danger,To eat like a pig
