|src|true_meaning|literal_translation|predicted
61|धूल में मिलाना|to destroy completely|to mix into dust|To Treat Someone as Inferior
62|धूल उड़ाना|to make a scene unnecessarily|to raise/fly dust|To sweep the dust
63|धूल झोंकना|to deceive or mislead someone|to throw dust (in the eyes)|To sweep the dust under the rug
64|हवा निकल जाना|to lose courage suddenly|for the air to go out|To blow over
65|हवा खा जाना|to run away secretly|to eat wind|To Get Disheartened
66|हवा में उड़ाना|to waste money carelessly|to throw/waft in the air|To blow something up in the air
67|हवा बन जाना|to disappear quickly|to become air|To Disappear Without a Trace
68|हवा में बात करना|to speak without proof or sense|to speak into the air|To talk through one's hat
69|हवा लगना|to be influenced by others|to catch/get the wind|To be in a state of excitement or enthusiasm.
70|हवा देना|to encourage or instigate something|to give air|To blow air
71|हवा बदलना|to change situation or environment|to change the air|Changing the Wind
72|हवा चखना|to get a taste of something new (usually trouble)|to taste the air|To Feel the Wind
73|हवा बंद होना|to lose confidence completely|for the air to stop|"The idiom ""हवा बंद होना"" translates to ""The wind has stopped"" in English. However, to convey the intended meaning, it is more appropriate to translate it as ""The air has stopped moving"" or ""The breeze has stopped."""
74|आँख में धूल झोंकना|to deceive or fool someone|to throw dust into the eye|To sweep dust into one's eyes
75|आँखें फटी की फटी रह जाना|to be shocked or amazed|for the eyes to remain torn-open|To be extremely tired and exhausted.
76|आँखों में धूल झोंकना|to cheat someone cleverly|to throw dust into the eyes|To sweep dust under the rug
77|आँखों में बस जाना|to win someone’s heart|to come to reside in the eyes|To fall in love at first sight
78|आँखों से ओझल होना|to disappear from sight|to be hidden from the eyes|To be out of sight.
79|आँख दिखाना|to threaten or scold harshly|to show the eye|To Show One's Strength or Power
80|आँख तरेरना|to glare angrily|to glare with the eyes|To deceive someone, to trick them.
81|आँखें फाड़ना|to stare in surprise|to rip/tear the eyes open (goggle)|To pop one's eyes out
82|आँखें मूँदना|to ignore intentionally|to shut/close the eyes|Close one's eyes
83|आँखों में आँसू आना|to become emotional or sad|for tears to come into the eyes|To Feel Overwhelmed with Emotion
84|दिल लगाना|to fall in love|to attach the heart|To put one's heart into something
85|दिल तोड़ना|to break someone's heart|to break the heart|Break someone's heart
86|दिल जीतना|to win someone's affection|to win the heart|To Win Over Someone's Heart
87|दिल पर लेना|to take something personally|to take to the heart|**Idiom (Hindi):** दिल पर लेना
88|दिल लगाकर काम करना|to work wholeheartedly|to work with the heart attached|Work with all your heart.
89|दिल में बात रखना|to hide one’s feelings|to keep the matter in the heart|Keep something to oneself
90|दिल पर पत्थर रखना|to act bravely despite pain|to place a stone on the heart|Keep a heart of stone.
91|दिल जलना|to feel jealous or envious|for the heart to burn|To feel heartache or sorrow.
92|दिल बहलाना|to distract from sadness|to amuse/console the heart|To distract someone's mind.
93|दिल धड़कना|to feel nervous or excited|for the heart to beat|"The idiom ""दिल धड़कना"" translates to ""The heart beating"" in English. However, to convey the intended meaning, the translation should be:"
94|दिल खोलकर देना|to be generous|to give with the heart open|"""Give with an open heart"""
95|दिल में चोर होना|to have guilt or bad intentions|for there to be a thief in the heart|To have a secret love or to be secretly in love.
96|दिल में बसना|to be deeply loved or remembered|to dwell in the heart|To settle in the heart
97|दिल का हाल बताना|to express inner feelings|to tell the condition of the heart|To give an account of one's feelings or state of mind.
98|दिल टूट जाना|to feel heartbroken|for the heart to break|To Have a Broken Heart
99|दिल खुश हो जाना|to become happy|for the heart to become happy|To feel happy or contented.
100|दिल में बात आना|to get an idea or feeling|for a thought to come into the heart|To have something on one's mind
101|दिल से उतर जाना|to lose affection or trust|to descend/fall from the heart|To fall in love
102|दिल से लगाना|to love or treat affectionately|to press/hold to the heart|To put one's heart into something
103|दिल लगा रहना|to stay interested or focused|to remain heart-attached|Staying close to one's heart
104|दिमाग चलना|to think cleverly|for the mind/brain to run|"""To think on one's feet"""
105|दिमाग खराब होना|to lose temper or sanity|for the mind to go bad|To have a bad mind
106|दिमाग लगाना|to use intelligence or creativity|to apply the mind|To think hard or to give one's full concentration.
107|दिमाग ठिकाने लगाना|to discipline or bring to senses|to put the mind in its place|To get one's bearings
108|दिमाग का दही होना|to get mentally exhausted|the brain to become curd|To be a slow learner
109|दिमाग घुमाना|to confuse or manipulate someone|to spin/turn someone’s mind|To play someone's mind
110|दिमाग का ताला खोलना|to start thinking or understanding|to open the lock of the mind|Unlocking the Mind
111|दिमाग खाना|to irritate by constant nagging|to eat the brain|To think too much or overanalyze.
112|दिमाग लग जाना|to focus attention on something|for the mind to get engaged|To lose one's mind
113|दिमाग में बात आना|to get a sudden idea|for an idea to come into the mind|To have an idea or to think about something.
114|पानी-पानी होना|to feel embarrassed or ashamed|to become water-water|To be of no consequence or value.
115|पानी फिर जाना|to have plans fail suddenly|for water to go over (it)|Water Goes Down the Drain
116|पानी मांगना|to beg for mercy|to ask for water|Asking for Water
117|पानी उतारना|to humiliate someone publicly|to bring down/drain the water|To pour water
118|पानी सिर से गुजरना|to reach the limit of patience|for water to pass over the head|To go over one's head
119|पानी में आग लगाना|to attempt the impossible|to set fire in water|To stir up trouble or create a situation that is difficult to handle.
120|पानी पर लिखा|to be temporary or futile|written on water|"""Water written on"""
121|पानी बराबर होना|to be equal in strength or skill|to be equal like water|To have a fair share or to be equal in some respect.
122|पानी पीना|to feel comfortable after fear|to drink water|To drink water
123|पानी मांगना पड़ना|to be defeated badly|to have to ask for water|To have to ask for water
124|पानी लाना|to bring respect or reputation|to bring/fetch water|Bringing Water
125|हाथ बँटाना|to help or assist someone|to share/divide the hand|To spread one's hands
126|हाथ धोकर पीछे पड़ना|to chase or target relentlessly|to wash one’s hands and go after|To wash one's hands and then be left behind
127|हाथ खड़े कर देना|to give up completely|to make (one) raise hands|To leave someone hanging or in a difficult situation.
128|हाथ पाँव फूल जाना|to panic or get nervous|for hands and feet to bloom|To be completely exhausted and unable to move.
129|हाथ मलना|to regret something deeply|to rub the hands|To shake hands
130|हाथ साफ़ होना|to be skilled or experienced|for the hand to be clean|To have clean hands
131|हाथ पर हाथ धरे रहना|to do nothing|to keep one hand resting on the other|To keep one's hands in one's pockets.
132|हाथ की सफाई दिखाना|to show cleverness or skill|to show the hand’s cleanliness (sleight)|To Show Off One's Cleanliness
133|हाथ में लेना|to take responsibility for something|to take in hand|To take something into one's hand.
134|हाथ से निकल जाना|to miss an opportunity|to go out of the hand|To slip away
135|हाथ लगना|to get caught or succeed|to come to the hand|To come into contact with something, to touch.
136|हाथ धोना|to lose something completely|to wash hands|To wash one's hands
137|हाथ मिलाना|to collaborate or agree|to join hands|To shake hands
138|हाथ बाँधना|to restrict or tie someone’s ability|to tie/bind the hands|To tie someone's hands
139|हाथ ऊँचा होना|to be more powerful or dominant|for the hand to be higher|To have a high hand
140|हाथ जलना|to learn by mistake|for the hand to be burned|Getting burned by one's hands
141|हाथ थामना|to support someone|to hold the hand|To lend a helping hand
142|हाथ पसारना|to beg or plead|to spread the hand (for alms)|To spread one's hands
143|हाथ काटना|to separate or break relation|to cut the hand|To cut off one's hand
144|हाथ मोड़ना|to refuse or reject something|to twist the hand|To bend one's hand
145|पैर पसारना|to spend or expand beyond means|to spread the feet|To spread one's legs
146|पैर जमाना|to settle firmly|to set the feet firm|To freeze someone out
147|पैर पकड़ना|to beg for forgiveness|to hold the feet|To hold someone's leg
148|पैर तले ज़मीन खिसकना|to be shocked or lose ground|for the ground to slip from under the feet|To feel uncertain or unstable about one's position or situation.
149|पैर पर कुल्हाड़ी मारना|to harm oneself by one’s own actions|to strike an axe on one’s foot|To beat someone with an axe on the foot
150|पैर पीछे खींचना|to withdraw from commitment|to pull the feet back|To pull one's leg
151|पैर फैलाना|to extend scope gradually|to spread the feet|To stretch one's legs
152|पैर रोकना|to restrain or hesitate|to stop the feet|To slow down or to stop someone's progress.
153|पैर रखना|to begin something new|to place a foot|To keep one's foot in the door
154|पैर उठाना|to show disrespect or overconfidence|to lift the foot|To raise one's foot
155|मुँह बनाना|to show annoyance or sadness|to make a face|To pull a face
156|मुँह खोलना|to start speaking up|to open the mouth|To open one's mouth
157|मुँह लटकाना|to look disappointed|to hang the face|To hang one's head
158|मुँह की खाना|to suffer humiliation|to eat of the mouth|Eating from the mouth
159|मुँह मोड़ना|to turn away or refuse help|to turn the face away|To turn one's face away
160|मुँह दिखाना|to appear shamelessly after wrongdoing|to show the face|To Show One's Face
161|मुँह में राम बगल में छुरी|to be deceitful in nature|Ram in the mouth, knife in the armpit|With a smile on your face and a knife in your back
162|मुँह माँगी मुराद मिलना|to get exactly what one wanted|to get the wish asked by mouth|To get what you want without asking.
163|मुँह बंद रखना|to stay silent|to keep the mouth closed|Keep a tight lipped
164|मुँह खुलवाना|to make someone speak|to make (someone) open the mouth|To make someone talk
165|मुँह चुराना|to avoid facing someone|to hide/steal the face (avoid)|To avoid eye contact
166|मुँह तोड़ जवाब देना|to give a fitting reply|to give a mouth-breaking reply|To give a tongue-lashing
167|मुँह में घी शक्कर|used to bless or hope for good news|ghee and sugar in the mouth|"**English:** ""Sugar in the mouth, oil in the mouth"""
168|मुँह लगना|to act too familiar with elders|to get attached to the mouth|To get a mouthful
169|मुँह में जुबान न होना|to be timid or unable to speak up|to not have a tongue in the mouth|Not having a word to say.
170|मुँह से बात निकलना|to accidentally reveal something|for the words to come out of the mouth|To speak one's mind
171|हिम्मत हारना|to lose courage|to lose courage|Giving up hope
172|हिम्मत रखना|to stay strong and confident|to keep courage|Keep your spirits up.
173|हिम्मत बाँधना|to encourage oneself|to tie/bind courage|"""To tie one's courage"""
174|हिम्मत जुटाना|to gather courage|to gather courage|Gaining courage
175|हिम्मत टूटना|to become hopeless|for courage to break|"""To lose heart"""
176|हिम्मत दिखाना|to show bravery|to show courage|To show courage
177|हिम्मत बढ़ाना|to motivate or encourage someone|to increase courage|"""Gaining courage"""
178|जुबान चलाना|to talk disrespectfully|to run the tongue|To talk behind someone's back.
179|जुबान फिसलना|to say something by mistake|for the tongue to slip|Slipping tongue
180|जुबान देना|to make a promise|to give one’s tongue (word)|To speak ill of someone
181|जुबान रखना|to keep one’s word|to keep one’s tongue (word)|Keep quiet
182|जुबान काटना|to regret saying something|to cut/bite the tongue|To bite one's tongue
183|जुबान पकड़ना|to hold someone to their words|to catch/hold the tongue|To keep quiet or to remain silent.
184|जुबान पर काबू रखना|to control speech|to keep control on the tongue|**English:** To keep a tight rein on one's tongue
185|जुबान लगना|to get into an argument|to get on the tongue|To have a mouthful
186|जुबान बंद रखना|to stay silent intentionally|to keep the tongue shut|Keep a tight lip
187|दाँत पीसना|to show silent anger|to grind the teeth|To grind one's teeth
188|दाँत दिखाना|to laugh unnecessarily|to show the teeth|To Show One's Teeth
189|दाँत गिनाना|to mock or insult someone|to count the teeth|To count one's teeth.
190|दाँत काटी रोटी|to have a close friendship|tooth-bitten bread|"**English:** ""Chewing the cud"""
191|दाँत टूट जाना|to be defeated or embarrassed|for the teeth to break|To Have a Tooth Fall Out
192|पसीना बहाना|to work hard|to make sweat flow|To sweat it out
193|पसीना छुड़ाना|to frighten or exhaust|to make someone break into sweat|To sweat it out
194|पसीना निकलना|to feel nervous or hot|for sweat to come out|To Break a Sweat
195|पसीना-पसीना होना|to be drenched in sweat (from work or fear)|to become sweat-sweat (drenched)|To Be Sweaty
196|खून पसीना एक करना|to work tirelessly|to make blood and sweat one|To work hard and sweat for something.
197|खून खौलना|to feel extreme anger|for the blood to boil|To get angry or upset very quickly.
198|खून जलाना|to waste emotional energy|to burn blood|To burn someone's blood
199|खून चूसना|to exploit someone harshly|to suck blood|Sucking the Blood
200|खून में उबाल आना|to be fired up with passion|for the blood to come to a boil|To be furious or extremely angry.
201|खून पसीने की कमाई|hard-earned money|earnings of blood and sweat|Blood and Sweat
202|खून सफेद होना|to become heartless or selfish|for the blood to become white|To be in a state of shock or disbelief.
203|खून चढ़ना|to feel energetic or brave|for the blood to rise|To lose blood
204|खून उतरना|to lose courage suddenly|for the blood to descend|To feel faint or weak.
205|पसीने छूटना|to panic under pressure|for sweats to break out|To Sweat It Out
206|खून जम जाना|to be terrified|for the blood to freeze/clot|To become very angry
207|खून देना|to sacrifice selflessly|to give blood|To give blood
208|खून का रिश्ता|blood relation|a relation of blood|Blood Relation
209|खून बहाना|to fight fiercely|to make blood flow|To shed tears of sorrow
210|खून खराबा होना|to result in violence or bloodshed|for bloodshed/ruin to happen|To cause trouble or harm.
211|दिल थाम लेना|to feel suspense or fear|to hold the heart|To hold one's breath
212|दिल लगा लेना|to fall in love deeply|to set/attach the heart|To fall in love
213|दिल में आग लगना|to feel jealousy or anger|for fire to ignite in the heart|To feel a burning sensation in the heart.
214|दिल दहल जाना|to be terrified|for the heart to shudder|To feel one's heart beating rapidly or pounding.
215|दिल धकधक करना|to feel nervous or anxious|for the heart to throb ‘dhak-dhak’|To make one's heart flutter
216|दिल में उतरना|to become likable or close to heart|to descend into the heart|To feel comfortable or at ease in a situation.
217|दिल में ठंडक पड़ना|to feel relief or satisfaction|for coolness to fall in the heart|"""Feeling a chill in the heart"""
218|दिल को छू जाना|to touch emotionally|to go and touch the heart|Touch the heart
219|दिल जीत लेना|to win affection|to win the heart|To win over someone's heart
220|दिल में कसक रह जाना|to feel unfulfilled desire or regret|for a pang to remain in the heart|To feel a deep pain or sorrow in the heart.
221|दिल का चैन खोना|to lose peace due to love or worry|to lose the heart’s peace|Losing peace of mind
222|दिल बहल जाना|to feel consoled|for the heart to be consoled/amused|To fall in love
223|दिल कड़ा करना|to act firmly despite emotions|to make the heart hard|"""Hardening the heart"""
224|दिल बैठ जाना|to lose hope or courage|for the heart to sit/sink|To feel disappointed or heartbroken.
225|दिल बदलना|to change one’s opinion or feelings|to change the heart|Change one's heart
226|साँप निकल गया, लकीर पीटते रह गए|to act after the damage is already done|the snake went out; (they) kept beating the line|"""The snake slipped away, and we were left beating the air."""
227|साँप सूँघ जाना|to become completely silent out of fear|for a snake to sniff (one)|To sense a snake
228|साँप और नेवले की लड़ाई|a fight between sworn enemies|a snake-and-mongoose fight|The Battle Between a Snake and a Rat
229|साँप के मुँह में छछूंदर|to be stuck in an impossible situation|a shrew in the snake’s mouth|"""A rose in a snake's mouth"""
230|साँप को दूध पिलाना|to favor someone who will harm you later|to feed milk to a snake|To feed milk to a snake
231|साँप की केंचुली बदलना|to change completely in nature or appearance|for a snake to change its slough/skin|Changing the snake's scales
232|साँप भी मर जाए और लाठी भी न टूटे|to solve a problem smartly without harm to anyone|the snake die too and the stick not break|Even if the snake dies and the stick breaks
233|साँप का बच्चा|a dangerous or deceitful person|a snake’s offspring|Snake's Child
234|साँप के बिल में हाथ डालना|to invite trouble knowingly|to put a hand into a snake’s burrow|Putting your hand in a snake's den
235|साँप निकलते ही लकीर पीटना|to regret after losing the opportunity|to beat the line once the snake has left|"""Hit the nail on the head the moment the snake comes out"""
236|शेर की सवारी करना|to take a dangerous or risky decision|to ride a lion|To take a lion for a ride
237|शेर बनना|to act bravely or arrogantly|to become a lion|To become a lion
238|शेर का दिल रखना|to be very courageous|to keep/have a lion’s heart|To keep a lion's heart
239|शेर के मुँह में हाथ डालना|to challenge danger directly|to put a hand in a lion’s mouth|To interfere in a lion's den
240|शेर की तरह गरजना|to speak fearlessly or loudly|to roar like a lion|Roaring like a lion
241|शेर का शिकार करना|to achieve a big or risky goal|to hunt a lion|Hunting a Lion
242|लोमड़ी की तरह चालाक|to be extremely cunning|cunning like a fox|Cunning as a fox
243|कुत्ते की तरह भौंकना|to shout without reason|to bark like a dog|To bark like a dog
244|कुत्ते की मौत मरना|to die miserably or without dignity|to die a dog’s death|To die like a dog
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|bad habits never change|a dog’s tail—crooked remains crooked|A tail that is twisted like a dog's tail.
246|कुत्ते के भौंकने से हाथी नहीं रुकता|great people ignore petty criticism|by a dog’s barking the elephant doesn’t stop|A dog's bark doesn't stop an elephant.
247|कुत्ते की दुम टेढ़ी की टेढ़ी|incorrigible by nature|a dog’s tail—crooked-crooked|A dog's tail is crooked whether it is straight or crooked.
248|कुत्ते की तरह पीछे पड़ना|to chase someone relentlessly|to get after (someone) like a dog|To be on the defensive
249|बंदर क्या जाने अदरक का स्वाद|the unworthy cannot appreciate value|what would a monkey know of ginger’s taste|What a monkey knows about ginger!
250|बंदर के हाथ में उस्तरा|a dangerous thing in foolish hands|a razor in a monkey’s hand|A brush in a monkey's hand
251|बंदर नाच देखना|to enjoy entertainment or drama|to watch a monkey dance|To see monkeys dancing
252|बंदर घुड़की देना|to make empty threats|to give a monkey-like browbeating|To scold someone severely.
253|बंदर के हाथ नारियल|valuable thing with an undeserving person|a coconut in a monkey’s hand|A monkey's hand on a coconut
254|बिल्ली के गले में घंटी बाँधना|to take initiative in a dangerous task|to tie a bell on the cat’s neck|To put a bell around a cat's neck
255|बिल्ली की तरह मुँह बनाना|to act innocent after wrongdoing|to make a face like a cat|To pout like a cat
256|बिल्ली की तरह चुप रहना|to remain silent out of guilt or fear|to stay quiet like a cat|To be as quiet as a cat
257|बिल्ली के भाग्य से छींका टूटा|to get something valuable by pure luck|by the cat’s fortune the hanging rack broke|"""By the luck of a cat, a feather broke off"""
258|चूहे बिल्ली का खेल|a game of chase and evasion|a cat-and-mouse game|**English:** Cats and Mice Play Each Other's Game
259|चूहे दौड़ना|to feel hungry|mice to run (about)|"""A rat running"""
260|गधे के सिर से सींग गायब|something missing without a trace|horns gone from the donkey’s head|A cow's horn from a donkey's head
261|गधे पर बैठकर शेर की बात करना|to act proud without reason|to sit on a donkey and talk of a lion|To talk about lions while sitting on an ass.
262|गधे को घोड़ा बनाना|to exaggerate someone’s abilities|to make a donkey into a horse|To make a donkey appear as a horse.
263|गधे को फूलों की माला पहनाना|to honor an undeserving person|to put a garland of flowers on a donkey|To adorn someone with flowers.
264|गधे के कान में बांसुरी|to waste effort on someone ignorant|a flute in a donkey’s ear|Playing a flute in a donkey's ear
265|गाय का दूध पीना|to live peacefully and simply|to drink the cow’s milk|To drink cow's milk
266|गाय बनना|to act innocent or submissive|to become a cow|To become a cow
267|गाय के आगे बीन बजाना|to explain something to someone who won’t understand|to play a reed-pipe before a cow|Playing the flute in front of a cow
268|ऊँट के मुँह में जीरा|too little for a large need|cumin in a camel’s mouth|A grain of salt in an elephant's mouth
269|ऊँट पहाड़ के नीचे|to meet one’s superior or defeat|camel beneath the mountain|A camel under a mountain
270|ऊँट के मुँह में खजूर|tiny reward for great effort|a date in a camel’s mouth|A camel's nose in the tent
271|ऊँट की चाल चलना|to act steadily but slowly|to walk with the camel’s gait|To Walk Like an Elephant
272|ऊँट रेत में सिर छिपाना|to ignore reality or hide from truth|for the camel to hide its head in sand|To hide one's head in the sand
273|घोड़े बेचकर सोना|to sleep peacefully without worry|to sleep having sold the horses|**English Translation:** Selling horses to buy gold
274|घोड़े पर सवार होना|to be in a hurry or overexcited|to be mounted on a horse|To be on top of something
275|घोड़े का नाल पहनना|to try something superstitious for luck|to wear a horse’s horseshoe|Wearing a horse's saddle.
276|घोड़े की लगाम कसना|to tighten control|to tighten the horse’s reins|Tightening the reins of a horse
277|घोड़े दौड़ाना|to act hastily without thinking|to run the horses|To make a horse run.
278|मछली पानी से बाहर|to feel uncomfortable in a strange place|fish out of water|Fish out of water
279|मछली हाथ से निकलना|to miss an opportunity|for the fish to slip from the hand|To slip through one's fingers
280|मछली पकड़ना|to manipulate a situation for gain|to catch fish|To Fish
281|मछली मरना|to face downfall silently|for a fish to die|To Die Like a Fish
282|मगरमच्छ के आँसू|false show of sympathy|crocodile’s tears|The tears of a crocodile
283|मगरमच्छ बनना|to act powerful or arrogant falsely|to become a crocodile|To become a peacock
284|मगरमच्छ का शिकार करना|to take on a huge challenge|to hunt a crocodile|Hunting a crocodile
285|सांड बनना|to act angrily or uncontrollably|to become a bull|To become a lion
286|सांड को लाल कपड़ा दिखाना|to provoke someone deliberately|to show a red cloth to a bull|To show a red cloth to a bull
287|सांड की तरह दौड़ना|to rush without thinking|to run like a bull|To run like a bull
288|सांड की तरह जिद्दी|to be very stubborn|stubborn like a bull|"""As stubborn as a bull"""
289|सांड की तरह ताकतवर|to be physically strong|strong like a bull|**Strong as a Bull**
290|तेल देखो तेल की धार|to wait and watch patiently|look at the oil—the stream of the oil|Keep an eye on the oil, keep a close watch on the flow of oil.
291|तेल लगाना|to flatter or please for benefit|to apply oil|To grease the wheels
292|तेल निकलना|to get exhausted completely|for oil to come out|Oil to Flow
293|तेल पानी एक होना|to be completely incompatible|for oil and water to be one|Oil and water cannot mix
294|तेल जलाना|to work hard late into the night|to burn oil|Burning the candle at both ends
295|धन पानी की तरह बहाना|to waste money lavishly|to let wealth flow like water|Waste money like water.
296|धन दौलत इकट्ठी करना|to accumulate wealth|to gather wealth and riches|Amassing wealth and riches
297|धन का घमंड होना|to be arrogant about wealth|to have pride of wealth|To be proud of wealth
298|धन के पीछे भागना|to be greedy for money|to run after wealth|Chasing Money
299|धन का नशा चढ़ना|to be blinded by riches|for the intoxication of wealth to rise|To become drunk on wealth
300|धन कमाना|to earn wealth|to earn wealth|Earning money
301|धन की बरसात होना|to receive great fortune|for a rain of wealth to occur|To Have a Flood of Wealth
302|धन को पानी समझना|to spend carelessly|to consider wealth as water|To Regard Money as Water
303|धन का दुरुपयोग करना|to misuse wealth|to misuse wealth|Misusing Money
304|धन देना|to offer charity or contribution|to give wealth|To give money
305|नजर लगना|to be jinxed or affected by envy|for the (evil) eye to be cast|To keep an eye on someone or something.
306|नजर उतारना|to remove the evil eye|to take off/ward off the eye|"""Look down"""
307|नजर बचाना|to avoid eye contact|to save oneself from the eye|"""Keep an eye on"""
308|नजर डालना|to glance or check|to cast a glance|Keep an eye on
309|नजर चुराना|to avoid someone intentionally|to steal/avoid the eye|To steal a glance
310|नजर रखना|to keep watch on something|to keep an eye|Keep an eye on
311|नजर मिलाना|to look straight and confidently|to meet the eyes|To look at someone
312|नजर में आना|to get attention or recognition|to come into sight|To be noticed
313|नजर से गिरना|to lose respect in someone’s eyes|to fall from (someone’s) eyes|To go unnoticed
314|नजरों में बसना|to be deeply admired or loved|to dwell in (someone’s) eyes|To Be in Someone's Sights
315|मुँह की बात छीनना|to say what someone was about to say|to snatch the words from (someone’s) mouth|To pull the words out of someone's mouth
316|रूठा मन मनाना|to reconcile after disagreement|to coax the sulking mind/heart|To sulk
317|मन बनना|to decide willingly|for the mind to be made|To mature or develop fully
