|src|true_meaning|literal_translation|predicted
137|हाथ मिलाना|to collaborate or agree|to join hands|to collaborate or agree
138|हाथ बाँधना|to restrict or tie someone’s ability|to tie/bind the hands|to restrict or tie someone’s ability
139|हाथ ऊँचा होना|to be more powerful or dominant|for the hand to be higher|to be more powerful or dominant
140|हाथ जलना|to learn by mistake|for the hand to be burned|to learn by mistake
141|हाथ थामना|to support someone|to hold the hand|to stay idle or helpless
142|हाथ पसारना|to beg or plead|to spread the hand (for alms)|to beg or plead
143|हाथ काटना|to separate or break relation|to cut the hand|to separate or break relation
144|हाथ मोड़ना|to refuse or reject something|to twist the hand|to refuse or reject something
145|पैर पसारना|to spend or expand beyond means|to spread the feet|to beg for mercy
146|पैर जमाना|to settle firmly|to set the feet firm|to settle firmly
147|पैर पकड़ना|to beg for forgiveness|to hold the feet|to surrender / kneel in defeat
148|पैर तले ज़मीन खिसकना|to be shocked or lose ground|for the ground to slip from under the feet|to be shocked or panicked
149|पैर पर कुल्हाड़ी मारना|to harm oneself by one’s own actions|to strike an axe on one’s foot|to harm oneself by one’s own actions
150|पैर पीछे खींचना|to withdraw from commitment|to pull the feet back|to withdraw from commitment
151|पैर फैलाना|to extend scope gradually|to spread the feet|to extend scope gradually
152|पैर रोकना|to restrain or hesitate|to stop the feet|to restrain or hesitate
153|पैर रखना|to begin something new|to place a foot|to stay humble despite success
154|पैर उठाना|to show disrespect or overconfidence|to lift the foot|to show disrespect or overconfidence
155|मुँह बनाना|to show annoyance or sadness|to make a face|to show annoyance or sadness
156|मुँह खोलना|to start speaking up|to open the mouth|to start speaking up
157|मुँह लटकाना|to look disappointed|to hang the face|to look disappointed
158|मुँह की खाना|to suffer humiliation|to eat of the mouth|to suffer humiliation
159|मुँह मोड़ना|to turn away or refuse help|to turn the face away|to turn away / stop supporting
160|मुँह दिखाना|to appear shamelessly after wrongdoing|to show the face|to appear shamelessly after wrongdoing
161|मुँह में राम बगल में छुरी|to be deceitful in nature|Ram in the mouth, knife in the armpit|to be deceitful in nature
162|मुँह माँगी मुराद मिलना|to get exactly what one wanted|to get the wish asked by mouth|to get exactly what one wanted
163|मुँह बंद रखना|to stay silent|to keep the mouth closed|to stay silent deliberately
164|मुँह खुलवाना|to make someone speak|to make (someone) open the mouth|to make someone speak
165|मुँह चुराना|to avoid facing someone|to hide/steal the face (avoid)|to avoid facing someone
166|मुँह तोड़ जवाब देना|to give a fitting reply|to give a mouth-breaking reply|to give a fitting reply
167|मुँह में घी शक्कर|used to bless or hope for good news|ghee and sugar in the mouth|money wasted on someone who won’t repay you later
168|मुँह लगना|to act too familiar with elders|to get attached to the mouth|to act too familiar with elders
169|मुँह में जुबान न होना|to be timid or unable to speak up|to not have a tongue in the mouth|to be timid or silent
170|मुँह से बात निकलना|to accidentally reveal something|for the words to come out of the mouth|to blurt something out
171|हिम्मत हारना|to lose courage|to lose courage|to lose courage
172|हिम्मत रखना|to stay strong and confident|to keep courage|to stay strong and confident
173|हिम्मत बाँधना|to encourage oneself|to tie/bind courage|to encourage oneself
174|हिम्मत जुटाना|to gather courage|to gather courage|to gather courage
175|हिम्मत टूटना|to become hopeless|for courage to break|to lose courage or relief after fear
176|हिम्मत दिखाना|to show bravery|to show courage|to show bravery or anger
177|हिम्मत बढ़ाना|to motivate or encourage someone|to increase courage|to encourage oneself
178|जुबान चलाना|to talk disrespectfully|to run the tongue|to talk disrespectfully or loudly
179|जुबान फिसलना|to say something by mistake|for the tongue to slip|to say something by mistake
180|जुबान देना|to make a promise|to give one’s tongue (word)|to make a promise or vow
181|जुबान रखना|to keep one’s word|to keep one’s tongue (word)|to keep one’s word
182|जुबान काटना|to regret saying something|to cut/bite the tongue|to regret saying something
183|जुबान पकड़ना|to hold someone to their words|to catch/hold the tongue|to hold someone to their words
184|जुबान पर काबू रखना|to control speech|to keep control on the tongue|to control speech
185|जुबान लगना|to get into an argument|to get on the tongue|to get into an argument or quarrelsome mood
186|जुबान बंद रखना|to stay silent intentionally|to keep the tongue shut|to stay silent deliberately
187|दाँत पीसना|to show silent anger|to grind the teeth|to show silent anger
188|दाँत दिखाना|to laugh unnecessarily|to show the teeth|to laugh unnecessarily
189|दाँत गिनाना|to mock or insult someone|to count the teeth|to mock or insult someone
190|दाँत काटी रोटी|to have a close friendship|tooth-bitten bread|the same old complaint
191|दाँत टूट जाना|to be defeated or embarrassed|for the teeth to break|to be defeated or embarrassed
192|पसीना बहाना|to work hard|to make sweat flow|to work hard
193|पसीना छुड़ाना|to frighten or exhaust|to make someone break into sweat|to frighten or exhaust
194|पसीना निकलना|to feel nervous or hot|for sweat to come out|to feel nervous or hot
195|पसीना-पसीना होना|to be drenched in sweat (from work or fear)|to become sweat-sweat (drenched)|to be drenched with effort
196|खून पसीना एक करना|to work tirelessly|to make blood and sweat one|to work tirelessly
197|खून खौलना|to feel extreme anger|for the blood to boil|to feel immense anger
198|खून जलाना|to waste emotional energy|to burn blood|to waste emotional energy
199|खून चूसना|to exploit someone harshly|to suck blood|to exploit someone harshly
200|खून में उबाल आना|to be fired up with passion|for the blood to come to a boil|to be fired up with passion
201|खून पसीने की कमाई|hard-earned money|earnings of blood and sweat|hard-earned money
202|खून सफेद होना|to become heartless or selfish|for the blood to become white|to become heartless or selfish
203|खून चढ़ना|to feel energetic or brave|for the blood to rise|to feel energetic or brave
204|खून उतरना|to lose courage suddenly|for the blood to descend|to lose courage suddenly
205|पसीने छूटना|to panic under pressure|for sweats to break out|to panic under pressure
206|खून जम जाना|to be terrified|for the blood to freeze/clot|to be terrified or horrified
207|खून देना|to sacrifice selflessly|to give blood|to sacrifice selflessly
208|खून का रिश्ता|blood relation|a relation of blood|blood relation / family ties
209|खून बहाना|to fight fiercely|to make blood flow|to fight fiercely
210|खून खराबा होना|to result in violence or bloodshed|for bloodshed/ruin to happen|to be cruel or selfish
211|दिल थाम लेना|to feel suspense or fear|to hold the heart|to feel suspense or fear
212|दिल लगा लेना|to fall in love deeply|to set/attach the heart|to fall in love deeply
213|दिल में आग लगना|to feel jealousy or anger|for fire to ignite in the heart|to feel jealousy or anger
214|दिल दहल जाना|to be terrified|for the heart to shudder|to be terrified or horrified
215|दिल धकधक करना|to feel nervous or anxious|for the heart to throb ‘dhak-dhak’|to feel nervous or anxious
216|दिल में उतरना|to become likable or close to heart|to descend into the heart|to become likable or close to heart
217|दिल में ठंडक पड़ना|to feel relief or satisfaction|for coolness to fall in the heart|to feel relief or satisfaction
218|दिल को छू जाना|to touch emotionally|to go and touch the heart|to touch emotionally
219|दिल जीत लेना|to win affection|to win the heart|to win affection
220|दिल में कसक रह जाना|to feel unfulfilled desire or regret|for a pang to remain in the heart|to feel unfulfilled desire or regret
221|दिल का चैन खोना|to lose peace due to love or worry|to lose the heart’s peace|to lose peace due to love or worry
222|दिल बहल जाना|to feel consoled|for the heart to be consoled/amused|to feel consoled or avenged
223|दिल कड़ा करना|to act firmly despite emotions|to make the heart hard|to act bravely despite pain
224|दिल बैठ जाना|to lose hope or courage|for the heart to sit/sink|to lose hope or trust
225|दिल बदलना|to change one’s opinion or feelings|to change the heart|to change opinion or feelings
226|साँप निकल गया, लकीर पीटते रह गए|to act after the damage is already done|the snake went out; (they) kept beating the line|to act after the damage is already done
227|साँप सूँघ जाना|to become completely silent out of fear|for a snake to sniff (one)|to be eaten up by jealousy
228|साँप और नेवले की लड़ाई|a fight between sworn enemies|a snake-and-mongoose fight|a fight between sworn enemies
229|साँप के मुँह में छछूंदर|to be stuck in an impossible situation|a shrew in the snake’s mouth|a dangerous thing in foolish hands
230|साँप को दूध पिलाना|to favor someone who will harm you later|to feed milk to a snake|to favor someone who will harm you later
231|साँप की केंचुली बदलना|to change completely in nature or appearance|for a snake to change its slough/skin|to change completely in nature or appearance
232|साँप भी मर जाए और लाठी भी न टूटे|to solve a problem smartly without harm to anyone|the snake die too and the stick not break|to solve a problem smartly without harm to anyone
233|साँप का बच्चा|a dangerous or deceitful person|a snake’s offspring|a dangerous or deceitful person
234|साँप के बिल में हाथ डालना|to invite trouble knowingly|to put a hand into a snake’s burrow|to invite trouble knowingly
235|साँप निकलते ही लकीर पीटना|to regret after losing the opportunity|to beat the line once the snake has left|to regret after losing the opportunity
236|शेर की सवारी करना|to take a dangerous or risky decision|to ride a lion|to take a dangerous or risky decision
237|शेर बनना|to act bravely or arrogantly|to become a lion|to act bravely or arrogantly
238|शेर का दिल रखना|to be very courageous|to keep/have a lion’s heart|to act bravely or arrogantly
239|शेर के मुँह में हाथ डालना|to challenge danger directly|to put a hand in a lion’s mouth|to challenge danger directly
240|शेर की तरह गरजना|to speak fearlessly or loudly|to roar like a lion|to speak fearlessly or loudly
241|शेर का शिकार करना|to achieve a big or risky goal|to hunt a lion|to achieve a big or risky goal
242|लोमड़ी की तरह चालाक|to be extremely cunning|cunning like a fox|very slow progress
243|कुत्ते की तरह भौंकना|to shout without reason|to bark like a dog|to shout without reason
244|कुत्ते की मौत मरना|to die miserably or without dignity|to die a dog’s death|to die miserably or without dignity
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|bad habits never change|a dog’s tail—crooked remains crooked|bad habits never change
246|कुत्ते के भौंकने से हाथी नहीं रुकता|great people ignore petty criticism|by a dog’s barking the elephant doesn’t stop|great people ignore petty criticism
247|कुत्ते की दुम टेढ़ी की टेढ़ी|incorrigible by nature|a dog’s tail—crooked-crooked|bad habits never change
248|कुत्ते की तरह पीछे पड़ना|to chase someone relentlessly|to get after (someone) like a dog|to chase someone relentlessly
249|बंदर क्या जाने अदरक का स्वाद|the unworthy cannot appreciate value|what would a monkey know of ginger’s taste|unworthy of respect
250|बंदर के हाथ में उस्तरा|a dangerous thing in foolish hands|a razor in a monkey’s hand|a dangerous thing in foolish hands
251|बंदर नाच देखना|to enjoy entertainment or drama|to watch a monkey dance|to enjoy entertainment or drama
252|बंदर घुड़की देना|to make empty threats|to give a monkey-like browbeating|to give something valuable to someone ignorant
253|बंदर के हाथ नारियल|valuable thing with an undeserving person|a coconut in a monkey’s hand|valuable thing with an undeserving person
254|बिल्ली के गले में घंटी बाँधना|to take initiative in a dangerous task|to tie a bell on the cat’s neck|to take initiative in a dangerous task
255|बिल्ली की तरह मुँह बनाना|to act innocent after wrongdoing|to make a face like a cat|to act innocent after wrongdoing
256|बिल्ली की तरह चुप रहना|to remain silent out of guilt or fear|to stay quiet like a cat|to remain silent out of guilt or fear
257|बिल्ली के भाग्य से छींका टूटा|to get something valuable by pure luck|by the cat’s fortune the hanging rack broke|to get something valuable by pure luck
258|चूहे बिल्ली का खेल|a game of chase and evasion|a cat-and-mouse game|a game of chase and evasion
259|चूहे दौड़ना|to feel hungry|mice to run (about)|to feel hungry or starve
260|गधे के सिर से सींग गायब|something missing without a trace|horns gone from the donkey’s head|something missing without a trace
261|गधे पर बैठकर शेर की बात करना|to act proud without reason|to sit on a donkey and talk of a lion|to act proud without reason
262|गधे को घोड़ा बनाना|to exaggerate someone’s abilities|to make a donkey into a horse|to exaggerate someone’s abilities
263|गधे को फूलों की माला पहनाना|to honor an undeserving person|to put a garland of flowers on a donkey|to honor someone’s feelings
264|गधे के कान में बांसुरी|to waste effort on someone ignorant|a flute in a donkey’s ear|to waste effort on someone ignorant
265|गाय का दूध पीना|to live peacefully and simply|to drink the cow’s milk|to live peacefully and simply
266|गाय बनना|to act innocent or submissive|to become a cow|to act innocent or submissive
267|गाय के आगे बीन बजाना|to explain something to someone who won’t understand|to play a reed-pipe before a cow|to explain something to someone who won’t understand
268|ऊँट के मुँह में जीरा|too little for a large need|cumin in a camel’s mouth|a tiny amount of money
269|ऊँट पहाड़ के नीचे|to meet one’s superior or defeat|camel beneath the mountain|to be extremely slow or helpless
270|ऊँट के मुँह में खजूर|tiny reward for great effort|a date in a camel’s mouth|tiny reward for great effort
271|ऊँट की चाल चलना|to act steadily but slowly|to walk with the camel’s gait|to act steadily but slowly
272|ऊँट रेत में सिर छिपाना|to ignore reality or hide from truth|for the camel to hide its head in sand|to ignore reality or hide from truth
273|घोड़े बेचकर सोना|to sleep peacefully without worry|to sleep having sold the horses|to sleep peacefully without worry
274|घोड़े पर सवार होना|to be in a hurry or overexcited|to be mounted on a horse|to be in a hurry or overexcited
275|घोड़े का नाल पहनना|to try something superstitious for luck|to wear a horse’s horseshoe|to try something superstitious for luck
276|घोड़े की लगाम कसना|to tighten control|to tighten the horse’s reins|to tighten control
277|घोड़े दौड़ाना|to act hastily without thinking|to run the horses|to act hastily without thinking
278|मछली पानी से बाहर|to feel uncomfortable in a strange place|fish out of water|to feel uncomfortable in a strange place
279|मछली हाथ से निकलना|to miss an opportunity|for the fish to slip from the hand|to miss an opportunity
280|मछली पकड़ना|to manipulate a situation for gain|to catch fish|to manipulate a situation for gain
281|मछली मरना|to face downfall silently|for a fish to die|to face defeat or humiliation
282|मगरमच्छ के आँसू|false show of sympathy|crocodile’s tears|false show of sympathy
283|मगरमच्छ बनना|to act powerful or arrogant falsely|to become a crocodile|to be powerful or arrogant falsely
284|मगरमच्छ का शिकार करना|to take on a huge challenge|to hunt a crocodile|to take on a huge challenge
285|सांड बनना|to act angrily or uncontrollably|to become a bull|to act angrily or uncontrollably
286|सांड को लाल कपड़ा दिखाना|to provoke someone deliberately|to show a red cloth to a bull|to show disrespect or overconfidence
287|सांड की तरह दौड़ना|to rush without thinking|to run like a bull|to rush without thinking
288|सांड की तरह जिद्दी|to be very stubborn|stubborn like a bull|a dangerous person pretending to be gentle
289|सांड की तरह ताकतवर|to be physically strong|strong like a bull|to be physically strong
290|तेल देखो तेल की धार|to wait and watch patiently|look at the oil—the stream of the oil|wait and watch patiently
291|तेल लगाना|to flatter or please for benefit|to apply oil|to flatter for gain
292|तेल निकलना|to get exhausted completely|for oil to come out|to get exhausted completely
293|तेल पानी एक होना|to be completely incompatible|for oil and water to be one|to be completely incompatible
294|तेल जलाना|to work hard late into the night|to burn oil|to waste effort (colloquial sense)
295|धन पानी की तरह बहाना|to waste money lavishly|to let wealth flow like water|to waste money lavishly
296|धन दौलत इकट्ठी करना|to accumulate wealth|to gather wealth and riches|to accumulate wealth
297|धन का घमंड होना|to be arrogant about wealth|to have pride of wealth|to be arrogant about wealth
298|धन के पीछे भागना|to be greedy for money|to run after wealth|to be greedy for money
299|धन का नशा चढ़ना|to be blinded by riches|for the intoxication of wealth to rise|to be blinded by riches
300|धन कमाना|to earn wealth|to earn wealth|to earn wealth
301|धन की बरसात होना|to receive great fortune|for a rain of wealth to occur|to receive great fortune
302|धन को पानी समझना|to spend carelessly|to consider wealth as water|to spend carelessly
303|धन का दुरुपयोग करना|to misuse wealth|to misuse wealth|to misuse wealth
304|धन देना|to offer charity or contribution|to give wealth|to offer charity or contribution
305|नजर लगना|to be jinxed or affected by envy|for the (evil) eye to be cast|to be jinxed or affected by envy
306|नजर उतारना|to remove the evil eye|to take off/ward off the eye|to remove the evil eye
307|नजर बचाना|to avoid eye contact|to save oneself from the eye|to avoid eye contact
308|नजर डालना|to glance or check|to cast a glance|to glance or check
309|नजर चुराना|to avoid someone intentionally|to steal/avoid the eye|to avoid someone intentionally
310|नजर रखना|to keep watch on something|to keep an eye|to keep watch on something
311|नजर मिलाना|to look straight and confidently|to meet the eyes|to look straight and confidently
312|नजर में आना|to get attention or recognition|to come into sight|to be jinxed or affected by envy
313|नजर से गिरना|to lose respect in someone’s eyes|to fall from (someone’s) eyes|to lose respect in someone’s eyes
314|नजरों में बसना|to be deeply admired or loved|to dwell in (someone’s) eyes|to be deeply admired or loved
315|मुँह की बात छीनना|to say what someone was about to say|to snatch the words from (someone’s) mouth|to say what someone was about to say
316|रूठा मन मनाना|to reconcile after disagreement|to coax the sulking mind/heart|to reconcile after disagreement
317|मन बनना|to decide willingly|for the mind to be made|to make up one’s mind
318|मन भरना|to lose interest or get satisfied|for the mind to fill/satiate|to lose interest or get satisfied
319|मन लगाना|to stay focused|to set the mind (on)|to stay focused
320|मन मारना|to suppress one’s desires|to kill/suppress the mind|to suppress one’s desires
321|मन में बैठना|to be convinced deeply|to sit in the mind|to be convinced deeply
322|मन में बात रखना|to keep things inside|to keep the matter in the mind|to hide one’s thoughts
323|मन बहलाना|to divert oneself pleasantly|to amuse/entertain the mind|to divert oneself pleasantly
324|मन से उतरना|to lose affection for someone|to come down from the heart/mind (lose favor)|to lose affection or trust
325|मनमानी करना|to act selfishly or on one’s own terms|to do according to one’s own mind|to act selfishly or on one’s own terms
