|src|true_meaning|literal_translation|predicted
36|一蟹不如一蟹|From bad to worse|A crab is worse than a crab|蟹不如蟹###
37|一泻千里|(of a writer's style) forceful and flowing|A thousand miles|Unending
38|一笑置之|Laugh off|Laugh it off|Laugh off
39|一心一德|Be at one|One Heart One Virtue|Be at one
40|一纸空文|Empty words on a sheet of paper|A piece of paper|Empty words on a sheet of paper
41|一枕黄粱|A brief dream of grandeur|One Pillow of Yellow Rice|A brief dream of grandeur
42|一张一弛|Strike a proper balance between work and rest|One by one|Strike a proper balance between work and rest
43|一着不慎，满盘皆输|One careless move and the whole game is lost|If you are not careful, you will lose the whole game|One careless move and the whole game is lost###
44|一差二错|Possible mistake or mishap|One mistake and two mistakes|Mistake or mishap
45|一筹莫展|Be at one's wits' end|Nothing can be done|Be at one's wits' end
46|一唱百和|Chime in with others|One hundred and one singing|Chime in with others
47|一唱一和|Sing the same tune|One sing and one harmony|Sing the same tune
48|一触即溃|Collapse at the first encounter|Crash at a touch|Collapse at the first encounter
49|一视同仁|Treat all alike without discrimination|Treat everyone equally|Treat all alike without discrimination
50|一失足成千古恨|A single slip may cause lasting sorrow|One stumble becomes eternal hatred|A single slip may cause lasting sorrow
51|一手包办|Take everything on oneself|Do it all|Take everything on oneself
52|一手遮天|Hoodwink the public|Cover the sky with one hand|Hoodwink the public
53|一身是胆|Know no fear|All the courage|Know no fear
54|一日千里|By leaps and bounds|A thousand miles a day|By leaps and bounds
55|一日三秋|Miss somebody very much|Three autumns a day|一日千里###
56|一人难如千人意|One man con hardly meet the wishes of everybody|One person is as difficult as a thousand people|One man con hardly meet the wishes of everybody
57|一字千金|One character is worth a thousand ounces of gold|A thousand words|One character is worth a thousand ounces of gold
58|一则以喜，一则以惧|Feel both joy and fear|One for joy, one for fear|Feel both joy and fear
59|一蹴而就|Succeed overnight|All at once|Succeed overnight###
60|一寸丹心|A loyal heart|An inch of heart|A loyal heart
61|一寸光阴一寸金|Time is money|An inch of time is an inch of gold|Time is money
62|一而再，再而三|Again and again|Again and again, again and again|Again and again
63|一衣带水|A narrow strip of water|A piece of water|A narrow strip of water
64|一意孤行|Go (take, have of follow) one's own way|Go one's own way|Go one's own way
65|一叶知秋|It is a straw in the wind|One Leaf Zhiqiu|A straw in the wind
66|一叶障目，不见泰山|Have one's view of the important overshadowed by the trivial|A leaf obstructs the eyes, but Mount Tai is not seen|Be out of touch with the important
67|一言既出，驷马难追|What is said cannot be unsaid|As soon as the word is spoken, the horse is hard to follow|What is said cannot be unsaid
68|一言以蔽之|Make a long story short|In a word|Make a long story short
69|一无可取|Good-for-nothing|Nothing is possible|Not worth bothering about
70|一物降一物|Everything has its vanquisher|One thing down one thing|Everything has its vanquisher
71|一误再误|Make one error after another|Mistake over and over again|Make one error after another
72|一五一十|Narrate systematically and in full detail|One fifty one|Narrate systematically and in full detail
73|一问三不知|Be entirely ignorant|One question and three unknown|Be entirely ignorant
74|一望而知|Very obvious|At a glance|一目了然
75|一望无际|Boundless|As far as the eye can see|Boundless
76|一语道破|Get to the heart of the matter in a few words|In a word|Get to the heart of the matter in a few words
77|七窍生烟|Foam with rage|Seven orifices smoke|Foam with rage
78|七长八短|Of uneven size|Seven long and eight short|Of uneven size
79|七手八脚|Too many cooks|Seven hands and eight feet|Too many cooks
80|七上八下|Be agitated|Seven up and eight down|Palpitate with rage
81|三番五次|Again and again|Three and five times|Again and again
82|三头六臂|With three heads and six arms - superhuman|Three heads and six arms|With three heads and six arms - superhuman ###
83|三天打鱼，两天晒网|Lack of perseverance|Three days of fishing, two days of netting|三天打鱼，两天晒网
84|三令五申|Repeated orders and instructions|Three orders and five applications|Repeated orders and instructions
85|三个臭皮匠，胜过一个诸葛亮|Two heads are better than one|Three cobblers are better than one Zhuge Liang|Two heads are better than one
86|三顾茅庐|Repeated a whole-hearted invitation|San Gu thatched cottage|Repeated a whole-hearted invitation
87|三句话不离本行|Talk shop a the time|Three words stay with us|Talk shop a the time ###
88|三长两短|Something unfortunate, especially death|Three long and two short|(or) a long delay means a short life
89|三十六计，走为上策|The best thing to do now is to quit|Thirty-six strategies, walking is the best policy|The best thing to do now is to quit.
90|三生有幸|Consider oneself most fortunate (to make somebody's acquaintance)|Sansheng is lucky|Consider oneself most fortunate
91|三人行必有我师|If three of us are walking together, there will certainly be a teacher for me|Threesome must have my teacher|If three of us are walking together, there will certainly be a teacher for me.
92|三寸不烂之舌|(have) a silver tongue|Three inch incorrupt tongue|(of a person) be ableYou are a helpful assistant.
93|三五成群|In threes and fours|Groups of three or five|In threes and fours
94|上不着天，下不着地|Be suspended in mid-air|Can't go up to the sky, can't go down to the ground|Be suspended in mid-air
95|上天无路，入地无门|Helpless, nowhere to turn|There is no way to the sky, no way to enter the earth|Helpless, nowhere to turn
96|上梁不正下梁歪|People follow the example of those in high positions|The upper beam is not straight, the lower beam is crooked|People follow the example of those in high positions ###
97|上蹿下跳|Run clandestine errands up and down the line|Jump up and down|Run clandestine errands up and down the line
98|上无片瓦，下无插针之地|As poor as a church mouse|No tiles on top, no pins on the bottom|As poor as a church mouse###
99|下笔千言，离题万里|Write quickly but stray from the theme|Write a thousand words, digress thousands of miles|Write quickly but stray from the theme
100|下不为例|Not to be repeated|Not an example|Not to be repeated
101|下马看花|On-the-spot investigation|Dismount to see flowers|On-the-spot investigation
102|下车伊始|The moment one takes up one's official post|Get off at the beginning|The moment one takes up one's official post
103|不明不白|Inexplicable|Do not understand|Inexplicable
104|不分彼此|Share everything|Regardless of each other|Share everything
105|不打不成相识|No discord, no concord|Do not know each other|No concord without concordance
106|不违农时|Do farm work in the right time|Does not violate the agricultural time|Do farm work in the right time
107|不打自招|A self-confession|Don't make a fool of yourself|A self-confession
108|不到黄河心不死|Not give up till coming to a dead end|If you don't reach the Yellow River, your heart will not die|Not give up till coming to a dead end
109|不得要领|Unable to make heads or tails of something|To no avail|Not make heads or tails of something
110|不能自拔|Be inescapably caught in|Unable to extricate themselves|Unable to save oneself
111|不念旧恶|Forget old grudges (or grievances)|Do not forget the old evil|Forget old grudges (or grievances) ###
112|不郎不秀|Worthless|Not Lang not show|Not good-looking
113|不吝指教|Not spare your comments|Do not hesitate to advise|Not spare your comments
114|不落窠臼|Leave the beaten track|Not out of the norm|Leave the beaten track
115|不甘后人|Hate to be outdone|Unwilling to descendants|Hate to be outdone
116|不甘示弱|Yield no ground|Not to be outdone|No不甘示弱
117|不敢越雷池一步|Keep within (the) bounds|Don't dare to step beyond the pond|No越雷池一步
118|不管三七二十一|Come what may|No matter what|Come what may
119|不可偏废|Without neglecting either|Not to be neglected|No partiality or discrimination
120|不亢不卑|Neither overbearing nor servile|Neither haughty nor humble|Neither overbearing nor servile
121|不急之务|A nonurgent business|A matter of no great urgency|A nonurgent business
122|不见棺材不落泪|Refuse to be convinced until one is faced with grim reality|No tears without seeing the coffin|Refuse to be convinced until one is faced with grim reality
123|不进则退|Move forward, or you'll fall behind|Not advance or retreat|Move forward, or you'll fall behind
124|不经一事，不长一智|Wisdom comes from experience|You can not gain knowledge without practice|Wisdom comes from experience
125|不绝如缕|Very precarious|Hanging by a thread|Very precarious
126|不期而遇|Meet accidentally (or by chance)|Meet by chance|Meet accidentally (or by chance)###
127|不知凡几|Can't tell how many there are|I don't know how many|Can't tell how many there are
128|不知天高地厚|Have an exaggerated opinion of one's abilities|I don't know how tall the sky is|Have an exaggerated opinion of one's abilities
129|不知好歹|Not to know good from bad|I don't know|Not to know good from bad ###
130|不知进退|Have no sense of propriety|I don't know where to go|Not know how to make proper advances
131|不知人间有羞耻事|Lose all sense of shame|I don't know there is shame in the world|No shame in doing evil
132|不知所以|Not know the reason why|I don't know why|Not know the reason why
133|不知所云|Unintelligible|I don't know|Unintelligible
134|不耻下问|Not above asking questions|Don't be ashamed to ask|Not above asking questions
135|不识大体|Fail to see the larger issues|Ignore the general interest|Fail to see the larger issues
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|Not know how to appreciate (or value) somebody's work ###
137|不识时务|Not familiar with the current situation|Ignorant of the times|Not familiar with the current situation
138|不上不下|In a fix|Not up nor down|In a fix
139|不胜枚举|Cannot be enumerated one by one|The list goes on|Cannot be enumerated one by one
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|No tigers, no cubs
141|不在话下|Needless to say|Not a problem|Not worth bothering about
142|不足为训|Not worth learning from|Not enough for training|Not worth learning from
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|No flowing without damming, and no motion without rest
144|不二法门|No other way|The only way|No other way
145|不易之论|Unalterable truth|Not easy theory|Unalterable truth
146|不一而足|It is by no means an isolated case|And so on|Not an isolated case
147|不遗余力|Do one's utmost|Spare no effort|Do one's utmost
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|Without giving one the opportunity (or chance) to explain
149|不厌其烦|Take great pains|Take the trouble|Will never balk at
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|Not feel annoyed (or bored) to tell (or narrate) in full detail
151|不言而喻|Self-evident|It goes without saying|Self-evident
152|不务空名|Not seek empty fame|No empty name|Not seek empty fame
153|不无小补|Be of some help|No small supplement|Be of some help
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|Not attend to one's proper duties
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|The way of the world, now hot, now cold
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|Where there is a will there is a way
157|丢盔弃甲|Run away helter-skelter|Throw away armor|Run away helter-skelter
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|Give up a pawn to save a chariot
159|中庸之道|Middle course|The golden mean|Middle course
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|久旱逢甘雨###
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|Brave the wind and the waves
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|Set out cheerfully and return disappointed
163|乘虚而入|Act when somebody is off guard|Take advantage of|Act when somebody is off guard
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|Take advantage of other's calamity
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|A tremendous amount of labor
166|乞哀告怜|Piteously beg for help|Beg for pity|Plead in哀告怜悯 ###
167|事倍功半|Do twice the work with half of results|Do more with less|Do twice the work with half of results
168|事半功倍|Get twice the result with half the effort|Do more with less|Get twice the result with half of effort
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|Let things drift if they do not affect one personally ###
170|事不宜迟|We must attend to the matter immediately|Without further ado|We must attend to the matter immediately
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|You never know how hard a task is until you have done it yourself.
172|事过境迁|The incident is over and the circumstances are different|Things have changed|The incident is over and the circumstances are different
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|Claim wisdom after the event
174|事出有因|It is by no means accident al|It happened for a reason|It is by no means accident al
175|五湖四海|The five lakes and four seas|All over the world|Five lakes and four seas
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|The pot calling the kettle black
177|井底之蛙|A man of very limited experience|Frog in the well|Man of very limited experience
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|I'll mind my own business, you mind yours
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|Mend the fold after a sheep is lost
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|The gain is greater than the loss
181|亦步亦趋|Follow in one's steps|Dance to tune|Follow in one's steps
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|Do in complete secrecy
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|Everyone for himself and let the devil take the hindmost
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|Fame portends trouble for men just as fattening does for pigs
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|"""no one dare harm me"" (said of a woman)###"
186|人命危浅|One's days (or hours) are numbered|Life in danger|The time is running out
187|人浮于事|Superfluous staff|People are overwhelmed|Superfluous staff
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|Man will conquer the skies
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|People feel the same about this
190|人欢马叫|A busy, prosperous country scene|People cheering horses|Busy as a bee
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|Bring everyone's ability (or talent) into full play
192|人弃我取|I will take whatever others don't want|People abandon me|I will take whatever others don't want ###
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|Mourn (or grieve) over the dead at sight of his things left
194|人心向背|The will of the people|Heart to back|The will of the people
195|人心所向|The direction of popular sentiment (or feeling)|What people want|The direction of popular sentiment (or feeling)###
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|If a man does not keep his word, what is he good for?
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|If a man is dead to shame, he can do all sorts of evils
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|Be at somebody's mercy - be at somebody's mercy
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|The words of the lowly carry little (or no) weight
200|人云亦云|Parrot|Echo what others say|Parrot
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|Different people have different views
202|今非昔比|Times have changed|Not what it used to be|The times have changed
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|Wake up to one's past folly after realizing what is right today
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|Advice from others may help one overcome one's shortcomings
205|付之一炬|Set something on fire|Burn it down|Set something on fire
206|以貌取人|Judge by outward looks|Judging people by their appearance|Judge by outward looks
207|以德报怨|Return good for evil|Retaliate with virtue|Return good for evil
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|Mane concessions in order to gain advantages
209|以理服人|Convince people by sound argument|Convince people with reason|Convince people by sound argument
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|Have a shallow understanding of a person or subject
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|Test the strength of an enemy by a straw in the wind
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|See how the patient behaves
213|以攻为守|Attack in order to defend|Offense as defense|Attack in order to defend
214|以己度人|Judge others by oneself|Save others by yourself|Measure others by oneself
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|Measure the stature of great men by the yardstick of small men
216|以血还血|Demand (or pay) blood for blood|Blood for blood|(or) pay blood for blood
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|Place hand over one's forehead - in greeting
218|以身殉职|Die a martyr at one's post|Die in the line of duty|Die a martyr at one's post
219|以身作则|Set a good example to others|Lead by example|Set a good example to others
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|Use somebody's battery against himself
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|讹讹传讹
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|Rely upon hearsay instead of seeing for oneself
223|以一当十|Pit one against ten|One to ten|一人难敌十人 ###
224|以一警百|Punish one as a warning to others|One police one hundred|Punish one as a warning to others
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|Hold one's position awaiting enemy attack after a long march ###
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|Blow for blow
227|以怨报德|Repay good with evil|Repay kindness with resentment|Repay good with evil
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|Hold one's ground despite pressure or opposition
229|任其自流|Let things run their course|Let it run its course|Let things run their course
230|任重道远|Shoulder a heavy responsibility|A long way to go|Shoulder a heavy responsibility
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|Stand (or go) together through thick and thin
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|Try to overtake each other in friendly emulation
233|你死我活|Life-and-death|You die and I live|Life-and-death
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|What a striking likeness (or similarity) ###
235|何去何从|What course to follow|Where to go|What course to follow
236|何足挂齿|Not worth bothering about|He Zu hang teeth|Not worth bothering about
237|作威作福|Lord it over (others)|To make a fortune|Lord it over
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|Those who have come are not friendly, these who are friendly have not come
239|来日方长|There will be ample time|Come to Japan for a long time|There will be ample time
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|礼不往来非礼也###
241|供不应求|Supply falls short of demand|In short supply|Supply falls short of demand
242|依然如故|Remain unchanged (or the same)|Still the same|Remain unchanged (or the same)###
243|依样画葫芦|Follow the beaten track|Draw a gourd|Follow the beaten track
244|依违两可|Be undecided|Both can be violated|Shilly-shally
245|信马由缰|Let things take their natural course|The horse is reined|Let things take their natural course
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|Due rewards and punishments will be meted out without fail
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|Repair and utilize old or discarded things
248|俯仰由人|Be at somebody's beck and call|Pitched by man|Be at somebody's beck and call
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|Flaunt one's seniority
250|倚官仗势|Count on one's powerful connections|Rely on officials|Count on one's powerful connections
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|Do harm to somebody through the hands of another
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)###
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|Use the past to disparage the present
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|Use flowers to offer Buddha - offer somebody favors at the expense of another###
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|Promote culture at the expense of military power
256|假公济私|Use public office for private gain|Fake public service|Use public office for private gain
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|Follow a routine
258|偷天换日|Audacious scheme of cheating people|Steal the day|Audacious scheme of cheating people
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|Resort to fraudulence
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|Try to steal a chicken only to lose the rice
261|偷鸡摸狗|Crooked dealings|Stalking the dog|Crooked dealings
262|侥幸取胜|Win by a fluke|Get away with it|Win by a fluke
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|Low prices and fine quality
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|Living a life of case and leisure
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|Disunity dissolves at the threat of disunity
266|兄弟阋于墙，外御其侮|Internal disunity dissolves at the threat of external invasion|Brothers are separated from the wall, and they are defended from outside|Internal disunity dissolves at the threat of external invasion
267|先天下之忧而忧，后天下之乐而乐|The first to show concern and the last to enjoy himself|The world's worries and worries first, and the world's joys and joys later|The first to show concern and the last to enjoy himself###
268|先斩后奏|(ancient general) empowered to kill first then report later|Cut before play|(ancient general) empowered to kill first then report later
269|光复旧物|Recover lost territory|Restoring the old|Recover lost territory
270|光阴似箭|How time flies|Time flies like an arrow|How time flies
271|克敌制胜|Conquer the enemy|Overcome the enemy and win|Conquer the enemy###
272|兔子不吃窝边草|A rabbit doesn't eat the grass near its hole (so that it will be protected)|Rabbits don't eat nest grass|A rabbit doesn't eat the grass near its hole (so that it will be protected)###
273|兔子尾巴长不了|Won't last long|Rabbit tail doesn't grow|Won't last long
274|兔死狗烹|The hounds are killed for food once all the hares are bagged|Rabbit dead dog cooking|The hounds are killed for food once all the hares are bagged###
275|兔死狐悲|Like mourns over the death of like|Rabbit dead fox sad|Grief (or sorrow) over the dead ###
276|入不敷出|Unable to make ends meet|Make ends meet|Not able to make ends meet
277|入国问俗|Learn about customs and habits of the country one goes to|Entering the country to ask about customs|Learn about customs and habits of the country one goes to###
278|入乡随俗|When in Rome do as the Romans do|Do as the Romans do|When in Rome do as the Romans do
279|内忧外患|Domestic trouble and foreign invasion|Internal and external troubles|Domestic trouble and foreign invasion
280|内外交困|Be in dire straits at home and abroad|Internal and external difficulties|Be in dire straits at home and abroad
281|全力以赴|Strain every nerve|Go all out|Strain every nerve
282|两面讨好|Try to keep the favor of both sides in a dispute|Pleasing on both sides|Try to keep the favor of both sides in a dispute
283|两面三刀|Double-faced tactics|Three swords on both sides|Double-faced tactics
284|两全其美|Serve a twofold purpose|Best of both worlds|Serve a twofold purpose
285|两小无猜|(of a boy and a girl) be innocent playmates|Two little guesses|"""(of a boy and a girl) be innocent playmates"" ###"
286|两袖清风|(of an official) have clean hands|Two Sleeves Breeze|(an official) have clean hands
287|八仙过海，各显神通|Try to outshine each other|The Eight Immortals cross the sea, each showing their magical powers|Try to outshine each other
288|公说公有理，婆说婆有理|Both parties claim to be in the right|The public said the public was reasonable, the mother said the mother was reasonable|Both parties claim to be in the right
289|公而忘私|Selfless|Public but private|Selfless
290|六亲不认|Turn one's back on ones own flesh and blood|Six parents do not recognize|Turn one's back on ones own flesh and blood
291|六神无主|In a state of utter stupefaction|Six gods without masters|In a state of utter stupefaction
292|兵不厌诈|All is fair in war|Soldiers never tire of deceit|All is fair in war
293|兵临城下|The city is under siege|Soldiers approaching the city|The city is under siege
294|兵贵神速|Speed is precious in war|Soldiers are very fast|Speed is precious in war
295|兵戎相见|Resort (or appeal) to arms|See each other|(or appeal) to arms
296|其味无穷|A lasting pleasant taste|Its taste is endless|A lasting pleasant taste
297|兼听则明，偏信则暗|Listen to both sides and you will be enlightened|Listening at the same time is bright, partial believing is dark|Listen to both sides and you will be enlightened
298|再接再厉|Intensify (or redouble) one's efforts|Make persistent efforts|Redouble one's efforts
299|冒天下之大不韪|Be against the world|Risk the world|Be against the world
300|冤家路窄|Inevitable confrontation|Enemy road is narrow|Inevitable confrontation
301|冰冻三尺，非一日之寒|The trouble has been brewing for quite some time|Frozen three feet, not a day's cold|The trouble has been brewing for quite some time
302|冰炭不相容|As incompatible (or irreconcilable) as ice and hot coals|Charcoal is not compatible|As incompatible (or irreconcilable) as ice and hot coals
303|冷眼旁观|Stand aloof and look on with cold indifference|Sit on the sidelines|Stand aloof and look on with cold indifference
304|凡事预则立，不预则废|Preparedness ensures success and unpreparedness spells failure|Forewarned is forearmed, without prejudging the waste|Preparedness ensures success and unpreparedness spells failure
305|凯旋归来|Return with flying colors|Return with glory|Return with flying colors
306|出头露面|(be) in the limelight|Make an appearance|(or come) out in the limelight
307|出生入死|(be) through thick and thin|Go through fire and water|(be) through thick and thin
308|刀山火海|A mountain of swords and a sea of flames|Knife mountain and sea of fire|Mountain of swords and a sea of flames
309|切磋琢磨|Compare notes|Learn from each other|Compare notes
310|初生之犊不怕虎|Young people are fearless|Newborn calves are not afraid of tigers|Young people are fearless
311|别久情疏|Out of sight, out of mind|Don't be shy|Out of sight, out of mind
312|利令智昏|Be mesmerized by money|Li Lingzhi faints|Be mesmerized by profits
313|到什么山唱什么歌|When in Rome do as the Romans do|What mountain to sing what song|When in Rome do as the Romans do
314|刻舟求剑|Ridiculous stupidity|Carving a boat for a sword|Ridiculous stupidity
315|刻意求工|Try to do one's very best to achieve perfection|Deliberately seeking work|Strive for perfection in work
316|削足适履|Cut the feet to fit the shoes|Cut to fit|Cut the feet to fit the shoes
317|前怕狼，后怕虎|Be plagued by all sorts of fears|Fear of wolves before, fear of tigers|Be plagued by all sorts of fears
318|前仆后继|With fresh forces always stepping forward as others fell|One after another|(or) with fresh forces always stepping forward as others fell
319|前门拒虎，后门进狼|Fend off one danger only to fall prey to another|The front door rejects the tiger, the back door enters the wolf|Fend off one danger only to fall prey to another
320|前倨后恭|Change from arrogance to humility|The front and the back are respectful|Change from arrogance to humility
321|前车之覆，后车之鉴|One should take warning from another's mistake|Overlap from the previous car, learn from the future car|One should take warning from another's mistake
322|前事不忘，后事之师|Past experience, if not forgotten, is a guide for the future|Past experience guide for the future|Past experience, if not forgotten, is a guide for the future
323|前人栽树，后人乘凉|Profiting by the labor of one's forefathers|The predecessors planted the trees, the later generations enjoyed the shade|Profiting by the labor of one's forefathers
324|前思后想|Turn over in one's mind|Think before and after|Turn over in one's mind
325|剜肉补疮|Resort to a remedy worse than the ailment|Gouging out sore|Resort to surgery when a person is in dire straits
326|劈头盖脸|(blow) direct in the face|Cover your face|(blow) direct in the face
327|力排众议|Prevail over all dissenting views|Against the odds|Prevail over all dissenting views
328|力所不及|Above (beyond or out of) one's reach|Beyond the power|Beyond one's reach
329|力所能及|Do everything in one's power|Do your best|Do everything in one's power
330|力挽狂澜|Make vigorous efforts to turn the tide|Turn the tide|Make vigorous efforts to make a vigorous response
