,src,true_meaning,literal_translation,predicted
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"To look for something in the dark, without knowing what you're looking for."
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,Stage-1 output: <english idiom> - <definition> - <candidates>
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A blind king cannot rule his kingdom.
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To be in the dark
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove something that is difficult to see or understand.
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To enforce a law that is unjust or unfair.
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave someone in the lurch
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,It's not advisable to live in the dark.
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,Point the way
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,<select the most relevant English idiom>
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to have a light source in the dark.
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be down-to-earth
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from grace
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,Stage-2 output:
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Being in a pickle
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be carefree and happy
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,The room was filled with a lively atmosphere.
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart and emotions.
935,दिल का मामला,a romantic issue,matter of the heart,Heart's Desire
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,To keep one's heart in check and not let it get carried away by emotions.
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't overdo it.
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart into something and then take it out again.
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To be indifferent or unmoved by something.
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A bond of affection or friendship.
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To be consumed by desire
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To be in one's right mind
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,Stage-2 output:
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a headache that is so intense it feels like a cricket ball is being hit into your head.
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Analyze thoroughly
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,Stage-2 output:
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,To be on one's toes
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,A person who is not good at expressing themselves or is not eloquent.
950,मुँह पर बोलना,to speak directly,to speak on the face,Stage-2 output (justification):
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel at ease
952,नाक कटना,to lose honor,for the nose to be cut,To cut off someone's nose to spite their face.
953,नाक ऊँची करना,to make someone proud,to raise the nose high,Think highly of oneself
954,नाक बचाना,to save face,to save the nose,To keep one's nose clean
955,नाक दबाना,to force acceptance,to press the nose,<select the most relevant English idiom>
956,नाक चढ़ाना,to act proudly,to raise the nose,To have a burning desire
957,कान खड़े करना,to become alert,to make the ears stand up,Be on your toes
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Stage-2 output (justification):
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Stage-2 output (justification):
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,In a mess
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,To make a fool of oneself
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold one's breath
963,हाथ उठाना,to hit or bless,to raise the hand,To raise one's voice
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something plain and simple.
965,हाथ में खेलना,to control completely,to play in the hand,To have a good time
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,in a pickle
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be in a pickle
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,<select the most relevant English idiom>
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,<select the most relevant English idiom>
970,सिर फोड़ना,to fight violently,to smash/break the head,Turn one's head
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,headache
972,सिर का दर्द,a troublesome person,pain of the head,A headache
973,सीने में जलन,to feel envy,burning in the chest,Reason: <select the most relevant English idiom>
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,Stage-1 output: <stage-1 output>
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Aha moment
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom.
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To be in suspense
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Hold one's breath
979,मन बनाना,to make up one’s mind,to make up the mind,To build something.
980,मन भर जाना,to lose interest,for the mind to become full,To be overwhelmed with emotion
981,मन खुश करना,to please someone,to make the mind happy,To make oneself happy or content.
982,मन बदलना,to change opinion suddenly,to change the mind,To change one's mind
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Stage-2 output (justification):
984,मन जीत लेना,to win hearts,to win the mind,Reason: <select the most relevant English idiom>
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Reason: <select the most relevant English idiom> and explain why it is the best match for the Hindi idiom. The best English idiom that matches the definition of the Hindi idiom ""पहला पत्ता गिरने से पहले"" is ""The first leaf to fall off the tree is the one that is the weakest."
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,A broken heart
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,<select the most relevant English idiom>
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Stage-2 output (justification):
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,Stage-2 output:
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),The feeling of a cricket match
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,<select the most relevant English idiom>
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To play nice
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To be surrounded on all sides
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have a thought or idea that is not based on reality or fact
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",Money before pleasure
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Have a big plan
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,hide oneself in a woman's hair
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To make someone hungry
