,src,true_meaning,literal_translation,predicted
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To weigh on one's mind
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,1) Out of it
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Definition:
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on tenterhooks
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Strike while the iron is hot
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,2) Sweep something under the rug.
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Alternatives: <list the other English idioms that are similar in meaning and context>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Be struck dumb
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Explanation: <provide a brief explanation of why the selected English idiom is the best match for the Hindi idiom>
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A straight shooter
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,1) Blood is thicker than water
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,4) <other English idioms>
836,जुबान सरक जाना,to misspeak,for the tongue to slide,3) Shoot one's mouth off
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Reason: <short description of why the selected idiom is the best match>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,Sweat it out
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),To be on edge
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,2) A heavy heart
842,सीने में जलन होना,to feel envy,to have burning in the chest,Candidates: <list the other English idioms>
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Alternatives:
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,A stumbling block
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To be burning with rage
846,रंग दिखाना,to reveal true colors,to show color,Alternatives: <list the other English idioms that are somewhat relevant>  #Linguistics #Idioms
847,रंगीन होना,to enjoy life freely,to become colorful,To be in a tizzy
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Alternatives: <list the other English idioms>
849,रंग उड़ना,to fade away,for the color to fly/fade,To be over the moon
850,रंग जमना,to gain traction,for color to set,"Alternatives: <list the other English idioms that could also match the definition, separated by commas>"
851,रंग लगना,to start celebrating,to have color applied,Definition: <one-sentence definition>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be in the heat of the moment
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Definition: <definition of the Hindi idiom>
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,A wolf in sheep's clothing
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,2) To be at a loss
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,2) Sour grapes
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,4) <optional fourth idiom>
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Note: The above output is a sample and actual output may vary based on the idiom given.
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,<select the most relevant English idiom>
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Definition: <definition of the Hindi idiom>
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it on the QT
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,or
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",March to one's own beat
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,Out of one's mind
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,4) <english idiom> (if any)
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Asking a barber if he likes your haircut
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,1) Give a fish to a man who already has a fishing rod.
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,The grapevine
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,<select the most relevant English idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,A light has dawned on someone.
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The lion's share
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To have heard tell of someone/something
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,<select the most relevant English idiom>
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To get a lemon
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,2) The protagonist
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Explanation: <optional explanation>
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sitting on one's hands
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,<select the most relevant English idiom>
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,To look for a needle in a haystack
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,A drop in the ocean.
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,```
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,Definition: <one-sentence definition of the Hindi idiom>
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",A blind man leading the blind
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,3) The last to know is often the first to benefit.
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Blind leading the blind
886,अंधा प्रेम करना,to love without reason,to love blindly,Stage-1 output (definition + candidates):
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,A bird in the bush is worth two in the hand.
888,अंधे की लाठी,only source of dependence,a blind man’s staff,<select the most relevant English idiom>
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,Living in a fool's paradise
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,The odd man out
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Definition: <definition of the Hindi idiom>
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,A crowd of people suddenly appears when a signal is given.
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Give someone the short end of the stick.
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,4) (optional) <english idiom>
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Give someone the runaround
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",A name like that is a dead giveaway.
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,Explanation: <briefly explain why it's the best match>
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,Alternatives: <list the other two English idioms>
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,2) Lost in the
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,Explanation: <briefly explain why the selected idiom is the best match for the given Hindi idiom>
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To strike it rich
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,It's not a free lunch.
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",The cream of the crop
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To look for a needle in a haystack
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Giving the keys to the kingdom to a child
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,3
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,A friend in need is a friend indeed
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To lead someone down the garden path.
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Banging one's head against a brick wall
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,2) <other English idioms that are relevant but not the best>
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,Give someone the keys to the kingdom
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the flames of a quarrel. OR To fan the flames of a conflict. OR To fan the flames of a disagreement. OR To fan the flames of a dispute. OR To fan the flames of a controversy. OR To fan the
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Dancing to someone else's tune
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,To spill the beans
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Open someone's eyes to something
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To reap where you have not sown
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,<select the most relevant English idiom>
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,<select the most relevant English idiom>
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,<select the most relevant English idiom> OR
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,The icing on the cake
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To make a mountain out of a molehill
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,2) To punish someone for something they did not do
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,To put the cart before the horse
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,To live in the dark OR
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,Explanation: <briefly explain why this idiom is the best match>
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the dark.
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,To light a candle in the dark
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,Take the reins
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,"Alternatives: <list the other idioms that are close in meaning, but not the best match>  Thank you."
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,On cloud nine
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Definition: <definition of the Hindi idiom>
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,Ride the rollercoaster of life
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a sunny disposition
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart on sleeve
935,दिल का मामला,a romantic issue,matter of the heart,The game is afoot
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,To be a soft touch
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Stage-2 output (best idiom):
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Stage-1 output (definition + candidates):
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To let off steam
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Inseparable
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,```
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Definition: <definition of the Hindi idiom>
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,Explanation: <provide a brief explanation of the selected idiom and its relevance to the Hindi idiom>  |  Note: <optional note or additional context>  |  Stage-1 output: <definition of the Hindi idiom and the provided English idioms>  |  Stage-2 output: <selected idiom and explanation>  |  Stage-3 output: <final answer and explanation>  |  Stage-4 output: <final answer and explanation>  |  Stage-5 output: <final answer and explanation>  |  Stage-6 output: <final answer and explanation>  |  Stage-7 output: <final answer and explanation>  |  Stage-8 output: <final answer and explanation>  |  Stage-9 output: <final answer and explanation>  |  Stage-10 output: <final answer and explanation>  |  Stage-11 output: <final answer and explanation>  |  Stage-12 output: <final answer and explanation>  |  Stage-13 output: <final answer and explanation>  |  Stage-14 output: <final answer and explanation>  |  Stage-15 output: <final answer and explanation>  |  Stage-16 output: <final answer and explanation>  |  Stage-17 output: <final answer and explanation>  |  Stage-18 output: <final answer and explanation>  |  Stage-19 output: <final answer and explanation>  |  Stage-20 output: <final answer and explanation>  |  Stage-21 output: <final answer and explanation>  |  Stage-22 output: <final answer and explanation>  |  Stage-23 output: <final answer and explanation>  |  Stage-24 output: <final answer and explanation>  |  Stage-25 output: <final answer and explanation>  |  Stage-26 output: <final answer and explanation>  |  Stage-27 output: <final answer and explanation>  |  Stage-28 output: <final answer and explanation>  |  Stage-29 output: <final answer and explanation>  |  Stage-30 output: <final answer and explanation>  |  Stage-31 output: <final answer and explanation>  |  Stage-32 output: <final answer and explanation>  |  Stage-33 output: <final answer and explanation>  |  Stage-34 output:
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To weigh heavily on one's conscience
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,A muddle  (1 match)
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To be in a daze
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,```
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,OR
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Alternatives: <list the other English idioms that are somewhat relevant>
950,मुँह पर बोलना,to speak directly,to speak on the face,To interrupt
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To butter someone up
952,नाक कटना,to lose honor,for the nose to be cut,<English idiom> OR
953,नाक ऊँची करना,to make someone proud,to raise the nose high,1) To flaunt one's wealth
954,नाक बचाना,to save face,to save the nose,To turn a blind eye
955,नाक दबाना,to force acceptance,to press the nose,To turn a blind eye
956,नाक चढ़ाना,to act proudly,to raise the nose,To blow one's top
957,कान खड़े करना,to become alert,to make the ears stand up,Option 1: <select the most relevant English idiom>
958,कान में बात डालना,to inform secretly,to put the matter into the ear,1) Speak out of turn
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Playing with fire
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"Finders keepers, losers weepers."
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,To be left in the lurch.
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Note: The output should be a single English idiom that best matches the definition of the Hindi idiom.  do not provide any explanation.
963,हाथ उठाना,to hit or bless,to raise the hand,Throw in the towel
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,A wolf in sheep's clothing
965,हाथ में खेलना,to control completely,to play in the hand,To play with fire
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,OR
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be at the helm
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,A lost cause
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,Out of one's depth
970,सिर फोड़ना,to fight violently,to smash/break the head,```
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,3) To be saddled with a problem.
972,सिर का दर्द,a troublesome person,pain of the head,A thorn in one's side
973,सीने में जलन,to feel envy,burning in the chest,<select the most relevant English idiom>
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,A weight on one's shoulders
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Take a deep breath
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,Get cold feet
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Take it to heart
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,To take a bitter pill
979,मन बनाना,to make up one’s mind,to make up the mind,Change one's tune
980,मन भर जाना,to lose interest,for the mind to become full,```
981,मन खुश करना,to please someone,to make the mind happy,In the shadows
982,मन बदलना,to change opinion suddenly,to change the mind,Definition: <one-sentence definition>
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Beat a dead horse
984,मन जीत लेना,to win hearts,to win the mind,Alternatives: <list other relevant English idioms>
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,1
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Between a rock and a hard place
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,Bite off more than you can chew.
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,While I'm still alive.
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Cut and run
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,Alternatives: <list other relevant English idioms>
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To be in the dark
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"When it's gone, it's gone"
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To cherry-pick
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,2) To be in a tight spot
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,Explanation: <provide a brief explanation of the Hindi idiom and the selected English idiom>
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",1) Don't count your chickens before they hatch.
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),2) Break the bank
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Other: <list the other English idioms>
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To starve a child
