,src,true_meaning,literal_translation,predicted
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond that is not cut cannot become a useful tool.
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Burning one's own house down
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,A gem is perfectly polished and smooth.
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Show off one's skills in front of an expert
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A bad apple spoils the bunch.
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,A combination of flaws and strengths.
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A bird in the hand is worth two in the bush
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A diamond in the rough
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,To be careful not to be caught in a trap.
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,a fish out of water
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A fish out of water
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,Catching a turtle in a jar
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat
1092,甘之如饴,Gladly endure hardships,Sweet as candy,"To enjoy something very much, even if it is sweet and tasty."
1093,甚嚣尘上,Making a lot of noise,All over the place,"A topic that has become extremely popular and widely discussed, often leading to controversy or heated debate."
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once the truth is revealed, it cannot be hidden."
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in the midst of suffering, die in the midst of ease."
1096,用兵如神,Be a superb military commander,Use soldiers like gods,A military tactician
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man who steals and a woman who engages in prostitution.
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Keep the green mountains, and you won't be afraid of not having firewood."
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,finish the job in one go
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Dreaming of a meal
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"To imitate the appearance of a tiger, but end up looking like a dog."
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Cut to the chase
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",The blind leading the blind.
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,to make a fool of oneself
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,"When the right thing comes up, you don't hesitate to do it."
1106,当耳边风,Turn a deaf ear to,When the wind blows,A deafening silence
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Build a house on top of a house
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,A test of one's loyalty and steadfastness in times of hardship.
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,hate like a dog
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,A desperate person will turn to any source for help.
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,Getting sick from bad food
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A pig trying to eat a horse.
1113,登峰造极,Reach the summit,Reach the pinnacle,The best of the best
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,Learn the ropes
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,Workaholic
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A small flaw in a perfect thing.
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,Live happily ever after
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,See ghosts
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To hit a target from a distance of 100 steps with a bow and arrow.
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,To bring back to its former glory
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,a book that you can't put down
1122,百端待举,A thousand things wait to be done,Waiting for everything,A lot of things to do
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A marriage that lasts for a century.
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,To toughen oneself through adversity.
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,a mess of holes and wounds
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers in bloom, a hundred schools of thought"
1127,百战百胜,Invincible,Win every battle,Win every battle
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,A river that flows into the sea
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff",stiff as a board
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing
1131,皆大欢喜,Everybody is happy,Everyone is happy,A happy result
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,A smile on the surface but a frown in the heart.
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","If the main part is lost, the secondary parts will also be lost."
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,A big name in the wrong place
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,It's a piece of cake
1136,尽力而为,Do one's best,Do your best,Give it your all
1137,尽心竭力,(do something) with all one's heart,Do my best,To put one's heart and soul into something.
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and accept that things are out of your hands.
1139,目不转睛,Look with fixed eyes,Keep an eye on,Intensely focused
1140,目光如炬,Farsighted,Eyes like torches,See the big picture
1141,盲人摸象,One-sided view,Blind man touching elephant,A blind man trying to touch an elephant and not fully understanding its shape and structure.
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Blind as a bat
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Remaining: <select the most relevant English idiom>
1144,相辅相成,Supplement each other,Complement each other,A pair of shoes and socks
1145,相得益彰,Bring out the best in each other,Complement each other,A perfect match
1146,相提并论,Put something (or somebody) on a par with,On a par,lump together
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Treat someone like a guest
1148,相知有素,Have known each other long,Know each other well,A friend of a friend is a friend.
1149,相安无事,Live in peace with each other,Everything is fine,Alongside each other
1150,相依为命,Shore one's life together,Depend on each other,To be interdependent for survival.
1151,相沿成习,Become a custom through long usage,Learn from each other,It's a habit to do something.
1152,相映成趣,Set each other off,Comparing with each other,The apple of my eye
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it",A eureka moment.
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Do as the occasion demands.
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,Gold is unyielding.
1156,真相大白,The whole truth has come out,The truth is revealed,The truth is revealed.
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,Aim high but don't follow through.
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,Take it personally
1159,睹物思人,The thing reminds one of its owner,See things and think people,A picture is worth a thousand words
1160,瞎子摸鱼,Act blindly,Blind man fishing,A blind man trying to catch fish.
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,A waste of time
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person can see money.
1163,瞒天过海,Practice deception,Cross the sea,Others: <list the other similar English idioms>
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know your enemy and know yourself, and you can fight a hundred battles without disaster."
1165,知法犯法,Knowingly violate the low,Know the law and break the law,Breaking the law on purpose
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Face challenges head-on
1167,知过必改,Know one's faults and correct them,Knowing must change,To admit one's faults and make amends.
1168,知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","Know one side, but not the other"
1169,知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything",Open the floodgates
1170,短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,two sides meet and fight
1171,石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,A lost cause
1172,破釜沉舟,Cut off all means of retreat,Burn one's boats,Go for broke
1173,破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,<select the most relevant English idiom>
1174,破旧立新,Destroy the old and establish the new,Break the old and build the new,To throw out the old and make way for the new.
1175,硕果仅存,One of the few still lest,Only fruit remains,The last remaining fruit
1176,磨杵成针,Perseverance will prevail,Grind the pestle into a needle,grind the stone into a needle
1177,碍手碍脚,Be a hindrance,Get in the way,A hindrance
1178,神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","No one knows, no one sees."
1179,神采奕奕,Glowing with health and radiating vigor,In high spirits,Full of energy
1180,神色自若,Be perfectly calm and collected,Look at ease,Calm and collected
1181,祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune never comes singly
1182,祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,bring ruin to the nation
1183,福无双至,Blessings never come in pairs,Fu Wushuang arrives,Reason: <select the most relevant Chinese idiom> Best: Unexpected good luck
1184,秀而不实,Flowering but producing no fruit,Show but not truth,A pretty face but no substance
1185,私相授受,Make an illicit transfer,Give and receive privately,backstabbing
1186,秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,With the wind comes change.
1187,秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,No bloodshed
1188,种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,Actions speak louder than words.
1189,称孤道寡,Act like an absolute ruler,Act like an absolute monarch,To be the only one in the world
1190,称兄道弟,Be on intimate terms,Call each other brothers,BFF (Best Friends Forever)
1191,称王称霸,Act like an overlord,Lord it over,Dominate
1192,积年累月,For months and years,Over the years,Build up over time
1193,积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Save for a rainy day
1194,积重难返,Old habits are difficult to get rid of,Hard to return,It's hard to break a bad habit.
1195,积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Stage-2 output:
1196,稳操胜券,Have full assurance of success,Be sure to win,have a sure thing
1197,空中楼阁,Daydream,Castle in the sky,A castle in the sky
1198,穿针引线,Act as a go-between,Thread the needle,To act as an intermediary
1199,突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Take off like a rocket
1200,穷兵黩武,Adopt a warlike policy,Go to war,Waging war for the sake of war
1201,穷途末路,Dead end,No way no money,in a dead end
1202,穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,a barren wasteland
1203,穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When the going gets tough, the tough get going."
1204,窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To try to guess the direction of something in order to gain control over it.
1205,立锥之地,A tiny bit of land,The land of the cone,A foothold
1206,立身处世,How to get along with people,Live in the world,To act in a manner that is appropriate and respectful in social situations.
1207,立足之地,Standing-room,Gain a foothold,To have a strong foundation
1208,竭尽全力,To the best of one's ability,Make every effort,Give it your all
1209,端倪可察,Have found a due to something,Clues can be seen,See the writing on the wall
1210,笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,A wolf in sheep's clothing
1211,笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,The early bird catches the worm.
1212,管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",A bird in the hand is worth two in the bush
1213,箭在弦上,A point of no return,Arrow on the string,A situation where something is inevitable and cannot be avoided.
1214,筚路蓝缕,The pioneering spirit,Bilu blue thread,To start from scratch
1215,箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,to welcome a victorious army with food and drink
1216,米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,Rice is as expensive as pearls
1217,粗枝大叶,In a slipshod manner,Thick branches and large leaves,Broad strokes
1218,粥少僧多,Not enough to go around,"Less porridge, more monks",A cat has nine lives.
1219,精兵简政,Streamlined administration,Efficient and streamlined administration,Cut back on personnel
1220,约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,Three strikes and you're out
1221,纷至沓来,Come in a continuous stream,One after another,A steady stream of people or things arriving one after another.
1222,绝处逢生,Escape by the skin of one's teeth,Life in desperation,To make it through a tough time
1223,绞尽脑汁,Rack one's brains,Racking my brains,think of everything
1224,络绎不绝,Unending,An endless stream,A steady flow of people or things.
1225,经年累月,For years,Over the years,A long time
1226,绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,A band of outlaws
1227,绰绰有余,More than sufficient,More than enough,more than enough
1228,绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,A soft exterior concealing sharpness or cunning.
1229,紧锣密鼓,Wildly beating gongs and drums,In full swing,A lot of noise is made before an event.
1230,缘木求鱼,A useless search,Edge wood for fish,Out of reach
1231,缓不济急,Slow action cannot save a critical situation,In no hurry,put off until the last minute
1232,缩头缩脑,Shrink from responsibility,Shrink your head,to be timid and fearful
1233,总而言之,To make a long story short,All in all,In conclusion
1234,总角之交,Childhood friend,Turn of the total angle,Childhood friends
1235,绘声绘影,Vivid description,Picture sound and picture,paint a vivid picture
1236,罄竹难书,(of a man's sins) too numerous to record,Too many books to read,a mountain of evidence
1237,罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,<select the most relevant English idiom>
1238,罪责难逃,Cannot get away with it,Guilt is inevitable,You can't run away from it
1239,置之脑后,Put out of mind,Leave it behind,Pass it by
1240,置身事外,Stay (keep or remain) aloof from the affair,Stay out of the way,Stand on the sidelines
1241,美中不足,A blemish in an otherwise perfect thing,A fly in the ointment,A small flaw
1242,群龙无首,A group without a leader,Dragons without a leader,A group of leaders with no clear leader.
1243,群起而攻之,Rally together to attack,Group to attack,A cat that's been chased by a dog will attack anything that moves.
1244,习惯成自然,Habit (or custom) is a second nature,Habit is second nature,It becomes a habit and eventually becomes a natural way of doing things.
1245,翻山越岭,Travel (or tramp) over hill and dale,Over the mountains,To travel through difficult or challenging terrain.
1246,老马识途,(of experienced people) know the ropes,The old horse knows the way,A veteran knows the ropes.
1247,老骥伏枥，志在千里,Old people may still cherish high aspirations,"Old Ji Fuzheng, aspiring to a thousand miles",A veteran horse with its back arched still has a long journey ahead of it.
1248,耳食之谈,Accept readily without comprehending what is heard,Talking about ear food,idle gossip
1249,耳闻不如目见,Seeing for oneself is better than hearing from others,Hearing is worse than seeing,Seeing is believing
1250,聊胜于无,Half a loaf is better than no bread,Better than nothing,"To have some communication or interaction, even if it is not very meaningful or useful."
1251,聊以自慰,Just to console oneself,Chat to masturbate,To console oneself with something trivial or insignificant.
1252,聊以卒岁,Just to tide over the year,Talk about death,To get by on a shoestring
1253,聚沙成塔,Many a little makes a mickle,Gather sand into a tower,Build up small things to achieve a goal
1254,闻风而起,Go into action without delay,Up in the wind,Rumors spread like wildfire
1255,闻名不如见面,Know a man by repute is not as good as meeting him face to face,Better to be famous than to meet,Being famous is not as good as meeting someone in person.
1256,闻过则喜,Be glad to have one's errors pointed out,Happy to hear it,Take criticism well
1257,闻一知十,Infer the whole matter after hearing but one point,Hear one know ten,One good turn deserves another
1258,聪明反被聪明误,Cleverness may overreach itself,Smart is mistaken by smart,A smart person may end up making a mistake due to their own intelligence.
1259,聪明一世，糊涂一时,"Smart as a rule, but this time a fool","Smart for a lifetime, confused for a while",A wise person who becomes foolish for a moment.
1260,声东击西,Make a feint,Sound east and west,Stage-1 output: <english idiom>
1261,耸入云霄,Rise above the clouds,Soaring into the sky,a towering structure
1262,听其自然,Leave (things) to chance,Let it be,Let sleeping dogs lie
1263,听其言而观其行,Judge people by their deeds not just by their words,Listen to what he says and watch what he does,Actions speak louder than words
1264,听之任之,Let one have one's own way,Leave it alone,Let it be
1265,肺腑之言,Words from the bottom of one's heart,Words from the Heart,A gut-wrenching truth
1266,背道而驰,Run counter to,Run in the opposite direction,going in opposite directions
1267,背城借一,Put up a desperate struggle,Borrow one from behind the city,to fight a losing battle
1268,胡思乱想,Let one's imagination run away with him,Have a bee in one's bonnet,To think about things in a way that is not logical or reasonable.
1269,胸中有数,Have a good idea of how things stand,Number in chest,Know what's going on
1270,胸中无数,Have no idea of how things stand,Countless in the chest,know-nothing
1271,能上能下,Be ready to work both at the top or at the grass roots,Can go up and down,Rise and fall
1272,能文能武,Capable of handling both military and civilian affairs,Capable of writing and martial arts,He can write and fight.
1273,脚踏两只船,Have a foot in either camp,Pedal two boats,To have two feet in two different boats.
1274,脚踏实地,Earnest and down-to-earth,Down to earth,To be down-to-earth
1275,脑满肠肥,Heavy-jowled and potbellied - the idle rich,Brain full of fat,Being fat
1276,腹背受敌,Be attacked from all sides,Enemy on the back,caught between a rock and a hard place
1277,膏粱子弟,Good-for-nothing sons of the idle rich,Gao Liang's disciples,Spoiled brat
1278,胆战心惊,Strike terror into the heart of,Tremble with fear,to be on edge
1279,临渴掘井,Do a thing at the 11th hour,Digging a well when thirsty,Stage-2 output (justification):
1280,临阵磨枪,Start to prepare only at the last moment,Sharpening the gun,practice makes perfect
1281,临危不惧,Remain calm in the face of a crisis,Don't be afraid of danger,Stand your ground
1282,临渊羡鱼，不如归而结网,One should take practical steps to achieve one's aims,"Linyuan is envious of fish, it is better to go home and make a net",To wish for something you cannot have.
1283,自讨苦吃,Do something which will only cause trouble to oneself,Asking for trouble,It's a pain in the neck.
1284,自掘坟墓,Bring ruin upon oneself,Digging one's own grave,Bite off more than one can chew
1285,自取其咎,Have only oneself to blame,Blame it on yourself,Bite the hand that feeds you
1286,自行其是,Go one's own way,On its own,act on one's own
1287,自寻烦恼,Bring vexation on oneself,Asking for trouble,To make trouble for oneself
1288,自食其果,Face the consequences of one's action,Eat your own fruit,You reap what you sow
1289,自食其言,Break one's own promise,Eat your own words,Keep your word
1290,自作聪明,Think oneself clever,Make yourself smart,Thinking you're smarter than you are
1291,自言自语,Keep on chattering though to one is listening,Talking to oneself,talking to oneself
1292,自我吹嘘,Boast smugly,Brag about oneself,To blow one's own horn
1293,至死不变,Constant till death,Unchanging till death,Stand firm
1294,与虎谋皮,Ask a tiger for its hide,Scheming with tigers,play the fool
1295,与日俱增,Be steadily on the increase,Increasing day by day,"The more you know, the more you realize you don't know."
1296,与人为善,Do good for people,Be kind to people,A friend in need is a friend indeed
1297,兴师问罪,Send a punitive expedition against,Xingshi to ask guilt,Investigate
1298,举不胜举,Too numerous to mention,Too many to mention,too many to count
1299,举国上下,The whole nation,The whole country,A nation united under one banner
1300,举一反三,Infer other things from one fact,Learn by analogy,apply what you know to new situations
1301,旧地重游,Revisit a once familiar place,Revisiting old places,To go back to a place you have been to before.
1302,旧恨新仇,New hatred piled on old,Old hatred new hatred,old grudge
1303,舌敝唇焦,"Wear oneself out in pleading, expostulating, etc",Tongue and lip burn,Talking one's mouth off
1304,舞文弄墨,Indulge in fancy writing,Dance with ink,play with words
1305,良药苦口,Good medicine tastes bitter,Good medicine is bitter,A bitter pill to swallow
1306,良药苦口利于病，忠言逆耳利于行,"Just as bitter medicine cures sickness, so unpalatable advice benefits conduct","Good medicine tastes bitter, unpalatable advice help line",A spoonful of sugar makes the medicine go down.
1307,艰难曲折,Arduous and tortuous,Difficult twists and turns,A treacherous journey
1308,色厉内荏,Be tough-looking outside but really timid within,Color Li Nei,A big mouth
1309,芒刺在背,Feel nervous and uneasy,Thorn on the back,"To have a thorn in one's back, meaning to feel uncomfortable or uneasy about something."
1310,花天酒地,Indulge in gay life and debauchery,Spend the day,"A life of excess and indulgence, often associated with excessive drinking and partying."
1311,若要人不知，除非己莫为,The only way to keep people from knowing something is not to do it,"If you don't know, you have to do it yourself",One who does not want to be known should not act.
1312,若有所失,Feel lost,If something is lost,To be at a loss for words
1313,若无其事,Calmly,If nothing happened,As if nothing had happened
1314,苦海无边，回头是岸,Escape from the human world of woes and find salvation,"The sea of suffering is boundless, turning back is the shore",A long journey with no end
1315,英雄所见略同,Great minds think alike,Heroes see the same,A hero's perspective is similar to others
1316,英雄无用武之地,No scope for one's energies,Heroes are useless,A hero with no place to use their skills or talents.
1317,茁壮成长,Grow up healthy and strong,Growing up healthily,To grow like a weed
1318,苟延残喘,Eke out a meagre life,On one's last legs,to hang on by a thread
1319,茹毛饮血,Live the life of a primitive man,Ru Mao drinks blood,To eat raw meat and drink blood
1320,草木皆兵,Be afraid of one's own shadow,All grass and trees,Seeing a snake in a wine glass
1321,萍水相逢,"Casual, temporary meeting",Meet by chance,A chance meeting
1322,荆棘载途,A path beset with difficulties,Thorns on the road,A bumpy ride
1323,万般皆下品，惟有读书高,"All occupations are ranked low, only book-learning is exalted","Everything is inferior, only reading is high",All roads lead to Rome.
1324,万籁俱寂,All sounds are hushed (or still),Everything is silent,dead silent
1325,万里长征,A long march of ten thousand li,The Long March,A long and difficult journey
1326,万事大吉,Everything goes off without a hitch,All is well,A piece of cake
1327,万事亨通,Everything goes well,Everything is prosperous,A piece of cake
