,src,true_meaning,literal_translation,predicted
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Win someone over
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To make a mountain out of a molehill
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A knot in the stomach
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,"Biting off more than one can chew Alternates: 1) A bridge to nowhere 2) A drop in the ocean 3) A labor of Sisyphus 4) A pipe dream 5) A wild goose chase 6) Beating a dead horse 7) Cutting one's nose off to spite one's face 8) Fighting a losing battle 9) Going through the motions 10) Spinning one's wheels 11) Talking to a brick wall 12) Throwing good money after bad 13) Throwing pearls before swine 14) Trying to put the cart before the horse 15) Trying to put the square peg in a round hole 16) Trying to turn a sow's ear into a silk purse 17) Trying to water a dead plant 18) When you're in a hole, stop digging 19) When you're in a hole, stop digging 20) When you're in a hole, stop digging 21) When you're in a hole, stop digging 22) When you're in a hole, stop digging 23) When you're in a hole, stop digging 24) When you're in a hole, stop digging 25) When you're in a hole, stop digging 26) When you're in a hole, stop digging 27) When you're in a hole, stop digging 28) When you're in a hole, stop digging 29) When you're in a hole, stop digging 30) When you're in a hole, stop digging 31) When you're in a hole, stop digging 32) When you're in a hole, stop digging 33) When you're in a hole, stop digging 34) When you're in a hole, stop digging 35) When you're in a hole, stop digging 36) When you're in a hole, stop digging 37) When you're in a hole, stop digging 38) When you're in a hole, stop digging 39) When you're in a hole, stop digging 40) When you're in a hole, stop digging 41) When you're in a hole, stop digging 42) When you're in a hole, stop digging 43) When you're in a hole, stop digging"
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,A small mistake can lead to a big trouble
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Explanation: <provide a brief explanation for the selected idiom>
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,On cloud nine
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,1) Give freely
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,A wolf in sheep's clothing
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To drive someone up the wall
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Bite off more than you can chew
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,A self-proclaimed expert
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be spaced out
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,1) Lose one's marbles
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be in the same boat
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,OR
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,The cat is out of the bag
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,<select the most relevant English idiom>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,A wolf in sheep's clothing
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Keep mum
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A monkey's uncle
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,On the quiet  से  On the quiet
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To put one's foot in one's mouth
836,जुबान सरक जाना,to misspeak,for the tongue to slide,1) A market for anything
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,<select the most relevant English idiom>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To be accountable
839,पसीना रोकना,to relieve effort,to stop sweat,The one who pulls the strings
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),पसीने-पसीने होना - <select the most relevant English idiom>
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Having a guilty conscience
842,सीने में जलन होना,to feel envy,to have burning in the chest,A heavy heart
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Get a lump in your throat.  सीने में लावा उठना
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,Alternatives: <list other English idioms that are somewhat relevant but not as good as the best match>
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To read between the lines
846,रंग दिखाना,to reveal true colors,to show color,A one-day wonder
847,रंगीन होना,to enjoy life freely,to become colorful,Note: The output may have less than three English idioms if the Hindi idiom is unique or does not have a direct equivalent.
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Get nowhere
849,रंग उड़ना,to fade away,for the color to fly/fade,Take flight
850,रंग जमना,to gain traction,for color to set,Definition: <definition of the Hindi idiom>
851,रंग लगना,to start celebrating,to have color applied,```
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be one with nature
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,2) Don't put all your eggs in one basket.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To get someone to see things your way
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To take the first step
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Bitter pill to swallow
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,<select the most relevant English idiom>
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep mum
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To be blowing one's own trumpet
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"When you're in a hole, stop digging."
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,<select the most relevant English idiom>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to something
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To have one's own way
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's marbles
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,All talk and no action
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Stage-2 output (best idiom + explanation):
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Alternatives: <list the other two English idioms>
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,A big shot
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,<select the most relevant English idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,<select the most relevant English idiom>
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"When it rains, it pours."
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",<select the most relevant English idiom>
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"You can't see the wood for the trees.  |  Definition: What one is blind to, one will always want.  |  Candidates: 1) You can't see the wood for the trees. 2) There's no smoke without fire. 3) There's no smoke without a fire somewhere.  |  Stage-1 output (definition + candidates):  |  Hindi idiom: जैसे पानी में हाथ डालकर नहीं देखा जा सकता कि कितना पानी है, वैसे ही जीवन में कितना समय है, यह नहीं देखा जा सकता।  |  Definition: The amount of time one has in life is impossible to know.  |  Candidates: 1) You can't tell how long the rope is by feeling it in the dark. 2) You can't tell how deep the well is by standing by the side. 3) You can't know the depth of the ocean by standing on the shore.  |  Example:  |  Hindi idiom: जैसे पानी में हाथ डालकर नहीं देखा जा सकता कि कितना पानी है, वैसे ही जीवन में कितना समय है, यह नहीं देखा जा सकता।  |  Definition: The amount of time one has in life is impossible to know.  |  Candidates: 1) You can't tell how long the rope is by feeling it in the dark. 2) You can't tell how deep the well is by standing by the side. 3) You can't know the depth of the ocean by standing on the shore.  |  Note: The example Hindi idiom is not a real idiom, it's just a demonstration.  |  Please go ahead and provide the answer for the given Hindi idiom.  |  Definition: What one is blind to, one will always want.  |  Candidates: 1)  |  2)  |  3)  |  Please fill in the blanks.  |  Note: The Hindi idiom is a common one and is used in everyday conversations.  |  Please provide the English idioms in the correct format as per the example.  |  Please"
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Candidates: <list the other similar English idioms>
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,Bring home to them
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To clam up
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom>
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,OR
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,OR
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom>  # Idioms
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To play a role
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To be a beacon of hope
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",Don't judge a book by its cover
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To have a silver lining
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Stage-1 output: <definition of Hindi idiom + candidates of English idioms>
886,अंधा प्रेम करना,to love without reason,to love blindly,3) Love is blind
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Blind leading the blind
888,अंधे की लाठी,only source of dependence,a blind man’s staff,3) Asking a blind man to lead a blind man
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,Seeing is believing
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,1) To be in the dark
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Feeling one's way  # This is the correct answer. The other options are not idiomatic expressions.
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To keep something under wraps
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,2) Throw money at a problem
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Born lucky
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,A den of thieves
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",<select the most relevant English idiom>
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,To take the blame for someone else's mistake
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,Undaunted
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,In the dark
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,In the hands of fate
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"3) What goes around comes around. 4) Karma is a bitch. 4) When it rains, it pours. 2) The die is cast."
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,OR
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",1) The apple doesn't fall far from the tree.
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,<English idiom> (definition: <one-sentence definition>)
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Alternatives: <list the other English idioms that are relevant but not the best match>
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,1
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,<select the most relevant English idiom>
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Lead someone by the nose
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To chase after rainbows
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Look askance
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To be staring one in the face
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,<select the most relevant English idiom>
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"Alternatives: <list the other English idioms that are relevant, but not the best match>"
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Talk through one's hat
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,In over their head
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To fish in troubled waters
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Pulling the strings
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,A slippery slope
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A head without a brain
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,Bringing coals to Newcastle
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To join forces with the devil
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To sweep something under the rug
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,1) To turn over a new leaf
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Practice makes perfect
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"4) When you teach a man to fish, you teach him how to feed himself."
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Darkness has no form
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,2) A thief's hand is always at home
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be caught in a trap
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,Alternatives: <list the other English idioms that are somewhat relevant>
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,3) Walking on air
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",To be in a snake's den.
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,Candidates: <list the other English idioms that are somewhat relevant>
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,A puppet on a string
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,A drop in the ocean.
935,दिल का मामला,a romantic issue,matter of the heart,To turn the page
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,None
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Candidates: <list the other English idioms>
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Master of the game
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,Stage-1 output (definition + candidates): <definition> (if necessary)
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Be on cloud nine
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To fan the flames
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,"Alternatives: <list the other options, if any>  (optional)"
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,Stage-1 output (definition + candidates):
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,A weight on one's conscience
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,4) Having a bee in one's bonnet
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Be in a daze
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,Rack your brain
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,2) Without breaking a sweat
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,A lot of hot air
950,मुँह पर बोलना,to speak directly,to speak on the face,To speak out of turn
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Butter someone up
952,नाक कटना,to lose honor,for the nose to be cut,In a muddle
953,नाक ऊँची करना,to make someone proud,to raise the nose high,To get on one's high horse
954,नाक बचाना,to save face,to save the nose,In a hole
955,नाक दबाना,to force acceptance,to press the nose,To turn a blind eye
956,नाक चढ़ाना,to act proudly,to raise the nose,<select the most relevant English idiom>
957,कान खड़े करना,to become alert,to make the ears stand up,Definition: <one-sentence definition>
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Alternatives: <list the other English idioms in order of relevance>
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,To be living in a bubble
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To be a nobody
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,The rug has been pulled from under my feet
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,<select the most relevant English idiom>
963,हाथ उठाना,to hit or bless,to raise the hand,Alternatives: <list the other relevant English idioms>
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,1) To clear the air
965,हाथ में खेलना,to control completely,to play in the hand,2) To be in a tight spot
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,<select the most relevant English idiom>
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,2) To be in a state of pandemonium.
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,Alternatives:
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,3
970,सिर फोड़ना,to fight violently,to smash/break the head,<definition>
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,<select the most relevant English idiom>
972,सिर का दर्द,a troublesome person,pain of the head,A weight on my shoulders
973,सीने में जलन,to feel envy,burning in the chest,1) A burning sense of regret
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,Carry the weight of the world on your shoulders.  (1)
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Feel a weight off one's shoulders
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,To lose one's steam.
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Keep calm and carry on.
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Dumbfounded
979,मन बनाना,to make up one’s mind,to make up the mind,The crème de la crème
980,मन भर जाना,to lose interest,for the mind to become full,Burn out
981,मन खुश करना,to please someone,to make the mind happy,To close the stable door after the horse has bolted.
982,मन बदलना,to change opinion suddenly,to change the mind,Change one's mind
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Definition:
984,मन जीत लेना,to win hearts,to win the mind,```
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,A bird in the hand is worth two in the bush
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Between a rock and a hard place
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,1) Born under a bad star
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,```python
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Cut and run
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep mum
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),1)
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"Monkey see, monkey do"
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,2
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,---------------------------------------------------
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,Note: The task is to find the most similar English idiom to the given Hindi idiom.
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",OR
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),1. <English idiom 1>
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide behind a woman
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,Definition: <definition of the Hindi idiom>
