,src,true_meaning,literal_translation,predicted
40,一纸空文,Empty words on a sheet of paper,A piece of paper,A piece of paper with no substance or value.
41,一枕黄粱,A brief dream of grandeur,One Pillow of Yellow Rice,A dream that turns out to be a false illusion.
42,一张一弛,Strike a proper balance between work and rest,One by one,"Work hard, play hard."
43,一着不慎，满盘皆输,One careless move and the whole game is lost,"If you are not careful, you will lose the whole game",A miss is as good as a mile.
44,一差二错,Possible mistake or mishap,One mistake and two mistakes,"One mistake leads to another, causing a chain of errors."
45,一筹莫展,Be at one's wits' end,Nothing can be done,Stumped
46,一唱百和,Chime in with others,One hundred and one singing,Echoing the call
47,一唱一和,Sing the same tune,One sing and one harmony,Agreeing with each other
48,一触即溃,Collapse at the first encounter,Crash at a touch,A house of cards
49,一视同仁,Treat all alike without discrimination,Treat everyone equally,Treat everyone equally
50,一失足成千古恨,A single slip may cause lasting sorrow,One stumble becomes eternal hatred,One wrong step can set you back a lifetime.
51,一手包办,Take everything on oneself,Do it all,to handle everything by yourself
52,一手遮天,Hoodwink the public,Cover the sky with one hand,rule the roost
53,一身是胆,Know no fear,All the courage,to have the guts
54,一日千里,By leaps and bounds,A thousand miles a day,Move like the wind
55,一日三秋,Miss somebody very much,Three autumns a day,A long time
56,一人难如千人意,One man con hardly meet the wishes of everybody,One person is as difficult as a thousand people,It's hard for one person to have the same opinion as many others.
57,一字千金,One character is worth a thousand ounces of gold,A thousand words,A word is worth a thousand pictures
58,一则以喜，一则以惧,Feel both joy and fear,"One for joy, one for fear",Caught between a rock and a hard place
59,一蹴而就,Succeed overnight,All at once,A piece of cake
60,一寸丹心,A loyal heart,An inch of heart,A heart of gold
61,一寸光阴一寸金,Time is money,An inch of time is an inch of gold,Time is money
62,一而再，再而三,Again and again,"Again and again, again and again",Three strikes and you're out
63,一衣带水,A narrow strip of water,A piece of water,A river that divides two countries
64,一意孤行,"Go (take, have of follow) one's own way",Go one's own way,stick to one's guns
65,一叶知秋,It is a straw in the wind,One Leaf Zhiqiu,A single leaf falling
66,一叶障目，不见泰山,Have one's view of the important overshadowed by the trivial,"A leaf obstructs the eyes, but Mount Tai is not seen",Miss the forest for the trees
67,一言既出，驷马难追,What is said cannot be unsaid,"As soon as the word is spoken, the horse is hard to follow","Once bitten, twice shy."
68,一言以蔽之,Make a long story short,In a word,A one-word summary
69,一无可取,Good-for-nothing,Nothing is possible,Not worth a penny
70,一物降一物,Everything has its vanquisher,One thing down one thing,The grass is always greener on the other side.
71,一误再误,Make one error after another,Mistake over and over again,Make the same mistake over and over again
72,一五一十,Narrate systematically and in full detail,One fifty one,In full
73,一问三不知,Be entirely ignorant,One question and three unknown,don't know what it is
74,一望而知,Very obvious,At a glance,A glance is enough
75,一望无际,Boundless,As far as the eye can see,as far as the eye can see
76,一语道破,Get to the heart of the matter in a few words,In a word,hit the nail on the head
77,七窍生烟,Foam with rage,Seven orifices smoke,To be boiling with anger.
78,七长八短,Of uneven size,Seven long and eight short,A mess of a situation
79,七手八脚,Too many cooks,Seven hands and eight feet,Everyone is busy and working together
80,七上八下,Be agitated,Seven up and eight down,On pins and needles
81,三番五次,Again and again,Three and five times,Keep trying
82,三头六臂,With three heads and six arms - superhuman,Three heads and six arms,multitalented
83,三天打鱼，两天晒网,Lack of perseverance,"Three days of fishing, two days of netting",A man of his word
84,三令五申,Repeated orders and instructions,Three orders and five applications,"To remind someone repeatedly, especially about something important."
85,三个臭皮匠，胜过一个诸葛亮,Two heads are better than one,Three cobblers are better than one Zhuge Liang,A stitch in time saves nine.
86,三顾茅庐,Repeated a whole-hearted invitation,San Gu thatched cottage,three times to the humble abode
87,三句话不离本行,Talk shop a the time,Three words stay with us,three times a charm
88,三长两短,"Something unfortunate, especially death",Three long and two short,A short and simple life
89,三十六计，走为上策,The best thing to do now is to quit,"Thirty-six strategies, walking is the best policy",Flight is the best strategy
90,三生有幸,Consider oneself most fortunate (to make somebody's acquaintance),Sansheng is lucky,To be extremely lucky.
91,三人行必有我师,"If three of us are walking together, there will certainly be a teacher for me",Threesome must have my teacher,"Three's a crowd, but there's always a teacher."
92,三寸不烂之舌,(have) a silver tongue,Three inch incorrupt tongue,A tongue that is not damaged or decayed.
93,三五成群,In threes and fours,Groups of three or five,A pack of wolves
94,上不着天，下不着地,Be suspended in mid-air,"Can't go up to the sky, can't go down to the ground",A fish out of water
95,上天无路，入地无门,"Helpless, nowhere to turn","There is no way to the sky, no way to enter the earth",Out of luck
96,上梁不正下梁歪,People follow the example of those in high positions,"The upper beam is not straight, the lower beam is crooked",The apple doesn't fall far from the tree.
97,上蹿下跳,Run clandestine errands up and down the line,Jump up and down,to be restless and agitated
98,上无片瓦，下无插针之地,As poor as a church mouse,"No tiles on top, no pins on the bottom",No place to put a roof tile
99,下笔千言，离题万里,Write quickly but stray from the theme,"Write a thousand words, digress thousands of miles",A lot of words but irrelevant
100,下不为例,Not to be repeated,Not an example,Don't repeat your mistakes.
101,下马看花,On-the-spot investigation,Dismount to see flowers,To be fully immersed in something.
102,下车伊始,The moment one takes up one's official post,Get off at the beginning,To make a new start
103,不明不白,Inexplicable,Do not understand,A mystery
104,不分彼此,Share everything,Regardless of each other,Don't take it personally
105,不打不成相识,"No discord, no concord",Do not know each other,Don't fight to get to know each other.
106,不违农时,Do farm work in the right time,Does not violate the agricultural time,Don't mess with the grain
107,不打自招,A self-confession,Don't make a fool of yourself,confess
108,不到黄河心不死,Not give up till coming to a dead end,"If you don't reach the Yellow River, your heart will not die",To keep trying until the end.
109,不得要领,Unable to make heads or tails of something,To no avail,Not in the know
110,不能自拔,Be inescapably caught in,Unable to extricate themselves,can't let go of something
111,不念旧恶,Forget old grudges (or grievances),Do not forget the old evil,Don't hold a grudge
112,不郎不秀,Worthless,Not Lang not show,Neither fish nor fowl
113,不吝指教,Not spare your comments,Do not hesitate to advise,to give free advice
114,不落窠臼,Leave the beaten track,Not out of the norm,Not following the beaten path
115,不甘后人,Hate to be outdone,Unwilling to descendants,Not wanting to be inferior to others
116,不甘示弱,Yield no ground,Not to be outdone,Not wanting to show weakness.
117,不敢越雷池一步,Keep within (the) bounds,Don't dare to step beyond the pond,Don't go beyond the pale
118,不管三七二十一,Come what may,No matter what,Don't ask for details; do it now.
119,不可偏废,Without neglecting either,Not to be neglected,Don't neglect either side.
120,不亢不卑,Neither overbearing nor servile,Neither haughty nor humble,Don't be overconfident or humble.
121,不急之务,A nonurgent business,A matter of no great urgency,Don't sweat the small stuff
122,不见棺材不落泪,Refuse to be convinced until one is faced with grim reality,No tears without seeing the coffin,Wait until the bitter end
123,不进则退,"Move forward, or you'll fall behind",Not advance or retreat,You can't have your cake and eat it too.
124,不经一事，不长一智,Wisdom comes from experience,You can not gain knowledge without practice,You only learn from your mistakes.
125,不绝如缕,Very precarious,Hanging by a thread,A threadbare existence
126,不期而遇,Meet accidentally (or by chance),Meet by chance,meet unexpectedly
127,不知凡几,Can't tell how many there are,I don't know how many,I don't know how many times.
128,不知天高地厚,Have an exaggerated opinion of one's abilities,I don't know how tall the sky is,Don't know the height of the sky and the depth of the earth.
129,不知好歹,Not to know good from bad,I don't know,Don't know the difference between good and bad.
130,不知进退,Have no sense of propriety,I don't know where to go,Don't know when to advance or retreat.
131,不知人间有羞耻事,Lose all sense of shame,I don't know there is shame in the world,Don't know what's considered shameful.
132,不知所以,Not know the reason why,I don't know why,In the dark
133,不知所云,Unintelligible,I don't know,Talking in circles
134,不耻下问,Not above asking questions,Don't be ashamed to ask,ask like a fool
135,不识大体,Fail to see the larger issues,Ignore the general interest,Not seeing the forest for the trees
136,不识抬举,Not know how to appreciate (or treasure) favours,I don't know how to lift,Don't know when to take advantage of someone's kindness.
137,不识时务,Not familiar with the current situation,Ignorant of the times,Not in the know
138,不上不下,In a fix,Not up nor down,In limbo
139,不胜枚举,Cannot be enumerated one by one,The list goes on,Innumerable
140,不入虎穴，焉得虎子,"Nothing ventured, nothing gained","If you don't enter the tiger's den, how can you get a tiger's son",You can't have your cake and eat it too.
141,不在话下,Needless to say,Not a problem,A drop in the bucket
142,不足为训,Not worth learning from,Not enough for training,Don't take this for granted.
143,不塞不流，不止不行,"There is no flowing without damming, and no motion without rest","No plug, no flow, more than that","A river does not flow until it is blocked, and a road does not proceed until it is blocked."
144,不二法门,No other way,The only way,The only way to do something is to do it perfectly.
145,不易之论,Unalterable truth,Not easy theory,A non-negotiable truth
146,不一而足,It is by no means an isolated case,And so on,There's no end to it.
147,不遗余力,Do one's utmost,Spare no effort,give it your all
148,不由分说,Without giving one the opportunity (or chance) to explain,Can not help but say,Don't ask me to do it.
149,不厌其烦,Take great pains,Take the trouble,Don't get tired of doing something.
150,不厌其详,Not feel annoyed (or bored) to tell (or narrate) in full detail,Never tire of detail,Not tired of being detailed
151,不言而喻,Self-evident,It goes without saying,It's obvious as the sun rises.
152,不务空名,Not seek empty fame,No empty name,Don't chase after empty fame.
153,不无小补,Be of some help,No small supplement,It's not without some small benefit.
154,不务正业,Not attend to one's proper business (or duties),Not doing business,Not being dedicated
155,世态炎凉,"The way of the world, now hot, now cold",The world is hot and cold,The grass is always greener on the other side.
156,世上无难事，只怕有心人,"Where there is a will, there is a way",Nothing is unachievable,There is no mountain too high for the determined.
157,丢盔弃甲,Run away helter-skelter,Throw away armor,To be defeated and surrender.
158,丢卒保车,Give up a pawn to save a chariot,Lose the pawn to protect the car,sacrificing the lesser for the greater
159,中庸之道,Middle course,The golden mean,The middle path
160,久旱逢甘雨,Have a long-felt need satisfied,Long drought meets sweet rain,A drought is broken.
161,乘风破浪,Brave the wind and the waves,Ride the wind and waves,"To sail on the wind and break through waves, metaphorically meaning to overcome obstacles and achieve success."
162,乘兴而来，败兴而归,Set out cheerfully and return disappointed,"Come in good times, come back in defeat",Come on empty-handed
163,乘虚而入,Act when somebody is off guard,Take advantage of,Take advantage of a weakness
164,乘人之危,Take advantage of other's calamity,Take advantage of danger,Take advantage of someone's misfortune
165,九牛二虎之力,A tremendous amount of labor,The power of nine bulls and two tigers,A Herculean effort
166,乞哀告怜,Piteously beg for help,Beg for pity,beg for mercy
167,事倍功半,Do twice the work with half of results,Do more with less,Justification: <select the most relevant English idiom> is the best match because <reasoning for the choice>.
168,事半功倍,Get twice the result with half the effort,Do more with less,To get twice the result with half the effort.
169,事不关己，高高挂起,Let things drift if they do not affect one personally,"It's none of your business, hang up",Turn a blind eye
170,事不宜迟,We must attend to the matter immediately,Without further ado,Don't delay; act quickly.
171,事非经过不知难,You never know how hard a task is until you have done it yourself,No matter what happens,You can't judge a book by its cover
172,事过境迁,The incident is over and the circumstances are different,Things have changed,"Time flies like an arrow, fruit ripens like a plum."
173,事后诸葛亮,Claim wisdom after the event,"After the fact, Zhuge Liang","After the event, the wise man."
174,事出有因,It is by no means accident al,It happened for a reason,There's a reason for everything.
175,五湖四海,The five lakes and four seas,All over the world,A wide circle of acquaintances
176,五十步笑百步,The pot calling the kettle black,Fifty steps with a hundred steps,Don't count your chickens before they hatch.
177,井底之蛙,A man of very limited experience,Frog in the well,A frog in a well
178,井水不犯河水,"I'll mind my own business, you mind yours",Well water does not make river water,Don't rub salt in a wound
179,亡羊补牢,Mend the fold after a sheep is lost,Remedy for a dead sheep,Bite the bullet
180,亡羊得牛,The gain is greater than the loss,Dead sheep get cows,To lose one's sheep but gain a cow
181,亦步亦趋,Follow in one's steps,Dance to tune,To follow someone else's lead
182,人不知，鬼不觉,Do in complete secrecy,"People don't know, ghosts don't know",no one knows
183,人不为己，天诛地灭,Everyone for himself and let the devil take the hindmost,"People are not for themselves, they will be destroyed",The grass is always greener on the other side.
184,人怕出名猪怕肥,Fame portends trouble for men just as fattening does for pigs,"People are afraid of fame, pigs are afraid of fat","A person fears fame, just like a pig fears being fat."
185,人莫予毒,"""no one dare harm me""",Don't be poisoned,Nobody dares to hurt me.
186,人命危浅,One's days (or hours) are numbered,Life in danger,A drop of water in the ocean
187,人浮于事,Superfluous staff,People are overwhelmed,Too much to handle
188,人定胜天,"It is man's will, not heaven's, that decides",Man will conquer the sky,Man can conquer nature.
189,人同此心，心同此理,Everybody feels the same about this,"People have the same heart, the same heart",The same mind
190,人欢马叫,"A busy, prosperous country scene",People cheering horses,A lively and joyful atmosphere
191,人尽其才,Bring everyone's ability (or talent) into full play,People do their best,Make the most of everyone's abilities.
192,人弃我取,I will take whatever others don't want,People abandon me,Take advantage of someone's misfortune
193,人琴俱亡,Mourn (or grieve) over the dead at sight of his things left,Everyone is dead,"The idiom ""the loss of a loved one"" is the most relevant English idiom, as it directly conveys the emotional impact of losing a significant person in one's life. The other idioms, such as ""the loss of a close connection"" and ""the loss of a cherished memory,"" are also relevant but may not capture the same cultural nuances as ""人琴俱亡."
194,人心向背,The will of the people,Heart to back,A rising tide lifts all boats.
195,人心所向,The direction of popular sentiment (or feeling),What people want,A popular movement or trend.
196,人而无信，不知其可,"If a man does not keep his word, what is he good for","People don't believe, don't know what to do",A promise is worth a thousand gold coins.
197,人无廉耻，百事可为,"If a man is dead to shame, he can do all sorts of evils","People are shameless, Pepsi can be",A man without a conscience will do anything.
198,人为刀俎，我为鱼肉,Be meat on somebody's chopping block - be at somebody's mercy,"People are knives, I am fish",The fish is in the hands of the cook.
199,人微言轻,The words of the lowly carry little (or no) weight,People speak lightly,A small voice is not heard.
200,人云亦云,Parrot,Echo what others say,Follow the crowd
201,仁者见仁，智者见智,Different people have different views,"The benevolent sees benevolence, the wise sees wisdom",Everyone has their own opinion.
202,今非昔比,Times have changed,Not what it used to be,The grass is always greener on the other side
203,今是昨非,Wake up to one's past folly after realizing what is right today,Today is yesterday,To distinguish between what is true and what is false
204,他山攻错,Advice from others may help one overcome one's shortcomings,He attacked the wrong mountain,Learn from your mistakes
205,付之一炬,Set something on fire,Burn it down,Burn to the ground
206,以貌取人,Judge by outward looks,Judging people by their appearance,Don't judge a book by its cover.
207,以德报怨,Return good for evil,Retaliate with virtue,forgive and forget
208,以退为进,Mane concessions in order to gain advantages,Advance by retreat,Going on the defensive
209,以理服人,Convince people by sound argument,Convince people with reason,Reasonable
210,以蠡测海,Have a shallow understanding of a person or subject,Measure the sea with Li,Bite off more than you can chew
211,以卵击石,Grossly overestimate one's own strength,Hit stone with egg,Hit the ceiling
212,以观后效,(lighten a punishment and) see how the offender behaves,Watch the aftermath,To keep an eye on the results of a situation.
213,以攻为守,Attack in order to defend,Offense as defense,Turn the tables
214,以己度人,Judge others by oneself,Save others by yourself,Put yourself in someone's shoes
215,以小人之心，度君子之腹,Measure the stature of great men by the yardstick of small men,Belly sinister heart of a gentleman,To assume that someone is acting like a small person when they are actually acting like a big person
216,以血还血,Demand (or pay) blood for blood,Blood for blood,to get even with violence
217,以手加额,Place hand over one's forehead - in greeting,Top up by hand,To feel relieved.
218,以身殉职,Die a martyr at one's post,Die in the line of duty,To lay down one's life for one's profession
219,以身作则,Set a good example to others,Lead by example,Lead by example
220,以子之矛，攻子之盾,Turn somebody's battery against himself,"With the spear of the son, the shield of the son",The pot calling the kettle black
221,以讹传讹,"Pass on rumours, incorrect readings, etc",To spread falsehoods,Rumor mill
222,以耳代目,Rely upon hearsay instead of seeing for oneself,Ears instead of eyes,Believe your own eyes
223,以一当十,Pit one against ten,One to ten,One man against ten thousand
224,以一警百,Punish one as a warning to others,One police one hundred,A rotten apple spoils the whole bunch
225,以逸待劳,Hold one's position awaiting enemy attack after a long march,Wait for work,Wait for the enemy to tire themselves out before attacking.
226,以眼还眼，以牙还牙,Blow for blow,"An eye for an eye, a tooth for a tooth",Eye for an eye
227,以怨报德,Repay good with evil,Repay kindness with resentment,to repay kindness with ingratitude
228,任凭风浪起，稳坐钓鱼船,Hold one's ground despite pressure or opposition,"Let the wind and waves rise, sit firmly on the fishing boat",Stage-2 output (justification):
229,任其自流,Let things run their course,Let it run its course,Let it be
230,任重道远,Shoulder a heavy responsibility,A long way to go,2) A tough road ahead
231,休戚与共,Stand (or go) together through thick and thin,Share weal and woe,In the same boat
232,你追我赶,Try to overtake each other in friendly emulation,You chase me,He's always chasing after her.
233,你死我活,Life-and-death,You die and I live,"You scratch my back, I'll scratch yours."
234,何其相似乃尔,What a striking likeness (or similarity),How similar nell,Identical twins
235,何去何从,What course to follow,Where to go,What to do and where to go.
236,何足挂齿,Not worth bothering about,He Zu hang teeth,It's not worth mentioning.
237,作威作福,Lord it over (others),To make a fortune,wield influence
238,来者不善，善者不来,"Those who have come are not friendly, these who are friendly have not come","Those who come are not good, those who are good do not come",A person who is not trustworthy.
239,来日方长,There will be ample time,Come to Japan for a long time,The road ahead is long
240,来而不往非礼也,It is impolite not to reciprocate,Come and go without being rude,A favor is a favor
241,供不应求,Supply falls short of demand,In short supply,A hot commodity in the market.
242,依然如故,Remain unchanged (or the same),Still the same,Others: <choose from the following list>
243,依样画葫芦,Follow the beaten track,Draw a gourd,A copycat
244,依违两可,Be undecided,Both can be violated,to be indecisive
245,信马由缰,Let things take their natural course,The horse is reined,Let your hair down
246,信赏必罚,Due rewards and punishments will be meted out without fail,Faith and reward must be punished,Rewarding the virtuous and punishing the wicked
247,修旧利废,Repair and utilize old or discarded things,Repair the old and make use of the waste,Make the best of a bad situation
248,俯仰由人,Be at somebody's beck and call,Pitched by man,At the mercy of others
249,倚老卖老,Flaunt one's seniority,Rely on the old and sell the old,To act like a know-it-all
250,倚官仗势,Count on one's powerful connections,Rely on officials,To rely on one's position or power to gain advantage or influence.
251,借刀杀人,Do harm to somebody through the hands of another,Borrow a knife to kill,Use someone else's weapon to commit a crime.
252,借题发挥,"Seize on some pretext (or other) to distort (the features, motives, truth, etc.)",Take advantage of the topic,to take advantage of a situation
253,借古讽今,Use the past to disparage the present,Borrow the past to satirize the present,Criticize the present by referring to the past.
254,借花献佛,Borrow flowers to offer Buddha - offer somebody favors at the expense of another,Borrowing flowers to offer Buddha,To give a gift without expecting anything in return.
255,偃武修文,Leave military pursuits and promote culture,Yan Wu Xiuwen,To focus on education and culture rather than military strength.
256,假公济私,Use public office for private gain,Fake public service,To use public funds for personal gain.
257,做一天和尚撞一天钟,Follow a routine,Be a monk for a day and hit the clock,go through the motions
258,偷天换日,Audacious scheme of cheating people,Steal the day,steal the wind and exchange it for the sun
259,偷梁换柱,Resort to fraudulence,Stealing the beam and changing the column,"To swap out one thing for another, often for personal benefit."
260,偷鸡不成蚀把米,Try to steal a chicken only to end up losing the rice,Stealing chicken will not lose rice,To fail to achieve a goal and end up losing something valuable.
261,偷鸡摸狗,Crooked dealings,Stalking the dog,"To steal chickens and catch dogs, meaning to engage in petty theft or minor misdeeds."
262,侥幸取胜,Win by a fluke,Get away with it,by chance
263,价廉物美,Low prices and fine quality,Inexpensive and good quality,Good value for money
264,优哉游哉,Living a life of case and leisure,Yu Zai Yu Zai,To have a good time
265,兄弟阋于墙,Quarrel between brothers,Brothers against the wall,A family feud occurs within a family.
266,兄弟阋于墙，外御其侮,Internal disunity dissolves at the threat of external invasion,"Brothers are separated from the wall, and they are defended from outside","Brothers bicker, but they are able to fend off an external threat."
267,先天下之忧而忧，后天下之乐而乐,The first to show concern and the last to enjoy himself,"The world's worries and worries first, and the world's joys and joys later",Think of others before yourself
268,先斩后奏,(ancient general) empowered to kill first then report later,Cut before play,Proceed without authorization
269,光复旧物,Recover lost territory,Restoring the old,Get one's act back on track
270,光阴似箭,How time flies,Time flies like an arrow,Time flies like an arrow.
271,克敌制胜,Conquer the enemy,Overcome the enemy and win,Take the upper hand
272,兔子不吃窝边草,A rabbit doesn't eat the grass near its hole (so that it will be protected),Rabbits don't eat nest grass,A bird in the hand is worth two in the bush
273,兔子尾巴长不了,Won't last long,Rabbit tail doesn't grow,A dog's tail cannot be longer than a rabbit's tail.
274,兔死狗烹,The hounds are killed for food once all the hares are bagged,Rabbit dead dog cooking,"When the cat is away, the mice will play."
275,兔死狐悲,Like mourns over the death of like,Rabbit dead fox sad,"When a rabbit dies, the fox feels sad."
276,入不敷出,Unable to make ends meet,Make ends meet,Living beyond one's means
277,入国问俗,Learn about customs and habits of the country one goes to,Entering the country to ask about customs,"When entering a foreign country, inquire about its customs."
278,入乡随俗,When in Rome do as the Romans do,Do as the Romans do,To conform to local customs
279,内忧外患,Domestic trouble and foreign invasion,Internal and external troubles,internal strife and external threats
280,内外交困,Be in dire straits at home and abroad,Internal and external difficulties,caught between a rock and a hard place
281,全力以赴,Strain every nerve,Go all out,Give it your all
282,两面讨好,Try to keep the favor of both sides in a dispute,Pleasing on both sides,To split the difference
283,两面三刀,Double-faced tactics,Three swords on both sides,To be double-crossing
284,两全其美,Serve a twofold purpose,Best of both worlds,To have it all
285,两小无猜,(of a boy and a girl) be innocent playmates,Two little guesses,BFF
286,两袖清风,(of an official) have clean hands,Two Sleeves Breeze,A clean conscience
287,八仙过海，各显神通,Try to outshine each other,"The Eight Immortals cross the sea, each showing their magical powers","The Eight Immortals cross the sea, each displaying their supernatural powers."
288,公说公有理，婆说婆有理,Both parties claim to be in the right,"The public said the public was reasonable, the mother said the mother was reasonable",Everyone has their own opinion.
289,公而忘私,Selfless,Public but private,Putting the public before oneself.
290,六亲不认,Turn one's back on ones own flesh and blood,Six parents do not recognize,To ignore one's family members.
291,六神无主,In a state of utter stupefaction,Six gods without masters,On edge
292,兵不厌诈,All is fair in war,Soldiers never tire of deceit,Deceive
293,兵临城下,The city is under siege,Soldiers approaching the city,The enemy is at the gates.
294,兵贵神速,Speed is precious in war,Soldiers are very fast,Time is of the essence
295,兵戎相见,Resort (or appeal) to arms,See each other,Armed conflict
296,其味无穷,A lasting pleasant taste,Its taste is endless,The taste of the food was so good that it was impossible to describe.
297,兼听则明，偏信则暗,Listen to both sides and you will be enlightened,"Listening at the same time is bright, partial believing is dark",Listen to both sides to gain a clear understanding.
298,再接再厉,Intensify (or redouble) one's efforts,Make persistent efforts,Keep pushing forward
299,冒天下之大不韪,Be against the world,Risk the world,"to do something that is against the general consensus or societal norms, even if it is considered morally wrong"
300,冤家路窄,Inevitable confrontation,Enemy road is narrow,enemies will cross paths
301,冰冻三尺，非一日之寒,The trouble has been brewing for quite some time,"Frozen three feet, not a day's cold",A stitch in time saves nine
302,冰炭不相容,As incompatible (or irreconcilable) as ice and hot coals,Charcoal is not compatible,Oil and water don't mix
303,冷眼旁观,Stand aloof and look on with cold indifference,Sit on the sidelines,Keep a cool head
304,凡事预则立，不预则废,Preparedness ensures success and unpreparedness spells failure,"Forewarned is forearmed, without prejudging the waste",Plan ahead or face failure.
305,凯旋归来,Return with flying colors,Return with glory,Triumphantly return
306,出头露面,(be) in the limelight,Make an appearance,To make oneself known or prominent.
307,出生入死,(be) through thick and thin,Go through fire and water,Born to Suffer
308,刀山火海,A mountain of swords and a sea of flames,Knife mountain and sea of fire,To go through hell and back
309,切磋琢磨,Compare notes,Learn from each other,To hone one's skills through practice and feedback.
310,初生之犊不怕虎,Young people are fearless,Newborn calves are not afraid of tigers,A young person who is not afraid of taking risks.
311,别久情疏,"Out of sight, out of mind",Don't be shy,Don't let your feelings for someone fade away.
312,利令智昏,Be mesmerized by money,Li Lingzhi faints,Reason: <select the most relevant Chinese idiom> Best: Greed makes one blind to reason
313,到什么山唱什么歌,When in Rome do as the Romans do,What mountain to sing what song,To go with the flow
314,刻舟求剑,Ridiculous stupidity,Carving a boat for a sword,Reasoning: <select the most relevant English idiom> matches the definition of the Chinese idiom because <reasoning>. Other options are <reasoning>. The best match is <select the most relevant English idiom> because <reasoning>.
315,刻意求工,Try to do one's very best to achieve perfection,Deliberately seeking work,To be a perfectionist.
316,削足适履,Cut the feet to fit the shoes,Cut to fit,Stage-2 output (justification):
317,前怕狼，后怕虎,Be plagued by all sorts of fears,"Fear of wolves before, fear of tigers",Fear of the unknown
318,前仆后继,With fresh forces always stepping forward as others fell,One after another,To fight to the end
319,前门拒虎，后门进狼,Fend off one danger only to fall prey to another,"The front door rejects the tiger, the back door enters the wolf",<select the most relevant English idiom>
320,前倨后恭,Change from arrogance to humility,The front and the back are respectful,"The more you give, the more you get"
321,前车之覆，后车之鉴,One should take warning from another's mistake,"Overlap from the previous car, learn from the future car",A stitch in time saves nine.
322,前事不忘，后事之师,"Past experience, if not forgotten, is a guide for the future",Past experience guide for the future,"Don't forget the past, learn from it"
323,前人栽树，后人乘凉,Profiting by the labor of one's forefathers,"The predecessors planted the trees, the later generations enjoyed the shade",The early bird catches the worm.
324,前思后想,Turn over in one's mind,Think before and after,Think twice before you leap
325,剜肉补疮,Resort to a remedy worse than the ailment,Gouging out sore,To cut one's own flesh to heal a wound.
326,劈头盖脸,(blow) direct in the face,Cover your face,To take a beating
327,力排众议,Prevail over all dissenting views,Against the odds,To go against the grain
328,力所不及,Above (beyond or out of) one's reach,Beyond the power,Out of my league
329,力所能及,Do everything in one's power,Do your best,Give it one's all
