,src,true_meaning,literal_translation,predicted
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light of day
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,In the dark
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To look for something in the dark.
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Stage-2 output:
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Stage-2 output (justification):
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,It's dark as a bat.
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Give someone a break
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",<select the most relevant English idiom>
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,What you see is what you get
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,Other: <select the other most relevant English idiom>
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To be in a state of despair
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,<select the most relevant English idiom>
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Stage-2 output:
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,Others: <list other English idioms that are not as relevant>
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",None of the given English idioms match the definition of the Hindi idiom.
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Stage-2 output (justification):
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Have a light bulb moment
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Stage-2 output (justification):
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,The fear of the unknown
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Other: <select the other relevant English idiom>
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To shine a light in the dark.
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"In the dark, you can't see anything."
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see someone or something that is not visible or not present.
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,Ignoring the elephant in the room
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To look for something in the dark
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,To steal something from someone who is unaware of their surroundings.
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give someone a mirror to see their flaws
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To gain something from a situation that is not ideal or favorable.
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"In the dark, you can't see anything."
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from the shadows
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A blind man leading a blindfolded elephant
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,in the dark
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"To take the lead in a situation, especially when it is not necessary."
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,A person who cannot see the forest for the trees
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave someone in the dark
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,To avoid living in a dark place.
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,In the dark: When someone is in a difficult situation and needs help to find their way.
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the unknown.
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to have a light in the dark.
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be grounded or rooted in reality.
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,<select the most relevant English idiom>
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly free
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Stage-1 output: <english idiom>
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be as happy as a child
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To be in high spirits
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart
935,दिल का मामला,a romantic issue,matter of the heart,in a pickle
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep your heart strong
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,ride the emotional rollercoaster
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To lighten up
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A bond of affection
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To feel a strong emotional reaction or become deeply affected by something.
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence over someone's thoughts or feelings.
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,<select the most relevant English idiom>
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a mental block
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Stage-2 output (justification):
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,Think about something thoroughly
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,Keep your mind on it.
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Reason: <explain why it is the best match>
950,मुँह पर बोलना,to speak directly,to speak on the face,Talk before thinking
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel comfortable or pleasant.
952,नाक कटना,to lose honor,for the nose to be cut,bite the bullet
953,नाक ऊँची करना,to make someone proud,to raise the nose high,Be overconfident
954,नाक बचाना,to save face,to save the nose,To keep one's nose clean
955,नाक दबाना,to force acceptance,to press the nose,To keep one's cool
956,नाक चढ़ाना,to act proudly,to raise the nose,raise one's eyebrows in surprise
957,कान खड़े करना,to become alert,to make the ears stand up,To be on tenterhooks
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Talk over someone's head
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Stage-2 output (justification):
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,Stage-2 output (justification):
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,To be in a hurry
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold one's breath
963,हाथ उठाना,to hit or bless,to raise the hand,To raise one's voice
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something or someone appear clean and pure.
965,हाथ में खेलना,to control completely,to play in the hand,To play for the sake of playing.
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,Stage-2 output (justification):
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Stage-2 output:
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,To keep one's head above water
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,<select the most relevant English idiom>
970,सिर फोड़ना,to fight violently,to smash/break the head,shake one's head in disagreement
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,Headache
972,सिर का दर्द,a troublesome person,pain of the head,A headache from overanalyzing.
973,सीने में जलन,to feel envy,burning in the chest,To be on fire
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,A jack-of-all-trades
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Stage-2 output:
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,to be heartless
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's breath
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't give away the secret.
979,मन बनाना,to make up one’s mind,to make up the mind,To make something happen or come into being.
980,मन भर जाना,to lose interest,for the mind to become full,Stage-2 output (justification):
981,मन खुश करना,to please someone,to make the mind happy,To make one's mind happy or content.
982,मन बदलना,to change opinion suddenly,to change the mind,Other: <select the other relevant English idiom>
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Work hard and diligently.
984,मन जीत लेना,to win hearts,to win the mind,To have a mental victory
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first step is the hardest
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Stage-2 output:
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,Bad luck
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,"To achieve success, one must work hard and persevere."
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Stage-1 output:
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a breather
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),The innocence of a child
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,delay
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Take it or leave it
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle or encompass someone or something from all sides.
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,<select the most relevant English idiom>
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money talks, but it doesn't buy everything."
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),cost an arm and a leg
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Stage-2 output:
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,Stage-1 output (definition + candidates): 4) <english idiom>
