|src|true_meaning|literal_translation|predicted
15|ईद का चाँद होना|to appear after a long time (a rare person)|to be the moon of Eid|### English Translation: ### Meaning: ### Example: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ### Explanation: ### Context: ###
16|चकमा देना|to deceive or trick someone|to give a dodge/trick|To reject, to refuse
17|उल्टी गंगा बहना|something unusual or against norms happening|the Ganga to flow in reverse|### English Translation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ### Explanation: ###
18|छक्के छुड़ाना|to defeat completely|to make someone’s sixes come out|छक्के छुड़ाना = to remove a piece of paper from a book
19|फूँक-फूँक कर कदम रखना|to act very cautiously|to place steps after blowing (carefully)|To walk with a swagger
20|दम में दम आना|to regain courage or relief after fear|breath to come into one’s breath|दम में दम आना (to become dizzy)
21|दाँत से दाँत बजाना|to shiver from cold|to make tooth strike tooth (chatter)|दाँत से दाँत बजाना means to play a tune on teeth.
22|मुँह में पानी आना|to be tempted by delicious food|water to come into the mouth|मुँह में पानी आना है कि कोई जो बात कह रहा है उसे लोगों द्वारा सुनने के लिए उसके पास में पानी आना है कि वह बात कह रहा है ।
23|नाक काटना|to disgrace or embarrass someone|to cut the nose|To cut the nose
24|कमर टूटना|to feel exhausted or discouraged|the waist to break|कमर टूटना = to break down
25|कमर कसना|to prepare oneself for a challenge|to tighten the waist (belt)|To press the knee against the thigh.
26|कलेजा पत्थर का होना|to be mentally or emotionally very strong|the liver/heart to be of stone|The bone of the skull is hard.
27|दाँत खट्टे करना|to defeat someone badly|to make the teeth sour|### English Translation: ### Meaning: ### Example: ### Example: ### Example: ### Example:
28|ईंट से ईंट बजाना|to completely destroy or demolish someone|to make brick strike brick|### English Translation: ### Meaning: ### Example Sentence: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context:
29|नाक में दम करना|to annoy someone constantly|to put breath in the nose|To blow one’s nose
30|नाक पर मक्खी न बैठने देना|to be strict or disciplined|to not let a fly sit on the nose|Translate the idiom into English.
31|नाक कट जाना|to lose one's honor or respect|the nose to get cut|नाक कट जाना (naak kat jaana)
32|नाक में तेल डालकर सोना|to sleep carefreely without worries|to sleep after putting oil in the nose|To put oil in the ear to sleep.
33|नाक का सवाल होना|to be a matter of pride or ego|to be a question of the nose (honor)|क्या नाक का सवाल है?
34|नाक भौं सिकोड़ना|to show disapproval|to wrinkle the nose and brows|### English Translation: ### Meaning: ### Example: ### Explanation: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context: ###
35|नाक नीची करना|to humiliate publicly|to make the nose low|To lower the head
36|कान खड़े होना|to become alert or suspicious|for the ears to stand up|कान खड़े होना = to become deaf
37|कान पर जूँ न रेंगना|to remain unaffected or unmoved|for not even a louse to crawl on the ear|कान पर जूँ न रेंगना कान पर जूँ न रेंगना कान पर जूँ न रेंगना कान पर जूँ न रेंगना कान पर जूँ न रेंगना कान पर जूँ न रेंगना कान पर जूँ न रेंगना
38|कान में तेल डालना|to ignore someone's words|to pour oil into the ear|To pour oil in the ears
39|कान में फूंक मारना|to influence or manipulate someone secretly|to blow a puff into the ear|कान में फूंक मारना (Kaan mein foonk marana)
40|कान पकड़ना|to vow never to repeat a mistake|to hold the ears|कान पकड़ना = to catch the ear
41|कान भरना|to manipulate someone against another|to fill the ears|कान भरना (kān bharana)
42|कान काटना|to outsmart completely|to cut the ear|To cut the ears
43|आसमान सिर पर उठाना|to create a big commotion or panic|to lift the sky onto one’s head|To lift the sky on one’s head
44|आसमान से बातें करना|to reach great heights or success|to talk with the sky|### English Translation: ### Meaning: ### Example: ### Explanation: ### Context: ### Context: ### Context: ### Context: ### Context: ### Context:
45|आसमान से गिरे खजूर में अटके|to fall from one trouble into another|having fallen from the sky, stuck in a date-palm|### English Translation: ### Context: ### Example Sentence: ### Example Sentences: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation: ### Example Context: ### Example Translation:
46|आग बबूला होना|to become extremely angry|to become fire-foaming (blazing angry)|The idiom means that the person is very angry.
47|आग में घी डालना|to worsen an already bad situation|to pour ghee into the fire|### English Translation: ### Context: ### Example Sentence: ### Example Sentences:
48|आग में कूदना|to take a dangerous risk|to jump into the fire|### English Translation: ### Meaning: ### Context: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ### Example: ###
49|आग लगना|to become furious or jealous|for fire to catch|आग लगना (agag lagana)
50|आग ठंडी होना|to calm down after anger|for the fire to cool|### English Translation: ### Meaning: ### Example Sentence: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences: ###
51|आग उगलना|to speak harshly or aggressively|to spit/emit fire|(1) to spit out
52|आग से खेलना|to invite danger knowingly|to play with fire|### English Translation: ### Hindi Translation: ### Meaning: ### Example Sentence:
53|आग लगाना|to instigate or provoke trouble|to set on fire|To light a fire
54|आग दिखाना|to show anger or power|to show fire|To show someone something
55|आग लग जाना|to feel jealous or restless|for fire to get lit|आग लग जाना (ag lag jana)
56|आग बन जाना|to become furious|to become fire|आग बन जाना (आग बन जाना)
57|आग पर तेल डालना|to intensify an argument or situation|to pour oil on the fire|To pour oil on fire.
58|धूल चाटना|to face defeat or humiliation|to lick dust|To wipe off the dust.
59|धूल फाँकना|to struggle in poverty or hardship|to gulp/eat dust|To clean (dust) with a broom
60|धूल झाड़ना|to scold or reprimand strongly|to shake off dust|(1) To sweep or clean the dust from the ground.
61|धूल में मिलाना|to destroy completely|to mix into dust|### English Translation: ### Meaning: ### Example: ### Context: ### Explanation: ### Example:
62|धूल उड़ाना|to make a scene unnecessarily|to raise/fly dust|### English Translation: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence:
63|धूल झोंकना|to deceive or mislead someone|to throw dust (in the eyes)|To throw dust in someone’s face
64|हवा निकल जाना|to lose courage suddenly|for the air to go out|हवा निकल जाना = to blow away
65|हवा खा जाना|to run away secretly|to eat wind|हवा खा जाना means to die of hunger.
66|हवा में उड़ाना|to waste money carelessly|to throw/waft in the air|### English Translation: ### Meaning: ### Example Sentence: ### Example Sentences:
67|हवा बन जाना|to disappear quickly|to become air|(translating the meaning of the idiom)
68|हवा में बात करना|to speak without proof or sense|to speak into the air|### English Translation: ### Meaning: ### Context: ### Example: ### Context: ### Example:
69|हवा लगना|to be influenced by others|to catch/get the wind|हवा लगना (lit. to be blown)
70|हवा देना|to encourage or instigate something|to give air|To give or grant permission or license to do something
71|हवा बदलना|to change situation or environment|to change the air|Change of wind
72|हवा चखना|to get a taste of something new (usually trouble)|to taste the air|(a) to breathe
73|हवा बंद होना|to lose confidence completely|for the air to stop|हवा बंद होना (हवा बंद होना)
74|आँख में धूल झोंकना|to deceive or fool someone|to throw dust into the eye|To throw dust into the eyes
75|आँखें फटी की फटी रह जाना|to be shocked or amazed|for the eyes to remain torn-open|आँखें फटी की फटी रह जाना = आँखें फटी हो जाना
76|आँखों में धूल झोंकना|to cheat someone cleverly|to throw dust into the eyes|To throw dust in the eyes
77|आँखों में बस जाना|to win someone’s heart|to come to reside in the eyes|आँखों में बस जाना is a phrase that means “to be in the eye of the storm”.
78|आँखों से ओझल होना|to disappear from sight|to be hidden from the eyes|आँखों से ओझल होना = to disappear from sight
79|आँख दिखाना|to threaten or scold harshly|to show the eye|To show one’s eyes
80|आँख तरेरना|to glare angrily|to glare with the eyes|### English Translation: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence: ### Example Sentence:
81|आँखें फाड़ना|to stare in surprise|to rip/tear the eyes open (goggle)|आँखें फाड़ना (to tear someone’s eyes out)
82|आँखें मूँदना|to ignore intentionally|to shut/close the eyes|To close one’s eyes.
83|आँखों में आँसू आना|to become emotional or sad|for tears to come into the eyes|आँखों में आँसू आना = आँखों में आँसू आ जाते हैं
84|दिल लगाना|to fall in love|to attach the heart|To love someone.
85|दिल तोड़ना|to break someone's heart|to break the heart|(1) To break the heart
86|दिल जीतना|to win someone's affection|to win the heart|To win the heart
87|दिल पर लेना|to take something personally|to take to the heart|दिल पर लेना = to give someone one’s heart
88|दिल लगाकर काम करना|to work wholeheartedly|to work with the heart attached|To work with one’s heart
89|दिल में बात रखना|to hide one’s feelings|to keep the matter in the heart|### English Translation: ### Example Sentence: ### Example Sentences: ### Example Sentences: ### Example Sentences: ### Example Sentences:
90|दिल पर पत्थर रखना|to act bravely despite pain|to place a stone on the heart|To keep the heart on the stone
91|दिल जलना|to feel jealous or envious|for the heart to burn|दिल जलना होता है
92|दिल बहलाना|to distract from sadness|to amuse/console the heart|To make one's heart go out to someone.
93|दिल धड़कना|to feel nervous or excited|for the heart to beat|Heart beats
94|दिल खोलकर देना|to be generous|to give with the heart open|दिल खोलकर देना = to give freely
95|दिल में चोर होना|to have guilt or bad intentions|for there to be a thief in the heart|दिल में चोर होना (Dil mein chor hona)
96|दिल में बसना|to be deeply loved or remembered|to dwell in the heart|The heart is filled with love.
97|दिल का हाल बताना|to express inner feelings|to tell the condition of the heart|सुनने के बाद दिल का हाल बताना
98|दिल टूट जाना|to feel heartbroken|for the heart to break|दिल टूट जाना (dil tuta jana)
99|दिल खुश हो जाना|to become happy|for the heart to become happy|(1) To get happy (2) To be happy
100|दिल में बात आना|to get an idea or feeling|for a thought to come into the heart|(1) In the heart of the matter
101|दिल से उतर जाना|to lose affection or trust|to descend/fall from the heart|To get out of the heart
102|दिल से लगाना|to love or treat affectionately|to press/hold to the heart|To love from the heart
103|दिल लगा रहना|to stay interested or focused|to remain heart-attached|To feel something in the heart
