|src|true_meaning|literal_translation|predicted
161|मुँह में राम बगल में छुरी|to be deceitful in nature|Ram in the mouth, knife in the armpit|छाती पर बोझ होना
162|मुँह माँगी मुराद मिलना|to get exactly what one wanted|to get the wish asked by mouth|दिल में आग लगना
163|मुँह बंद रखना|to stay silent|to keep the mouth closed|मुँह का खाना
164|मुँह खुलवाना|to make someone speak|to make (someone) open the mouth|खुल्लम-खुल्ला कहना
165|मुँह चुराना|to avoid facing someone|to hide/steal the face (avoid)|avoid facing someone
166|मुँह तोड़ जवाब देना|to give a fitting reply|to give a mouth-breaking reply|दाँतों तले अंगुली आ जाना
167|मुँह में घी शक्कर|used to bless or hope for good news|ghee and sugar in the mouth|मुँह में ज़ुबान नहीं
168|मुँह लगना|to act too familiar with elders|to get attached to the mouth|मुँह लगना
169|मुँह में जुबान न होना|to be timid or unable to speak up|to not have a tongue in the mouth|जुबान पर ताला लगाना
170|मुँह से बात निकलना|to accidentally reveal something|for the words to come out of the mouth|बात निकलना
171|हिम्मत हारना|to lose courage|to lose courage|हिम्मत हारना
172|हिम्मत रखना|to stay strong and confident|to keep courage|हिम्मत रखना
173|हिम्मत बाँधना|to encourage oneself|to tie/bind courage|दाँत पीसना
174|हिम्मत जुटाना|to gather courage|to gather courage|gather courage
175|हिम्मत टूटना|to become hopeless|for courage to break|टूटना
176|हिम्मत दिखाना|to show bravery|to show courage|दिल का हाल समझना
177|हिम्मत बढ़ाना|to motivate or encourage someone|to increase courage|हिम्मत बढ़ाना
178|जुबान चलाना|to talk disrespectfully|to run the tongue|बात निकल जाना
179|जुबान फिसलना|to say something by mistake|for the tongue to slip|मुँह की बात निकल जाना
180|जुबान देना|to make a promise|to give one’s tongue (word)|दिमाग पर जोर डालना
181|जुबान रखना|to keep one’s word|to keep one’s tongue (word)|दिमाग का दही बनाना
182|जुबान काटना|to regret saying something|to cut/bite the tongue|दिल लगा लेना
183|जुबान पकड़ना|to hold someone to their words|to catch/hold the tongue|बीज बोने वाला
184|जुबान पर काबू रखना|to control speech|to keep control on the tongue|काली मिठास
185|जुबान लगना|to get into an argument|to get on the tongue|बात निकल जाना
186|जुबान बंद रखना|to stay silent intentionally|to keep the tongue shut|जुबान की बात निकल जाना
187|दाँत पीसना|to show silent anger|to grind the teeth|पीसना
188|दाँत दिखाना|to laugh unnecessarily|to show the teeth|अंगुली आ जाना
189|दाँत गिनाना|to mock or insult someone|to count the teeth|दाँत काटना
190|दाँत काटी रोटी|to have a close friendship|tooth-bitten bread|कान पकड़ना
191|दाँत टूट जाना|to be defeated or embarrassed|for the teeth to break|टूट जाना
192|पसीना बहाना|to work hard|to make sweat flow|पानी मांगना
193|पसीना छुड़ाना|to frighten or exhaust|to make someone break into sweat|छाती पर मूँग दलना
194|पसीना निकलना|to feel nervous or hot|for sweat to come out|पोछना
195|पसीना-पसीना होना|to be drenched in sweat (from work or fear)|to become sweat-sweat (drenched)|साँप की तरह दौड़ना
196|खून पसीना एक करना|to work tirelessly|to make blood and sweat one|work tirelessly
197|खून खौलना|to feel extreme anger|for the blood to boil|हाथ मिलाना
198|खून जलाना|to waste emotional energy|to burn blood|खून का रिश्ता
199|खून चूसना|to exploit someone harshly|to suck blood|दिल में बात रखना
200|खून में उबाल आना|to be fired up with passion|for the blood to come to a boil|साँप की तरह जलना
201|खून पसीने की कमाई|hard-earned money|earnings of blood and sweat|पानी की तरह बहाना
202|खून सफेद होना|to become heartless or selfish|for the blood to become white|bloodless or heartless
203|खून चढ़ना|to feel energetic or brave|for the blood to rise|दिल का रोग
204|खून उतरना|to lose courage suddenly|for the blood to descend|खून उतरना
205|पसीने छूटना|to panic under pressure|for sweats to break out|रंग में रँग जाना
206|खून जम जाना|to be terrified|for the blood to freeze/clot|दिल का रोग
207|खून देना|to sacrifice selflessly|to give blood|दिल पर बोझ रखना
208|खून का रिश्ता|blood relation|a relation of blood|रातों की नींद हराम करना
209|खून बहाना|to fight fiercely|to make blood flow|खून बहाना
210|खून खराबा होना|to result in violence or bloodshed|for bloodshed/ruin to happen|दिल में आग लगना
211|दिल थाम लेना|to feel suspense or fear|to hold the heart|अंधेरे में रहना
212|दिल लगा लेना|to fall in love deeply|to set/attach the heart|आग लगना
213|दिल में आग लगना|to feel jealousy or anger|for fire to ignite in the heart|आग बबूला होना
214|दिल दहल जाना|to be terrified|for the heart to shudder|हिम्मत दिखाना
215|दिल धकधक करना|to feel nervous or anxious|for the heart to throb ‘dhak-dhak’|feel nervous or anxious
216|दिल में उतरना|to become likable or close to heart|to descend into the heart|अंधेरे में रहना
217|दिल में ठंडक पड़ना|to feel relief or satisfaction|for coolness to fall in the heart|ठंडा बस्ता डालना
218|दिल को छू जाना|to touch emotionally|to go and touch the heart|छाती पर चूहे कूदना
219|दिल जीत लेना|to win affection|to win the heart|जुबान की मिठास
220|दिल में कसक रह जाना|to feel unfulfilled desire or regret|for a pang to remain in the heart|कान में बात डालना
221|दिल का चैन खोना|to lose peace due to love or worry|to lose the heart’s peace|चैन खोना
222|दिल बहल जाना|to feel consoled|for the heart to be consoled/amused|हाथ मिलाना
223|दिल कड़ा करना|to act firmly despite emotions|to make the heart hard|करना
224|दिल बैठ जाना|to lose hope or courage|for the heart to sit/sink|हाथ में लेना
225|दिल बदलना|to change one’s opinion or feelings|to change the heart|हाथ में हाथ डालना
226|साँप निकल गया, लकीर पीटते रह गए|to act after the damage is already done|the snake went out; (they) kept beating the line|पीटते रह गए, लकीर पीटना
227|साँप सूँघ जाना|to become completely silent out of fear|for a snake to sniff (one)|साँप की तरह दौड़ना
228|साँप और नेवले की लड़ाई|a fight between sworn enemies|a snake-and-mongoose fight|लड़ाई का शिकार करना
229|साँप के मुँह में छछूंदर|to be stuck in an impossible situation|a shrew in the snake’s mouth|छाती पर बोझ रखना
230|साँप को दूध पिलाना|to favor someone who will harm you later|to feed milk to a snake|दूध का पानी पीना
231|साँप की केंचुली बदलना|to change completely in nature or appearance|for a snake to change its slough/skin|बदलना
232|साँप भी मर जाए और लाठी भी न टूटे|to solve a problem smartly without harm to anyone|the snake die too and the stick not break|लाठी भी टूटे रह जाए और टूटे न टूटे
233|साँप का बच्चा|a dangerous or deceitful person|a snake’s offspring|मुँह का दही बनाना
234|साँप के बिल में हाथ डालना|to invite trouble knowingly|to put a hand into a snake’s burrow|दाँतों तले अंगुली आ जाना
235|साँप निकलते ही लकीर पीटना|to regret after losing the opportunity|to beat the line once the snake has left|पीटना
236|शेर की सवारी करना|to take a dangerous or risky decision|to ride a lion|शेर की सवारी करना
237|शेर बनना|to act bravely or arrogantly|to become a lion|सीने में आग लगना
238|शेर का दिल रखना|to be very courageous|to keep/have a lion’s heart|दिल का रोग
239|शेर के मुँह में हाथ डालना|to challenge danger directly|to put a hand in a lion’s mouth|हाथ मिलाना
240|शेर की तरह गरजना|to speak fearlessly or loudly|to roar like a lion|दिल का रोग
241|शेर का शिकार करना|to achieve a big or risky goal|to hunt a lion|शेर का शिकार करना
242|लोमड़ी की तरह चालाक|to be extremely cunning|cunning like a fox|दिमाग का पारा चढ़ना
243|कुत्ते की तरह भौंकना|to shout without reason|to bark like a dog|साँप निकलते ही लकीर पीटना
244|कुत्ते की मौत मरना|to die miserably or without dignity|to die a dog’s death|मगरमच्छ की बात
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|bad habits never change|a dog’s tail—crooked remains crooked|दाँत टेढ़ी की टेढ़ी
246|कुत्ते के भौंकने से हाथी नहीं रुकता|great people ignore petty criticism|by a dog’s barking the elephant doesn’t stop|हाथी के भौंकने से हाथी नहीं रुकता
247|कुत्ते की दुम टेढ़ी की टेढ़ी|incorrigible by nature|a dog’s tail—crooked-crooked|दुम टेढ़ी की टेढ़ी
248|कुत्ते की तरह पीछे पड़ना|to chase someone relentlessly|to get after (someone) like a dog|पीछे पड़ना
249|बंदर क्या जाने अदरक का स्वाद|the unworthy cannot appreciate value|what would a monkey know of ginger’s taste|दूध पिलाना
250|बंदर के हाथ में उस्तरा|a dangerous thing in foolish hands|a razor in a monkey’s hand|दाँत पीसकर रह जाना
251|बंदर नाच देखना|to enjoy entertainment or drama|to watch a monkey dance|जुबान का ताला
252|बंदर घुड़की देना|to make empty threats|to give a monkey-like browbeating|घुड़की देना
253|बंदर के हाथ नारियल|valuable thing with an undeserving person|a coconut in a monkey’s hand|हाथ में हाथ डालना
254|बिल्ली के गले में घंटी बाँधना|to take initiative in a dangerous task|to tie a bell on the cat’s neck|घंटी की बात निकल जाना
255|बिल्ली की तरह मुँह बनाना|to act innocent after wrongdoing|to make a face like a cat|मुँह में ज़ुबान नहीं
256|बिल्ली की तरह चुप रहना|to remain silent out of guilt or fear|to stay quiet like a cat|silent out of guilt
257|बिल्ली के भाग्य से छींका टूटा|to get something valuable by pure luck|by the cat’s fortune the hanging rack broke|छाती पर बोझ डालना
258|चूहे बिल्ली का खेल|a game of chase and evasion|a cat-and-mouse game|दिल में बात रखना
259|चूहे दौड़ना|to feel hungry|mice to run (about)|चूहे कूदना
260|गधे के सिर से सींग गायब|something missing without a trace|horns gone from the donkey’s head|साँप की तरह दौड़ना
261|गधे पर बैठकर शेर की बात करना|to act proud without reason|to sit on a donkey and talk of a lion|सीने में बैठना
262|गधे को घोड़ा बनाना|to exaggerate someone’s abilities|to make a donkey into a horse|सीने में बात रखना
263|गधे को फूलों की माला पहनाना|to honor an undeserving person|to put a garland of flowers on a donkey|साँप का बच्चा
264|गधे के कान में बांसुरी|to waste effort on someone ignorant|a flute in a donkey’s ear|बांसुरी की तरह
265|गाय का दूध पीना|to live peacefully and simply|to drink the cow’s milk|पानी सिर से गुजरना
266|गाय बनना|to act innocent or submissive|to become a cow|बीन बजाना
267|गाय के आगे बीन बजाना|to explain something to someone who won’t understand|to play a reed-pipe before a cow|बीन बजाना
268|ऊँट के मुँह में जीरा|too little for a large need|cumin in a camel’s mouth|जी जान से लगना
269|ऊँट पहाड़ के नीचे|to meet one’s superior or defeat|camel beneath the mountain|दिल का रोग
270|ऊँट के मुँह में खजूर|tiny reward for great effort|a date in a camel’s mouth|जीरा से बैर
271|ऊँट की चाल चलना|to act steadily but slowly|to walk with the camel’s gait|दिमाग का दही बनाना
272|ऊँट रेत में सिर छिपाना|to ignore reality or hide from truth|for the camel to hide its head in sand|रेत में सिर छिपाना
273|घोड़े बेचकर सोना|to sleep peacefully without worry|to sleep having sold the horses|साँप निकल जाना
274|घोड़े पर सवार होना|to be in a hurry or overexcited|to be mounted on a horse|सवारी करना
275|घोड़े का नाल पहनना|to try something superstitious for luck|to wear a horse’s horseshoe|साँप की तरह दौड़ना
276|घोड़े की लगाम कसना|to tighten control|to tighten the horse’s reins|फूँक-फूँक कर कदम रखना
277|घोड़े दौड़ाना|to act hastily without thinking|to run the horses|दौड़ाना
278|मछली पानी से बाहर|to feel uncomfortable in a strange place|fish out of water|पानी से बाहर
279|मछली हाथ से निकलना|to miss an opportunity|for the fish to slip from the hand|हाथ में हाथ डालना
280|मछली पकड़ना|to manipulate a situation for gain|to catch fish|मछली पकड़ना
281|मछली मरना|to face downfall silently|for a fish to die|दिमाग का दही बनाना
282|मगरमच्छ के आँसू|false show of sympathy|crocodile’s tears|आँखों में बसना
283|मगरमच्छ बनना|to act powerful or arrogant falsely|to become a crocodile|act powerful or arrogant falsely
284|मगरमच्छ का शिकार करना|to take on a huge challenge|to hunt a crocodile|दिमाग की बत्ती जलना
285|सांड बनना|to act angrily or uncontrollably|to become a bull|दिल का रोग
286|सांड को लाल कपड़ा दिखाना|to provoke someone deliberately|to show a red cloth to a bull|दिमाग की बत्ती जलना
287|सांड की तरह दौड़ना|to rush without thinking|to run like a bull|दौड़ना
288|सांड की तरह जिद्दी|to be very stubborn|stubborn like a bull|जिद्दी की लकीर
289|सांड की तरह ताकतवर|to be physically strong|strong like a bull|ताक टूटना
290|तेल देखो तेल की धार|to wait and watch patiently|look at the oil—the stream of the oil|तेल का पानी करना
291|तेल लगाना|to flatter or please for benefit|to apply oil|साँप की तरह दौड़ना
292|तेल निकलना|to get exhausted completely|for oil to come out|साँप निकल जाना
293|तेल पानी एक होना|to be completely incompatible|for oil and water to be one|पानी मांगना
294|तेल जलाना|to work hard late into the night|to burn oil|साँप की तरह दौड़ना
295|धन पानी की तरह बहाना|to waste money lavishly|to let wealth flow like water|धन का पानी बहाना
296|धन दौलत इकट्ठी करना|to accumulate wealth|to gather wealth and riches|wealth of money
297|धन का घमंड होना|to be arrogant about wealth|to have pride of wealth|wealth is foolish
298|धन के पीछे भागना|to be greedy for money|to run after wealth|पीछे भी पड़ना
299|धन का नशा चढ़ना|to be blinded by riches|for the intoxication of wealth to rise|धन का दुरुपयोग करना
300|धन कमाना|to earn wealth|to earn wealth|earn wealth
301|धन की बरसात होना|to receive great fortune|for a rain of wealth to occur|धन की बरसात होना
302|धन को पानी समझना|to spend carelessly|to consider wealth as water|पानी की तरह बहाना
303|धन का दुरुपयोग करना|to misuse wealth|to misuse wealth|misuse of wealth
304|धन देना|to offer charity or contribution|to give wealth|पानी मांगना
305|नजर लगना|to be jinxed or affected by envy|for the (evil) eye to be cast|आँखों में बसा लेना
306|नजर उतारना|to remove the evil eye|to take off/ward off the eye|दिल में आग लगना
307|नजर बचाना|to avoid eye contact|to save oneself from the eye|नजर बचाना
308|नजर डालना|to glance or check|to cast a glance|नजर डालना
309|नजर चुराना|to avoid someone intentionally|to steal/avoid the eye|avoid someone intentionally
310|नजर रखना|to keep watch on something|to keep an eye|दिल में कील ठोकना
311|नजर मिलाना|to look straight and confidently|to meet the eyes|आँखों में बसा लेना
312|नजर में आना|to get attention or recognition|to come into sight|आँखें चुराना
313|नजर से गिरना|to lose respect in someone’s eyes|to fall from (someone’s) eyes|आँखों में बस जाना
314|नजरों में बसना|to be deeply admired or loved|to dwell in (someone’s) eyes|रंग उड़ना
315|मुँह की बात छीनना|to say what someone was about to say|to snatch the words from (someone’s) mouth|छीनना
316|रूठा मन मनाना|to reconcile after disagreement|to coax the sulking mind/heart|मन मनाना
317|मन बनना|to decide willingly|for the mind to be made|मन बनना
318|मन भरना|to lose interest or get satisfied|for the mind to fill/satiate|मन भर जाना
319|मन लगाना|to stay focused|to set the mind (on)|मन लगाना
320|मन मारना|to suppress one’s desires|to kill/suppress the mind|मन में बात रखना
321|मन में बैठना|to be convinced deeply|to sit in the mind|मन लगाना
322|मन में बात रखना|to keep things inside|to keep the matter in the mind|मन में बात रखना
323|मन बहलाना|to divert oneself pleasantly|to amuse/entertain the mind|मन बहलाना
