|src|true_meaning|literal_translation|predicted
132|不知所以|Not know the reason why|I don't know why|I don't know why.
133|不知所云|Unintelligible|I don't know|I don't know.
134|不耻下问|Not above asking questions|Don't be ashamed to ask|Shameful to ask
135|不识大体|Fail to see the larger issues|Ignore the general interest|I don't know.
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|Don't know how to lift it
137|不识时务|Not familiar with the current situation|Ignorant of the times|Don't know what time it is
138|不上不下|In a fix|Not up nor down|It's not easy.
139|不胜枚举|Cannot be enumerated one by one|The list goes on|Listed below are some of them:
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|No tiger in the hole, no tiger in the hole
141|不在话下|Needless to say|Not a problem|I'm not going to talk about it.
142|不足为训|Not worth learning from|Not enough for training|Inadequate training
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|There is no stopping the flow, no stopping the flow.
144|不二法门|No other way|The only way|French and English
145|不易之论|Unalterable truth|Not easy theory|It's not easy.
146|不一而足|It is by no means an isolated case|And so on|It's not enough.
147|不遗余力|Do one's utmost|Spare no effort|I'm not going anywhere.
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|It's hard to say.
149|不厌其烦|Take great pains|Take the trouble|Don't get tired of it
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|I can't get enough of it.
151|不言而喻|Self-evident|It goes without saying|It goes without saying.
152|不务空名|Not seek empty fame|No empty name|It's not a blank slate.
153|不无小补|Be of some help|No small supplement|There's no shortage of it.
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|It's not official.
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|The World is Hot and Cold
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|There's nothing hard in the world if you're afraid of people.
157|丢盔弃甲|Run away helter-skelter|Throw away armor|Giving up armor
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|Losing the bus
159|中庸之道|Middle course|The golden mean|The Middle Way
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|Drought and heavy rains
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|The wind is breaking the waves
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|I'm not sure what I'm going to do about it.
163|乘虚而入|Act when somebody is off guard|Take advantage of|Multiply by zero.
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|Dangerous for passengers
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|The Power of Nine Bulls and Two Tigers
166|乞哀告怜|Piteously beg for help|Beg for pity|People are crying and crying.
167|事倍功半|Do twice the work with half of results|Do more with less|Double and a half.
168|事半功倍|Get twice the result with half the effort|Do more with less|It's half-assed
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|It doesn't matter, it's up there.
170|事不宜迟|We must attend to the matter immediately|Without further ado|There is no need to be late.
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|It's not easy.
172|事过境迁|The incident is over and the circumstances are different|Things have changed|Transit migration is on the rise
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|Ghulam Gholam afterwards
174|事出有因|It is by no means accident al|It happened for a reason|There's a reason.
175|五湖四海|The five lakes and four seas|All over the world|Five Lakes and Four Seas
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|50 Steps and 100 Laughs
177|井底之蛙|A man of very limited experience|Frog in the well|The bottom of the well
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|Water from wells does not contaminate water from rivers
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|Rebuilding the Prison of the Dead
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|Dead sheep and cattle
181|亦步亦趋|Follow in one's steps|Dance to tune|It's also a trend.
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|People don't know, ghosts don't know
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|People are not for themselves, they die quickly
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|People are afraid of famous pigs and fat pigs
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|People should not be poisoned
186|人命危浅|One's days (or hours) are numbered|Life in danger|Human lives at risk
187|人浮于事|Superfluous staff|People are overwhelmed|People get caught up in things.
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|The People's Victory Day
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|It's the same with people, it's the same with people.
190|人欢马叫|A busy, prosperous country scene|People cheering horses|People cheering
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|Humanity at its best
192|人弃我取|I will take whatever others don't want|People abandon me|People abandoned me and took me away
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|The Harpsichord is dead
194|人心向背|The will of the people|Heart to back|People are turning their backs
195|人心所向|The direction of popular sentiment (or feeling)|What people want|Where is the human heart going?
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|I don't know if it's possible, but it's possible.
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|People are shameless, and Pepsi can do it.
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|Man-made knife, I'm fish meat
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|People whispered softly.
200|人云亦云|Parrot|Echo what others say|This is not the first time.
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|The Good See the Good, the Wise See the Wise
202|今非昔比|Times have changed|Not what it used to be|It's not like it used to be.
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|It's only yesterday.
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|He attacked the mountain wrong.
205|付之一炬|Set something on fire|Burn it down|Paying one penny
206|以貌取人|Judge by outward looks|Judging people by their appearance|How to look like a man
207|以德报怨|Return good for evil|Retaliate with virtue|Germany complains
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|It's time to move on.
209|以理服人|Convince people by sound argument|Convince people with reason|I don't know.
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|How to measure the sea with a telescope
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|Stoning with eggs
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|Watching the Aftermath
213|以攻为守|Attack in order to defend|Offense as defense|Attack as a defense
214|以己度人|Judge others by oneself|Save others by yourself|It's not just me.
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|In the heart of a child, in the belly of a drug addict
216|以血还血|Demand (or pay) blood for blood|Blood for blood|Blood for blood
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|Added by hand
218|以身殉职|Die a martyr at one's post|Die in the line of duty|Martyred
219|以身作则|Set a good example to others|Lead by example|Take it as an example.
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|The Spear of the Son, the Shield of the Attacker
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|It's all about the hype.
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|I'm not sure what to say.
223|以一当十|Pit one against ten|One to ten|10 to 1
224|以一警百|Punish one as a warning to others|One police one hundred|Alert to 100
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|I'm not going to lie.
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|An eye for an eye, a tooth for a tooth
227|以怨报德|Repay good with evil|Repay kindness with resentment|In protest against Germany
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|Let the wind blow and stay on the shark boat
229|任其自流|Let things run their course|Let it run its course|Let it go.
230|任重道远|Shoulder a heavy responsibility|A long way to go|It's a long way from here.
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|Ho Chi Minh and the Communist Party
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|You're after me.
233|你死我活|Life-and-death|You die and I live|You die and I live.
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|What does Nair look like?
235|何去何从|What course to follow|Where to go|Where are you going?
236|何足挂齿|Not worth bothering about|He Zu hang teeth|What's the point?
237|作威作福|Lord it over (others)|To make a fortune|How to Become a Blessing
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|The bad come, the good don't
239|来日方长|There will be ample time|Come to Japan for a long time|Japanese Foreign Minister
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|It's not polite to come and go.
241|供不应求|Supply falls short of demand|In short supply|Supply and demand
242|依然如故|Remain unchanged (or the same)|Still the same|It's still the same.
243|依样画葫芦|Follow the beaten track|Draw a gourd|This is how I paint.
244|依违两可|Be undecided|Both can be violated|It's a violation of the law.
245|信马由缰|Let things take their natural course|The horse is reined|The letter was written by a woman.
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|Believe and you will be punished
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|Repaired and Refurbished
248|俯仰由人|Be at somebody's beck and call|Pitched by man|Looking down at people
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|Relying on the old and betraying the old
250|倚官仗势|Count on one's powerful connections|Rely on officials|Relying on the authorities
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|Killing with a knife
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|Borrowed Themes Played
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|Borrowing from the past today
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|Buddhists offer flowers to Buddha
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|I'm not going to lie to you.
256|假公济私|Use public office for private gain|Fake public service|Fake charity
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|One day a monk knocks on a clock
258|偷天换日|Audacious scheme of cheating people|Steal the day|Stealing the day
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|Stealing a beam and replacing a column
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|The rice is stealthy and not corroded
261|偷鸡摸狗|Crooked dealings|Stalking the dog|Dogs are being groped.
262|侥幸取胜|Win by a fluke|Get away with it|You're lucky to have won.
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|Cheap and beautiful
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|How are you?
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|Brother clinging to wall
266|兄弟阋于墙，外御其侮|Internal disunity dissolves at the threat of external invasion|Brothers are separated from the wall, and they are defended from outside|Brother hanging on wall, insulted by outsiders
267|先天下之忧而忧，后天下之乐而乐|The first to show concern and the last to enjoy himself|The world's worries and worries first, and the world's joys and joys later|It's not that I don't want to be happy, it's that I don't want to be happy.
268|先斩后奏|(ancient general) empowered to kill first then report later|Cut before play|Forward and back
269|光复旧物|Recover lost territory|Restoring the old|Photographic recycling
270|光阴似箭|How time flies|Time flies like an arrow|Shadows are like arrows
271|克敌制胜|Conquer the enemy|Overcome the enemy and win|The enemy is victorious
272|兔子不吃窝边草|A rabbit doesn't eat the grass near its hole (so that it will be protected)|Rabbits don't eat nest grass|Monkeys don't eat the grass
273|兔子尾巴长不了|Won't last long|Rabbit tail doesn't grow|Monkey's tail is too long
274|兔死狗烹|The hounds are killed for food once all the hares are bagged|Rabbit dead dog cooking|I'm not going to lie to you.
275|兔死狐悲|Like mourns over the death of like|Rabbit dead fox sad|Mourning the Death of a Fox
276|入不敷出|Unable to make ends meet|Make ends meet|In and out
277|入国问俗|Learn about customs and habits of the country one goes to|Entering the country to ask about customs|Questions about entering the country
278|入乡随俗|When in Rome do as the Romans do|Do as the Romans do|I'm going to the village.
279|内忧外患|Domestic trouble and foreign invasion|Internal and external troubles|Inner and outer worries
280|内外交困|Be in dire straits at home and abroad|Internal and external difficulties|The internal diplomatic standoff
281|全力以赴|Strain every nerve|Go all out|We are doing everything we can.
282|两面讨好|Try to keep the favor of both sides in a dispute|Pleasing on both sides|Both sides agree
283|两面三刀|Double-faced tactics|Three swords on both sides|A double-edged sword
284|两全其美|Serve a twofold purpose|Best of both worlds|Both are beautiful.
285|两小无猜|(of a boy and a girl) be innocent playmates|Two little guesses|There's no doubt about it.
286|两袖清风|(of an official) have clean hands|Two Sleeves Breeze|The wind is blowing.
287|八仙过海，各显神通|Try to outshine each other|The Eight Immortals cross the sea, each showing their magical powers|8th of July is the most important day of the year.
288|公说公有理，婆说婆有理|Both parties claim to be in the right|The public said the public was reasonable, the mother said the mother was reasonable|The public is right, the grandmother is right
289|公而忘私|Selfless|Public but private|I've been forgotten in public.
290|六亲不认|Turn one's back on ones own flesh and blood|Six parents do not recognize|6 parents disagree
291|六神无主|In a state of utter stupefaction|Six gods without masters|The Six Gods and the Godless
292|兵不厌诈|All is fair in war|Soldiers never tire of deceit|Soldiers are tired of cheating
293|兵临城下|The city is under siege|Soldiers approaching the city|Military prisoners under siege
294|兵贵神速|Speed is precious in war|Soldiers are very fast|This is not the first time I've seen this.
295|兵戎相见|Resort (or appeal) to arms|See each other|Military leaders meet
296|其味无穷|A lasting pleasant taste|Its taste is endless|The taste is endless.
297|兼听则明，偏信则暗|Listen to both sides and you will be enlightened|Listening at the same time is bright, partial believing is dark|It's easy to listen, but it's not easy to be prejudiced.
298|再接再厉|Intensify (or redouble) one's efforts|Make persistent efforts|And again and again and again.
299|冒天下之大不韪|Be against the world|Risk the world|It's hard to imagine what it's like to live in a country like this.
300|冤家路窄|Inevitable confrontation|Enemy road is narrow|The road to the wrongdoer is narrow
301|冰冻三尺，非一日之寒|The trouble has been brewing for quite some time|Frozen three feet, not a day's cold|Three feet of frost, not a day's cold
302|冰炭不相容|As incompatible (or irreconcilable) as ice and hot coals|Charcoal is not compatible|Ice coal is incompatible
303|冷眼旁观|Stand aloof and look on with cold indifference|Sit on the sidelines|Cold-eyed bystanders
304|凡事预则立，不预则废|Preparedness ensures success and unpreparedness spells failure|Forewarned is forearmed, without prejudging the waste|All things are pre-established and un-established.
305|凯旋归来|Return with flying colors|Return with glory|The triumph is back
306|出头露面|(be) in the limelight|Make an appearance|In front of the camera
307|出生入死|(be) through thick and thin|Go through fire and water|Born to die
308|刀山火海|A mountain of swords and a sea of flames|Knife mountain and sea of fire|The Sea of Fire
309|切磋琢磨|Compare notes|Learn from each other|Cutting and grinding
310|初生之犊不怕虎|Young people are fearless|Newborn calves are not afraid of tigers|The first-born calf is not afraid of tigers
311|别久情疏|Out of sight, out of mind|Don't be shy|Good-bye and miss you.
312|利令智昏|Be mesmerized by money|Li Lingzhi faints|It's not just me who's doing it.
313|到什么山唱什么歌|When in Rome do as the Romans do|What mountain to sing what song|What mountains to sing to?
314|刻舟求剑|Ridiculous stupidity|Carving a boat for a sword|The carving of a sword
315|刻意求工|Try to do one's very best to achieve perfection|Deliberately seeking work|Job seeking on purpose
316|削足适履|Cut the feet to fit the shoes|Cut to fit|Cutting back on living expenses
317|前怕狼，后怕虎|Be plagued by all sorts of fears|Fear of wolves before, fear of tigers|Fear of wolves, fear of tigers
318|前仆后继|With fresh forces always stepping forward as others fell|One after another|Former Servant and Successor
319|前门拒虎，后门进狼|Fend off one danger only to fall prey to another|The front door rejects the tiger, the back door enters the wolf|Tiger at the front door, wolf at the back
320|前倨后恭|Change from arrogance to humility|The front and the back are respectful|Congratulations to the President
321|前车之覆，后车之鉴|One should take warning from another's mistake|Overlap from the previous car, learn from the future car|The front cover, the rear cover
322|前事不忘，后事之师|Past experience, if not forgotten, is a guide for the future|Past experience guide for the future|Don't Forget the Past, Teacher of the Past
323|前人栽树，后人乘凉|Profiting by the labor of one's forefathers|The predecessors planted the trees, the later generations enjoyed the shade|The former planting trees, the latter cooling
324|前思后想|Turn over in one's mind|Think before and after|Thinking ahead and thinking about it
325|剜肉补疮|Resort to a remedy worse than the ailment|Gouging out sore|The chicken soup
326|劈头盖脸|(blow) direct in the face|Cover your face|People wearing masks
327|力排众议|Prevail over all dissenting views|Against the odds|The House of Representatives
328|力所不及|Above (beyond or out of) one's reach|Beyond the power|I can't help it.
329|力所能及|Do everything in one's power|Do your best|What can I do?
330|力挽狂澜|Make vigorous efforts to turn the tide|Turn the tide|I'm not going to lie to you.
331|功败垂成|Fail when success is already in sight|Success or failure|Failure is inevitable
332|功到自然成|Constant effort yields sure success|Success comes naturally|It's only natural.
333|助纣为虐|Encourage oppression|Help Zhou to abuse|Help is abuse
334|勇冠三军|Distinguish oneself by peerless valor in battle|Brave Champions and Three Armies|Winning the Triple Crown
335|动辄得咎|Be blamed for every move (or for whatever one does)|Blame at every turn|It's not my fault.
336|胜败乃兵家之常|Defeats or victories are ordinary things to a general|Victory and defeat are the norm in the military|Victory and defeat are common in the military
337|胜不骄，败不馁|Not puffed up by success, undismayed by failure|Victory is not proud, defeat is not discouraged|It's not a matter of pride, it's not a matter of defeat.
338|劳民伤财|Waste of manpower and public funds|Laboring people and hurting wealth|Workers and property damage
339|劳而无功|Work fruitlessly|Toil in vain|It's hard work, but it's worth it.
340|势成骑虎|In the position of one riding a tiger|Riding a tiger|Riding on a tiger
