|src|true_meaning|literal_translation|predicted
33|नाक का सवाल होना|to be a matter of pride or ego|to be a question of the nose (honor)|"""To have a question on one's mind"""
34|नाक भौं सिकोड़ना|to show disapproval|to wrinkle the nose and brows|"""To swallow one's pride"""
35|नाक नीची करना|to humiliate publicly|to make the nose low|To Bow One's Head
36|कान खड़े होना|to become alert or suspicious|for the ears to stand up|"""To be in a state of hearing"""
37|कान पर जूँ न रेंगना|to remain unaffected or unmoved|for not even a louse to crawl on the ear|"""Don't get caught off guard"""
38|कान में तेल डालना|to ignore someone's words|to pour oil into the ear|"""To Add Oil to the Fire"""
39|कान में फूंक मारना|to influence or manipulate someone secretly|to blow a puff into the ear|"""To hit someone on the head"""
40|कान पकड़ना|to vow never to repeat a mistake|to hold the ears|"""To hold one's ears"""
41|कान भरना|to manipulate someone against another|to fill the ears|"""To be overwhelmed or filled with something"""
42|कान काटना|to outsmart completely|to cut the ear|"""Cutting Off One's Ears"""
43|आसमान सिर पर उठाना|to create a big commotion or panic|to lift the sky onto one’s head|"""To lift oneself up to the sky"""
44|आसमान से बातें करना|to reach great heights or success|to talk with the sky|To Talk to the Sky
45|आसमान से गिरे खजूर में अटके|to fall from one trouble into another|having fallen from the sky, stuck in a date-palm|"""To be stuck in a dilemma or a difficult situation"""
46|आग बबूला होना|to become extremely angry|to become fire-foaming (blazing angry)|"""To be in a tight spot"" or ""To be in a difficult situation"""
47|आग में घी डालना|to worsen an already bad situation|to pour ghee into the fire|"""Pouring Oil on the Fire"""
48|आग में कूदना|to take a dangerous risk|to jump into the fire|"""To be at the mercy of circumstances"""
49|आग लगना|to become furious or jealous|for fire to catch|"""To catch fire"""
50|आग ठंडी होना|to calm down after anger|for the fire to cool|"""The fire becomes cold"""
51|आग उगलना|to speak harshly or aggressively|to spit/emit fire|"""To Spread Like Wildfire"""
52|आग से खेलना|to invite danger knowingly|to play with fire|"""Playing with Fire"""
53|आग लगाना|to instigate or provoke trouble|to set on fire|"""To set fire to"""
54|आग दिखाना|to show anger or power|to show fire|"""To show the way forward"""
55|आग लग जाना|to feel jealous or restless|for fire to get lit|"""To Start Burning"""
56|आग बन जाना|to become furious|to become fire|"""To become a fire"" or ""To ignite"""
57|आग पर तेल डालना|to intensify an argument or situation|to pour oil on the fire|"""To add fuel to the fire"""
58|धूल चाटना|to face defeat or humiliation|to lick dust|"""To be busy with trivial matters"""
59|धूल फाँकना|to struggle in poverty or hardship|to gulp/eat dust|"""To stir up trouble"""
60|धूल झाड़ना|to scold or reprimand strongly|to shake off dust|"""To stir up dust"""
61|धूल में मिलाना|to destroy completely|to mix into dust|"""To be caught in a web of lies"""
62|धूल उड़ाना|to make a scene unnecessarily|to raise/fly dust|"""To be in a state of confusion or disarray"""
63|धूल झोंकना|to deceive or mislead someone|to throw dust (in the eyes)|"""To be in a state of confusion or bewilderment"""
64|हवा निकल जाना|to lose courage suddenly|for the air to go out|"""The wind blows away"""
65|हवा खा जाना|to run away secretly|to eat wind|"""To be out of breath"" or ""To be gasping for air"""
66|हवा में उड़ाना|to waste money carelessly|to throw/waft in the air|"""Flying Blind"""
67|हवा बन जाना|to disappear quickly|to become air|"""To be blown away"""
68|हवा में बात करना|to speak without proof or sense|to speak into the air|"""Talking in the Air"""
69|हवा लगना|to be influenced by others|to catch/get the wind|"""The wind blows"""
70|हवा देना|to encourage or instigate something|to give air|"""To give air"" or ""To breathe"""
71|हवा बदलना|to change situation or environment|to change the air|"""To Change the Wind"""
72|हवा चखना|to get a taste of something new (usually trouble)|to taste the air|"""To take a deep breath"""
73|हवा बंद होना|to lose confidence completely|for the air to stop|"""The Wind Stops Blowing"""
74|आँख में धूल झोंकना|to deceive or fool someone|to throw dust into the eye|**To see smoke in one's eyes**
75|आँखें फटी की फटी रह जाना|to be shocked or amazed|for the eyes to remain torn-open|"""To be seen as if one has fallen asleep"""
76|आँखों में धूल झोंकना|to cheat someone cleverly|to throw dust into the eyes|"""To see smoke in one's eyes"""
77|आँखों में बस जाना|to win someone’s heart|to come to reside in the eyes|"""To be swallowed up by one's eyes"""
78|आँखों से ओझल होना|to disappear from sight|to be hidden from the eyes|"""To see with one's eyes"""
79|आँख दिखाना|to threaten or scold harshly|to show the eye|"""To Show One's Face"""
80|आँख तरेरना|to glare angrily|to glare with the eyes|"""To be in a state of confusion or bewilderment"""
81|आँखें फाड़ना|to stare in surprise|to rip/tear the eyes open (goggle)|"""To Open One's Eyes"""
82|आँखें मूँदना|to ignore intentionally|to shut/close the eyes|"""To Close One's Eyes"""
83|आँखों में आँसू आना|to become emotional or sad|for tears to come into the eyes|"""To see tears in one's eyes"""
84|दिल लगाना|to fall in love|to attach the heart|"""To have a heart-to-heart talk"""
85|दिल तोड़ना|to break someone's heart|to break the heart|"""To let go of one's heart"""
86|दिल जीतना|to win someone's affection|to win the heart|"""To have a heart-to-heart conversation"""
87|दिल पर लेना|to take something personally|to take to the heart|"""Heartfelt"" or ""Deeply"""
88|दिल लगाकर काम करना|to work wholeheartedly|to work with the heart attached|"""Working with the heart"""
89|दिल में बात रखना|to hide one’s feelings|to keep the matter in the heart|"""To hold a conversation in one's heart"""
90|दिल पर पत्थर रखना|to act bravely despite pain|to place a stone on the heart|"""To Put a Stone in One's Heart"""
91|दिल जलना|to feel jealous or envious|for the heart to burn|"""To feel a burning sensation in one's heart"""
92|दिल बहलाना|to distract from sadness|to amuse/console the heart|"""To be heartbroken"""
93|दिल धड़कना|to feel nervous or excited|for the heart to beat|"""To feel the heat"""
94|दिल खोलकर देना|to be generous|to give with the heart open|"""To give someone a heart attack"""
95|दिल में चोर होना|to have guilt or bad intentions|for there to be a thief in the heart|Feeling Like a Thief in the Night
96|दिल में बसना|to be deeply loved or remembered|to dwell in the heart|"""To be in one's heart"""
97|दिल का हाल बताना|to express inner feelings|to tell the condition of the heart|"The idiom ""दिल का हाल बताना"" translates to ""to express one's feelings"" or ""to convey one's emotions"" in English. This phrase is often used to describe the act of sharing one's innermost thoughts and feelings with someone else."
98|दिल टूट जाना|to feel heartbroken|for the heart to break|"""To Lose One's Heart"""
99|दिल खुश हो जाना|to become happy|for the heart to become happy|Feeling Contentment
100|दिल में बात आना|to get an idea or feeling|for a thought to come into the heart|"""To feel something in one's heart"""
101|दिल से उतर जाना|to lose affection or trust|to descend/fall from the heart|"""To feel a sense of relief"""
102|दिल से लगाना|to love or treat affectionately|to press/hold to the heart|"""To feel or experience something deeply"""
103|दिल लगा रहना|to stay interested or focused|to remain heart-attached|"""Feeling Like It"""
104|दिमाग चलना|to think cleverly|for the mind/brain to run|"""Thinking Out Loud"""
105|दिमाग खराब होना|to lose temper or sanity|for the mind to go bad|"""To have a bad mind"" or ""To have a bad head"""
106|दिमाग लगाना|to use intelligence or creativity|to apply the mind|"""To think about something"""
107|दिमाग ठिकाने लगाना|to discipline or bring to senses|to put the mind in its place|"""To fix one's mind on something"""
108|दिमाग का दही होना|to get mentally exhausted|the brain to become curd|"""To be in a state of confusion or bewilderment"""
109|दिमाग घुमाना|to confuse or manipulate someone|to spin/turn someone’s mind|"""To think or ponder deeply"""
110|दिमाग का ताला खोलना|to start thinking or understanding|to open the lock of the mind|"""To lose one's mind"" or ""To go crazy"""
111|दिमाग खाना|to irritate by constant nagging|to eat the brain|"""To have a mental breakdown"""
112|दिमाग लग जाना|to focus attention on something|for the mind to get engaged|"""To get a headache"""
113|दिमाग में बात आना|to get a sudden idea|for an idea to come into the mind|"""An Idea Strikes"""
114|पानी-पानी होना|to feel embarrassed or ashamed|to become water-water|"""To be in the same boat"""
115|पानी फिर जाना|to have plans fail suddenly|for water to go over (it)|"""The water flows back"""
116|पानी मांगना|to beg for mercy|to ask for water|"""To ask for water"""
117|पानी उतारना|to humiliate someone publicly|to bring down/drain the water|"""To Pour Water"""
118|पानी सिर से गुजरना|to reach the limit of patience|for water to pass over the head|"""To be overwhelmed by something"""
119|पानी में आग लगाना|to attempt the impossible|to set fire in water|"""To set fire to a boat"""
120|पानी पर लिखा|to be temporary or futile|written on water|"""Written on Water"""
121|पानी बराबर होना|to be equal in strength or skill|to be equal like water|"""Equalizing the Water"""
122|पानी पीना|to feel comfortable after fear|to drink water|"""Drinking Water"""
123|पानी मांगना पड़ना|to be defeated badly|to have to ask for water|"""To be thirsty for water"""
124|पानी लाना|to bring respect or reputation|to bring/fetch water|"""To bring water"""
125|हाथ बँटाना|to help or assist someone|to share/divide the hand|"""To Break Out"""
126|हाथ धोकर पीछे पड़ना|to chase or target relentlessly|to wash one’s hands and go after|"""To run away from something with one's hands in the air"""
127|हाथ खड़े कर देना|to give up completely|to make (one) raise hands|"""To put one's hands on something"""
128|हाथ पाँव फूल जाना|to panic or get nervous|for hands and feet to bloom|"""To be completely absorbed or engrossed"""
129|हाथ मलना|to regret something deeply|to rub the hands|"""To be in a tight spot"""
130|हाथ साफ़ होना|to be skilled or experienced|for the hand to be clean|"""To have a clean hand"" or ""To be clean-handed"""
131|हाथ पर हाथ धरे रहना|to do nothing|to keep one hand resting on the other|"""To hold one's breath"""
132|हाथ की सफाई दिखाना|to show cleverness or skill|to show the hand’s cleanliness (sleight)|"""Showing one's hand"""
133|हाथ में लेना|to take responsibility for something|to take in hand|"""To take hold of"" or ""To grasp"""
134|हाथ से निकल जाना|to miss an opportunity|to go out of the hand|"""To be taken by surprise"""
135|हाथ लगना|to get caught or succeed|to come to the hand|"""To feel the weight of something"""
136|हाथ धोना|to lose something completely|to wash hands|"""To wash one's hands"""
137|हाथ मिलाना|to collaborate or agree|to join hands|"""To shake hands"""
138|हाथ बाँधना|to restrict or tie someone’s ability|to tie/bind the hands|"""To Hold One's Breath"""
139|हाथ ऊँचा होना|to be more powerful or dominant|for the hand to be higher|"""To be on one's toes"""
140|हाथ जलना|to learn by mistake|for the hand to be burned|"""To Feel the Heat"""
141|हाथ थामना|to support someone|to hold the hand|"""To put one's hands on something"""
142|हाथ पसारना|to beg or plead|to spread the hand (for alms)|"""To lose one's grip"""
143|हाथ काटना|to separate or break relation|to cut the hand|"""To Cut One's Hand"" "
144|हाथ मोड़ना|to refuse or reject something|to twist the hand|"""To Fold One's Hands"""
145|पैर पसारना|to spend or expand beyond means|to spread the feet|"""To lose one's footing"""
146|पैर जमाना|to settle firmly|to set the feet firm|"""To get stuck"" or ""To be stuck"""
147|पैर पकड़ना|to beg for forgiveness|to hold the feet|"""To hold onto something tightly"""
148|पैर तले ज़मीन खिसकना|to be shocked or lose ground|for the ground to slip from under the feet|"""To lose one's footing"""
149|पैर पर कुल्हाड़ी मारना|to harm oneself by one’s own actions|to strike an axe on one’s foot|"""To Hit Someone on the Head"""
150|पैर पीछे खींचना|to withdraw from commitment|to pull the feet back|"""To look back"""
151|पैर फैलाना|to extend scope gradually|to spread the feet|"""To lose one's footing"""
152|पैर रोकना|to restrain or hesitate|to stop the feet|"""To hold one's breath"""
153|पैर रखना|to begin something new|to place a foot|"""To hold one's ground"" or ""To stand firm"""
154|पैर उठाना|to show disrespect or overconfidence|to lift the foot|"""To Stand Up"""
155|मुँह बनाना|to show annoyance or sadness|to make a face|"""To Make a Face"""
156|मुँह खोलना|to start speaking up|to open the mouth|"""Opening One's Mouth"""
157|मुँह लटकाना|to look disappointed|to hang the face|"""To be stuck in one's own thoughts or ideas"""
158|मुँह की खाना|to suffer humiliation|to eat of the mouth|"""Mouthful of Food"""
159|मुँह मोड़ना|to turn away or refuse help|to turn the face away|"""To Hold One's Tongue"""
160|मुँह दिखाना|to appear shamelessly after wrongdoing|to show the face|"""To show one's face"""
161|मुँह में राम बगल में छुरी|to be deceitful in nature|Ram in the mouth, knife in the armpit|"""In the mouth, Ram; behind the ear, churri"""
162|मुँह माँगी मुराद मिलना|to get exactly what one wanted|to get the wish asked by mouth|"""Desire comes when you ask for it"""
163|मुँह बंद रखना|to stay silent|to keep the mouth closed|"""To keep one's mouth shut"""
164|मुँह खुलवाना|to make someone speak|to make (someone) open the mouth|"""Opening One's Mouth"""
165|मुँह चुराना|to avoid facing someone|to hide/steal the face (avoid)|"""To Steal One's Words"""
166|मुँह तोड़ जवाब देना|to give a fitting reply|to give a mouth-breaking reply|"""To speak out one's mind"""
167|मुँह में घी शक्कर|used to bless or hope for good news|ghee and sugar in the mouth|"""To be full of butter and sugar"""
168|मुँह लगना|to act too familiar with elders|to get attached to the mouth|"""To be at a loss for words"""
169|मुँह में जुबान न होना|to be timid or unable to speak up|to not have a tongue in the mouth|"""Not having a mouthful of joy"""
170|मुँह से बात निकलना|to accidentally reveal something|for the words to come out of the mouth|"""To speak without thinking"""
171|हिम्मत हारना|to lose courage|to lose courage|"""To lose one's courage or spirit"""
172|हिम्मत रखना|to stay strong and confident|to keep courage|"""To be cautious or careful"""
173|हिम्मत बाँधना|to encourage oneself|to tie/bind courage|"""To hold one's breath"""
174|हिम्मत जुटाना|to gather courage|to gather courage|"""To be taken aback"" or ""To be caught off guard"""
175|हिम्मत टूटना|to become hopeless|for courage to break|"""To lose one's resolve"""
176|हिम्मत दिखाना|to show bravery|to show courage|"""To show one's resolve"""
177|हिम्मत बढ़ाना|to motivate or encourage someone|to increase courage|"""Boosting Motivation"""
178|जुबान चलाना|to talk disrespectfully|to run the tongue|"""To be in a bind"" or ""To be in a tight spot"""
179|जुबान फिसलना|to say something by mistake|for the tongue to slip|"""To lose one's nerve"""
180|जुबान देना|to make a promise|to give one’s tongue (word)|"""To give a gift"""
181|जुबान रखना|to keep one’s word|to keep one’s tongue (word)|"""To hold one's tongue"""
182|जुबान काटना|to regret saying something|to cut/bite the tongue|"""Cutting off the head"""
183|जुबान पकड़ना|to hold someone to their words|to catch/hold the tongue|"""To seize the moment"""
184|जुबान पर काबू रखना|to control speech|to keep control on the tongue|"""To hold on to one's pride"""
185|जुबान लगना|to get into an argument|to get on the tongue|"""To be in a pickle"""
186|जुबान बंद रखना|to stay silent intentionally|to keep the tongue shut|"""To keep one's mouth shut"""
187|दाँत पीसना|to show silent anger|to grind the teeth|"""To bite one's nails"""
188|दाँत दिखाना|to laugh unnecessarily|to show the teeth|"""To show one's teeth"""
189|दाँत गिनाना|to mock or insult someone|to count the teeth|"""Counting Teeth"""
190|दाँत काटी रोटी|to have a close friendship|tooth-bitten bread|"""Cutting off the nails to the bread"""
191|दाँत टूट जाना|to be defeated or embarrassed|for the teeth to break|"""To lose one's teeth"""
192|पसीना बहाना|to work hard|to make sweat flow|"""To use a pretext"""
193|पसीना छुड़ाना|to frighten or exhaust|to make someone break into sweat|"""To cut down one's losses"""
194|पसीना निकलना|to feel nervous or hot|for sweat to come out|"""To come out of hiding"""
195|पसीना-पसीना होना|to be drenched in sweat (from work or fear)|to become sweat-sweat (drenched)|"""To be on tenterhooks"""
196|खून पसीना एक करना|to work tirelessly|to make blood and sweat one|"""To do something with one's blood"""
197|खून खौलना|to feel extreme anger|for the blood to boil|"""To bleed dry"""
198|खून जलाना|to waste emotional energy|to burn blood|"""To shed blood"" or ""To spill blood"""
199|खून चूसना|to exploit someone harshly|to suck blood|"""To bleed to death"""
200|खून में उबाल आना|to be fired up with passion|for the blood to come to a boil|"""To be in a state of turmoil or agitation"""
201|खून पसीने की कमाई|hard-earned money|earnings of blood and sweat|"""Stealing Blood from the Wound"""
202|खून सफेद होना|to become heartless or selfish|for the blood to become white|"""To be bloodless"""
203|खून चढ़ना|to feel energetic or brave|for the blood to rise|"""To bleed to death"""
204|खून उतरना|to lose courage suddenly|for the blood to descend|"""To bleed out"""
205|पसीने छूटना|to panic under pressure|for sweats to break out|"""To be forgiven or pardoned"""
206|खून जम जाना|to be terrified|for the blood to freeze/clot|"""To be in a tight spot"" or ""To be in a difficult situation"""
207|खून देना|to sacrifice selflessly|to give blood|"""To give blood"""
208|खून का रिश्ता|blood relation|a relation of blood|The Connection of Blood
209|खून बहाना|to fight fiercely|to make blood flow|"""To use someone's blood as a cover"""
210|खून खराबा होना|to result in violence or bloodshed|for bloodshed/ruin to happen|"""To be in trouble"""
211|दिल थाम लेना|to feel suspense or fear|to hold the heart|"""To be heartbroken"""
212|दिल लगा लेना|to fall in love deeply|to set/attach the heart|"""Feeling the Pain"""
213|दिल में आग लगना|to feel jealousy or anger|for fire to ignite in the heart|"""A fire starts in one's heart"""
214|दिल दहल जाना|to be terrified|for the heart to shudder|"""To have one's heart broken"""
215|दिल धकधक करना|to feel nervous or anxious|for the heart to throb ‘dhak-dhak’|"""To Be Nervous or Fidgety"""
216|दिल में उतरना|to become likable or close to heart|to descend into the heart|"""To be felt in the heart"""
217|दिल में ठंडक पड़ना|to feel relief or satisfaction|for coolness to fall in the heart|"""To feel cold in the heart"""
218|दिल को छू जाना|to touch emotionally|to go and touch the heart|"""To crush one's heart"" or ""To hurt one's heart"""
219|दिल जीत लेना|to win affection|to win the heart|"""To win the heart"" or ""To win someone's affection"""
220|दिल में कसक रह जाना|to feel unfulfilled desire or regret|for a pang to remain in the heart|"""To feel like one is being crushed in the heart"""
221|दिल का चैन खोना|to lose peace due to love or worry|to lose the heart’s peace|"""To lose one's heart"""
222|दिल बहल जाना|to feel consoled|for the heart to be consoled/amused|"""To feel overwhelmed"""
223|दिल कड़ा करना|to act firmly despite emotions|to make the heart hard|"""To put one's heart into something"""
224|दिल बैठ जाना|to lose hope or courage|for the heart to sit/sink|"""To Feel Stuck"""
225|दिल बदलना|to change one’s opinion or feelings|to change the heart|"""Change of Heart"""
226|साँप निकल गया, लकीर पीटते रह गए|to act after the damage is already done|the snake went out; (they) kept beating the line|"""The snake has slithered away, and the song has continued to play."""
227|साँप सूँघ जाना|to become completely silent out of fear|for a snake to sniff (one)|"""To be in a tight spot"" or ""To be in a bind"""
228|साँप और नेवले की लड़ाई|a fight between sworn enemies|a snake-and-mongoose fight|The Battle of the Snake and the Snake Charmer
229|साँप के मुँह में छछूंदर|to be stuck in an impossible situation|a shrew in the snake’s mouth|"""A Mouse in the Mouth of a Snake"""
230|साँप को दूध पिलाना|to favor someone who will harm you later|to feed milk to a snake|"""To give milk to a snake"""
231|साँप की केंचुली बदलना|to change completely in nature or appearance|for a snake to change its slough/skin|"""To change one's mind"""
232|साँप भी मर जाए और लाठी भी न टूटे|to solve a problem smartly without harm to anyone|the snake die too and the stick not break|"""Even if the snake dies, the stick doesn't break"""
233|साँप का बच्चा|a dangerous or deceitful person|a snake’s offspring|"""The Son of a Snake"""
234|साँप के बिल में हाथ डालना|to invite trouble knowingly|to put a hand into a snake’s burrow|"""To put one's hand in the mouth of a snake"""
235|साँप निकलते ही लकीर पीटना|to regret after losing the opportunity|to beat the line once the snake has left|"""To sing while the snake is coiling"""
236|शेर की सवारी करना|to take a dangerous or risky decision|to ride a lion|"""Riding on a Tiger"""
237|शेर बनना|to act bravely or arrogantly|to become a lion|"""To be like a lion"""
238|शेर का दिल रखना|to be very courageous|to keep/have a lion’s heart|"""Keeping one's heart in one's mouth"""
239|शेर के मुँह में हाथ डालना|to challenge danger directly|to put a hand in a lion’s mouth|"""To put one's hand in the mouth of a lion"""
240|शेर की तरह गरजना|to speak fearlessly or loudly|to roar like a lion|"""To Roar Like a Lion"""
241|शेर का शिकार करना|to achieve a big or risky goal|to hunt a lion|Hunting for a Lion
242|लोमड़ी की तरह चालाक|to be extremely cunning|cunning like a fox|"""Like a trickster"""
243|कुत्ते की तरह भौंकना|to shout without reason|to bark like a dog|"""To shiver like a dog"""
244|कुत्ते की मौत मरना|to die miserably or without dignity|to die a dog’s death|"""To die like a dog"""
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|bad habits never change|a dog’s tail—crooked remains crooked|"""The dog's tail is longer than the snake's tail."""
246|कुत्ते के भौंकने से हाथी नहीं रुकता|great people ignore petty criticism|by a dog’s barking the elephant doesn’t stop|"""The elephant doesn't stop shaking even if the dog shakes."""
247|कुत्ते की दुम टेढ़ी की टेढ़ी|incorrigible by nature|a dog’s tail—crooked-crooked|"""A Dog's Tail is Longer than a Fox's Tail"""
248|कुत्ते की तरह पीछे पड़ना|to chase someone relentlessly|to get after (someone) like a dog|Running Away Like a Dog
249|बंदर क्या जाने अदरक का स्वाद|the unworthy cannot appreciate value|what would a monkey know of ginger’s taste|"""What do you know about the taste of a cucumber?"""
250|बंदर के हाथ में उस्तरा|a dangerous thing in foolish hands|a razor in a monkey’s hand|"""In the Hands of a Monkey"""
251|बंदर नाच देखना|to enjoy entertainment or drama|to watch a monkey dance|"""To watch a monkey dance"""
252|बंदर घुड़की देना|to make empty threats|to give a monkey-like browbeating|"""To be a beggar"""
253|बंदर के हाथ नारियल|valuable thing with an undeserving person|a coconut in a monkey’s hand|"""A monkey's hand on the nipple"""
254|बिल्ली के गले में घंटी बाँधना|to take initiative in a dangerous task|to tie a bell on the cat’s neck|"""To put a clock on a donkey's ears"""
255|बिल्ली की तरह मुँह बनाना|to act innocent after wrongdoing|to make a face like a cat|"""To make a face like a bill"""
256|बिल्ली की तरह चुप रहना|to remain silent out of guilt or fear|to stay quiet like a cat|To be silent like a bill
257|बिल्ली के भाग्य से छींका टूटा|to get something valuable by pure luck|by the cat’s fortune the hanging rack broke|"""The fall of a leaf due to the luck of a bill"""
258|चूहे बिल्ली का खेल|a game of chase and evasion|a cat-and-mouse game|"""Playing with a Child's Doll"""
259|चूहे दौड़ना|to feel hungry|mice to run (about)|"""To act like a child"" or ""To behave like a child"""
260|गधे के सिर से सींग गायब|something missing without a trace|horns gone from the donkey’s head|"""The calf is lost from the cow's head"""
261|गधे पर बैठकर शेर की बात करना|to act proud without reason|to sit on a donkey and talk of a lion|Sitting on a Cow and Talking about a Dog
262|गधे को घोड़ा बनाना|to exaggerate someone’s abilities|to make a donkey into a horse|"""To make a horse out of a cow"""
263|गधे को फूलों की माला पहनाना|to honor an undeserving person|to put a garland of flowers on a donkey|"""To adorn oneself with flowers"""
264|गधे के कान में बांसुरी|to waste effort on someone ignorant|a flute in a donkey’s ear|"""Whispering in the ear of a cow"""
265|गाय का दूध पीना|to live peacefully and simply|to drink the cow’s milk|Drinking Cow's Milk
266|गाय बनना|to act innocent or submissive|to become a cow|"""To become a cow"""
267|गाय के आगे बीन बजाना|to explain something to someone who won’t understand|to play a reed-pipe before a cow|"""To sing along with the cow"""
268|ऊँट के मुँह में जीरा|too little for a large need|cumin in a camel’s mouth|"""A needle in a haystack"""
269|ऊँट पहाड़ के नीचे|to meet one’s superior or defeat|camel beneath the mountain|"""The bird is perched on the mountain's base."""
270|ऊँट के मुँह में खजूर|tiny reward for great effort|a date in a camel’s mouth|"""A plum in the mouth of a sparrow"""
271|ऊँट की चाल चलना|to act steadily but slowly|to walk with the camel’s gait|To Move Like a Duck
272|ऊँट रेत में सिर छिपाना|to ignore reality or hide from truth|for the camel to hide its head in sand|"""To keep one's head down"""
273|घोड़े बेचकर सोना|to sleep peacefully without worry|to sleep having sold the horses|"""To sleep on the money earned from selling a horse"""
274|घोड़े पर सवार होना|to be in a hurry or overexcited|to be mounted on a horse|"""Riding on a Horse"""
275|घोड़े का नाल पहनना|to try something superstitious for luck|to wear a horse’s horseshoe|"""To be a horse's tail"""
276|घोड़े की लगाम कसना|to tighten control|to tighten the horse’s reins|"""To Break the Horseshoe Nail"""
277|घोड़े दौड़ाना|to act hastily without thinking|to run the horses|"""Running like a horse"""
278|मछली पानी से बाहर|to feel uncomfortable in a strange place|fish out of water|"""To get out of the water"""
279|मछली हाथ से निकलना|to miss an opportunity|for the fish to slip from the hand|"""To emerge unexpectedly or unexpectedly"""
280|मछली पकड़ना|to manipulate a situation for gain|to catch fish|"""To catch a fish"""
281|मछली मरना|to face downfall silently|for a fish to die|"""To be in deep trouble"""
282|मगरमच्छ के आँसू|false show of sympathy|crocodile’s tears|"""A Cloud of Smoke"""
283|मगरमच्छ बनना|to act powerful or arrogant falsely|to become a crocodile|"""To be in a pickle"""
284|मगरमच्छ का शिकार करना|to take on a huge challenge|to hunt a crocodile|Hunting the Shadow
285|सांड बनना|to act angrily or uncontrollably|to become a bull|"""To be grounded"""
286|सांड को लाल कपड़ा दिखाना|to provoke someone deliberately|to show a red cloth to a bull|"""To show the red cloth of sand"""
287|सांड की तरह दौड़ना|to rush without thinking|to run like a bull|Running Like a Dog
288|सांड की तरह जिद्दी|to be very stubborn|stubborn like a bull|"""As Sand as a Pillow"""
289|सांड की तरह ताकतवर|to be physically strong|strong like a bull|"""Like a rock-solid foundation"""
290|तेल देखो तेल की धार|to wait and watch patiently|look at the oil—the stream of the oil|"""See the oil and you'll know the path"""
291|तेल लगाना|to flatter or please for benefit|to apply oil|"""To add fuel to the fire"""
