,src,true_meaning,literal_translation,predicted
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Stage-2 output (definition + candidates):
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in plain sight
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,In the dark
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,A lucky person who is blind.
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Give someone a chance
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",To know someone's name but not their face.
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,See the world through rose-colored glasses
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,Cry wolf
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To be completely immersed in a situation.
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,Blind luck
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Bad luck is like a thief in the night.
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,To see the last moments of life in darkness
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",A blind love leads to a blind outcome.
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light in the dark.
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To walk alone in the dark.
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Reason: <select the most relevant English idiom>
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear of the dark
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,अंधे को सीधा रास्ता दिखाना
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,<select the most relevant English idiom>
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Other: <select the other relevant English idioms>
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,<select the most relevant English idiom>
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"To refuse to go along with something, even if it is the right thing to do."
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To search for something in the dark.
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Step out of your comfort zone
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give someone a mirror to see their flaws.
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To gain something from a negative situation.
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look for something in the dark
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To be in the right place at the right time
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,To govern a country without any knowledge or experience.
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To be in a dark room with a single candle.
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the darkness
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To enforce a law in a way that is unjust or unfair.
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Stage-2 output (justification):
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Be aware of your surroundings in a dark place
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,To give someone a lift
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the dark.
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a candle than to curse the darkness.
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be grounded in reality
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from grace
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly high
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",to be in the same boat
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be in a state of happiness and carefree.
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To be lively and cheerful
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with your heartstrings
935,दिल का मामला,a romantic issue,matter of the heart,A heart's desire
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep your head
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Stage-1 output: <english idiom>
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To have a change of heart
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,Be indifferent
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A bond of affection
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To have a burning passion
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,Heart attack
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a hare-brained scheme
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To be in a state of confusion or bewilderment.
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,<select the most relevant English idiom>
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,Think clearly
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,You can't make an omelette without breaking eggs.
950,मुँह पर बोलना,to speak directly,to speak on the face,Speak your peace
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good and comfortable.
952,नाक कटना,to lose honor,for the nose to be cut,Stage-2 output (justification):
953,नाक ऊँची करना,to make someone proud,to raise the nose high,To think highly of oneself
954,नाक बचाना,to save face,to save the nose,To keep your head above the fray
955,नाक दबाना,to force acceptance,to press the nose,Stage-2 output (justification):
956,नाक चढ़ाना,to act proudly,to raise the nose,Stage-2 output:
957,कान खड़े करना,to become alert,to make the ears stand up,Put on a show
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Stage-1 output (definition + candidates): 4) To convey a message or idea indirectly or indirectly.
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Stage-2 output:
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,overwhelmed by a situation or feeling.
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,Stage-2 output (justification):
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Reason: <select the most relevant English idiom>
963,हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something plain
965,हाथ में खेलना,to control completely,to play in the hand,"To play with one's hands, often in a playful or casual manner."
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,<select the most relevant English idiom>
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be in a precarious position
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,Stage-2 output (justification):
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To have a panic attack
970,सिर फोड़ना,to fight violently,to smash/break the head,To be over the moon
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a splitting headache
972,सिर का दर्द,a troublesome person,pain of the head,To have a headache from overthinking.
973,सीने में जलन,to feel envy,burning in the chest,A fire in the oven.
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,A person who is set in their ways and refuses to budge.
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,To feel the wind in one's ears
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,To be heartless
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Other: <select the least relevant English idiom>
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"Don't take a deep breath, as it may lead to a negative outcome."
979,मन बनाना,to make up one’s mind,to make up the mind,Stage-2 output (justification):
980,मन भर जाना,to lose interest,for the mind to become full,To have a heavy heart
981,मन खुश करना,to please someone,to make the mind happy,To make oneself feel happy or content.
982,मन बदलना,to change opinion suddenly,to change the mind,Change one's tune
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,<select the most relevant English idiom>
984,मन जीत लेना,to win hearts,to win the mind,Stage-2 output:
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf to fall off the tree is the first to be discarded.
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Stage-2 output:
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,A bad luck
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,Stage-2 output (justification):
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Stage-2 output:
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,Stage-2 output: <select the most relevant English idiom>
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),A person who is easily swayed by others' feelings.
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,Covering up one's tracks
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,playfully flirt
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To surround oneself on all sides
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have a harebrained scheme
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money talks, but it doesn't walk."
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Have lofty ideals
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide one's true identity or intentions.
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,Make someone feel like they haven't eaten in eternity
