,src,true_meaning,literal_translation,predicted
97,दिल का हाल बताना,to express inner feelings,to tell the condition of the heart,"Explanation: <explain why the selected idiom is the best match for the Hindi idiom>  The best idiom is: To bare one's soul Explanation: The Hindi idiom 'दिल का हाल बताना' means to reveal or disclose one's true feelings or emotions. The English idiom 'To bare one's soul' is the best match for this idiom because it conveys the same meaning and context. It means to reveal one's true emotions or feelings, which is the core idea of the Hindi idiom. The other two idioms, 'To let the cat out of the bag' and 'To spill the beans', refer to revealing a secret or surprise, which is not the same as revealing one's true feelings or emotions. Therefore, 'To bare one's soul' is the best match for the Hindi idiom.  The best idiom is: To bare one's soul Explanation: The Hindi idiom 'दिल का हाल बताना' means to reveal or disclose one's true feelings or emotions. The English idiom 'To bare one's soul' is the best match for this idiom because it conveys the same meaning and context. It means to reveal one's true emotions or feelings, which is the core idea of the Hindi idiom. The other two idioms, 'To let the cat out of the bag' and 'To spill the beans', refer to revealing a secret or surprise, which is not the same as revealing one's true feelings or emotions. Therefore, 'To bare one's soul' is the best match for the Hindi idiom.  The best idiom is: To bare one's soul Explanation: The Hindi idiom 'दिल का हाल बताना' means to reveal or disclose one's true feelings or emotions. The English idiom 'To bare one's soul' is the best match for this idiom because it conveys the same meaning and context. It means to reveal one's true emotions or feelings, which is the core idea of the Hindi idiom. The other two idioms, 'To let the cat out of the bag' and 'To spill the beans', refer to revealing a secret or surprise, which is not the same as revealing one's true feelings or emotions. Therefore, 'To bare one's soul' is the best match for the Hindi idiom.  The best idiom is: To bare one's soul Explanation: The Hindi idiom 'दिल का हाल"
98,दिल टूट जाना,to feel heartbroken,for the heart to break,OR
99,दिल खुश हो जाना,to become happy,for the heart to become happy,Beaming with joy
100,दिल में बात आना,to get an idea or feeling,for a thought to come into the heart,It came to me in a flash.
101,दिल से उतर जाना,to lose affection or trust,to descend/fall from the heart,Definition: <definition of the Hindi idiom>
102,दिल से लगाना,to love or treat affectionately,to press/hold to the heart,Other: <list the other English idioms that are somewhat relevant but not the best match>  The final answer is: Best: Silence is golden
103,दिल लगा रहना,to stay interested or focused,to remain heart-attached,Alternatives: <list the other English idioms that are somewhat relevant>
104,दिमाग चलना,to think cleverly,for the mind/brain to run,To be at sixes and sevens
105,दिमाग खराब होना,to lose temper or sanity,for the mind to go bad,OR
106,दिमाग लगाना,to use intelligence or creativity,to apply the mind,<select the most relevant English idiom>
107,दिमाग ठिकाने लगाना,to discipline or bring to senses,to put the mind in its place,To be driven mad
108,दिमाग का दही होना,to get mentally exhausted,the brain to become curd,Definition: To be at the mercy of circumstances or someone else.
109,दिमाग घुमाना,to confuse or manipulate someone,to spin/turn someone’s mind,```python
110,दिमाग का ताला खोलना,to start thinking or understanding,to open the lock of the mind,Others: <list other English idioms that are not as relevant but still somewhat similar>
111,दिमाग खाना,to irritate by constant nagging,to eat the brain,A square peg in a round hole
112,दिमाग लग जाना,to focus attention on something,for the mind to get engaged,To live it up
113,दिमाग में बात आना,to get a sudden idea,for an idea to come into the mind,<select the most relevant English idiom>
114,पानी-पानी होना,to feel embarrassed or ashamed,to become water-water,Not worth a penny
115,पानी फिर जाना,to have plans fail suddenly,for water to go over (it),To come to one's senses
116,पानी मांगना,to beg for mercy,to ask for water,Close the stable door after the horse has bolted
117,पानी उतारना,to humiliate someone publicly,to bring down/drain the water,Explanation: <briefly explain why it is the best match>
118,पानी सिर से गुजरना,to reach the limit of patience,for water to pass over the head,Between the devil and the deep blue sea
119,पानी में आग लगाना,to attempt the impossible,to set fire in water,To add fuel to the fire
120,पानी पर लिखा,to be temporary or futile,written on water,Definition: <definition of the selected English idiom>
121,पानी बराबर होना,to be equal in strength or skill,to be equal like water,Be financially secure
122,पानी पीना,to feel comfortable after fear,to drink water,"2) Between a rock and a hard place.  Explanation: The idiom ""पानी पीना"" is a common expression in Hindi that means to be in a difficult situation and struggle to cope. It is often used to describe a situation where someone is facing a lot of challenges and is finding it hard to manage. The idiom is not a literal translation of the phrase ""to drink water"", but rather a figurative expression that is used to convey a sense of struggle and difficulty. The idiom ""Between a rock and a hard place"" is also used to describe a situation where someone is facing a difficult decision or a difficult situation, but it is not as strongly associated with feelings of helplessness and desperation as the idiom ""पानी पीना"". Therefore, while both idioms convey the idea of being in a difficult situation, the idiom ""पानी पीना"" is more closely associated with feelings of struggle and desperation, making it a more similar idiom to ""Between a rock and a hard place"".  Stage-2 output: 2) Between a rock and a hard place. Explanation: The idiom ""पानी पीना"" is a common expression in Hindi that means to be in a difficult situation and struggle to cope. It is often used to describe a situation where someone is facing a lot of challenges and is finding it hard to manage. The idiom is not a literal translation of the phrase ""to drink water"", but rather a figurative expression that is used to convey a sense of struggle and difficulty. The idiom ""Between a rock and a hard place"" is also used to describe a situation where someone is facing a difficult decision or a difficult situation, but it is not as strongly associated with feelings of helplessness and desperation as the idiom ""पानी पीना"". Therefore, while both idioms convey the idea of being in a difficult situation, the idiom ""पानी पीना"" is more closely associated with feelings of struggle and desperation, making it a more similar idiom to ""Between a rock and a hard place"".  Stage-3 output: 2) Between a rock and a hard place. Explanation: The idiom ""पानी"
123,पानी मांगना पड़ना,to be defeated badly,to have to ask for water,To cry for help
124,पानी लाना,to bring respect or reputation,to bring/fetch water,To fetch a pail of water
125,हाथ बँटाना,to help or assist someone,to share/divide the hand,Split the bill
126,हाथ धोकर पीछे पड़ना,to chase or target relentlessly,to wash one’s hands and go after,Candidates:
127,हाथ खड़े कर देना,to give up completely,to make (one) raise hands,"Others: 1) Speechless, 2) Left tongue-tied, 3) At a loss for words"
128,हाथ पाँव फूल जाना,to panic or get nervous,for hands and feet to bloom,Up the creek without a paddle
129,हाथ मलना,to regret something deeply,to rub the hands,To throw in the towel
130,हाथ साफ़ होना,to be skilled or experienced,for the hand to be clean,To be in the clear
131,हाथ पर हाथ धरे रहना,to do nothing,to keep one hand resting on the other,Sitting on one's hands
132,हाथ की सफाई दिखाना,to show cleverness or skill,to show the hand’s cleanliness (sleight),Explanation: <provide a brief explanation of why the selected English idiom is the best match>
133,हाथ में लेना,to take responsibility for something,to take in hand,To take the bull by the horns
134,हाथ से निकल जाना,to miss an opportunity,to go out of the hand,Go down with the ship
135,हाथ लगना,to get caught or succeed,to come to the hand,Give someone a shot.
136,हाथ धोना,to lose something completely,to wash hands,Take it or leave it
137,हाथ मिलाना,to collaborate or agree,to join hands,2) Shake on it
138,हाथ बाँधना,to restrict or tie someone’s ability,to tie/bind the hands,To face the music  ```python
139,हाथ ऊँचा होना,to be more powerful or dominant,for the hand to be higher,Be in the driver's seat
140,हाथ जलना,to learn by mistake,for the hand to be burned,To be left red-faced
141,हाथ थामना,to support someone,to hold the hand,2) To get a handle on
142,हाथ पसारना,to beg or plead,to spread the hand (for alms),```python
143,हाथ काटना,to separate or break relation,to cut the hand,To dance to the tune of the piper
144,हाथ मोड़ना,to refuse or reject something,to twist the hand,Throw in the towel
145,पैर पसारना,to spend or expand beyond means,to spread the feet,A flash in the pan
146,पैर जमाना,to settle firmly,to set the feet firm,To play to win
147,पैर पकड़ना,to beg for forgiveness,to hold the feet,To be between a rock and a hard place
148,पैर तले ज़मीन खिसकना,to be shocked or lose ground,for the ground to slip from under the feet,<select the most relevant English idiom>
149,पैर पर कुल्हाड़ी मारना,to harm oneself by one’s own actions,to strike an axe on one’s foot,To add fuel to the fire
150,पैर पीछे खींचना,to withdraw from commitment,to pull the feet back,Build castles in the air
151,पैर फैलाना,to extend scope gradually,to spread the feet,1) To flaunt one's wealth
152,पैर रोकना,to restrain or hesitate,to stop the feet,1) A slippery slope
153,पैर रखना,to begin something new,to place a foot,2) Keep them at arm's length
154,पैर उठाना,to show disrespect or overconfidence,to lift the foot,Take a leap of faith
155,मुँह बनाना,to show annoyance or sadness,to make a face,"Explanation: <optional, brief explanation of why it's the best match>"
156,मुँह खोलना,to start speaking up,to open the mouth,To speak one's mind
157,मुँह लटकाना,to look disappointed,to hang the face,Stage-2 output (justifications):
158,मुँह की खाना,to suffer humiliation,to eat of the mouth,To be a nobody
159,मुँह मोड़ना,to turn away or refuse help,to turn the face away,To turn down an offer
160,मुँह दिखाना,to appear shamelessly after wrongdoing,to show the face,Explanation: <briefly explain why the selected English idiom is the best match for the Hindi idiom>
161,मुँह में राम बगल में छुरी,to be deceitful in nature,"Ram in the mouth, knife in the armpit",A wolf in sheep's clothing
162,मुँह माँगी मुराद मिलना,to get exactly what one wanted,to get the wish asked by mouth,Definition: <definition of the Hindi idiom>
163,मुँह बंद रखना,to stay silent,to keep the mouth closed,2) Keep a lid on it
164,मुँह खुलवाना,to make someone speak,to make (someone) open the mouth,Definition: <one-sentence definition of the Hindi idiom>
165,मुँह चुराना,to avoid facing someone,to hide/steal the face (avoid),Explanation: <explain why it's the best match>
166,मुँह तोड़ जवाब देना,to give a fitting reply,to give a mouth-breaking reply,1) Give someone a piece of one's mind.
167,मुँह में घी शक्कर,used to bless or hope for good news,ghee and sugar in the mouth,4) Having your cake and eating it too
168,मुँह लगना,to act too familiar with elders,to get attached to the mouth,Definition: <definition of the Hindi idiom>
169,मुँह में जुबान न होना,to be timid or unable to speak up,to not have a tongue in the mouth,OR
170,मुँह से बात निकलना,to accidentally reveal something,for the words to come out of the mouth,Alternatives:
171,हिम्मत हारना,to lose courage,to lose courage,<select the most relevant English idiom>
172,हिम्मत रखना,to stay strong and confident,to keep courage,Take the bull by the horns
173,हिम्मत बाँधना,to encourage oneself,to tie/bind courage,2) Take heart
174,हिम्मत जुटाना,to gather courage,to gather courage,<select the most relevant English idiom>
175,हिम्मत टूटना,to become hopeless,for courage to break,Fall into a trap */*
176,हिम्मत दिखाना,to show bravery,to show courage,To take the bull by the horns
177,हिम्मत बढ़ाना,to motivate or encourage someone,to increase courage,To slip through one's fingers
178,जुबान चलाना,to talk disrespectfully,to run the tongue,Talk over someone
179,जुबान फिसलना,to say something by mistake,for the tongue to slip,"Explanation: <optional, but recommended for better understanding>"
180,जुबान देना,to make a promise,to give one’s tongue (word),To have a say
181,जुबान रखना,to keep one’s word,to keep one’s tongue (word),Keep mum
182,जुबान काटना,to regret saying something,to cut/bite the tongue,Speechless
183,जुबान पकड़ना,to hold someone to their words,to catch/hold the tongue,1) Between a rock and a hard place
184,जुबान पर काबू रखना,to control speech,to keep control on the tongue,What's meant to be will be
185,जुबान लगना,to get into an argument,to get on the tongue,To break one's silence
186,जुबान बंद रखना,to stay silent intentionally,to keep the tongue shut,Keep mum
187,दाँत पीसना,to show silent anger,to grind the teeth,Keep a cool head
188,दाँत दिखाना,to laugh unnecessarily,to show the teeth,Between a rock and a hard place
189,दाँत गिनाना,to mock or insult someone,to count the teeth,Stage-1 output (definition + candidates):
190,दाँत काटी रोटी,to have a close friendship,tooth-bitten bread,All hat and no cattle
191,दाँत टूट जाना,to be defeated or embarrassed,for the teeth to break,To lose one's cool
192,पसीना बहाना,to work hard,to make sweat flow,Alternatives: <list the other English idioms that are somewhat relevant>
193,पसीना छुड़ाना,to frighten or exhaust,to make someone break into sweat,Bite the bullet
194,पसीना निकलना,to feel nervous or hot,for sweat to come out,"Explanation:  The Hindi idiom ""किताबें खोलना"" means to start a new business or venture. The English idiom ""to take the plunge"" implies making a bold decision to start something new, which is similar in context to the Hindi idiom."
195,पसीना-पसीना होना,to be drenched in sweat (from work or fear),to become sweat-sweat (drenched),3) Have butterflies in the stomach
196,खून पसीना एक करना,to work tirelessly,to make blood and sweat one,to sweat blood
197,खून खौलना,to feel extreme anger,for the blood to boil,Definition: <definition of Hindi idiom>
198,खून जलाना,to waste emotional energy,to burn blood,Alternatives: <list the other two English idioms>
199,खून चूसना,to exploit someone harshly,to suck blood,<select the most relevant English idiom>
200,खून में उबाल आना,to be fired up with passion,for the blood to come to a boil,<select the most relevant English idiom>
201,खून पसीने की कमाई,hard-earned money,earnings of blood and sweat,"Blood, sweat, and tears"
202,खून सफेद होना,to become heartless or selfish,for the blood to become white,2) Alone in the crowd
203,खून चढ़ना,to feel energetic or brave,for the blood to rise,Note: The output format may vary based on the number of English idioms found.
204,खून उतरना,to lose courage suddenly,for the blood to descend,To blow one's top
205,पसीने छूटना,to panic under pressure,for sweats to break out,4) To be taken aback
206,खून जम जाना,to be terrified,for the blood to freeze/clot,Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found OR Best: Toughen up OR Best: Blood is thicker than water OR No similar English idiom found OR Best: Desensitization OR No similar English idiom found
207,खून देना,to sacrifice selflessly,to give blood,Sneak around
208,खून का रिश्ता,blood relation,a relation of blood,Blood is thicker than water
209,खून बहाना,to fight fiercely,to make blood flow,Candidates:
210,खून खराबा होना,to result in violence or bloodshed,for bloodshed/ruin to happen,A matter of life and death
211,दिल थाम लेना,to feel suspense or fear,to hold the heart,Take aback
212,दिल लगा लेना,to fall in love deeply,to set/attach the heart,Be a loner
213,दिल में आग लगना,to feel jealousy or anger,for fire to ignite in the heart,To be on fire
214,दिल दहल जाना,to be terrified,for the heart to shudder,To be left shaken to the core
215,दिल धकधक करना,to feel nervous or anxious,for the heart to throb ‘dhak-dhak’,To make a profit or gain from a situation
216,दिल में उतरना,to become likable or close to heart,to descend into the heart,To take it to heart
217,दिल में ठंडक पड़ना,to feel relief or satisfaction,for coolness to fall in the heart,Surrounded by troubles.
218,दिल को छू जाना,to touch emotionally,to go and touch the heart,Alternatives: <list the other relevant English idioms>
219,दिल जीत लेना,to win affection,to win the heart,To sweep someone off their feet
220,दिल में कसक रह जाना,to feel unfulfilled desire or regret,for a pang to remain in the heart,A lingering sense of unease
221,दिल का चैन खोना,to lose peace due to love or worry,to lose the heart’s peace,To be on edge
222,दिल बहल जाना,to feel consoled,for the heart to be consoled/amused,A puppet on a string
223,दिल कड़ा करना,to act firmly despite emotions,to make the heart hard,To harden one's heart
224,दिल बैठ जाना,to lose hope or courage,for the heart to sit/sink,```
225,दिल बदलना,to change one’s opinion or feelings,to change the heart,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom>
226,"साँप निकल गया, लकीर पीटते रह गए",to act after the damage is already done,the snake went out; (they) kept beating the line,Definition: <definition of the Hindi idiom>
227,साँप सूँघ जाना,to become completely silent out of fear,for a snake to sniff (one),A fish out of water
228,साँप और नेवले की लड़ाई,a fight between sworn enemies,a snake-and-mongoose fight,A tempest in a teapot
229,साँप के मुँह में छछूंदर,to be stuck in an impossible situation,a shrew in the snake’s mouth,a snake in the grass
230,साँप को दूध पिलाना,to favor someone who will harm you later,to feed milk to a snake,Answer: You can't teach an old dog new tricks.
231,साँप की केंचुली बदलना,to change completely in nature or appearance,for a snake to change its slough/skin,4) <english idiom> (if available)
232,साँप भी मर जाए और लाठी भी न टूटे,to solve a problem smartly without harm to anyone,the snake die too and the stick not break,"When it rains, it pours."
233,साँप का बच्चा,a dangerous or deceitful person,a snake’s offspring,A free lunch
234,साँप के बिल में हाथ डालना,to invite trouble knowingly,to put a hand into a snake’s burrow,To preach what one doesn't practice
235,साँप निकलते ही लकीर पीटना,to regret after losing the opportunity,to beat the line once the snake has left,Kick up a fuss
236,शेर की सवारी करना,to take a dangerous or risky decision,to ride a lion,To be the king of the mountain
237,शेर बनना,to act bravely or arrogantly,to become a lion,<select the most relevant English idiom>
238,शेर का दिल रखना,to be very courageous,to keep/have a lion’s heart,"Alternatives: <list the other two English idioms, if any>"
239,शेर के मुँह में हाथ डालना,to challenge danger directly,to put a hand in a lion’s mouth,Take the bull by the horns
240,शेर की तरह गरजना,to speak fearlessly or loudly,to roar like a lion,Candidates: <list the other English idioms that match the definition>
241,शेर का शिकार करना,to achieve a big or risky goal,to hunt a lion,To be a thorn in someone's side
242,लोमड़ी की तरह चालाक,to be extremely cunning,cunning like a fox,"Explanation:  is the best match because it conveys the idea of giving control or responsibility to someone who is not capable or trustworthy, much like a monkey handling delicate jasmine flowers. The phrase ""in the wrong hands"" implies a sense of vulnerability and potential for mishap, which aligns with the context of the Hindi idiom."
243,कुत्ते की तरह भौंकना,to shout without reason,to bark like a dog,Take the plunge
244,कुत्ते की मौत मरना,to die miserably or without dignity,to die a dog’s death,To be in a tight spot
245,कुत्ते की पूँछ टेढ़ी की टेढ़ी,bad habits never change,a dog’s tail—crooked remains crooked,"The devil is in the details.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three, provide the actual number) 1.  (If there are less than three,"
246,कुत्ते के भौंकने से हाथी नहीं रुकता,great people ignore petty criticism,by a dog’s barking the elephant doesn’t stop,A jack of all trades is a master of none
247,कुत्ते की दुम टेढ़ी की टेढ़ी,incorrigible by nature,a dog’s tail—crooked-crooked,"When you're in a hole, stop digging."
248,कुत्ते की तरह पीछे पड़ना,to chase someone relentlessly,to get after (someone) like a dog,Definition: <define the Hindi idiom>
249,बंदर क्या जाने अदरक का स्वाद,the unworthy cannot appreciate value,what would a monkey know of ginger’s taste,OR
250,बंदर के हाथ में उस्तरा,a dangerous thing in foolish hands,a razor in a monkey’s hand,Candidates: <list the other English idioms>
251,बंदर नाच देखना,to enjoy entertainment or drama,to watch a monkey dance,<select the most relevant English idiom>
