|src|true_meaning|literal_translation|predicted
56|一人难如千人意|One man con hardly meet the wishes of everybody|One person is as difficult as a thousand people|一人难如千人意
57|一字千金|One character is worth a thousand ounces of gold|A thousand words|一字千金
58|一则以喜，一则以惧|Feel both joy and fear|One for joy, one for fear|Joy and fear
59|一蹴而就|Succeed overnight|All at once|achieve instant fame
60|一寸丹心|A loyal heart|An inch of heart|一寸丹心
61|一寸光阴一寸金|Time is money|An inch of time is an inch of gold|一寸光阴一寸金
62|一而再，再而三|Again and again|Again and again, again and again|(or) again and again
63|一衣带水|A narrow strip of water|A piece of water|一衣带水
64|一意孤行|Go (take, have of follow) one's own way|Go one's own way|一意孤行
65|一叶知秋|It is a straw in the wind|One Leaf Zhiqiu|一叶知秋
66|一叶障目，不见泰山|Have one's view of the important overshadowed by the trivial|A leaf obstructs the eyes, but Mount Tai is not seen|一叶障目，不见泰山
67|一言既出，驷马难追|What is said cannot be unsaid|As soon as the word is spoken, the horse is hard to follow|One's words are out of keeping with
68|一言以蔽之|Make a long story short|In a word|Make a long story short
69|一无可取|Good-for-nothing|Nothing is possible|不能取
70|一物降一物|Everything has its vanquisher|One thing down one thing|everything has its vanquisher
71|一误再误|Make one error after another|Mistake over and over again|one error after another
72|一五一十|Narrate systematically and in full detail|One fifty one|一五一十
73|一问三不知|Be entirely ignorant|One question and three unknown|1 question 3不知
74|一望而知|Very obvious|At a glance|clear
75|一望无际|Boundless|As far as the eye can see|unending
76|一语道破|Get to the heart of the matter in a few words|In a word|一语道破
77|七窍生烟|Foam with rage|Seven orifices smoke|七窍生烟
78|七长八短|Of uneven size|Seven long and eight short|七长八短
79|七手八脚|Too many cooks|Seven hands and eight feet|Too many cooks
80|七上八下|Be agitated|Seven up and eight down|七上八下
81|三番五次|Again and again|Three and five times|三番五次
82|三头六臂|With three heads and six arms - superhuman|Three heads and six arms|Three heads and six arms - superhuman
83|三天打鱼，两天晒网|Lack of perseverance|Three days of fishing, two days of netting|打鱼成网
84|三令五申|Repeated orders and instructions|Three orders and five applications|Three orders and four instructions
85|三个臭皮匠，胜过一个诸葛亮|Two heads are better than one|Three cobblers are better than one Zhuge Liang|三个臭皮匠，胜过一个诸葛亮
86|三顾茅庐|Repeated a whole-hearted invitation|San Gu thatched cottage|三顾茅庐
87|三句话不离本行|Talk shop a the time|Three words stay with us|Three words are never off the subject
88|三长两短|Something unfortunate, especially death|Three long and two short|三长两短
89|三十六计，走为上策|The best thing to do now is to quit|Thirty-six strategies, walking is the best policy|三十六计，走为上策
90|三生有幸|Consider oneself most fortunate (to make somebody's acquaintance)|Sansheng is lucky|Most fortunate to make somebody's acquaintance
91|三人行必有我师|If three of us are walking together, there will certainly be a teacher for me|Threesome must have my teacher|Three of us are walking together
92|三寸不烂之舌|(have) a silver tongue|Three inch incorrupt tongue|Three years without a teacher
93|三五成群|In threes and fours|Groups of three or five|Three or four in a group
94|上不着天，下不着地|Be suspended in mid-air|Can't go up to the sky, can't go down to the ground|不能自拔
95|上天无路，入地无门|Helpless, nowhere to turn|There is no way to the sky, no way to enter the earth|井底之蛙
96|上梁不正下梁歪|People follow the example of those in high positions|The upper beam is not straight, the lower beam is crooked|梁歪梁歪
97|上蹿下跳|Run clandestine errands up and down the line|Jump up and down|run clandestine errands up and down the line
98|上无片瓦，下无插针之地|As poor as a church mouse|No tiles on top, no pins on the bottom|井底之蛙
99|下笔千言，离题万里|Write quickly but stray from the theme|Write a thousand words, digress thousands of miles|皮之不存，毛将焉附
100|下不为例|Not to be repeated|Not an example|不为例
101|下马看花|On-the-spot investigation|Dismount to see flowers|下马看花
102|下车伊始|The moment one takes up one's official post|Get off at the beginning|井底之蛙
103|不明不白|Inexplicable|Do not understand|不白不对
104|不分彼此|Share everything|Regardless of each other|No discord, no concord
105|不打不成相识|No discord, no concord|Do not know each other|no discord, no concord
106|不违农时|Do farm work in the right time|Does not violate the agricultural time|不违农时
107|不打自招|A self-confession|Don't make a fool of yourself|不打自招
108|不到黄河心不死|Not give up till coming to a dead end|If you don't reach the Yellow River, your heart will not die|不死不屈
109|不得要领|Unable to make heads or tails of something|To no avail|不得要领
110|不能自拔|Be inescapably caught in|Unable to extricate themselves|不能自拔
111|不念旧恶|Forget old grudges (or grievances)|Do not forget the old evil|(or foreign) not to remember old grudges
112|不郎不秀|Worthless|Not Lang not show|不秀不登
113|不吝指教|Not spare your comments|Do not hesitate to advise|不吝指教
114|不落窠臼|Leave the beaten track|Not out of the norm|不落窠臼
115|不甘后人|Hate to be outdone|Unwilling to descendants|不甘后人
116|不甘示弱|Yield no ground|Not to be outdone|不甘示弱
117|不敢越雷池一步|Keep within (the) bounds|Don't dare to step beyond the pond|不敢越雷池一步
118|不管三七二十一|Come what may|No matter what|不管三七二十一
119|不可偏废|Without neglecting either|Not to be neglected|不可偏废
120|不亢不卑|Neither overbearing nor servile|Neither haughty nor humble|不亢不卑
121|不急之务|A nonurgent business|A matter of no great urgency|不急之务
122|不见棺材不落泪|Refuse to be convinced until one is faced with grim reality|No tears without seeing the coffin|不见棺材不落泪
123|不进则退|Move forward, or you'll fall behind|Not advance or retreat|不进则退
124|不经一事，不长一智|Wisdom comes from experience|You can not gain knowledge without practice|不长一智
125|不绝如缕|Very precarious|Hanging by a thread|不绝如缕
126|不期而遇|Meet accidentally (or by chance)|Meet by chance|不期而遇
127|不知凡几|Can't tell how many there are|I don't know how many|不知凡几
128|不知天高地厚|Have an exaggerated opinion of one's abilities|I don't know how tall the sky is|不知天高地厚
129|不知好歹|Not to know good from bad|I don't know|不知好歹
130|不知进退|Have no sense of propriety|I don't know where to go|不知进退
131|不知人间有羞耻事|Lose all sense of shame|I don't know there is shame in the world|不知羞耻事
132|不知所以|Not know the reason why|I don't know why|不知所以
133|不知所云|Unintelligible|I don't know|不知所云
134|不耻下问|Not above asking questions|Don't be ashamed to ask|不耻下问
135|不识大体|Fail to see the larger issues|Ignore the general interest|不见大体
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|不见抬举
137|不识时务|Not familiar with the current situation|Ignorant of the times|Not familiar with the current situation
138|不上不下|In a fix|Not up nor down|不上不下
139|不胜枚举|Cannot be enumerated one by one|The list goes on|不足为训
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|不入虎穴，焉得虎子
141|不在话下|Needless to say|Not a problem|不在话下
142|不足为训|Not worth learning from|Not enough for training|不 worth learning from
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|不塞不流，不止不行
144|不二法门|No other way|The only way|不二法门
145|不易之论|Unalterable truth|Not easy theory|不易之论
146|不一而足|It is by no means an isolated case|And so on|不足为训
147|不遗余力|Do one's utmost|Spare no effort|势而无余
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|不分说
149|不厌其烦|Take great pains|Take the trouble|不厌其烦
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|不厌其烦
151|不言而喻|Self-evident|It goes without saying|Self-evident
152|不务空名|Not seek empty fame|No empty name|不务空名
153|不无小补|Be of some help|No small supplement|不无小补
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|不务正业
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|the way of the world, now hot, now cold
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|除恶务尽
157|丢盔弃甲|Run away helter-skelter|Throw away armor|弃甲弃兵
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|ize the importance of a task
159|中庸之道|Middle course|The golden mean|Middle course
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|久旱逢甘雨
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|Brave the wind and the waves
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|乘兴而来，败兴而归
163|乘虚而入|Act when somebody is off guard|Take advantage of|Act when somebody is off guard
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|Take advantage of other's calamity
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|tremendous power
166|乞哀告怜|Piteously beg for help|Beg for pity|beg from afar to console
167|事倍功半|Do twice the work with half of results|Do more with less|twice the work with half results
168|事半功倍|Get twice the result with half the effort|Do more with less|1 half of results
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|Let things drift if they do not affect one personally
170|事不宜迟|We must attend to the matter immediately|Without further ado|We must attend to the matter immediately
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|Tasks do not exist in absolute purity
172|事过境迁|The incident is over and the circumstances are different|Things have changed|The incident is over and the circumstances are different
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|事后诸葛亮
174|事出有因|It is by no means accident al|It happened for a reason|It is by no means accident al
175|五湖四海|The five lakes and four seas|All over the world|五湖四海
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|五十步笑百步
177|井底之蛙|A man of very limited experience|Frog in the well|井底之蛙
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|井水不犯河水
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|亡羊补牢
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|亡羊得牛
181|亦步亦趋|Follow in one's steps|Dance to tune|Follow in one's steps
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|Do in complete secrecy
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|everyone for himself and let the devil take the hindmost
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|fattening pigs and portentous people
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|Nobody dare harm me
186|人命危浅|One's days (or hours) are numbered|Life in danger|人命危浅
187|人浮于事|Superfluous staff|People are overwhelmed|people are floating (or idle) with respect to the affair
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|it is man's will, not heaven's, that decides
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|same heart, same blood
190|人欢马叫|A busy, prosperous country scene|People cheering horses|马叫马叫
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|everyone has his strong and weak points
192|人弃我取|I will take whatever others don't want|People abandon me|I will take whatever others don't want
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|Piano and violin are both dead
194|人心向背|The will of the people|Heart to back|people's hearts are opposed
195|人心所向|The direction of popular sentiment (or feeling)|What people want|(or direction) is popular
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|If a man does not keep his word, what is he good for
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|Everyone is dead to shame
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|人为刀俎，我为鱼肉
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|The words of the lowly carry little (or no) with them
200|人云亦云|Parrot|Echo what others say|Cloudy (or illusory) in speech
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|仁者见仁，智者见智
202|今非昔比|Times have changed|Not what it used to be|Times have changed
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|Wake up to one's past folly after realizing what is right today
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|Advice from others may help one overcome one's shortcomings
205|付之一炬|Set something on fire|Burn it down|付之一炬
206|以貌取人|Judge by outward looks|Judging people by their appearance|by outward looks
207|以德报怨|Return good for evil|Retaliate with virtue|Return good for evil
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|Mane concessions in order to gain advantages
209|以理服人|Convince people by sound argument|Convince people with reason|Reason (or comprehend) by analogy
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|have a shallow understanding of a person or subject
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|Insist on getting (or) you will be convinced
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|see how the game plays
213|以攻为守|Attack in order to defend|Offense as defense|Attack in order to defend
214|以己度人|Judge others by oneself|Save others by yourself|oneself
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|小人之心，度君子之腹
216|以血还血|Demand (or pay) blood for blood|Blood for blood|(or translate it semantically into English.)
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|hand over one's forehead - in greeting
218|以身殉职|Die a martyr at one's post|Die in the line of duty|die a martyr at one's post
219|以身作则|Set a good example to others|Lead by example|be a good example to others
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|攻子之盾
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|Misuse the term
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|代耳代目
223|以一当十|Pit one against ten|One to ten|with one against ten
224|以一警百|Punish one as a warning to others|One police one hundred|Bewatch one's own actions and praise others' mistakes
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|Hold one's position awaiting enemy attack after a long march
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|以眼还眼，以牙还牙
227|以怨报德|Repay good with evil|Repay kindness with resentment|Revoke a command
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|稳坐钓鱼船
229|任其自流|Let things run their course|Let it run its course|Let things run their course
230|任重道远|Shoulder a heavy responsibility|A long way to go|Shoulder a heavy responsibility
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|Stand (or go) together through thick and thin
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|try to overtake each other in friendly emulation
233|你死我活|Life-and-death|You die and I live|You die before me
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|何其相似乃尔
235|何去何从|What course to follow|Where to go|何以其人
236|何足挂齿|Not worth bothering about|He Zu hang teeth|何足挂�
237|作威作福|Lord it over (others)|To make a fortune|make a clean break
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|Those who have come are not friendly, these who are friendly have not come
239|来日方长|There will be ample time|Come to Japan for a long time|日方长
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|礼也不敬
241|供不应求|Supply falls short of demand|In short supply|供不应求
242|依然如故|Remain unchanged (or the same)|Still the same|unchanged (or unchanged)
243|依样画葫芦|Follow the beaten track|Draw a gourd|画葫芦 like a dummy
244|依违两可|Be undecided|Both can be violated|be undecided
245|信马由缰|Let things take their natural course|The horse is reined|信马由缰
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|due rewards and punishments will be meted out without fail
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|Repair old things or utilize them
248|俯仰由人|Be at somebody's beck and call|Pitched by man|仰由人
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|借老卖老
250|倚官仗势|Count on one's powerful connections|Rely on officials|借官仗势
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|刀杀人
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|Borrow the title and distort the features
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|Use the past to disparage the present
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|offer somebody favors at the expense of another
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|退武修文
256|假公济私|Use public office for private gain|Fake public service|Public office has fallen into private hands
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|偷天换日
258|偷天换日|Audacious scheme of cheating people|Steal the day|Audacious scheme of cheating people
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|steal梁换柱
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|鸡鸣狗盗
261|偷鸡摸狗|Crooked dealings|Stalking the dog|Crooked dealings
262|侥幸取胜|Win by a fluke|Get away with it|侥幸取胜
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|价廉物美
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|优哉游哉
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|ousiders threaten (or intimidate) the brothers within the wall
266|兄弟阋于墙，外御其侮|Internal disunity dissolves at the threat of external invasion|Brothers are separated from the wall, and they are defended from outside|Internal disunity dissolves at the threat of external invasion
267|先天下之忧而忧，后天下之乐而乐|The first to show concern and the last to enjoy himself|The world's worries and worries first, and the world's joys and joys later|first to show concern and last to enjoy himself
268|先斩后奏|(ancient general) empowered to kill first then report later|Cut before play|first to kill then report later
269|光复旧物|Recover lost territory|Restoring the old|画虎类狗
270|光阴似箭|How time flies|Time flies like an arrow|似箭
271|克敌制胜|Conquer the enemy|Overcome the enemy and win|Conquer the enemy
272|兔子不吃窝边草|A rabbit doesn't eat the grass near its hole (so that it will be protected)|Rabbits don't eat nest grass|兔子尾巴长不了
273|兔子尾巴长不了|Won't last long|Rabbit tail doesn't grow|兔子尾巴长不了
274|兔死狗烹|The hounds are killed for food once all the hares are bagged|Rabbit dead dog cooking|兔死狗烹
275|兔死狐悲|Like mourns over the death of like|Rabbit dead fox sad|悲而不伤
276|入不敷出|Unable to make ends meet|Make ends meet|Unable to make ends meet
277|入国问俗|Learn about customs and habits of the country one goes to|Entering the country to ask about customs|Learn about customs and habits of the country one goes to
278|入乡随俗|When in Rome do as the Romans do|Do as the Romans do|Rome do as the Romans do
279|内忧外患|Domestic trouble and foreign invasion|Internal and external troubles|Internal disunity dissolves at the threat of external invasion
280|内外交困|Be in dire straits at home and abroad|Internal and external difficulties|Internally and foreignally
281|全力以赴|Strain every nerve|Go all out|whole力以赴
282|两面讨好|Try to keep the favor of both sides in a dispute|Pleasing on both sides|两面三刀
283|两面三刀|Double-faced tactics|Three swords on both sides|double-faced tactics
284|两全其美|Serve a twofold purpose|Best of both worlds|美中不足
285|两小无猜|(of a boy and a girl) be innocent playmates|Two little guesses|两小无猜
286|两袖清风|(of an official) have clean hands|Two Sleeves Breeze|两袖清风
287|八仙过海，各显神通|Try to outshine each other|The Eight Immortals cross the sea, each showing their magical powers|八仙过海，各显神通
288|公说公有理，婆说婆有理|Both parties claim to be in the right|The public said the public was reasonable, the mother said the mother was reasonable|公说公有理，婆说婆有理
289|公而忘私|Selfless|Public but private|Selfless
290|六亲不认|Turn one's back on ones own flesh and blood|Six parents do not recognize|6亲不认
291|六神无主|In a state of utter stupefaction|Six gods without masters|no one
292|兵不厌诈|All is fair in war|Soldiers never tire of deceit|不能自拔
293|兵临城下|The city is under siege|Soldiers approaching the city|The city is under siege
294|兵贵神速|Speed is precious in war|Soldiers are very fast|Speed is precious in war
295|兵戎相见|Resort (or appeal) to arms|See each other|military confrontation
296|其味无穷|A lasting pleasant taste|Its taste is endless|its flavor is lasting
297|兼听则明，偏信则暗|Listen to both sides and you will be enlightened|Listening at the same time is bright, partial believing is dark|Listen to both sides and you will be enlightened
298|再接再厉|Intensify (or redouble) one's efforts|Make persistent efforts|Intensify (or redouble) one's efforts
299|冒天下之大不韪|Be against the world|Risk the world|不能自拔
300|冤家路窄|Inevitable confrontation|Enemy road is narrow|Inevitable confrontation
301|冰冻三尺，非一日之寒|The trouble has been brewing for quite some time|Frozen three feet, not a day's cold|一日寒三
302|冰炭不相容|As incompatible (or irreconcilable) as ice and hot coals|Charcoal is not compatible|As incompatible (or irreconcilable) as ice and hot
303|冷眼旁观|Stand aloof and look on with cold indifference|Sit on the sidelines|Look on at somebody's trouble with cold indifference
304|凡事预则立，不预则废|Preparedness ensures success and unpreparedness spells failure|Forewarned is forearmed, without prejudging the waste|Preparedness ensures success and unpreparedness spells failure
305|凯旋归来|Return with flying colors|Return with glory|回心转意
306|出头露面|(be) in the limelight|Make an appearance|皮之不存，毛将焉附
307|出生入死|(be) through thick and thin|Go through fire and water|出生入死
308|刀山火海|A mountain of swords and a sea of flames|Knife mountain and sea of fire|Mountaintop and the ganges
309|切磋琢磨|Compare notes|Learn from each other|骨鲠在喉
310|初生之犊不怕虎|Young people are fearless|Newborn calves are not afraid of tigers|初生之犊不怕虎
311|别久情疏|Out of sight, out of mind|Don't be shy|久情疏
312|利令智昏|Be mesmerized by money|Li Lingzhi faints|Be mesmerized by money
313|到什么山唱什么歌|When in Rome do as the Romans do|What mountain to sing what song|到什么山唱什么歌
314|刻舟求剑|Ridiculous stupidity|Carving a boat for a sword|醉舟求剑
315|刻意求工|Try to do one's very best to achieve perfection|Deliberately seeking work|Try to do one's very best to achieve perfection
316|削足适履|Cut the feet to fit the shoes|Cut to fit|削足适履
317|前怕狼，后怕虎|Be plagued by all sorts of fears|Fear of wolves before, fear of tigers|Fear the tiger and avoid the rabbit
318|前仆后继|With fresh forces always stepping forward as others fell|One after another|from one thing to another
319|前门拒虎，后门进狼|Fend off one danger only to fall prey to another|The front door rejects the tiger, the back door enters the wolf|拾金不昧
320|前倨后恭|Change from arrogance to humility|The front and the back are respectful|from arrogance to humility
321|前车之覆，后车之鉴|One should take warning from another's mistake|Overlap from the previous car, learn from the future car|One should take warning from another's mistake
322|前事不忘，后事之师|Past experience, if not forgotten, is a guide for the future|Past experience guide for the future|past experience, if not forgotten, is a guide for the future
323|前人栽树，后人乘凉|Profiting by the labor of one's forefathers|The predecessors planted the trees, the later generations enjoyed the shade|前人栽树，后人乘凉
324|前思后想|Turn over in one's mind|Think before and after|(or to translate it semantically into English.
325|剜肉补疮|Resort to a remedy worse than the ailment|Gouging out sore|Recall the past to cure the present
326|劈头盖脸|(blow) direct in the face|Cover your face|势头盖脸
327|力排众议|Prevail over all dissenting views|Against the odds|the will of the people
328|力所不及|Above (beyond or out of) one's reach|Beyond the power|势不及
329|力所能及|Do everything in one's power|Do your best|功到自然成
330|力挽狂澜|Make vigorous efforts to turn the tide|Turn the tide|vigorous and forceful
331|功败垂成|Fail when success is already in sight|Success or failure|failure when success is already in sight
332|功到自然成|Constant effort yields sure success|Success comes naturally|功到自然成
333|助纣为虐|Encourage oppression|Help Zhou to abuse|oppression (or abuse) the weak against the strong
334|勇冠三军|Distinguish oneself by peerless valor in battle|Brave Champions and Three Armies|仁者见仁，智者见智
335|动辄得咎|Be blamed for every move (or for whatever one does)|Blame at every turn|动辄得咎
336|胜败乃兵家之常|Defeats or victories are ordinary things to a general|Victory and defeat are the norm in the military|Defeats or victories are ordinary things to a general
337|胜不骄，败不馁|Not puffed up by success, undismayed by failure|Victory is not proud, defeat is not discouraged|背不平，败不馁
338|劳民伤财|Waste of manpower and public funds|Laboring people and hurting wealth|Waste of manpower and public funds
339|劳而无功|Work fruitlessly|Toil in vain|力而无功
340|势成骑虎|In the position of one riding a tiger|Riding a tiger|力成骑虎
341|势如破竹|With irresistible force|Like a broken bamboo|力如破竹
342|勿谓言之不预也|Don't say that I didn't warn you|Don't say unpredictable|勿谓言之不预也
343|包藏祸心|Harbor evil (or malicious) intentions|Hide evil intentions|祸心不在
344|化整为零|Break up the whole into parts|Rounded up to zero|敲骨吸髓
345|化为灰烬|Reduced to ashes|Turn to ashes|Reduced to ashes
346|化为乌有|Be reduced to zero|Turn into nothing|be reduced to zero
347|匹夫有责|Every man has a share of responsibility for the fate of his country|Everyone is responsible|every man has a share of responsibility for the fate of his country
348|十目所视，十手所指|One cannot do wrong without being seen|What ten eyes see, what ten hands point to|一目了然
349|十年寒窗|Persevere in one's long-term studies in spite of hardships|Ten years of cold window|一梦初醒
350|十室九空|Almost all (nine-tenths) houses were empty after the raid|Ten rooms and nine empty spaces|Almost all (nine-tenths) houses were empty after the raid
