src,true_meaning,literal_translation,predicted
कलेजा पत्थर का होना,to be mentally or emotionally very strong,the liver/heart to be of stone,Reason: <select the most relevant English idiom>
दाँत खट्टे करना,to defeat someone badly,to make the teeth sour,to have a bad toothache
ईंट से ईंट बजाना,to completely destroy or demolish someone,to make brick strike brick,To make a loud noise like a bird.
नाक में दम करना,to annoy someone constantly,to put breath in the nose,To hold back one's tears
नाक पर मक्खी न बैठने देना,to be strict or disciplined,to not let a fly sit on the nose,Stage-2 output:
नाक कट जाना,to lose one's honor or respect,the nose to get cut,To have a bad reputation
नाक में तेल डालकर सोना,to sleep carefreely without worries,to sleep after putting oil in the nose,To pretend to be asleep or unconscious in order to avoid something unpleasant.
नाक का सवाल होना,to be a matter of pride or ego,to be a question of the nose (honor),To have a bone to pick
नाक भौं सिकोड़ना,to show disapproval,to wrinkle the nose and brows,To be very happy and content.
नाक नीची करना,to humiliate publicly,to make the nose low,To have a bad reputation
कान खड़े होना,to become alert or suspicious,for the ears to stand up,To be on guard
कान पर जूँ न रेंगना,to remain unaffected or unmoved,for not even a louse to crawl on the ear,Keep your mouth shut
कान में तेल डालना,to ignore someone's words,to pour oil into the ear,Other: <select the most relevant English idiom>
कान में फूंक मारना,to influence or manipulate someone secretly,to blow a puff into the ear,to make someone feel uncomfortable or embarrassed
कान पकड़ना,to vow never to repeat a mistake,to hold the ears,In a mess
कान भरना,to manipulate someone against another,to fill the ears,Stage-2 output (justification):
कान काटना,to outsmart completely,to cut the ear,"To cut off one's ears, often metaphorically used to describe cutting off one's own desires or emotions."
आसमान सिर पर उठाना,to create a big commotion or panic,to lift the sky onto one’s head,Aim high
आसमान से बातें करना,to reach great heights or success,to talk with the sky,Output: <english idiom>
आसमान से गिरे खजूर में अटके,to fall from one trouble into another,"having fallen from the sky, stuck in a date-palm",To fall into a trap
आग बबूला होना,to become extremely angry,to become fire-foaming (blazing angry),To be on fire
आग में घी डालना,to worsen an already bad situation,to pour ghee into the fire,fire up
आग में कूदना,to take a dangerous risk,to jump into the fire,To jump into a situation without thinking it through.
आग लगना,to become furious or jealous,for fire to catch,To get into trouble or cause a problem.
आग ठंडी होना,to calm down after anger,for the fire to cool,The fire has gone out.
आग उगलना,to speak harshly or aggressively,to spit/emit fire,To set something on fire
आग से खेलना,to invite danger knowingly,to play with fire,"The English idiom is ""playing with fire."
आग लगाना,to instigate or provoke trouble,to set on fire,Stage-2 output (justification for the output):
आग दिखाना,to show anger or power,to show fire,To blow the whistle
आग लग जाना,to feel jealous or restless,for fire to get lit,The cat is out of the bag
आग बन जाना,to become furious,to become fire,Stage-2 output:
आग पर तेल डालना,to intensify an argument or situation,to pour oil on the fire,Throwing gasoline on a fire
धूल चाटना,to face defeat or humiliation,to lick dust,Get to the bottom of things
धूल फाँकना,to struggle in poverty or hardship,to gulp/eat dust,Stir up trouble
धूल झाड़ना,to scold or reprimand strongly,to shake off dust,Stir up trouble
धूल में मिलाना,to destroy completely,to mix into dust,Stage-2 output (justification):
धूल उड़ाना,to make a scene unnecessarily,to raise/fly dust,Spread your wings and fly
धूल झोंकना,to deceive or mislead someone,to throw dust (in the eyes),To make something appear more impressive or impressive than it actually is.
हवा निकल जाना,to lose courage suddenly,for the air to go out,To be carried away by the wind.
हवा खा जाना,to run away secretly,to eat wind,<select the most relevant English idiom>
हवा में उड़ाना,to waste money carelessly,to throw/waft in the air,To fly under the radar
हवा बन जाना,to disappear quickly,to become air,To be carried away
हवा में बात करना,to speak without proof or sense,to speak into the air,"To speak in a way that is not clear or direct, often to avoid saying something directly."
हवा लगना,to be influenced by others,to catch/get the wind,To have a hankering for something
हवा देना,to encourage or instigate something,to give air,blow one's own horn
हवा बदलना,to change situation or environment,to change the air,To change the game
हवा चखना,to get a taste of something new (usually trouble),to taste the air,Stage-2 output:
हवा बंद होना,to lose confidence completely,for the air to stop,In a state of uncertainty or confusion.
आँख में धूल झोंकना,to deceive or fool someone,to throw dust into the eye,Stage-2 output:
आँखें फटी की फटी रह जाना,to be shocked or amazed,for the eyes to remain torn-open,to be at a loss
आँखों में धूल झोंकना,to cheat someone cleverly,to throw dust into the eyes,Stage-2 output:
आँखों में बस जाना,to win someone’s heart,to come to reside in the eyes,Be obsessed with
आँखों से ओझल होना,to disappear from sight,to be hidden from the eyes,Go blind with excitement
आँख दिखाना,to threaten or scold harshly,to show the eye,To reveal the truth
आँख तरेरना,to glare angrily,to glare with the eyes,A person is not very intelligent and they try to make fun of their friends by making them feel bad.
आँखें फाड़ना,to stare in surprise,to rip/tear the eyes open (goggle),To open one's eyes and see something for the first time.
आँखें मूँदना,to ignore intentionally,to shut/close the eyes,**Blinking one's eyes**
आँखों में आँसू आना,to become emotional or sad,for tears to come into the eyes,To get a lump in one's throat
दिल लगाना,to fall in love,to attach the heart,To be all in
दिल तोड़ना,to break someone's heart,to break the heart,Stage-2 output (justification):
दिल जीतना,to win someone's affection,to win the heart,To win someone's heart
दिल पर लेना,to take something personally,to take to the heart,Be captivated
दिल लगाकर काम करना,to work wholeheartedly,to work with the heart attached,<select the most relevant English idiom>
दिल में बात रखना,to hide one’s feelings,to keep the matter in the heart,Stage-2 output (justification):
दिल पर पत्थर रखना,to act bravely despite pain,to place a stone on the heart,To nurse a grievance
दिल जलना,to feel jealous or envious,for the heart to burn,<select the most relevant English idiom>
दिल बहलाना,to distract from sadness,to amuse/console the heart,Stage-2 output: <select the most relevant English idiom>
दिल धड़कना,to feel nervous or excited,for the heart to beat,To feel a strong emotion or to be very excited
दिल खोलकर देना,to be generous,to give with the heart open,<select the most relevant English idiom>
दिल में चोर होना,to have guilt or bad intentions,for there to be a thief in the heart,To feel like a thief in the night
दिल में बसना,to be deeply loved or remembered,to dwell in the heart,"To be deeply affected by something, often to the point of being overwhelmed."
दिल का हाल बताना,to express inner feelings,to tell the condition of the heart,Stage-2 output:
दिल टूट जाना,to feel heartbroken,for the heart to break,Aha moment
दिल खुश हो जाना,to become happy,for the heart to become happy,To be happy and content
दिल में बात आना,to get an idea or feeling,for a thought to come into the heart,To have a thought or idea that is not based on reality or fact.
दिल से उतर जाना,to lose affection or trust,to descend/fall from the heart,To feel deeply moved or affected by something
दिल से लगाना,to love or treat affectionately,to press/hold to the heart,To feel a strong emotional connection.
दिल लगा रहना,to stay interested or focused,to remain heart-attached,To have a yearning for something.
दिमाग चलना,to think cleverly,for the mind/brain to run,Think clearly
दिमाग खराब होना,to lose temper or sanity,for the mind to go bad,A mental breakdown
दिमाग लगाना,to use intelligence or creativity,to apply the mind,To put one's thoughts into action
दिमाग ठिकाने लगाना,to discipline or bring to senses,to put the mind in its place,Stage-2 output (justification):
दिमाग का दही होना,to get mentally exhausted,the brain to become curd,<select the most relevant English idiom>
दिमाग घुमाना,to confuse or manipulate someone,to spin/turn someone’s mind,<select the most relevant English idiom>
दिमाग का ताला खोलना,to start thinking or understanding,to open the lock of the mind,<select the most relevant English idiom>
दिमाग खाना,to irritate by constant nagging,to eat the brain,To become obsessed with something.
दिमाग लग जाना,to focus attention on something,for the mind to get engaged,Aha moment
दिमाग में बात आना,to get a sudden idea,for an idea to come into the mind,To have an idea in your head
पानी-पानी होना,to feel embarrassed or ashamed,to become water-water,A mess
पानी फिर जाना,to have plans fail suddenly,for water to go over (it),"Other: <if you think other idiom is also a good fit, select it>"
पानी मांगना,to beg for mercy,to ask for water,<select the most relevant English idiom>
पानी उतारना,to humiliate someone publicly,to bring down/drain the water,<select the most relevant English idiom>
पानी सिर से गुजरना,to reach the limit of patience,for water to pass over the head,Water flowing out of the mouth
पानी में आग लगाना,to attempt the impossible,to set fire in water,Stage-2 output (justification):
पानी पर लिखा,to be temporary or futile,written on water,To write on water
पानी बराबर होना,to be equal in strength or skill,to be equal like water,The water level is steady.
पानी पीना,to feel comfortable after fear,to drink water,To put up with something difficult
पानी मांगना पड़ना,to be defeated badly,to have to ask for water,"To ask for water, to drink water."
पानी लाना,to bring respect or reputation,to bring/fetch water,Stage-2 output (justification):
हाथ बँटाना,to help or assist someone,to share/divide the hand,Other: <select the other relevant English idiom>
हाथ धोकर पीछे पड़ना,to chase or target relentlessly,to wash one’s hands and go after,To act in a way that is considered impolite or rude.
हाथ खड़े कर देना,to give up completely,to make (one) raise hands,To throw in the towel
हाथ पाँव फूल जाना,to panic or get nervous,for hands and feet to bloom,<select the most relevant English idiom>
हाथ मलना,to regret something deeply,to rub the hands,To put one's hand to the fire
हाथ साफ़ होना,to be skilled or experienced,for the hand to be clean,To have a clear conscience
हाथ पर हाथ धरे रहना,to do nothing,to keep one hand resting on the other,Hold one's tongue
हाथ की सफाई दिखाना,to show cleverness or skill,to show the hand’s cleanliness (sleight),To show one's true colors
हाथ में लेना,to take responsibility for something,to take in hand,Take by force
हाथ से निकल जाना,to miss an opportunity,to go out of the hand,Lose it
हाथ लगना,to get caught or succeed,to come to the hand,Stage-1 output (definition + candidates): 11) To be overwhelmed with emotions or feelings.
हाथ धोना,to lose something completely,to wash hands,Wash one's hands of a responsibility
हाथ मिलाना,to collaborate or agree,to join hands,A united front
हाथ बाँधना,to restrict or tie someone’s ability,to tie/bind the hands,Stage-2 output (justification):
हाथ ऊँचा होना,to be more powerful or dominant,for the hand to be higher,Take charge
हाथ जलना,to learn by mistake,for the hand to be burned,To have a burning desire or passion for something.
हाथ थामना,to support someone,to hold the hand,Call a halt
हाथ पसारना,to beg or plead,to spread the hand (for alms),"Other: <any other English idioms that are not most relevant, but still relevant to the Hindi idiom>"
हाथ काटना,to separate or break relation,to cut the hand,To cut one's hand
हाथ मोड़ना,to refuse or reject something,to twist the hand,She is a knockout.
पैर पसारना,to spend or expand beyond means,to spread the feet,<select the most relevant English idiom>
पैर जमाना,to settle firmly,to set the feet firm,Get stuck in traffic
पैर पकड़ना,to beg for forgiveness,to hold the feet,Stage-1 output: <definition + candidates>
पैर तले ज़मीन खिसकना,to be shocked or lose ground,for the ground to slip from under the feet,To be lost in thought or confused.
पैर पर कुल्हाड़ी मारना,to harm oneself by one’s own actions,to strike an axe on one’s foot,To be in a tight spot
पैर पीछे खींचना,to withdraw from commitment,to pull the feet back,Put your foot down
पैर फैलाना,to extend scope gradually,to spread the feet,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom.
पैर रोकना,to restrain or hesitate,to stop the feet,To hold one's tongue
पैर रखना,to begin something new,to place a foot,Stage-2 output:
पैर उठाना,to show disrespect or overconfidence,to lift the foot,To lift one's spirits
मुँह बनाना,to show annoyance or sadness,to make a face,Make a noise
मुँह खोलना,to start speaking up,to open the mouth,To open one's mouth
मुँह लटकाना,to look disappointed,to hang the face,Stage-2 output (justification):
मुँह की खाना,to suffer humiliation,to eat of the mouth,Stage-2 output:
मुँह मोड़ना,to turn away or refuse help,to turn the face away,<select the most relevant English idiom>
मुँह दिखाना,to appear shamelessly after wrongdoing,to show the face,To spill the beans
मुँह में राम बगल में छुरी,to be deceitful in nature,"Ram in the mouth, knife in the armpit",Stage-2 output:
मुँह माँगी मुराद मिलना,to get exactly what one wanted,to get the wish asked by mouth,You get what you wish for
मुँह बंद रखना,to stay silent,to keep the mouth closed,Keep one's mouth shut
मुँह खुलवाना,to make someone speak,to make (someone) open the mouth,To speak up
मुँह चुराना,to avoid facing someone,to hide/steal the face (avoid),steal someone's thunder
मुँह तोड़ जवाब देना,to give a fitting reply,to give a mouth-breaking reply,<select the most relevant English idiom>
मुँह में घी शक्कर,used to bless or hope for good news,ghee and sugar in the mouth,A spoonful of sugar makes the medicine go down.
मुँह लगना,to act too familiar with elders,to get attached to the mouth,Keep your mouth shut
मुँह में जुबान न होना,to be timid or unable to speak up,to not have a tongue in the mouth,Speak with conviction
मुँह से बात निकलना,to accidentally reveal something,for the words to come out of the mouth,Speak one's mind
हिम्मत हारना,to lose courage,to lose courage,to lose heart
हिम्मत रखना,to stay strong and confident,to keep courage,Keep your spirits up
हिम्मत बाँधना,to encourage oneself,to tie/bind courage,Hold one's breath
हिम्मत जुटाना,to gather courage,to gather courage,<select the most relevant English idiom>
हिम्मत टूटना,to become hopeless,for courage to break,To lose heart
हिम्मत दिखाना,to show bravery,to show courage,To show enthusiasm or eagerness.
हिम्मत बढ़ाना,to motivate or encourage someone,to increase courage,Stage-1 output: <definition + candidates>
जुबान चलाना,to talk disrespectfully,to run the tongue,To be in a state of constant motion or activity.
जुबान फिसलना,to say something by mistake,for the tongue to slip,Blow your top
जुबान देना,to make a promise,to give one’s tongue (word),"To give something as a gift or present, often with a special meaning or intention."
जुबान रखना,to keep one’s word,to keep one’s tongue (word),To hold on to something dearly
जुबान काटना,to regret saying something,to cut/bite the tongue,To cut off one's nose to spite one's face
जुबान पकड़ना,to hold someone to their words,to catch/hold the tongue,To get the hang of something
जुबान पर काबू रखना,to control speech,to keep control on the tongue,Stage-2 output (justification):
जुबान लगना,to get into an argument,to get on the tongue,Stage-2 output (justification):
जुबान बंद रखना,to stay silent intentionally,to keep the tongue shut,Keep your mouth shut
दाँत पीसना,to show silent anger,to grind the teeth,Bite the bullet
दाँत दिखाना,to laugh unnecessarily,to show the teeth,To show one's true colors
दाँत गिनाना,to mock or insult someone,to count the teeth,To count one's teeth: To complain about something.
दाँत काटी रोटी,to have a close friendship,tooth-bitten bread,Chewing the cud
दाँत टूट जाना,to be defeated or embarrassed,for the teeth to break,To lose one's faculties
पसीना बहाना,to work hard,to make sweat flow,to feign illness
पसीना छुड़ाना,to frighten or exhaust,to make someone break into sweat,To throw away something without regret or remorse.
पसीना निकलना,to feel nervous or hot,for sweat to come out,Aha moment
पसीना-पसीना होना,to be drenched in sweat (from work or fear),to become sweat-sweat (drenched),to be on pins and needles
खून पसीना एक करना,to work tirelessly,to make blood and sweat one,Stage-1 output: <english idiom>
खून खौलना,to feel extreme anger,for the blood to boil,Break down in tears
खून जलाना,to waste emotional energy,to burn blood,To spill one's blood
खून चूसना,to exploit someone harshly,to suck blood,To have a nervous breakdown
खून में उबाल आना,to be fired up with passion,for the blood to come to a boil,To be in hot water
खून पसीने की कमाई,hard-earned money,earnings of blood and sweat,To play a trick on someone
खून सफेद होना,to become heartless or selfish,for the blood to become white,To have a clear conscience
खून चढ़ना,to feel energetic or brave,for the blood to rise,<select the most relevant English idiom>
खून उतरना,to lose courage suddenly,for the blood to descend,To feel a sudden surge of emotion or energy.
पसीने छूटना,to panic under pressure,for sweats to break out,To be in a pickle
खून जम जाना,to be terrified,for the blood to freeze/clot,To be overwhelmed
खून देना,to sacrifice selflessly,to give blood,Stage-2 output (justification):
खून का रिश्ता,blood relation,a relation of blood,Stage-2 output (justification):
खून बहाना,to fight fiercely,to make blood flow,<select the most relevant English idiom>
खून खराबा होना,to result in violence or bloodshed,for bloodshed/ruin to happen,<select the most relevant English idiom>
दिल थाम लेना,to feel suspense or fear,to hold the heart,overwhelmed with emotion or feelings.
दिल लगा लेना,to fall in love deeply,to set/attach the heart,To feel a strong emotional connection or attachment to someone or something.
दिल में आग लगना,to feel jealousy or anger,for fire to ignite in the heart,To have a passion for something
दिल दहल जाना,to be terrified,for the heart to shudder,To be in love with someone
दिल धकधक करना,to feel nervous or anxious,for the heart to throb ‘dhak-dhak’,Stage-2 output:
दिल में उतरना,to become likable or close to heart,to descend into the heart,<select the most relevant English idiom>
दिल में ठंडक पड़ना,to feel relief or satisfaction,for coolness to fall in the heart,<select the most relevant English idiom>
दिल को छू जाना,to touch emotionally,to go and touch the heart,To swallow one's pride
दिल जीत लेना,to win affection,to win the heart,to win someone's heart
दिल में कसक रह जाना,to feel unfulfilled desire or regret,for a pang to remain in the heart,To be obsessed with
दिल का चैन खोना,to lose peace due to love or worry,to lose the heart’s peace,To lose one's heart
दिल बहल जाना,to feel consoled,for the heart to be consoled/amused,overwhelmed
दिल कड़ा करना,to act firmly despite emotions,to make the heart hard,Stage-2 output (justification):
दिल बैठ जाना,to lose hope or courage,for the heart to sit/sink,To feel weighed down by emotions
दिल बदलना,to change one’s opinion or feelings,to change the heart,<select the most relevant English idiom>
"साँप निकल गया, लकीर पीटते रह गए",to act after the damage is already done,the snake went out; (they) kept beating the line,<select the most relevant English idiom>
साँप सूँघ जाना,to become completely silent out of fear,for a snake to sniff (one),To be in a tight spot
साँप और नेवले की लड़ाई,a fight between sworn enemies,a snake-and-mongoose fight,Stage-1 output (definition + candidates):
साँप के मुँह में छछूंदर,to be stuck in an impossible situation,a shrew in the snake’s mouth,Stage-2 output (justification):
साँप को दूध पिलाना,to favor someone who will harm you later,to feed milk to a snake,It's a piece of cake
साँप की केंचुली बदलना,to change completely in nature or appearance,for a snake to change its slough/skin,<select the most relevant English idiom>
साँप भी मर जाए और लाठी भी न टूटे,to solve a problem smartly without harm to anyone,the snake die too and the stick not break,A person who is very stubborn and refuses to change their mind.
साँप का बच्चा,a dangerous or deceitful person,a snake’s offspring,A snake's offspring
साँप के बिल में हाथ डालना,to invite trouble knowingly,to put a hand into a snake’s burrow,To put one's hand in the mouth of a snake.
साँप निकलते ही लकीर पीटना,to regret after losing the opportunity,to beat the line once the snake has left,Be taken by surprise
शेर की सवारी करना,to take a dangerous or risky decision,to ride a lion,To take on a dangerous task without proper preparation or support.
शेर बनना,to act bravely or arrogantly,to become a lion,To step up and take charge
शेर का दिल रखना,to be very courageous,to keep/have a lion’s heart,A friend in need is a friend indeed.
शेर के मुँह में हाथ डालना,to challenge danger directly,to put a hand in a lion’s mouth,To put one's foot in one's mouth
शेर की तरह गरजना,to speak fearlessly or loudly,to roar like a lion,Stage-1 output (definition + candidates):
शेर का शिकार करना,to achieve a big or risky goal,to hunt a lion,Catching a rabbit
लोमड़ी की तरह चालाक,to be extremely cunning,cunning like a fox,as smart as a fox
कुत्ते की तरह भौंकना,to shout without reason,to bark like a dog,To feel the cold like a dog
कुत्ते की मौत मरना,to die miserably or without dignity,to die a dog’s death,Other: <select the other relevant English idiom>
कुत्ते की पूँछ टेढ़ी की टेढ़ी,bad habits never change,a dog’s tail—crooked remains crooked,A lion in a henhouse
कुत्ते के भौंकने से हाथी नहीं रुकता,great people ignore petty criticism,by a dog’s barking the elephant doesn’t stop,unaffected
कुत्ते की दुम टेढ़ी की टेढ़ी,incorrigible by nature,a dog’s tail—crooked-crooked,Stage-2 output (justification):
कुत्ते की तरह पीछे पड़ना,to chase someone relentlessly,to get after (someone) like a dog,Run like a rabbit
बंदर क्या जाने अदरक का स्वाद,the unworthy cannot appreciate value,what would a monkey know of ginger’s taste,The monkey knows the taste of ginger
बंदर के हाथ में उस्तरा,a dangerous thing in foolish hands,a razor in a monkey’s hand,In a pickle
बंदर नाच देखना,to enjoy entertainment or drama,to watch a monkey dance,monkey business
बंदर घुड़की देना,to make empty threats,to give a monkey-like browbeating,To be a fool in the eyes of others.
बंदर के हाथ नारियल,valuable thing with an undeserving person,a coconut in a monkey’s hand,A monkey's paw
बिल्ली के गले में घंटी बाँधना,to take initiative in a dangerous task,to tie a bell on the cat’s neck,"To put a stop to something, to make it impossible to continue."
बिल्ली की तरह मुँह बनाना,to act innocent after wrongdoing,to make a face like a cat,talk in riddles
बिल्ली की तरह चुप रहना,to remain silent out of guilt or fear,to stay quiet like a cat,"To remain silent like a bill, which does not make any noise."
बिल्ली के भाग्य से छींका टूटा,to get something valuable by pure luck,by the cat’s fortune the hanging rack broke,A stroke of luck
चूहे बिल्ली का खेल,a game of chase and evasion,a cat-and-mouse game,Playing with a toy
चूहे दौड़ना,to feel hungry,mice to run (about),A penny for your thoughts
गधे के सिर से सींग गायब,something missing without a trace,horns gone from the donkey’s head,The cat's whiskers are gone
गधे पर बैठकर शेर की बात करना,to act proud without reason,to sit on a donkey and talk of a lion,To talk about a subject in a way that is not true or not accurate.
गधे को घोड़ा बनाना,to exaggerate someone’s abilities,to make a donkey into a horse,to make a horse out of a cow
गधे को फूलों की माला पहनाना,to honor an undeserving person,to put a garland of flowers on a donkey,To be swamped
गधे के कान में बांसुरी,to waste effort on someone ignorant,a flute in a donkey’s ear,<select the most relevant English idiom>
गाय का दूध पीना,to live peacefully and simply,to drink the cow’s milk,A sucker for a pretty face
गाय बनना,to act innocent or submissive,to become a cow,To become a cow: To become weak or unproductive.
गाय के आगे बीन बजाना,to explain something to someone who won’t understand,to play a reed-pipe before a cow,To be in a pickle
ऊँट के मुँह में जीरा,too little for a large need,cumin in a camel’s mouth,Stage-1 output (definition + candidates): <select the stage-1 output>
ऊँट पहाड़ के नीचे,to meet one’s superior or defeat,camel beneath the mountain,the egg on the mountain's bottom
ऊँट के मुँह में खजूर,tiny reward for great effort,a date in a camel’s mouth,<select the most relevant English idiom>
ऊँट की चाल चलना,to act steadily but slowly,to walk with the camel’s gait,to waddle like a duck
ऊँट रेत में सिर छिपाना,to ignore reality or hide from truth,for the camel to hide its head in sand,To bury one's head in the sand
घोड़े बेचकर सोना,to sleep peacefully without worry,to sleep having sold the horses,<select the most relevant English idiom>
घोड़े पर सवार होना,to be in a hurry or overexcited,to be mounted on a horse,To be in charge of oneself
घोड़े का नाल पहनना,to try something superstitious for luck,to wear a horse’s horseshoe,To be in a pickle
घोड़े की लगाम कसना,to tighten control,to tighten the horse’s reins,To be in a pickle
घोड़े दौड़ाना,to act hastily without thinking,to run the horses,Stage-2 output (justification):
मछली पानी से बाहर,to feel uncomfortable in a strange place,fish out of water,To be out of one's depth
मछली हाथ से निकलना,to miss an opportunity,for the fish to slip from the hand,caught off guard
मछली पकड़ना,to manipulate a situation for gain,to catch fish,Catching a fish
मछली मरना,to face downfall silently,for a fish to die,<select the most relevant English idiom>
मगरमच्छ के आँसू,false show of sympathy,crocodile’s tears,A cloud of smoke
मगरमच्छ बनना,to act powerful or arrogant falsely,to become a crocodile,To be a complete failure
मगरमच्छ का शिकार करना,to take on a huge challenge,to hunt a crocodile,To catch a rabbit by its tail
सांड बनना,to act angrily or uncontrollably,to become a bull,To cause trouble
सांड को लाल कपड़ा दिखाना,to provoke someone deliberately,to show a red cloth to a bull,Stage-2 output (justification):
सांड की तरह दौड़ना,to rush without thinking,to run like a bull,To run like sand through the fingers
सांड की तरह जिद्दी,to be very stubborn,stubborn like a bull,Stage-2 output (justification):
सांड की तरह ताकतवर,to be physically strong,strong like a bull,Like a rock
तेल देखो तेल की धार,to wait and watch patiently,look at the oil—the stream of the oil,Stage-1 output: <definition + candidates>
तेल लगाना,to flatter or please for benefit,to apply oil,To add fuel to the fire
तेल निकलना,to get exhausted completely,for oil to come out,Pouring one's heart out
तेल पानी एक होना,to be completely incompatible,for oil and water to be one,In a state of confusion
तेल जलाना,to work hard late into the night,to burn oil,To stir up trouble
धन पानी की तरह बहाना,to waste money lavishly,to let wealth flow like water,To have a lot of money like water.
धन दौलत इकट्ठी करना,to accumulate wealth,to gather wealth and riches,Pool resources
धन का घमंड होना,to be arrogant about wealth,to have pride of wealth,To lose one's fortune
धन के पीछे भागना,to be greedy for money,to run after wealth,To run away from responsibility
धन का नशा चढ़ना,to be blinded by riches,for the intoxication of wealth to rise,To lose one's fortune or wealth.
धन कमाना,to earn wealth,to earn wealth,To make money
धन की बरसात होना,to receive great fortune,for a rain of wealth to occur,A windfall
धन को पानी समझना,to spend carelessly,to consider wealth as water,To consider money as equivalent to water.
धन का दुरुपयोग करना,to misuse wealth,to misuse wealth,Waste money
धन देना,to offer charity or contribution,to give wealth,To give someone a handout
नजर लगना,to be jinxed or affected by envy,for the (evil) eye to be cast,Stage-2 output (justification):
नजर उतारना,to remove the evil eye,to take off/ward off the eye,to examine something carefully
नजर बचाना,to avoid eye contact,to save oneself from the eye,Stage-2 output:
नजर डालना,to glance or check,to cast a glance,Scrutinize something closely
नजर चुराना,to avoid someone intentionally,to steal/avoid the eye,To play a trick on someone.
नजर रखना,to keep watch on something,to keep an eye,Stage-2 output (justification):
नजर मिलाना,to look straight and confidently,to meet the eyes,Aha moment
नजर में आना,to get attention or recognition,to come into sight,To be seen
नजर से गिरना,to lose respect in someone’s eyes,to fall from (someone’s) eyes,Take a fall
नजरों में बसना,to be deeply admired or loved,to dwell in (someone’s) eyes,To be seen by others
मुँह की बात छीनना,to say what someone was about to say,to snatch the words from (someone’s) mouth,Stage-2 output (justification):
रूठा मन मनाना,to reconcile after disagreement,to coax the sulking mind/heart,to worry oneself half to death
मन बनना,to decide willingly,for the mind to be made,Believe in your heart
मन भरना,to lose interest or get satisfied,for the mind to fill/satiate,To be overwhelmed with emotion or thoughts.
मन लगाना,to stay focused,to set the mind (on),To put one's mind in a state of confusion or turmoil.
मन मारना,to suppress one’s desires,to kill/suppress the mind,To make someone go crazy.
मन में बैठना,to be convinced deeply,to sit in the mind,To have a strong desire or craving.
मन में बात रखना,to keep things inside,to keep the matter in the mind,Keep something in mind
मन बहलाना,to divert oneself pleasantly,to amuse/entertain the mind,To put off one's duties or responsibilities.
मन से उतरना,to lose affection for someone,to come down from the heart/mind (lose favor),"To feel a strong emotion, such as happiness or sadness, without any external cause."
मनमानी करना,to act selfishly or on one’s own terms,to do according to one’s own mind,Think twice before you do.
दो नावों पर सवार होना,to try doing two opposite things at once,to ride on two boats,Stage-2 output:
दूध का जला छाछ भी फूंककर पीता है,"once bitten, twice shy",one burned by milk even blows on buttermilk before drinking,A person who is so desperate for something that they will do anything to get it.
"दूध का दूध, पानी का पानी करना",to reveal the truth or clarify everything,to make milk (be) milk and water (be) water,Stage-2 output (justification):
दूध में मक्खी की तरह,an unwanted person in a good place,like a fly in milk,<select the most relevant English idiom>
दूध का कर्ज चुकाना,to repay parents' love and care,to repay the debt of milk,"To take someone's milk away from them, often as a form of punishment or to make them feel guilty."
दूध में नीम का पत्ता,something that ruins a good thing,a neem leaf in milk,A needle in a haystack
