,src,true_meaning,literal_translation,predicted
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"A stage where a person or group with little power or influence is given a chance to speak or act, causing a loud and noisy reaction."
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,"A ""dead end"
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,<select the most relevant English idiom>
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat
1092,甘之如饴,Gladly endure hardships,Sweet as candy,Enjoying something as sweet as honey.
1093,甚嚣尘上,Making a lot of noise,All over the place,A hot topic that is being talked about everywhere.
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,<select the most relevant English idiom>
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in the midst of adversity, die in the midst of comfort"
1096,用兵如神,Be a superb military commander,Use soldiers like gods,to be a military genius
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man steals and a woman prostitutes.
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",A bird in the hand is worth two in the bush
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Do it all at once
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Dreaming of a feast
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,imitate
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Cut to the chase
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",The blind leading the blind
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,to make a fool of oneself
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,First to act
1106,当耳边风,Turn a deaf ear to,When the wind blows,Ignore
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,to have too many things to do at once
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,A storm reveals the true strength of a person's character.
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,loathe
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,Turning to the last resort
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,A spoonful of sugar helps the medicine go down
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A fish trying to eat an eagle.
1113,登峰造极,Reach the summit,Reach the pinnacle,To reach the pinnacle of success.
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,master the craft
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,Burn the midnight oil
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A small flaw in a perfect object
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,To spend the rest of one's life together with a partner.
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,to see a ghost
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,Hundred Paces
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,Bring back to life
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,A song that never gets old.
1122,百端待举,A thousand things wait to be done,Waiting for everything,To be in a state of great preparation or readiness.
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,Stage-2 output (justification):
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,To be refined through repeated trials and hardships
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,a shambles
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend",A free-for-all of ideas.
1127,百战百胜,Invincible,Win every battle,Unbeatable in battle
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,A river flowing into the sea
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-legged worm, which dies but does not stiffen."
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing
1131,皆大欢喜,Everybody is happy,Everyone is happy,A happy coincidence
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"A fake smile, but a genuine frown."
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","The skin is gone, the hair will fall off."
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,Reasoning: <select the most relevant English idiom> matches the definition of 盛名难副 because <reasoning>. Other options are <reasoning>. Best: A big fish in a small pond
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,A bird of a feather
1136,尽力而为,Do one's best,Do your best,Give it your all
1137,尽心竭力,(do something) with all one's heart,Do my best,To give it your all
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and hope for the best.
1139,目不转睛,Look with fixed eyes,Keep an eye on,Intensely focused
1140,目光如炬,Farsighted,Eyes like torches,A sharp eye
1141,盲人摸象,One-sided view,Blind man touching elephant,A blind person trying to understand an elephant by touching only one part of it.
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,A blind man riding a horse blindfolded.
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Speak one's mind
1144,相辅相成,Supplement each other,Complement each other,A good neighbor is like a good medicine
1145,相得益彰,Bring out the best in each other,Complement each other,Synergy
1146,相提并论,Put something (or somebody) on a par with,On a par,lump together
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Treat someone like a guest
1148,相知有素,Have known each other long,Know each other well,A long-standing friendship or acquaintance
1149,相安无事,Live in peace with each other,Everything is fine,Alongside
1150,相依为命,Shore one's life together,Depend on each other,Rely on each other for survival
1151,相沿成习,Become a custom through long usage,Learn from each other,get into a routine
1152,相映成趣,Set each other off,Comparing with each other,A pair of opposites
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it",1) A sudden idea comes to mind.
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Tailor to fit the occasion.
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,A true gold coin will not melt away when exposed to fire.
1156,真相大白,The whole truth has come out,The truth is revealed,the truth comes out
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,Overly ambitious
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,A little bird told me
1159,睹物思人,The thing reminds one of its owner,See things and think people,Think of someone when seeing something that reminds you of them.
1160,瞎子摸鱼,Act blindly,Blind man fishing,act without understanding
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,To waste time and energy on something that is futile.
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,Blind as a bat
1163,瞒天过海,Practice deception,Cross the sea,Pull a fast one
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know your enemy and know yourself, and you can fight a hundred battles without danger."
1165,知法犯法,Knowingly violate the low,Know the law and break the law,To break the law by deliberately breaking it.
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,To push through obstacles with determination.
1167,知过必改,Know one's faults and correct them,Knowing must change,To admit one's fault
1168,知其一，不知其二,Have only a one-sided view,"I know one, don't know the other",Stage-1 output: <definition + candidates>
1169,知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything",Open your mouth wide
1170,短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,A dogfight
1171,石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,It's gone for good.
1172,破釜沉舟,Cut off all means of retreat,Burn one's boats,Bite the bullet
1173,破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh despite crying
1174,破旧立新,Destroy the old and establish the new,Break the old and build the new,To throw out the old and make way for the new.
1175,硕果仅存,One of the few still lest,Only fruit remains,the sole survivor
1176,磨杵成针,Perseverance will prevail,Grind the pestle into a needle,grind a stick into a needle
1177,碍手碍脚,Be a hindrance,Get in the way,A stumbling block
1178,神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know",Off the radar
1179,神采奕奕,Glowing with health and radiating vigor,In high spirits,A person who is full of energy and vitality.
1180,神色自若,Be perfectly calm and collected,Look at ease,Keep a poker face
1181,祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune never comes singly
1182,祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,Do harm to the country
1183,福无双至,Blessings never come in pairs,Fu Wushuang arrives,A blessing in disguise
1184,秀而不实,Flowering but producing no fruit,Show but not truth,Looks good on the outside but not on the inside
1185,私相授受,Make an illicit transfer,Give and receive privately,to swap secrets
1186,秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,Reasoning: <select the most relevant English idiom> is the best match because <reasoning about why the idiom is the best match>.
1187,秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,bloodless
1188,种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,You reap what you sow.
1189,称孤道寡,Act like an absolute ruler,Act like an absolute monarch,the only one in the world
1190,称兄道弟,Be on intimate terms,Call each other brothers,To be on equal footing with someone
1191,称王称霸,Act like an overlord,Lord it over,To be the boss of the block
1192,积年累月,For months and years,Over the years,A long time
1193,积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Be prepared for the worst.
1194,积重难返,Old habits are difficult to get rid of,Hard to return,It's a tough cookie to crack.
1195,积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Every little bit helps
1196,稳操胜券,Have full assurance of success,Be sure to win,"Reason: <select the most relevant English idiom> and explain why it is the best match for the Chinese idiom. The English idiom that best matches the definition of the Chinese idiom 稳操胜券 is ""A sure thing."" The reason for this is that both idioms convey the idea of having a certain and certain victory or success. The term ""A sure thing"" directly translates to ""稳操胜券"" in Chinese, emphasizing the certainty and confidence one has in their outcome."
1197,空中楼阁,Daydream,Castle in the sky,A pipe dream
1198,穿针引线,Act as a go-between,Thread the needle,To sew a garment by providing guidance.
1199,突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Skyrocket
1200,穷兵黩武,Adopt a warlike policy,Go to war,To fight a war for no reason
1201,穷途末路,Dead end,No way no money,to be at the end of one's rope
1202,穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,a barren and harsh environment
1203,穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When you're in a bind, you have to think outside the box."
1204,窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To spy on someone's plans.
1205,立锥之地,A tiny bit of land,The land of the cone,A place to stand but not to lie down.
1206,立身处世,How to get along with people,Live in the world,To act appropriately in social situations.
1207,立足之地,Standing-room,Gain a foothold,To have a firm foundation
1208,竭尽全力,To the best of one's ability,Make every effort,give one's all
1209,端倪可察,Have found a due to something,Clues can be seen,See the forest for the trees
1210,笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,A wolf in sheep's clothing
1211,笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,The early bird catches the worm.
1212,管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",Take a small sample to represent the whole.
1213,箭在弦上,A point of no return,Arrow on the string,A tight spot
1214,筚路蓝缕,The pioneering spirit,Bilu blue thread,"To build a road with rough tools and wear blue clothes, often used to describe the hardships of early construction."
1215,箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,A hearty welcome
1216,米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,The cost of living is exorbitant.
1217,粗枝大叶,In a slipshod manner,Thick branches and large leaves,A hasty and careless approach
1218,粥少僧多,Not enough to go around,"Less porridge, more monks",A dog with two tails
1219,精兵简政,Streamlined administration,Efficient and streamlined administration,cut the fat
1220,约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,make a deal
1221,纷至沓来,Come in a continuous stream,One after another,A steady stream of people or things arriving.
1222,绝处逢生,Escape by the skin of one's teeth,Life in desperation,To make it through a difficult time
1223,绞尽脑汁,Rack one's brains,Racking my brains,Think about it for hours
1224,络绎不绝,Unending,An endless stream,A steady stream of people or things passing by.
1225,经年累月,For years,Over the years,year after year
1226,绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,A group of outlaws
1227,绰绰有余,More than sufficient,More than enough,Having more than enough
1228,绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,A hidden sharpness or sharpness in a soft or gentle manner.
1229,紧锣密鼓,Wildly beating gongs and drums,In full swing,Get your ducks in a row.
1230,缘木求鱼,A useless search,Edge wood for fish,To look for fish in a tree
1231,缓不济急,Slow action cannot save a critical situation,In no hurry,A slow response is not enough to meet urgent needs.
1232,缩头缩脑,Shrink from responsibility,Shrink your head,play it safe
1233,总而言之,To make a long story short,All in all,To sum up
1234,总角之交,Childhood friend,Turn of the total angle,childhood friends
1235,绘声绘影,Vivid description,Picture sound and picture,Give a full account
1236,罄竹难书,(of a man's sins) too numerous to record,Too many books to read,罄竹难书
1237,罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,to be guilty of a crime deserving of the death penalty
1238,罪责难逃,Cannot get away with it,Guilt is inevitable,You can't get out of the frying pan into the fire.
1239,置之脑后,Put out of mind,Leave it behind,Let it go
1240,置身事外,Stay (keep or remain) aloof from the affair,Stay out of the way,Stay out of it
1241,美中不足,A blemish in an otherwise perfect thing,A fly in the ointment,A small flaw
1242,群龙无首,A group without a leader,Dragons without a leader,a pack of wolves
1243,群起而攻之,Rally together to attack,Group to attack,A united front
1244,习惯成自然,Habit (or custom) is a second nature,Habit is second nature,Habit makes it second nature
1245,翻山越岭,Travel (or tramp) over hill and dale,Over the mountains,Scale the heights
1246,老马识途,(of experienced people) know the ropes,The old horse knows the way,An old horse knows the way.
1247,老骥伏枥，志在千里,Old people may still cherish high aspirations,"Old Ji Fuzheng, aspiring to a thousand miles",A horse with a strong desire to keep going.
1248,耳食之谈,Accept readily without comprehending what is heard,Talking about ear food,hearsay
1249,耳闻不如目见,Seeing for oneself is better than hearing from others,Hearing is worse than seeing,See it with your own eyes
1250,聊胜于无,Half a loaf is better than no bread,Better than nothing,To have more than nothing
1251,聊以自慰,Just to console oneself,Chat to masturbate,To find solace in something trivial or insignificant
1252,聊以卒岁,Just to tide over the year,Talk about death,Kill time
1253,聚沙成塔,Many a little makes a mickle,Gather sand into a tower,Build a tower from sand
1254,闻风而起,Go into action without delay,Up in the wind,Rumors spread like wildfire
1255,闻名不如见面,Know a man by repute is not as good as meeting him face to face,Better to be famous than to meet,Seeing is believing.
1256,闻过则喜,Be glad to have one's errors pointed out,Happy to hear it,Be open to constructive criticism
1257,闻一知十,Infer the whole matter after hearing but one point,Hear one know ten,One sees a thousand miles
1258,聪明反被聪明误,Cleverness may overreach itself,Smart is mistaken by smart,A clever person can be hurt by their own cleverness.
1259,聪明一世，糊涂一时,"Smart as a rule, but this time a fool","Smart for a lifetime, confused for a while",A wise man who becomes foolish for a short period of time.
1260,声东击西,Make a feint,Sound east and west,feigning an attack
1261,耸入云霄,Rise above the clouds,Soaring into the sky,soar to the heavens
1262,听其自然,Leave (things) to chance,Let it be,Let it be
1263,听其言而观其行,Judge people by their deeds not just by their words,Listen to what he says and watch what he does,actions speak louder than words
1264,听之任之,Let one have one's own way,Leave it alone,Let it be
1265,肺腑之言,Words from the bottom of one's heart,Words from the Heart,Heartfelt advice
1266,背道而驰,Run counter to,Run in the opposite direction,Going in opposite directions
1267,背城借一,Put up a desperate struggle,Borrow one from behind the city,Fight to the last
1268,胡思乱想,Let one's imagination run away with him,Have a bee in one's bonnet,Think outside the box
1269,胸中有数,Have a good idea of how things stand,Number in chest,Know what you're talking about
1270,胸中无数,Have no idea of how things stand,Countless in the chest,Know nothing
1271,能上能下,Be ready to work both at the top or at the grass roots,Can go up and down,"To be able to move up and down, or to be flexible in one's actions."
1272,能文能武,Capable of handling both military and civilian affairs,Capable of writing and martial arts,A jack-of-all-trades
1273,脚踏两只船,Have a foot in either camp,Pedal two boats,To have two boats on your feet.
1274,脚踏实地,Earnest and down-to-earth,Down to earth,Work hard and be practical.
1275,脑满肠肥,Heavy-jowled and potbellied - the idle rich,Brain full of fat,Living off the fat of the land
1276,腹背受敌,Be attacked from all sides,Enemy on the back,caught between a rock and a hard place
1277,膏粱子弟,Good-for-nothing sons of the idle rich,Gao Liang's disciples,A spoiled brat
1278,胆战心惊,Strike terror into the heart of,Tremble with fear,To be on pins and needles
1279,临渴掘井,Do a thing at the 11th hour,Digging a well when thirsty,To take action when it is too late.
1280,临阵磨枪,Start to prepare only at the last moment,Sharpening the gun,Last-minute practice
1281,临危不惧,Remain calm in the face of a crisis,Don't be afraid of danger,Stand up to danger
1282,临渊羡鱼，不如归而结网,One should take practical steps to achieve one's aims,"Linyuan is envious of fish, it is better to go home and make a net",Dream of something you cannot get
1283,自讨苦吃,Do something which will only cause trouble to oneself,Asking for trouble,Bite off more than you can chew
1284,自掘坟墓,Bring ruin upon oneself,Digging one's own grave,<select the most relevant English idiom>
1285,自取其咎,Have only oneself to blame,Blame it on yourself,To bite the hand that feeds you.
1286,自行其是,Go one's own way,On its own,"Do as I say, not as I do"
1287,自寻烦恼,Bring vexation on oneself,Asking for trouble,Create trouble for oneself
1288,自食其果,Face the consequences of one's action,Eat your own fruit,You reap what you sow
1289,自食其言,Break one's own promise,Eat your own words,Keep your word
1290,自作聪明,Think oneself clever,Make yourself smart,A wise fool
1291,自言自语,Keep on chattering though to one is listening,Talking to oneself,To talk to oneself
1292,自我吹嘘,Boast smugly,Brag about oneself,Blow one's own horn
1293,至死不变,Constant till death,Unchanging till death,Stand firm
1294,与虎谋皮,Ask a tiger for its hide,Scheming with tigers,"To try to deceive or trick someone, especially by using their own weaknesses or vulnerabilities."
1295,与日俱增,Be steadily on the increase,Increasing day by day,Gradually increasing over time.
1296,与人为善,Do good for people,Be kind to people,Do unto others as you would have them do unto you
1297,兴师问罪,Send a punitive expedition against,Xingshi to ask guilt,To launch an investigation or inquiry into wrongdoing or misconduct.
1298,举不胜举,Too numerous to mention,Too many to mention,As many as the stars in the sky
1299,举国上下,The whole nation,The whole country,A country pulling together
1300,举一反三,Infer other things from one fact,Learn by analogy,Apply the same principle to another situation.
1301,旧地重游,Revisit a once familiar place,Revisiting old places,A place of nostalgia
1302,旧恨新仇,New hatred piled on old,Old hatred new hatred,old grudges and new animosities
1303,舌敝唇焦,"Wear oneself out in pleading, expostulating, etc",Tongue and lip burn,Chatterbox
1304,舞文弄墨,Indulge in fancy writing,Dance with ink,play with words
1305,良药苦口,Good medicine tastes bitter,Good medicine is bitter,A bitter pill to swallow
1306,良药苦口利于病，忠言逆耳利于行,"Just as bitter medicine cures sickness, so unpalatable advice benefits conduct","Good medicine tastes bitter, unpalatable advice help line",A spoonful of sugar helps the medicine go down.
1307,艰难曲折,Arduous and tortuous,Difficult twists and turns,A winding road
1308,色厉内荏,Be tough-looking outside but really timid within,Color Li Nei,A big deal about nothing.
1309,芒刺在背,Feel nervous and uneasy,Thorn on the back,to have a bad feeling about something
1310,花天酒地,Indulge in gay life and debauchery,Spend the day,Living it up
1311,若要人不知，除非己莫为,The only way to keep people from knowing something is not to do it,"If you don't know, you have to do it yourself",Don't do the wrong thing if you don't want others to find out about it.
1312,若有所失,Feel lost,If something is lost,In the dark
1313,若无其事,Calmly,If nothing happened,As if nothing had ever happened
1314,苦海无边，回头是岸,Escape from the human world of woes and find salvation,"The sea of suffering is boundless, turning back is the shore","A sea of bitterness with no shore, a return to the shore."
1315,英雄所见略同,Great minds think alike,Heroes see the same,Like minds think alike
1316,英雄无用武之地,No scope for one's energies,Heroes are useless,A hero has no place to display their skills.
1317,茁壮成长,Grow up healthy and strong,Growing up healthily,flourish
1318,苟延残喘,Eke out a meagre life,On one's last legs,Biding one's time
1319,茹毛饮血,Live the life of a primitive man,Ru Mao drinks blood,Living off the land
1320,草木皆兵,Be afraid of one's own shadow,All grass and trees,A bird in the hand is worth two in the bush
1321,萍水相逢,"Casual, temporary meeting",Meet by chance,meet by chance
1322,荆棘载途,A path beset with difficulties,Thorns on the road,A bumpy road
1323,万般皆下品，惟有读书高,"All occupations are ranked low, only book-learning is exalted","Everything is inferior, only reading is high",Knowledge is power
1324,万籁俱寂,All sounds are hushed (or still),Everything is silent,As still as a mouse
1325,万里长征,A long march of ten thousand li,The Long March,A long and difficult journey
