|src|true_meaning|literal_translation|predicted
62|一而再，再而三|Again and again|Again and again, again and again|One after another, one after another.
63|一衣带水|A narrow strip of water|A piece of water|A water jacket
64|一意孤行|Go (take, have of follow) one's own way|Go one's own way|I'm not sure what to do.
65|一叶知秋|It is a straw in the wind|One Leaf Zhiqiu|This post is part of our special coverage.
66|一叶障目，不见泰山|Have one's view of the important overshadowed by the trivial|A leaf obstructs the eyes, but Mount Tai is not seen|A blind man can't see the mountains
67|一言既出，驷马难追|What is said cannot be unsaid|As soon as the word is spoken, the horse is hard to follow|It's hard to keep up with a word that's already been said.
68|一言以蔽之|Make a long story short|In a word|A word of caution
69|一无可取|Good-for-nothing|Nothing is possible|Nothing to be desired
70|一物降一物|Everything has its vanquisher|One thing down one thing|One thing leads to another
71|一误再误|Make one error after another|Mistake over and over again|One mistake after another
72|一五一十|Narrate systematically and in full detail|One fifty one|15 and 10
73|一问三不知|Be entirely ignorant|One question and three unknown|I don't know.
74|一望而知|Very obvious|At a glance|At a glance, you can tell.
75|一望无际|Boundless|As far as the eye can see|Hope for the future
76|一语道破|Get to the heart of the matter in a few words|In a word|This is not the end of the story.
77|七窍生烟|Foam with rage|Seven orifices smoke|Seven cans of tobacco
78|七长八短|Of uneven size|Seven long and eight short|7 long 8 short
79|七手八脚|Too many cooks|Seven hands and eight feet|Seven hands and eight feet
80|七上八下|Be agitated|Seven up and eight down|7 or 8
81|三番五次|Again and again|Three and five times|Three times five
82|三头六臂|With three heads and six arms - superhuman|Three heads and six arms|Three heads and six arms
83|三天打鱼，两天晒网|Lack of perseverance|Three days of fishing, two days of netting|Three days fishing, two days casting nets
84|三令五申|Repeated orders and instructions|Three orders and five applications|Three shillings five shillings
85|三个臭皮匠，胜过一个诸葛亮|Two heads are better than one|Three cobblers are better than one Zhuge Liang|Three skinheads are better than one
86|三顾茅庐|Repeated a whole-hearted invitation|San Gu thatched cottage|I'm not sure what to say.
87|三句话不离本行|Talk shop a the time|Three words stay with us|Three phrases that are not out of the ordinary
88|三长两短|Something unfortunate, especially death|Three long and two short|Three long, two short
89|三十六计，走为上策|The best thing to do now is to quit|Thirty-six strategies, walking is the best policy|Thirty-six measures to take action
90|三生有幸|Consider oneself most fortunate (to make somebody's acquaintance)|Sansheng is lucky|Happy Birthday to you
91|三人行必有我师|If three of us are walking together, there will certainly be a teacher for me|Threesome must have my teacher|The three of us must have a teacher
92|三寸不烂之舌|(have) a silver tongue|Three inch incorrupt tongue|Three Inches of My Tongue
93|三五成群|In threes and fours|Groups of three or five|35 percent of the population
94|上不着天，下不着地|Be suspended in mid-air|Can't go up to the sky, can't go down to the ground|It's not the sky, it's not the ground
95|上天无路，入地无门|Helpless, nowhere to turn|There is no way to the sky, no way to enter the earth|There's no way up, there's no way down
96|上梁不正下梁歪|People follow the example of those in high positions|The upper beam is not straight, the lower beam is crooked|Upper and lower beams twisted
97|上蹿下跳|Run clandestine errands up and down the line|Jump up and down|Jump up and down
98|上无片瓦，下无插针之地|As poor as a church mouse|No tiles on top, no pins on the bottom|A country without bricks, without needles
99|下笔千言，离题万里|Write quickly but stray from the theme|Write a thousand words, digress thousands of miles|I'm not sure what I'm going to do about it, but I'm going to do something about it.
100|下不为例|Not to be repeated|Not an example|Below is an example:
101|下马看花|On-the-spot investigation|Dismount to see flowers|Look at the flowers
102|下车伊始|The moment one takes up one's official post|Get off at the beginning|Start of disembarkation
103|不明不白|Inexplicable|Do not understand|I don't know.
104|不分彼此|Share everything|Regardless of each other|They're not separate from each other.
105|不打不成相识|No discord, no concord|Do not know each other|I don't know what to say.
106|不违农时|Do farm work in the right time|Does not violate the agricultural time|Farmers' rights are not violated
107|不打自招|A self-confession|Don't make a fool of yourself|Don't make excuses
108|不到黄河心不死|Not give up till coming to a dead end|If you don't reach the Yellow River, your heart will not die|The Yellow River is not the end of the world
109|不得要领|Unable to make heads or tails of something|To no avail|You have to pay for it.
110|不能自拔|Be inescapably caught in|Unable to extricate themselves|I can't help myself.
111|不念旧恶|Forget old grudges (or grievances)|Do not forget the old evil|It's time to move on.
112|不郎不秀|Worthless|Not Lang not show|It's not fair.
113|不吝指教|Not spare your comments|Do not hesitate to advise|I'm going to teach you.
114|不落窠臼|Leave the beaten track|Not out of the norm|It doesn't work.
115|不甘后人|Hate to be outdone|Unwilling to descendants|It's not easy being a feminist.
116|不甘示弱|Yield no ground|Not to be outdone|They are not willing to give up.
117|不敢越雷池一步|Keep within (the) bounds|Don't dare to step beyond the pond|I don't dare to step over the thunder pool
118|不管三七二十一|Come what may|No matter what|It doesn't matter.
119|不可偏废|Without neglecting either|Not to be neglected|Not to be wasted
120|不亢不卑|Neither overbearing nor servile|Neither haughty nor humble|It's not easy.
121|不急之务|A nonurgent business|A matter of no great urgency|Urgent need
122|不见棺材不落泪|Refuse to be convinced until one is faced with grim reality|No tears without seeing the coffin|No coffins to be found
123|不进则退|Move forward, or you'll fall behind|Not advance or retreat|It's not the end of the world.
124|不经一事，不长一智|Wisdom comes from experience|You can not gain knowledge without practice|It's hard to believe that we're still in the early stages of the pandemic.
125|不绝如缕|Very precarious|Hanging by a thread|It's not like that.
126|不期而遇|Meet accidentally (or by chance)|Meet by chance|Unexpected encounters
127|不知凡几|Can't tell how many there are|I don't know how many|I don't know how many.
128|不知天高地厚|Have an exaggerated opinion of one's abilities|I don't know how tall the sky is|I don't know what's going on.
129|不知好歹|Not to know good from bad|I don't know|I don't know.
130|不知进退|Have no sense of propriety|I don't know where to go|I don't know what to do.
131|不知人间有羞耻事|Lose all sense of shame|I don't know there is shame in the world|There is no shame in ignorance
132|不知所以|Not know the reason why|I don't know why|I don't know why.
133|不知所云|Unintelligible|I don't know|I don't know
134|不耻下问|Not above asking questions|Don't be ashamed to ask|I'm not ashamed to ask.
135|不识大体|Fail to see the larger issues|Ignore the general interest|Ignorance is bliss
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|Ignorance is bliss
137|不识时务|Not familiar with the current situation|Ignorant of the times|Ignorance of time
138|不上不下|In a fix|Not up nor down|It's not easy.
139|不胜枚举|Cannot be enumerated one by one|The list goes on|I can't even begin to describe it.
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|Tiger not in a tiger's den, but a tiger in a tiger's den
141|不在话下|Needless to say|Not a problem|It's not a question of words.
142|不足为训|Not worth learning from|Not enough for training|It's not enough
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|It's not enough to just sit back and wait for it to happen.
144|不二法门|No other way|The only way|I'm not sure what to say.
145|不易之论|Unalterable truth|Not easy theory|It's not easy.
146|不一而足|It is by no means an isolated case|And so on|It's not enough.
147|不遗余力|Do one's utmost|Spare no effort|It's a waste of time.
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|I'm not sure what to say.
149|不厌其烦|Take great pains|Take the trouble|I'm not tired of it.
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|I'm tired of hearing about it.
151|不言而喻|Self-evident|It goes without saying|It is self-evident.
152|不务空名|Not seek empty fame|No empty name|No names needed
153|不无小补|Be of some help|No small supplement|It's not a big deal.
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|Business as usual
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|The world is hot
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|There's nothing wrong with being afraid of people
157|丢盔弃甲|Run away helter-skelter|Throw away armor|Throw away your armor
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|Lost the bus
159|中庸之道|Middle course|The golden mean|The Middle Way
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|A drought and a rainstorm
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|Sailing the Waves
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|It's been a year of ups and downs.
163|乘虚而入|Act when somebody is off guard|Take advantage of|I'm not sure what I'm going to do.
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|Passengers at risk
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|The Power of Nine Bulls and Two Tigers
166|乞哀告怜|Piteously beg for help|Beg for pity|I'm so sorry for your loss.
167|事倍功半|Do twice the work with half of results|Do more with less|It's been a long time coming.
168|事半功倍|Get twice the result with half the effort|Do more with less|It's been a long time coming.
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|It's not about me, it's about you.
170|事不宜迟|We must attend to the matter immediately|Without further ado|I don't want to be late.
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|It's hard to know what's going on.
172|事过境迁|The incident is over and the circumstances are different|Things have changed|Transit of refugees
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|Aftermath of the tragedy
174|事出有因|It is by no means accident al|It happened for a reason|Why is this happening?
175|五湖四海|The five lakes and four seas|All over the world|Five Lakes and Four Seas
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|50 Steps and 100 Laughs
177|井底之蛙|A man of very limited experience|Frog in the well|The bottom of the well
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|Well water doesn't pollute the river
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|Sheep and goats in prison
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|Dead sheep and cows
181|亦步亦趋|Follow in one's steps|Dance to tune|It's also a trend.
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|People don't know, ghosts don't know
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|Humanity is being destroyed, not for its own sake
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|Fear of Famous Pigs Fears of Fatness
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|People should not be poisoned
186|人命危浅|One's days (or hours) are numbered|Life in danger|People's lives are at stake
187|人浮于事|Superfluous staff|People are overwhelmed|People are cheating
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|The human race wins
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|People feel the same way, people feel the same way.
190|人欢马叫|A busy, prosperous country scene|People cheering horses|People are cheering
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|People do what they can
192|人弃我取|I will take whatever others don't want|People abandon me|I was abandoned
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|The death of the violin
194|人心向背|The will of the people|Heart to back|People turn their backs
195|人心所向|The direction of popular sentiment (or feeling)|What people want|People's hearts are turning
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|It's not that I don't trust people, it's that I don't know what to do.
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|There is no shame, nothing can be done
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|People for knives, me for fish meat
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|People talk too much
200|人云亦云|Parrot|Echo what others say|Human Rights Watch has called for an immediate end to the violence.
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|I'm not going to say that I don't think it's a good idea.
202|今非昔比|Times have changed|Not what it used to be|It's not like it used to be.
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|This is yesterday's Africa
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|It's not a good idea.
205|付之一炬|Set something on fire|Burn it down|I'm going to pay for it.
206|以貌取人|Judge by outward looks|Judging people by their appearance|It's all about the people.
207|以德报怨|Return good for evil|Retaliate with virtue|It's not a good idea.
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|It's time to move on.
209|以理服人|Convince people by sound argument|Convince people with reason|It's not easy being a slave.
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|I'm not sure what to say.
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|A stone thrown from an egg
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|After Effects
213|以攻为守|Attack in order to defend|Offense as defense|Attack is defence
214|以己度人|Judge others by oneself|Save others by yourself|A man of his own free will
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|In this article, we'll take a look at some of the most common ways to lose weight.
216|以血还血|Demand (or pay) blood for blood|Blood for blood|Blood for blood
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|I'm not sure what I'm going to do.
218|以身殉职|Die a martyr at one's post|Die in the line of duty|Martyrdom claimed
219|以身作则|Set a good example to others|Lead by example|A good example
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|The spear of my son, the shield of my foe
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|I'm not sure what I'm going to do.
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|It's all in the ears.
223|以一当十|Pit one against ten|One to ten|One out of ten
224|以一警百|Punish one as a warning to others|One police one hundred|One hundred police officers
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|It's hard work.
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|An eye for an eye, a tooth for a tooth
227|以怨报德|Repay good with evil|Repay kindness with resentment|In retaliation
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|I'm in a fishing boat, riding the waves
229|任其自流|Let things run their course|Let it run its course|Let it flow
230|任重道远|Shoulder a heavy responsibility|A long way to go|It's a long way to go
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|Family and community
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|You chase me
233|你死我活|Life-and-death|You die and I live|You die and I live.
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|What is similar to Nair?
235|何去何从|What course to follow|Where to go|What's going on?
236|何足挂齿|Not worth bothering about|He Zu hang teeth|What's the point of worrying?
237|作威作福|Lord it over (others)|To make a fortune|This post is part of our special coverage.
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|Bad people come, good people don't
239|来日方长|There will be ample time|Come to Japan for a long time|Japanese President Xi Jinping
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|It's not polite to come and go.
241|供不应求|Supply falls short of demand|In short supply|Supply and demand
242|依然如故|Remain unchanged (or the same)|Still the same|It's still the same.
243|依样画葫芦|Follow the beaten track|Draw a gourd|This is the picture.
244|依违两可|Be undecided|Both can be violated|In violation of the law
245|信马由缰|Let things take their natural course|The horse is reined|This is the first time I've seen it.
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|Crime must be punished
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|Restoration of old and dilapidated buildings
248|俯仰由人|Be at somebody's beck and call|Pitched by man|It's all about the people.
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|It's not easy being a mother.
250|倚官仗势|Count on one's powerful connections|Rely on officials|Relying on the authorities
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|Killing with a knife
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|Borrowed words
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|Borrowing from the past
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|Borrowing flowers
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|This post is part of our special coverage of the event.
256|假公济私|Use public office for private gain|Fake public service|False prophecy
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|One day a monk hits a bell
258|偷天换日|Audacious scheme of cheating people|Steal the day|A day in the life
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|Stealing beams and replacing columns
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|Stealing rice that doesn't corrode
261|偷鸡摸狗|Crooked dealings|Stalking the dog|Sneaking up on a dog
262|侥幸取胜|Win by a fluke|Get away with it|How lucky to win
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|Cheap and beautiful
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|This is not the end of the world.
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|Brothers against the wall
266|兄弟阋于墙，外御其侮|Internal disunity dissolves at the threat of external invasion|Brothers are separated from the wall, and they are defended from outside|Brother against the wall, insulted by outsiders
267|先天下之忧而忧，后天下之乐而乐|The first to show concern and the last to enjoy himself|The world's worries and worries first, and the world's joys and joys later|Worries of yesterday, joys of tomorrow
268|先斩后奏|(ancient general) empowered to kill first then report later|Cut before play|This is the first time I've seen it.
269|光复旧物|Recover lost territory|Restoring the old|Photo recycled
270|光阴似箭|How time flies|Time flies like an arrow|Light and shadow as arrows
271|克敌制胜|Conquer the enemy|Overcome the enemy and win|Victory in the face of adversity
272|兔子不吃窝边草|A rabbit doesn't eat the grass near its hole (so that it will be protected)|Rabbits don't eat nest grass|Monkeys don't eat soybeans
273|兔子尾巴长不了|Won't last long|Rabbit tail doesn't grow|Monkeys can't grow their tails
274|兔死狗烹|The hounds are killed for food once all the hares are bagged|Rabbit dead dog cooking|Fucking dead
275|兔死狐悲|Like mourns over the death of like|Rabbit dead fox sad|The dead fox mourns
276|入不敷出|Unable to make ends meet|Make ends meet|I'm not sure what to do.
277|入国问俗|Learn about customs and habits of the country one goes to|Entering the country to ask about customs|Questions about immigration
278|入乡随俗|When in Rome do as the Romans do|Do as the Romans do|In the village, it's common.
279|内忧外患|Domestic trouble and foreign invasion|Internal and external troubles|Inner and outer worries
280|内外交困|Be in dire straits at home and abroad|Internal and external difficulties|Difficulty of internal diplomacy
281|全力以赴|Strain every nerve|Go all out|I will do my best
282|两面讨好|Try to keep the favor of both sides in a dispute|Pleasing on both sides|Both sides of the coin
283|两面三刀|Double-faced tactics|Three swords on both sides|A double-edged sword
284|两全其美|Serve a twofold purpose|Best of both worlds|Both of them are beautiful.
285|两小无猜|(of a boy and a girl) be innocent playmates|Two little guesses|I don't know.
286|两袖清风|(of an official) have clean hands|Two Sleeves Breeze|Two Sleeves of Clean Air
287|八仙过海，各显神通|Try to outshine each other|The Eight Immortals cross the sea, each showing their magical powers|Eight Senses Across the Sea, and the Ghosts Behind Them
288|公说公有理，婆说婆有理|Both parties claim to be in the right|The public said the public was reasonable, the mother said the mother was reasonable|It's all right, it's all right, it's all right, it's all right
289|公而忘私|Selfless|Public but private|Forget about me in public
290|六亲不认|Turn one's back on ones own flesh and blood|Six parents do not recognize|Six Family Disagreements
291|六神无主|In a state of utter stupefaction|Six gods without masters|Six gods without a master
292|兵不厌诈|All is fair in war|Soldiers never tire of deceit|The soldiers are not tired of cheating
293|兵临城下|The city is under siege|Soldiers approaching the city|Soldiers approaching the city
294|兵贵神速|Speed is precious in war|Soldiers are very fast|This is the first time I've seen him.
295|兵戎相见|Resort (or appeal) to arms|See each other|Seeing each other again
296|其味无穷|A lasting pleasant taste|Its taste is endless|The taste is endless
297|兼听则明，偏信则暗|Listen to both sides and you will be enlightened|Listening at the same time is bright, partial believing is dark|It's not that I don't want to talk about it, but I don't want to be a hypocrite.
298|再接再厉|Intensify (or redouble) one's efforts|Make persistent efforts|It's not over yet.
299|冒天下之大不韪|Be against the world|Risk the world|It's a shame, but it's not the end of the world.
300|冤家路窄|Inevitable confrontation|Enemy road is narrow|The road to justice is narrow
301|冰冻三尺，非一日之寒|The trouble has been brewing for quite some time|Frozen three feet, not a day's cold|Three feet of frost, not a day's cold
302|冰炭不相容|As incompatible (or irreconcilable) as ice and hot coals|Charcoal is not compatible|Iced coal is incompatible
303|冷眼旁观|Stand aloof and look on with cold indifference|Sit on the sidelines|A cold-eyed bystander
304|凡事预则立，不预则废|Preparedness ensures success and unpreparedness spells failure|Forewarned is forearmed, without prejudging the waste|Everything is pre-established, nothing is pre-established
305|凯旋归来|Return with flying colors|Return with glory|Victory is back
306|出头露面|(be) in the limelight|Make an appearance|First appearance
307|出生入死|(be) through thick and thin|Go through fire and water|Born to die
308|刀山火海|A mountain of swords and a sea of flames|Knife mountain and sea of fire|The sea of fire in the mountains
309|切磋琢磨|Compare notes|Learn from each other|I'm not sure what to say.
310|初生之犊不怕虎|Young people are fearless|Newborn calves are not afraid of tigers|The first-born calf is not afraid of the tiger
311|别久情疏|Out of sight, out of mind|Don't be shy|It's been a long time since I've been here.
312|利令智昏|Be mesmerized by money|Li Lingzhi faints|Li Zhixing is unconscious
313|到什么山唱什么歌|When in Rome do as the Romans do|What mountain to sing what song|What mountains sing what songs
314|刻舟求剑|Ridiculous stupidity|Carving a boat for a sword|The Sword in the Stone
315|刻意求工|Try to do one's very best to achieve perfection|Deliberately seeking work|Intentionally looking for work
316|削足适履|Cut the feet to fit the shoes|Cut to fit|Shaving your feet
317|前怕狼，后怕虎|Be plagued by all sorts of fears|Fear of wolves before, fear of tigers|Fear of wolves, fear of tigers
318|前仆后继|With fresh forces always stepping forward as others fell|One after another|Former Servant and Successor
319|前门拒虎，后门进狼|Fend off one danger only to fall prey to another|The front door rejects the tiger, the back door enters the wolf|Front door to the tiger, back door to the wolf
320|前倨后恭|Change from arrogance to humility|The front and the back are respectful|Before and after congratulations
321|前车之覆，后车之鉴|One should take warning from another's mistake|Overlap from the previous car, learn from the future car|Reversing the front and reversing the rear
322|前事不忘，后事之师|Past experience, if not forgotten, is a guide for the future|Past experience guide for the future|The past is the past, the future is the future
323|前人栽树，后人乘凉|Profiting by the labor of one's forefathers|The predecessors planted the trees, the later generations enjoyed the shade|The first to plant a tree, the second to reap a harvest
324|前思后想|Turn over in one's mind|Think before and after|Thoughts on the past
325|剜肉补疮|Resort to a remedy worse than the ailment|Gouging out sore|Chicken and dumplings
326|劈头盖脸|(blow) direct in the face|Cover your face|Head and face coverings
327|力排众议|Prevail over all dissenting views|Against the odds|It's not just the media.
328|力所不及|Above (beyond or out of) one's reach|Beyond the power|What I can't do
329|力所能及|Do everything in one's power|Do your best|What we can do
330|力挽狂澜|Make vigorous efforts to turn the tide|Turn the tide|I'm not sure what I'm doing.
331|功败垂成|Fail when success is already in sight|Success or failure|It's not the end of the world.
332|功到自然成|Constant effort yields sure success|Success comes naturally|Thanks to nature
333|助纣为虐|Encourage oppression|Help Zhou to abuse|Helplessness is abusive
334|勇冠三军|Distinguish oneself by peerless valor in battle|Brave Champions and Three Armies|Three champions
335|动辄得咎|Be blamed for every move (or for whatever one does)|Blame at every turn|I'm not sure what to do.
336|胜败乃兵家之常|Defeats or victories are ordinary things to a general|Victory and defeat are the norm in the military|Victory and defeat are the soldiers' ways
337|胜不骄，败不馁|Not puffed up by success, undismayed by failure|Victory is not proud, defeat is not discouraged|I'm not going to say that I'm not proud of it.
338|劳民伤财|Waste of manpower and public funds|Laboring people and hurting wealth|Workers and their property
339|劳而无功|Work fruitlessly|Toil in vain|It's not worth the effort.
340|势成骑虎|In the position of one riding a tiger|Riding a tiger|The tiger rider
341|势如破竹|With irresistible force|Like a broken bamboo|It's almost over
