|src|true_meaning|literal_translation|predicted
51|一手包办|Take everything on oneself|Do it all|"""One-handed handling"" or ""taking care of everything by oneself."""
52|一手遮天|Hoodwink the public|Cover the sky with one hand|"""One hand covers the sky."""
53|一身是胆|Know no fear|All the courage|"""A person with a heart of courage and bravery"""
54|一日千里|By leaps and bounds|A thousand miles a day|"""One day, one thousand li"""
55|一日三秋|Miss somebody very much|Three autumns a day|"""One day feels like three autumns"""
56|一人难如千人意|One man con hardly meet the wishes of everybody|One person is as difficult as a thousand people|"""It is difficult for one person to please a thousand people."""
57|一字千金|One character is worth a thousand ounces of gold|A thousand words|"""A word worth a thousand gold pieces"""
58|一则以喜，一则以惧|Feel both joy and fear|One for joy, one for fear|"""On the one hand, I am filled with joy, while on the other hand, I am gripped by fear."""
59|一蹴而就|Succeed overnight|All at once|"""One kick and it's done."""
60|一寸丹心|A loyal heart|An inch of heart|"""A heart of crimson"""
61|一寸光阴一寸金|Time is money|An inch of time is an inch of gold|"""Every moment of time is as precious as gold."""
62|一而再，再而三|Again and again|Again and again, again and again|"""One, then two, and then three."""
63|一衣带水|A narrow strip of water|A piece of water|"""A river that binds us together"""
64|一意孤行|Go (take, have of follow) one's own way|Go one's own way|"""One-minded and stubborn"" or ""acting alone and obstinate"""
65|一叶知秋|It is a straw in the wind|One Leaf Zhiqiu|"""One leaf knows autumn."""
66|一叶障目，不见泰山|Have one's view of the important overshadowed by the trivial|A leaf obstructs the eyes, but Mount Tai is not seen|"""A leaf obscures the view, preventing one from seeing the majestic Mount Tai."""
67|一言既出，驷马难追|What is said cannot be unsaid|As soon as the word is spoken, the horse is hard to follow|Once the words are spoken, even four horses cannot catch up.
68|一言以蔽之|Make a long story short|In a word|"""To sum it up in one word"""
69|一无可取|Good-for-nothing|Nothing is possible|"""There is nothing to be salvaged or taken from it."""
70|一物降一物|Everything has its vanquisher|One thing down one thing|One thing can be subdued by another thing.
71|一误再误|Make one error after another|Mistake over and over again|"""One mistake leads to another."""
72|一五一十|Narrate systematically and in full detail|One fifty one|"""One-by-one, ten-by-ten"""
73|一问三不知|Be entirely ignorant|One question and three unknown|"""One question, three unknowns"""
74|一望而知|Very obvious|At a glance|"""At a glance, one can discern the truth."""
75|一望无际|Boundless|As far as the eye can see|"""As far as the eye can see"" or ""endless expanse"""
76|一语道破|Get to the heart of the matter in a few words|In a word|"""One word breaks the silence"""
77|七窍生烟|Foam with rage|Seven orifices smoke|"""Smoke is billowing out of seven orifices."""
78|七长八短|Of uneven size|Seven long and eight short|"""七长八短"" is an idiom that describes something that is not well-organized or has flaws and imperfections. It can be translated as ""disorderly"" or ""uneven""."
79|七手八脚|Too many cooks|Seven hands and eight feet|"""Seven hands and eight feet"""
80|七上八下|Be agitated|Seven up and eight down|"""Seven up, eight down"""
81|三番五次|Again and again|Three and five times|"""Three times, five times"""
82|三头六臂|With three heads and six arms - superhuman|Three heads and six arms|"""Three heads and six arms"""
83|三天打鱼，两天晒网|Lack of perseverance|Three days of fishing, two days of netting|"""Three days of fishing, two days of drying the net"""
84|三令五申|Repeated orders and instructions|Three orders and five applications|"""Repeatedly ordering and reminding"""
85|三个臭皮匠，胜过一个诸葛亮|Two heads are better than one|Three cobblers are better than one Zhuge Liang|"""Three shoemakers, even if they stink, are better than one Zhuge Liang."""
86|三顾茅庐|Repeated a whole-hearted invitation|San Gu thatched cottage|"""Three Visits to the Thatched Cottage"""
87|三句话不离本行|Talk shop a the time|Three words stay with us|"""Three sentences and they're talking about their profession again."""
88|三长两短|Something unfortunate, especially death|Three long and two short|"""Three long and two short"""
89|三十六计，走为上策|The best thing to do now is to quit|Thirty-six strategies, walking is the best policy|"In Chinese, the idiom ""三十六计，走为上策"" translates to ""When faced with thirty-six strategies, the best course of action is to run."""
90|三生有幸|Consider oneself most fortunate (to make somebody's acquaintance)|Sansheng is lucky|"""Three lifetimes of fortunate encounters"""
91|三人行必有我师|If three of us are walking together, there will certainly be a teacher for me|Threesome must have my teacher|"""Three people walking together will always have someone to learn from."""
92|三寸不烂之舌|(have) a silver tongue|Three inch incorrupt tongue|"""A three-inch tongue that never decays"""
93|三五成群|In threes and fours|Groups of three or five|"""Three or five gather in groups."""
94|上不着天，下不着地|Be suspended in mid-air|Can't go up to the sky, can't go down to the ground|"""It's like being stuck between heaven and earth, with no clear direction or purpose."""
95|上天无路，入地无门|Helpless, nowhere to turn|There is no way to the sky, no way to enter the earth|"""There is no way to heaven, and no entrance to the underworld."""
96|上梁不正下梁歪|People follow the example of those in high positions|The upper beam is not straight, the lower beam is crooked|"""If the top beam is crooked, the lower beams will be skewed."""
97|上蹿下跳|Run clandestine errands up and down the line|Jump up and down|"""Jumping up and down"""
98|上无片瓦，下无插针之地|As poor as a church mouse|No tiles on top, no pins on the bottom|"""There is not a single tile above and no place to insert a needle below."""
99|下笔千言，离题万里|Write quickly but stray from the theme|Write a thousand words, digress thousands of miles|"""With a thousand words at the tip of my pen, but a million miles off-topic"""
100|下不为例|Not to be repeated|Not an example|"""Let this be the last time."""
101|下马看花|On-the-spot investigation|Dismount to see flowers|"""To appreciate the beauty of a flower, one must first dismount from their horse."""
102|下车伊始|The moment one takes up one's official post|Get off at the beginning|"""Lowering the car, the journey begins."""
103|不明不白|Inexplicable|Do not understand|"""Vague and unclear"""
104|不分彼此|Share everything|Regardless of each other|"""Not distinguishing between each other"" or ""treating each other equally""."
105|不打不成相识|No discord, no concord|Do not know each other|"""Not hitting each other, not becoming friends."""
106|不违农时|Do farm work in the right time|Does not violate the agricultural time|"""Not violating the natural seasons"""
107|不打自招|A self-confession|Don't make a fool of yourself|"""To confess without being asked"""
108|不到黄河心不死|Not give up till coming to a dead end|If you don't reach the Yellow River, your heart will not die|"""One will not give up until they reach the Yellow River."""
109|不得要领|Unable to make heads or tails of something|To no avail|"""Not grasping the key point"" or ""Not understanding the essence"""
110|不能自拔|Be inescapably caught in|Unable to extricate themselves|"""Unable to extricate oneself"""
111|不念旧恶|Forget old grudges (or grievances)|Do not forget the old evil|"""Not holding grudges"" or ""Forgetting past wrongs."""
112|不郎不秀|Worthless|Not Lang not show|"This idiom can be translated as ""neither handsome nor pretty."" It describes a person who lacks physical attractiveness or charm."
113|不吝指教|Not spare your comments|Do not hesitate to advise|"""Please feel free to offer your valuable guidance and advice."""
114|不落窠臼|Leave the beaten track|Not out of the norm|"""Not falling into a rut"""
115|不甘后人|Hate to be outdone|Unwilling to descendants|"""Not wanting to be left behind by others"""
116|不甘示弱|Yield no ground|Not to be outdone|"""Not willing to show weakness"""
117|不敢越雷池一步|Keep within (the) bounds|Don't dare to step beyond the pond|"""Dare not cross the Thunder Pond even a step"""
118|不管三七二十一|Come what may|No matter what|"""No matter what, just do it."""
119|不可偏废|Without neglecting either|Not to be neglected|"""One cannot neglect or discard any part of a whole."""
120|不亢不卑|Neither overbearing nor servile|Neither haughty nor humble|"""Not too high, not too low"""
121|不急之务|A nonurgent business|A matter of no great urgency|"""Unurgent Tasks"""
122|不见棺材不落泪|Refuse to be convinced until one is faced with grim reality|No tears without seeing the coffin|"""One does not shed tears until they see the coffin."""
123|不进则退|Move forward, or you'll fall behind|Not advance or retreat|"""If you don't move forward, you'll fall back."""
124|不经一事，不长一智|Wisdom comes from experience|You can not gain knowledge without practice|"""One does not gain wisdom without experiencing things firsthand."""
125|不绝如缕|Very precarious|Hanging by a thread|"""The thread never breaks"""
126|不期而遇|Meet accidentally (or by chance)|Meet by chance|"""To meet unexpectedly"" or ""to encounter unexpectedly."""
127|不知凡几|Can't tell how many there are|I don't know how many|"""The number of times is beyond count."""
128|不知天高地厚|Have an exaggerated opinion of one's abilities|I don't know how tall the sky is|"""To be ignorant of the vastness of heaven and the depth of earth"""
129|不知好歹|Not to know good from bad|I don't know|"""Not knowing what is good or bad"""
130|不知进退|Have no sense of propriety|I don't know where to go|"""To be at a loss for words and actions"""
131|不知人间有羞耻事|Lose all sense of shame|I don't know there is shame in the world|"""Not knowing that there are matters of shame in the world"""
132|不知所以|Not know the reason why|I don't know why|"""Unaware of the reason or cause"""
133|不知所云|Unintelligible|I don't know|"""To speak incoherently, to be unclear or incomprehensible."""
134|不耻下问|Not above asking questions|Don't be ashamed to ask|"""Not ashamed to ask questions, no matter how basic or simple they may seem."""
135|不识大体|Fail to see the larger issues|Ignore the general interest|"""Lack of awareness of the bigger picture"" or ""Lack of consideration for the overall situation"""
136|不识抬举|Not know how to appreciate (or treasure) favours|I don't know how to lift|"""Not recognizing a favor or help"""
137|不识时务|Not familiar with the current situation|Ignorant of the times|"""Unaware of the current situation"" or ""Unmindful of the times"""
138|不上不下|In a fix|Not up nor down|"""Neither up nor down"""
139|不胜枚举|Cannot be enumerated one by one|The list goes on|"""The examples are too numerous to list."""
140|不入虎穴，焉得虎子|Nothing ventured, nothing gained|If you don't enter the tiger's den, how can you get a tiger's son|"""If you don't enter the tiger's lair, how can you get the cub?"""
141|不在话下|Needless to say|Not a problem|"""It's a piece of cake."""
142|不足为训|Not worth learning from|Not enough for training|"This Chinese idiom can be translated as ""not worth learning from"" or ""not a good example to follow."" It implies that something or someone is not worthy of being emulated or taken as a positive reference."
143|不塞不流，不止不行|There is no flowing without damming, and no motion without rest|No plug, no flow, more than that|"""A river cannot flow without being blocked, and a journey cannot be completed without persistence."""
144|不二法门|No other way|The only way|"""The Ultimate Gateway to Enlightenment"""
145|不易之论|Unalterable truth|Not easy theory|"""Unchanging and enduring principles"""
146|不一而足|It is by no means an isolated case|And so on|"""Not all at once"" or ""not all in one go""."
147|不遗余力|Do one's utmost|Spare no effort|"""Not sparing any effort"""
148|不由分说|Without giving one the opportunity (or chance) to explain|Can not help but say|"""Without giving a chance to explain"" or ""Without any room for discussion"""
149|不厌其烦|Take great pains|Take the trouble|"""To not be tired of explaining or repeating something, even if it is tedious or repetitive."""
150|不厌其详|Not feel annoyed (or bored) to tell (or narrate) in full detail|Never tire of detail|"""Not tired of the details"""
151|不言而喻|Self-evident|It goes without saying|"""It goes without saying."""
152|不务空名|Not seek empty fame|No empty name|"""Not pursuing empty fame"""
153|不无小补|Be of some help|No small supplement|"""It is not without some benefit."""
154|不务正业|Not attend to one's proper business (or duties)|Not doing business|"""Not engaging in the right profession"" or ""Not pursuing a proper career path."""
155|世态炎凉|The way of the world, now hot, now cold|The world is hot and cold|"The idiom ""世态炎凉"" (Shìtài yánliáng) can be translated as ""the changing nature of the world."" It refers to the fluctuating and unpredictable nature of human relationships, social dynamics, and the overall state of the world. This idiom captures the idea that the world is full of ups and downs, where people's attitudes, behaviors, and circumstances can change rapidly and dramatically."
156|世上无难事，只怕有心人|Where there is a will, there is a way|Nothing is unachievable|In the world, there are no difficult tasks; the only fear is the lack of determination.
157|丢盔弃甲|Run away helter-skelter|Throw away armor|"""To abandon one's armor and helmet"""
158|丢卒保车|Give up a pawn to save a chariot|Lose the pawn to protect the car|"""Sacrificing pawns to save the rook"""
159|中庸之道|Middle course|The golden mean|The Middle Path of Moderation
160|久旱逢甘雨|Have a long-felt need satisfied|Long drought meets sweet rain|"""After a long drought, sweet rain finally falls."""
161|乘风破浪|Brave the wind and the waves|Ride the wind and waves|"""To ride the wind and break through the waves"""
162|乘兴而来，败兴而归|Set out cheerfully and return disappointed|Come in good times, come back in defeat|"""To come with enthusiasm and leave with disappointment."""
163|乘虚而入|Act when somebody is off guard|Take advantage of|"""Take advantage of the enemy's weakness and enter their territory."""
164|乘人之危|Take advantage of other's calamity|Take advantage of danger|"""To take advantage of someone's vulnerability"""
165|九牛二虎之力|A tremendous amount of labor|The power of nine bulls and two tigers|"""Exerting all one's might, like nine oxen and two tigers."""
166|乞哀告怜|Piteously beg for help|Beg for pity|"""Begging for mercy and compassion"""
167|事倍功半|Do twice the work with half of results|Do more with less|The effort is doubled, but the result is only half achieved.
168|事半功倍|Get twice the result with half the effort|Do more with less|"""Twice the result with half the effort"" or ""Achieving twice the success with half the effort."""
169|事不关己，高高挂起|Let things drift if they do not affect one personally|It's none of your business, hang up|"""If it doesn't concern you, stay out of it and keep your distance."""
170|事不宜迟|We must attend to the matter immediately|Without further ado|"""Time waits for no one."""
171|事非经过不知难|You never know how hard a task is until you have done it yourself|No matter what happens|"""You don't know the difficulty of a task until you've experienced it yourself."""
172|事过境迁|The incident is over and the circumstances are different|Things have changed|"The idiom ""事过境迁"" translates to ""The past is past, and things have changed."" It conveys the idea that time has passed, circumstances have altered, and the situation is no longer the same as it was before. It suggests that one should let go of the past and move on, accepting that things have evolved and adapted to new conditions."
173|事后诸葛亮|Claim wisdom after the event|After the fact, Zhuge Liang|"""Monday Morning Quarterback"""
174|事出有因|It is by no means accident al|It happened for a reason|"The idiom ""事出有因"" translates to ""There is a reason behind every event."""
175|五湖四海|The five lakes and four seas|All over the world|"""Five Lakes and Four Seas"""
176|五十步笑百步|The pot calling the kettle black|Fifty steps with a hundred steps|"""The one who took a hundred steps laughs at the one who took fifty steps."""
177|井底之蛙|A man of very limited experience|Frog in the well|The frog in the well.
178|井水不犯河水|I'll mind my own business, you mind yours|Well water does not make river water|"""井水不犯河水"" is a Chinese idiom that translates to ""well water doesn't trespass on river water."" This idiom emphasizes the concept of maintaining a harmonious and respectful relationship between different entities, be it individuals, groups, or even nations. It conveys the idea that each party should mind their own business and not interfere in the affairs of others, allowing for a peaceful coexistence."
179|亡羊补牢|Mend the fold after a sheep is lost|Remedy for a dead sheep|"""To mend the fence after the sheep is lost"""
180|亡羊得牛|The gain is greater than the loss|Dead sheep get cows|"The idiom ""亡羊得牛"" translates to ""losing a sheep and gaining a cow."""
181|亦步亦趋|Follow in one's steps|Dance to tune|"""To follow someone's every step and move."""
182|人不知，鬼不觉|Do in complete secrecy|People don't know, ghosts don't know|"""Unseen by man, unnoticed by ghosts."""
183|人不为己，天诛地灭|Everyone for himself and let the devil take the hindmost|People are not for themselves, they will be destroyed|"""If a person does not act in their own self-interest, they will be punished by heaven and earth."""
184|人怕出名猪怕肥|Fame portends trouble for men just as fattening does for pigs|People are afraid of fame, pigs are afraid of fat|People fear fame, pigs fear being fat.
185|人莫予毒|"""no one dare harm me"""|Don't be poisoned|"""No one should be poisoned by others."""
186|人命危浅|One's days (or hours) are numbered|Life in danger|"The idiom ""人命危浅"" translates to ""human life is fragile and fleeting."""
187|人浮于事|Superfluous staff|People are overwhelmed|"""People are like a floating object on top of the matter at hand."""
188|人定胜天|It is man's will, not heaven's, that decides|Man will conquer the sky|"""Man's determination can overcome the forces of nature."""
189|人同此心，心同此理|Everybody feels the same about this|People have the same heart, the same heart|"""People share the same heart, and their hearts resonate with the same logic."""
190|人欢马叫|A busy, prosperous country scene|People cheering horses|"""People are celebrating, and the horses are neighing."""
191|人尽其才|Bring everyone's ability (or talent) into full play|People do their best|"""Each person utilizes their unique talents and abilities to contribute to the greater good."""
192|人弃我取|I will take whatever others don't want|People abandon me|"""When others abandon it, I seize the opportunity."""
193|人琴俱亡|Mourn (or grieve) over the dead at sight of his things left|Everyone is dead|"""Both the person and the instrument are lost."""
194|人心向背|The will of the people|Heart to back|"The idiom ""人心向背"" translates to ""the direction of people's hearts and minds."" It refers to the shifting loyalties and sentiments of the people, indicating that the support or opposition of the masses can greatly influence the outcome of a situation or decision."
195|人心所向|The direction of popular sentiment (or feeling)|What people want|The direction in which people's hearts are inclined.
196|人而无信，不知其可|If a man does not keep his word, what is he good for|People don't believe, don't know what to do|If a person lacks trustworthiness, it is unknown whether they are even human.
197|人无廉耻，百事可为|If a man is dead to shame, he can do all sorts of evils|People are shameless, Pepsi can be|If a person lacks integrity and shame, they can do anything.
198|人为刀俎，我为鱼肉|Be meat on somebody's chopping block - be at somebody's mercy|People are knives, I am fish|"""I am the fish, and you are the butcher's block."""
199|人微言轻|The words of the lowly carry little (or no) weight|People speak lightly|"""When one's status is low, their words carry little weight."""
200|人云亦云|Parrot|Echo what others say|"""To parrot others' words without thinking"" or ""To blindly follow others' opinions without forming one's own judgment."""
201|仁者见仁，智者见智|Different people have different views|The benevolent sees benevolence, the wise sees wisdom|"""仁者见仁，智者见智"" translates to ""Different people with different virtues and wisdom perceive things differently."""
202|今非昔比|Times have changed|Not what it used to be|"""Things are not what they used to be."""
203|今是昨非|Wake up to one's past folly after realizing what is right today|Today is yesterday|"""Today is right, yesterday was wrong."""
204|他山攻错|Advice from others may help one overcome one's shortcomings|He attacked the wrong mountain|He learns from other mountains and corrects his own mistakes.
205|付之一炬|Set something on fire|Burn it down|"""To reduce something to ashes with a single stroke of a flame."""
206|以貌取人|Judge by outward looks|Judging people by their appearance|"""To judge a person by their appearance"""
207|以德报怨|Return good for evil|Retaliate with virtue|"""Respond to hatred with virtue"""
208|以退为进|Mane concessions in order to gain advantages|Advance by retreat|"""Retreat to advance"" or ""Strategic retreat for future gains."""
209|以理服人|Convince people by sound argument|Convince people with reason|"""Convincing others with reason and logic"""
210|以蠡测海|Have a shallow understanding of a person or subject|Measure the sea with Li|"""To measure the sea with a ladle"""
211|以卵击石|Grossly overestimate one's own strength|Hit stone with egg|"""To throw an egg at a stone"""
212|以观后效|(lighten a punishment and) see how the offender behaves|Watch the aftermath|"""Wait and see the effect."""
213|以攻为守|Attack in order to defend|Offense as defense|"""Offensive as defense"""
214|以己度人|Judge others by oneself|Save others by yourself|"""To judge others by one's own standards."""
215|以小人之心，度君子之腹|Measure the stature of great men by the yardstick of small men|Belly sinister heart of a gentleman|"""To judge a noble person's intentions with the heart of a petty person."""
216|以血还血|Demand (or pay) blood for blood|Blood for blood|"""Blood for blood"" or ""an eye for an eye"""
217|以手加额|Place hand over one's forehead - in greeting|Top up by hand|"""To touch one's forehead with one's hand"""
218|以身殉职|Die a martyr at one's post|Die in the line of duty|"""To sacrifice one's life in the line of duty"""
219|以身作则|Set a good example to others|Lead by example|"""Lead by example"""
220|以子之矛，攻子之盾|Turn somebody's battery against himself|With the spear of the son, the shield of the son|"""Use their own weapon to attack their own shield."""
221|以讹传讹|Pass on rumours, incorrect readings, etc|To spread falsehoods|"""With errors, errors are passed on."""
222|以耳代目|Rely upon hearsay instead of seeing for oneself|Ears instead of eyes|"""To rely on one's ears to see"""
223|以一当十|Pit one against ten|One to ten|"""To face one and defeat ten"""
224|以一警百|Punish one as a warning to others|One police one hundred|"""With one warning, a hundred are put on alert."""
225|以逸待劳|Hold one's position awaiting enemy attack after a long march|Wait for work|"""Wait for the weary to rest."""
226|以眼还眼，以牙还牙|Blow for blow|An eye for an eye, a tooth for a tooth|"""An eye for an eye, a tooth for a tooth."""
227|以怨报德|Repay good with evil|Repay kindness with resentment|Repaying kindness with resentment.
228|任凭风浪起，稳坐钓鱼船|Hold one's ground despite pressure or opposition|Let the wind and waves rise, sit firmly on the fishing boat|"""Amidst the raging winds and waves, remain seated in the fishing boat."""
229|任其自流|Let things run their course|Let it run its course|"""To let it flow naturally"" or ""to let it take its natural course."""
230|任重道远|Shoulder a heavy responsibility|A long way to go|The burden is heavy, and the road ahead is long.
231|休戚与共|Stand (or go) together through thick and thin|Share weal and woe|"""To share weal and woe together"""
232|你追我赶|Try to overtake each other in friendly emulation|You chase me|"""You chase me, I chase you"""
233|你死我活|Life-and-death|You die and I live|"""You die, I live"""
234|何其相似乃尔|What a striking likeness (or similarity)|How similar nell|How similar it is, yet so different!
235|何去何从|What course to follow|Where to go|"""What to do, where to go?"""
236|何足挂齿|Not worth bothering about|He Zu hang teeth|"""What is there to mention?"" or ""What is worth mentioning?"""
237|作威作福|Lord it over (others)|To make a fortune|"""To act arrogantly and bully others"""
238|来者不善，善者不来|Those who have come are not friendly, these who are friendly have not come|Those who come are not good, those who are good do not come|"The translation of this idiom into English is: ""When the unkind arrive, the kind depart."""
239|来日方长|There will be ample time|Come to Japan for a long time|"""There is still plenty of time in the future."""
240|来而不往非礼也|It is impolite not to reciprocate|Come and go without being rude|"""To receive without reciprocating is not courteous."""
241|供不应求|Supply falls short of demand|In short supply|"The idiom ""供不应求"" translates to ""supply cannot meet demand"" or ""insufficient supply to meet demand."" It describes a situation where there is a high demand for a product or service, but the supply is inadequate or insufficient to fulfill the needs of the consumers. This idiom is often used to express a situation of scarcity or shortage, where the demand exceeds the available supply."
242|依然如故|Remain unchanged (or the same)|Still the same|"""Despite the passage of time, everything remains unchanged."""
243|依样画葫芦|Follow the beaten track|Draw a gourd|"""Copying the gourd from the example"""
244|依违两可|Be undecided|Both can be violated|"The idiom ""依违两可"" can be translated as ""to be hesitant and unsure, wavering between two options."""
245|信马由缰|Let things take their natural course|The horse is reined|"""Let the horse run free."""
246|信赏必罚|Due rewards and punishments will be meted out without fail|Faith and reward must be punished|"""Reward and punishment must be consistent and fair."""
247|修旧利废|Repair and utilize old or discarded things|Repair the old and make use of the waste|"""To repair the old and make use of the waste"""
248|俯仰由人|Be at somebody's beck and call|Pitched by man|"The idiom ""俯仰由人"" can be translated as ""to be at the mercy of others"" or ""to be at the beck and call of others."" It implies a state of vulnerability and dependence, where one's actions and decisions are largely influenced or controlled by external forces or individuals."
249|倚老卖老|Flaunt one's seniority|Rely on the old and sell the old|"""Relying on one's age to act superior"""
250|倚官仗势|Count on one's powerful connections|Rely on officials|"""Relying on official power and taking advantage of one's position."""
251|借刀杀人|Do harm to somebody through the hands of another|Borrow a knife to kill|"""Borrow a knife to kill someone"""
252|借题发挥|Seize on some pretext (or other) to distort (the features, motives, truth, etc.)|Take advantage of the topic|"""Borrowing the subject to elaborate"""
253|借古讽今|Use the past to disparage the present|Borrow the past to satirize the present|Borrowing from the past to satirize the present.
254|借花献佛|Borrow flowers to offer Buddha - offer somebody favors at the expense of another|Borrowing flowers to offer Buddha|Borrowing flowers to offer to the Buddha
255|偃武修文|Leave military pursuits and promote culture|Yan Wu Xiuwen|"""To lay down arms and cultivate the arts and culture"""
256|假公济私|Use public office for private gain|Fake public service|"""Using public resources for personal gain"""
257|做一天和尚撞一天钟|Follow a routine|Be a monk for a day and hit the clock|"""Do what you're supposed to do for the day, and that's it."""
258|偷天换日|Audacious scheme of cheating people|Steal the day|"The idiom ""偷天换日"" can be translated as ""to steal the sky and replace the sun."""
259|偷梁换柱|Resort to fraudulence|Stealing the beam and changing the column|"""To replace the main beam with a pillar"""
260|偷鸡不成蚀把米|Try to steal a chicken only to end up losing the rice|Stealing chicken will not lose rice|"""Attempting to steal a chicken but ending up losing a bowl of rice."""
261|偷鸡摸狗|Crooked dealings|Stalking the dog|"""Stealing chickens and catching dogs"""
262|侥幸取胜|Win by a fluke|Get away with it|"""To win by a stroke of luck"""
263|价廉物美|Low prices and fine quality|Inexpensive and good quality|"""Price-worthy and quality-assured"" or ""good value for money"""
264|优哉游哉|Living a life of case and leisure|Yu Zai Yu Zai|"""Leisurely strolling along, carefree and relaxed."""
265|兄弟阋于墙|Quarrel between brothers|Brothers against the wall|"""Brothers quarrel over a wall."""
