,src,true_meaning,literal_translation,predicted
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond in the rough
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,2) <select the second most relevant English idiom>
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,1) Climbing the corporate ladder.
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Definition: <definition of the Chinese idiom>
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,4) <optional>
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Candidates:
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A silver lining
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,<select the most relevant English idiom>
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,To take advantage of someone's weakness
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,4) <english idiom> (optional)
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,3) To swallow a camel
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,<select the most relevant English idiom>
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,OR
1092,甘之如饴,Gladly endure hardships,Sweet as candy,Bite the bullet
1093,甚嚣尘上,Making a lot of noise,All over the place,1) Birds of a feather flock together
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,One-track mind
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace",1) Pride comes before a fall.
1096,用兵如神,Be a superb military commander,Use soldiers like gods,Carry the day
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,1) A bad apple spoils the whole barrel.
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",A bird in the hand is worth two in the bush.
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,2) To be as cold as ice
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,To drink in the poison
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,To judge a book by its cover
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Take the bull by the horns
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",4) A journey of a thousand miles begins with a single step
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To make a spectacle of oneself
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,<select the most relevant English idiom>
1106,当耳边风,Turn a deaf ear to,When the wind blows,A heavy heart
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,4) Build on shaky ground
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,Dead wood.
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,Blind loyalty
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,A jack-of-all-trades is a master of none.
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,A clean slate is a blank canvas
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A gnat buzzing around the ears of an elephant
1113,登峰造极,Reach the summit,Reach the pinnacle,The world is at peace
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,"Please go ahead to translate the Chinese idiom """" and find similar English idioms."
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,```
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,The cream of the crop
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,Till death do us part
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,A sight for sore eyes
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To cut through red tape.
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,<idiom>
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,4) <optional>
1122,百端待举,A thousand things wait to be done,Waiting for everything,Barking up the wrong tree
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,<select the most relevant English idiom>
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,"Alternatives: <list other English idioms that are relevant, but not as good as the best one>"
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,burned out
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend",2) Many voices make a strong chorus.
1127,百战百胜,Invincible,Win every battle,To win a battle but lose the war.
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,4) <optional other English idioms>
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A ship is safe in harbor, but that's not what ships are for."
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing.
1131,皆大欢喜,Everybody is happy,Everyone is happy,To make a mountain out of a molehill.
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,2) Wear a mask
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","When the roof is off, the wind blows in."
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,A load of rubbish
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,4) <optional more idiom>
1136,尽力而为,Do one's best,Do your best,1) Kill two birds with one stone
1137,尽心竭力,(do something) with all one's heart,Do my best,To speak in riddles
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",4) <optional other English idioms>
1139,目不转睛,Look with fixed eyes,Keep an eye on,Definition: <definition of the Chinese idiom>
1140,目光如炬,Farsighted,Eyes like torches,A heart of stone
1141,盲人摸象,One-sided view,Blind man touching elephant,To shoot in the dark
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,A blind leading the blind
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Definition: <define the Chinese idiom>
1144,相辅相成,Supplement each other,Complement each other,```
1145,相得益彰,Bring out the best in each other,Complement each other,Two peas in a pod
1146,相提并论,Put something (or somebody) on a par with,On a par,2nd Best: <select the second most relevant English idiom>
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,The final answer is: Best: 2) Give someone the red-carpet treatment.
1148,相知有素,Have known each other long,Know each other well,Keep the ball rolling
1149,相安无事,Live in peace with each other,Everything is fine,To be in a peaceful coexistence
1150,相依为命,Shore one's life together,Depend on each other,1)
1151,相沿成习,Become a custom through long usage,Learn from each other,<English idiom>
1152,相映成趣,Set each other off,Comparing with each other,"Two's company, three's a crowd."
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it",In the same boat
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Stage-2 output (justified answer)
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,<idiom> (if there is only one idiom in the candidates)
1156,真相大白,The whole truth has come out,The truth is revealed,The truth will come to light
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,None
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,Alternatives:
1159,睹物思人,The thing reminds one of its owner,See things and think people,"When in Rome, do as the Romans do."
1160,瞎子摸鱼,Act blindly,Blind man fishing,4) <optional other English idioms>
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,4) <optional other English idioms>
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,Greed blinds you to everything else
1163,瞒天过海,Practice deception,Cross the sea,To pull the wool over someone's eyes
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know your enemy and know yourself, and you can fight a hundred battles.  I couldn't find another English idiom that maintains the same context and cultural nuances as the Chinese idiom."
1165,知法犯法,Knowingly violate the low,Know the law and break the law,Explanation: <optional explanation>
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,"When the going gets tough, the tough get going"
1167,知过必改,Know one's faults and correct them,Knowing must change,The devil is in the details.
1168,知其一，不知其二,Have only a one-sided view,"I know one, don't know the other",1
1169,知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything",4) <optional: other English idioms that are also relevant but not the best match>
1170,短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,To kill two birds with one stone
1171,石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,<select the most relevant English idiom>
1172,破釜沉舟,Cut off all means of retreat,Burn one's boats,<idiom>
1173,破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh on the other side of your face
1174,破旧立新,Destroy the old and establish the new,Break the old and build the new,Alternatives: <list the other two English idioms>
1175,硕果仅存,One of the few still lest,Only fruit remains,The last of a dying breed
1176,磨杵成针,Perseverance will prevail,Grind the pestle into a needle,<select the most relevant English idiom>
1177,碍手碍脚,Be a hindrance,Get in the way,<select the most relevant English idiom>
1178,神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know",1) Under the radar
1179,神采奕奕,Glowing with health and radiating vigor,In high spirits,<English idiom>
1180,神色自若,Be perfectly calm and collected,Look at ease,1) Keep a cool head
1181,祸不单行,It never rains but it pours,Misfortunes never come singly,"1) When it rains, it pours"
1182,祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,To be unable to see the wood for the trees
1183,福无双至,Blessings never come in pairs,Fu Wushuang arrives,Don't count your chickens before they hatch.
1184,秀而不实,Flowering but producing no fruit,Show but not truth,To see the trees but not the forest
1185,私相授受,Make an illicit transfer,Give and receive privately,Break one's heart
1186,秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,2) Bite the bullet.
1187,秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,To miss the mark by a hair's breadth
1188,种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,1) A little leak will sink a great ship.
1189,称孤道寡,Act like an absolute ruler,Act like an absolute monarch,1) Mind your own business
1190,称兄道弟,Be on intimate terms,Call each other brothers,To treat someone with kid gloves.
1191,称王称霸,Act like an overlord,Lord it over,Definition: <definition of the Chinese idiom>
1192,积年累月,For months and years,Over the years,Year in and year out
1193,积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,To save for a rainy day
1194,积重难返,Old habits are difficult to get rid of,Hard to return,cut to the quick
1195,积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Definition: <define the Chinese idiom>
1196,稳操胜券,Have full assurance of success,Be sure to win,Cutting like a knife
1197,空中楼阁,Daydream,Castle in the sky,"Explanation: <optional, a brief explanation of the selection>  # EnglishIdioms"
1198,穿针引线,Act as a go-between,Thread the needle,To take the first step.
1199,突飞猛进,Make a spurt of progress,Advance by leaps and bounds,To make a quantum leap
1200,穷兵黩武,Adopt a warlike policy,Go to war,To be a militarist
1201,穷途末路,Dead end,No way no money,Gilding the lily
1202,穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ```
1203,穷则思变,Poverty gives rise to a desire for change,Being poor is changing,1) Necessity is the mother of invention.
1204,窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",2) <select the second most relevant English idiom>
1205,立锥之地,A tiny bit of land,The land of the cone,High ground
1206,立身处世,How to get along with people,Live in the world,To carry oneself with dignity
1207,立足之地,Standing-room,Gain a foothold,4) <optional English idiom 1>
1208,竭尽全力,To the best of one's ability,Make every effort,Give it your all
1209,端倪可察,Have found a due to something,Clues can be seen,1) A sea of faces
1210,笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,3) A dying ember
1211,笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,OR
1212,管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",1) You can't judge a book by its cover.
1213,箭在弦上,A point of no return,Arrow on the string,3) The time is ripe.
1214,筚路蓝缕,The pioneering spirit,Bilu blue thread,To dot every i and cross every t
1215,箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,Wolf in sheep's clothing
1216,米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,The cream of the crop.
1217,粗枝大叶,In a slipshod manner,Thick branches and large leaves,Missing the forest for the trees
1218,粥少僧多,Not enough to go around,"Less porridge, more monks",Definition: <definition of the Chinese idiom>
1219,精兵简政,Streamlined administration,Efficient and streamlined administration,<select the most relevant English idiom>
1220,约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,kill two birds with one stone
1221,纷至沓来,Come in a continuous stream,One after another,A perfect storm
1222,绝处逢生,Escape by the skin of one's teeth,Life in desperation,To have a bad feeling about something.
1223,绞尽脑汁,Rack one's brains,Racking my brains,To rack one's brain.
1224,络绎不绝,Unending,An endless stream,To the fullest extent
1225,经年累月,For years,Over the years,Stage-1 output (definition + candidates):
1226,绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Robin Hood
1227,绰绰有余,More than sufficient,More than enough,Cutting like a knife
1228,绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,You are what you eat
1229,紧锣密鼓,Wildly beating gongs and drums,In full swing,Burning the midnight oil
1230,缘木求鱼,A useless search,Edge wood for fish,To drink from a poisoned well
1231,缓不济急,Slow action cannot save a critical situation,In no hurry,4) When the chips are down.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
1232,缩头缩脑,Shrink from responsibility,Shrink your head,Chicken out
1233,总而言之,To make a long story short,All in all,To cut a long story short
1234,总角之交,Childhood friend,Turn of the total angle,1) Old friends are silvered hair.
1235,绘声绘影,Vivid description,Picture sound and picture,<select the most relevant English idiom>
1236,罄竹难书,(of a man's sins) too numerous to record,Too many books to read,To put all one's eggs in one basket
1237,罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,A fate worse than death.
1238,罪责难逃,Cannot get away with it,Guilt is inevitable,You can't escape the consequences of your actions.
1239,置之脑后,Put out of mind,Leave it behind,Definition: <one-sentence definition>
1240,置身事外,Stay (keep or remain) aloof from the affair,Stay out of the way,1) Mind your own business. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
1241,美中不足,A blemish in an otherwise perfect thing,A fly in the ointment,kill two birds with one stone
1242,群龙无首,A group without a leader,Dragons without a leader,or
1243,群起而攻之,Rally together to attack,Group to attack,Note: Please make sure to select the single best English idiom that matches the definition of the Chinese idiom.
1244,习惯成自然,Habit (or custom) is a second nature,Habit is second nature,<select the most relevant English idiom>
1245,翻山越岭,Travel (or tramp) over hill and dale,Over the mountains,4) <optional other idioms>
1246,老马识途,(of experienced people) know the ropes,The old horse knows the way,1) An old dog learns new tricks.
1247,老骥伏枥，志在千里,Old people may still cherish high aspirations,"Old Ji Fuzheng, aspiring to a thousand miles",A bird in the hand is worth two in the bush.
1248,耳食之谈,Accept readily without comprehending what is heard,Talking about ear food,Candidates:
1249,耳闻不如目见,Seeing for oneself is better than hearing from others,Hearing is worse than seeing,Don't judge a book by its cover.
1250,聊胜于无,Half a loaf is better than no bread,Better than nothing,"Note: The Chinese idiom 心如明镜 means that one's heart is clear and transparent, like a mirror."
1251,聊以自慰,Just to console oneself,Chat to masturbate,Counting chickens before they hatch
1252,聊以卒岁,Just to tide over the year,Talk about death,between the devil and the deep blue sea
1253,聚沙成塔,Many a little makes a mickle,Gather sand into a tower,2) A grain of sand in an hourglass
1254,闻风而起,Go into action without delay,Up in the wind,Stage-1 output: <definition + candidates>
1255,闻名不如见面,Know a man by repute is not as good as meeting him face to face,Better to be famous than to meet,Don't judge a book by its cover
1256,闻过则喜,Be glad to have one's errors pointed out,Happy to hear it,None
1257,闻一知十,Infer the whole matter after hearing but one point,Hear one know ten,Kill two birds with one stone
1258,聪明反被聪明误,Cleverness may overreach itself,Smart is mistaken by smart,To be on edge
1259,聪明一世，糊涂一时,"Smart as a rule, but this time a fool","Smart for a lifetime, confused for a while",Definition: There is a thief under one's nose.
