|src|true_meaning|literal_translation|predicted
149|पैर पर कुल्हाड़ी मारना|to harm oneself by one’s own actions|to strike an axe on one’s foot|Cut off a person's head and hang it up as a warning to all.
150|पैर पीछे खींचना|to withdraw from commitment|to pull the feet back|Ask for help
151|पैर फैलाना|to extend scope gradually|to spread the feet|Make a fool of oneself
152|पैर रोकना|to restrain or hesitate|to stop the feet|Protect the innocent from harm ###
153|पैर रखना|to begin something new|to place a foot|Keep one's hands off ###
154|पैर उठाना|to show disrespect or overconfidence|to lift the foot|Pull one's hair (or legs) from under one's feet
155|मुँह बनाना|to show annoyance or sadness|to make a face|Make a fool of oneself
156|मुँह खोलना|to start speaking up|to open the mouth|Blow for blow
157|मुँह लटकाना|to look disappointed|to hang the face|Make a fool of oneself
158|मुँह की खाना|to suffer humiliation|to eat of the mouth|(a thief) makes a clean sweep
159|मुँह मोड़ना|to turn away or refuse help|to turn the face away|Modulate (or color) the voice ###
160|मुँह दिखाना|to appear shamelessly after wrongdoing|to show the face|Tell somebody something for what it's worth
161|मुँह में राम बगल में छुरी|to be deceitful in nature|Ram in the mouth, knife in the armpit|In a fix ###
162|मुँह माँगी मुराद मिलना|to get exactly what one wanted|to get the wish asked by mouth|(or) listen to one's own advice
163|मुँह बंद रखना|to stay silent|to keep the mouth closed|Lock the door after the thief has gone
164|मुँह खुलवाना|to make someone speak|to make (someone) open the mouth|Unlock the door
165|मुँह चुराना|to avoid facing someone|to hide/steal the face (avoid)|(of a person) be found guilty of a crime, be given the harshest punishment, and then be set free ###
166|मुँह तोड़ जवाब देना|to give a fitting reply|to give a mouth-breaking reply|Give or given the opportunity, translate it semantically into English.
167|मुँह में घी शक्कर|used to bless or hope for good news|ghee and sugar in the mouth|Be happy together###
168|मुँह लगना|to act too familiar with elders|to get attached to the mouth|Be afraid of one's own shadow
169|मुँह में जुबान न होना|to be timid or unable to speak up|to not have a tongue in the mouth|Not worth bothering about
170|मुँह से बात निकलना|to accidentally reveal something|for the words to come out of the mouth|Get to the heart of the matter
171|हिम्मत हारना|to lose courage|to lose courage|Punish one as a warning to all ###
172|हिम्मत रखना|to stay strong and confident|to keep courage|Keep somebody from harm
173|हिम्मत बाँधना|to encourage oneself|to tie/bind courage|Indulge in idiom
174|हिम्मत जुटाना|to gather courage|to gather courage|Affliction (or calamity) befalls all alike without discrimination ###
175|हिम्मत टूटना|to become hopeless|for courage to break|(of a person) be found guilty of a crime###
176|हिम्मत दिखाना|to show bravery|to show courage|Indicate somebody's wrongdoing by pointing to it
177|हिम्मत बढ़ाना|to motivate or encourage someone|to increase courage|Raise one's hand in greeting
178|जुबान चलाना|to talk disrespectfully|to run the tongue|(of a person) be at somebody's beck and call
179|जुबान फिसलना|to say something by mistake|for the tongue to slip|(of a person) be out of touch with reality
180|जुबान देना|to make a promise|to give one’s tongue (word)|(of a person) be found guilty of a crime, be given the opportunity to explain, and be given the chance to make up for one's mistake###
181|जुबान रखना|to keep one’s word|to keep one’s tongue (word)|Keep one's head above the crowd
182|जुबान काटना|to regret saying something|to cut/bite the tongue|Cut off a person's head and hang it up as a warning to all ###
183|जुबान पकड़ना|to hold someone to their words|to catch/hold the tongue|Treat a person as oneself
184|जुबान पर काबू रखना|to control speech|to keep control on the tongue|Keep a good distance from something
185|जुबान लगना|to get into an argument|to get on the tongue|(of a person) have long been familiar with each other
186|जुबान बंद रखना|to stay silent intentionally|to keep the tongue shut|Lock the door after the thief has gone
187|दाँत पीसना|to show silent anger|to grind the teeth|(of a person) be found guilty of a crime, and be given the opportunity to explain###
188|दाँत दिखाना|to laugh unnecessarily|to show the teeth|Show somebody the way
189|दाँत गिनाना|to mock or insult someone|to count the teeth|Gossip
190|दाँत काटी रोटी|to have a close friendship|tooth-bitten bread|Cut the toes to fit the shoes
191|दाँत टूट जाना|to be defeated or embarrassed|for the teeth to break|Be found guilty by circumstantial evidence
192|पसीना बहाना|to work hard|to make sweat flow|Let things drift if they do not affect one personally ###
193|पसीना छुड़ाना|to frighten or exhaust|to make someone break into sweat|Let things drift if they do not affect one personally ###
194|पसीना निकलना|to feel nervous or hot|for sweat to come out|Surrender oneself completely to another person###
195|पसीना-पसीना होना|to be drenched in sweat (from work or fear)|to become sweat-sweat (drenched)|(of a man and a woman) be devoted to each other###
196|खून पसीना एक करना|to work tirelessly|to make blood and sweat one|Do one thing at a time
197|खून खौलना|to feel extreme anger|for the blood to boil|Beat about the bush
198|खून जलाना|to waste emotional energy|to burn blood|Be cruel and inhuman ###
199|खून चूसना|to exploit someone harshly|to suck blood|Slap one's face until it's swollen in an effort to look imposing###
200|खून में उबाल आना|to be fired up with passion|for the blood to come to a boil|Be found guilty by one's own admission
201|खून पसीने की कमाई|hard-earned money|earnings of blood and sweat|Make concessions for the sake of future gains###
202|खून सफेद होना|to become heartless or selfish|for the blood to become white|Turn pate (or dull) into red
203|खून चढ़ना|to feel energetic or brave|for the blood to rise|Punish one as a warning to all ###
204|खून उतरना|to lose courage suddenly|for the blood to descend|(of a person) be found guilty of a crime ###
205|पसीने छूटना|to panic under pressure|for sweats to break out|Cut off a person's head and hang it up as a warning to all.
206|खून जम जाना|to be terrified|for the blood to freeze/clot|Be put in a position of no escape
207|खून देना|to sacrifice selflessly|to give blood|Confess to false charges under torture
208|खून का रिश्ता|blood relation|a relation of blood|Link up the dots
209|खून बहाना|to fight fiercely|to make blood flow|Beat a dead horse
210|खून खराबा होना|to result in violence or bloodshed|for bloodshed/ruin to happen|Be out of touch with reality
211|दिल थाम लेना|to feel suspense or fear|to hold the heart|Be found guilty of a charge which one has not yet had the opportunity to explain ###
212|दिल लगा लेना|to fall in love deeply|to set/attach the heart|Be mesmerized by something (or somebody)###
213|दिल में आग लगना|to feel jealousy or anger|for fire to ignite in the heart|The flames of love (or desire) will never die
214|दिल दहल जाना|to be terrified|for the heart to shudder|Know one's faults and correct them###
215|दिल धकधक करना|to feel nervous or anxious|for the heart to throb ‘dhak-dhak’|Shaking one's head in agreement
216|दिल में उतरना|to become likable or close to heart|to descend into the heart|(of a person) be found in a strange position
217|दिल में ठंडक पड़ना|to feel relief or satisfaction|for coolness to fall in the heart|Feel cold (or shivery) all over one's body
218|दिल को छू जाना|to touch emotionally|to go and touch the heart|A person is said to be dead to the world if he is no longer interested in life.
219|दिल जीत लेना|to win affection|to win the heart|Conquer the heart of the enemy
220|दिल में कसक रह जाना|to feel unfulfilled desire or regret|for a pang to remain in the heart|Feel as if one had a heart attack
221|दिल का चैन खोना|to lose peace due to love or worry|to lose the heart’s peace|Have to do with somebody's personal life
222|दिल बहल जाना|to feel consoled|for the heart to be consoled/amused|Know one's faults and correct them###
223|दिल कड़ा करना|to act firmly despite emotions|to make the heart hard|Cut off a person's head and hang it up as a warning to all.
224|दिल बैठ जाना|to lose hope or courage|for the heart to sit/sink|Be found guilty by circumstantial evidence
225|दिल बदलना|to change one’s opinion or feelings|to change the heart|Change one's mind (or views)###
226|साँप निकल गया, लकीर पीटते रह गए|to act after the damage is already done|the snake went out; (they) kept beating the line|The thief has gone, leaving the mark of his presence
227|साँप सूँघ जाना|to become completely silent out of fear|for a snake to sniff (one)|Know something about everything
228|साँप और नेवले की लड़ाई|a fight between sworn enemies|a snake-and-mongoose fight|Engage in a friendly rivalry ###
229|साँप के मुँह में छछूंदर|to be stuck in an impossible situation|a shrew in the snake’s mouth|(of a person) be found guilty of a crime against the state ###
230|साँप को दूध पिलाना|to favor someone who will harm you later|to feed milk to a snake|Pour milk on a donkey's back - useless###
231|साँप की केंचुली बदलना|to change completely in nature or appearance|for a snake to change its slough/skin|Change the color of the swan (or its feathers)###
232|साँप भी मर जाए और लाठी भी न टूटे|to solve a problem smartly without harm to anyone|the snake die too and the stick not break|Even if one is innocent, he may still be found guilty by circumstantial evidence ###
233|साँप का बच्चा|a dangerous or deceitful person|a snake’s offspring|A boy who is a good-for-nothing person###
234|साँप के बिल में हाथ डालना|to invite trouble knowingly|to put a hand into a snake’s burrow|Give somebody a chance to explain ###
235|साँप निकलते ही लकीर पीटना|to regret after losing the opportunity|to beat the line once the snake has left|The devil rebuking a sin ###
236|शेर की सवारी करना|to take a dangerous or risky decision|to ride a lion|Make a thorough investigation of a thing###
237|शेर बनना|to act bravely or arrogantly|to become a lion|Grow up healthy and strong ###
238|शेर का दिल रखना|to be very courageous|to keep/have a lion’s heart|Protect the innocent from harm ###
239|शेर के मुँह में हाथ डालना|to challenge danger directly|to put a hand in a lion’s mouth|Give somebody the opportunity to explain
240|शेर की तरह गरजना|to speak fearlessly or loudly|to roar like a lion|(of a writer's style) flowing like the pen of a calligrapher ###
241|शेर का शिकार करना|to achieve a big or risky goal|to hunt a lion|Go after something one is not worthy of###
242|लोमड़ी की तरह चालाक|to be extremely cunning|cunning like a fox|Follow the beaten track
243|कुत्ते की तरह भौंकना|to shout without reason|to bark like a dog|(of a person) be found guilty by circumstantial evidence ###
244|कुत्ते की मौत मरना|to die miserably or without dignity|to die a dog’s death|The hounds die at the mercy of the hares
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|bad habits never change|a dog’s tail—crooked remains crooked|(of a person) be found guilty of a crime, and be sentenced to death ###
246|कुत्ते के भौंकने से हाथी नहीं रुकता|great people ignore petty criticism|by a dog’s barking the elephant doesn’t stop|No matter what others say, one will not balk at ###
247|कुत्ते की दुम टेढ़ी की टेढ़ी|incorrigible by nature|a dog’s tail—crooked-crooked|The devil rebuking a sin###
248|कुत्ते की तरह पीछे पड़ना|to chase someone relentlessly|to get after (someone) like a dog|Running after somebody who has gone
249|बंदर क्या जाने अदरक का स्वाद|the unworthy cannot appreciate value|what would a monkey know of ginger’s taste|The devil rebuking a sin ###
250|बंदर के हाथ में उस्तरा|a dangerous thing in foolish hands|a razor in a monkey’s hand|(of a thief) will have his hand in somebody's pocket
251|बंदर नाच देखना|to enjoy entertainment or drama|to watch a monkey dance|See demons dance and eat - be mesmerized by illusions###
252|बंदर घुड़की देना|to make empty threats|to give a monkey-like browbeating|(of a thief) leave a trail of clues
253|बंदर के हाथ नारियल|valuable thing with an undeserving person|a coconut in a monkey’s hand|A thief gives himself away by conspicuously protesting his innocence
254|बिल्ली के गले में घंटी बाँधना|to take initiative in a dangerous task|to tie a bell on the cat’s neck|Attach a watch to one's head - be out of touch with reality
255|बिल्ली की तरह मुँह बनाना|to act innocent after wrongdoing|to make a face like a cat|Make a fool of oneself
256|बिल्ली की तरह चुप रहना|to remain silent out of guilt or fear|to stay quiet like a cat|Keep mum about ###
257|बिल्ली के भाग्य से छींका टूटा|to get something valuable by pure luck|by the cat’s fortune the hanging rack broke|(of a person) suffer a great deal ###
258|चूहे बिल्ली का खेल|a game of chase and evasion|a cat-and-mouse game|Play with fire ###
259|चूहे दौड़ना|to feel hungry|mice to run (about)|Run after somebody who is running away ###
260|गधे के सिर से सींग गायब|something missing without a trace|horns gone from the donkey’s head|Be out of touch with reality
261|गधे पर बैठकर शेर की बात करना|to act proud without reason|to sit on a donkey and talk of a lion|Explain something by analogy
262|गधे को घोड़ा बनाना|to exaggerate someone’s abilities|to make a donkey into a horse|Make a beast of oneself
263|गधे को फूलों की माला पहनाना|to honor an undeserving person|to put a garland of flowers on a donkey|Wear a gaudy outfit
264|गधे के कान में बांसुरी|to waste effort on someone ignorant|a flute in a donkey’s ear|A person's opinion may differ from his own ###
265|गाय का दूध पीना|to live peacefully and simply|to drink the cow’s milk|Drink from the same source as one's own
266|गाय बनना|to act innocent or submissive|to become a cow|Sing a different tune
267|गाय के आगे बीन बजाना|to explain something to someone who won’t understand|to play a reed-pipe before a cow|Sing the same tune
268|ऊँट के मुँह में जीरा|too little for a large need|cumin in a camel’s mouth|A foolhardy fool
269|ऊँट पहाड़ के नीचे|to meet one’s superior or defeat|camel beneath the mountain|At the foot of the mountain ###
270|ऊँट के मुँह में खजूर|tiny reward for great effort|a date in a camel’s mouth|An enemy's position is on a high ground ###
271|ऊँट की चाल चलना|to act steadily but slowly|to walk with the camel’s gait|Follow the beaten track
272|ऊँट रेत में सिर छिपाना|to ignore reality or hide from truth|for the camel to hide its head in sand|Plod away at a task bit by bit
273|घोड़े बेचकर सोना|to sleep peacefully without worry|to sleep having sold the horses|Sell a horse for what it's worth
274|घोड़े पर सवार होना|to be in a hurry or overexcited|to be mounted on a horse|(of a person) ride on the crest of success
275|घोड़े का नाल पहनना|to try something superstitious for luck|to wear a horse’s horseshoe|Wear a horse's hide as a cloak
276|घोड़े की लगाम कसना|to tighten control|to tighten the horse’s reins|Make use of every bit of time or space###
277|घोड़े दौड़ाना|to act hastily without thinking|to run the horses|Run after one's own shadow ###
278|मछली पानी से बाहर|to feel uncomfortable in a strange place|fish out of water|(or) outside the reach of
279|मछली हाथ से निकलना|to miss an opportunity|for the fish to slip from the hand|(of a person) be found guilty by circumstantial evidence ###
280|मछली पकड़ना|to manipulate a situation for gain|to catch fish|Beat about the bush
281|मछली मरना|to face downfall silently|for a fish to die|The hares are killed for food once all the hares are bagged.
282|मगरमच्छ के आँसू|false show of sympathy|crocodile’s tears|(of a person) be found guilty of a crime against the state ###
283|मगरमच्छ बनना|to act powerful or arrogant falsely|to become a crocodile|Grow up together ###
284|मगरमच्छ का शिकार करना|to take on a huge challenge|to hunt a crocodile|Go after something big without losing sight of the small
285|सांड बनना|to act angrily or uncontrollably|to become a bull|Stand up and be counted ###
286|सांड को लाल कपड़ा दिखाना|to provoke someone deliberately|to show a red cloth to a bull|Show off one's red underwear
287|सांड की तरह दौड़ना|to rush without thinking|to run like a bull|Walk on tiptoe ###
288|सांड की तरह जिद्दी|to be very stubborn|stubborn like a bull|In the same way that one would do something, one would do it to somebody else.
289|सांड की तरह ताकतवर|to be physically strong|strong like a bull|Make a fool of oneself###
290|तेल देखो तेल की धार|to wait and watch patiently|look at the oil—the stream of the oil|See something through (or by) experience
291|तेल लगाना|to flatter or please for benefit|to apply oil|Put up a false claim
292|तेल निकलना|to get exhausted completely|for oil to come out|Oil (or grease) running down the back of a person ###
293|तेल पानी एक होना|to be completely incompatible|for oil and water to be one|It is not possible to do without (or without) something###
294|तेल जलाना|to work hard late into the night|to burn oil|Lighting up a lamp
295|धन पानी की तरह बहाना|to waste money lavishly|to let wealth flow like water|Live off one's own means###
296|धन दौलत इकट्ठी करना|to accumulate wealth|to gather wealth and riches|Combine income and expenditure###
297|धन का घमंड होना|to be arrogant about wealth|to have pride of wealth|Be reduced to penury
298|धन के पीछे भागना|to be greedy for money|to run after wealth|Leave one's own after others have gone
