,src,true_meaning,literal_translation,predicted
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Reason: <explain why you think you picked that idiom and not the others>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Aha moment
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind in a state of confusion or disarray.
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in the dark
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To have a headache
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,to be on pins and needles
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To work like a bee
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,bite one's nails
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,<select the most relevant English idiom>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,<select the most relevant English idiom>
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Break the ice
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A household name
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,Stage-2 output (justification):
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To lose one's cool
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To be in a state of confusion or disarray
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To have a sweet tooth
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,to have a blood connection
839,पसीना रोकना,to relieve effort,to stop sweat,Hold back tears
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be in a state of constant discomfort or unease
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have a nagging ache
842,सीने में जलन होना,to feel envy,to have burning in the chest,To be in a state of intense emotional turmoil or agitation.
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To be in a tight spot
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,Aha moment
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Other: <select the least relevant English idiom>
846,रंग दिखाना,to reveal true colors,to show color,To reveal one's true colors
847,रंगीन होना,to enjoy life freely,to become colorful,To be in a good mood
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,In a state of chaos
849,रंग उड़ना,to fade away,for the color to fly/fade,A mood swing
850,रंग जमना,to gain traction,for color to set,To be overwhelmed with emotions
851,रंग लगना,to start celebrating,to have color applied,Change of heart
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be overwhelmed with excitement
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,To avoid everything
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Stage-2 output:
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be lost in thought
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Sour grapes.
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,Stage-2 output (justification):
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To have a big mouth
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Open up
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Stage-2 output (justification):
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it under wraps
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To recognize one's error
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Keep your own counsel
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's bearings
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Other: <select the other English idioms that are not as relevant>
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"Being blindfolded, as if in a state of confusion or bewilderment."
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,blind spot
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Stage-2 output:
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Take for granted
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,A blind person can see.
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Stage-2 output:
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",One hears the name of the blind but does not see with their own eyes.
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,A person who is blind or unable to see.
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be kept in the dark
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,In the dark
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Blind leading the blind
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Stage-2 output (justification):
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Stage-2 output (justification):
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,To look for something in the dark.
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,A novice
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,in the dark
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,Bring light into a dark place
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",<select the most relevant English idiom>
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,Other: <select the other suitable English idiom>
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,To blind someone's eyesight
886,अंधा प्रेम करना,to love without reason,to love blindly,blind love
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Stage-2 output:
888,अंधे की लाठी,only source of dependence,a blind man’s staff,Reasoning: <select the most relevant English idiom> is the best match because <reasoning>.
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light of day
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,Stage-1 output:
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a path in the dark.
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the shadows
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,To be blind to the obvious
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,A blessing in disguise
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"Give someone a sense of hope or purpose, even when they are feeling lost or uncertain."
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",Stage-2 output (justification):
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,Get the picture
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,To express oneself in an inappropriate manner.
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To fall into a state of confusion or disarray.
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,A dog's life
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To survive in a difficult situation.
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",A blind love leads to a disastrous outcome.
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek out light in the darkness
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"In the dark, he opens his hands to receive a light."
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Blind as a bat
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark.
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show someone the way to their heart.
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,to make things worse
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Other: <select the other relevant English idiom>
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see the light
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,Stage-2 output (justification):
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To search for something in the dark.
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stage-2 output:
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To show someone their true nature.
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Working in the dark can be advantageous.
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look for something in the dark.
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the woodwork
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A blind eye to
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,in the dark
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,Get to the heart of the matter
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Stage-1 output: <english idiom>
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave someone in the lurch
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't be in the dark
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,<select the most relevant English idiom>
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the dark.
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,To light a candle in the dark
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,Stage-2 output:
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,Let the cat out of the bag
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,To soar like a bird
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Other: <select the other relevant English idioms>
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be carefree and happy.
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,<select the most relevant English idiom>
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,Stage-1 output: <english idiom> - <definition>
935,दिल का मामला,a romantic issue,matter of the heart,Stage-2 output:
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep calm and carry on
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To have a strong feeling and then let it go.
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To brush off or ignore something
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom definition.
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To feel a strong emotional connection or attachment to something.
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a soft spot for someone
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,Stage-2 output:
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,Think clearly
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To be in a state of confusion or disarray.
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,to lose one's mind
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,Stage-2 output (justification for the best idiom):
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,<select the most relevant English idiom>
950,मुँह पर बोलना,to speak directly,to speak on the face,Talking over someone
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel at ease
952,नाक कटना,to lose honor,for the nose to be cut,To cut off someone's nose to spite their face
953,नाक ऊँची करना,to make someone proud,to raise the nose high,Overestimate oneself
954,नाक बचाना,to save face,to save the nose,To keep one's nose clean
955,नाक दबाना,to force acceptance,to press the nose,Stage-2 output (justification):
956,नाक चढ़ाना,to act proudly,to raise the nose,To be infamous
957,कान खड़े करना,to become alert,to make the ears stand up,to be on one's toes
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Stage-1 output: <english idiom>
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Not get a cold
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,to trip over one's own feet
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,To take a stand
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your breath and sit still.
963,हाथ उठाना,to hit or bless,to raise the hand,Raise an eyebrow
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To be responsible for something
965,हाथ में खेलना,to control completely,to play in the hand,To play around
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To be in a pickle
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,in a pickle
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,Put your head above the parapet
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,Stage-2 output:
970,सिर फोड़ना,to fight violently,to smash/break the head,shake one's head in disbelief
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a bad feeling about something
972,सिर का दर्द,a troublesome person,pain of the head,Headache
973,सीने में जलन,to feel envy,burning in the chest,A fish out of water
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,A person who is not very good at something.
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Stage-2 output (justification):
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,Stage-2 output (justification):
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To be on the verge of something
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Hold your breath
979,मन बनाना,to make up one’s mind,to make up the mind,Form an opinion
980,मन भर जाना,to lose interest,for the mind to become full,To be overwhelmed with emotion.
981,मन खुश करना,to please someone,to make the mind happy,To make someone happy
982,मन बदलना,to change opinion suddenly,to change the mind,Change one's mind
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Try to do your work with your mind.
984,मन जीत लेना,to win hearts,to win the mind,Other: <select the other relevant English idiom>
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf to fall off a tree.
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,Misfortune
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,To have a strong drive
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,<select the most relevant English idiom>
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a breather
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),Reasoning: <select the most relevant English idiom> is the best idiom because <reasoning>.
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,<select the most relevant English idiom>
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,<select the most relevant English idiom>
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To be hemmed in by circumstances
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,to have a headache
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",<select the most relevant English idiom>
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),<select the most relevant English idiom>
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Stage-2 output (justification):
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,starve the rich
