,src,true_meaning,literal_translation,predicted
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a panic attack
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Stage-1 output: <english idiom>
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,to be in a state of bewilderment
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To start a fire in one's own home
846,रंग दिखाना,to reveal true colors,to show color,To show one's true colors
847,रंगीन होना,to enjoy life freely,to become colorful,To be in high spirits
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,To blush or turn red in the face.
849,रंग उड़ना,to fade away,for the color to fly/fade,A complete turnaround
850,रंग जमना,to gain traction,for color to set,to be on the verge of tears
851,रंग लगना,to start celebrating,to have color applied,To have a sudden feeling of emotion.
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add more color to an already colorful situation.
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Don't be too careful.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,make a hash of things
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Stage-2 output (justification):
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,A sour grape
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,to be on pins and needles
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,turn a blind eye
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Reasoning: <explain why you chose that idiom>
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,A piece of cake
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,"Other: <if you think the definition of the Hindi idiom is incorrect, choose ""Other"" and provide your own idiom>"
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To make a mistake
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","Others: <if you think other English idioms are relevant, write them down separated by comma>"
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's mind
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To be so focused on one's own thoughts and ideas that they neglect others or external factors.
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Blind as a bat
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blind as a bat
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,<select the most relevant English idiom>
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,<select the most relevant English idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,An eye-opener
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Drunk as a skunk
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear a name but not see the person.
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want, I'll do it for you."
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,in the dark about the situation
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To bring light to the blind
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Lead the blind
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,To be in a state of confusion or disarray
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be in the dark
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,"To search for something in the dark, often implying that the search is futile or difficult."
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To have a light in the dark
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Stage-2 output:
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into a dark place.
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",Blind to the needs of others
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To be a beacon of hope
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Other: <select the other relevant English idiom>
886,अंधा प्रेम करना,to love without reason,to love blindly,Falling for a fool
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Reason: <select the most relevant English idiom>
888,अंधे की लाठी,only source of dependence,a blind man’s staff,Other: <select the other relevant English idiom>
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light of day
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,Stage-2 output:
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a path in the dark.
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the shadows
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,spread the word
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,A pickle
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Open your eyes
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",To hear the name of someone but not see their face.
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"To see nothing but darkness, one must have two eyes."
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,To pour one's heart out
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To be completely lost in the dark.
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To be in the dark
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Bitter taste in the mouth
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,To be lost in a dark place.
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",<select the most relevant English idiom>
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Seek light in the darkness
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To be blinded by one's own ignorance or lack of knowledge.
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,To find one's way in a dark path.
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear of the dark
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Stage-2 output (justification for the output):
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Stage-2 output:
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,See the light at the end of the tunnel
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,Stage-2 output (just the idiom):
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"Reasoning: <select the most relevant English idiom> is the best English idiom because it matches the Hindi idiom ""अंधे का रास्ता रोकना"" in meaning. The Hindi idiom means to refuse to accept reality or to deny the existence of something, which is similar to the English idiom ""Deny the truth."
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To search for something in the dark
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,To steal from someone who is unaware of the theft.
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Reason: <select the most relevant English idiom>
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Use darkness to one's advantage
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Search in the dark
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the shadows
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,rule by a madman
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,In the dark
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To get to the heart of the matter
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To enforce a law that is unjust or unfair.
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,<select the most relevant English idiom>
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't be in the dark.
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,Stage-2 output (justification):
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,<select the most relevant English idiom>
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom.
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be grounded or rooted in reality.
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from grace
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,to spread oneself thin
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",To be in a pickle
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,A person who is in a good mood.
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To be in high spirits
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart
935,दिल का मामला,a romantic issue,matter of the heart,Heart's Desire
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,To keep one's composure
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart into something
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone feel comfortable
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A deep emotional connection
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Get caught up in something
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a heart of gold
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,to be overwhelmed
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,Have a harebrained scheme
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To be mentally drained
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,Have a hunch
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,To be in the zone
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Stage-1 output: <english idiom>
950,मुँह पर बोलना,to speak directly,to speak on the face,Speak up
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good or kind.
952,नाक कटना,to lose honor,for the nose to be cut,To cut off the nose to spite the face
953,नाक ऊँची करना,to make someone proud,to raise the nose high,<select the most relevant English idiom>
954,नाक बचाना,to save face,to save the nose,Keep one's nose out of it
955,नाक दबाना,to force acceptance,to press the nose,To keep a secret or not reveal something
956,नाक चढ़ाना,to act proudly,to raise the nose,To have a headache
957,कान खड़े करना,to become alert,to make the ears stand up,On pins and needles
958,कान में बात डालना,to inform secretly,to put the matter into the ear,To tell a lie
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,To be immune to something.
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To be in a state of confusion or disarray.
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,to trip over one's own feet
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Stage-2 output:
963,हाथ उठाना,to hit or bless,to raise the hand,Stage-2 output (justification):
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To wash one's hands after eating.
965,हाथ में खेलना,to control completely,to play in the hand,To play with a balloon
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,In a pickle
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be in a tight spot
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,to keep one's head above water
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To feel a sudden rush of fear.
970,सिर फोड़ना,to fight violently,to smash/break the head,to be haughty
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a sore spot
972,सिर का दर्द,a troublesome person,pain of the head,A headache
973,सीने में जलन,to feel envy,burning in the chest,A hot mess
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,To be in a bad mood
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,A weight off one's shoulders
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,To be cold-hearted
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,<select the most relevant English idiom>
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Hold one's breath
979,मन बनाना,to make up one’s mind,to make up the mind,To construct something
980,मन भर जाना,to lose interest,for the mind to become full,To be filled with emotion
981,मन खुश करना,to please someone,to make the mind happy,Make someone happy
982,मन बदलना,to change opinion suddenly,to change the mind,Change one's mind
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Work hard at something
984,मन जीत लेना,to win hearts,to win the mind,To win someone's heart
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falls before the tree is ready.
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,bad luck
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,Others: <select the most similar English idiom>
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,<select the most relevant English idiom>
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,Take a deep breath
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),I'm feeling like a bundle of nerves
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,spread the word
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,be on good terms
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,<select the most relevant English idiom>
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"To be overwhelmed by thoughts or ideas, causing one to lose focus or become distracted."
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",A stitch in time saves nine.
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),To be in a high position or have a lot of power.
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide one's true nature or character.
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To give someone the munchies
