,Unnamed: 0,src,true_meaning,predicted
22,22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,3
23,23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
24,24,- यहाँ नहीं नहीं!,- No. Not here!,"1) I asked my friend to lend me money, but he turned me down."
25,25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",Note: Please select the best English sentence that matches the definition of the Hindi sentence.
26,26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,1) The whole town rallied behind him.
27,27,MURPH:,MURPH:,3) Playing a role to gain an advantage.
28,28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,What's done is done.
29,29,गाढ़ा,Bold,1
30,30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,1
31,31,कॉन्फ़िगर संकुल,Configure external packages,```python
32,32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",3
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",4) Those who sow evil will not reap the same as those who sow good.
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,2) They have become utterly foolish.
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',No initial state exists.
36,36,EMAIL OF TRANSLATORS,Your names,Stage-1 output: <definition + candidates>
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,A persistent flirt.
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.",Alternatives: <list the other similar English sentences>
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",2) May God bless me with good fortune and guide me through life with His grace and support.
40,40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,Definition: <definition of the Hindi sentence>
41,41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",4) A common citizen has shared their insights on the cultural heritage of the Bengali New Year's festivities in Bangladesh.
42,42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,2
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,3
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,They're making me feel uneasy about being here.
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,Alternates: <list the other two English sentences>
46,46,मैं नहीं जानता.,I don't know.,1) I'm dead serious.
47,47,कोरियाई (_UHC),Korean (_UHC),3
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,1
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’",Alternatives: <list the other relevant English sentences>
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",1
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,13) The scene shows the region's geography.
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,1
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",<select the most relevant English sentence>
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,I've seen people making a big deal out of nothing.
55,55,जोड़ें,Add,3) To combine two or more things together.
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,Pass on your blog to international reporters and bloggers to keep it going.
57,57,अगला (_N),_Next,1) No one can be won over by empty words.
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,4) I've dedicated myself to achieving my aspirations.
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.",1) Those who live their lives with honesty and integrity are genuine people.
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,Stage-1 output (definition + candidates):
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,<select the most relevant English sentence>
62,62,री-लोड फ़ाइल,Reload current file,To reload a file.
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,Stage-1 output: <definition + candidates>
64,64,आगे बढ़ें,Proceed,You have to take the leap of faith
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,<select the most relevant English sentence>
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,Have you done any work yet?
67,67,घड़ीName,Clock,"1) The more you read, the more you know.  | 2) Books are a great source of knowledge.  | 3) Reading is a key to knowledge.  | 4) Knowledge is power.  | 5) The more you learn, the more you earn.  | 6) Education is the key to success.  | 7) The pen is mightier than the sword.  | 8) A book is a treasure trove of knowledge.  | 9) Reading is a lifelong learning process.  | 10) Books are a gateway to knowledge.  | 11) Education is the backbone of a nation.  | 12) Knowledge is the key to unlock the doors of success.  | 13) The more you read, the more you grow.  | 14) Books are a source of inspiration.  | 15) Reading is a habit that should be developed from a young age.  | 16) A good book is a good friend.  | 17) Knowledge is the key to success.  | 18) Education is the foundation of a strong nation.  | 19) Books are a source of entertainment.  | 20) Reading is a hobby that brings joy and satisfaction.  | 21) Knowledge is the key to unlock the doors of opportunities.  | 22) The more you learn, the more you earn.  | 23) Books are a source of knowledge and wisdom.  | 24) Reading is a way to escape reality.  | 25) Education is the key to a better life.  | 26) A book is a window to the world.  | 27) Knowledge is the key to success and happiness.  | 28) The more you read, the more you understand.  | 29) Books are a source of inspiration and motivation.  | 30) Reading is a way to broaden one's horizons.  | 31) Education is the key to unlock the doors of opportunities.  | 32) A good book is a good teacher.  | 33) Books are a source of knowledge and wisdom.  | 34) Reading is a way to learn new things.  | 35) Education is the key to success and happiness.  | 36) A book is a source of knowledge.  | 37) Knowledge"
68,68,डंपलिंग दल!,Dumpling Squad!,1) A bunch of slackers. 4) 2) A group of idle people. 3) A bunch of good-for-nothings. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 3) A bunch of good-for-nothings. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 1) A bunch of slackers. 4) 2) A group of idle people. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A bunch of good-for-nothings. 4) 2) A group of idle people. 4) 1) A bunch of slackers. 4) 3) A
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,",Definition: <English definition>
70,70,Yahoo! Japan,Yahoo! Japan,1) A place where people from different countries come together.
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,2) A legislative committee handed over a report to the state government.
72,72,विषय सूची (_C),_Contents,I am with you.
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.","1) With his help, they can get the job done."
74,74,संलग्नक स्मारक,Attachment Reminder,Alternatives:
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,A group of foolish people who are armed with a sword and some magic tricks.
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",Do you think you become smarter by reading books?
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,The well has run dry.  The creative well has run dry.  The well of inspiration has run dry.  The well of ideas has run dry.  The well of creativity has run dry.  The well of imagination has run dry.  The well of inspiration has dried up.  The well of creativity has dried up.  The well of imagination has dried up.  The well of ideas has dried up.  The well of inspiration has gone dry.  The well of creativity has gone dry.  The well of imagination has gone dry.  The well of ideas has gone dry.  The well of inspiration has run out.  The well of creativity has run out.  The well of imagination has run out.  The well of ideas has run out.  The well of inspiration is dry.  The well of creativity is dry.  The well of imagination is dry.  The well of ideas is dry.  The well of inspiration has been drained.  The well of creativity has been drained.  The well of imagination has been drained.  The well of ideas has been drained.  The well of inspiration has been depleted.  The well of creativity has been depleted.  The well of imagination has been depleted.  The well of ideas has been depleted.  The well of inspiration is depleted.  The well of creativity is depleted.  The well of imagination is depleted.  The well of ideas is depleted.  The well of inspiration has been exhausted.  The well of creativity has been exhausted.  The well of imagination has been exhausted.  The well of ideas has been exhausted.  The well of inspiration is exhausted.  The well of creativity is exhausted.  The well of imagination is exhausted.  The well of ideas is exhausted.  The well of inspiration has been tapped out.  The well of creativity has been tapped out.  The well of imagination has been tapped out.  The well of ideas has been tapped out.  The well of inspiration is tapped out.  The well of creativity is tapped out.  The well of imagination is tapped out.  The well of ideas is tapped out.  The well of inspiration has been used up.  The well of creativity has been used up.  The well of imagination has been used up.  The well of ideas has been used up.  The well of inspiration is used up.  The well of creativity is used up.  The well of imagination is
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,I have been trying to learn as much as I can about different subjects.  |  I have been trying to learn as much as I can about many things.  |  I have been trying to learn as much as I can about a lot of things.  |  I have been trying to learn as much as I can about different subjects.  |  I have been trying to learn as much as I can about many subjects.  |  I have been trying to learn as much as I can about a wide range of subjects.  |  I have been trying to learn as much as I can about a wide range of things.  |  I have been trying to learn as much as I can about many different subjects.  |  I have been trying to learn as much as I can about a lot of different subjects.  |  I have been trying to learn as much as I can about different subjects.  |  I have been trying to learn as much as I can about many different subjects.  |  I have been trying to learn as much as I can about a wide range of different subjects.  |  I have been trying to learn as much as I can about a wide range of many subjects.  |  I have been trying to learn as much as I can about a wide range of many different subjects.  |  I have been trying to learn as much as I can about a wide range of different many subjects.  |  I have been trying to learn as much as I can about a wide range of different subjects.  |  I have been trying to learn as much as I can about a wide range of many subjects.  |  I have been trying to learn as much as I can about a wide range of many different subjects.  |  I have been trying to learn as much as I can about a wide range of different many subjects.  |  I have been trying to learn as much as I can about a wide range of different subjects.  |  I have been trying to learn as much as I can about a wide range of many subjects.  |  I have been trying to learn as much as I can about a wide range of many different subjects.  |  I have been trying to learn as much as I can about a wide range of different many subjects.  |  I have been trying to learn as much as I can about a wide range of different subjects.  |
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,The program could not be terminated due to an error.
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,Stage-1: <definition + candidates>
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.",1) He caught a glimpse of a crazy woman in the tub through the open door.
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.",2) One must make time for reading in their busy schedule.
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,2) I'd prefer not to work with you.
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,Stage-2: <optional next task>
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,<select the most relevant English sentence>
86,86,छवि (_I),_Image,2
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,OR
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",1) <sentence 1>
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",3) I'm terrified of the day when I'll have to raise a hue and cry about you. OR
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.",Definition: <one-sentence definition>
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",I want you to marry one of my daughters on the condition that you work for me for ten years.  # Correct answer
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,1) You're getting a bit too big for your boots.
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.","3) Hello, my name is David Lee."
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.",Optional: <optional fourth sentence> (if available)
95,95,भैरवा!,Bhairava!,1) Good grief!
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,3
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,1
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,Stage-1 output: <optional>
99,99,जोड़ें (d),Add,Think before you leap.
100,100,मैं अपने बच्चे है.,L have your child.,1) I'm still a kid.
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",You can't polish a turd.
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,2) Give thanks to the Lord at all hours of the day.
103,103,2O लाख पाउंड.,2O million pounds.,2) A sum of two million euros.
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'",4) <english sentence> (if available)
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,I need to find a place where I can express myself freely.
106,106,%s (%s),%s (%s),"2) When the going gets tough, the tough get going."
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,"I've been holding out for you, Captain - would you care for a cup of tea?"
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.",2nd Best: <select the second most relevant English sentence>
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.","Stage-1 output (definition + candidates): (If you can't find three, return as many as you can)"
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...",1
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",You are as good as dead. OR
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],1) The man is speaking in his native language.  [[Category:Hindi to English]] [[Category:Translation]] [[Category:Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category:Language and Linguistics]] [[Category:Language]] [[Category
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,The world has changed and the warmth of summer is a thing of the past.
114,114,तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है,"Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?",The writing is on the wall.
115,115,"""धुन में उस दिन एक चोट आज के रूप में""","""In rhapsody that day As a whiplash today""",Stage-1 output: <the output you provided above>
116,116,आरंभिक तारीख अवैध है.,Start date invalid.,Not knowing the value of life is a big mistake.
