,Unnamed: 0,src,true_meaning,predicted
10,10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,It's good to be like a legend.
11,11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,2nd: <optional second best sentence>
12,12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,Two strangers are signing themselves into your home uninvited.
13,13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,OR
14,14,गूगल टाक होम नाम 3,Google Talk Home Name 3,3) A unique identifier that Google uses to track your online activities.
15,15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,Definition: <define the Hindi sentence>
16,16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","1) If they don't believe in a higher power, why wouldn't they accept that the universe came from nothing?"
17,17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,Stage-1 output: <list the candidates>
18,18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,3) Give yourself a mental break every now and then.  ##### Corrected #####
19,19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,1
20,20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,I'm here to lend a hand.
21,21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,"4) I'm not going to take a drop of this.  Explanation: The Hindi sentence is in the future tense and the first person singular. The English sentence should also be in the future tense and the first person singular. The English sentence ""I'm not going to take a drop of this"" matches the definition of the Hindi sentence and is in the future tense and the first person singular."
22,22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,3
23,23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",4) <optional fourth sentence>
24,24,- यहाँ नहीं नहीं!,- No. Not here!,Everything will work out for the best.
25,25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",<select the most relevant English sentence>
26,26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,We have the means to help him.
27,27,MURPH:,MURPH:,To put on a facade of superiority.
28,28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,Like an old man reminiscing about his bygone days.
29,29,गाढ़ा,Bold,3
30,30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,<select the most relevant English sentence>
31,31,कॉन्फ़िगर संकुल,Configure external packages,A well-oiled machine.
32,32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.","4) The bank has confirmed that it received a request from regulators for information this month, despite refusing to comment on the moratorium."
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",<select the most relevant English sentence>
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,3) They've become utterly absurd.
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',"2) Unable to fetch user '%s' from the database server. Explanation: The sentence conveys a similar meaning to the Hindi sentence, but uses slightly different phrasing. The word ""विफल"" (vifal) is translated to ""Unable to fetch"", which implies a failure to retrieve the user from the database. The use of ""database server"" in the English sentence adds a bit more specificity, but the overall meaning remains the same."
36,36,EMAIL OF TRANSLATORS,Your names,2) A passion for reading books.
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,3) A stranger in a new city
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","2) The things we covet appear to be beautiful, like fine sons, gold and silver, and well-bred horses and camels."
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",1) May you guide me through life's journey with ease and grant me strength to overcome its challenges.
40,40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,The disc is blank
41,41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",2) A common person has shared their experiences of the traditional Bengali New Year's festival in Bangladesh. |
42,42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,Definition: <definition of the Hindi sentence>
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,I saw him one more time.
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,1) I'm afraid they'll leave me in the lurch.
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,1) There is no good time to break the news.
46,46,मैं नहीं जानता.,I don't know.,Alternatives: <list the other English sentences that are also relevant>
47,47,कोरियाई (_UHC),Korean (_UHC),A master of the craft.
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,2) Are you aware of what I'm doing for you?  # The Hindi sentence is a common idiomatic expression used to express that the speaker is doing something good for the listener without their knowledge. The idiomatic expression is used to make the listener feel special or valued.
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’",Candidates: [list of similar English sentences]
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",Alternatives: <list the next best English sentences>
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,2) Such is life.
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,Thanks for your consideration.
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just a cover-up. Answer: Best: It's all just
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,2
55,55,जोड़ें,Add,1) Join hands in a common cause
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,3) Let someone else take the reins.
57,57,अगला (_N),_Next,1) Any means.
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,2)
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.",Every cloud has a silver lining.
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,Definition: <provide a concise definition of the Hindi sentence>
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,1) It's all the same to me where he is.
62,62,री-लोड फ़ाइल,Reload current file,1) To refresh the file.
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,Alternatives: <list the other two options>
64,64,आगे बढ़ें,Proceed,Explanation: <briefly explain why the selected sentence is the best match>
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,4) <optional fourth sentence>
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,Alternatives: <list the other relevant English sentences>
67,67,घड़ीName,Clock,1
68,68,डंपलिंग दल!,Dumpling Squad!,Stage-1 output:
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,","They will also say they have faith in him, but it's unlikely they'll be able to bring him to their place."
70,70,Yahoo! Japan,Yahoo! Japan,1) I was over the moon when I got the news.
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,<select the most relevant English sentence>
72,72,विषय सूची (_C),_Contents,1) A list of headings.
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.","1) With him on board, they can get him to work."
74,74,संलग्नक स्मारक,Attachment Reminder,1) A supplementary document that provides additional information.
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,1. <option for the first candidate>
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",1) The heavens will rain down fire and brimstone upon you.
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,Explanation: <provide a brief explanation for your choice>
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,Stage-1 output (definition + candidates): <paste the definition and candidates from the problem>
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,Stage-1 output (definition + candidates):
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,4) Some people consider the world's biggest problem to be and others see it as a relatively minor issue.
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.","1) He was supposed to go to the market in the evening, but he was still at home."
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.",1) I've been listening to you.
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,3
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,3
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,1
86,86,छवि (_I),_Image,3) A person's public image.
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,3
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",Stage-1: <definition + candidates>
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",3) The very thought sends shivers down my spine.  # Output
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.","2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a high-profile individual has been compromised, it is a very serious issue. |  Best: 2) If the security of a"
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",4) <optional fourth sentence> (if available)
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,"3) You've been taken in.  (You have been influenced or affected by someone or something, often in a negative way.)"
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.",Definition: <definition of the Hindi sentence>
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.",1. The work should be done at any cost.
95,95,भैरवा!,Bhairava!,Buddy!
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,3) If only my parents could see me now...
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,Stage-1 output: <definition + candidates>
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,1
99,99,जोड़ें (d),Add,1) To append something to something else.
100,100,मैं अपने बच्चे है.,L have your child.,2
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",You can't teach an old dog new tricks.
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,Stage-1 output: <list the English sentences with their relevance score>
103,103,2O लाख पाउंड.,2O million pounds.,```
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'",Alternatives: <list the other two options>
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,3
106,106,%s (%s),%s (%s),1) Every cloud has a silver lining.
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,"2) I was waiting for you, sir - can I get you a cup of tea?"
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.",Stage-1: <definition + candidates>
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.",I'm stuck between a rock and a hard place.
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...","1) The operation conducted on December 16, in which N. G."
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",1) It's as if you've been given a chance to be heard
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],1) He is speaking in his native language.
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,2) Every cloud has a silver lining.
114,114,तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है,"Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?",They are so naive that they think they are invincible.
115,115,"""धुन में उस दिन एक चोट आज के रूप में""","""In rhapsody that day As a whiplash today""","Explanation: <optional, provide a brief explanation of the Hindi sentence and its English translation>"
116,116,आरंभिक तारीख अवैध है.,Start date invalid.,The proposed start date is unacceptable.
117,117,"विलियम लाँग ने गूगल और बायडू द्वारा निर्मित कुछ पैरोडी विडियो पोस्ट किये हैं जिनमें गूगल ने बायडू को ""हंड्रेड पॉयज़न"" यानि ज़हरीला पुकारा तो बायडू ने गूगल को विदेशी बाहरी कंपनी कह कर चिढ़ाया।","William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked google as a foreign / alien company (zh).",<select the most relevant English sentence>
118,118,यह एक चूहा नहीं है!,It's not a rat!,This is not a rodent.
119,119,यूनिकोड (UTF-3_2 LE),Unicode (UTF-3_2 LE),"Note: If you can't find three, then 1) <english sentence>)"
120,120,मैं आज सुबह तो पागल घर छोड़ दिया.,I left the apartment this morning so mad.,2) I was so angry that I stormed out of the house this morning.
121,121,"और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो","It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).",2
122,122,केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName,CSV Import Filter for KSpread,1) I need to import data from a CSV file into my spreadsheet and filter it by a specific name.
123,123,और निश्चय ही वह स्वयं इसपर गवाह है!,To this he himself shall bear witness.,He is the best person to confirm this.
124,124,(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार,"Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.",Alternatives: <list the other English sentences in order of relevance>
125,125,कैसे एक शेर में प्राप्त करता है बाथरूम?,How does a tiger get in the bathroom?,Other: <list other English sentences that are similar but not as relevant>
126,126,“%s” गुण,“%s” Properties,1) Charity begins at home.
127,127,यह गुम्मट है.,Is a watchtower.,Every situation will turn out to be beneficial.
128,128,काश वह मुझे एक बच्चा दिया होता.,If only he could have given me a child.,```
129,129,"""ऐ मेरे बेटे! नमाज़ का आयोजन कर और भलाई का हुक्म दे और बुराई से रोक और जो मुसीबत भी तुझपर पड़े उसपर धैर्य से काम ले। निस्संदेह ये उन कामों में से है जो अनिवार्य और ढृढसंकल्प के काम है","My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.",The key to success in life is those who put in the effort to achieve their goals.
