,Unnamed: 0,src,true_meaning,predicted
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",Those who do evil deeds think they can escape punishment by ordering others to do the same. Answer: Best: Those who do evil deeds think they can escape punishment by ordering others to do the same. 1) They think they can get away with their evil deeds by ordering others to do the same. 2) Those who commit evil deeds think they are above the law and can order others to do the same. 3) Those who do evil deeds think they can escape punishment by ordering others to do the same. 4) They think they can escape punishment by ordering others to do the same evil deeds. 5) They think they can get away with their evil deeds by ordering others to follow their lead. 6) They think they can escape punishment by ordering others to do the same evil things. 7) They think they can get away with their evil deeds by ordering others to do the same bad things. 8) Those who do evil deeds think they can order others to do the same and get away with it. 9) They think they can get away with their evil deeds by ordering others to follow their evil example. 10) They think they can get away with their evil deeds by ordering others to do the same evil acts. 11) They think they can get away with their evil deeds by ordering others to do the same wrong things. 12) They think they can escape punishment by ordering others to do the same evil acts. 13) They think they can get away with their evil deeds by ordering others to do the same wrong things and get away with it. 14) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 15) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 16) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 17) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 18) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 19) They think they can get away with their evil deeds by ordering others to do the same evil things and get away with it. 20) They think they can get away
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,3) They have become too laid-back.
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',1) The user lacks permission to move the content.
36,36,EMAIL OF TRANSLATORS,Your names,3) A collective of translators pooling their expertise to create a comprehensive translation. OR
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,1
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","1) It is the love of worldly possessions that makes people appear proud, like a wealthy man, a son, a pile of gold, and a prized camel."
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",Definition: <define the Hindi sentence if no English sentence has the same meaning>
40,40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,<select the most relevant English sentence>
41,41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",A special contact person is required for any type of complaint or problem.
42,42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,"Explanation: <optional, brief explanation for the selection> Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ भी नहीं किया जा सकता है, which means nothing can be done. Best: 2) The die has been cast. Explanation: The die has been cast is an idiom that means a decision has been made and cannot be changed. It is a good match for the Hindi sentence कुछ"
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,<select the most relevant English sentence>
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,```
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,Definition: <definition of the Hindi sentence>
46,46,मैं नहीं जानता.,I don't know.,2) I am not aware of.
47,47,कोरियाई (_UHC),Korean (_UHC),1) A healthcare system that covers all medical needs
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,1) I'm very happy to hear what you have to say.
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","3) If you ask them who created the heavens and the earth, they will say, ""God."" Say, ""Do you think you can protect me from God's wrath if He were to punish me, or remove the punishment He has inflicted on me if He were to show mercy?"
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",Definition: <definition of the Hindi sentence>
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,Candidates:
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,Thanks for being on my mind.
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",some people believe that anything can be used to cover up the truth.
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,3) I've seen people making a mountain out of a molehill.
55,55,जोड़ें,Add,<select the most relevant English sentence>
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,Hand over the blog to international reporters and bloggers to keep it going.  #AI #HindiToEnglish #Translation #LinguisticResearch
57,57,अगला (_N),_Next,```
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,1) I'm at the NASA control room and I'm in charge of the entire operation.
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.","God is blessing people with examples, so that they may wake up."
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,1) The universe is a grand symphony where every note sings the praise of the divine.
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,4) It doesn't matter to me where he is.
62,62,री-लोड फ़ाइल,Reload current file,To restart the application.
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,Stage-1 output: <definition + candidates>
64,64,आगे बढ़ें,Proceed,Stage-1 output: <definition + candidates>
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,<select the most relevant English sentence>
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,3
67,67,घड़ीName,Clock,1) To roam around aimlessly in a public place.
68,68,डंपलिंग दल!,Dumpling Squad!,To become a fool or a simpleton.
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,","They will say they have faith in him, though it's impossible for them to reach him from such a distant place."
70,70,Yahoo! Japan,Yahoo! Japan,```python
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,Stage-1 output (definition + candidates):
72,72,विषय सूची (_C),_Contents,Stage-1:
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.","1) With his help, they can get him a job."
74,74,संलग्नक स्मारक,Attachment Reminder,3) The attachment provides extra details.
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,2) A person who will use a child to do their dirty work.
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",<select the most relevant English sentence>
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,2) There's no point in talking about it
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,2) I've been trying to learn as much as I can.  ### Step 4: Provide the final answer
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,1. <select the first candidate>
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,2) The past three years have witnessed a proliferation of new online communities.
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.",Stage-1 output: <definition and candidates>
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.","You're fashionably late, but you're still a heartthrob.  #HindiToEnglish #Translation #LinguisticResearch"
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,3
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,3) The battery is running out of power.
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,"3) I'm hoping to hear a deafening cheer, to mark the beginning of the Environmental Summit."
86,86,छवि (_I),_Image,1) A bird in the hand is worth two in the bush.
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,2) The image opens from a different software.
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",Stage-1: <the definition and the candidates>
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",1
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.","2) If Hassan Khan's security has been compromised, it's a major concern."
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",2) I want you to marry one of my two daughters to you on one condition: you will work for me for eight years and I will be grateful to you.
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,"2) As soon as I flipped through the book, everything came back to me."
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.","Hello, my name is Dick Hallorann."
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.","4) Don't use force, but instead use your insight to advise them, so they may be deterred by our warning."
95,95,भैरवा!,Bhairava!,```
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,3
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,1) The customer was put on hold for 15 minutes.
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,1) It's a blessing to have a daughter rather than a son.
99,99,जोड़ें (d),Add,Stage-1 output (definition + candidates):
100,100,मैं अपने बच्चे है.,L have your child.,3
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",3
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,"1) May your heart be filled with gratitude at all times, and may your spirit be lifted in the morning and evening."
103,103,2O लाख पाउंड.,2O million pounds.,Stage-1:
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'",1) <candidate sentence 1>
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,2) You don't have time to read books.
106,106,%s (%s),%s (%s),"1. When life gives you lemons, make lemonade."
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,2
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.","May God's peace and blessings be upon the Prophet and his companions, just as we do."
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.",1) I am torn between two options.
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...",3) The book's central theme
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",You are as good as dead.  ### Stage-1 output (definition + candidates) ### Hindi sentence: फिर तुम अवश्य मरनेवाले हो Definition: You are sure to die. Candidates: 1) You are a dead man walking. 2) You are a goner. 3) You are as good as dead. 4) You are a lost cause. 5) You are a dead duck. 6) You are a dead man. 7) You are a sure loser. 8) You are a lost soul. 9) You are a goner for sure. 10) You are a dead certainty. 11) You are a dead shot. 12) You are a dead certainty. 13) You are a dead ringer. 14) You are a dead giveaway. 15) You are a dead giveaway. 16) You are a dead giveaway. 17) You are a dead giveaway. 18) You are a dead giveaway. 19) You are a dead giveaway. 20) You are a dead giveaway. 21) You are a dead giveaway. 22) You are a dead giveaway. 23) You are a dead giveaway. 24) You are a dead giveaway. 25) You are a dead giveaway. 26) You are a dead giveaway. 27) You are a dead giveaway. 28) You are a dead giveaway. 29) You are a dead giveaway. 30) You are a dead giveaway. 31) You are a dead giveaway. 32) You are a dead giveaway. 33) You are a dead giveaway. 34) You are a dead giveaway. 35) You are a dead giveaway. 36) You are a dead giveaway. 37) You are a dead giveaway. 38) You are a dead giveaway. 39) You are a dead giveaway. 40) You are a dead giveaway. 41) You are a dead giveaway. 42) You are a dead giveaway. 43) You are a dead giveaway. 44) You are a dead giveaway. 45) You are a dead giveaway. 46) You are a dead giveaway. 47) You are a dead giveaway. 48) You are a dead giveaway. 49) You are a dead giveaway. 50) You are a dead giveaway. 51) You
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],1) The man is speaking in his native language. OR
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,"1) As the seasons change, the warmth of summer fades away."
114,114,तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है,"Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?",1
115,115,"""धुन में उस दिन एक चोट आज के रूप में""","""In rhapsody that day As a whiplash today""",2
116,116,आरंभिक तारीख अवैध है.,Start date invalid.,I'm eagerly waiting for a break.
117,117,"विलियम लाँग ने गूगल और बायडू द्वारा निर्मित कुछ पैरोडी विडियो पोस्ट किये हैं जिनमें गूगल ने बायडू को ""हंड्रेड पॉयज़न"" यानि ज़हरीला पुकारा तो बायडू ने गूगल को विदेशी बाहरी कंपनी कह कर चिढ़ाया।","William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked google as a foreign / alien company (zh).",2) The two companies exchanged insults in a series of videos.  Answer: The best match for the Hindi sentence is 2) The two companies exchanged insults in a series of videos.
118,118,यह एक चूहा नहीं है!,It's not a rat!,It's not a rodent.
119,119,यूनिकोड (UTF-3_2 LE),Unicode (UTF-3_2 LE),2) The universal character set.
120,120,मैं आज सुबह तो पागल घर छोड़ दिया.,I left the apartment this morning so mad.,The final answer is: Best: 1) I was so fed up that I stormed out of the house. || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || || ||
121,121,"और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो","It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).",Definition: <definition of the Hindi sentence>
122,122,केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName,CSV Import Filter for KSpread,```python
123,123,और निश्चय ही वह स्वयं इसपर गवाह है!,To this he himself shall bear witness.,He's the best person to ask about this.
124,124,(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार,"Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.",2) A person who gives up on their work is not considered the master of their work.
