,Unnamed: 0,src,true_meaning,predicted
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",2
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,Definition: <one-sentence definition>
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',1) Unable to retrieve DN for user '%s'.
36,36,EMAIL OF TRANSLATORS,Your names,The translation is not up to the mark.
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,2
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.",2
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""","1) May the road rise up to meet you, and may the wind be always at your back."
40,40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,The well of ideas has run dry
41,41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",1
42,42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,Nothing can be done.
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,Stage-1 output: <list the candidates with their relevance score>
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,Definition: <one-sentence definition>
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,Books are a source of knowledge.
46,46,मैं नहीं जानता.,I don't know.,1)
47,47,कोरियाई (_UHC),Korean (_UHC),Definition: <one-sentence definition>
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,Definition: <provide the definition of the Hindi sentence>
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’","1) If you ask them who created the heavens and the earth, they will certainly say, ""Allah."
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",Candidates: <list the other two English sentences>
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,Definition: <define the Hindi sentence>
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,Alternatives: <list the other English sentences that could also work>
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",Perhaps everything is also a shroud for something.  ```python
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,2) I've seen people exaggerating the importance of something trivial.
55,55,जोड़ें,Add,To combine efforts
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,4) <optional fourth sentence>
57,57,अगला (_N),_Next,The other shoe will drop.
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,Stage-1: <Stage-1 output>
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.","Explanation: <optional, provide a brief explanation of your choice>"
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,1) The grand tapestry of existence is a testament to the divine.
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,"Wherever he is, it's the same to me."
62,62,री-लोड फ़ाइल,Reload current file,4) To re-launch a program after it has crashed.
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,"Stage-2 output (if required): <optional, provide a list of other good options>"
64,64,आगे बढ़ें,Proceed,Move forward
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,You can't turn back the clock.
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,<select the most relevant English sentence>
67,67,घड़ीName,Clock,2) When your time is up
68,68,डंपलिंग दल!,Dumpling Squad!,1
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,","4) They will say we have faith in him, but how can they possibly bring him to their place from such a distant location."
70,70,Yahoo! Japan,Yahoo! Japan,1) He was over the moon with joy when he won the lottery.
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,Stage-1 output (definition + candidates):
72,72,विषय सूची (_C),_Contents,1) Agenda
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.",Other: <list other candidates in order of relevance>
74,74,संलग्नक स्मारक,Attachment Reminder,<select the most relevant English sentence>
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,2
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",2
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,Candidates:
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,3
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,The program was not terminated due to a mistake.
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,"In the past three years, numerous new blogs and forums have emerged."
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.",Alternatives: <list the other two English sentences>
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.",You've developed into a fine young man.
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,1) I'm moving out.
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,3) The battery is running out of juice.
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,4) <optional fourth sentence> (if available)
86,86,छवि (_I),_Image,2
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,3) I have lost my love.
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.","2) Everyone is equal in the eyes of God, yet He is all-knowing and all-seeing."
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",3) This is a great tragedy.
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.",Note: The Hindi sentence is a common idiom in Hindi and is used to express that something is not beneficial or useful.
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",4) I'm willing to give you one of my daughters in marriage if you work for me for eight years.  (if available)  (Note: The above output is a sample. You can adjust it according to your understanding of the Hindi sentence.)
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,Stage-1: <definition + candidates>
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.",1) I used to play with my grandfather when I was a kid.
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.",Definition: <definition of the Hindi sentence>
95,95,भैरवा!,Bhairava!,Holy cow!
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,I have never been in a situation like this before.
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,2) Can you hold on for 15 minutes while I check with my manager?
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,3
99,99,जोड़ें (d),Add,Alternatives: <list the other relevant English sentences>
100,100,मैं अपने बच्चे है.,L have your child.,1) I'm a dad.
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",The door was opened for two unwanted people... and two more unwanted people walked in.
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,Note: The Hindi sentence is a quote from a famous Indian poet.
103,103,2O लाख पाउंड.,2O million pounds.,2. A sizeable sum of money.
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'",The Supreme Being is greater than what mortal minds can grasp.
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,1) I'm prepared for anything that comes my way.
106,106,%s (%s),%s (%s),1) It's done and dusted
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,"I've been waiting for you, sir, would you like a cup of tea?"
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.",Definition: <define the Hindi sentence>
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.",1) I'm stuck between a rock and a hard place.
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...","The events of that day.  | Confidence: 0.95 | Source: My research on translation of Hindi sentence ""16 दिसम्बर की कार्यवाही जिसमें एन. जी.""  | Justification: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore, the most suitable English sentence is ""The events of that day."" |  Explanation: The Hindi sentence is referring to the events that occurred on December 16, and the word ""कार्यवाही"" means ""action"" or ""events"". Therefore"
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",4) <optional fourth sentence>
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],"Alternatives: <list the other English sentences that are also relevant, but not the best>"
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,1
114,114,तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है,"Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?",1) They are so arrogant that they think they are the only ones who will be punished when the final reckoning comes.
115,115,"""धुन में उस दिन एक चोट आज के रूप में""","""In rhapsody that day As a whiplash today""",1
116,116,आरंभिक तारीख अवैध है.,Start date invalid.,I am not familiar with him.
117,117,"विलियम लाँग ने गूगल और बायडू द्वारा निर्मित कुछ पैरोडी विडियो पोस्ट किये हैं जिनमें गूगल ने बायडू को ""हंड्रेड पॉयज़न"" यानि ज़हरीला पुकारा तो बायडू ने गूगल को विदेशी बाहरी कंपनी कह कर चिढ़ाया।","William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked google as a foreign / alien company (zh).",One should not tolerate any form of discrimination.
118,118,यह एक चूहा नहीं है!,It's not a rat!,2) This is a vintage wine.
119,119,यूनिकोड (UTF-3_2 LE),Unicode (UTF-3_2 LE),3) I took a day trip with my grandfather.
120,120,मैं आज सुबह तो पागल घर छोड़ दिया.,I left the apartment this morning so mad.,3
121,121,"और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो","It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).",2) He has given you clothes to protect you from the heat and other garments that serve as a shield in your battles.
122,122,केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName,CSV Import Filter for KSpread,<select the most relevant English sentence>
123,123,और निश्चय ही वह स्वयं इसपर गवाह है!,To this he himself shall bear witness.,Stage-1 output: <provide the definition and candidates>
124,124,(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार,"Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.",4) <optional fourth sentence>
125,125,कैसे एक शेर में प्राप्त करता है बाथरूम?,How does a tiger get in the bathroom?,Stage-1 output: (definition + candidates)
126,126,“%s” गुण,“%s” Properties,A person's inherent quality or characteristic.  ```python
127,127,यह गुम्मट है.,Is a watchtower.,1) It's all a ruse.
128,128,काश वह मुझे एक बच्चा दिया होता.,If only he could have given me a child.,1) I told him that I need him.
129,129,"""ऐ मेरे बेटे! नमाज़ का आयोजन कर और भलाई का हुक्म दे और बुराई से रोक और जो मुसीबत भी तुझपर पड़े उसपर धैर्य से काम ले। निस्संदेह ये उन कामों में से है जो अनिवार्य और ढृढसंकल्प के काम है","My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.",Candidates:
130,130,/ अच्छा है. वह सिर्फ भूखा था.,"Shut up, Alan.",3
131,131,हमने फ्यूरर के लिए प्रतिज्ञा ली है.,We made our pledge to the Führer.,2
132,132,मसौदा सहेजें (_S),_Save Draft,1
133,133,आकार,Size,<select the most relevant English sentence>
134,134,सामान्य,General,The usual thing
135,135,हम हमारे तहखाने की तरफ जा रहे हैं.,We're on our way to the basement.,1) I'm off to play with my buddy.
136,136,भीड़ से सराबोर समारोह स्थल तथा देश भर से आए हुए अंतिम दौर के प्रतिभागी व इसमें रुचि रखने वाले चिट्ठाकार इस बात के गवाह हैं.,"The packed out venue last night attests to this, as does the fact that finalists and interested parties flew in from around the country to be there.",1) The event space was packed with people from all over the country who had come for the final round.
137,137,और आप खुद के बारे में उन्हें गर्व करते हैं क्योंकि वे तुम्हें माफ.,And they forgive you because you make them proud of themselves.,"Whatever will be, will be."
138,138,ये अंगूर इतने खट्टे हैं कि मुझसे खाए नहीं जा रहे।,These grapes are so sour that I can't eat them.,2
139,139,"- दो सूट ड्राई-क्लीन के लिए और जो-सो का एक बैग. - हां, महोदय.",Two suits for dry-clean and a bag of whatnot.,<select the most relevant English sentence>
140,140,तुम मेरे लिए रक्षा चलाने वाला आदमी है जो कर रहे हैं?,In that old rust bucket of yours?,You're the one who's got my back.
