,Unnamed: 0,src,true_meaning,predicted
10,10,我们想解释我们对决议草案A/C.5/54/L.69的投票。,We wanted to explain our vote on draft resolution A/C.5/54/L.69.,4) We intend to explain our vote on draft resolution A/C.5/54/L.69.
11,11,这种做法目前可能还可行，但我们需要考虑到这种形势，不一定改变做法，但至少要对之进行某些调整。,"The approach may be working at this time, but we have to take the situation into consideration, and not necessarily change the approach, but at least perhaps make some adjustments to it.","2) Although this approach may have some uncertainties, we still need to make progress."
12,12,继续全天候保护兰娜蒂 明天一早我们再谈,Maintain an around-the-clock watch on Ronnette. We'll speak in the morning.,1) Those who do not plan for the future will face problems in the present.
13,13,请各代表团将其代表姓名送交给筹备委员会秘书Vivian Pliner-Josephs女士（S-2950E室；电传：(212)963-5935）。,"Delegations are requested to submit the names of their representatives to the Secretary of the Preparatory Committee, Ms. Vivian Pliner-Josephs (room S-2950E; fax: (212) 963-5935).",3) Please submit your names to the secretariat for our records.
14,14,"1995年修订的1991年第19,070号法令。","Act No. 19,070 of 1991, amended in 1995.","3) The 1991 law was revised in 1995 as the 19,070th law."
15,15,在谈判和落实解决过去不满问题的公平、持久和可行的解决办法以及改善毛利人的社会和经济地位方面，它将在业已取得的重大进展的基础上继续做出努力；为实现这一目标，政府将争取显著改善毛利人的健康、就业、教育和住房状况，增加其经济和社会机会。,"It will continue the significant progress already made in negotiating and implementing fair, durable and affordable settlements of historical grievances and improving the social and economic status of Māori. In order to achieve this goal, the Government aims to extend economic and social opportunities by significantly improving the health, employment, education and housing status of Māori.",1) The government will continue to work on resolving past issues and improving the socio-economic status of the Chinese people. 4) <optional>
16,16,传播了关于规范框架以及环境规划和管理方面的五个程序工具和四个特定专题工具以及方案指南和培训手册。,"Five process tools and four topic-specific tools, together with programme guides and training manuals on normative framework and environmental planning and management, were disseminated.","2) A multifaceted strategy for promoting healthy lifestyles and environments, including information, education, and training, and policy and legal frameworks."
17,17,16. 在自动管理系统投入运行之后，行政当局将审查按季度发出催缴函的可能性。,"Following implementation of the automated system, the Administration will examine the possibility of issuing quarterly reminder letters.",11) The government will reassess the necessity of sending out quarterly payment reminders after the new system is operational.
18,18,从苏丹港到达尔富尔的路程大约1 400英里，目前装备平均需要7周时间才能运到。,"The movement of equipment by road from Port Sudan to Darfur, some 1,400 miles, currently takes an average of seven weeks.","3) The journey from Port Sudan to Darfur is approximately 1,400 kilometers, and it takes about 7 weeks to transport goods by equipment."
19,19,大多数人 相信FDA,Most people believe the FDA ...,1) The general public has faith in the medical establishment.
20,20,2001年基金会倡议举行“履行承诺”活动，并（于2002年5月）在联合国大会儿童问题特别会议上正式开展了这项活动，以提醒各国元首和首脑对世界儿童作出的新的承诺，并向在执行“适合儿童生长的世界”宣言和行动计划中成绩最为显著的元首和首脑颁奖。,WWSF launched in 2001 the Walk your Talk initiatives which were officially launched at the UN General Assembly Special Session on Children (May 2002) and which have as their aim to: 1) regularly remind Heads of State and government of their new promises made to the children of the world and; 2) to award at a later stage those Heads of State and government who accomplish the most significant results in implementing “A world fit for children” declaration and Plan of Action,7) The initiative was launched in 2001 and formally implemented in 2002 at the UN to remind heads of state and government of their new commitments to the world's children.
21,21,目的是协助政策制定者和其他人员制定充分尊重人权的反恐怖主义的战略远景。,Its aim is to assist policy makers and others in developing a vision of counter-terrorism strategies that are fully respectful of human rights.,2) The government and other stakeholders should strive to create a level playing field for everyone.
22,22,新版本以广泛的政治共识为基础，对宪法的文字和实质都进行了修正和更新，旨在全面反映成文和不成文的宪法法律并突出表述国家的特征。,"Based on a broad political consensus, the new version amended the wording and updated the substance of the Constitution, with the aims of furnishing a complete picture of written and unwritten constitutional law and highlighting the characteristic elements of the State.",2) China's economic growth is heavily reliant on foreign capital and international trade.
23,23,这是需要更多国际援助的一个领域。,This is an area that requires greater international assistance.,2) There are thousands of people here.
24,24,23. 国际人权联盟联合会（人权联会）、人权监察站、国际法学家委员会和国际妇女权利行动观察-亚洲/太平洋（妇女权利观察-亚太）的代表向委员会间会议提出关于加强人权条约机构系统的看法，人权联会、人权检查站和国际法学家委员会并就此事提出一份联合文件，这份文件也得到其它非政府组织的支持。,"Representatives of the International Federation of Human Rights Leagues (FIDH), Human Rights Watch (HRW), the International Commission of Jurists (ICJ) and International Women's Rights Action Watch-Asia Pacific (IWRAW-AP) presented their views to the inter-committee meeting with regard to the strengthening of the human rights treaty body system, with FIDH, HRW and ICJ providing a joint paper on the matter that was also supported by other NGOs.",1)
25,25,17 《维尔京群岛每日新闻》，2005年1月7日。,"17 The Virgin Islands Daily News, 7 January 2005.","3) The Virgin Islands Daily News, January 7, 2005."
26,26,in just the right light.,in just the right light.,In the right light.
27,27,我也是人类啊 赛巴斯酱,"I am human, Sebastian!",Definition: <the definition of the Chinese sentence>
28,28,但你還是不能開我的車,You still can't drive my car.,1) You're not allowed to drive my vehicle.
29,29,另一个规划干事（P-3）将重点关注执行情况跟踪和评价，包括关于成果预算编制框架的执行情况报告、合并关于特派团执行计划的定期报告以及关于特派团里程碑、基准和逐渐缩编时间表。,"The second Planning Officer (P-3) would focus on implementation tracking and evaluation, including performance reporting on the results-based-budgeting frameworks, consolidation of periodic reports on the mission implementation plan and on milestones, benchmarks and timelines for the gradual drawdown of the Mission.","The Chinese government will continue to focus on promoting sustainable development goals in this context, including reducing carbon emissions, protecting biodiversity, promoting sustainable agriculture, and sustainable water resource management."
30,30,牙买加医学理事会（MCJ）建议，目前关于堕胎的政策声明应该促进修订现行立法，以便减少或防止因为不安全堕胎而导致产妇死亡或致残。,The Medical Council of Jamaica (MCJ) has proposed that the present policy statement on abortion should facilitate the amendment of current legislation in order to reduce or prevent maternal deaths and disability linked to unsafe abortions.,The Medical Council of Jamaica recommends that current policy statements on abortion should promote the revision of existing legislation to reduce or prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe abortions. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists suggests that current laws on abortion should be revised to prevent maternal deaths and injuries resulting from unsafe procedures. 4) The American College of Obstetricians and Gynecologists recommends that current laws on abortion should be revised to prevent maternal deaths
31,31,我载你,I'll take you to Spain.,Stage-1 output (definition + candidates):
32,32,调查以色列侵害占领区巴勒斯坦人民和其他阿拉伯人人权的行为特别委员会的平衡的报告（A/63/273）列举了多项以色列违反《公民及政治权利国际公约》的行为，特别是侵犯当地人民的言论自由权、集会自由权、身心健康权等的行为。,"The balanced report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories (A/63/273) had identified numerous Israeli violations of the International Covenant on Civil and Political Rights, particularly the rights to freedom of expression and assembly and the right to mental and physical health.",3) The report documents multiple instances of Israel's infringement of the International Covenant on Civil and Political Rights.
33,33,B．生命权、人身自由、安全权和人身致残,"The right to life, liberty, security and physical integrity",2
34,34,与其说是喜欢 不想在我这一代结束,"It's not about preferences, this new generation is so different.",I'd rather die than surrender.
35,35,35. 自2004年4月以来，丹麦包机一直从欧洲飞抵圣克罗伊。,"Since April 2004, Danish charter flights from Europe have been arriving in St. Croix.","Since 2004, a Danish charter flight has been flying from Europe"
36,36,遛狗，有问题吗?,I'm taking the dog for a walk. What's the problem?,4) <optional more sentences>
37,37,那是你的螺旋槳 你還能贏得比賽,"Wait, that's your propeller. You could still win the race.",4) <optional>
38,38,将根据这一请求印发一份会议室文件，载列实施计划并提供自协定签署以来的最新情况。,"In compliance with that request, a conference room paper will be issued containing the implementation plan and providing updated information on developments since the signing of the agreement.",4) A report detailing the implementation plan and the latest developments since the agreement was signed will be issued in response to this request.
39,39,无论是什么挑衅导致了齐达内的行为（可能是种族言论），他的暴力行为被全世界所看到，玷污了他的形象。这一难过的矛盾是，尽管世界都在了解和敬仰他作为一个人的传奇般的善良，现在，它将由于一次侵犯行为而令人永志难忘。,"Whatever the provocation that led to Zidane’s behavior (probably a racial comment), his violent act, seen around the world, has tarnished his image. The sad paradox is that while the world had been learning of and celebrating his legendary kindness as a person, he will now be distinguished for all time by an act of aggression.",3) They resided in a rural area with poor living conditions and limited access to healthcare.
40,40,最后，我们不能使依法渴望自决的人失望。,"Lastly, we cannot disappoint those who aspire to self-determination if they have the law on their side.",2) People don't usually get discouraged when they lose their jobs.
41,41,已登记的伙伴关系正在拟订的管理工具包括最佳做法汇编、案例研究和持续承受能力指标的制定。,"Management tools being developed by the registered partnerships included compilations of best practices, case studies and development of sustainability indicators.",3
42,42,特别委员会决定接受这些请求。,The Special Committee decided to accede to those requests.,3
43,43,由于几个原因，风险资本更合适。 第一，风险资本资金提供的是灵活的长期产权资本，它是根据每个企业的独特需要确定的。,"Venture capital is more appropriate for several reasons. First, venture capital funds provide flexible, long-term equity capital which is customized according to the unique needs of each enterprise.","3) In many cultures, children are allowed to be loud and expressive, even in crowded public spaces"
44,44,这些地区仍然处在人道主义紧急状态之中。,These areas continue to be in a state of humanitarian emergency.,1) The game results have been released.
45,45,5. 秘书处对索赔作了初步评估，以确定是否符合理事会在《规则》第14条中规定的格式要求。,The secretariat made a preliminary assessment of the claims in order to determine whether each claim met the formal requirements established by the Governing Council in article 14 of the Rules.,Definition: <definition of the Chinese sentence>
46,46,3. 委员会第六届常会所作决定的执行和进展情况,Implementation of and progress made on decisions taken at the sixth regular session of the Commission,The committee's decisions are being executed and progressing smoothly.
47,47,其理由完全可能是，随着市场规模扩大，规模经济和协调经济使得生产制成品所需的中间部件和工序能够分离出来并委托给专业生产商。,"The explanation may well be that, as the extent of the market increases, economies of scale and of coordination allow the intermediate parts and processes required in the production of manufactured goods to be separated and entrusted to specialized producers.",2
48,48,让伴侣引导你的手 去刺激她最喜欢的地方是很有效的,(Man) It helps if you let your lover show you by guiding your hand how best she likes to be stimulated.,"1) The family is having a meal together, with the kids playing at their feet and the parents enjoying the moment."
49,49,无论它们是以单方面、双边或多边形式采取的措施，它们都有助于创造一种有利于信心和信任的气候。,"They can contribute to creating a climate conducive to trust and confidence, whether they are taken unilaterally, bilaterally or multilaterally.",1) He's a sycophant who will do anything to get ahead.
50,50,该委员会从提高妇女地位部获得的预算很少，但收到了世界银行、联合国儿童基金会和其他机构提供的资金。,"Its budget allocation from the Ministry was small, but it also received funding from the World Bank, the United Nations Children's Fund (UNICEF), and other bodies.","The committee received a small budget from the Department of Women's Status, but it received substantial funding from the World Bank, UNICEF, and other organizations.  # Output the best English sentence that matches the definition of the Chinese sentence.  # The best English sentence is the one that most closely matches the definition of the Chinese sentence.  # In this case, the best English sentence is the one that uses the word ""small"" to describe the budget and ""substantial"" to describe the funding.  # This sentence is the most similar to the definition provided.  # Therefore, the output should be the sentence that matches the definition.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the output should be this sentence.  # The output should be the sentence that uses the words ""small"" and ""substantial"".  # This is the sentence that most closely matches the definition of the Chinese sentence.  # Therefore, the"
51,51,8.1 人权事务委员会根据当事各方依《任择议定书》第五条第1款规定提交的一切现有资料审议了来文。,"8.1 The Committee has considered this communication in the light of all the information made available to it by the parties, as required by article 5, paragraph 1, of the Optional Protocol.",The committee reviewed all the available information submitted by the parties in accordance with the relevant rules.
52,52,41．在一个像联合国这样规模的组织中，监督是改进管理、防止欺诈和评估方案执行情况的一个重要手段。,"In an organization the size of the United Nations, oversight was a crucial tool for improving management, preventing fraud and evaluating programme delivery.",2) Effective supervision is vital for preventing corruption and ensuring the successful implementation of projects.  (选项2是最合适的)
53,53,"若她意愿,还可安排见面...","And then if she's into it, we can have like... a meeting.","1) If you're interested, we can set up a meeting.  ### Chinese to English translation"
54,54,嗨，服務員，再來兩杯,"Hey, sir! Two more please!",Stage-1 output: <definition and candidates>
55,55,56. 谅解备忘录和服务级协议有一大好处：既可巩固供应者组织之间的合作，又可使之更具可预测性。,An important benefit of memorandums of understanding and service level agreements is that they can consolidate and make cooperation with supplier organizations more predictable.,3) This contract will not only foster cooperation among our suppliers but also provide a clear roadmap for our future interactions.
56,56,土著人民人权和基本自由情况特别报告员自从编写并向人权委员会提交了首次年度报告以来，正式访问了危地马拉(2002年9月)和菲律宾(2002年12月)，考察了土著的人权状况。,"Since the preparation of his first annual report to the Commission on Human Rights, the Special Rapporteur on the situation of human rights and fundamental freedoms of indigenous people has carried out two official country missions to Guatemala (September 2002) and the Philippines (December 2002) to observe the human rights situation of indigenous peoples.",1) The Special Rapporteur on the rights of indigenous peoples has conducted an official visit to Guatemala and the Philippines.
57,57,39. 在同一天举行的第61次会议上，美利坚合众国代表口头提议修正决定草案，在原第3段后面新增加一段，并修改第9段。,"At the 61st meeting, on the same day, the representative of the United States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9.","1) The proposal to amend the draft decision was made orally at the 61st meeting, with a new paragraph to be added after the original third paragraph and the ninth paragraph to be modified."
58,58,1964. 调查团认为，在当前形势下，几乎不可能通过以色列更不用说加沙的内部机构追究严重违反国际人道主义法和人权法的责任。,"The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza.",1
59,59,-以后再说。,- Talk to you guys later.,Definition: <define the Chinese sentence>
60,60,85. 新总理的任命可以为海地提供一个向前迈进的新机会。,"Within Haiti, the appointment of a new Prime Minister could offer a fresh opportunity to move forward.",<select the most relevant English sentence>
61,61,的确，在国家进入城市化和教育普及的快速发展时代之后，大家庭也在向小家庭转变。,"Indeed, there has been a transformation from the extended family to the nuclear family in the wake of the country's entry into a phase of rapid urbanization and the spread of education.","1) In the era of rapid urbanization and increased access to education, the traditional family structure is undergoing a significant shift."
62,62,化管大会同意成立一个全权证书事项委员会来审查与会代表的全权证书。,The Conference agreed to establish a credentials committee to examine the credentials of Conference representatives.,4) <optional> Other candidates: <candidates>
63,63,你干的很好，卡米拉,"Good work, Carmela.",Definition: <brief English definition>
64,64,同时成功实施了内部和外部改革，导致司法活动明显增加，一个相当重要的原因是新增九名审案法庭。,"Both internal and external reforms have been successfully implemented, leading to a remarkable increase in its judicial activity, thanks not in the least to the additional nine ad litem judges.",2
65,65,琌ぃ琌gay闽иぐ或ㄆ摆,It's none of my business if he's gay or not,4) <optional>
66,66,在300多万索马里人急需援助的情况下，提供人道主义援助应当继续作为整个国际社会的优先事项。,"In a situation in which more than 3 million Somalis are in dire need of assistance, humanitarian access should continue to be a priority for the international community as a whole.",```python
67,67,12 同上，第一节；又见A/Conf.164/37。,"12 Ibid., sect. I; see also A/CONF.164/37.",Definition: <definition of the Chinese sentence>
68,68,我们欢迎指定迈克·史密斯大使为新任执行主任，他将担负重大责任，处理反恐怖主义委员会执行局（反恐执行局）任务规定中的许多工作。,"We hail the designation of the new Executive Director, Ambassador Mike Smith, who will bear the huge responsibility deriving from the many tasks of the Counter-Terrorism Committee Executive Directorate (CTED) mandate.","3) Michael Smith has been appointed as the new executive director, who will assume significant responsibilities, including handling various counterterrorism tasks."
69,69,女孩举报了性骚扰或强奸事件。,Girls reported sexual harassment or incidents of rape.,She reported the incident to the authorities.
70,70,奎恩先生，哟呵,"Mr. Quinn, yoo-hoo.",```python
71,71,第三世界研究所,Third World Institute,The Records of the Three Kingdoms.
72,72,将在外地特派团后勤系统数据库里必不可少的数据从持有生产数据的中心服务机下载进数据仓库。,The requisite data in the field mission logistics system databases is downloaded into a data warehouse from the hub-servers containing the production data.,<select the most relevant English sentence>
73,73,受害者的大多数是无辜和手无寸铁的妇女与儿童。,The majority of victims have been innocent and defenceless women and children.,The majority of casualties are innocent women and children.
74,74,c) 难民署+伙伴捐款-,Posts funded under the Regular Budget are presented in Table II.8.,1) The refugees received aid from the international community.  # D.1
75,75,26. 长期存在的问题和目前计划期间查明的日后挑战将继续存在并在今后四年期间与联合国有关。,The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.,3
76,76,集团欢迎原子能机构努力协助那些在自愿的基础上主动采取步骤尽量减少民用核设施高浓缩铀用量的国家。,"The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications.",4) <optional>
77,77,- 我想我只是在做梦而已吧！,Unbelievable!,```
78,78,你丈夫说的... 要是哥伦布没发现美洲，我们现在就都是印第安人了,"And what your husband said... if Columbus had done it, we'd all be Indians.","1) If the Portuguese had not discovered Brazil, we would all be speaking Portuguese."
79,79,5. 宣传有关基金的情况,Dissemination of information about the Fund,<select the most relevant English sentence>
80,80,安理会还通过了第1402（2002）号决议，要求立即停止暴力，并要求实行有意义的停火，以及以色列军队撤出巴勒斯坦城镇。,"The Council has also adopted resolution 1402 (2002), demanding the immediate cessation of violence and calling for the implementation of a meaningful ceasefire and the withdrawal of Israeli troops from Palestinian cities.",The UN Security Council passed a resolution calling for an immediate end to the violence and a meaningful ceasefire.
81,81,这些网络主要利用家庭调查数据。,The networks use primarily household survey data.,<select the most relevant English sentence>
82,82,我们用光环来绑架大脑的杏仁体,How about we scare the shit out of them?,We hypnotize the brain's almond-shaped structure. We mesmerize the brain's almond-shaped region. We use a spell to hypnotize the brain's almond-shaped part. We cast a spell on the brain's almond-shaped structure.
83,83,6. 关于2008-2012年哈萨克斯坦自愿数量承诺的信息。,Information on voluntary quantitative commitments for Kazakhstan for the period of 2008-2012.,2) Information on Kazakhstan's voluntary undertakings from 2008 to 2012.
84,84,4. 关于民间组织的作用，据认为与贸发会议发生相互作用具有极大的价值，要求在贸发会议工作中更多地让民间组织参与，特别是在实质性的讨论中。,"With regard to the role of civil society, interaction with UNCTAD was considered of great value, and deeper involvement in its work was requested, particularly in substantive discussions.",7) The effectiveness of UNCTAD depends on the active participation of non-governmental organizations.
85,85,二、选定指标衡量方法述评 6,It provides an overview of the selected core social and economic indicators and then details the methodology for compiling and reporting these indicators.,3
86,86,"- 什么有""E",- Is what with an...,Stage-1 output (definition + candidates):
87,87,参议院怎能接纳 一位毫无经验的成员... 一位不能自欺欺人... 没能力指导他人的成员？,"What would the Senate do with me, an inexperienced legislator who lacks self-deception, which is essential when seeking to guide others?",A person may only have one chance in a lifetime to change their fate.
88,88,关于科索沃特派团，欧洲人权法院指出，该特派团是“按照《宪章》第七章成立的一个联合国附属机构，因此，被质疑的不行为按同样含义在原则上`可归于'联合国”。,"With regard to UNMIK, the Court stated that it was “a subsidiary organ of the UN created under Chapter VII of the Charter so that the impugned inaction was, in principle, `attributable' to the UN in the same sense”.","4) We should make the people happy, not disappoint them. 4)"
89,89,评估采用的方法包括：案头审查；考察项目点；重点小组讨论；与儿童、教师及其他关键知情者进行面谈。,"Evaluation methodologies included desk reviews; observations at project sites; focus group discussions; and interviews with children, teachers and other key informants.",<select the most relevant English sentence>
90,90,有了共同的费用结构以后，港口用户在本区域所有港口碰到的计费手续将是同样的或至少是类似的，这对于在几家港口作停靠的航运公司特别有用。,"With a common tariff structure, port users will experience common or at least similar billing procedures from all ports within the region, which may be particularly useful for shipping lines calling at several ports.",1) The cost structure of a port can differ from one port to another.
91,91,非政治性和非宗教的本组织在北美、加勒比、南美、欧洲国家以及澳大利亚等23个国家开展活动。,"The non-political and non-religious organization has activities in 23 countries in North America, the Caribbean, South America, Europe and Australia.",Stage-1 output (definition + candidates):
92,92,"几乎所有做出答复的国家都认为,中期战略计划的设计方式有助于使人们更清楚地看到儿童基金会在支持各国发展方面的作用以及相对其它伙伴而言发挥的作用。",Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.,4) China's economic reform and opening-up is a large-scale social experiment.
93,93,例如，没有一个可以探讨关于国际组织责任的实质性规则的机构论坛。,"For example, there was no institutional forum at which substantive rules on the responsibility of international organizations could be addressed.",No international forum exists to delve into the fundamental principles of international organizations' liability.
94,94,自由化可以安全而按步就班地随着国内金融系统能力的增加来逐步进行，并且必须没有严重的宏观经济失衡的情况，金融机构有充裕的资金，并且具备有效的周密监督制度。,"Liberalization can safely proceed only gradually in pace with the capacity of the domestic financial system and when there is no serious macroeconomic disequilibrium, financial institutions are solvent, and an effective system of prudential supervision is in place.",4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated. 4) The financial sector can be liberalized gradually as the domestic financial system becomes more sophisticated
95,95,因此，可能需有更合适的管制手段，充分确认宏观经济周期与金融机构承担风险之间的密切关联。,"Here, there may be a need for more appropriate regulatory instruments that fully recognize the close connection between macroeconomic cycles and risk-taking by financial institutions.",A more robust regulatory framework is required to address the complex relationship between the macroeconomic cycle and financial institutions' risk-taking.
96,96,表 A3.1.1 物理危险的危险说明代码,Table A3.1.1 Hazard statement codes for physical hazards,Warning: biohazardous materials are present.
97,97,- 我们今晚呆在这.,-We stay here tonight.,4) We'll be staying over tonight.
98,98,他特别提请注意序言部分第二、三、四、六和九段以及执行部分第2、3、4、9和10段。,"He drew particular attention to the second, third, fourth, sixth and ninth preambular paragraphs, and to paragraphs 2, 3, 4, 9 and 10.",4) <optional>
99,99,（a）项规定涉及到违反双边关系中的某项义务，例如某一双边条约或建立一系列双边关系的某项多边条约所规定的义务。,"Subparagraph (a) concerned the breach of an obligation in a bilateral relationship, for example under a bilateral treaty or a multilateral treaty creating a bundle of bilateral relations.",2) The regulation covers any violation of a bilateral treaty.
100,100,“声援日是悼念日，是悲痛日。,“This Day of Solidarity is a day of mourning and a day of grief.,2)
101,101,-尝起来像什么,Red pepper.,It has a familiar flavor.
