,Unnamed: 0,src,true_meaning,predicted
21,21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,2) I'm not going to have a sip of this.
22,22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,"1) Those who claim that the Prophet lied about God would have been made to bear witness to it if it were true, and God is well aware of the secrets of the faithful.  (Note: This is the best match for the Hindi sentence. The other options are not as accurate or natural-sounding.)"
23,23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?","Definition: <one-sentence definition>, Candidates: 1) <english sentence>, 2) <english sentence>, 3) <english sentence>, 4) <optional fourth sentence>"
24,24,- यहाँ नहीं नहीं!,- No. Not here!,2) Nowhere in sight.
25,25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",One should be able to express themselves openly.
26,26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,Stage-1: <definition + candidates>
27,27,MURPH:,MURPH:,Definition: <definition of the Hindi sentence>
28,28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,Some people like things for no reason at all.
29,29,गाढ़ा,Bold,The sentence is selected because:
30,30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,1
31,31,कॉन्फ़िगर संकुल,Configure external packages,"A set of configurations.  (This is the most relevant English sentence that matches the definition of the Hindi sentence.)  Explanation: The Hindi word कॉन्फ़िगर संकुल is a compound word, where कॉन्फ़िगर (configurator) and संकुल (collection) are combined to form a new word. The word कॉन्फ़िगर refers to a set of settings or configurations, and the word संकुल means a collection or bundle. Therefore, the most relevant English sentence that matches the definition of the Hindi sentence is ""A set of configurations.""  This sentence accurately conveys the meaning of the Hindi word कॉन्फ़िगर संकुल, which refers to a collection of settings or configurations.  The other options, such as ""A set of options"" or ""A bundle of settings"", do not accurately capture the meaning of the Hindi word.  Therefore, the best English sentence that matches the definition of the Hindi sentence is ""A set of configurations.""  This sentence is the most relevant and accurate translation of the Hindi word कॉन्फ़िगर संकुल.  It accurately conveys the meaning of the word, which refers to a collection of settings or configurations.  The other options do not accurately capture the meaning of the word, and therefore are not the best translation.  The best English sentence that matches the definition of the Hindi sentence is ""A set of configurations.""  This sentence is the most relevant and accurate translation of the Hindi word कॉन्फ़िगर संकुल.  It accurately conveys the meaning of the word, which refers to a collection of settings or configurations.  The other options do not accurately capture the meaning of the word, and therefore are not the best translation.  The best English sentence that matches the definition of the Hindi sentence is ""A set of configurations.""  This sentence is the most relevant and accurate translation of the Hindi word कॉन्फ़िगर संकुल.  It accurately conveys the meaning of the word, which refers to a collection of settings or configurations.  The other options do not accurately capture the meaning of the word, and therefore are not the best translation.  The best English sentence that matches the definition of the Hindi sentence is ""A set of configurations.""  This sentence is the most relevant and accurate translation of the Hindi word कॉन्फ़िगर संकुल.  It accurately conveys the meaning of the word, which refers to a collection of settings or configurations.  The"
32,32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.",3) The chief secretary said that the state has suffered a lot of damage to business and industry due to corona and now the government has to work to promote these sectors.
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",2) We will treat those who have done wrong equally to those who have been faithful and have done good deeds.
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,It's a second chance at life.
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',Unable to fetch user '%s' from the database.
36,36,EMAIL OF TRANSLATORS,Your names,1) A team of translators collaborating on a single project.
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,A page enthusiast.
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.",5) The love for material wealth often overshadows the love for human relationships.
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",4) May God be with you and bless you.
40,40,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,1) The blank page stares back at the writer.
41,41,एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।,"An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.",1) A commoner has penned an article about the traditional Bengali New Year's celebrations in Bangladesh.
42,42,कुछ भी नहीं किया जा सकता है?,Can nothing be done? !,It's too late now.
43,43,- तुमने उसे एक साइकिल पंप से मारा?,- You hit him with a bicycle pump?,1
44,44,मुझे लगता है वे मुझे से दूर ले चिंतित है.,I worried they take you away from me.,3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 2) I feel they are taking me away from my comfort zone. 2) I feel they are taking me away from my comfort zone. 3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 2) I feel they are taking me away from my comfort zone. 1) I feel they are pulling me away from my roots. 3) I feel they are distancing me from my true self. 2) I feel they are taking me away from my comfort zone. 3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 2) I feel they are taking me away from my comfort zone. 1) I feel they are pulling me away from my roots. 1) I feel they are pulling me away from my roots. 3) I feel they are distancing me from my true self. 2) I feel they are taking me away from my comfort zone. 3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 3) I feel they are distancing me from my true self. 2) I feel they are taking me away from my comfort zone. 3) I feel they are distancing me from my true self. 2) I feel they are taking me away from my comfort zone. 1) I feel they are pulling me away from my roots. 2) I feel they are taking me away from my comfort zone. 1) I feel they are pulling me away from my roots. 2) I feel they are taking me away from my comfort zone. 3) I feel they are distancing me from my true self. 1) I feel they are pulling me away from my roots. 3) I feel they are distancing me from my true self. 2) I feel they are taking me away from
45,45,छल्लेदार स्प्रिंग घिस जाएगी।,Y-you're gonna wear out the spring coil.,1) The spring has been overused and is now worn out.
46,46,मैं नहीं जानता.,I don't know.,1) Whatever happens is for the best.
47,47,कोरियाई (_UHC),Korean (_UHC),"Alternatives: <list the other English sentences that are also relevant, but not the best>"
48,48,"नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?",No. You know what I'm gonna do for you?,You should know what I'm doing for you. 4) You should know what I'm doing for you.
49,49,"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।""","If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’",1) Whatever happens is by God's will.
50,50,"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है","So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great.",```python
51,51,दृश्य में क्षेत्र दिखायें (_n),Show field i_n View,That's not the main point.
52,52,"शुक्रिया, मेरे खयाल से।",Thanks. I think.,"You're welcome, it was my pleasure."
53,53,"शायद यह भी कफन ही, सब कुछ.","Maybe the even the shroud itself, everything.",2
54,54,मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...,I've seen pushing carts around army camps making grand claims about jars full of pig shit...,3
55,55,जोड़ें,Add,To merge two things.
56,56,अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।,As an example I have handed over my blog posting rights to a free speech,The responsibility has been handed over to the new team.  # Stage-1: The responsibility has been handed over to the new team.  # Stage-2: The responsibility has been handed over to the new team.  # Stage-3: The responsibility has been handed over to the new team.  # Stage-4: The responsibility has been handed over to the new team.  # Stage-5: The responsibility has been handed over to the new team.  # Stage-6: The responsibility has been handed over to the new team.  # Stage-7: The responsibility has been handed over to the new team.  # Stage-8: The responsibility has been handed over to the new team.  # Stage-9: The responsibility has been handed over to the new team.  # Stage-10: The responsibility has been handed over to the new team.  # Stage-11: The responsibility has been handed over to the new team.  # Stage-12: The responsibility has been handed over to the new team.  # Stage-13: The responsibility has been handed over to the new team.  # Stage-14: The responsibility has been handed over to the new team.  # Stage-15: The responsibility has been handed over to the new team.  # Stage-16: The responsibility has been handed over to the new team.  # Stage-17: The responsibility has been handed over to the new team.  # Stage-18: The responsibility has been handed over to the new team.  # Stage-19: The responsibility has been handed over to the new team.  # Stage-20: The responsibility has been handed over to the new team.  # Stage-21: The responsibility has
57,57,अगला (_N),_Next,"Note: The word ""meaning"" is used as a translation of the Hindi word ""जीवन का उद्देश्य"" which is a noun phrase meaning ""the purpose or goal of life""."
58,58,आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.,You are in Cape Canaveral and you are Head of Mission Control.,4) I'm at the launch site and I'm the mission control lead.
59,59,"अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों","It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.",2) God gives you the fruits of your labor.
60,60,जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है,All that is in the heavens and the earth glorify God. He is Majestic and All-wise.,1) The entire creation is a hymn to the divine.  ```python
61,61,- यह कोई फर्क नहीं पड़ता है जहाँ वह है।,- It does not matter where she is.,The greatest knowledge is to live for reading books.
62,62,री-लोड फ़ाइल,Reload current file,Stage-1 output (definition + candidates):
63,63,अज्ञान में ही नहीं है ... मासूमियत के रूप में।,Ignorance is not the same... as innocence.,<select the most relevant English sentence>
64,64,आगे बढ़ें,Proceed,Take the next step.
65,65,निश्चय ही तुम्हारे रब ही की ओर पलटना है,But to your Lord is the return.,"(If you can't find three similar English sentences, provide the number of similar sentences you could find)"
66,66,- अगर आप अभी तक फुटबॉल दायर की थी?,- Did you file the football yet?,Stage-1: <definition + candidates>
67,67,घड़ीName,Clock,2) A time when one has to face the consequences of their actions.
68,68,डंपलिंग दल!,Dumpling Squad!,A crew of people who are assigned to do the grunt work.
69,69,"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें","And say: We (now) believe therein. But how can they reach (faith) from afar off,",1
70,70,Yahoo! Japan,Yahoo! Japan,Definition: <define the Hindi sentence>
71,71,नेट के सम्मेलन ब्लॉग ने रपट दी:,SciDev.Net's conference blog reports that:,What's the point of playing alone?
72,72,विषय सूची (_C),_Contents,Definition: <definition of the Hindi sentence>
73,73,"उस के साथ, वे काम पर उसे डाल सकता है.","WITH THAT, THEY COULD PUT HIM AT THE JOB.",<select the most relevant English sentence>
74,74,संलग्नक स्मारक,Attachment Reminder,1
75,75,आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.,What rifles? You got a Chink with a sword and a buncha juggling idiots.,"1) After reading your books, I thought you were a sly fox."
76,76,(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा,"He will send down abundant rain from the sky for you,",```python
77,77,डिस्क में लिखने के लिए कोई गीत नहीं है,There are no songs to write to disc,Cut your coat according to your cloth.
78,78,मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.,I've tried thinking and reading about all sorts of different things.,2) I've been studying a wide range of subjects for a long time.
79,79,एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s,The event could not be deleted due to an error: %s,Please go ahead and provide the translation.
80,80,पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.,The past three have seen hundreds of new blogs and forums.,<select the most relevant English sentence>
81,81,"दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.","The door was open, and he saw this crazy woman in the bathtub.",Definition: <define the Hindi sentence in English>
82,82,"तुम देर से, सुंदर लड़के हैं.","You're late, pretty boy.",OR
83,83,और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.,And I don't want to work with you.,1
84,84,बैटरी चेतावनी स्तर पर हैComment,Battery at warning level,3) The battery is running out of power.
85,85,"मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए",Let me hear a massive cheer for getting Climate Camp 2009 started!,Stage-1 output (definition + candidates):
86,86,छवि (_I),_Image,Explanation: <provide a brief explanation of why this sentence is the best match>
87,87,चयनित छवि भिन्न अनुप्रयोग से खोलें,Open the selected image with a different application,Open the image in a new window.
88,88,तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है,"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.","1) What will be will be, and what has been will be."
89,89,"और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,","""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",1) I fear the day when I will have to beg for your mercy!
90,90,अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।,"If Hasan Khan's security has been compromised, then it is a very serious matter.","1) If the security of a key figure has been compromised, it's a major concern."
91,91,(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे,"He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.",3
92,92,तुम्हारे रंग लग गया है.,You got paint on you.,You've lost your sparkle.
93,93,"नमस्ते, मेरा नाम डिक हैलोरन है.","Hello, my name is Dick Hallorann.",4) <english sentence> (optional)
94,94,"हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे","We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.",<select the most relevant English sentence> OR
95,95,भैरवा!,Bhairava!,1) You're on thin ice
96,96,यदि मेरे पिता अब मुझे देख सकता था...,If my dad could see me now...,If only my father were here to see me
97,97,15मिनटमेंTet केऑफ़लाइन,Tet's offline in 15 minutes.,Stage-1 output (definition + candidates): <define the Hindi sentence and provide the English sentence candidates>
98,98,..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।,..that we're going to be blessed with a girl instead of useless boys.,1) <sentence 1>
99,99,जोड़ें (d),Add,Alternatives: <list the other English sentences that are also relevant>
100,100,मैं अपने बच्चे है.,L have your child.,I am a parent.
101,101,दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।,"Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.",<select the most relevant English sentence>
102,102,और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -,And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].,1) Thank you for your help.
103,103,2O लाख पाउंड.,2O million pounds.,1) A sum of two hundred thousand dollars.
104,104,"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।""","Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'",Other: <list the other relevant English sentences>
105,105,- तुम्हें अकेले रहना चाहिए!,- You need a time-out!,<select the most relevant English sentence>
106,106,%s (%s),%s (%s),```
107,107,मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?,I have been expecting you Captain. Perhaps you would like some tea.,```
108,108,इसमें भी शक नहीं कि खुदा और उसके फरिश्ते पैग़म्बर (और उनकी आल) पर दुरूद भेजते हैं तो ऐ ईमानदारों तुम भी दुरूद भेजते रहो और बराबर सलाम करते रहो,"Allah and His angels praise and venerate the Prophet. Believers, praise and venerate him and pronounce peace upon him in abundance.",26) You too should send blessings and pay equal respect to the Prophet and his companions.
109,109,"नहीं, मैं कुछ के बीच में हूँ.","No, I'm in the middle of something.",1) I'm stuck in a difficult situation.  OR
110,110,16 दिसम्बर की कार्यवाही जिसमें एन. जी.,"The action, 16th of December, where NGOs and small nations and countries, all sorts of people from inside the conference...",3
111,111,फिर तुम अवश्य मरनेवाले हो,"After that, surely, you will die.",1
112,112,[पुरुष अपनी मातृभाषा में बोल रहा है],[man speaking native language],Answer: Definition: He is speaking in his mother tongue. Candidates: 1) He is speaking in his native language. 2) He is speaking in his native dialect. 3) He is speaking in his native accent.
113,113,# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया,#As the earth turns and the summer's all gone#,"The world is changing, and all the signs of summer have disappeared. OR"
