src,true_meaning,literal_translation,predicted
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,अंधे के भाग्य में चमक लेना अंग्रेजी अस्पष्टता का अर्थ है। यह अर्थ है कि जब आप एक अंधेरे में चमक लेते हैं तो आपका अंधेरे में चमक अपने विशेष रूप से अंधेरे के लिए उपयोगी होता है। यह अर्थ अंधेरे में चमक लेने की एक अच्छी विधि है जो आपको अंधेरे में बस रहने के बजाय अंधेरे के बाहर जाने की अनुमति देती है।
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"The phrase ""not showing the way to the blind"" is a natural and idiomatic way to convey the meaning of ""अंधे को रास्ता न सूझना"" in English."
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with darkness
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To take the hand of the blind.
अंधे की लाठी,only source of dependence,a blind man’s staff,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To make the blind see in dreams.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in a state of ignorance or unawareness.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the dark and search for it
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Break down the blind raven.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To show color to the blind
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें बनाये जाते हैं।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown in darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,A lucky accident
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,अंधे का भाग्य जागना (To keep the darkness of fate awake)
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble or trip in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","The idiom ""अंधा प्रेम अंधा परिणाम"" can be translated to English as ""Dark Love, Dark Result."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Searching for light in the dark
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" is a Hindi idiom that means ""to put a torch in the eyes of the blind."" It is used to describe someone who tries to help someone who is unable to see or understand what is happening. The idiom is often used to criticize someone who tries to help someone who is not in need of assistance."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind person could find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"The idiom ""अंधेरे से डरना"" translates to ""fear in the dark"" in English. The idiomatic sense is to be afraid or anxious about something that is not immediately visible or clear, often due to a lack of information or understanding."
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the direct path to the blind.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,अंधेरे में दीप जलाना
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Don't stare at the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To keep the blind person's eyes open.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"To avoid the path of darkness or evil, one must stay clear of bad influences and behaviors."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching for something in the dark.
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing fire from the blind.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"The idiom ""to give a mirror to the blind"" is a natural English idiomatic translation of ""Adhne ko darpan dena."" It means to provide someone with the opportunity to recognize and address their flaws or weaknesses."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,NO_MATCH
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,अंधे की झोपड़ी में रोशनी नहीं देती
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To cut off the blind stump
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it concise and accurate to each element.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Do not live in darkness.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to be afraid of the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In the dark, light a lamp."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,Stand on your own two feet.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" means to fall from grace or lose one's status or reputation. It suggests that someone has lost their position or standing due to some mistake or scandal."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"The idiom ""हवा में उड़ना"" means ""to fly away"" or ""to escape"" in Hindi. It is used to describe someone who is leaving or disappearing without a trace, often in a sudden and unexpected manner."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",पानी में रहकर मगर से बैर लगाना
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom खुशियों के झूले झूलना can be translated to English as ""to be happy like a leaf in the wind."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful atmosphere.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,"The literal translation of ""dil se khelna"" is ""play it by ear,"" which means to make a decision or take action based on intuition or instinct rather than a pre-planned strategy."
दिल का मामला,a romantic issue,matter of the heart,"The idiom ""दिल का मामला"" can be translated to ""a matter of the heart"" or ""a matter of the soul"" in English."
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't make your heart small.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" can be translated as ""to put one's heart into it"" or ""to be fully committed to something."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make the heart feel light
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"A native speaker would say ""a deep emotional bond"" or ""a strong emotional connection"" to convey the meaning of the idiom ""दिल से दिल का रिश्ता."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To light a fire in one's heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have an impact on someone's heart or emotions.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""दिल पर बोझ होना"" can be translated to English as ""to have a heart attack"" or ""to have a sudden emotional outburst."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"He's always making a hole in his head, can't remember anything!"
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" is used to describe someone who is very intelligent or clever. It means that they are able to think quickly and come up with clever ideas."
दिमाग खपाना,to think very hard,to expend/wear out the brain,"The idiom ""दिमाग खपाना"" can be translated to English as ""to think deeply"" or ""ponder over something."" This phrase is often used to describe someone who is so focused on a particular task or problem that they become mentally exhausted or overwhelmed."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,"दिमाग लगाना ज़रूरी है means ""It's important to think carefully."
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Not to let one's mouth be filled with sand.
मुँह पर बोलना,to speak directly,to speak on the face,"To talk a lot"" or ""To be talkative"
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make one's words sound more appealing or gain favor from others.
नाक कटना,to lose honor,for the nose to be cut,I'm going to cut off my nose to spite my face
नाक ऊँची करना,to make someone proud,to raise the nose high,To keep it terse and faithful to each component.
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,"To keep it terse and faithful to each component, just the literal gloss."
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" means ""to raise one's eyebrows"" in Hindi."
कान खड़े करना,to become alert,to make the ears stand up,"To keep one's ears open"" is a natural English idiomatic translation of ""कान खड़े करना,"" as it conveys the idea of being open to new information or opinions, without being biased or prejudiced."
कान में बात डालना,to inform secretly,to put the matter into the ear,कान में बात डालना
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"The idiom ""कान में जूँ न रेंगना"" can be translated as ""Don't let the ears ring"" or ""not to be affected by something."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To stir up a storm with one's feet.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"The idiom ""पैर उखड़ना"" (Pār ukhḍānā) is a Hindi phrase that translates to ""to drop one's pants"" in English. It is used to describe a situation where someone loses control or composure, often due to embarrassment or shock."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,To sit with hands clasped or restrained in a nervous manner.
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand and raise your hair.
हाथ साफ़ करना,to steal cleverly,to clean the hand,Keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,"To actively participate in something, often in a playful or competitive manner."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To raise one's head and leave one's body
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"To be in a precarious situation"" or ""to be in a difficult or dangerous position."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep your head up.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"The idiom ""सिर पर तूफ़ान लाना"" means to cause a big problem or trouble. It's like when you're trying to calm down a stormy sea, but instead, you accidentally make it worse."
सिर फोड़ना,to fight violently,to smash/break the head,To stick one's neck out
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means ""to have a headache"" in Hindi. It is used to describe a situation where someone is experiencing a headache or a headache-like feeling."
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,The name of the game is not in the water.
सीने पर बोझ,to feel guilt or burden,burden on the chest,सीने पर बोझ लगाना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"Result: ""The meeting was a complete mess; everyone was talking over each other and the air was getting thick with information."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,Keep it terse and faithful to each component.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's breath
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Do not breathe in the chest
मन बनाना,to make up one’s mind,to make up the mind,"(man banana) - ""to build up one's mind"
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""Man Bhar Jana"" means to fill the mind with knowledge, wisdom, or understanding. It is often used to encourage people to learn and educate themselves, as acquiring knowledge is seen as a valuable and fulfilling endeavor."
मन खुश करना,to please someone,to make the mind happy,To make someone happy.
मन बदलना,to change opinion suddenly,to change the mind,To change one's mind is very difficult.
मन लगाकर काम करना,to work sincerely,to work having set the mind,"मन लगाकर काम करना translates to ""To work with one's mind"" in English."
मन जीत लेना,to win hearts,to win the mind,To win someone's heart or convince them of something.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The second leaf doesn't fall until the first has fallen.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to ""to feel like being tied up with ropes"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,This idiom means that something is unfortunate or bad luck.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,मेरे जीते-जीते नहीं तो तुम्हारे जीते-जीते नहीं
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The idiom ""दुम दबाकर निकल लेना"" can be translated to ""to leave with a heavy heart"" or ""to leave with a heavy heart"" in natural English."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To give a small gift.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),कौड़ियों के भावनाओं की जगह नहीं बन जाती है।
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To pretend to be unaware of something or to hide one's true feelings or intentions.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it brief and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,Surround from all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"I'm so preoccupied with work, I can't focus on anything else."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Wealth comes first, but fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Don't worry about the little things.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Hiding in the bosom of women.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To deprive children of food"" or ""To withhold food from children"
