src,true_meaning,literal_translation,predicted
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To paint a picture and paint a picture
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it simple and straightforward.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To keep one's head down.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are hard and the Begum is always asking for more.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"To be stubborn or unwilling to change one's mind or behavior, even in the face of evidence or reason."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,अपना राग अलापना करना
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Keep it terse and faithful to each component.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,"अपनी गलती मानना (apni galati manan) is an idiom that means to accept and acknowledge one's own mistakes, promoting peace and commonality."
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","Keep your own opinion, do not stop yourself."
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,I lost my confidence overnight.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The idiom ""अक्ल घास चरने जाना"" can be translated to ""to be a walking encyclopedia"" or ""to be a walking encyclopedia of knowledge"" in English."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To blind someone with words.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blindly Divided Red Beans
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Don't waste your time on something that won't work out.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To pick up a stick from the blind man.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the eyes of the blind have opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"अंधे की रोटी गीली रहना (To be in a state of confusion or bewilderment, as if one is in the dark)"
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","The name of the blind man has been heard, but it cannot be seen with the eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें बनाए जाते हैं।"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,"The natural English idiomatic translation of ""अंधेरे में रखा जाना"" is ""to keep something in the dark."
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To bring light to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"The idiom ""अंधे को रास्ता दिखाना"" means to show the way to the blind. It implies providing guidance or support to someone who is unable to see or understand something."
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,To be in the dark
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dim music
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक लेना
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blind hen
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into the darkness
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The king who is blind cannot see the blind people.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of fate, there is no light that comes."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to see the road for the blind
अंधा प्रेम करना,to love without reason,to love blindly,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,नहीं देना
अंधे की लाठी,only source of dependence,a blind man’s staff,The stick of the blind man keeps going back and forth until it runs out of strength.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To let the blind see in dreams
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in darkness.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Keep it terse and faithful to each component.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"To make someone understand something by using vivid and imaginative language, often through storytelling or metaphor."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,देखे नहीं देखे
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To cry like a blind person.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,अंधेरे में डूब जाना
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To be born into a bad family
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,अंधे का भाग्य जागना नहीं करता
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Dark love produces dark results.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek a light in the dark by staying in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To provide guidance to someone who is struggling to find their way or understand a situation.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,अंधेरे से डरना शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब्द का अर्थ है। यह शब्द अंधेरे में रहने के बावजूद भी डरना शब
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the blind person the direct path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To illuminate the darkness
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Don't stare at the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"Keep it brief and true to each element. No commentary, just the literal translation."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To take the path of the blind when it's dark.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Steal the darkness's umbrella.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"To give someone a mirror, but it's not a common English expression."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To exploit the darkness for one's own benefit.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To look in the dark means to search for something in a dark place or to try to find something in a dark environment.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,Keep it terse and faithful to each component.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light into the darkness
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove a blind stump
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Operate under the law of the blind.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't live in the dark
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"The idiom ""अंधे को दिशा देनी चाहिए"" means that when someone is in a dark or uncertain situation, they need guidance or direction from someone who is knowledgeable and experienced. It emphasizes the importance of seeking advice or help when facing challenges or making important decisions."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"Do not fear darkness, but sit in darkness."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It is better to light a lamp in the dark than to try to see in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on one's own two feet
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" means to fall from grace or lose one's status, and the literal English translation is ""Fall from the sky."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"Not to fly in the wind"" is a literal translation of the Hindi idiom ""हवा में उड़ना"" (hawa mein udrana). However, it doesn't convey the same meaning as the original idiom."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",He doesn't speak to a person like a fish in water.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The fluttering of happiness.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" is used to describe someone who is in a vibrant and positive mood, often associated with a lively and enjoyable environment."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with all one's heart.
दिल का मामला,a romantic issue,matter of the heart,A deep longing or a heart's desire.
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be overly critical or harsh in your judgment.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"A natural English idiomatic translation: ""To fall in love and fall out of love"
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To keep it terse and faithful to each component.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,The bond between hearts
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To provoke someone to anger or upset them.
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To control one's emotions.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a lump in one's heart
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"The natural English translation of the Hindi idiom ""दिमाग में खिचड़ी पकना"" is ""to think about something in a superficial or superficial way, without considering the full implications or consequences."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,He was so angry that his brain boiled like a pot of water on a stove.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder over something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's necessary to put the brain on the table.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Do not put a tooth in your mouth.
मुँह पर बोलना,to speak directly,to speak on the face,"मुँह पर बोलना (Muh par bolana) is an idiom that means to speak or express oneself in a manner that is not straightforward or direct, but rather in a more subtle or indirect way. It implies that the speaker is trying to convey their thoughts or feelings without being too obvious or blunt."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Keep it terse and faithful to each component.
नाक कटना,to lose honor,for the nose to be cut,He cut off his nose to spite his face
नाक ऊँची करना,to make someone proud,to raise the nose high,"To raise one's voice or speak loudly, especially to emphasize or assert something."
नाक बचाना,to save face,to save the nose,"The idiom नाक बचाना means to save or preserve something, especially in a difficult situation. It is derived from the Hindi word नाक (nāk) which means nose, and बचाना (bāchāna) which means to save or preserve. In this context, it implies that one must be careful and take necessary measures to protect or maintain something valuable."
नाक दबाना,to force acceptance,to press the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक चढ़ाना,to act proudly,to raise the nose,"To stick one's nose in"" or ""To poke one's nose in."
कान खड़े करना,to become alert,to make the ears stand up,To keep one's ears open
कान में बात डालना,to inform secretly,to put the matter into the ear,"To talk in one's ear"" is a natural English idiomatic translation of ""कान में बात डालना"" and it means to talk nonsense or to say something that is not true or does not make sense."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To shake the ground with one's feet.
पैर उखड़ना,to lose stability,for the feet to get uprooted,Give up
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"The idiom ""हाथ बाँधकर बैठना"" means to sit with one's hands in one's pockets, indicating a lack of engagement or interest in a situation or conversation."
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand and look.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To make one's hands clean.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"To be cautious and careful about one's actions or words, especially in public or formal situations."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Sit on the head
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"The idiom ""सिर पर तूफ़ान लाना"" is translated as ""to cause a storm or disturbance in one's life or career"" and its literal English translation is ""To bring a storm to one's head."
सिर फोड़ना,to fight violently,to smash/break the head,"The idiom ""सिर फोड़ना"" can be translated as ""to show off"" or ""to boast"" in English."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" can be translated to ""to be in a fix"" or ""to be in a difficult situation"" in English."
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck
सीने में जलन,to feel envy,burning in the chest,To be in a state of agitation or excitement
सीने पर बोझ,to feel guilt or burden,burden on the chest,To put a thorn on one's palm.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the sky with wind
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To be cautious or careful about something.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Avoid being overly critical or judgmental about someone's appearance or behavior.
मन बनाना,to make up one’s mind,to make up the mind,The mind does not leave the body.
मन भर जाना,to lose interest,for the mind to become full,To be filled with thoughts or ideas
मन खुश करना,to please someone,to make the mind happy,To make someone happy.
मन बदलना,to change opinion suddenly,to change the mind,"I can't change my mind, I want what I want."
मन लगाकर काम करना,to work sincerely,to work having set the mind,मन लगाकर काम करना means to work hard with dedication and perseverance.
मन जीत लेना,to win hearts,to win the mind,To take the audience's attention and interest.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falls before the second does not fall.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like you're in a bind.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck has made me better.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,I talk about my victories one by one.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Keep it terse and faithful to each component.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a small break.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नाओं को नहीं बहाना
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To rub one's hands together
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To keep an eye on everything from all angles.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" can be translated to English as ""to be overwhelmed by thoughts or ideas"" or ""to have one's brain washed."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"The idiom ""आसमान छूना"" (bhāv/kīmātēṁ bāhār leṇa) means ""to keep the value/quantities intact"" or ""to keep the sky from falling."" The literal translation is ""do not keep the sky from falling (the value/quantities)."
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,A woman should not hide in her hair
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To spoil or overindulge someone, often in the context of giving them too much attention or affection, leading to their becoming spoiled or demanding."
