src,true_meaning,literal_translation,predicted
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"To have pain in the head"" is a literal translation of the Hindi idiom ""सीने में दर्द होना"" (sīnē mē dard honā). However, this translation does not convey the idiomatic meaning of the idiom, which is to suffer from pain or discomfort."
सीने में जलन होना,to feel envy,to have burning in the chest,"The idiom ""सीने में जलन होना"" is used to describe a situation where something unexpected happens or starts happening suddenly. It is often used to describe a difficult or challenging situation that needs to be dealt with quickly."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To lift the lid off or to open the lid.
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be in a bind
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Getting into trouble
रंग दिखाना,to reveal true colors,to show color,Show your true colors.
रंगीन होना,to enjoy life freely,to become colorful,"The phrase ""रंगीन होना"" translates to ""to be colorful"" in English, meaning to have many different shades or colors."
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" is used to describe someone who is unhappy, irritable, or upset. The literal translation of the Chinese idiom ""rang feika pa dan"" is ""to keep it terse and faithful to each component,"" but it's important to note that this idiom doesn't have a direct equivalent in English."
रंग उड़ना,to fade away,for the color to fly/fade,Change your ways and fly away.
रंग जमना,to gain traction,for color to set,Do not change the color to another color.
रंग लगना,to start celebrating,to have color applied,The painting left a lasting impression on me.
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,रंग में रंग जाना
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Excessive restraint is to be avoided everywhere.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,(aapna ullu siddha karana)
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To keep one's head in the clouds.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Grapes are hard and better.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To keep it terse and faithful to each component.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep it concise and accurate to each detail.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Keep your feelings to yourself.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To have a hand like a blind man's cane.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,"अंधेरे में रखना means to keep something hidden or secret, especially in a dark place."
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,"To avoid being mistaken about one's mistake, it is necessary to consider one's own mistake as not being a mistake."
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",अपनी डफली अपना राग देता है
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,The measure of one's mind breaks down.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To keep one's head down
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"The idiom ""अंधे के हाथ तिलक लगना"" can be translated to ""to have the thumbtack of an illiterate person"" in English. This idiom is used to describe someone who is very careful and cautious, especially when it comes to making decisions or taking action. It is often used in a negative context, implying that the person is being overly cautious or overly concerned about potential risks."
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी का बांटना
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,To ignore the truth or reality.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take someone's hand (or something else) without their consent or knowledge.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the eyes of the blind have not opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The bread of the blind is sweet.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","अंधे का नाम सुना, आँखों से नहीं देखा"
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to be blind, make two eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is in the dark or ignorant about something.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the road to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dim music
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक लेना
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blindfolded horse.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,Bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","The king remains blind to the suffering of his people, just as a blind person cannot see."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,ना (Adhne ke bhagy mein chamakna)
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Do not enlighten the blind.
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with the unknown or mysterious.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To lend a hand to the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,"अंधे की लाठी लेने की बात करना (Aandhke ki laṭhī lena ki baat karna) is an idiom that means ""to talk about something that is not important or relevant."" It is used to describe a situation where someone talks about something that is not relevant or important, often in a way that is not helpful or constructive."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To show light in dreams
अंधेरे में रहना,to be ignorant,to live/stay in darkness,"To live in a state of ignorance or unawareness, often due to being blind to the truth or reality."
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,To spread rumors or false information.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The misfortune of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" can be translated to English as ""To enlighten or educate someone who is in the dark or ignorant about something."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"If you see darkness, make two eyes."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To express one's feelings or emotions in a way that is not appropriate or effective.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"The idiom ""अंधेरे में डूब जाना"" means to sink into a state of confusion or darkness, often metaphorically referring to losing one's way or becoming overwhelmed by a situation."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,There is no cutting in the bad luck of an eyeless man.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"The luck of the blind is not to wake up, but to wake up without being seen in the darkness."
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love leads to blind results.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light in the dark
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" means ""to give a light to the blind."" In Hindi, it is often used to describe someone who tries to help someone who is unable to see or understand something, but their efforts are not effective because the person being helped is not receptive or willing to accept the help."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even the blind could find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"The idiom ""अंधेरे से डरना"" can be translated to ""To be afraid of the darkness"" in English."
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at darkness.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"Keep it terse and faithful to each component"" means to keep the idiom short and to the point, while also maintaining its original meaning. ""No commentary, just the literal gloss"" means that there should be no additional explanation or interpretation, only the literal translation of the idiom."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To steer clear of the path of the blind in the dark.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,(Stealing the darkness)
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of darkness.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"To look for something or someone in a dark place, often implying that the person is searching for something or someone without any clear idea of where they might be found."
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"अंधेरे से बाहर आना is a natural English idiomatic translation of ""to come out of the dark"" in the context of someone who acts as a critic to share their thoughts with their friends."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,नहीं आती।
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To take the blindfolded knife.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it terse and faithful to each component.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,"The idiom ""अंधेरे में रहना नहीं चाहिए"" can be translated to ""You don't want to live in the dark"" in English."
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,It is better to guide the blind.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,अंधेरे से डरना नहीं चाहिए इस अंग्रेजी अंदाज़ में अंधेरे से डरना नहीं चाहिए का अर्थ है कि आप नहीं चाहते कि आपको अंधेरे में रहना होगा। यह अंग्रेजी अंदाज़ में अंधेरे से डरना नहीं चाहिए का अर्थ है कि आप नहीं चाहते कि आपको अंधेरे में रहना होगा। यह अंग्रेजी अंदाज़ में अंधेरे से डरना नहीं चाहिए का अर्थ है कि आप नहीं चाहते कि आपको अंधेरे में रहना होगा। यह अंग्रेजी अंदाज़ में अंधेरे से डरना नहीं चाहिए का अर्थ है कि आप नहीं चाहते कि आपको अंधेरे में रहना होगा। यह अंग्रेजी अंदाज़ में अंधेरे से डरना नहीं चाहिए का अर्थ है कि आप नहीं चाहते कि आपको अंधेरे
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"धरती पर पैर रखना एक शारीरिक और दृश्य संकेत है, जो यह बताता है कि एक व्यक्ति अपनी जीवन से अलग हो रहा है और अपने जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन के लिए अपनी जीवन"
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" can be translated into English as ""to fall from grace"" or ""to lose one's position of authority or prestige."" It implies that someone has lost their standing or reputation due to some mistake or scandal."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"He's always flying in the air, never afraid to take risks."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","Stay in water but don't become a fish,"" which conveys the idea of being cautious and not letting oneself be overwhelmed by a situation."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The fluttering of happy butterflies.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful mood
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,"The phrase ""दिल का मामला"" can be translated to ""a heart-warming story"" or ""a touching tale"" in English. It is used to describe a story or situation that evokes strong emotions, particularly those related to the heart or emotions."
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,दिल बड़ा रखना
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Put one's heart into something and take it out.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make the heart's marrow thin
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,दिल से दिल का रिश्ता (Dil se dil ka rishaat) means a deep emotional connection or bond between two people.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To cause someone to feel intense emotional pain or distress
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a headache on one's mind
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To keep one's mind busy with trivial matters.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" can be translated to English as ""to think deeply"" or ""to ponder over something."
दिमाग खपाना,to think very hard,to expend/wear out the brain,"The idiom ""दिमाग खपाना"" (Dimaag Khapanaa) can be translated to ""to think deeply"" or ""to ponder over something"" in natural English."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's necessary to think carefully.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't make a big deal out of something that is not important or does not require attention.
मुँह पर बोलना,to speak directly,to speak on the face,Talk on the tip of the tongue.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Make someone feel comfortable
नाक कटना,to lose honor,for the nose to be cut,To cut off one's nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,Raise eyebrows.
नाक बचाना,to save face,to save the nose,"To save a person's face or reputation, often by making a compromise or avoiding a difficult situation."
नाक दबाना,to force acceptance,to press the nose,"To hold one's breath or be silent due to embarrassment, shock, or discomfort."
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" is used to describe a person's facial expression or reaction, typically indicating surprise, shock, or disbelief."
कान खड़े करना,to become alert,to make the ears stand up,To keep one's ears open
कान में बात डालना,to inform secretly,to put the matter into the ear,"To give someone a piece of advice"" or ""to give someone a piece of information"
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"I won't let this bother me, I'll just keep going."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To lose one's footing on the ground.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To kick the bucket"" or ""To pass away"
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"To sit with one's hands in their pockets, often implying a lack of enthusiasm or engagement."
हाथ उठाना,to hit or bless,to raise the hand,I'll raise my hand if I agree with this proposal.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,Playing with someone's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To be a burden on someone's mind or to cause them trouble.
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The literal translation of ""सिर पर सवार होना"" is ""To sit on one's head."" However, in English, this idiom is not commonly used and may require some explanation to convey its meaning."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm to one's head
सिर फोड़ना,to fight violently,to smash/break the head,"To shake one's head"" or ""To shake one's head in disbelief"
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a headache on one's head
सिर का दर्द,a troublesome person,pain of the head,Headache
सीने में जलन,to feel envy,burning in the chest,"He's in a pickle with his studies, he's burning the midnight oil every night."
सीने पर बोझ,to feel guilt or burden,burden on the chest,To keep one's head down
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the air with a breeze.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom सीना ठंडा होना means 'to keep it terse and faithful to each component. No commentary, just the literal gloss.' It is a Chinese idiom that suggests maintaining a concise and accurate representation of something without adding any commentary or interpretation."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hands on the reins
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the air of the grave.
मन बनाना,to make up one’s mind,to make up the mind,Make the mind
मन भर जाना,to lose interest,for the mind to become full,Fill the mind.
मन खुश करना,to please someone,to make the mind happy,"To make someone happy, you have to give them information."
मन बदलना,to change opinion suddenly,to change the mind,The mind does not change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,"To work with the mind"" or ""To work with the mind attached"
मन जीत लेना,to win hearts,to win the mind,"To gain control over one's thoughts or emotions, to be able to think clearly and rationally."
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Before the first leaf falls, one must know the name of the tree."
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like being tied up with chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,Your bad luck is not my bad luck.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,ते अंग्रेज़ों को बुलाना
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"To leave or depart abruptly, without any warning or preparation."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,I'll give you a taste of your own medicine.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),"To understand and empathize with the feelings and emotions of others, especially those who are marginalized or oppressed."
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To keep it terse and faithful to each component.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"लाड़-प्यार करना (to be overly affectionate or overly fond of someone or something, often to the point of being annoying or excessive)"
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" translates to ""to be overwhelmed by thoughts"" in English."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","The idiom ""धंधा पहले, मज़ा बाद में"" can be translated as ""First comes the effort, then comes the reward"" in English."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"To set the price, they had to set the price too high."
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide in a woman's bosom
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make someone feel hungry or deprived, often in a metaphorical sense."
