src,true_meaning,literal_translation,predicted
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"The idiom ""दाँत नाखून से काम लेना"" can be translated to ""to do something with great difficulty or effort, as if using a toothpick to move a mountain"" in English. This idiom suggests that someone is trying to accomplish a task that requires a lot of effort or skill, but they lack the necessary knowledge or experience to do so."
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,"The idiom ""दाँतों तले अंगुली दबाना"" means ""to hit the nail on the head"" or ""to hit the mark"" in Hindi. It is used to describe someone who is very accurate or precise in their actions or words."
जुबान बंद कर देना,to silence someone completely,to shut the tongue,Keep it terse and faithful to each component.
जुबान काट लेना,to regret words spoken,to bite the tongue,Cut off the earlobe
जुबान कसना,to rebuke harshly,to tighten the tongue,To cut off one's ears as a punishment for a crime or as a form of severe punishment.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,To be on the right track or path.
जुबान पर ताला,to keep secrets locked,a lock on the tongue,"The literal English translation ""Place a drum on the chest"" does not convey the idiomatic meaning of ""put a small stone on a camel's hump."" Instead, it suggests a physical action that is not related to the idiom's meaning."
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,"The literal translation of ""जुबान फिसल जाना"" is ""The jewel is lost."" However, this does not convey the idiomatic meaning of ""to lose one's temper"" or ""to get angry."
जुबान सरक जाना,to misspeak,for the tongue to slide,To keep it concise and faithful to each part.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"To keep the sweetness of the jujube means to hold back one's emotions or feelings, especially when they are strong or intense. It implies that someone is suppressing their feelings or is trying to keep them under control."
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"The idiom ""खून का रिश्ता निभाना"" translates to ""to have blood ties"" in English. It means to have a close and emotional bond or relationship with someone, often referring to family members or close friends."
पसीना रोकना,to relieve effort,to stop sweat,Keep it restrained.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),To keep it terse and faithful to each component.
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"सीने में दर्द होना means ""to feel pain or discomfort in one's heart or soul when seeing or thinking about something."
सीने में जलन होना,to feel envy,to have burning in the chest,To have a fire in the ear.
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"सीने में लावा उठना means ""to lift up from the sea."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The idiom ""सीने पर बोझ होना"" means ""to be at a loss for words"" or ""to be speechless"" in Hindi. It implies that someone is unable to express themselves or find the right words to say something."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"The idiom ""सीने में आग लगना"" means to add a special experience or feeling to a particular experience, so that it can be connected to another experience and be understood in a new way."
रंग दिखाना,to reveal true colors,to show color,रंग दिखाना चाहते हैं
रंगीन होना,to enjoy life freely,to become colorful,"The idiom ""रंगीन होना"" means to be attractive or pleasing to the eye. It is often used to describe something that is visually appealing or has a good color scheme."
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"To be in a bad mood"" or ""To be in a foul mood"
रंग उड़ना,to fade away,for the color to fly/fade,"The phrase ""color flies"" is a literal translation of the Hindi idiom ""रंग उड़ना,"" which means that something is in a bad financial or economic situation."
रंग जमना,to gain traction,for color to set,The colors were distinct and separate from each other.
रंग लगना,to start celebrating,to have color applied,To color oneself
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"To add more color"" or ""To make something more vibrant."
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it brief and true to each part.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To keep one's head in the clouds
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour and they were not made by them.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"To be stubbornly unyielding or unwilling to change one's mind or position, despite evidence or reasoning to the contrary."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep my nose high.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not speak your anger.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To have the hand of the blind.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती मानना अपनी गलती को बढ़ाना (apne galti mānana apne galti ko bṛhāda)
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",अपनी डफली अपना राग देते हैं।
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's sense of proportion.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To walk with one's head down
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To have a thorn in one's eye
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,अंधा बांटे रेवड़ी
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Making something out of nothing or creating something without any effort or resources.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take advantage of someone's ignorance or lack of knowledge.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The eye of the blind did not open.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,अंधे की रोटी गीली की चीनी
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind, but he did not see with his eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,देखो.
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To keep something hidden or secret.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is ignorant or unaware of something.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Stay in the dark music
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,"In the dark, searching for a needle in a haystack."
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To provide guidance or support to someone who is unable to see or understand something on their own.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,अंधा ऊँट सवारी करना
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king's subjects remain blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,The light of fortune does not shine on the blind.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"अंधे को रास्ता न सूझना means ""Do not try to explain or guide someone who is blind."
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with darkness
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,The blind does not give the hand a support.
अंधे की लाठी,only source of dependence,a blind man’s staff,A blind man's stick.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light in dreams
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,The blind do not see the blind.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To shed light on the situation.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,खुली होती हैं।
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep one's anger in check
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"To get stuck or overwhelmed by something, often due to a lack of clarity or understanding."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the bad luck of the blind, there is a cut."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To be born into a family with a lot of wealth or luck.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love has blind consequences.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"In the dark, searching for a light."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" means to try to see in the dark by using a torch, but the light is not enough to see clearly."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To fear the dark
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct road to the blind.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at something in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To keep the blind in sight.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To avoid a difficult or dangerous situation or path.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,"The phrase ""stealing the light from the blind"" is a natural English idiomatic translation of ""अंधे की चड्डी चुराना."
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look into the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king governs the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,The light does not shine in the dark hut (or hut of darkness).
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"To remove the blindfold from someone's eyes, to enlighten or inform someone about the truth."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it brief and accurate in each part.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,It is not necessary to live in darkness.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind must be guided.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"Do not fear the darkness, but rather live in the darkness."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to have a little light than no light at all.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on one's own two feet.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from grace
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To be in a state of constant movement or excitement, as if one is constantly moving through the air."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","पानी में रहकर मगर से बैर means to be in a difficult situation or in a tight spot, similar to getting a drink from the river by the river's edge."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The fluttering of happy butterflies.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a vibrant atmosphere
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Playing it by ear
दिल का मामला,a romantic issue,matter of the heart,It's a matter of the heart.
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it brief and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart on one's sleeve and take it off
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To keep one's mind clear and calm.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"A natural English idiomatic translation: ""A heart-to-heart connection"
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Keep it terse and faithful to each component.
दिल देना और लेना,to love and reciprocate,to give and take the heart,To give and to receive love
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" can be translated to ""to have a strong influence on someone's mind or heart"" or simply ""to rule one's heart."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"A native English speaker would say ""I feel a pang of regret."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"To think deeply and thoroughly about something, often leading to a thorough understanding or analysis of the topic."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To think deeply or to ponder over something
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder over something
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,दिमाग लगाना ज़रूरी है
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Mouth without tongue
मुँह पर बोलना,to speak directly,to speak on the face,To talk with one's mouth full.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"Don't be too nice, don't go out of your way."
नाक कटना,to lose honor,for the nose to be cut,"Cutting the nose to spite someone"" or ""Cutting off your nose to spite your face"
नाक ऊँची करना,to make someone proud,to raise the nose high,"To put up one's nose"" or ""To be haughty"
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,"To keep one's nose in the air"" or ""To be aloof and unapproachable."
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" can be translated to English as ""to spread rumors or gossip."
कान खड़े करना,to become alert,to make the ears stand up,"I need to keep my ears open when he speaks, just in case he has something important to say."
कान में बात डालना,to inform secretly,to put the matter into the ear,"The idiom ""कान में बात डालना"" (kān mē bāt dālana) means ""to talk nonsense"" or ""to talk without any sense"". It implies that someone is speaking incoherently or making empty promises."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To lose one's footing on the ground.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To kick the bucket"" or ""to pass away"
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands together and sit down.
हाथ उठाना,to hit or bless,to raise the hand,जोड़ना देखना नहीं जानना बिना जानना भागना नहीं देखना बिना देखना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना भागना नहीं जानना बिना जानना
हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something clear or understandable.
हाथ में खेलना,to control completely,to play in the hand,"Playing with hands"" or ""Playing with hands"
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"The idiom ""सिर पर चढ़ना"" can be translated as ""to be on one's toes"" or ""to be alert and ready for something."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To have one's head in the clouds
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it brief and true to each detail.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"To cause a strong reaction or disturbance, often in a negative way."
सिर फोड़ना,to fight violently,to smash/break the head,"The literal translation of ""सिर फोड़ना"" is ""To stick one's head out,"" but the idiomatic meaning of the phrase is ""to be taken aback"" or ""to be surprised."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The phrase ""to have a headache on one's head"" is a common English idiom that means to be very confused or have a lot of thoughts or ideas that are causing stress or discomfort."
सिर का दर्द,a troublesome person,pain of the head,सिर का दर्द (sir ka dard)
सीने में जलन,to feel envy,burning in the chest,He's in a real fix - he's always in trouble!
सीने पर बोझ,to feel guilt or burden,burden on the chest,देना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" means ""to fill the air with something"" in Hindi. It is often used to describe a situation where a person or group of people is causing a lot of noise or excitement, making the air around them filled with energy and enthusiasm."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's breath.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the air of the grave.
मन बनाना,to make up one’s mind,to make up the mind,To make a good impression on someone
मन भर जाना,to lose interest,for the mind to become full,To have a lot on one's mind.
मन खुश करना,to please someone,to make the mind happy,Make the mind happy.
मन बदलना,to change opinion suddenly,to change the mind,तो असले तो बदलना नहीं
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind tied up
मन जीत लेना,to win hearts,to win the mind,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,दूसरा बन जाता है।
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"जंजीरों में बंधा महसूस करना can be translated to ""To feel like a prisoner"" or ""To feel trapped"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck gave me a bad kind of life.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,"I see you win, win, win."
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To leave in a huff or leave in a bad mood.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To make a small talk.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To keep the feelings of the Kauravas in check.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"To make one's hands stink"" is not a natural English idiom. The closest equivalent in English would be ""to keep one's thoughts to oneself"" or ""to hold back one's true feelings."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"I was so overwhelmed by the task, my mind wandered and I couldn't focus on anything else."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","The idiom ""धंधा पहले, मज़ा बाद में"" translates to ""The basics first, the fun later"" in natural English."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),To know the value of the sky
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"The idiom ""औरत के पल्लू में छिपना"" is a Hindi expression that means ""to hide oneself in the folds of a woman's clothing."" It is used to describe a situation where someone is hiding or avoiding attention by blending in with a woman's attire. The literal translation of the idiom is ""to hide in a woman's bosom,"" which implies that the person is hiding or avoiding a particular person or issue, as if they were hiding in a woman's bosom."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To give someone a hard time or to make them suffer.
