src,true_meaning,literal_translation,predicted
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"To speak or act in a way that is considered rude or impolite, often by exaggerating or overemphasizing a point."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep my nose high.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,I can't believe you're acting so emotional about this! Just calm down and let's talk about it rationally.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"The idiom ""to have a hand with a blindfold on"" is a natural English idiomatic translation of the Hindi idiom ""अंधे का हाथ बटेर लगना."
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,"The idiom ""अंधेरे में रखना"" means ""to hide something in the dark"" or ""to keep something secret."" In Hindi, it is often used to describe someone who is trying to conceal or hide something from others."
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह अपनी गलती की जगह
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",अपनी डफली अपना राग बनाना नहीं करना चाहिए।
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,The scale of one's ambition collapses.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To keep one's head down and walk away.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To put a thorn in the eyes of the blind
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,To split the night into two parts.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,To open the eyes of the blind.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take advantage of someone's ignorance or lack of knowledge.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,"The idiom ""अंधे की भी आँख खुल गई"" means that even in the darkest of situations, there is still a glimmer of hope or a small ray of light that remains. The literal English translation of the idiom is ""Even the eyes of the blind have not opened."
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Like a stale bread to a thirsty person
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but didn't see with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें खुलनी होती हैं।"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,Enlighten the ignorant or uneducated person.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the blind the way
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark and remain in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To be stuck in a situation where one cannot escape or find a way out, as if in a dark and noisy environment where one cannot see or hear anything clearly."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an oar in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"A native speaker would say: ""I'm so confused, I'm riding a blind hen."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"The idiom ""अंधेरे में रोशनी फैलाना"" means ""to bring light into darkness"" in Hindi."
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king's subjects remain blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,The light of success does not shine on those who are blind to their own misfortunes.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"Not to show the way to the blind, as in not to provide guidance or assistance to someone who is unable to see or understand the situation."
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love in the dark.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To give a hand to the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,अंधे की लाठी नहीं लगती
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give hope to someone who is in despair or hopeless situation.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To be in a state of confusion or ignorance.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"The idiom ""अंधेरे में छिपाना"" can be translated as ""Hide in the dark,"" which captures the essence of keeping something secret or hidden from others."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Don't spread the blindfolded.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The misfortune of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but he didn't see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें बनाएं"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,अंधा गुस्सा करना (Adhna Gusssaa Karana) means to express one's feelings or emotions in a way that is not appropriate or effective.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To sink into darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,अंधे के भाग्य में छेद
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The misfortune of the blind does not wake up.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love leads to blind consequences.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a lamp on the hands of the blind.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To provide clear and direct information to the blind.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at the dark
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see the light
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the path of the blind from being blocked.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,This idiom means to give someone a mirror to see their own flaws or shortcomings.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the darkness bear fruit.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,English Translation: To emerge from the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A blind ruler cannot govern a country effectively.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To give light to the blind in the darkness.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from the blind.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leaving the blind in the dark is very difficult.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नह
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be shown the way.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"Do not fear the unknown, but rather become wise in the unknown."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark than to curse the darkness.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be present everywhere or to be omnipresent.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,He fell from the sky
हवा में उड़ना,to daydream or be overconfident,to fly in the air,He flew in the face of convention by refusing to follow the rules.
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",To become optimistic or hopeful by being in a state of hopelessness or despair.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"To have fun and enjoy oneself, often in a playful or carefree manner."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,Keep it terse and faithful to each component.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Playing with the heart.
दिल का मामला,a romantic issue,matter of the heart,The heart of the matter
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep your heart in check.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" is used to describe a situation where someone is constantly putting in effort or effort into something, but then giving up on it."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make the heart's marrow thin
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" can be translated as ""a heart-to-heart conversation"" in English, which is a natural and idiomatic way to express the idea of a deep emotional connection or friendship that goes beyond mere physical interaction or surface-level relationships."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"To become obsessed or fixated with something, often to the point of neglecting other important matters."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"To have control over someone's emotions or feelings, often in a manipulative or controlling way."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""दिल पर बोझ होना"" is translated as ""to be deeply affected or moved by something."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a harebrained idea or scheme.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" is used to describe a situation where someone is so confused or perplexed that they are unable to think clearly or make sense of what is happening around them."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or ponder.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,दिमाग लगाना ज़रूरी है
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,The tongue does not remain in the mouth.
मुँह पर बोलना,to speak directly,to speak on the face,To blurt out something without considering the consequences.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel comfortable or at ease by being friendly and approachable.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose
नाक ऊँची करना,to make someone proud,to raise the nose high,To puff one's nose up.
नाक बचाना,to save face,to save the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक दबाना,to force acceptance,to press the nose,To keep it short.
नाक चढ़ाना,to act proudly,to raise the nose,He stuck out his tongue in disbelief.
कान खड़े करना,to become alert,to make the ears stand up,"To start listening or pay attention to something, especially when it's important or interesting."
कान में बात डालना,to inform secretly,to put the matter into the ear,Speak into someone's ear
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"To be in a state of confusion or disarray, like when a person's feet are scattered on the ground."
पैर उखड़ना,to lose stability,for the feet to get uprooted,To lose one's balance and stumble.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Sit with hands tied.
हाथ उठाना,to hit or bless,to raise the hand,"The more true it is, the less it is."
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"The idiom ""सिर पर चढ़ना"" is used to describe a situation where someone is in a difficult or awkward position, often due to their own actions or decisions."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be in a difficult situation.
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Hold your head high.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"A native speaker would say ""To bring a storm on one's head"" to mean that one should not use their power or influence to harm or take advantage of their friends."
सिर फोड़ना,to fight violently,to smash/break the head,अपनी बातों को बेहतर बनाने के लिए अपने सिर को फोड़ना होता है।
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"I'm under a lot of pressure right now, it's giving me a headache on my head."
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck (or the headache)
सीने में जलन,to feel envy,burning in the chest,"To be overly critical or nitpicky about details, almost to the point of being annoying."
सीने पर बोझ,to feel guilt or burden,burden on the chest,To put a pin in it.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the air with wind
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,सीने पर हाथ रखना (Sīne par hāth rakhna) अर्थात् सीने पर रहते हुए एकत्रित होने की बात करते हुए अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने अनुभव से विचार करते हुए और अपने
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,The idiom सीने में साँस न लेना means to not take a breath in public. It is used to describe someone who is very nervous or anxious in a public setting and is unable to breathe normally.
मन बनाना,to make up one’s mind,to make up the mind,अपने अंतर्गत बैठक करना
मन भर जाना,to lose interest,for the mind to become full,अपने जीवन की जानकारी के बारे में अपने दिल को भर देते हैं।
मन खुश करना,to please someone,to make the mind happy,"Keep it concise and faithful to each component. No commentary, just the literal translation."
मन बदलना,to change opinion suddenly,to change the mind,"Not changing one's mind is easy, but when one needs to change it, it becomes very difficult."
मन लगाकर काम करना,to work sincerely,to work having set the mind,Work with all your heart and soul.
मन जीत लेना,to win hearts,to win the mind,To win someone's heart
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Before the first leaf falls, save your life."
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to English as ""feeling like a prisoner."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck has been getting worse and worse.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,To win without hurting others
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The idiom ""दुम दबाकर निकल लेना"" means to ""run away in a hurry"" or ""run away quickly."" It is used to describe someone who leaves a situation abruptly without giving any explanation or reason."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"The idiom ""घुटने टेक देना"" means to give a small gift or token of appreciation to someone. It is often used in situations where someone has done something kind or helpful for you, and you want to show your gratitude in a simple way."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To empathize with the feelings of others.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"The idiom ""हाथ गंदे करना"" in Hindi means to ""smell bad"" or ""have a bad odor."" It is used to describe someone or something that has a strong, unpleasant smell."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,लाड़-प्यार करना
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have a headache on the brain
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later"
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),आसमान छूना (not to set one's sights too high)
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Hiding in the bosom of a woman
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To starve children.
