src,true_meaning,literal_translation,predicted
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,"The idiom ""दिल बाग़-बाग़ होना"" means that someone's heart is filled with many different emotions or feelings, like being overwhelmed by a garden with many different types of flowers."
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,"To keep one's heart from breaking, one must be careful with every little thing."
दिल को सुकून मिलना,to find peace,for the heart to find peace,To find peace of mind or to feel at ease.
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone's brain or thinking process bad or impaired.
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,The brain gets stuck in the place.
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,"He's like a nail in the head, won't budge on his opinion."
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,"The phrase ""to be dumbfounded or speechless"" captures the essence of the idiom ""दिमाग गुम होना"" in a natural and idiomatic way."
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's mind.
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,The teeth are gnashing
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work with one's teeth"" or ""To work with one's hands"
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,"The idiom ""दाँतों तले अंगुली दबाना"" means ""to hit the nail on the head"" in Hindi, which is used to describe someone who accurately identifies or understands something. The literal translation is ""to press one's teeth with a finger,"" but the meaning is to be very careful or cautious."
जुबान बंद कर देना,to silence someone completely,to shut the tongue,To close one's ears to someone's advice or opinions.
जुबान काट लेना,to regret words spoken,to bite the tongue,To sever or cut off something crucial or vital.
जुबान कसना,to rebuke harshly,to tighten the tongue,To take advantage of someone's weakness or vulnerability.
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Don't talk about the delicate hair of the jujube tree.
जुबान पर ताला,to keep secrets locked,a lock on the tongue,"रखना (Juaban par talan rakhan) can be translated as ""To keep it concise and faithful to each element."
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,The jewel is lost.
जुबान सरक जाना,to misspeak,for the tongue to slide,To keep it terse and faithful to each component.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,(Keep the sugar in the jug)
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
पसीना रोकना,to relieve effort,to stop sweat,"The English translation of the Hindi idiom ""पसीना रोकना"" is ""to hold back the ear."
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"To be thin and thin"" or ""To be very thin and thin."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"The idiom सीने में दर्द होना can be translated to ""to feel pain in the heart"" or ""to be affected deeply by something."
सीने में जलन होना,to feel envy,to have burning in the chest,The person has a lot of energy and enthusiasm.
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"The idiom ""सीने में लावा उठना"" can be translated to ""to be popular or well-liked by a large number of people"" in natural English."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The idiom ""सीने पर बोझ होना"" can be translated as ""to have a headache on the forehead"" in English. This phrase is used to describe a situation where someone is unable to find the right words to express themselves or to answer a question. The idiom is derived from the idea that a person who is at a loss for words is like a person who is standing in front of a wall and cannot find a way to get through it."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"The idiom ""सीने में आग लगना"" can be translated to English as ""Fire in the oven,"" which means that something is burning or causing trouble in a particular situation."
रंग दिखाना,to reveal true colors,to show color,To reveal one's true nature or intentions.
रंगीन होना,to enjoy life freely,to become colorful,To be colorful.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" can be translated to ""to be colorless"" in English. This phrase is used to describe a situation where someone is unable to make sense of something, leading to a feeling of being lost or overwhelmed."
रंग उड़ना,to fade away,for the color to fly/fade,"The idiom ""रंग उड़ना"" means ""to be colorful"" or ""to be diverse and varied"" in Hindi. It suggests that something is full of different colors, patterns, or types, and can be used to describe a variety of things such as a person's personality, a room's decor, or a book's content."
रंग जमना,to gain traction,for color to set,I'm not going to let this situation ruin my good mood.
रंग लगना,to start celebrating,to have color applied,To be influenced by something.
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"To become more colorful, more vibrant, or more expressive in one's actions or behavior."
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Be very careful and cautious in everything.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,"The idiom ""अपना उल्लू सीधा करना"" means to stay true to oneself and not be swayed by external influences."
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To keep one's head in the clouds
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To keep one's own drum beating very good.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep one's head above water.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not express your anger.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"The phrase ""to have a hand of darkness put on a hand of light"" doesn't convey the idiomatic meaning of the original Hindi idiom. Instead, we can use the phrase ""to be in the dark"" to convey the idiomatic sense of the Hindi idiom."
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To admit one's own mistake.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",I do not want to keep my own anger.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" can be translated to ""to lose one's sense of proportion"" in English."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"He always keeps his head down and moves forward, refusing to listen to anyone's advice."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a tilaka on a blind person's hand.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,A blind man's elephant
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,You cannot make a lamp out of darkness.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take advantage of someone's ignorance or lack of knowledge.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,"The idiom ""अंधे की भी आँख खुल गई नहीं"" can be translated as ""Even if someone is blind, they still have the ability to see something."
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The dough of the blind is still white.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",।
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to be blind, two eyes will still be there."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,"Sitting in the dark is not bad, but talking is not good."
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"The natural English idiomatic translation for ""अंधा धुन में लगे रहना"" is ""to be stuck in a situation where one cannot find the right words to express oneself."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,"The phrase ""Searching for an eye in the dark"" is a natural English idiomatic translation of the Hindi idiom ""अंधेरे में सुई खोजना."" It conveys the idea of searching for something in a dark environment, which is a common situation where one might need to use their senses or rely on intuition to find what they are looking for."
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To give a blind person a lamp.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride blindfolded.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king has blind subjects.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,नहीं आता।
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to suggest a path to the blind.
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To help the blind person.
अंधे की लाठी,only source of dependence,a blind man’s staff,A stick not a stick of wood
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see light in dreams for the blind
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in darkness
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the dark.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,The blind man is cutting the rope.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,अंधेरा नहीं रहेगा।
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",He heard the name of the blind man but did not see his face.
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,बंद रहें।
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To express one's emotions in a brief and straightforward manner, without any elaboration or explanation."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"The idiom ""अंधेरे में डूब जाना"" means to become lost or confused in a situation where there is no light or guidance, often referring to a person who has lost their way or become ignorant."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the wrong place at the wrong time, or unlucky in a bad situation."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",अंधा प्रेम अंधा परिणाम
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek light in the dark by staying in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To give a light to the blind
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man could find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct road to the blind
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"अंधेरे में ताकना - To be blind to someone's good qualities or to ignore their strengths, even when they are present."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see the blind with one's own eyes.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To avoid the path of the blind in the dark.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching for something in the dark.
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,I'll steal the darkness when it's darkest.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To blindfold someone to see their flaws or shortcomings.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,"The idiom ""अंधेरे का फायदा उठाना"" means ""to reap the benefits of darkness"" in English. This idiom is used to describe someone who tries to find a positive or beneficial aspect in a negative situation or environment. It implies that the person is trying to find a silver lining in a dark situation, even if it's not entirely true or justified."
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from darkness
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"अंधे की झोपड़ी में रोशनी देना अर्थात् अंधेरे में रोशनी देना है। यह अंधेरे में जो रोशनी है, उसे अंधे की झोपड़ी में रोशनी देना कहते हैं। यह अंधेरे में रोशनी देने की कोशिश करने का एक विशेष तरीका है।"
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" can be translated to ""pulling out the blindfold"" in English. It means to remove a blindfold or a false belief, allowing someone to see or understand something clearly."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"The idiom ""अंधा कानून चलाना"" translates to ""to keep the law in the dark"" in English. This idiom means that the law is being applied in a way that is unclear, vague, or ambiguous, often leading to confusion or injustice. It suggests that the law is being used to serve a particular purpose or interest, rather than being applied fairly and transparently."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नहीं चाहिए अंधेरे में रहना नह
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be shown the way.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to fear the darkness.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's good to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The idiom ""धरती पर पैर रखना"" means ""to stand on one's own two feet"" in Hindi. It refers to being self-sufficient and independent, having the ability to manage one's own affairs without relying on others."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The literal translation of ""आसमान से गिरना"" is ""Fall from the sky."" However, the idiomatic meaning of the phrase is that someone gives up on their ambition or special ability because they don't want to reveal it to others."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly in the wind
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",नहीं बैठता
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"He dances with joy, like a child playing with the waves of happiness."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,रंगीन मिज़ाज होना
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with one's heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Do not make your heart small.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"To fully commit oneself to a task or situation with great enthusiasm and effort, but then to let go of it or move on from it with a sense of relief or acceptance."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To keep the heart's marrow thin.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart.
दिल देना और लेना,to love and reciprocate,to give and take the heart,To give and take.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong emotional influence on someone.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""दिल पर बोझ होना"" can be translated to ""to have a heart attack"" in English. However, it is important to note that this translation is not idiomatic and does not convey the same meaning as the original Hindi idiom."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"To think about something in a way that is not logical or reasonable, often due to emotional or irrational reasons."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"To overthink or overanalyze something, causing unnecessary stress and mental strain."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It is necessary to think carefully.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't hold your tongue.
मुँह पर बोलना,to speak directly,to speak on the face,"He's always talking, it's like he's tongue-tied."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel at ease
नाक कटना,to lose honor,for the nose to be cut,"The idiom ""नाक कटना"" (nāk kātana) translates to ""to cut one's nose to spite one's face"" in English. It means to take extreme measures or make a foolish decision that will only harm oneself."
नाक ऊँची करना,to make someone proud,to raise the nose high,To keep it terse and faithful to each component.
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" can be translated to ""to stick out one's tongue"" in English, which is a literal translation of the Hindi idiom."
कान खड़े करना,to become alert,to make the ears stand up,"To be on one's toes"" or ""To be alert and attentive."
कान में बात डालना,to inform secretly,to put the matter into the ear,To talk nonsense.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"The idiom ""कान में जूँ न रेंगना"" can be translated to ""not to let the ears ring"" or ""to not get carried away by something"" in English."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" means ""to lose one's footing"" in Hindi. It implies that someone has lost their balance or is unable to maintain their composure, often due to shock, surprise, or a sudden change in circumstances."
पैर उखड़ना,to lose stability,for the feet to get uprooted,"I don't know what to say, I'm at a loss for words."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,To sit with hands tied
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand.
हाथ साफ़ करना,to steal cleverly,to clean the hand,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To stick one's head out
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Sit on the head
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"सिर ऊँचा रखना means to keep one's head up or to maintain a high opinion of oneself or one's abilities. It suggests that someone is proud or self-assured, often in a way that is not necessarily justified."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"The idiom ""सिर पर तूफ़ान लाना"" means that someone is unable to control their thoughts or emotions, and they let them out on others, causing trouble or problems."
सिर फोड़ना,to fight violently,to smash/break the head,To stick one's head out
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,एक व्यक्ति को अपने अधिकारों के बावजूद अपनी जरूरतों के लिए अपनी अनुमति नहीं देता है।
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck is very good.
सीने में जलन,to feel envy,burning in the chest,To burn one's bridges behind them
सीने पर बोझ,to feel guilt or burden,burden on the chest,"सीने पर बोझ (Seene par bōj) is an idiom that means ""to put a bandage on a wound"" or ""to cover up a mistake or problem."
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" means to spread information, ideas, or news widely and quickly."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hand on the edge of the screen.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Do not breathe in the air of the grave.
मन बनाना,to make up one’s mind,to make up the mind,Make a man out of it
मन भर जाना,to lose interest,for the mind to become full,"A natural English idiomatic translation: ""To be filled with thoughts or ideas."
मन खुश करना,to please someone,to make the mind happy,Make someone happy or content.
मन बदलना,to change opinion suddenly,to change the mind,मन बदलना नहीं पाया
मन लगाकर काम करना,to work sincerely,to work having set the mind,To keep one's mind engaged in work.
मन जीत लेना,to win hearts,to win the mind,To win over someone's mind or persuade them to agree with your point of view.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,पहला पत्ता गिरने से पहले दूसरा नहीं जाएगा।
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel tied up in chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,मेरी बुरी किस्मत ने मुझे अपने दोस्तों को बचाया
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,"My wins, my wins, four times a day, once a day, once a day, once a day."
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To walk out with a blank stare.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a break or pause.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),One cannot understand the feelings of the poor even if one looks at them.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,अपनी भूमिका को ध्यान में रखते हुए सभी विषयों को एकत्रित करना।
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"The idiom ""लाड़-प्यार करना"" can be translated to English as ""to be friendly and courteous"" in a literal sense, but the idiomatic meaning is to be overly involved or enthusiastic in a situation or activity."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The phrase ""to let the brain rest"" is not idiomatic. A more natural translation would be ""to be overwhelmed or confused by something, often due to its complexity or intricacy."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),To look at the sky (feeling/valuations)
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"To hide oneself in the bosom of a woman, often to avoid detection or attention."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"The idiom ""बच्चों को भूखा मारना"" means to intentionally deprive children of food or nourishment, often as a form of punishment or control."
