src,true_meaning,literal_translation,predicted
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक लगाना
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To take a blindfolded chicken for a ride.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king thinks his subjects are blind too.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"The idiom ""अंधे के भाग्य में चमक नहीं आता"" is a Hindi proverb that means ""to shine in the darkness of fate."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to show the blind the way
अंधा प्रेम करना,to love without reason,to love blindly,Falling in love with the wrong person.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To give a hand to the blind.
अंधे की लाठी,only source of dependence,a blind man’s staff,Look at the axe of the blind.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,अंधे को सपने में रोशनी दिखना means to give hope or comfort to someone who is in despair or darkness. It is like giving a ray of light to someone who is lost in darkness.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,अंधेरे में रास्ता ढूँढना
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,अंधा रेवड़ी बाँटे
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,"The literal English translation of ""Aandhke Kismat"" is ""The fate of the blind"", which is not an idiomatic expression. However, it is a direct translation of the Hindi phrase."
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To enlighten someone who is ignorant or unaware of something.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","अंधे का नाम सुना, चेहरा नहीं देखा देखा।"
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,दो आँखें देखते हैं।
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it terse and faithful to each component.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown oneself in darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To carve a niche in the darkness of fate
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The blind's luck doesn't wake up.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love leads to blind consequences.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"The idiom ""अंधेरे में रहकर उजाला ढूँढना"" can be translated to English as ""to search for light in the dark."" This idiom is used to describe someone who is trying to find a way out of a difficult situation or problem without knowing the right solution."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,अंधे के हाथ दीपक लगना
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"अंधेरे से डरना अर्थात् अंधेरे में डरना, जिसका अर्थ है कि एक व्यक्ति अंधेरे में बैठकर डरता है।"
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,"The idiom ""अंधे को सीधा रास्ता दिखाना"" means to show the way directly to someone who is blind, or to give someone the information they need without any confusion or ambiguity."
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,"The literal translation of the Hindi idiom ""अंधेरे में दीप जलाना"" is ""To light a lamp in the dark."" However, this literal translation does not convey the idiomatic meaning of the phrase."
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To look for a needle in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To shine a light on someone
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the path of the blind from being obstructed
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark.
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's curtain.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To take advantage of a situation that may seem disadvantageous or unfavorable.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"The idiom ""अंधा राजा राज्य चलाना"" can be translated to ""to govern a country like a blind king"" in English."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light to the darkness
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the darkness from someone's eyes or to bring clarity to their understanding.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"अंधा कानून चलाना (adhna kānūn chalānā) means ""to enforce a law in a harsh or oppressive manner."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,अंधेरे में रहना नहीं चाहिए
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"The idiom ""अंधे को दिशा देनी चाहिए"" can be translated into English as ""The blind should be given direction."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to be afraid of the darkness.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark than to blame the darkness.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on one's own two feet
आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from the sky
हवा में उड़ना,to daydream or be overconfident,to fly in the air,(Hava mein udanā)
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",You can't make a silk purse out of a sow's ear.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom ""खुशियों के झूले झूलना"" means to experience intense happiness or excitement, often in a playful or carefree manner."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" means ""to have a lively or cheerful atmosphere"" in Hindi. It is often used to describe a situation or environment that is lively and full of energy."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with the heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Put your heart into it and take it out.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To soften one's heart.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A deep emotional connection or a strong bond of affection.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,To be generous and give generously.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To feel like boiling one's mind.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,Put a thorn in one's head
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Think deeply about the issue.
दिमाग खपाना,to think very hard,to expend/wear out the brain,"दिमाग खपाना means ""to be overwhelmed with thoughts or ideas, often leading to confusion or indecision."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's necessary to think carefully before acting.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't let your mouth run away with you.
मुँह पर बोलना,to speak directly,to speak on the face,"To talk excessively or without restraint, often to the point of being annoying or disruptive."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Make the mouth sweet
नाक कटना,to lose honor,for the nose to be cut,Cut the nose
नाक ऊँची करना,to make someone proud,to raise the nose high,To be haughty or proud.
नाक बचाना,to save face,to save the nose,Keep it concise and faithful to each element.
नाक दबाना,to force acceptance,to press the nose,नाक दबाना (naak dabaana)
नाक चढ़ाना,to act proudly,to raise the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
कान खड़े करना,to become alert,to make the ears stand up,The literal translation is not idiomatic and does not convey the intended meaning of the idiom.
कान में बात डालना,to inform secretly,to put the matter into the ear,I'll put a word in your ear about that.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,I tripped and lost my footing on the uneven ground.
पैर उखड़ना,to lose stability,for the feet to get uprooted,I need to keep my feet on the ground and not let my emotions get the better of me.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Faithful translation: To sit with hands tied
हाथ उठाना,to hit or bless,to raise the hand,I'll raise my hand carefully.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To wash one's hands clean
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"To put one's head up"" or ""To put one's head up"
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"I'm so busy, I can't even sit on my head."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,Bring a storm to your head
सिर फोड़ना,to fight violently,to smash/break the head,"To scratch one's head"" or ""To scratch one's head"
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" is used to describe someone who is feeling mentally exhausted due to work or responsibilities."
सिर का दर्द,a troublesome person,pain of the head,I have a headache.
सीने में जलन,to feel envy,burning in the chest,"सीने में जलना (sīne mein jalana) means ""to be in a state of being overwhelmed by something."
सीने पर बोझ,to feel guilt or burden,burden on the chest,सीने पर बोझ रखना (Put a stick in the eye)
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" means ""to fill a void"" or ""to fill a gap"" in Hindi. It is often used to describe the act of filling a gap or void in someone's life or situation."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The situation is getting worse.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Keep it terse and faithful to each component.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the sea.
मन बनाना,to make up one’s mind,to make up the mind,To think or ponder.
मन भर जाना,to lose interest,for the mind to become full,The mind is filled with knowledge.
मन खुश करना,to please someone,to make the mind happy,To make someone happy
मन बदलना,to change opinion suddenly,to change the mind,मन बदलना दुर्लभ है।
मन लगाकर काम करना,to work sincerely,to work having set the mind,"To work with the mind"" or ""To think before acting."
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,चार तालियां रखना (pahala pattha girane se pahala char taliyam rakhan)
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to ""to feel like a prisoner in chains"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,ते बाल्कीन बिल्ली में एक दिन अपने दोस्तों के साथ खेल रहे थे। उन्होंने एक बार अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपने दोस्तों के साथ खेलने के लिए एक खेल का नाम बनाया था। उन्होंने अपन
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it brief and true to each part.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नाओं को देखना
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make one's hands stink.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"To be on good terms"" or ""To be friendly"
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" means that something has become so boring or uninteresting that it has lost its appeal or entertainment value. It can be translated as ""to become boring"" or ""to lose its charm"" in Hindi."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later"
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),The sky is getting bigger and bigger.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Hide in the woman's pallu.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"The idiom ""बच्चों को भूखा मारना"" translates to ""To starve children"" in English."
