src,true_meaning,literal_translation,predicted
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Put a brain on the head.
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,"The idiom ""दिमाग गुम होना"" is translated to ""The mind becomes dumb"" in English."
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The brain's doorbell ringing
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,"The idiom ""दाँत किटकिटाना"" means ""to bite one's nails"" in Hindi. It is used to describe someone who is anxious or nervous about something, often to the point of worrying excessively. The phrase comes from the idea of someone biting their fingernails, which is a common nervous habit."
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To work with a broken tooth
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,"The idiom ""दाँतों तले अंगुली दबाना"" can be translated to English as ""to hit the nail on the head."
जुबान बंद कर देना,to silence someone completely,to shut the tongue,To keep it terse and faithful to each component.
जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off the source of income or support.
जुबान कसना,to rebuke harshly,to tighten the tongue,"The idiom ""जुबान कसना"" means to ""cut off the source of water"" or ""cut off the source of support."" It is used to describe a situation where someone or something that provides support or sustenance is taken away, leaving the person or thing in a difficult or desperate situation."
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,तारे बनाना (jubān ke pakke tarē bānā)
जुबान पर ताला,to keep secrets locked,a lock on the tongue,To put a nail in one's own shoe
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,"The phrase ""to lose one's temper"" captures the essence of the idiom, conveying the idea of losing control and becoming angry or upset."
जुबान सरक जाना,to misspeak,for the tongue to slide,To be in a pickle
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To maintain a connection or relationship between two people or things.
पसीना रोकना,to relieve effort,to stop sweat,"The idiom ""पसीना रोकना"" can be translated to ""Keep it terse and faithful to each component"" in English."
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),निर्णय नहीं करना
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,I have a headache.
सीने में जलन होना,to feel envy,to have burning in the chest,"The idiom सीने में जलन होना can be translated to ""to be in trouble"" or ""to be in a difficult situation"" in English."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"The idiom ""सीने में लावा उठना"" means to achieve victory or win in a competition or contest."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The idiom ""सीने पर बोझ होना"" means ""to be at a loss for words"" in Hindi. It is used to describe someone who is unable to find the right words to express themselves or to respond to a situation."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,एक वस्तु को आग में डालना या उसे बंद करना।
रंग दिखाना,to reveal true colors,to show color,Not seeing the color
रंगीन होना,to enjoy life freely,to become colorful,To be fashionable or popular.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" translates to ""to be in a bad mood"" or ""to be in a bad state of mind"" in English."
रंग उड़ना,to fade away,for the color to fly/fade,"The literal translation of ""रंग उड़ना"" is ""Color fly"". However, this does not convey the idiomatic meaning of the phrase. A natural English idiomatic translation would be ""To color outside the lines"" or ""To be unconventional""."
रंग जमना,to gain traction,for color to set,Change color to change color
रंग लगना,to start celebrating,to have color applied,Idiom: रंग लगना
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add color to something
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it simple and to the point.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it concise and faithful to each component.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Keep it brief and faithful to each part.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are hard.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"The idiom ""अपनी डींगे हाँकना"" (Apani dinge haanakna) means ""to speak one's mind"" or ""to express oneself freely."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Do not be self-important.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Don't let your anger speak.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"The idiom ""अंधे का हाथ बटेर लगना"" means that someone who is blind can still be attractive to others."
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To consider one's own mistake as increasing one's own mistake
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune","He who has a garden must not be a gardener"" (अपनी डफली अपना राग दोगुना देते हैं) is an English idiom that means to refrain from expressing one's anger or frustration, especially in a public or inappropriate manner."
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" means ""to lose one's mind"" or ""to go crazy"" in Hindi."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The phrase ""to keep one's head down and move forward"" is a natural English idiomatic translation of ""अक्ल घास चरने जाना."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a tilak on the hand of the blind
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,"To split the night, I must be fully immersed in my thoughts."
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,देखना
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,"To pick up a stick in the dark"" is a literal translation of the Hindi idiom ""अंधे की लाठी छीनना."
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the eyes of the blind cannot be opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The blind man's roti is the blind man's roti.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","Heard the name of the blind, but not seen with his eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"अंधा क्या चाहे, दो आँखें"
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten or make someone understand something that was previously unclear or unknown.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the blind the way.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,"Sit in the dark, it's bad."
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be in the dark music.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,To search for something in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"अंधे के हाथ में दीपक means ""to have a torch in the hands of the blind,"" which implies that someone is trying to lead the blind, but they are not doing it effectively or efficiently. It can also mean that someone is trying to help someone who is not capable of helping themselves."
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"He's always riding that blind hen, taking unnecessary risks."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To spread light in the dark.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","The king remains blind to the suffering of his people, just as the blind king in the story remains blind to the suffering of his subjects."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To remain bright in the darkness of misfortune.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to give a road to the blind
अंधा प्रेम करना,to love without reason,to love blindly,Keep it terse and faithful to each component.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,The hand of the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,"The sun is shining brightly, and the sky is a beautiful shade of blue. It's a beautiful day, and I'm feeling optimistic about the future."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To make the blind see in dreams
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To be in a state of ignorance or unawareness.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a path in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Look at the stars that have been scattered.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind is not bad.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Painting the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"What do the blind see, two eyes see."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it terse and faithful to each component.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,Drowning in darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"Do not remain in the company of the blind, who are not wise."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To be lucky in a bad situation
अंधेरे में भटकना,to wander without direction,to wander in darkness,To trip in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","The idiom ""अंधा प्रेम अंधा परिणाम से बाहर नहीं आता है"" is used to describe a situation where one's actions or decisions are driven by a strong and uncontrolled passion, leading to negative consequences."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for a light in the dark
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a torch in the hands of the blind
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,अंधेरे से डरना (Adhane se darna)
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,"The idiom ""अंधे को सीधा रास्ता दिखाना"" means to show the way to the blind. It is used to describe someone who shows the way to someone who is in a difficult situation or who is not able to see the way. It is often used to describe someone who is trying to help someone who is in need."
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To try to make sense of something or find a solution when there is no light or guidance available.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To keep the blind from seeing
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,अंधे की चड्डी चुराना (Adhne ki chaddi churana)
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of darkness
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To look around in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,Come out of the dark.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king ruled the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"The literal translation of the idiom ""अंधे की झोपड़ी में रोशनी नहीं आती"" is ""To give light in the darkness of an earthen hut."" However, this literal translation does not convey the idiomatic meaning of the phrase. The idiomatic meaning of the phrase is that there is no hope or solution to a problem."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To take the blindfold off
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep running a blind law.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,अंधेरे में रहना नहीं चाहिए
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to be afraid of the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To keep one's feet on the ground.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"Fall from grace or lose one's status or reputation, often due to misconduct or scandal."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To be in a state of confusion or disarray, unable to make sense of things."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",आप नहीं बने रहेंगे।
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To make the leaves of happiness flutter
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful atmosphere
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with your heart.
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep your heart and mind open to new ideas or perspectives.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" is used to describe a situation where someone's mind is in a state of confusion or uncertainty, as if their thoughts are constantly shifting between two opposing thoughts or emotions. It can also be used to describe a person who is indecisive or unsure about something."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone indifferent or apathetic towards something.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A deep connection between two hearts.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""दिल पर बोझ होना"" can be translated to English as ""To have a lump in one's throat,"" which conveys the idea of having a strong emotional connection or attachment to something."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Make the brain sweat.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder over something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,दिमाग लगाना ज़रूरी है।: The brain must be put on.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't speak up.
मुँह पर बोलना,to speak directly,to speak on the face,To speak with one's mouth
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक कटना,to lose honor,for the nose to be cut,To cut off one's nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,to stick out one's nose
नाक बचाना,to save face,to save the nose,To keep it brief and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep one's nose down.
नाक चढ़ाना,to act proudly,to raise the nose,नाक चढ़ाना (Nāk chhājānā)
कान खड़े करना,to become alert,to make the ears stand up,"To listen attentively and with interest, as if with your ears standing up."
कान में बात डालना,to inform secretly,to put the matter into the ear,To put words into someone's ear.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let your ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" means ""to lose one's footing"" or ""to slip and fall."" It is used to describe someone who loses balance or control and falls down, often due to a sudden loss of confidence or a momentary lapse in attention."
पैर उखड़ना,to lose stability,for the feet to get uprooted,To scratch one's ears
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,To sit with hands tied
हाथ उठाना,to hit or bless,to raise the hand,"I'll have to think about it for a bit, but I'll raise my hand when I'm ready."
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it concise and faithful to each part.
हाथ में खेलना,to control completely,to play in the hand,To keep it terse and faithful to each component.
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"To be on one's toes"" or ""To be alert and ready for something."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"Literal translation: ""To sit on someone's head"
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep your head up.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm to one's head
सिर फोड़ना,to fight violently,to smash/break the head,Show off one's knowledge or expertise in a pretentious manner.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"सिर पर कर्ज़ होना means ""to have a headache on one's head."
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck is not at all.
सीने में जलन,to feel envy,burning in the chest,ा (sēnē mēn jalana)
सीने पर बोझ,to feel guilt or burden,burden on the chest,बोझ देना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the sky with air
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"सीने पर हाथ रखना means ""to put one's foot in it"" in Hindi, which refers to making a mistake or doing something that could have been avoided, causing embarrassment or trouble."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't get involved in something that's not your business.
मन बनाना,to make up one’s mind,to make up the mind,"The idiom ""मन बनाना"" can be translated to ""to create an impression"" in English."
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated to English as ""to feel overwhelmed or burdened by thoughts or emotions."" The literal translation of the phrase ""मन भर जाना"" is ""Fill the mind with knowledge."" However, the idiomatic sense of the idiom is to feel overwhelmed or burdened by thoughts or emotions, which is a different meaning from the literal translation."
मन खुश करना,to please someone,to make the mind happy,नहीं करना
मन बदलना,to change opinion suddenly,to change the mind,बहुत आसान है।
मन लगाकर काम करना,to work sincerely,to work having set the mind,Keep it terse and faithful to each component.
मन जीत लेना,to win hearts,to win the mind,"मन जीत लेना (Man jīt lena) means ""to win the heart"" or ""to make someone feel special or loved."
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,He fears his body before the first leaf falls off.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel tied up with chains
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck became worse.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,"My life keeps coming back to me, whether I win or lose."
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To get out of a tight spot by being silent and remaining calm.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"घुटने टेक देना (Ghutne Teka Dena) means ""to take a break"" or ""to take a rest""."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To hide the feelings of the Khudai Khidmatgar
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make one's hands stink
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it brief and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" can be translated to English as ""to have one's brain melt away,"" which is a natural and idiomatic way to describe someone who is deeply affected or influenced by their thoughts or emotions."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","धंधा पहले, मज़ा बाद में आता है।"
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),To keep the sky from falling without making a decision.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide in the folds of a woman's clothing.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make someone hungry or famished, often used in a metaphorical sense to describe someone who is causing trouble or annoyance."
