src,true_meaning,literal_translation,predicted
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"The idiom ""सीने में लावा उठना"" can be translated as ""to lift up the head in the well"" in English."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,सीने पर बोझ होना (To have a headache on the forehead)
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"सीने में आग लगना means ""Fire breaks out in the well."
रंग दिखाना,to reveal true colors,to show color,Someone who is good at expressing their feelings or emotions through color.
रंगीन होना,to enjoy life freely,to become colorful,To be colorful
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"To be in a bad mood"" or ""To be in a foul mood"
रंग उड़ना,to fade away,for the color to fly/fade,Color Flutter
रंग जमना,to gain traction,for color to set,"The idiom ""रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग जमना रंग"
रंग लगना,to start celebrating,to have color applied,"To become affected or influenced by something, especially in a positive or negative way."
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add color to something
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it simple and straightforward.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Keep it terse and faithful to each component.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour because the grapes are sour.
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To keep it terse and faithful to each component.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep my nose up.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,नहीं करना
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To keep one's hand in the dark.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it hidden and make it seem even more confusing.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To accept one's own mistakes and understand them in one's own way without trying to justify them.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",They don't play their own tune.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's head or to lose one's composure.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The idiom ""अक्ल घास चरने जाना"" means ""to be so absorbed in one's thoughts that one does not notice what is happening around them."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To put a tilak on the hands of the blind.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,"Blindly cutting the red thread, blindly cutting the red thread."
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,नहीं बनाती
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take the blindfold off
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The eye of the blind has opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,They give a dark bread to the blind and a white bread to the sighted.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but did not see with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,बनाना चाहिए।
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,अंधेरे में रखा जाना means to keep something secret or hidden from others.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the road to the blind
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,अंधेरे में बैठना और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक और आगे बढ़ना अर्थात् अंधेरे में बैठक
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dark song.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To give a light to the blind.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blindfolded rooster
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king's subjects remain blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,अंधे के भाग्य में चमकना
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to give advice to someone who is already knowledgeable or experienced.
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with someone who is not worthy of it.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To take the hand of the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,"If you don't have a stick to hit the blind, then you don't have a rope to tie the blind."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light in dreams.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a path in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,अंधा रेवड़ी बाँटे नहीं
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To make the blind see.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but didn't see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,The blind will end up with two eyes.
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown in darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the bad luck of the blind, there is no place for a gap."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To be born into a bad situation.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble or fall in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Adhna Prem Adhna Parinaam is an idiom that means ""blind love leads to bad results."" It suggests that when one is so deeply in love that they lose their judgment and make poor decisions."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To look for light in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" means ""to shine a light on the blind,"" which is an expression used to describe someone who tries to help someone who is unable to see or understand something. In Hindi, it can be translated as ""to give light to the blind."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"The idiom ""अंधेरे से डरना"" means to be afraid of the dark. It implies that someone is afraid of the unknown or the dark, and it's often used to describe someone who is anxious or fearful of the unknown."
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the way to someone who is lost.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"In the dark, to look at something."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"The literal translation of ""अंधे को नजर आना"" is ""To keep an eye on the blind."" However, the idiomatic meaning of the phrase is ""to shine a light on someone"" or ""to bring someone to light,"" which implies that someone is being made known or exposed to the public, often in a negative or embarrassing way."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To stop the blind from walking
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"In the dark, searching for something"
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's umbrella
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the most of a bad situation.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look into the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"To emerge from darkness or ignorance, often used to describe someone who has gained knowledge or understanding."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"He's like a torch in the darkness of our lives, always providing light and hope."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To extract the blind stump.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,"अंधेरे में रहना नहीं चाहिए, जो अंधेरे की भूमिका नहीं लेनी चाहिए और जीवन के लिए भी अंधेरे के लिए नहीं चाहिए।"
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In the dark, light a lamp."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To put one's feet on the ground.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from the sky
हवा में उड़ना,to daydream or be overconfident,to fly in the air,Fly in the air
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",ा नहीं बनता
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be carefree and happy
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful mood is to be colorful.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart or emotions
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep your feelings in check.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Do not be too modest or humble.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart in and take it out.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To reduce the heat of the heart
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" means that two people have a deep emotional connection or bond, often implying a strong emotional attachment or love between them."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To make someone feel very happy or excited
दिल देना और लेना,to love and reciprocate,to give and take the heart,"The idiom ""दिल देना और लेना"" is used to express the idea of giving and receiving love or affection in a relationship."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" is used to describe someone who has a strong emotional influence on another person. It implies that their feelings or opinions have a significant impact on the other person's thoughts and emotions."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a lump in one's heart.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To make a hole in one's head
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" can be translated to English as ""to make the brain boil."
दिमाग खपाना,to think very hard,to expend/wear out the brain,"He was so focused on his work that he ended up eating his brain, forgetting about his family and friends."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It is important to think carefully before taking any risks or making any bold decisions.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,"The idiom ""मुँह में ज़ुबान नहीं जाती है"" translates to ""The tongue does not stick to the roof of the mouth"" in English. It means that someone is very skilled or knowledgeable in a particular field, and their expertise is so impressive that they can handle any situation without any difficulty."
मुँह पर बोलना,to speak directly,to speak on the face,Talk with your mouth.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"Don't make your mouth sweet, but disappear."
नाक कटना,to lose honor,for the nose to be cut,"The idiom ""नाक कटना"" is translated as ""to cut one's nose to spite one's face"" in English, which means taking extreme measures to achieve a goal or making a situation worse for oneself."
नाक ऊँची करना,to make someone proud,to raise the nose high,"To be proud or arrogant, to look down on others."
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep one's nose down
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's eyebrows
कान खड़े करना,to become alert,to make the ears stand up,"कान खड़े करना"" is an idiom that means to be completely absorbed or engrossed in something, as if one's ears are stuck to the sound. The literal translation ""To keep quiet"" is not exactly faithful to the original idiom, but it conveys the meaning of keeping quiet."
कान में बात डालना,to inform secretly,to put the matter into the ear,"The phrase ""put words in someone's ears"" is a natural English idiomatic translation of ""कान में बात डालना"" and conveys the meaning of talking excessively or without relevance, causing annoyance or irritation to the listener."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Do not let your ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,पैरों तले ज़मीन खिसकना
पैर उखड़ना,to lose stability,for the feet to get uprooted,"पैर उखड़ना (par ukhdaana) means ""to make a mess of things"" or ""to be out of touch"" in Hindi."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,(hāth baṅḍakar bāṭhna)
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand and participate in the discussion.
हाथ साफ़ करना,to steal cleverly,to clean the hand,"To keep it concise and faithful to each component"" is a literal translation of ""To keep it terse and faithful to each component."
हाथ में खेलना,to control completely,to play in the hand,"To play with one's hand, or to fiddle with something, often in a way that is not productive or meaningful."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To climb on one's head
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,He's in a tough spot. He's got to sit on the head of the table and figure out how to get out of it.
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it concise and precise.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"To cause a strong reaction or disturbance, often in a negative way."
सिर फोड़ना,to fight violently,to smash/break the head,"The idiom सिर फोड़ना means ""to be very excited or enthusiastic about something."" It is often used to describe a person who is very happy or excited about something."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,I'm in a pickle. I can't seem to get out of this headache on my head.
सिर का दर्द,a troublesome person,pain of the head,He's giving me a headache
सीने में जलन,to feel envy,burning in the chest,"सीने में जलना (sīnē mēn jalana) means ""to be in a bad situation"" or ""to be in trouble""."
सीने पर बोझ,to feel guilt or burden,burden on the chest,दिया जाता है
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the air with noise or excitement
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"The idiom ""सीने पर हाथ रखना"" (sīnē par hādh rakhana) means ""to hold one's nose"" or ""to avoid smelling something unpleasant"" in Hindi. It is used to describe the action of covering one's nose with one's hand to avoid smelling something unpleasant or to indicate that someone is trying to avoid something unpleasant or unpleasant. The literal translation is ""to keep one's hand on the reins,"" which is a metaphorical expression that means to have control or to be in charge of a situation."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Do not take a breath in the chest.
मन बनाना,to make up one’s mind,to make up the mind,Taking care of your mind is a great way to take care of yourself.
मन भर जाना,to lose interest,for the mind to become full,Fill the mind with knowledge
मन खुश करना,to please someone,to make the mind happy,It does not explain why it does not make one happy.
मन बदलना,to change opinion suddenly,to change the mind,मन बदलना
मन लगाकर काम करना,to work sincerely,to work having set the mind,Work with the mind attached
मन जीत लेना,to win hearts,to win the mind,To win the mind or to convince someone.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falls before the second does not fall
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to ""to feel like being tied up with chains"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck keeps getting worse and worse.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,मेरे जीते-जीते जीवन जीने के लिए
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The idiom ""दुम दबाकर निकल लेना"" is translated to ""To leave with a heavy heart"" in natural English."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it terse and faithful to each component.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To create a story around someone's feelings.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To put one's hands in one's pockets
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To keep it concise and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" means ""to be distracted or preoccupied with something else."" In Hindi, it is used to describe a person who is not focused on the task at hand and is instead thinking about something else."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, then fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Not to be swayed by high ideals or excessive value
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"To hide oneself discreetly or inconspicuously, often in a way that is not immediately noticeable."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To starve children
