src,true_meaning,literal_translation,predicted
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To have a hand that is blind and clumsy.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it under wraps.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,अपनी गलती मानना अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी अपेक्षा से अधिक ज्ञात करने के लिए अपनी गलती को अपनी
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",अपनी डफली अपना राग नहीं देता.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,I can't believe I lost my sense of proportion after that embarrassing moment.
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The idiom ""अक्ल घास चरने जाना"" means ""to be obsessed with something"" or ""to be preoccupied with something."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a turban on the hands of the blind.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blindly Cut the Rope
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,नहीं बनती
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,"The idiom ""अंधे की लाठी छीनना"" means ""stealing fire from the gods"" and implies taking something that is considered sacred or beyond one's reach, often implying a risky or dangerous endeavor."
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the eyes of the blind cannot be opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,अंधे की रोटी गीली रूप से खाने वाले नहीं
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind, but never saw him with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Even if you have two eyes, you will lose them if you keep them covered."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,अंधेरे में रखा जाना (Anndhera mein rakha jana) is an idiom that means to hide something in a dark place or to keep it hidden from others. It is often used to describe someone who is trying to keep a secret or to avoid being seen.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,अंधा धुन में लगे रहना
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To provide guidance or support to someone who is in need but is unable to see the way forward.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Riding a blind hen.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To shed light on the dark side.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","The idiom means that when a leader is blind to the needs of the people, the people become blind to the truth and follow the leader blindly."
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the bad luck of the blind, there is no light that comes."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Don't give the blind a path to follow.
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To give a blind man a stick
अंधे की लाठी,only source of dependence,a blind man’s staff,The stick of the blind man
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,"The idiom ""अंधे को सपने में रोशनी दिखना"" can be translated to English as ""to show light in dreams"" or ""to bring clarity to a situation or person."
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in darkness
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,"In the dark, finding the road."
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the darkness.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Keep it short and true to each part.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,"The idiom ""अंधे की किस्मत नहीं"" (Adhne ki kismat nahi) means ""not being lucky in the dark."" It implies that someone is not fortunate or successful in a particular situation or circumstance, despite their best efforts."
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","Heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"The meaning of the idiom ""अंधा क्या देखे, दो आँखें तो नहीं होतीं"" is ""What does a blind person see, if there are only two eyes?"" This idiom is used to describe a situation where someone becomes more aware or enlightened after experiencing something. It suggests that the person's perception or understanding of a situation or issue has significantly changed as a result of their experience."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it terse and faithful to each component
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To sink into darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,अंधे के भाग्य में छेद (Adhne ke bhaagya mein chhedenaa) is an idiom that means to be in the worst possible situation or to be unlucky.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To make a bad situation worse
अंधेरे में भटकना,to wander without direction,to wander in darkness,"The phrase ""to stumble in the dark"" is a natural and idiomatic translation of the given idiom. It accurately conveys the meaning of the idiom, which is to fall or stumble while walking in the dark."
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Dark love, dark result."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for hope in the dark
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" means ""to give a light to the blind"" and is used to describe someone who tries to help someone who is unable to see or understand something."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even the blind can find their way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"To be afraid in the dark, to sit in the dark."
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To provide a clear and direct path for someone who is blind or confused.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To try to see in the dark by lighting a lamp.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at the dark
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To show the light to the blind.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the path of the blind.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's cloak
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a blind person a mirror.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Don't try to make sense of the darkness.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king rules the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,नहीं देती
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from the eyes.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it brief and accurate to each element.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Do not stay in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"The blind should be guided, not left alone."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't fear the darkness.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"It's better to light a lamp in the dark, but the lamp doesn't stay lit after it's been lit in the dark."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The idiom ""धरती पर पैर रखना"" can be translated to ""to hold the ground"" or ""to stand firm"" in English."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"Fall from the sky (idiom) - This translation captures the idiomatic meaning of the original phrase, conveying the idea that something has happened unexpectedly and without warning. It is a natural and idiomatic way to express the idea of falling from grace or losing one's reputation."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To be at liberty"" or ""To move freely"
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",It doesn't rain in the water.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom ""खुशियों के झूले झूलना"" means that someone is experiencing a lot of joy or happiness, and it is so intense that it is constantly bouncing around inside them, making them feel very happy and content."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" means to have a lively or cheerful atmosphere or mood. It suggests that people are in a good mood and enjoying themselves."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with your heart.
दिल का मामला,a romantic issue,matter of the heart,A matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it in check.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too narrow-minded.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"To put in one's heart and take it out (or ""to put in one's heart and take it out"")"
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"The idiom ""दिल का बोझ हल्का करना"" can be translated to ""to make someone feel uncomfortable or uneasy, often by exposing their flaws or shortcomings."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Put fire in the heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take (Give and receive)
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" means to have a strong emotional connection or attachment to someone or something. It implies that one's feelings and emotions are deeply influenced by the person or thing in question."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""Dil par bojh hona"" means to feel a strong emotional connection or attachment towards someone or something."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To keep one's thoughts in a pot of rice.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The translation ""Make the brain boil"" is a natural and idiomatic way to express the idea of thinking deeply or pondering over something in English."
दिमाग खपाना,to think very hard,to expend/wear out the brain,"The natural English idiomatic translation of दिमाग खपाना is ""to think deeply about something."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,To be open and honest about one's thoughts and feelings is necessary.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't put a tooth in your mouth.
मुँह पर बोलना,to speak directly,to speak on the face,"The idiom ""मुँह पर बोलना"" means to speak without thinking or to blurt out something without considering the consequences."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Make one's mouth sweet is very good.
नाक कटना,to lose honor,for the nose to be cut,To give up on something to spite oneself
नाक ऊँची करना,to make someone proud,to raise the nose high,"To keep it terse and faithful to each component, without commentary, just the literal gloss:"
नाक बचाना,to save face,to save the nose,To keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,"The idiom ""नाक दबाना नहीं करना"" means to not be afraid of the challenges or difficulties in life."
नाक चढ़ाना,to act proudly,to raise the nose,"The literal English translation of the idiom ""नाक चढ़ाना"" is ""Not to let the nose go up,"" which means to not let one's pride or ego get in the way of one's actions or decisions."
कान खड़े करना,to become alert,to make the ears stand up,Put your ears up.
कान में बात डालना,to inform secretly,to put the matter into the ear,To spread rumors about someone without their knowledge.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"The idiom ""कान में जूँ न रेंगना"" means ""not to be swayed by external influences"" or ""to make a decision based on one's own judgment and not be influenced by others."" In Hindi, it is translated as ""निर्णय करना,"" which means ""to make a decision"" or ""to take a decision."" The idiomatic sense of this idiom is to make a decision based on one's own judgment and not be influenced by external factors."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
पैर उखड़ना,to lose stability,for the feet to get uprooted,To kick oneself or to kick one's heels.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,(Hāth bāṅkhār bājānā)
हाथ उठाना,to hit or bless,to raise the hand,"The idiom ""hāth uṭhānā"" means to raise one's hand or to signal something."
हाथ साफ़ करना,to steal cleverly,to clean the hand,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"Result: ""To climb on one's head"
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Sit on one's head
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm to one's head
सिर फोड़ना,to fight violently,to smash/break the head,To be concise and faithful to each component.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means ""to be in a difficult situation"" or ""to be in a tight spot"". It is used to describe a situation where one is in a difficult or challenging position and needs to find a way out."
सिर का दर्द,a troublesome person,pain of the head,The pain of the head.
सीने में जलन,to feel envy,burning in the chest,ा
सीने पर बोझ,to feel guilt or burden,burden on the chest,आपकी शिक्षा आपकी जीवन को नाली नहीं कर सकती है।
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to English as ""to fill the air with laughter"" or ""to make people laugh."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom ""सीना ठंडा होना"" translates to ""to cool down"" or ""to become calm"" in English."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hands on the steering wheel
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"The idiom ""सीने में साँस न लेना"" means ""to hold one's breath"" or ""to be silent"". It is used to describe someone who is hesitant or nervous about something, and is unable to speak or express themselves. The idiom is often used in situations where someone is waiting for a decision or outcome, and is unsure of how to proceed."
मन बनाना,to make up one’s mind,to make up the mind,"Experience making a mind"" is not a natural English translation of the Hindi idiom ""मन बनाना"". A more natural translation would be ""Imagine creating something in your mind""."
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" (Man Bhara Jana) means that something fills one's mind or thoughts with a particular idea or emotion."
मन खुश करना,to please someone,to make the mind happy,To make one's mind happy
मन बदलना,to change opinion suddenly,to change the mind,"मन बदलना means to change one's mind or perspective, and a literal translation of the phrase ""बहुत असर उत्पन्न करता है"" is ""changing one's mind has a great impact."
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's heart tied up
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,पहला पत्ता गिरने से पहले दुर्गम नहीं होता
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like you're tied up in chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,A wise solution for my bad luck
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,We are not losers even if we win repeatedly.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The literal translation of ""दुम दबाकर निकल लेना"" in English is ""to get out by keeping it short and true to each component."" However, this translation does not accurately convey the meaning of the idiom in Hindi."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"A native speaker would say ""To give a little bit of time"" to mean ""To make a small effort"" or ""To do something without much effort."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To make the feelings and expressions of the Khudai Khidmatgar agreeable.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make one's hands stink
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"The idiom ""लाड़-प्यार करना"" means to be overly friendly or overly nice, often to the point of being insincere or manipulative. It implies that someone is trying to be overly nice or friendly in a way that is not genuine or sincere."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To keep an eye on everything from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To be so absorbed in one's thoughts or ideas that they are unaware of their surroundings or other people.
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",आता है।
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"The idiom ""आसमान छूना (भाव/कीमतें) करना"" means ""to inflate prices"" or ""to make something seem more valuable than it is."" It is used to describe the act of increasing the price of something artificially, often for financial gain."
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"To hide oneself in the folds of a woman's clothing, often used to describe someone who is trying to avoid detection or attention by hiding in plain sight."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make someone feel hungry or deprived, often in a metaphorical sense."
