src,true_meaning,literal_translation,predicted
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The idiom 涣然冰释 means ""to be completely at ease or at peace."" It is used to describe a situation where there is no longer any tension or conflict."
游刃有余,Be move than equal to a task,Do it with ease,游刃有余
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Catch fish in muddy water.
浑然一体,An integral whole,All in one,"-All-in-one, seamless, integrated, and unified."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,"The idiom ""温故而知新"" means to review the past to gain new insights or knowledge."
沧海横流,The changes and disorders of the times,Across the sea,The vast sea surges.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,灭此朝食
滴水成冰,Freezing cold,Dripping into ice,To freeze over like a drop of water.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Overconfidence can lead to loss, while humility brings benefits."
满城风雨,Become the talk of the town,Wind and rain all over the city,A storm of public opinion.
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,She was a real泼妇骂街.
滥竽充数,Just to fill up a vacancy,Excessive use of data,滥竽充数 (làn yú chōng shù)
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"Add fuel to the fire"" is a natural English idiom that conveys the same meaning as the Chinese idiom ""火上加油."" It is a common phrase that native speakers use to describe someone who makes a situation worse or more intense."
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fire trees and silver flowers illuminate the night sky.
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Uwu Xiansheng
烈火见真金,True blue will never stain,Fire sees real gold,The idiom 烈火见真金 (liè huǒ jiàn zhēn jīn) means that only the true gold will be revealed in the face of adversity or hardship. It conveys the idea that true qualities or character will be tested and shown when faced with challenges or difficulties.
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,"The idiom 烘云托月 (hōng yún tuō yuè) means ""to create a false impression"" or ""to embellish something."" It is often used to describe someone or something that is not as good as it seems, or to describe a situation where the truth is hidden or distorted."
无米之炊,Make bricks without straw,Cooking without rice,"No rice to cook a meal"" (wú mǐ zhī chuī)"
无风不起浪,Theres no smoke without fire,"No wind, no wave","There is no wind, and waves do not rise."
无风起浪,Make trouble out of nothing,No wind and waves,"The project was completed without any issues, it just happened naturally."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,There is no one who is invincible in the world.
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, receive rewards."
无计可施,Utterly without resources,Nothing can be done,"The idiom ""无计可施"" means ""to have no way out"" or ""to be at a loss for what to do"". It implies that someone is unable to find a solution or a way to handle a situation."
无济于事,Useless,To no avail,No use at all
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,There is nothing that does not come to the Three Holy Palaces.
无事生非,Create problems where none exists,Much Ado About Nothing,"No matter what, create trouble."
无所适从,With no definite plan to follow,At a loss,no place to turn to
无恶不作,Commit all manner of crimes,Do no evil,The person is completely immoral and has no moral boundaries.
无以复加,In the extreme,Can't be added,There is nothing more to add.
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","Water without a source, tree without a root."
无缘无故,For no reason at all,For no reason,Without any reason.
无庸赘述,It's unnecessary to go into details,Needless to say,"The phrase ""无庸赘述"" is used to indicate that something is self-explanatory or that there is no need to provide additional details since the information is clear and understood."
烟消云散,Disappear in a flash,Disappear into smoke,The issue has been resolved and is now completely gone.
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Cook the crane and burn the zither.
照猫画虎,Imitate,Draw cats and tigers,"The idiom 照猫画虎 can be translated as ""imitating someone or something without fully understanding it"" in natural English."
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",茕茕孑立，形影相吊
煽风点火,Instigate,Fan the flames,Stir up trouble or create conflict.
熟视无睹,Ignore,Turn a blind eye,熟视无睹 (shú shì wú dǔ) means to be indifferent or unconcerned about something that is right in front of you.
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The swallow's nest on the curtain.
争权夺利,Scramble for power and profit,Scramble for power,"The natural English translation for ""争权夺利"" is ""fight for power and wealth."
争长论短,Squabble,Debating long and short,We were just arguing about who had the better penmanship.
为民请命,Plead in the name of the people,Pray for the people,For the people to ask for mercy.
为非作歹,Break the law,To do evil,"The literal translation of ""为非作歹"" is ""do evil and commit crimes."
为富不仁,Be rich and cruel,For the rich,To be unkind to the rich.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give wings to a tiger.
为虎作伥,Help a villain do evil,Play for the tiger,To be a willing accomplice
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,"To drive away birds from a bush"" is a literal translation of the idiom ""为丛驱雀."" This idiom is often used to describe someone or something that is causing trouble or disturbance, but it can also be used to describe someone or something that is causing trouble or disturbance."
为所欲为,Have (or get) one's own way,Do whatever you want,"The natural English translation of ""为所欲为"" is ""to do as one pleases""."
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"Drive fish into the abyss, drive birds into the thicket."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"The wall falls, and everyone pushes."
片甲不留,The army is completely wiped out,No armor left,"The person has completely destroyed or defeated their enemy, leaving nothing behind."
片瓦无存,Be razed to the ground,No tiles left,Not a tile remains
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,"The literal translation of 牛头不对马嘴 is ""Cattle's head does not match the horse's mouth."" This phrase is used to describe a situation where someone's words or actions do not make sense or are not related to the topic being discussed."
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,"牛鬼蛇神 (niú guǐ shé shén) can be translated to ""a wide range of strange and supernatural beings"" or ""diverse and bizarre entities"" in natural English."
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling a lock of hair causes the whole body to move.
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,The dog is so desperate to escape that it jumps out of its hole or wall.
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,"The idiom ""狗血喷头"" can be translated as ""spitting blood like a dog"" in English. It is used to describe a situation where someone is extremely angry or upset, to the point of losing control and expressing their emotions in a violent or extreme manner. The idiom is often used to describe a person who is losing their temper or becoming aggressive."
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox takes advantage of the tiger's power to intimidate other animals.
狐群狗党,A gang of scoundrels,Fox and Dog Party,"The idiom ""狐群狗党"" can be translated into English as ""a pack of wolves and a pack of dogs."
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A clever rabbit with multiple hiding places.
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,"Narrow roads meet, the brave one wins."
独霸一方,Be a local despot,Dominate one side,"The idiom ""独霸一方"" translates to ""dominate one's own territory"" in English."
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,"The idiom 独木不成林 (dú mù bù chéng lín) means that a single tree cannot make a forest. It implies that one person or thing alone is not enough to accomplish something, and that it takes a collective effort to achieve a goal."
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"One Man, the People's Enemy"
独占鳌头,Head the list of successful candidates,Come out on top,独占鳌头 means to be the top or the best in a competition or contest. It is used to describe someone who has achieved the highest rank or position in a particular field or event.
率由旧章,Follow the beaten track,Rate by old chapter,"A natural English idiomatic translation: ""Stick to the old ways"
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","Jade is not polished, it cannot become a useful tool."
玩火自焚,Whoever plays with fire gets burnt,Play with fire,Play with fire and burn yourself.
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,"The idiom 珠圆玉润 means that something is well-made and polished, like a perfectly polished gem."
班门弄斧,Show off in the presence of an old hand,Ban door axe,Playing with a classmate's axe
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A small flaw does not hide a great virtue.
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Flaws and virtues are seen together
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A timely snow brings a bountiful year.
璞玉浑金,Unadorned beauty,Raw jade and gold,璞玉浑金 means to be naturally talented or gifted without any artificial embellishments.
瓜田李下,Be found in a suspicious position,Melon Field Lixia,"Watch your step, don't do anything that could get you into trouble."
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,A pot with a loud bell or a pot with a loud drum
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a pot.
瓮中捉鳖,A sure catch,Catching turtle in urn,A turtle caught in a pot.
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To acknowledge defeat or accept a lower position or status.
甘之如饴,Gladly endure hardships,Sweet as candy,Enjoy it as sweet as honey
甚嚣尘上,Making a lot of noise,All over the place,"The idiom ""甚嚣尘上"" can be translated to the English idiom ""to create a great deal of noise or stir"". This idiom is often used to describe a situation where a topic or issue becomes widely discussed and debated, often to the point of being overwhelming or disruptive. The literal translation of the idiom is ""very noisy and dust-filled""."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"The idiom ""生米煮成熟饭"" can be translated to the English phrase ""It's too late to change now."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"用兵如神: To be a military genius, to be able to command troops like a god, to be able to lead troops with great skill and wisdom, to be able to use troops like a god."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,A male thief and a female prostitute.
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Keep the green mountain alive, not afraid of not having firewood to burn."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Finish the job in one stroke.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Drawing a cake to quench hunger
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"The idiom ""画虎类狗"" (Huà hǔ lèi gǒu) is used to describe someone who tries to be like another person but ends up looking or behaving differently due to their own personality or circumstances."
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"When the opportunity arises, make a quick decision."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is often blind to problems, while those who are not directly involved can see them clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To make a fool of oneself in front of others
当仁不让,Not decline to shoulder a responsibility,Do your part,"When the right person is present, one does not hesitate to act."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore or disregard something, as if it's just a whisper in the wind."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Stack upon Stack of Houses
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,疾风知劲草 (jí fēng zhī jìng cǎo)
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,To hate evil as one would hate an enemy.
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"When sick, seek out any doctor"
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Disease enters through the mouth, disaster comes out of the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A lazy toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,"The literal English translation of ""登峰造极"" is ""Reach the peak and achieve the utmost."
登堂入室,Pass through the hall into the inner chamber,Entering the room,"The literal translation of ""登堂入室"" is ""Enter the hall and enter the room,"" which doesn't convey the idiomatic meaning. However, a natural English translation could be ""Master the craft."
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Confucius said, ""If you work hard, you will forget to eat and sleep, find pleasure in work that forgets about worries, and don't know that old age is approaching like this."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,"白璧微瑕 (bái bì wēi xiá) is a Chinese idiom that means ""a white jade with a slight flaw."" It is often used to describe something that is highly valued or admired, but still has a minor flaw or imperfection. The literal English translation of the idiom is ""White Jade with a Minor Blemish."
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,"To live together until death"" or ""to remain together until the end of one's life."
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,To see ghosts during the day.
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To shoot an arrow through a cypress tree from a hundred steps away.
百废俱兴,Full-scale reconstruction is under way,Everything is booming,All things are revived.
百读不厌,Be worth reading a hundred times,Never tire of reading,I love reading this book. I can read it a hundred times without getting tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,"A native speaker would say ""There are a lot of things to do"" or ""We have a lot on our plate."
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A hundred years of harmony
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,"The idiom 百炼成钢 (bǎi liàn chéng gāng) can be translated as ""a hundred times refined into steel"" in English."
百孔千疮,In a disastrous state,Riddled with gaping wounds,A hundred holes and a thousand wounds
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers bloom, a hundred schools of thought contend."
百战百胜,Invincible,Win every battle,"A hundred battles, a hundred victories."
百川归海,All things tend in one direction,A hundred rivers return to the sea,A hundred rivers flow into the sea.
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-foot centipede, even when it dies, does not become stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,"I've heard a hundred stories about it, but I still need to see it for myself to believe it."
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy and satisfied.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"A person's face may show a smile, but their true emotions are not reflected in their facial expression."
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","If the skin is not there, the hair will have nowhere to attach."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,A reputation that cannot be matched.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,I can't refuse his generous hospitality.
尽力而为,Do one's best,Do your best,"尽力而为 (jìn lì ér wéi) can be translated as ""Do one's best to do something"" in English."
尽心竭力,(do something) with all one's heart,Do my best,尽心竭力 means to work very hard and put one's heart and soul into something. It emphasizes the dedication and effort put into a task or endeavor.
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny","Try your best, but accept that the outcome is beyond your control."
目不转睛,Look with fixed eyes,Keep an eye on,"A native speaker would say something like ""He was staring at her with such intensity that I could barely take my eyes off her."
目光如炬,Farsighted,Eyes like torches,"A native speaker would say: ""His eyes were like a torch, piercing through the crowd."
盲人摸象,One-sided view,Blind man touching elephant,Blind men touching an elephant
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,"Blind men and blind horses, walking at night on the deep pool."
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your own opinion.
相辅相成,Supplement each other,Complement each other,"The idiom ""相辅相成"" can be translated to ""complementary"" or ""mutually reinforcing."
相得益彰,Bring out the best in each other,Complement each other,"相得益彰 (xiāng dé yì zhāng) is an idiom that means two or more things or people complement each other's strengths, resulting in a greater whole."
相提并论,Put something (or somebody) on a par with,On a par,相提并论
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Respect each other like guests.
相知有素,Have known each other long,Know each other well,相知有素 - To have a long-standing friendship or to have known each other for a long time.
相安无事,Live in peace with each other,Everything is fine,"相安无事 means ""to live in harmony without any trouble or conflict."" It implies that people or things are getting along well and there is no tension or disagreement between them."
相依为命,Shore one's life together,Depend on each other,"The idiom 相依为命 can be translated to ""to rely on each other for survival"" or ""to be dependent on each other for survival."
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"The idiom ""相映成趣"" means that two or more things complement each other and create a pleasant or interesting contrast or combination. It implies that when two or more things are paired together, they enhance each other's qualities and make a more enjoyable or interesting experience."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","Frown one's brow, plan in heart."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","Adapt to the situation, tailor to the needs."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,真金不怕火炼
真相大白,The whole truth has come out,The truth is revealed,The truth is revealed
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,He has high expectations but lacks the skills to achieve them.
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,睚眦必报 (zì zì bì bào) means to hold a grudge and seek revenge for even the slightest offense. It implies that someone is vengeful and will not let go of a slight insult or slight wrong done to them.
睹物思人,The thing reminds one of its owner,See things and think people,I remember my grandmother's old cookbook when I see her handwriting on the pages.
瞎子摸鱼,Act blindly,Blind man fishing,Blind man groping for fish
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,"Blind man points lantern, waste wax."
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person sees money and opens his eyes.
瞒天过海,Practice deception,Cross the sea,"The literal translation of ""瞒天过海"" is ""Hide the sky and cross the sea."
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Knowing both your strengths and your weaknesses, as well as your opponent's, ensures victory in any battle."
知法犯法,Knowingly violate the low,Know the law and break the law,"知法犯法 (zhī fǎ fàn fǎ) means ""knowing the law but breaking it."
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Recognize the challenge and proceed.
知过必改,Know one's faults and correct them,Knowing must change,"知过必改 means ""to know one's mistakes and correct them."" It emphasizes the importance of acknowledging one's faults and taking steps to rectify them."
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","Know one thing, don't know the other."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","A natural English idiomatic translation of ""知无不言，言无不尽"" is ""To speak freely and without reservation, without holding anything back."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,"短兵相接 means ""clashing swords,"" which is a metaphor for intense conflict or confrontation. It implies that two parties are engaged in a fierce battle or struggle against each other."
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,"A natural English idiomatic translation: ""It's like a stone sinking into the sea."
破釜沉舟,Cut off all means of retreat,Burn one's boats,破釜沉舟
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,破涕为笑 (pò tì wéi xiào)
破旧立新,Destroy the old and establish the new,Break the old and build the new,破旧立新 means to discard the old and establish the new. It implies that something old or outdated should be replaced with something new and better.
硕果仅存,One of the few still lest,Only fruit remains,The only remaining fruit.
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,Grinding a pestle into a needle.
碍手碍脚,Be a hindrance,Get in the way,Obstructing hands and feet
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","No one knows, no one can find out."
神采奕奕,Glowing with health and radiating vigor,In high spirits,The person was full of spirit and radiated energy.
神色自若,Be perfectly calm and collected,Look at ease,"神色自若 (shén sè zì ruò) means ""composed"" or ""calm"" in English. It refers to someone who remains calm and collected in a situation that would normally cause them to be nervous or upset."
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come alone.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,"A native speaker would say ""bring disaster to the country and harm the people"" or ""bring ruin to the country and harm the people"" to convey the same meaning."
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune never comes twice, misfortune never comes alone."
秀而不实,Flowering but producing no fruit,Show but not truth,"A native speaker would say: ""It looks good, but it doesn't produce anything."
私相授受,Make an illicit transfer,Give and receive privately,"The idiom ""私相授受"" means ""private exchange"" or ""private interaction"" in Chinese. It refers to a situation where two people engage in a private conversation or exchange of information without the presence of others. This idiom can be used to describe a secretive or confidential exchange between two individuals."
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,Autumn wind sweeps away the fallen leaves.
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,"Not taking even a hair from someone"" or ""Not taking anything from someone."" It means to be completely honest and not to take anything without permission or without causing any harm."
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,The results of your actions will be similar to the actions themselves.
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,Claiming to be the only one and being the only one.
称兄道弟,Be on intimate terms,Call each other brothers,"We're just like brothers, calling each other 'bro"
称王称霸,Act like an overlord,Lord it over,"A natural English idiomatic translation of 称王称霸 (Chēng wáng chēng bà) is ""to be the undisputed leader""."
积年累月,For months and years,Over the years,Over a long period of time.
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to prevent hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,"The idiom ""积重难返"" means that once a habit or a situation has become deeply ingrained, it is difficult to change or reverse it."
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Accumulated feathers sink a ship.
稳操胜券,Have full assurance of success,Be sure to win,To have a sure victory.
空中楼阁,Daydream,Castle in the sky,Floating Palace
穿针引线,Act as a go-between,Thread the needle,"The natural English idiomatic translation for 穿针引线 is ""to act as a go-between."
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,"突飞猛进 (tū fēi měng jìn) means ""to make rapid progress"" or ""to advance rapidly."" It is often used to describe someone or something that is making significant and rapid improvements or advancements."
穷兵黩武,Adopt a warlike policy,Go to war,"The idiom 穷兵黩武 (qióng bīng dú wǔ) translates to ""waging war for the sake of war,"" which means engaging in military actions without any clear strategic or moral purpose. It suggests that a country or group is using its military might indiscriminately, often for aggressive or expansionist purposes, without considering the consequences or the need for such actions. This phrase often carries a negative connotation, indicating a lack of restraint or wisdom in military affairs."
穷途末路,Dead end,No way no money,"穷途末路 (qióng tú mò lù) means ""to be at the end of one's rope"" or ""to be in a desperate situation with no way out."" It implies that someone is in a very difficult and hopeless situation, with no hope of improvement or rescue."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"The idiom 穷山恶水 means ""desolate and barren mountains and waters,"" often used to describe a difficult or unfavorable situation."
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"The idiom 穷则思变 means ""when in a difficult situation, think of changing things."" It suggests that when faced with challenges or obstacles, one should consider alternative solutions or strategies to overcome them."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To figure out the direction to achieve one's goal.
立锥之地,A tiny bit of land,The land of the cone,A place to stick a pin in
立身处世,How to get along with people,Live in the world,Live in the world
立足之地,Standing-room,Gain a foothold,"The idiom ""立足之地"" means ""a place to stand firm"" or ""a base of operations."" It refers to a position or situation where one can establish oneself and maintain stability."
竭尽全力,To the best of one's ability,Make every effort,Exhaust all efforts
端倪可察,Have found a due to something,Clues can be seen,"The idiom 端倪可察 means that there is a clear indication or sign that something is about to happen or is happening. It suggests that the situation is not yet fully developed, but there are already some clues or hints that can be observed or noticed."
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,Smile with a hidden knife
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,"A natural English idiomatic translation for ""笨鸟先飞"" is ""The early bird catches the worm."" This phrase is often used to encourage someone to start working on a task or project early in order to have a better chance of success."
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","See a leopard through a tube, and you can see a spot."
箭在弦上,A point of no return,Arrow on the string,"The arrow is on the string, and it cannot be fired."
筚路蓝缕,The pioneering spirit,Bilu blue thread,"筚路蓝缕 (bì lù lán lǚ) is an idiom that means to travel on a rough road with a simple carriage and eat food made from bamboo leaves and rice. It is used to describe the hardships and difficulties faced during the early stages of building something, such as a new city or a new enterprise. The idiom suggests that the journey was not easy, but the perseverance and determination of the people involved were essential to achieving success."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,箪食壶浆 is an idiom that describes the joy and gratitude of the local population when a victorious army arrives.
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"The idiom ""米珠薪桂"" can be translated into English as ""rice is as precious as pearls, and firewood is as expensive as jade."" This idiom is used to describe a situation where something is extremely expensive or rare."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,Broad strokes and rough outlines
粥少僧多,Not enough to go around,"Less porridge, more monks",Few monks for the small bowl of porridge.
精兵简政,Streamlined administration,Efficient and streamlined administration,To make government or organizational structures more efficient and effective.
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,We need to establish a set of three simple rules to follow.
纷至沓来,Come in a continuous stream,One after another,纷至沓来
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"The idiom 绝处逢生 can be translated as ""to find life in a desperate situation"" or ""to survive in a hopeless situation."
绞尽脑汁,Rack one's brains,Racking my brains,Painstakingly think out every detail
络绎不绝,Unending,An endless stream,"The idiom 络绎不绝 (luò yì bù jué) is often used to describe a situation where something is happening or being done in a continuous and unending manner. The literal English translation of the idiom is ""Continuously flowing without end."
经年累月,For years,Over the years,"Year after year, month after month"
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Heroes
绰绰有余,More than sufficient,More than enough,"The idiom ""绰绰有余"" can be translated into English as ""there is plenty of room for something or someone."
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,A soft heart harbors a sharp needle
紧锣密鼓,Wildly beating gongs and drums,In full swing,紧锣密鼓 means to prepare for something with great effort and enthusiasm. It is often used to describe a situation where people are working hard to achieve a goal.
缘木求鱼,A useless search,Edge wood for fish,"A native speaker would say: ""You're trying to climb a tree to catch a fish. That's impossible!"
缓不济急,Slow action cannot save a critical situation,In no hurry,缓不济急
缩头缩脑,Shrink from responsibility,Shrink your head,"The idiom 缩头缩脑 means to be timid or fearful, as if one is shrinking their head and body. It is often used to describe someone who is hesitant or unwilling to take action or confront a situation."
总而言之,To make a long story short,All in all,In summary
