src,true_meaning,literal_translation,predicted
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"The idiom ""अंधा रेवड़ी बाँटे"" means ""to spread rumors or gossip"" in Hindi. It is derived from the phrase ""अंधा रेवड़ी"" which literally translates to ""blind rumour"" or ""rumour without evidence."" The idiom suggests spreading false or unverified information, often with the intention of causing harm or mischief."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,"The idiom ""Andh ke kismat"" means being born into a family of criminals or bad people, implying that the person is not born with good fortune or luck, but rather with a family or environment that is associated with negative or undesirable traits."
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,"The idiom ""अंधे को रंग दिखाना"" can be translated as ""to enlighten the blind with color"" in English. This means to make someone understand something that they were not aware of before."
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें बनाए जाते हैं।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it terse and faithful to each component.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To lose oneself in the darkness of ignorance.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,To carve out a niche for oneself in a competitive environment or among a group of people.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Dark love leads to a dark result
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"In the darkness, seek guidance or support."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Give a light to the blind.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind also found the path.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Provide clear and direct guidance to someone who doesn't need any assistance.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see the blind.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To stop someone from doing something or to prevent them from achieving their goal.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark.
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,To steal from the blind.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"Give someone a chance to see their own potential or to believe in themselves, even when they feel hopeless or lost."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the darkness useful
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Looking for something in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from the shadows.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"The idiom ""अंधा राजा राज्य चलाना"" translates to ""to govern a kingdom with a blind king"" in English. This idiom is used to describe a situation where a leader or ruler is incompetent or lacks the necessary skills to govern effectively, often leading to chaos and mismanagement."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To give light to a dark house
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To cut off the blind stump
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"The idiom ""अंधा कानून चलाना"" can be translated to ""to operate a blind law"" in English."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Do not want to stay in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to fear the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,To light a lamp in the dark is good.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The natural English idiomatic translation for ""धरती पर पैर रखना"" is ""to take the initiative."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" (Aasamans se girana) is a Hindi idiom that means ""to fall from the sky"" or ""to be born into a family or situation."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly away
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","The idiom ""पानी में रहकर मगर से बैरी नहीं बनता"" means that someone is not able to withstand or endure a certain situation or pressure, and it will eventually give in or break. It is often used to describe a person who is easily influenced or swayed by others, or who is not strong enough to resist temptation or adversity."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The fluttering of happy wings.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful or lively atmosphere.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,"Don't be narrow-minded, then your understanding will grow."
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart into something and take it out again.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To keep the heart's marrow thin
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" (Dil se dil ka rishtha) means a deep emotional connection or bond between two people, often implying a strong emotional attachment or love."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"To cause someone to feel intense emotion or excitement, often leading to a strong reaction or response."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and Take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a headache on the mind.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a clear idea or understanding of something.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"To be completely immersed in one's thoughts, to become detached from reality or lose touch with the outside world."
दिमाग खपाना,to think very hard,to expend/wear out the brain,"दिमाग खपाना (dimāga khapānā) means ""to waste time or energy on something unproductive or unnecessary."
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,"The literal translation of the Chinese idiom ""to keep the brain"" is ""to lure those people who are accustomed to luring the brain."
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,To be unable to speak or express oneself due to nervousness or embarrassment.
मुँह पर बोलना,to speak directly,to speak on the face,"To talk a lot"" or ""To be talkative"
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"To make someone feel comfortable or at ease, often by being kind or polite."
नाक कटना,to lose honor,for the nose to be cut,To cut off the nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,Not knowing how to raise one's voice
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep it terse and faithful to each component
नाक चढ़ाना,to act proudly,to raise the nose,"To speak or act in a way that is overly aggressive or confrontational, often to the point of being offensive or insulting."
कान खड़े करना,to become alert,to make the ears stand up,To keep one's ears up.
कान में बात डालना,to inform secretly,to put the matter into the ear,Put a talk in one's ear
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"The phrase ""not to get carried away"" or ""not to be too enthusiastic"" is a natural English translation of the Hindi idiom ""कान में जूँ न रेंगना."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,He lost his footing and fell.
पैर उखड़ना,to lose stability,for the feet to get uprooted,To keep one's feet on the ground
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands and sit down.
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand
हाथ साफ़ करना,to steal cleverly,to clean the hand,To not let one's own thoughts or opinions dominate or overwhelm one's mind.
हाथ में खेलना,to control completely,to play in the hand,To play with one's hands.
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To put one's head on the chopping block
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" translates to ""to be stubborn"" in English."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"To cause a strong reaction or disturbance, often in a negative way, by bringing up a sensitive or controversial issue."
सिर फोड़ना,to fight violently,to smash/break the head,"The idiom ""सिर फोड़ना"" can be translated to English as ""to stick one's head out"" or ""to be overbearing."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a headache
सिर का दर्द,a troublesome person,pain of the head,Headache
सीने में जलन,to feel envy,burning in the chest,Burn in hell
सीने पर बोझ,to feel guilt or burden,burden on the chest,To be stuck in a rut or stuck in a bad situation.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The rumors were flying around like a swarm of bees, filling the air with noise."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To be completely absorbed in something
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,सीने में साँस न लेना जाने वाला
मन बनाना,to make up one’s mind,to make up the mind,"मन बनाना means ""to make the mind"" or ""to create something with minimal effort or resources."
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated to English as ""to be filled with knowledge."
मन खुश करना,to please someone,to make the mind happy,मन खुश करना
मन बदलना,to change opinion suddenly,to change the mind,The mind cannot change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind tied up.
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,तुम्हें अपनी बात करनी होगी।
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"To feel like a prisoner or bound by something, often referring to being restricted or limited in some way."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck is not bad.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,Like a young tree that grows taller and stronger with each passing day.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The phrase ""to take a deep breath and leave"" is a natural English idiomatic translation of the Chinese idiom ""du m daba kara nikal lena."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"घुटने टेक देना means to give a small gift or present, often as a token of appreciation or goodwill."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To see the emotions of the audience with one's own experience.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"To be hesitant or nervous, to be afraid of something."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"The idiom ""लाड़-प्यार करना"" means to be overly familiar or overly friendly with someone, often in a way that is inappropriate or inappropriate for the situation."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have one's mind wander
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),आसमान छूना (भाव/कीमतें) means to put a price on something. It means to assign a value or price to something.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,"Keeping it terse and faithful to each component. No commentary, just the literal gloss."
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"बच्चों को भूखा मारना (Bachchon ko bhukha marana) means ""to give someone a hard time"" or ""to make them suffer."
