src,true_meaning,literal_translation,predicted
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but didn't see with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to see, just open your eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dark song
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"अंधे के हाथ में दीपक देना (Aandhke hāth mein deepak dena) means ""to give a lamp to an owl"" or ""to provide unnecessary help."
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blindfolded horse
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king's subjects are blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"The idiom ""अंधे के भाग्य में चमकना"" means that someone who is in a difficult or unfortunate situation does not receive any positive or favorable outcome or result."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to show the road to the blind
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,"The idiom ""अंधे को हाथ का सहारा देना"" means to help someone who is blind, often used to describe giving someone a hand or a helping hand in a difficult situation."
अंधे की लाठी,only source of dependence,a blind man’s staff,"अंधे की लाठी उठाना (Adhne ki lāṭhī uṭhānā) is a Hindi idiom that means ""to remove the veil of ignorance"" or ""to shed light on a situation."" It is derived from the idea of lifting an axe, which is a tool used to cut through darkness or ignorance. In this context, it means to shed light on a situation or to remove the veil of ignorance."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see light in the dreams of the blind.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in the dark
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Looking for a path in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"अंधा रेवड़ी बाँटे can be translated as ""to spread false rumors"" or ""to create a false impression."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Not the fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें खो जाती हैं।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To keep it terse and faithful to each component.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown in darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,अंधे के भाग्य में छेद
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The luck of the blind does not awaken.
अंधेरे में भटकना,to wander without direction,to wander in darkness,"To trip or stumble in the dark, often used to describe someone who is clumsy or unsteady, especially when they are not paying attention to their surroundings."
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Dark love, dark result"
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a light on the hands of the blind
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind person can find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,"The idiom ""अंधेरे से डरना"" means to be afraid of the dark or to be scared in the dark."
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the blind the direct path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To look at something in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"To make someone aware of something, often in a subtle or indirect way."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To avoid a path that is uncertain or dangerous.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"The idiom ""अंधेरे में खोज करना"" means ""to search in the dark"" or ""to look for something in the dark,"" which implies that someone is trying to find something but is not sure where to look or how to proceed."
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Steal the dark night's curtain
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"The idiom ""अंधे को दर्पण देना"" can be translated to ""To enlighten the blind"" in English."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look around in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"The idiom ""अंधेरे से बाहर आना"" can be translated to ""To emerge from the dark"" in English. This idiom is used to describe someone who has been in a difficult or challenging situation and has finally found a way out or resolution."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king governs the country.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,The light does not come in through the blindfolded eyes of the blind.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" translates to ""pulling out the blindfold"" in Hindi, meaning to eliminate something that is causing blindness or ignorance, allowing someone to see or understand something clearly."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,It is not advisable to live in darkness.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,It is necessary to guide the blind.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"Do not fear the unknown, even in the unknown, you know that you are not in the unknown."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's good to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on one's own two feet
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" can be translated as ""to fall from grace"" or ""to lose one's status"" in English. It is used to describe someone who has suddenly and unexpectedly become successful or famous."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,(Hawa mein udrana) - Meaning: To defy or challenge something.
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","Stay in water, but not become a frog."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The rustling of happiness.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a lively and cheerful atmosphere.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with your heart (or: Play with your feelings)
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too sentimental.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" means ""to put one's heart into something and then take it out,"" which is often used to describe the process of deeply engaging with an idea or task, and then moving on to another one."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To keep one's heart light (dil ka bojh halka karana).
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart connection
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"दिल में आग लगाना means ""to set fire to the heart"" in English, which is used to describe a situation where someone is so upset or angry that they are ready to start a fight or argument."
दिल देना और लेना,to love and reciprocate,to give and take the heart,"The idiom ""दिल देना और लेना"" means to give and receive love."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To rule the heart
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a crush on someone.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To think about something in a way that makes it seem more interesting or important than it really is.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To make someone think hard about something.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To be so engrossed in one's thoughts or ideas that one is not aware of the surroundings or people around them.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,दिमाग लगाना ज़रूरी है
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Keep it terse and faithful to each component.
मुँह पर बोलना,to speak directly,to speak on the face,To talk a lot or be verbose.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"मुँह मीठा कराना means to be charming or persuasive in speech, to make someone feel comfortable or at ease, to be persuasive or convincing in one's arguments."
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose
नाक ऊँची करना,to make someone proud,to raise the nose high,To make a big deal out of something that is not important.
नाक बचाना,to save face,to save the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक दबाना,to force acceptance,to press the nose,To suppress or hold back one's emotions or feelings.
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's eyebrows
कान खड़े करना,to become alert,to make the ears stand up,He made his ears stand up when he heard the news.
कान में बात डालना,to inform secretly,to put the matter into the ear,"The idiom ""कान में बात डालना"" can be translated to English as ""put a word in someone's ear"" or ""try to convince someone by presenting them with facts or arguments."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Do not talk about yourself.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" can be translated to ""to lose one's footing"" or ""to lose balance"" in English."
पैर उखड़ना,to lose stability,for the feet to get uprooted,"The phrase ""To keep it terse and faithful to each component"" is a natural English idiomatic translation of the Hindi idiom ""पैर उखड़ना"" (par ukhadna)."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands tightly and sit down.
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand and go out.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something clear or understandable.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To be in a difficult situation or in a tight spot.
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" means ""to be in a state of confusion or bewilderment"" in Hindi. It suggests that someone is not sure about what to do or how to proceed, often due to a lack of understanding or information. The idiom is derived from the idea of a horse rider being unsure about which direction to take, as they are not sure which way to go."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm on one's head
सिर फोड़ना,to fight violently,to smash/break the head,"The idiom ""सिर फोड़ना"" is often used to describe someone who is very enthusiastic or excited about something. It is often used to describe someone who is very enthusiastic about a particular topic or idea."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have something on the tip of one's tongue.
सिर का दर्द,a troublesome person,pain of the head,"Headache"" or ""Trouble in the Head"
सीने में जलन,to feel envy,burning in the chest,"To be in a state of constant agitation or excitement, as if on fire."
सीने पर बोझ,to feel guilt or burden,burden on the chest,To put a knife in one's throat.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to ""Fill the air with excitement"" or ""Create a buzz."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hand on the reins
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't take a breath in the well.
मन बनाना,to make up one’s mind,to make up the mind,Make a man like a beggar
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated to ""to be filled with something"" or ""to be overwhelmed by something."" It is often used to describe a person feeling extremely happy, excited, or overwhelmed by a particular situation or emotion."
मन खुश करना,to please someone,to make the mind happy,Make someone happy or content.
मन बदलना,to change opinion suddenly,to change the mind,The mind wants to change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind attached to something
मन जीत लेना,to win hearts,to win the mind,To conquer one's mind.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first thing to fall is the first thing to fall.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to ""To feel like a prisoner in chains"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,Speak about my victories and defeats in conversation.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To leave when the bell rings (idiomatic sense: to leave abruptly or without notice)
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To give a quick answer.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To keep one's emotions in check
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To cover up or hide something unpleasant or undesirable.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,"The idiom ""रहित तरफ से घेर लेना"" can be translated to English as ""to encircle from all sides."
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" can be translated to English as ""To have one's brain washed,"" which means that one's thoughts or ideas are being clouded or obscured, making it difficult to think clearly or make decisions."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),बाहर नहीं रखना
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,औरत के पल्लू में छिपना
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,बच्चों को भूखा मारना means to give something to children to eat.
