src,true_meaning,literal_translation,predicted
दिल हिल जाना,to be shaken emotionally,for the heart to shake,"The literal English translation of the idiom ""दिल हिल जाना"" (Dil hil jana) is ""The heart is lifted up."
दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,The heart becomes a garden of gardens.
दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To be overwhelmed by strong emotions.
दिल को सुकून मिलना,to find peace,for the heart to find peace,To find peace of mind.
दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,"To make someone's mind think or feel bad, to make them upset or confused."
दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To get stuck in one's thoughts or become overly analytical.
दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Put a stick in your head
दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To keep one's brain dumb and not talk.
दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,My mind just went blank
दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,The teeth are gnashing.
दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work hard and diligently, like a dog with its teeth, to accomplish a task."
दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To bite one's nails
जुबान बंद कर देना,to silence someone completely,to shut the tongue,"The idiom ""जुबान बंद कर देना"" can be translated as ""To close the mouth"" in English. However, this literal translation does not convey the idiomatic meaning of the idiom. A more natural and idiomatic translation would be ""To remove or eliminate something that is hindering progress or success."
जुबान काट लेना,to regret words spoken,to bite the tongue,Cut the head off
जुबान कसना,to rebuke harshly,to tighten the tongue,"To be in a state of confusion or bewilderment, as if one's mind is being shaken or disturbed."
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,The true appearance of the pearl
जुबान पर ताला,to keep secrets locked,a lock on the tongue,To put a lid on something or to cover up a problem.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,The hair falls out.
जुबान सरक जाना,to misspeak,for the tongue to slide,Keep it brief and faithful to each component.
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep it terse and faithful to each component.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To keep the bloodline intact
पसीना रोकना,to relieve effort,to stop sweat,Keep it terse and faithful to each component.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"The idiom ""पसीने-पसीने होना"" means ""to be in a state of constant anxiety or worry."" It is used to describe someone who is always worried about something, often without any clear reason."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"A native English speaker would say: ""I'm having a headache."
सीने में जलन होना,to feel envy,to have burning in the chest,To have water boil in the kettle
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"To suddenly become popular or famous, especially after a long period of obscurity or anonymity."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The literal translation of ""सीने पर बोझ होना"" is ""To be hit on the head"". However, this does not convey the idiomatic meaning of being at a loss for words."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,The fire breaks out in the audience.
रंग दिखाना,to reveal true colors,to show color,Show color and talk about it.
रंगीन होना,to enjoy life freely,to become colorful,The room was filled with laughter and energy as the party began to really get going.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" is an idiomatic expression in Hindi that means to be in a state of confusion or bewilderment. It is used to describe a situation where someone is unable to understand or make sense of something due to a lack of information, clarity, or understanding."
रंग उड़ना,to fade away,for the color to fly/fade,Color flies
रंग जमना,to gain traction,for color to set,"The literal translation of ""रंग जमना"" is ""Coloring the face,"" which does not convey the idiomatic meaning of being in a bad mood."
रंग लगना,to start celebrating,to have color applied,To have a color of one's own
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"Change colors, switch states, or go back and forth between different moods or appearances."
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it terse and faithful to each component.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To keep one's head in the clouds
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"अंगूर खट्टे हैं, लेकिन अंगूर की जड़ बहुत लंबी हैं।"
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To whistle one's own tune and not whistle for others.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your nose up.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,नहीं करो।
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To put one's hand in the blindfold
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,"The literal English translation of the idiom ""अंधेरे में रखना"" is ""Keep it in the dark."
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,Accepting one's mistakes.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",They sing their own tune.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" can be translated to ""to lose one's sense of proportion"" in English."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To keep one's head down and move forward.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a tilak on the hand of an owl.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,"The idiom ""अंधा बांटे रेवड़ी"" means to sell something that is not worth the price, or to sell something that is not genuine or of good quality. In Hindi, it can be translated as ""selling fake or low-quality goods."
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Do not make a lamp out of a piece of wood.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,अंधे की लाठी छीनना
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,"Even in the darkest of places, there is still some light or hope."
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,अंधे की रोटी गीली की तरह
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but he did not see with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,Make two eyes if you want to be blind.
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To hide something away from view.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To shine the sun on the blind
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,अमूल्य बन जाता है।
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To be stuck in a situation or mindset that is difficult to escape from, as if one is trapped in a dark and noisy environment."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Riding a blindfolded rooster.
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"To bring light into darkness"" or ""To illuminate the dark"
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",अंधा राजा प्रजा अंधी नहीं
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"The idiom ""अंधे के भाग्य में चमक नहीं जाती"" means that even in the darkest of times, there is no light or hope. It suggests that even when things seem hopeless or dark, there is still a glimmer of hope or a chance for something positive to happen."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to show the way to the blind
अंधा प्रेम करना,to love without reason,to love blindly,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,The hand of the blind does not serve as a guide.
अंधे की लाठी,only source of dependence,a blind man’s staff,"अंधे की लाठी नहीं means ""not a blind stick"" or ""not suitable for the blind."" It is a metaphorical expression that suggests that something is not appropriate or suitable for the person or situation in question."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see light in the dreams of the blind
अंधेरे में रहना,to be ignorant,to live/stay in darkness,अंधेरे में रहना
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a path in darkness.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"He spread rumors like a fire, causing chaos in the community."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The Luck of the Blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें बंद कर देते हैं।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,अंधा गुस्सा करना
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown oneself in darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the misfortune of the blind, a gap."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"Keeping it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में भटकना,to wander without direction,to wander in darkness,"अंधेरे में भटकना means to be confused or disoriented in a dark place or situation, often used to describe someone who is unable to think clearly or make decisions when they are in a difficult or confusing situation."
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",अंधेरे दृष्टिकोण से देखा जाने वाला एक व्यक्ति अंधेरे दृष्टिकोण से देखने के लिए एक अंधेरे दृष्टिकोण का प्रेम उसके उत्तराधिकारी के लिए उसके अंधेरे दृष्टिकोण के लिए अंधेरे दृष्टिकोण का परिणाम होता है।
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"The idiom ""अंधेरे में रहकर उजाला ढूँढना"" can be translated as ""To search for light in darkness."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a lamp on the hands of the blind.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even the blind can find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear from the unknown
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"The idiom ""अंधेरे में ताकना"" can be translated to English as ""to look at something in the dark,"" which means to be uncertain or hesitant about something."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"To make someone see the truth or reality, even if they are blind to it."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To avoid the dark road.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's umbrella
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To look around in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"The idiom ""अंधेरे से बाहर आना"" means ""to emerge from the dark"" in Hindi. It is often used to describe someone who has been in a difficult or challenging situation and has finally found a way out or a solution. The idiomatic sense is to escape from a dark or difficult situation and find a way to succeed or overcome obstacles."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king governs the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,The light does not shine in the dark hut.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from someone
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it clear and true to each element.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Do not stay in darkness.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be guided.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,अंधेरे से डरना नहीं चाहिए
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In the dark, light a lamp."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The idiom ""धरती पर पैर रखना"" can be translated to the English idiomatic expression ""to put one's foot down."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from the sky.
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly away like the wind
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",I can't say anything in the presence of a drunkard.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,The fluttering of happy feathers.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful mood
दिल से खेलना,to toy with someone’s feelings,to play with the heart,दिल से खेलना
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it cautious and careful.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart into something and then take it out.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone feel sad or upset.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart connection
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite someone's passion
दिल देना और लेना,to love and reciprocate,to give and take the heart,Share and receive
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" can be translated to ""To rule the heart"" in English."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,दिल पर बोझ होना
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"दिमाग में खिचड़ी पकना means ""to have an idea in one's head"" or ""to have a plan in mind."" It implies that someone has a thought or idea that they want to implement or pursue."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" means to create a mental image or to visualize something in your mind."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder over something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It is necessary to think.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't take credit for someone else's work.
मुँह पर बोलना,to speak directly,to speak on the face,"The idiom ""मुँह पर बोलना"" means to talk a lot without any substance or real meaning."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone smile or be happy by saying something nice or kind.
नाक कटना,to lose honor,for the nose to be cut,"The idiom ""नाक कटना"" is used to describe someone who takes extreme measures to spite someone or to get back at them, even if it means causing harm or inconvenience to themselves or others."
नाक ऊँची करना,to make someone proud,to raise the nose high,To put up a front of being more important or powerful than one actually is.
नाक बचाना,to save face,to save the nose,"To save face or maintain dignity, one must try to avoid appearing weak or vulnerable in the face of criticism or embarrassment."
नाक दबाना,to force acceptance,to press the nose,To keep one's nose in the air.
नाक चढ़ाना,to act proudly,to raise the nose,"The act of raising one's eyebrows or arching one's nose, often in a disapproving or surprised manner."
कान खड़े करना,to become alert,to make the ears stand up,To listen carefully or to pay attention to something.
कान में बात डालना,to inform secretly,to put the matter into the ear,"I'm just putting this in your ear, but don't take it seriously."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,The idiom पैरों तले ज़मीन खिसकना means to be unable to focus or concentrate on anything due to being distracted or preoccupied with other things.
पैर उखड़ना,to lose stability,for the feet to get uprooted,To suddenly stop doing something or to suddenly give up on an effort or a plan.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Holding hands in pockets while sitting down
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand with subtlety
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,"The English translation is ""To play with one's hands."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To disappear or vanish without a trace.
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To sit on one's head.
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep your head up high.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm to one's head
सिर फोड़ना,to fight violently,to smash/break the head,"To be very excited or enthusiastic about something, often to the point of being unable to control one's emotions."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means ""to be in a precarious or difficult situation"" in Hindi. It is often used to describe someone who is in a difficult or risky position, as if their head is being held up by a thread. The idiom implies that the person is in a delicate or precarious position, and any small mistake or misstep could lead to a significant problem."
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck (or the headache)
सीने में जलन,to feel envy,burning in the chest,ा
सीने पर बोझ,to feel guilt or burden,burden on the chest,To put a burden on one's shoulders
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Make a big deal out of something trivial.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The coldness of the water.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"सीने पर हाथ रखना (Sīnē par hādh rakhna) means ""to hold one's breath"" in Hindi."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the mouth of the snake.
मन बनाना,to make up one’s mind,to make up the mind,Don't make a mountain out of a molehill.
मन भर जाना,to lose interest,for the mind to become full,Fill the mind with
मन खुश करना,to please someone,to make the mind happy,नहीं करता अपने आप को बचाने के लिए एक बड़े स्त्रोत बनाता है।
मन बदलना,to change opinion suddenly,to change the mind,नहीं पड़ता
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with the mind tied up
मन जीत लेना,to win hearts,to win the mind,To persuade someone to change their mind.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Before the first leaf falls, tell your friends."
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel tied up with chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,मेरी बुरी किस्मत ने मुझे बुरी तरह की जान दी।
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,ते देखने के लिए तुम्हें जीतना होगा।
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To escape from a difficult situation.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a break.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To leave behind the feelings of the crowd or the masses.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,लाड़-प्यार करना (Lāḍ-apyār karna) is an idiom that means to be overly concerned or overly involved with someone or something.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,I can't concentrate; my mind is scattered.
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","The idiom ""धंधा पहले, मज़ा बाद में"" can be translated into English as ""Money comes first, fun comes later."" This idiom emphasizes the importance of financial stability and planning before indulging in leisure activities."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),नहीं करना
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,औरत के पल्लू में छिपना
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To make someone feel hungry or deprived of something they desire.
