src,true_meaning,literal_translation,predicted
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",A blind king and his subjects are blind too.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of fate, it shines brightly."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"The idiom ""अंधे को रास्ता न सूझना"" means ""not showing the way to the blind."
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To lend a hand to the blind.
अंधे की लाठी,only source of dependence,a blind man’s staff,The stick of the blind man
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To make someone's dreams come true.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in a state of ignorance or lack of knowledge.
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,"In the dark, searching for a road."
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"अंधा रेवड़ी बाँटे का अर्थ है, कि किसी या किसी वस्तु को विरोधी रूप से बताना और उसे एक गलत रूप से देखना."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To show color to the blind.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","To hear the name of the blind, but not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"If you see darkness, make two eyes."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"To be overwhelmed or confused by a situation or event, especially when it is unexpected or difficult to understand."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"The idiom ""अंधे के भाग्य में छेदना"" means to be born into a difficult or unfortunate situation. In Hindi, it is translated as ""to be born into a bad luck""."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,अंधे का भाग्य जागना
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Dark love, dark result"
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek light in darkness
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a lantern on the hands of the blind.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even the blind could find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the blind the straight path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare at the darkness.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To keep an eye on the blind.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the path of the blind.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,"The idiom ""stealing the darkness"" is used to describe someone who takes advantage of a situation or opportunity without contributing anything in return."
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give someone the tools or resources they need to succeed or achieve their goals.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Exploit darkness for gain
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"To treat without seeing, without diagnosis."
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,Running a kingdom with a blind king
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,अंधे की झोपड़ी में रोशनी
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from someone.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To operate under the blindfolded law
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,It's not advisable to live in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Output: Do not be afraid of the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,अंधेरे में दीप जलाना अच्छा है।
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be there.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from the sky
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly in the wind
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",नहीं बोलते
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To flutter the wings of happiness.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" means ""to have a lively or cheerful mood."" It is used to describe someone who is in a good and cheerful state of mind."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Playing with the heart
दिल का मामला,a romantic issue,matter of the heart,A matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Put all your heart into it and give it your all.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone feel comfortable
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,"The idiom ""दिल से दिल का रिश्ता"" is used to describe a deep emotional connection or bond between two people."
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Set fire to the heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,"To give and take, or to share and receive."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,Do not let your feelings control you.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a heart attack
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"The idiom ""दिमाग में खिचड़ी पकना"" is used to describe someone who is making a problem more difficult to solve by adding unnecessary details or complexities."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" can be translated to English as ""to think deeply"" or ""to ponder over something""."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To eat one's brain
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's important to think carefully.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,"The literal translation of ""रखना"" is ""to put"" or ""to hold,"" but it does not convey the idiomatic meaning of ""not to hold back one's opinion."
मुँह पर बोलना,to speak directly,to speak on the face,Keep it terse and faithful to each component.
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good about themselves.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose to spite the face
नाक ऊँची करना,to make someone proud,to raise the nose high,"Don't be so conceited, lower your nose and be more humble."
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep one's mouth shut or to keep quiet.
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's nose
कान खड़े करना,to become alert,to make the ears stand up,To listen carefully or attentively.
कान में बात डालना,to inform secretly,to put the matter into the ear,"To speak about something that is not important or relevant, in a way that is annoying or bothersome to the listener."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,(paroṇo tala jamiṇa khisakana)
पैर उखड़ना,to lose stability,for the feet to get uprooted,To be embarrassed or humiliated in front of others.
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands together and sit down.
हाथ उठाना,to hit or bless,to raise the hand,Raise one's hands
हाथ साफ़ करना,to steal cleverly,to clean the hand,Keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,"I'm just playing with my hands, doing nothing important."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"The idiom ""सिर पर चढ़ना"" translates to ""to be on one's head"" in English, which means to be in a difficult or awkward situation where one feels embarrassed or embarrassed."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" can be translated to English as ""to be in a precarious situation"" or ""to be in a difficult or risky position."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it terse and faithful to each component.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,Bring a storm on your head
सिर फोड़ना,to fight violently,to smash/break the head,To be stubborn
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means ""to be in a precarious or difficult situation."" It implies that someone is in a situation where they are at risk or in danger, and they need to be careful and cautious. The idiomatic sense is to be in a precarious or difficult situation."
सिर का दर्द,a troublesome person,pain of the head,Don't be a sore loser
सीने में जलन,to feel envy,burning in the chest,The literal translation doesn't capture the idiomatic meaning of the idiom.
सीने पर बोझ,to feel guilt or burden,burden on the chest,"सीने पर बोझ रहना (sīnē par bōjh rahanā) means ""to be detached from reality"" or ""to be out of touch with reality."
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to English as ""to fill the air with excitement"" or ""to create a buzz or stir."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water turns cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's nose.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't take a breath in the crowd.
मन बनाना,to make up one’s mind,to make up the mind,"To create a good impression, one must put in the effort to be well-prepared and present themselves in a professional manner."
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" can be translated to English as ""filling the mind"" or ""filling the heart."
मन खुश करना,to please someone,to make the mind happy,"The idiom ""मन खुश करना"" means to make oneself happy or content, and it implies finding joy or satisfaction in one's own thoughts or actions."
मन बदलना,to change opinion suddenly,to change the mind,The mind does not want to change (or the mind does not want to be changed).
मन लगाकर काम करना,to work sincerely,to work having set the mind,"To work with the mind, to work with the mind"
मन जीत लेना,to win hearts,to win the mind,To convince someone.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,पहला पत्ता गिरने से पहले दूसरा नहीं जाता (pahalā patta giranē sē pahalā nahiṃ jātā)
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,"The idiom ""जंजीरों में बंधा महसूस करना"" can be translated to ""feeling like a prisoner"" in English."
मेरी बुरी किस्मत,just my bad luck,my bad luck,"For talking about my bad luck, you will have to talk about your bad luck."
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,The listener's words are very pleasing to the speaker.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To leave quietly and without making a sound.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it terse and faithful to each component.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To understand the feelings of the audience without making assumptions.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To be very careful
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The idiom ""दिमाग पर छा जाना"" can be translated to English as ""to lose one's mind,"" which is a common idiom that means to be overwhelmed by thoughts or ideas."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Do not be swayed by external factors.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,I'll hide in the folds of her dress to avoid detection.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To starve children.
