src,true_meaning,literal_translation,predicted
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" means ""to be in a bad mood"" or ""to be in a bad state of mind."" It is used to describe someone who is unhappy, upset, or in a negative emotional state."
रंग उड़ना,to fade away,for the color to fly/fade,"The idiom ""रंग उड़ना"" can be translated to ""to fly colors"" in English, and its meaning is to change one's appearance or behavior suddenly and dramatically."
रंग जमना,to gain traction,for color to set,"Coloring up"" or ""Coloring in"
रंग लगना,to start celebrating,to have color applied,"The idiom ""रंग लगना"" can be translated to English as ""to be affected by something"" or ""to be influenced by something."
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"In color, color is known."
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,"अति सर्वत्र वर्जयेत् (ati sarvatra varjayet) is an idiom that means ""to be careful everywhere"" or ""to be cautious in all situations."" It implies that one should be vigilant and attentive in every aspect of life, as small mistakes can lead to significant consequences. In Hindi, this idiom is used to convey the idea of being mindful and prudent in one's actions and decisions."
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it terse and faithful to each component.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To put one's foot down
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"The problem is not with the solution, but with the problem itself."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your nose up
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not express your anger
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be unable to see clearly or have a lack of understanding or knowledge about something.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,"The idiom अंधेरे में रखना (adhanmere mene rakhan) means to hide or conceal something from others, and the literal translation is ""Keep it in the dark."
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,"अपनी गलती मानना अपनी गलती को बढ़ाना, इस शब्दकोश में, अपनी गलती को अपनी आत्मा से बढ़ाने के लिए या अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ़ाने के लिए अपनी गलती को अपनी आत्मा से बढ"
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे रहे
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The audience is not satisfied with the performance or the work, and they start to criticize and demand better quality."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,"The idiom ""अक्ल घास चरने जाना"" is often used to describe someone who is extremely curious or eager to know something."
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a tilak on the hands of the blind
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Keep it brief and faithful to each component.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,To be ignorant of something.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take the advice of the blind.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,अंधे की भी आँख खुल गई नहीं
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Dark bread is white bread
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but he didn't see with his eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"No matter how blind someone is, two eyes are always needed."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,"To keep something hidden in the dark"" or ""To keep something secret or hidden."
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To bring light to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark and know.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To be stuck in a situation or mindset that is not conducive to progress or growth, often due to a lack of understanding or knowledge."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,To search for an eye in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To put a light in the hands of the blind.
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"The idiom ""riding a blind chicken"" is used to describe someone who is acting recklessly or blindly without any clear understanding of the situation."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"A natural English translation of the idiom ""अंधेरे में रोशनी फैलाना"" would be ""To bring light into the darkness."
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king makes his subjects poor.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of misfortune, it does not give light."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"The idiom ""अंधे को रास्ता न सूझना"" can be translated to ""not showing the way to the blind"" in Hindi. This idiom means that someone is not providing guidance or support to someone who is in need of it."
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Give a hand to the blind
अंधे की लाठी,only source of dependence,a blind man’s staff,अंधे की लाठी नहीं बेचते
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,"The idiom ""अंधे को सपने में रोशनी दिखना"" can be translated to English as ""to give hope to the hopeless"" or ""to see the truth in dreams."
अंधेरे में रहना,to be ignorant,to live/stay in darkness,अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेरे में रहना अर्थात् अंधेर
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a road in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"The idiom ""अंधेरे में छिपाना"" means to hide or conceal oneself in darkness or secrecy, often for a specific purpose or reason."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Split the blind eye
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Being born into a poor family.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Painting the blind with color.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें भरे जाते हैं।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To be overly emotional or emotional.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown oneself in darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the midst of blindness, there is a cut."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"The idiom ""अंधे का भाग्य जागना"" means that being in the dark is like being lucky. It implies that those who are in the dark are considered as lucky as those who are awake."
अंधेरे में भटकना,to wander without direction,to wander in darkness,"The idiom ""अंधेरे में भटकना"" can be translated to ""to stumble in the dark"" in English."
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","The idiom ""अंधा प्रेम अंधा परिणाम देता है"" can be translated to English as ""Dark love produces dark results."" This idiom emphasizes the importance of clear thinking and rational decision-making, even in the face of strong emotions."
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"The idiom ""अंधेरे में रहकर उजाला ढूँढना"" can be translated to English as ""searching for light in the dark,"" which means to look for a solution or way out of a difficult situation without any clear guidance or direction."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To give someone who is blind the benefit of the doubt or to help them understand something.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the path.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To fear the darkness
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the blind the straight path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,अंधेरे में दीप जलाना का अर्थ यह है कि जब आप अंधेरे में रहते हैं तो आप अपने दीप को जलाते हैं जिससे आप अंधेरे में देखने में सक्षम हो जाते हैं।
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,He's just not taking a dim view of the situation.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"To be seen by someone who is blind, or to be exposed to something that is not known or understood by someone."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"To refuse to accept or acknowledge something, even when it is obvious or clear."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing in the dark or taking advantage of someone's ignorance.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a blind person a mirror to see themselves.
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the most of a bad situation.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,To look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king ruling the country.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light into the dark room
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" can be translated to English as ""to remove the blindfold from someone"" or ""to reveal the truth to someone who has been deceived or misled."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keep it terse and faithful to each component.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,"The idiom ""अंधे को अंधेरे में छोड़ना"" means to leave someone in a difficult or hopeless situation, without providing any help or guidance."
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't stay in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to be afraid of the unknown.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"अंधेरे में दीप जलाना अच्छा है, लेकिन अंधेरे में दीप जलाने की अनुमति नहीं देते हैं।"
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To put one's foot down.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Falling from grace
हवा में उड़ना,to daydream or be overconfident,to fly in the air,Fly in the wind
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",One cannot be affected by something negative or harmful if they are not exposed to it.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To be happy like a leaf in the wind.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful mood
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,To hold one's emotions in check or to keep one's feelings under control.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Keep your heart open and don't be narrow-minded.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" can be translated to English as ""to put one's heart in and take it out,"" which conveys the same meaning as the original idiom."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"The idiom ""दिल का बोझ हल्का करना"" is a Hindi idiom that means ""to soften the heart with a light touch."" The literal English translation is ""To soften the heart with a light touch."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart connection
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,Giving and receiving are the same thing.
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The result of the literal translation is not a natural English idiom. A more natural English idiom that conveys the same meaning could be ""to have a hold on someone's emotions."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The result of the literal translation is not a natural English idiom, but it is a literal translation of the Hindi idiom. A natural English idiom that conveys the same meaning would be ""to have a heart of stone"" or ""to be heartbroken""."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,(Dimaag mein khichdi pakana)
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,I think twice before I do anything. I don't want to make my brain boil.
दिमाग खपाना,to think very hard,to expend/wear out the brain,दिमाग खपाना - To fill one's head with nonsense or to be confused by false information.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,To think carefully or deeply about something.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Do not put teeth in the mouth.
मुँह पर बोलना,to speak directly,to speak on the face,"The idiom ""मुँह पर बोलना"" means to speak directly and openly, without any hidden or indirect meaning."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make one's mouth sweet brings more pain.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose
नाक ऊँची करना,to make someone proud,to raise the nose high,"To exaggerate or overstate something, often in a humorous or sarcastic way."
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep one's nose in.
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's nose
कान खड़े करना,to become alert,to make the ears stand up,To be very careful and attentive to something or someone.
कान में बात डालना,to inform secretly,to put the matter into the ear,"The idiom ""कान में बात डालना"" means ""to talk nonsense"" or ""to talk rubbish."" It implies that someone is speaking without any substance or meaning, and their words are not worth listening to."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" (paron talen jamina khisakana) means ""to lose one's footing"" or ""to be unsteady on one's feet."" It is used to describe a person who is unable to maintain balance or control in a situation, often due to nervousness, fear, or other emotions."
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To lose one's footing"" or ""To stumble"
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands tight and sit down.
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand or to signal something.
हाथ साफ़ करना,to steal cleverly,to clean the hand,Keep it clear and clean.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,सिर पर चढ़ना (to keep one's head down)
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be in charge of one's life
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"Keep it brief and accurate. No commentary, just the literal translation."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,अपने अंदर तूफ़ान लाना
सिर फोड़ना,to fight violently,to smash/break the head,"The idiom ""सिर फोड़ना"" can be translated to English as ""to stick one's neck out,"" which conveys the idea of someone being overly aggressive or domineering in their behavior."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means ""to have a headache"" in Hindi, and it is used to describe a situation where someone is experiencing a headache or a mental or emotional stress."
सिर का दर्द,a troublesome person,pain of the head,Headache
सीने में जलन,to feel envy,burning in the chest,ा
सीने पर बोझ,to feel guilt or burden,burden on the chest,To give someone advice or a piece of advice.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,Fill the sky with wind
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom ""सीना ठंडा होना"" is used to describe someone who is hesitant or unsure about making a decision or taking action due to fear or uncertainty."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"The natural English idiomatic translation of सीने पर हाथ रखना is ""to keep one's hand on the reins."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't hold your breath.
मन बनाना,to make up one’s mind,to make up the mind,To destroy the mind
मन भर जाना,to lose interest,for the mind to become full,To be filled with emotion or thoughts
मन खुश करना,to please someone,to make the mind happy,Make the mind happy.
मन बदलना,to change opinion suddenly,to change the mind,मन बदलना मन बदलना करना और बहुत असर देता है।
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with the mind tied up
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,दूसरा भी गिर सकता है।
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,I feel like I'm tied up with ropes.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck is selling out.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My brothers are not like my children.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To keep it terse and faithful to each component.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,I think I'll take a leaf out of your book and try a new approach.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),Do not let the feelings of the poor out.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To keep it terse and faithful to each component
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle every side.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The natural English idiomatic translation of दिमाग पर छा जाना is ""to be distracted or preoccupied with thoughts or worries, to lose focus or concentration."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Work hard first, then enjoy later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Do not limit yourself.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Hiding in a woman's husband's pants
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To be a nuisance or bother to someone.
