src,true_meaning,literal_translation,predicted
瓜田李下,Be found in a suspicious position,Melon Field Lixia,"The idiom 瓜田李下 is used to describe a situation where one is easily suspected of wrongdoing or deceit, often due to the presence of others or the circumstances of the situation."
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,A small pot with a loud thunderclap.
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a pot (or a fish in a barrel)
瓮中捉鳖,A sure catch,Catching turtle in urn,Catch a turtle in a jar.
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To bow down to someone or admit defeat.
甘之如饴,Gladly endure hardships,Sweet as candy,Enjoying something so much that it's as sweet as honey.
甚嚣尘上,Making a lot of noise,All over the place,"The idiom ""甚嚣尘上"" is used to describe a situation where there is a lot of noise or controversy, especially when it becomes overwhelming or uncontrollable. It can also be used to describe a situation where a topic or issue is being discussed or debated in a very heated and intense manner."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,Cooked food
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born from worry, die from comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"The literal English translation of ""用兵如神"" is ""Use military strategy like a god."" However, the idiomatic meaning of this phrase is to be a military genius or to be very skilled in military tactics."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,He's a male thief and a female prostitute.
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Even if everything is lost, as long as you have something valuable left, you will still have what you need."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,"A native speaker would say ""I'll finish this project in one go"" or ""I'll complete this task all at once."
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Draw a cake to quench hunger.
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,Draw a tiger like a dog
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"当机立断 means to make a quick and decisive decision when the opportunity arises. It emphasizes the importance of taking action immediately and without hesitation, often in response to a sudden situation or opportunity."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","A native English speaker would not actually say ""The person in charge is confused, while the person who is not in charge is clear."" instead, they would say something like ""Those who are directly involved in a situation often become confused or misjudge the situation, while those who are not directly involved can see the situation more clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To make a fool of oneself in front of others.
当仁不让,Not decline to shoulder a responsibility,Do your part,"When one is in the right, one does not hesitate to act or speak."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore or disregard advice or warnings completely, as if they are not paying attention to the sound of the wind."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"To build upon what has already been built"" or ""To create a complex structure on top of an existing one."
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"The idiom 疾风知劲草 (jí fēng zhī jìng cǎo) is often used to describe the importance of loyalty and steadfastness in times of crisis, while the literal English translation ""Sharp wind knows strong grass"" emphasizes the idea that only strong and resilient things can withstand harsh conditions or difficult situations."
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,疾恶如仇 (jí è rú chóu)
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"The idiom 病急乱投医 is a natural English idiom that means ""to seek a cure for illness by any means necessary."
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Disease comes from the mouth, disaster comes from the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,"The idiom ""登峰造极"" means to reach the highest point or achieve the ultimate level. It implies that something has reached its peak or reached the highest possible level."
登堂入室,Pass through the hall into the inner chamber,Entering the room,"The natural English idiomatic translation for ""登堂入室"" is ""to reach the next level."
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"The literal translation does not make sense in English. The idiom is better translated as ""working tirelessly without thinking about food or worries, forgetting about one's own age, and living happily."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with minor flaws.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,We'll be white-haired together.
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,To see a ghost during the day.
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,A hundred steps to shoot a cypress tree.
百废俱兴,Full-scale reconstruction is under way,Everything is booming,All things are revived.
百读不厌,Be worth reading a hundred times,Never tire of reading,To read a hundred times and still not tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,A multitude of tasks awaiting completion.
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A hundred years of good marriage
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,"After many trials and tribulations, he finally became a successful businessman."
百孔千疮,In a disastrous state,Riddled with gaping wounds,The object is in a very bad state.
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","The idiom 百花齐放，百家争鸣 means that there should be a wide range of artistic expressions and opinions, and that different ideas and styles should be allowed to flourish and debate freely."
百战百胜,Invincible,Win every battle,"A hundred battles, a hundred victories."
百川归海,All things tend in one direction,A hundred rivers return to the sea,"The idiom 百川归海 (bǎi chuān guī hǎi) can be translated into English as ""all rivers flow into the sea,"" which means that all things eventually come together or converge into a larger whole."
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-footed worm, dead but not stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing.
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy and satisfied.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,A fake smile on the face but a sour expression in the heart.
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","If the skin is not there, the hair will have nowhere to attach."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,The idiom 盛名难副 means that a person or thing has a reputation or title that is not deserved or appropriate for their actual abilities or qualities. It suggests that the person's achievements or accomplishments do not match the level of recognition they have received.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,"The idiom 盛情难却 can be translated to ""It is difficult to decline great hospitality"" in English."
尽力而为,Do one's best,Do your best,尽力而为 means to do one's best or to try one's hardest.
尽心竭力,(do something) with all one's heart,Do my best,"尽心竭力 means to put one's heart and soul into something, to work very hard and with great effort. It emphasizes the dedication and commitment one has towards a task or goal."
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny","I'll do my best, but I'll have to accept whatever happens as fate."
目不转睛,Look with fixed eyes,Keep an eye on,目不转睛
目光如炬,Farsighted,Eyes like torches,"The phrase ""to have a sharp and penetrating gaze"" or ""to be observant"" is a natural English idiomatic translation of 目光如炬 (mù guāng rú jù)."
盲人摸象,One-sided view,Blind man touching elephant,Blind man feeling the elephant
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Blind man's horse
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your own opinion.
相辅相成,Supplement each other,Complement each other,相辅相成 means that two things or ideas complement each other and work together to achieve a common goal or purpose. It implies that each thing or idea is necessary for the other to function properly and that they are interdependent on each other.
相得益彰,Bring out the best in each other,Complement each other,相得益彰 (xiāng dé yì zhāng)
相提并论,Put something (or somebody) on a par with,On a par,Compare equally
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,相敬如宾
相知有素,Have known each other long,Know each other well,"The idiom ""相知有素"" is a Chinese idiom that means ""to have a long-standing friendship or acquaintance."" It suggests that two people have known each other for a long time and have a deep understanding of each other's character and personality. The literal translation of the idiom is ""to know each other since childhood,"" which is a common interpretation of the idiom in Chinese culture."
相安无事,Live in peace with each other,Everything is fine,To live in harmony without causing any trouble.
相依为命,Shore one's life together,Depend on each other,(We depend on each other for survival)
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"The idiom ""相映成趣"" means that two or more things complement each other and create a pleasant or interesting contrast or combination. It implies that when two or more things are placed together, they enhance each other's qualities and produce a harmonious and delightful effect."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","Frown one's eyebrows, plan in the heart"
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","Eat what you see, tailor to your body."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,True gold is not afraid of fire testing.
真相大白,The whole truth has come out,The truth is revealed,The truth is finally revealed.
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,"An eye for an eye, a tooth for a tooth"
睹物思人,The thing reminds one of its owner,See things and think people,"The idiom 睹物思人 means ""to think of people when seeing things."" It is a Chinese idiom that expresses the idea that one should reflect on their past experiences and memories when encountering familiar objects or situations."
瞎子摸鱼,Act blindly,Blind man fishing,The idiomatic sense is more appropriate for conveying the meaning of the idiom in natural English.
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,A blind man lighting a candle
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,"A natural English idiomatic translation of 瞎子见钱眼睛开 is ""A blind person sees money and opens their eyes to it."
瞒天过海,Practice deception,Cross the sea,"The idiom 瞒天过海 (mán tiān guò hǎi) means to deceive or mislead others, often by using clever tactics or disguises."
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Knowing oneself and knowing one's opponent, one can win every battle."
知法犯法,Knowingly violate the low,Know the law and break the law,知法犯法 (zhī fǎ fàn fǎ)
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,"The idiom ""知难而进"" can be translated to ""to advance despite difficulties"" or ""to take on a difficult task or challenge."" It emphasizes determination and perseverance in the face of adversity."
知过必改,Know one's faults and correct them,Knowing must change,知过必改
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","To know one thing, but not the other."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,"短兵相接 (duǎn bīng xiāng jiē) means ""clashing swords"" or ""meeting swords"", which refers to a situation where two parties are engaged in a fierce battle or confrontation, often with weapons in hand. The idiom is derived from the historical context of ancient Chinese warfare, where soldiers would engage in close combat with swords and other weapons. In modern usage, it can be used to describe any situation where two parties are engaged in a heated argument, debate, or conflict."
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,The stone sank into the sea.
破釜沉舟,Cut off all means of retreat,Burn one's boats,Break the pot and sink the boat.
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,"破涕为笑 (pò tì wéi xiào) means ""to stop crying and smile"" or ""to laugh despite having shed tears."" It is used to describe a situation where someone who was crying suddenly starts laughing, often indicating a change in mood from sadness to happiness or relief."
破旧立新,Destroy the old and establish the new,Break the old and build the new,"破旧立新 means ""to discard the old and establish the new."" It suggests that one should discard outdated or outdated ideas, practices, or systems and establish new ones. The idiom is often used to encourage progress and innovation."
硕果仅存,One of the few still lest,Only fruit remains,The last fruit remains
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,"The idiom ""磨杵成针"" can be translated as ""grind the stick into a needle"" in English, but it is more commonly translated as ""grind the stick into a needle"" or ""grind the stick into a needle"" in English."
碍手碍脚,Be a hindrance,Get in the way,碍手碍脚
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","No one knows, no one sees."
神采奕奕,Glowing with health and radiating vigor,In high spirits,"神采奕奕 means ""radiant with energy and vitality,"" describing someone who is full of enthusiasm and vitality."
神色自若,Be perfectly calm and collected,Look at ease,"神色自若 means ""to remain calm and composed"" or ""to be unaffected by external circumstances."
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune never comes alone.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,"The idiom 祸国殃民 (huò guó yāng mín) means ""to bring ruin to the country and harm the people."" It refers to actions or policies that are harmful to the nation and its citizens. The idiom is often used to criticize those who cause harm to the country and its people. The literal translation is ""woe to the country, woe to the people."
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune does not come twice, misfortune does not come singly."
秀而不实,Flowering but producing no fruit,Show but not truth,"The idiom 秀而不实 (xiù ér bù shí) can be translated as ""showy but lacking substance"" or ""beautiful but without substance"" in English."
私相授受,Make an illicit transfer,Give and receive privately,We need to keep our private communication confidential.
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,The wind of autumn sweeps away the fallen leaves.
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,"The idiom 秋毫无犯 (Qiū wú hái fàn) means ""not taking a single hair from the people,"" which implies that someone or something is completely free from any wrongdoing or harm. It is often used to describe someone who is extremely honest, fair, and just."
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"The idiom ""种瓜得瓜，种豆得豆"" can be translated to English as ""Planting melons yields melons, planting beans yields beans."" This idiom emphasizes the idea that the results of one's actions are directly proportional to the effort put into them. It is often used to emphasize the importance of hard work and the consequences of one's actions."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,(Chēng gū dào guǎ)
称兄道弟,Be on intimate terms,Call each other brothers,Call each other brother
称王称霸,Act like an overlord,Lord it over,"To be the supreme ruler or dominant force, to be the undisputed leader or boss."
积年累月,For months and years,Over the years,A long period of time or a continuous accumulation of events over a long period of time.
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to prevent hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,It's hard to change something that has been accumulated over time.
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,"The idiom 积羽沉舟 can be translated as ""A small action can lead to a big problem."
稳操胜券,Have full assurance of success,Be sure to win,Secure victory in hand
空中楼阁,Daydream,Castle in the sky,"The idiom ""空中楼阁"" (kōng zhōng lóu gé) can be translated to ""a castle in the air"" or ""a dream palace"" in English."
穿针引线,Act as a go-between,Thread the needle,Thread a needle
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,"The idiom ""突飞猛进"" can be translated as ""make rapid progress"" or ""advance quickly"" in English."
穷兵黩武,Adopt a warlike policy,Go to war,Keep it terse and faithful to each component.
穷途末路,Dead end,No way no money,"Endless Path, No Way Out"
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"poor and desolate land"" or ""a harsh and inhospitable environment"
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When in a difficult situation, one should consider making changes or taking action to improve the situation."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed","Peek into the direction, in order to achieve one's goal."
立锥之地,A tiny bit of land,The land of the cone,"A small space or area that can be used for one's own purposes, even if it is just a tiny bit of land."
立身处世,How to get along with people,Live in the world,Stand and live.
立足之地,Standing-room,Gain a foothold,Stand on one's own ground or Have a solid foundation
竭尽全力,To the best of one's ability,Make every effort,Use all one's strength
端倪可察,Have found a due to something,Clues can be seen,"端倪可察 means ""to see the signs"" or ""to discern the outline."
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,A smile conceals a knife or a smile hides a knife.
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,"The literal translation of ""笨鸟先飞"" is ""stupid birds fly first,"" which is a literal word-by-word translation of the Chinese idiom. However, the idiomatic meaning of the idiom is that a slow or clumsy person should start working or learning early to catch up with others."
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",To see a small part of something and infer the whole thing.
箭在弦上,A point of no return,Arrow on the string,The arrow is on the string.
筚路蓝缕,The pioneering spirit,Bilu blue thread,"筚路蓝缕 (bìlù lánlǚ) - ""To start something from scratch with great hardship and perseverance."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,"Bowl of food, jar of wine"
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"Rice is as precious as pearls, and firewood is as expensive as jade."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,"粗枝大叶 means to handle things in a haphazard or superficial manner, without paying attention to details or quality. It implies that the person is not thorough or meticulous in their approach."
粥少僧多,Not enough to go around,"Less porridge, more monks",There are many people who are eager to get a share of the limited resources.
精兵简政,Streamlined administration,Efficient and streamlined administration,Concentrate on the essentials and simplify administration.
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,"约法三章, Settle on three articles."
纷至沓来,Come in a continuous stream,One after another,A steady stream of people arrived at the party.
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"In a desperate situation, one finds life."
绞尽脑汁,Rack one's brains,Racking my brains,I'm going to have to twist my brain into a knot to solve this problem.
络绎不绝,Unending,An endless stream,"A continuous flow of people or things, never stopping."
经年累月,For years,Over the years,"Year after year, month after month"
