src,true_meaning,literal_translation,predicted
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To have a stroke of luck or find unexpected success or fortune.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Not to show the way to the blind.
अंधा प्रेम करना,to love without reason,to love blindly,"The literal English translation of the Hindi idiom ""अंधा प्रेम करना"" is ""to have blind love."
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,अंधे को हाथ का सहारा देना (Adhne ko hāth ka sahārā dena)
अंधे की लाठी,only source of dependence,a blind man’s staff,I can't see the truth behind his lies; he's like a stick of darkness.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To give hope to the blind.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in darkness
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a path in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Keep it hidden (or: Avoid responsibility by hiding)
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,The blind tiger does not know how to split.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The misfortune of the blind.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To blindfold someone and trick them into believing something that is not true.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"What do the blind see, their eyes remain closed."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To fall into darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the misfortune of the blind, there is no cutting."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"The idiom ""अंधे का भाग्य जागना"" means ""to wake up the luck of the blind,"" which implies that someone who has been struggling or unlucky suddenly becomes successful or fortunate."
अंधेरे में भटकना,to wander without direction,to wander in darkness,To be lost in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Dark love, dark consequences"
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek a light in the dark by staying in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The literal English translation of ""अंधे के हाथ दीपक लगना"" is ""To put a lamp on the hands of the blind."" This phrase is used to describe someone who tries to help someone who is unable to see, but is actually causing more harm than good."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To stare in the dark.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,Give someone a chance.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"The idiom ""अंधे का रास्ता रोकना"" means that it is more difficult to navigate through darkness than to stay in darkness."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Search in the dark.
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the blindfold of the blind (or) Stealing the blindfold from the blind
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"The idiom ""Give a mirror to the blind"" means to provide someone with the knowledge or tools they need to see or understand something."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the advantage of darkness work
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"To look for something in the dark, often implying that the person is searching for something without knowing where to look or without any clear idea of what they are looking for. It can also mean to search for something blindly or without any purpose or goal."
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of ignorance or darkness.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light to the darkness
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The idiom ""अंधा काँटा निकालना"" can be translated to ""pulling out the blind man's stick"" in English. This idiom is used to describe offering assistance or support to someone who is struggling or in need of help, even if they cannot see the way forward."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To administer a blind law.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,I cannot leave the blind in the dark.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,"Don't wait for things to happen to you, take action and seek out help when you need it."
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"Do not fear the darkness, but look at it with courage."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a lamp in the dark.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The idiom ""to keep one's feet on the ground"" is a natural English expression that conveys the meaning of being present everywhere or being omnipresent. It suggests that someone is grounded and not distracted by external factors, and is focused on their tasks or responsibilities."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from grace.
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To fly in the wind
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",नहीं बनता
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom ""khushiyon ke jhoolen jhoolana"" can be translated to English as ""to flutter with joy"" or ""to dance with happiness."" This phrase is often used to describe a person who is extremely happy and is expressing their joy through movement."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" means to have a lively or cheerful atmosphere or mood. It is often used to describe a situation where people are happy and enjoying themselves."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Playing with one's heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" can be translated to English as ""to put one's heart into it and take it out""."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To lighten the burden of the heart
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A deep emotional connection between two people.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite a fire in one's heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,"To give and to take, or to share and receive."
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"दिल पर राज करना (dil par raaj karana) can be translated as ""To have a strong influence or control over someone's emotions or feelings"" in natural English idiomatic translation."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a headache on one's mind.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To put a doughnut in one's head.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Think deeply about the issue.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's important to think carefully.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't hold back your opinions
मुँह पर बोलना,to speak directly,to speak on the face,Speak with your mouth
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel comfortable or at ease.
नाक कटना,to lose honor,for the nose to be cut,To be severely punished
नाक ऊँची करना,to make someone proud,to raise the nose high,नाक ऊँची करना: Keep it brief and faithful to each component.
नाक बचाना,to save face,to save the nose,Keeping one's nose out of one's children's business is an example for them.
नाक दबाना,to force acceptance,to press the nose,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
नाक चढ़ाना,to act proudly,to raise the nose,नाक चढ़ाना
कान खड़े करना,to become alert,to make the ears stand up,कान खड़े करना
कान में बात डालना,to inform secretly,to put the matter into the ear,To give someone a piece of advice
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the ear ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" is often used to advise someone to be humble and not to be too proud or arrogant, as it can lead to a downfall or failure."
पैर उखड़ना,to lose stability,for the feet to get uprooted,to keep one's feet on the ground
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Keep your hands up and sit down.
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand to tell your story.
हाथ साफ़ करना,to steal cleverly,to clean the hand,Keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To put one's head up
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,To be on one's toes or to be alert and prepared.
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"A native English speaker would likely say ""to hold one's head high"" when they mean to maintain an upright posture or a confident demeanor."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
सिर फोड़ना,to fight violently,to smash/break the head,Don't stick your head out.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,I have a headache
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,He was burning in the well
सीने पर बोझ,to feel guilt or burden,burden on the chest,To keep a stick on the stove.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" translates to ""to fill up the air with noise or excitement"" in natural English."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,"सीने पर हाथ रखना means to be cautious or careful about something, often in a subtle or indirect way."
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't take a breath in the casket.
मन बनाना,to make up one’s mind,to make up the mind,To construct an English phrase or word.
मन भर जाना,to lose interest,for the mind to become full,Fill the mind with
मन खुश करना,to please someone,to make the mind happy,Make the mind happy.
मन बदलना,to change opinion suddenly,to change the mind,"The literal translation does not convey the idiomatic meaning of the idiom. The idiomatic meaning is that someone has changed their mind or perspective, while the literal translation implies that the mind does not know how to change."
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind.
मन जीत लेना,to win hearts,to win the mind,वह उसके लिए बहुत तेज़ था।
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Before the first leaf falls, talk."
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like being tied up with chains.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,They sell their hair one by one.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To keep it short and sweet.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To take a break.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),The poor's feelings are not spoken of.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To keep one's hands clean
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To keep it brief and faithful to each part.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,Keep it terse and faithful to each component.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have one's brain washed
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later"
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Do not put a price on oneself.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide oneself in the folds of a woman's sari.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"The idiom ""बच्चों को भूखा मारना"" means ""to starve children"" or ""to deprive children of food."" In Hindi, it is used to describe a situation where someone is intentionally causing children to go hungry or not providing them with enough food."
