src,true_meaning,literal_translation,predicted
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Destroy the enemy's breakfast.
滴水成冰,Freezing cold,Dripping into ice,Even a drop of water can freeze into ice in cold weather.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","The idiom 满招损，谦受益 means that being overly proud and conceited can lead to harm, while being humble and modest can bring benefits."
满城风雨,Become the talk of the town,Wind and rain all over the city,A stormy situation or widespread disturbance
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is shouting and cursing in the street.
滥竽充数,Just to fill up a vacancy,Excessive use of data,Fill the Number with Ran Nuts
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"The idiom ""火上加油"" means to add fuel to the fire, which is to make a situation worse or more intense."
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,火树银花不夜天
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. Non-Existence
烈火见真金,True blue will never stain,Fire sees real gold,True gold is tested by fire.
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,"The idiom 烘云托月 (hōng yún tuō yuè) can be translated as ""to fan the clouds to illuminate the moon"" in English. This idiom is often used to describe someone or something that is being praised or admired excessively, often to the point of being unrealistic or exaggerated."
无米之炊,Make bricks without straw,Cooking without rice,No rice to cook with
无风不起浪,Theres no smoke without fire,"No wind, no wave","The idiom ""无风不起浪"" is used to emphasize the idea that there is always a reason or cause behind a situation, even if it seems like nothing is happening. It is often used to encourage people to look deeper into a situation and find the underlying cause or reason for it."
无风起浪,Make trouble out of nothing,No wind and waves,"No wind, no waves"" or ""No cause for waves"
无敌于天下,Unmatched anywhere in the world,Invincible in the world,There is no one who can match you in the world.
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, receive a reward."
无计可施,Utterly without resources,Nothing can be done,No way to deal with it
无济于事,Useless,To no avail,It's useless to do that.
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"The phrase ""无事不登三宝殿"" is used to describe someone who is always seeking attention or is always looking for opportunities to be involved in something. It is derived from the Buddhist concept of the Three Holy Ones (the Buddha, the Dharma, and the Sangha), who are considered to be the highest authority in Buddhism."
无事生非,Create problems where none exists,Much Ado About Nothing,No reason to make a fuss
无所适从,With no definite plan to follow,At a loss,Feeling lost and unsure of what to do or where to go.
无恶不作,Commit all manner of crimes,Do no evil,No evil is not done
无以复加,In the extreme,Can't be added,There is nothing more to add.
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",That's like trying to build a house with no foundation.
无缘无故,For no reason at all,For no reason,Without any reason or cause.
无庸赘述,It's unnecessary to go into details,Needless to say,"The idiom ""无庸赘述"" (Wú yōng zhuì shù) is used to indicate that something is self-explanatory or that there is no need to provide additional details or explanations. It is used when someone wants to convey that a particular topic or point is so obvious or well-known that there is no need to provide further explanation or details. It implies that the information is self-evident and does not require additional elaboration."
烟消云散,Disappear in a flash,Disappear into smoke,"The smoke has dissipated and the clouds have dispersed, leaving no trace of the storm."
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"To waste time and energy on trivial pursuits, such as playing the lute or practicing the zither, instead of focusing on more important matters."
照猫画虎,Imitate,Draw cats and tigers,"Don't just draw a tiger after a cat; instead, learn from the cat's behavior and adapt it to your own situation."
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","Lonely and alone, my shadow and I are the only company."
煽风点火,Instigate,Fan the flames,"煽风点火 means to stir up trouble or create conflict, often by spreading rumors or inciting people to act in a certain way. It can also refer to spreading negative information or causing trouble for someone."
熟视无睹,Ignore,Turn a blind eye,熟视无睹 (shú shì wú dǔ) is a phrase that means to ignore or not notice something that is right in front of you.
燕巢幕上,Precarious,Swallow's Nest on the Curtain,"The literal English translation of 燕巢幕上 is ""The nest of the swallow on the curtain."" This idiom is used to describe a situation where someone is so focused on their work that they forget to take breaks or notice the distractions around them. It's often used to criticize someone who is too absorbed in their work and neglects their personal life or social interactions."
争权夺利,Scramble for power and profit,Scramble for power,Struggle for power and gain.
争长论短,Squabble,Debating long and short,"The natural English idiomatic translation of ""争长论短"" is ""to argue about who is better or more capable."
为民请命,Plead in the name of the people,Pray for the people,To plead for the people's needs.
为非作歹,Break the law,To do evil,To do evil and make trouble
为富不仁,Be rich and cruel,For the rich,"To be rich and not be kind"" is a literal translation of the Chinese idiom ""为富不仁."" It conveys the idea that those who are wealthy are not kind or considerate towards others, especially those who are less fortunate."
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,"The idiom ""为虎傅翼"" means to give wings to a tiger, which implies giving strength or support to someone who is already powerful or dangerous. In this context, it suggests that someone is helping or enabling a person or entity that is already in a strong or threatening position, often with the intention of further strengthening their power or influence."
为虎作伥,Help a villain do evil,Play for the tiger,To help the tiger do its job.
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away birds from the bush.
为所欲为,Have (or get) one's own way,Do whatever you want,To do as one pleases.
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"As the deepening of the abyss drives the fish away, so does the creation of a dense forest drive out the birds."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,墙倒众人推
片甲不留,The army is completely wiped out,No armor left,"The idiom ""片甲不留"" is used to describe someone who has completely defeated their opponent or conquered a territory, leaving nothing behind."
片瓦无存,Be razed to the ground,No tiles left,Nothing remains.
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,It's like saying 'a cow's head doesn't match a horse's mouth'.
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,"That's just a bunch of cow ghosts and snake demons, it's nothing to worry about."
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling a single hair causes the whole body to move.
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,Dog desperate to jump the wall
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,"The idiom 狗血喷头 is used to describe someone who is very emotional and prone to dramatic outbursts, often to the point of being excessive or exaggerated. It is a way of expressing that someone is very angry or upset, and their anger is so intense that it can be compared to a dog spitting blood from its mouth."
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox takes advantage of the tiger's fear.
狐群狗党,A gang of scoundrels,Fox and Dog Party,Fox pack dog party
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,Clever Rabbit with Three Holes
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,Narrow roads meet
独霸一方,Be a local despot,Dominate one side,Dominating one's own territory.
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,A single tree does not make a forest.
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"One man, the people's enemy."
独占鳌头,Head the list of successful candidates,Come out on top,独占鳌头
率由旧章,Follow the beaten track,Rate by old chapter,Follow the old rules.
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","Jade not polished, not a vessel."
玩火自焚,Whoever plays with fire gets burnt,Play with fire,"The literal English translation of 玩火自焚 is ""Play fire to oneself,"" which conveys the idiomatic meaning of causing one's own downfall or misfortune by doing something dangerous or reckless."
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,"The idiom 珠圆玉润 can be translated as ""perfectly polished and smooth"" or ""of the highest quality."
班门弄斧,Show off in the presence of an old hand,Ban door axe,"班门弄斧 means to try to show off one's skills in front of someone who is skilled in a particular area. It is often used to describe someone who tries to show off their abilities or skills in a way that is not appropriate or doesn't show their true skills. The idiom is derived from the story of the ancient Chinese woodcutter named Yan Hui, who was skilled in chopping wood. When he saw the famous woodcutter Lu Ban, he tried to show off his skills by chopping wood, but he was unable to do so as well as Lu Ban."
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,"The idiom ""瑕不掩瑜"" can be translated to ""The good outweighs the bad,"" emphasizing that the positive qualities of a person or thing are more important than any flaws or imperfections."
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Flaws and virtues are seen together
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,Precious snow predicts a bountiful year.
璞玉浑金,Unadorned beauty,Raw jade and gold,璞玉浑金 (pú yù hún jīn)
瓜田李下,Be found in a suspicious position,Melon Field Lixia,"The idiom 瓜田李下 is often used to describe a situation where someone's actions or behavior may be easily exposed or scrutinized, often implying a sense of caution or self-consciousness."
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"A small or unimportant person or group can cause a lot of noise or disturbance, often in a negative or unfavorable context."
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a jar
瓮中捉鳖,A sure catch,Catching turtle in urn,"The idiom ""瓮中捉鳖"" (wèng zhōng zhuō biē) means to capture or catch something that is easily obtainable or within reach. It is often used to describe situations where someone or something can be easily taken care of or controlled."
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat or concede defeat to someone or something.
甘之如饴,Gladly endure hardships,Sweet as candy,The idiom 甘之如饴 (gān zhī rú yí) means to enjoy something so much that it tastes sweet or pleasant. It is often used to describe someone who is willing to endure hardship or difficulty with great satisfaction.
甚嚣尘上,Making a lot of noise,All over the place,"The phrase ""very noisy and dust-filled"" does not convey the same meaning as ""甚嚣尘上"" in English. It is not a natural English idiom and does not accurately capture the intended meaning of the Chinese idiom."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once you've made a decision, it's too late to change it."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in times of worry, die in times of comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"The idiom ""用兵如神"" can be translated to ""He is a military genius"" in English, indicating that he has an exceptional ability to plan and execute military strategies with great skill and success."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,"Male thief, female prostitute"
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Having a strong foundation, one will not be afraid of facing difficulties or challenges in the future."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Complete the task in one stroke.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Draw a cake to quench hunger
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"He tried to act like a boss, but ended up looking like a fool."
当机立断,Decide on the moment (or on the spot),Make a prompt decision,当机立断 means to make a quick decision when the situation demands it. It emphasizes decisiveness and the ability to act swiftly in critical situations.
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","Those who are directly involved in a situation often cannot see the bigger picture and are blinded by their own circumstances, while those who are not directly involved can see the situation more clearly and objectively."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,"On the spot, make a fool of oneself."
当仁不让,Not decline to shoulder a responsibility,Do your part,"When it comes to virtue, one does not yield."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore or disregard something, as if it were a breeze passing by one's ear."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Build a house on top of a house.
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,Hard times reveal true character.
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,疾惡如仇 (jí è rú chóu) is an idiom that means to be extremely repulsed by evil or wrongdoing and to feel a strong desire to punish or eliminate it. It is often used to describe someone who is very moral and has a strong sense of justice.
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"When sick, seek any remedy."
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Illness comes from the mouth, disaster comes from the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,Ascend to the peak and reach the extreme.
登堂入室,Pass through the hall into the inner chamber,Entering the room,He has finally reached the level where he can enter the room and enter the hall.
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Work hard and forget to eat, be happy and forget about worries, don't know when old age will come, so it is like this."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with minor blemish.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,白头偕老
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,To see ghosts during the day.
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To shoot an arrow a hundred steps away and hit the target.
百废俱兴,Full-scale reconstruction is under way,Everything is booming,All things are revived and thriving.
百读不厌,Be worth reading a hundred times,Never tire of reading,Read it a hundred times and still not get tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,a lot of things to do
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A hundred years of harmony
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,The idiom 百炼成钢 (bǎi liàn chéng gāng) is often used to describe someone who has become stronger and more resilient through facing many challenges and hardships.
百孔千疮,In a disastrous state,Riddled with gaping wounds,"The idiom 百孔千疮 (bǎi kǒng qiān chuāng) means having many holes and cracks, which can be translated as ""having many flaws or defects."" It is often used to describe something that is in poor condition or in a state of disrepair."
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers bloom, a hundred schools of thought contend."
百战百胜,Invincible,Win every battle,"The idiom 百战百胜 (bǎi zhàn bǎi shèng) means ""to win every battle"" or ""to be victorious in every conflict."" It conveys the idea of achieving success in all endeavors or battles, often implying a high level of skill, strategy, or luck. The literal English translation of this idiom is ""A hundred battles, a hundred victories."
百川归海,All things tend in one direction,A hundred rivers return to the sea,"A natural English idiomatic translation: ""All roads lead to Rome"
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A person who is stubborn and refuses to give up, even when they are in a difficult situation."
百闻不如一见,Seeing is believing,Seeing is better than hearing,"Hear a hundred times, see once."
皆大欢喜,Everybody is happy,Everyone is happy,All are happy
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,The person's smile is fake and doesn't match their true feelings.
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","The essential part is missing, so the rest cannot exist either."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,盛名难副
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,It's difficult to say no to their kindness.
尽力而为,Do one's best,Do your best,Do one's best
尽心竭力,(do something) with all one's heart,Do my best,尽心竭力
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",尽人事，听天命
目不转睛,Look with fixed eyes,Keep an eye on,"He was staring at the painting with a look of intense focus, his eyes never leaving the canvas."
目光如炬,Farsighted,Eyes like torches,Bright eyes like a torch
盲人摸象,One-sided view,Blind man touching elephant,Blind man touches an elephant
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Blind men riding blind horses at night approaching a deep pool.
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly Express One's Own Opinion
相辅相成,Supplement each other,Complement each other,"The idiom 相辅相成 can be translated to English as ""to complement each other"" or ""to support each other."
相得益彰,Bring out the best in each other,Complement each other,相得益彰 (xiāng dé yì zhāng)
相提并论,Put something (or somebody) on a par with,On a par,相提并论
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Respect each other as if they were guests.
相知有素,Have known each other long,Know each other well,相知有素
相安无事,Live in peace with each other,Everything is fine,"The natural English idiomatic translation for 相安无事 is ""Everything is going smoothly."
相依为命,Shore one's life together,Depend on each other,相依为命
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"相映成趣 (xiāng yìng chéng qù) means that two or more things complement each other so well that they create a pleasant or interesting contrast or combination. It suggests that the presence of one thing enhances the beauty or interest of another, making them more enjoyable or entertaining together."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","When I thought about the problem, I suddenly came up with a solution. It was like a lightbulb went off in my head."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","The idiom 看菜吃饭，量体裁衣 can be translated as ""Adapt to the situation and make adjustments accordingly."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,真金不怕火炼
真相大白,The whole truth has come out,The truth is revealed,The truth is revealed
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"A native English speaker would say ""I have high expectations for myself, but I'm not sure if I have the ability to achieve them."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,睚眦必报 (zì zì bì bào)
睹物思人,The thing reminds one of its owner,See things and think people,"睹物思人 means ""to think of someone when seeing something"" in English."
瞎子摸鱼,Act blindly,Blind man fishing,Blind men groping for fish.
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Blind person lighting a candle is a waste of wax.
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person sees money and opens his eyes.
瞒天过海,Practice deception,Cross the sea,I'll have to use some 'hide the sky and cross the sea' tactics to get past security.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know yourself and know your enemy, and you will win a hundred battles without fail."
知法犯法,Knowingly violate the low,Know the law and break the law,Know the law and break the law.
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Face challenges with determination and persevere.
知过必改,Know one's faults and correct them,Knowing must change,To admit one's mistakes and correct them.
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","Know one, don't know two."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,Short weapons meet each other.
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,石沉大海 (Shí chén dà hǎi)
破釜沉舟,Cut off all means of retreat,Burn one's boats,Break the pot and sink the boat.
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh despite crying.
破旧立新,Destroy the old and establish the new,Break the old and build the new,破旧立新 means to discard the old and start anew.
硕果仅存,One of the few still lest,Only fruit remains,The last remaining fruit.
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,To grind a pestle into a needle.
碍手碍脚,Be a hindrance,Get in the way,Obstructing hands and feet (idiomatic expression)
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","God doesn't know, ghosts don't know."
神采奕奕,Glowing with health and radiating vigor,In high spirits,"The idiom ""神采奕奕"" means ""radiant with spirit"" or ""full of energy and vitality."" It describes someone who looks very lively and energetic, often with a bright and cheerful expression."
神色自若,Be perfectly calm and collected,Look at ease,神色自若
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come singly.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,"祸国殃民 means ""to bring ruin to the country and harm the people."" It refers to a person or action that causes significant harm or destruction to a country and its people."
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune does not come twice, misfortune does not come singly."
秀而不实,Flowering but producing no fruit,Show but not truth,Showy but lacking substance.
私相授受,Make an illicit transfer,Give and receive privately,Private Exchange of Knowledge
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,The autumn wind sweeps away the fallen leaves.
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,"The idiom 秋毫无犯 means ""not taking even a single hair from the people"" or ""not taking any advantage or benefit from the people."" It is used to describe someone who is extremely honest and does not take any advantage or benefit from others. It is often used to describe a government or ruler who is fair and just to its citizens."
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"What you sow, so you reap."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,Claiming to be the only one and saying I am alone.
称兄道弟,Be on intimate terms,Call each other brothers,"We're just friends, not brothers."
称王称霸,Act like an overlord,Lord it over,Claiming the throne and the empire
积年累月,For months and years,Over the years,"The idiom ""积年累月"" can be translated as ""accumulating years and months"" or more naturally as ""a long time."
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to prevent hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,The accumulated weight is hard to return
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,"The idiom ""积羽沉舟"" can be translated to ""Small actions can lead to significant consequences."
稳操胜券,Have full assurance of success,Be sure to win,"The idiom ""稳操胜券"" is used to describe a situation where one has a sure and certain advantage or victory in a situation. It is derived from the phrase ""稳操胜券"" which literally means ""to have a sure and certain advantage or victory in a situation."
空中楼阁,Daydream,Castle in the sky,"It's just a dream, a 'sky palace' that can never be built."
穿针引线,Act as a go-between,Thread the needle,"The phrase 穿针引线 can be translated to ""thread a needle"" in English, but it's more commonly used in a figurative sense to mean facilitating or arranging something, often in a subtle or indirect way. It can also refer to someone who acts as a mediator or connector between two parties."
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,突飞猛进 (tū fēi měng jìn)
穷兵黩武,Adopt a warlike policy,Go to war,"The idiom ""穷兵黩武"" means ""waging war recklessly"" or ""waging war without restraint."" It refers to the practice of engaging in frequent and unnecessary military actions, often for aggressive or expansionist purposes. The term combines the words ""穷"" (qióng) meaning ""poor"" or ""hard-pressed,"" and ""兵"" (bīng) meaning ""army"" or ""military,"" with ""黩武"" (dú wǔ) meaning ""waging war."" The idiom suggests a lack of restraint in military affairs, often associated with aggressive or expansionist policies."
穷途末路,Dead end,No way no money,"穷途末路 is an idiom that means being in a hopeless situation, with no way out. It is often used to describe someone who is in a difficult or desperate situation, with no hope for a better future."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,poor mountains and bad water
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When things are tough, one should consider changing their situation or approach."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed","The idiom 窥测方向，以求一逞 can be translated as ""to try to guess the direction and achieve something"" in natural English."
立锥之地,A tiny bit of land,The land of the cone,A place to stand with a single needle
立身处世,How to get along with people,Live in the world,Stand and live
立足之地,Standing-room,Gain a foothold,A place to stand firm
竭尽全力,To the best of one's ability,Make every effort,Exhaust all one's efforts
端倪可察,Have found a due to something,Clues can be seen,"端倪可察 can be translated as ""the beginning and end can be seen"" in English."
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,"The result is a natural English translation that conveys the idiomatic meaning of ""smiling on the outside but harboring malice on the inside."
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,"The literal English translation of ""笨鸟先飞"" is ""Stupid birds fly ahead."" However, in natural English, it would be more appropriate to say ""The slow bird flies ahead"" or ""The stupid bird flies ahead"" to convey the same meaning."
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen",Peering into a tiger's paw reveals only one paw.
箭在弦上,A point of no return,Arrow on the string,"The situation is unavoidable, and we must act now."
筚路蓝缕,The pioneering spirit,Bilu blue thread,"筚路蓝缕 (bìlù lánlǚ) means to travel with a simple vehicle and wear rough clothes, referring to the hardships and difficulties encountered during the early stages of building something. It is often used to describe the arduous work and dedication required to establish something new or to overcome obstacles."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,Bowl of food and jar of wine
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"The idiom ""米珠薪桂"" can be translated as ""Rice is as precious as pearls, and firewood is as expensive as jade."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,粗枝大叶地处理这个问题。 (chū zhī dà yè de tì yì zhè ge wèn tí)
粥少僧多,Not enough to go around,"Less porridge, more monks",There are too many people for the limited resources.
精兵简政,Streamlined administration,Efficient and streamlined administration,"The idiom 精兵简政 means ""to reduce the number of troops and simplify administration."" It refers to the practice of reducing the size of an organization or government by eliminating unnecessary personnel and simplifying bureaucratic procedures. The idiom emphasizes the importance of efficiency and effectiveness in governance or management."
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,Three Articles of Agreement
纷至沓来,Come in a continuous stream,One after another,纷至沓来 (fēn zhì tà lái)
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"In a situation of extreme danger, one meets with salvation."
绞尽脑汁,Rack one's brains,Racking my brains,"The idiomatic translation of 绞尽脑汁 (jiǎo jìn nǎo zhī) is ""to think very hard and come up with a solution."" This phrase is often used to describe someone who is working very hard to solve a problem or find a solution."
络绎不绝,Unending,An endless stream,The crowds were continuously flowing without end.
经年累月,For years,Over the years,"经年累月 (Year after year, month after month)"
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Good Men
绰绰有余,More than sufficient,More than enough,"There is plenty of money left over, so I have enough to cover my expenses."
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,"He's a master at his craft, but you wouldn't know it from his friendly demeanor."
紧锣密鼓,Wildly beating gongs and drums,In full swing,Tighten the drum and make the gong.
缘木求鱼,A useless search,Edge wood for fish,"The idiom ""缘木求鱼"" is used to describe a situation where one is trying to achieve something that is impossible or impractical. It suggests that the approach being taken is misguided or ineffective."
缓不济急,Slow action cannot save a critical situation,In no hurry,Slowly doesn't help in a hurry.
缩头缩脑,Shrink from responsibility,Shrink your head,Shrink one's head and shrink one's brain
总而言之,To make a long story short,All in all,In summary
总角之交,Childhood friend,Turn of the total angle,The friendship between two people who were once young and had their hair tied up in a topknot.
绘声绘影,Vivid description,Picture sound and picture,"The idiom 绘声绘影 can be translated to ""painting sound and image"" in English. It emphasizes the ability to bring something to life through words or art, making it come alive and feel real to the reader or viewer."
罄竹难书,(of a man's sins) too numerous to record,Too many books to read,Exhausted the bamboo to write
