src,true_meaning,literal_translation,predicted
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep it terse and faithful to each component.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
पसीना रोकना,to relieve effort,to stop sweat,"The idiom ""पसीना रोकना"" can be translated to ""hold back"" or ""keep something back"" in English."
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),To be as thin as a reed is the true thing.
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,"The idiom ""सीने में दर्द होना"" means experiencing a sharp pain or discomfort in the chest, often due to emotional distress or anxiety."
सीने में जलन होना,to feel envy,to have burning in the chest,"The idiom ""सीने में जलन होना"" can be translated to ""to have a fire in the eyes"" or ""to be looking with intensity."" This means that someone is very enthusiastic, excited, or animated about something and is showing a lot of energy and interest in a particular topic or situation."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To raise one's head from the grave
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be full of oneself or arrogant.
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"The phrase ""to have a fire in one's belly"" is a natural and idiomatic English expression that conveys the same meaning as the Hindi idiom ""सीने में आग लगना."
रंग दिखाना,to reveal true colors,to show color,Show your true colors.
रंगीन होना,to enjoy life freely,to become colorful,"The phrase ""To be colorful or vibrant"" is a natural English idiomatic translation of the Hindi idiom ""रंगीन होना."
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"The idiom ""रंग फीका पड़ना"" means ""to lose one's color"" or ""to lose one's composure."" It is used to describe someone who is feeling embarrassed or ashamed."
रंग उड़ना,to fade away,for the color to fly/fade,The situation is a mess. It's like colors are flying around.
रंग जमना,to gain traction,for color to set,"The idiom ""रंग जमना"" means ""to change one's color"" or ""to change one's appearance."" It is often used to describe someone who changes their behavior or attitude suddenly, often in response to a particular situation or event. The idiomatic sense is that the person's outward appearance or demeanor has changed, perhaps due to a shift in their emotions or circumstances."
रंग लगना,to start celebrating,to have color applied,"The idiom ""रंग लगना"" (rang lagan) means to become affected or influenced by something, especially in a positive way. It can be translated as ""to be affected by something"" or ""to be influenced by something"" in Hindi."
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"In color, to know the color"
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep it terse and faithful to each component.
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,अपना उल्लू सीधा करना - To be direct and straightforward in communication.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Keep it terse and faithful to each component.
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"The idiom means that something may seem fragile or weak on the surface, but it can withstand a lot of pressure and still remain intact. It is like an apple that may look fragile, but it can withstand a lot of force without breaking."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,Don't be a crybaby.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your head above water.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Keep your anger in check.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To have a hand that is blind and clumsy.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To consider one's own mistake as a shield against it.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",अपनी डफली अपना राग नहीं दिखाते
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" is a Hindi idiom that means ""to lose one's mind"" or ""to go crazy"". The literal translation is ""the scale of the mind is broken down""."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To be distracted by one's thoughts.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,"The idiom ""अंधे के हाथ तिलक लगना"" means ""to put a tilak on the hands of the blind."" It is used to describe someone who is trying to help someone who is blind but is not aware of their condition. The person with the tilak is giving the blind person a sign of respect or guidance, even though the blind person may not be able to see it."
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Keep it brief and true to each element.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,"Not the leather of the blind, not the leather of the thief."
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To pick up a stick in the dark
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The eye of the blind does not open even if it is opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"roti of the blind, roti of the blind"
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but didn't see it with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to see, you need to open your eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show the sun to the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"To show the way to the blind, even in the darkest of places."
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the dark.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a rut.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Give a torch to a blind person
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"The idiom ""अंधा ऊँट सवारी करना"" means ""to ride on a blindfolded eagle."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"The idiom ""अंधेरे में रोशनी फैलाना"" means to bring light into a dark situation or to make things clear and understandable. It is often used to describe someone who helps others understand something that was previously unclear or confusing."
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king makes the people blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To shine in the darkness of fate.
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"The idiom ""अंधे को रास्ता न सूझना"" means ""not to lead someone into a trap or deceive them."" It implies that one should avoid misleading or deceiving others, especially those who are not well-informed or easily deceived."
अंधा प्रेम करना,to love without reason,to love blindly,To fall in love with darkness.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Give the blind man your hand.
अंधे की लाठी,only source of dependence,a blind man’s staff,"To turn a blind eye to something, to ignore it or not pay attention to it."
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see light in the dreams of the blind.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,"To be in a state of confusion or ignorance, or to be unable to see or understand something clearly."
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,अंधेरे में रास्ता ढूँढना एक शांति और आरामदायक रूप से चलने वाली एक रास्ता है। यह अंधेरे में चलने वाली एक रास्ता है जो आपको अपने सामने नहीं दिखाई देता है। यह अंधेरे में चलने वाली एक रास्ता है जो आपको अपने सामने नहीं दिखाई देता है। यह अंधेरे में चलने वाली एक रास्ता है जो आपको अपने सामने नहीं दिखाई देता है। यह अंधेरे में चलने वाली एक रास
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Split the blind eye
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Misfortune of the blind (or) Misfortune of the blindfolded
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","अंधे का नाम सुना, चेहरा नहीं देखा"
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"अंधा क्या देखे, दो आँखें बंद कर दें: यह अंग्रेजी शब्द ""blind as a bat"" के समान है। यह अनुवाद देखने में असफल रहने की असंभवता को दर्शाता है। इसका अर्थ है कि जब कोई व्यक्ति अपने दृश्य को बंद कर देता है, तो वह उसके दृश्य को देखने में असफल होता है।"
अंधा गुस्सा करना,to get blindly angry,to do blind anger,To cry wolf in the dark.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To sink into darkness
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,"In the darkness of misfortune, the cuts do not go out."
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The misfortune of the blind does not awaken.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result","Dark love, dark result"
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"The idiom ""अंधेरे में रहकर उजाला ढूँढना"" means ""to seek light in the dark"" in Hindi. It is used to describe a situation where someone is trying to find a solution or an answer to a problem, but is struggling to see clearly or find the right path."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To put a lamp in the hands of an owl.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,अंधा भी रास्ता पहचान गया था।
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the darkness (Adhane se darna)
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To provide clear and direct guidance or information to someone who is in a state of confusion or is not aware of the situation.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,अंधेरे में ताकना नहीं.
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To avoid causing trouble for someone who is not capable of understanding or participating in the situation.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,Keep the path of the blind from being blocked.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's umbrella
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,"To show someone a mirror, but not to reflect on their true nature or flaws."
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Looking for something in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark.
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The Blind King Governs the Kingdom
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light into the darkness (keeping the idiomatic meaning of the phrase)
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,"The phrase ""अंधा काँटा निकालना"" can be translated to ""extracting the blindfold from the eyes"" in English. This phrase is used to describe someone who is unable to see the truth or reality due to being blinded by ignorance or prejudice. The idiomatic sense is that the person is so blinded by their own assumptions or beliefs that they cannot perceive the actual situation or truth."
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,"अंधे को अंधेरे में छोड़ना means to leave someone in a state of darkness or ignorance, implying that one should not expose someone to more darkness or ignorance by not providing them with the necessary light or knowledge."
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,One should not be afraid of being alone or in a dark place.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,"Faithful Translation: ""One should guide the blind."
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,"The idiom ""अंधेरे से डरना नहीं चाहिए"" means that one shouldn't be afraid of the unknown or unfamiliar, and instead should embrace it with confidence and courage."
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In the dark, light a lamp."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,धरती पर पैर रखना means to live a peaceful and financially secure life. It is an experience of keeping one's life and financial affairs safe.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" is used to describe someone who has lost their reputation or standing due to some wrongdoing or scandal. It is often used to describe someone who has fallen from grace or lost their credibility."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To fly like a bird in the wind"" or ""to soar like a bird in the sky."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","The idiom ""पानी में रहकर मगर से बैरा नहीं बनते"" means ""to remain unchanged despite being in a difficult situation."" In Hindi, it's often used to describe someone who doesn't change their attitude or behavior even when faced with challenging circumstances."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To play with the ripples of happiness.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The idiom ""रंगीन मिज़ाज होना"" (rangīn mīzāj honā) means to have a lively or cheerful demeanor or to be in a good mood."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with the heart
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it terse and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Do not be overly critical or overly demanding.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To give and take (literal translation: Put in and take out)
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"To make someone feel uncomfortable or uneasy, often by causing them to think about something unpleasant or difficult."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to Heart Connection
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,To ignite the heart
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and Take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong emotional attachment or influence on someone or something.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The idiom ""दिल पर बोझ होना"" is a Hindi phrase that means ""to have a lump in one's heart."" It is often used to describe a feeling of sadness, regret, or disappointment. The literal translation of the phrase is ""to have a lump in one's heart,"" which conveys the same meaning as the original Hindi phrase."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To think about something in a complicated way or to complicate one's thoughts.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To be foolish.
दिमाग खपाना,to think very hard,to expend/wear out the brain,He was so engrossed in his thoughts that he didn't even notice the approaching storm.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,The brain needs to be attached.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Keep your mouth shut about it.
मुँह पर बोलना,to speak directly,to speak on the face,Speak with your mouth
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone happy or to make someone smile.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose off does not cut the head off.
नाक ऊँची करना,to make someone proud,to raise the nose high,नाक ऊँची करना (nāk ūñchī karnā) means to raise one's voice or speak loudly and forcefully.
नाक बचाना,to save face,to save the nose,"The idiom ""नाक बचाना"" means to save or protect oneself from a difficult situation or a problem. It is often used to describe someone who is able to avoid or overcome a challenge or obstacle."
नाक दबाना,to force acceptance,to press the nose,To hold one's tongue or suppress one's emotions.
नाक चढ़ाना,to act proudly,to raise the nose,"The natural English idiomatic translation of ""नाक चढ़ाना"" is ""to raise one's eyebrows."
कान खड़े करना,to become alert,to make the ears stand up,I need to keep my ears open to hear what he has to say.
कान में बात डालना,to inform secretly,to put the matter into the ear,कान में बात डालना means to spread rumors or lies to others.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,कान में जूँ न रेंगना
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,The sudden storm shook the earth with one's feet.
पैर उखड़ना,to lose stability,for the feet to get uprooted,To kick one's heels
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"To sit or stand with one's hands clenched or closed, often in a defensive or aggressive manner. This idiom is used to describe someone who is tense, nervous, or ready to confront someone or something."
हाथ उठाना,to hit or bless,to raise the hand,I'll raise my hand if I agree.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it brief and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,The head does not know how to climb.
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The English translation of ""सिर पर सवार होना"" is ""sit on one's head."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,To keep one's head up.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm on one's head.
सिर फोड़ना,to fight violently,to smash/break the head,I can't believe that! I just shook my head in disbelief.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom ""सिर पर कर्ज़ होना"" means to be in a bad mood or in a bad state of mind."
सिर का दर्द,a troublesome person,pain of the head,I don't have a headache on my head.
सीने में जलन,to feel envy,burning in the chest,ा
सीने पर बोझ,to feel guilt or burden,burden on the chest,"To be very careful or cautious about something, as if you are putting a piece of wood on a hot stove to prevent it from burning. It implies that one should be very careful and attentive to avoid any potential harm or danger."
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to ""Fill the air with wind"" in English."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,To feel cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hands clean.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"To not take a breath in the audience, which means to be very focused or absorbed in what is happening, to the point where you forget to breathe."
मन बनाना,to make up one’s mind,to make up the mind,To make one's mind is very good.
मन भर जाना,to lose interest,for the mind to become full,Fill the mind with peace and harmony.
मन खुश करना,to please someone,to make the mind happy,"To make the mind happy is not enough, but to make it happy is necessary."
मन बदलना,to change opinion suddenly,to change the mind,Changing one's mind is one's enemy.
मन लगाकर काम करना,to work sincerely,to work having set the mind,"मन लगाकर काम करना means ""to work hard and diligently, without any distractions or distractions."
मन जीत लेना,to win hearts,to win the mind,To win someone's heart or affection.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,Do not lose the first leaf before the second has fallen.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck in a bad way.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,मेरे जीते-जीते जीवन में एक लोग ने एक बार बात की थी।
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To leave quietly or without making a sound.
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To give a small gift
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To describe the feelings of the people in a way that does not cause confusion.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make hands stinky.
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The literal translation of ""दिमाग पर छा जाना"" is ""The mind is lost,"" which accurately conveys the meaning of the idiom."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छूना चाहिए और आसमान छ
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,A woman should not hide in her hair.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To cause or contribute to the suffering or hardship of children by depriving them of basic necessities such as food, shelter, or education."
