src,true_meaning,literal_translation,predicted
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a road in darkness
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Keep it terse and faithful to each component: Hide in the darkness
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,To spread rumors or false information maliciously.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The misfortune of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"What does a blind person see, close your two eyes."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"The idiom ""अंधा गुस्सा करना"" translates to ""to keep it terse and faithful to each component"" in English. However, the literal translation of the idiom is ""to keep it dark and faithful to each component."" This idiom is used to describe someone who is overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the point of being overly cautious or overly concerned about details, often to the"
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown oneself in darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,अंधे के भाग्य में छेद
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,To be born into a difficult or unfortunate situation or circumstance.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Blind love leads to a blind outcome.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,"In the darkness, seek a light."
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,To add unnecessary information to an already clear situation.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind person can find the way.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear in the darkness
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the blind the direct path.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a lamp in the dark.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"I'm just staring at the darkness, hoping to find the answer to my question."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To keep an eye on someone who is blind.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To refuse to see the obvious or to ignore something that is clear.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Steal the blindfold of the night.
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,"The idiom ""To gain benefit from darkness"" is not commonly used in English, and its meaning is not clear without context."
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look around in the dark.
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"The idiom ""अंधेरे से बाहर आना"" can be translated as ""to come out of the dark"" or ""to emerge from the shadows."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,The light does not shine in the darkness.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove a blindfold from a blind person.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To govern with the blind eye
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,One should not live in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to be afraid of the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,।
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The idiom ""धरती पर पैर रखना"" can be translated to the English idiom ""to take a stand"" or ""to take a position."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" means ""falling from the sky"" in English."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To be free and unencumbered, as if flying in the air."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",पानी में रहकर मगर से बैर नहीं बैठा रहे.
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"To be carefree and happy, as if the wind is blowing through your hair."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,"The phrase ""to have a colorful atmosphere"" is a natural English idiomatic translation of the Hindi idiom ""रंगीन मिज़ाज होना."
दिल से खेलना,to toy with someone’s feelings,to play with the heart,"Playing with the heart"" or ""Playing with the soul"
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Put your heart into it.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Keep the heart small and the talk better.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To put one's heart in and take it out
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone feel uncomfortable or uneasy by making them think about something unpleasant or embarrassing.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A bond of the heart
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"The idiom ""दिल में आग लगाना"" can be translated as ""to ignite one's passion"" or ""to get excited about something."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings.
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,"The literal translation of ""दिल पर बोझ होना"" is ""To have a headache on one's mind,"" which is not an idiomatic expression and does not convey the same meaning as the Hindi idiom."
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To keep a cricket in the brain.
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To think deeply
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply or to ponder over something.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,You need to think about it.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,"To be careful not to reveal one's true thoughts or intentions, especially in a social or professional setting."
मुँह पर बोलना,to speak directly,to speak on the face,"He's always talking, it's like he's got a mouth full of words."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good or happy by saying something nice or kind.
नाक कटना,to lose honor,for the nose to be cut,To cut off the nose to spite the face.
नाक ऊँची करना,to make someone proud,to raise the nose high,"The English idiom translation is: ""To make a big deal out of something trivial or insignificant."
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep it terse and faithful to each component
नाक चढ़ाना,to act proudly,to raise the nose,"The idiom ""नाक चढ़ाना"" means ""to raise eyebrows"" or ""to raise one's eyebrows"" in Hindi. This expression is used to describe a facial expression that shows surprise, shock, or disbelief. It can also be used to indicate that someone is paying attention or is impressed by something."
कान खड़े करना,to become alert,to make the ears stand up,To stick one's ears out
कान में बात डालना,to inform secretly,to put the matter into the ear,I'm just putting something in your ear.
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let your ears ring.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To keep one's feet on the ground.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To kick one's heels"" or ""To kick one's heels out of the way"
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"He sat with his hands in his pockets, looking nervous."
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hands and sit down.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,To play with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"The English translation is ""To be extremely confident or arrogant, often to the point of being rude or disrespectful."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"A literal translation of the idiom ""सिर पर सवार होना"" is ""To be at the top of one's game."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"The idiom ""सिर पर तूफ़ान लाना"" can be translated as ""to bring a storm to one's head"" or ""to cause a storm of criticism or disagreement."" It suggests that someone is causing a lot of trouble or causing a lot of negative reactions."
सिर फोड़ना,to fight violently,to smash/break the head,"I'm so excited about the party, I'm going to be Sir Fodana!"
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"I'm in trouble, I'm in a difficult situation."
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,"To be in a state of agitation or excitement, often due to a strong emotional response or a sudden change in circumstances."
सीने पर बोझ,to feel guilt or burden,burden on the chest,देखना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom सीने में हवा भरना translates to ""to fill the air with noise"" in English."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The idiom सीना ठंडा होना (sīnā thanda honā) translates to ""to keep it terse and faithful to each component."" It means to be concise and accurate in every detail."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,सीने पर हाथ रखना
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the air of the grave.
मन बनाना,to make up one’s mind,to make up the mind,Create a market in the market.
मन भर जाना,to lose interest,for the mind to become full,"The idiom ""मन भर जाना"" is used to describe a person who is deeply immersed in their thoughts or ideas, often to the point of being unable to focus on anything else."
मन खुश करना,to please someone,to make the mind happy,To make someone happy or content.
मन बदलना,to change opinion suddenly,to change the mind,मन बदलना means to change one's mind or attitude towards something.
मन लगाकर काम करना,to work sincerely,to work having set the mind,मन लगाकर काम करना (man lagākara kām karna)
मन जीत लेना,to win hearts,to win the mind,To convince someone
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first thing to fall is not the second.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like you're stuck in a situation or unable to move forward.
मेरी बुरी किस्मत,just my bad luck,my bad luck,मेरी बुरी किस्मत ने मुझे बहुत बेहतर किया
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My victorious hero sold his capital city to his friends.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"The idiom ""दुम दबाकर निकल लेना"" can be translated as ""to keep it terse and faithful to each component."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it short and true to each part.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नात्मक विचारों को अनुसार जानकारी देना
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,(To be overly affectionate)
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,Don't let your brain get overwhelmed by thoughts or ideas.
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do not keep the sky low or do
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide in the bosom of a woman.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make children feel hungry or deprived, often in a figurative sense."
