src,true_meaning,literal_translation,predicted
जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Keep it terse and faithful to each component.
जुबान पर ताला,to keep secrets locked,a lock on the tongue,To put a feather on a camel's back.
जुबान फिसल जाना,to say something accidentally,for the tongue to slip,"The idiom ""जुबान फिसल जाना"" means that something has been lost or forgotten, often due to carelessness or negligence. In Hindi, it is used to convey the idea that a person or thing has been misplaced or has vanished without a trace."
जुबान सरक जाना,to misspeak,for the tongue to slide,To take a beating
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep it terse and faithful to each component.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,"The idiom ""खून का रिश्ता निभाना"" means to create a connection or relationship between two people or things, often in a metaphorical sense. It can also refer to the idea of blood ties or familial bonds."
पसीना रोकना,to relieve effort,to stop sweat,To hold one's nose.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"To keep it terse and faithful to each component, no commentary, just the literal gloss."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have a headache
सीने में जलन होना,to feel envy,to have burning in the chest,"The idiom ""सीने में जलन होना"" means ""to have a fire in the belly"" or ""to be burning with something."" It is used to describe someone who is very enthusiastic or passionate about something."
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"To be exposed or made public, often in a negative or embarrassing way."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"The idiom सीने पर बोझ होना can be translated to ""To be on the ball"" in English."
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,A fire breaks out in the stove.
रंग दिखाना,to reveal true colors,to show color,रंग दिखाना और रंग नहीं दिखाना
रंगीन होना,to enjoy life freely,to become colorful,To make my point by making a colorful statement.
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,To be in a pickle or to be in a tight spot.
रंग उड़ना,to fade away,for the color to fly/fade,Keep it terse and faithful to each component.
रंग जमना,to gain traction,for color to set,"The idiom ""रंग जमना"" translates to ""sharing one's colors"" in English."
रंग लगना,to start celebrating,to have color applied,"To suddenly get angry"" or ""To suddenly get upset"
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"The idiom ""रंग में रँग जाना"" translates to ""to paint a rosy picture"" in English. It means to present a situation or event in a more positive or idealized way than it actually is, often to make it seem more appealing or desirable."
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,अति सर्वत्र वर्जयेत् सिर्फ एक वाक्य में उत्पन्न किया जाता है और उसका अर्थ अस्तित्व के साथ-साथ उसकी अर्थव्यवस्था भी बताता है। यह एक विशेष वाक्य है जो अपनी अर्थव्यवस्था को बताता है और उसके अर्थ को समझने के लिए उसे एक विशेष तरीके से अनुवाद करना चाहिए।
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it terse and faithful to each component.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,"अक्ल ठिकाने लगाना means to focus on one's own thoughts and opinions, often to the exclusion of others' perspectives or ideas. It implies a narrow-minded or self-centered approach to thinking, where one's own ideas take precedence over considering other viewpoints or possibilities."
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,"The grapes are hard, but the grapes are not hard."
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"The idiom ""अपनी डींगे हाँकना"" means ""to speak one's mind"" or ""to express oneself freely."" It implies that someone is not afraid to say what they think or feel, even if it may be controversial or unpopular."
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To keep one's nose up.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Do not express your anger as a song.
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Give a blind man a fish
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it in the dark
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To accept the consequences of one's own mistake.
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",He shows his anger by keeping his mouth closed.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"To lose one's head"" or ""To lose one's wits"
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,To keep one's head down and walk away.
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear an earthenware ring on one's hand.
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blindly Cut the Ravioli
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,The darkness is not made of coal.
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To pick up a stick of darkness
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,"Even in the darkest of places, one's eyes can still open and see."
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The bread of the blind is sweet bread.
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","He heard the name of the blind man, but didn't see with his own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to be blind, you have to make two eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark.
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To give someone the light.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"अंधे को रास्ता दिखाना एक अंग्रेजी अस्पष्टता का अर्थ है। यह अर्थ है कि जब एक व्यक्ति अंधेरे में रहता है और उसे रास्ता दिखाना होता है, तो उसे अंधेरे का रास्ता दिखाना भी होता है। इस अर्थ में यह अस्पष्टता का अर्थ है कि जब एक व्यक्ति अंधेरे में रहता है और उसे रास्ता दिखाना होता है, तो उसे अंधेरे का रास्ता दिखाना भी होता है। इस अर्थ में यह अस्पष्टता का अर्थ है कि जब एक व्यक्ति अंधेरे में रहता है और उसे रास्ता दिखाना होता है, तो उसे अंधेरे का रास्ता दिखाना भी होता है।"
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,"The idiom ""अंधेरे में बैठना"" means to be in a situation or state where one is unable to see clearly or make decisions due to a lack of information or understanding."
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be stuck in a dark song.
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for a needle in the dark.
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,अंधे के हाथ में दीपक
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,Riding a blindfolded chicken
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,"The idiom ""अंधेरे में रोशनी फैलाना"" can be translated to English as ""to bring light into darkness."" This phrase is often used to describe someone who brings hope, positivity, or enlightenment into a situation that is dark or negative."
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind","The king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king is blind, the people are blind, the king"
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To shine in the darkness of misfortune
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,Don't give the blind a path to follow.
अंधा प्रेम करना,to love without reason,to love blindly,"To fall in love with someone who is not worthy of your affection or attention, often due to their flaws or shortcomings."
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,अंधे को हाथ का सहारा नहीं देना
अंधे की लाठी,only source of dependence,a blind man’s staff,तलाशने को समय नहीं लगता।
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,The blind should see light in their dreams.
अंधेरे में रहना,to be ignorant,to live/stay in darkness,To live in darkness
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To search for a road in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Hide in the dark
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Keep it simple and straightforward.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,"Being born into a bad family is like being stuck in a dark room all day, with no light or hope."
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To enlighten someone who is unaware or ignorant about something.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind man, but did not see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,"If you see an owl, close your eyes."
अंधा गुस्सा करना,to get blindly angry,to do blind anger,अंधा गुस्सा करना
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To be completely lost or confused in a situation where one is not sure of what to do or how to proceed
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,They don't cut the eyes of the blind.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The literal translation does not convey the idiomatic meaning of the idiom.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",The result of blind love is a disastrous or unfortunate outcome.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light while staying in darkness
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Putting a light on the hands of the blind makes the darkness.
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the darkness
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,Show the straight path to the blind.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,"The idiom ""अंधेरे में दीप जलाना"" can be translated to ""to light a lamp in the dark"" in English."
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,"To be hesitant or unsure about something, as if in the dark."
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see the light or gain understanding.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To keep the blind from the blind.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To search in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing the darkness's umbrella
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To take advantage of a situation that is not visible or obvious.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,Dark King ruling the kingdom
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"In the darkness of the hut, there is no light."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from someone who is ignorant or lacks knowledge.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Keeping the law in the dark
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,"अंधेरे में रहना नहीं चाहिए means ""Do not stay in the dark"" or ""Do not live in the dark."
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There is no need to fear the dark.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"It's better to have a small amount of light or knowledge than none at all, even if it's not enough to see clearly."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"terse and faithful to each component. No commentary, just the literal gloss."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from grace
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To act or behave in a way that is not grounded in reality or practicality, often with the implication that the person is being unrealistic or impractical."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","Staying in water, not becoming a fish."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,To play with the flutter of happiness.
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful disposition
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play with your heart.
दिल का मामला,a romantic issue,matter of the heart,A matter of the heart
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep it brief and faithful to each component.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,"Don't be narrow-minded, and don't make your rope small either."
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,"The idiom ""दिल लगाना और तोड़ना"" is used to describe a state of confusion or bewilderment, often due to conflicting emotions or ideas. It is used to describe a situation where one's thoughts and feelings are in disarray, making it difficult to make a decision or understand what is happening."
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,"The idiom ""दिल का बोझ हल्का करना"" means to make someone feel comfortable or at ease. It is used to describe the act of making someone feel relaxed and comfortable, often in a social situation."
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A connection between hearts
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"The idiom ""दिल में आग लगाना"" can be translated to English as ""To ignite a fire in one's heart."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,"The idiom ""दिल पर राज करना"" can be translated as ""to take control of someone's emotions"" or ""to manipulate someone's feelings."
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,To have a lump in one's heart
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,दिमाग में खिचड़ी पकना (dimaag mein khichdi pakana)
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,"The idiom ""दिमाग का दही बनाना"" can be translated to ""to make one's brain boil"" in English."
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think deeply.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,।
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,"The idiom ""मुँह में ज़ुबान नहीं"" can be translated to ""to keep quiet"" or ""not to speak up"" in English."
मुँह पर बोलना,to speak directly,to speak on the face,Speak on the tip of the tongue
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,"To make someone feel comfortable or at ease, often by being kind or friendly."
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose to spite the face.
नाक ऊँची करना,to make someone proud,to raise the nose high,To keep the nose high.
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To keep one's nose in the air or to keep one's nose in the air.
नाक चढ़ाना,to act proudly,to raise the nose,"To make a face"" or ""To grimace"
कान खड़े करना,to become alert,to make the ears stand up,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
कान में बात डालना,to inform secretly,to put the matter into the ear,Speak directly to someone's ears
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't make a sound in your ears.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"The idiom ""पैरों तले ज़मीन खिसकना"" means to lose one's footing or to stumble, often in a figurative sense."
पैर उखड़ना,to lose stability,for the feet to get uprooted,"अपने दोस्तों के साथ खेल रहे थे, लेकिन अपने पैरों को उखड़ने के बाद उन्होंने खेल नहीं खेला।"
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Keep it terse and faithful to each component.
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand
हाथ साफ़ करना,to steal cleverly,to clean the hand,Keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,"To engage in a game or activity with one's hands, often implying a playful or light-hearted approach to the task at hand."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To put one's head up
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,Sit on the head
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep it brief and accurate to each element.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To bring a storm on one's head
सिर फोड़ना,to fight violently,to smash/break the head,To stick out one's neck or to stick one's neck out.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,I'm having a headache
सिर का दर्द,a troublesome person,pain of the head,The pain in the head
सीने में जलन,to feel envy,burning in the chest,To be in a state of extreme excitement or anticipation.
सीने पर बोझ,to feel guilt or burden,burden on the chest,देना
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,He's always filling the air with wind about his latest project.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's nose
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Don't breathe in the well
मन बनाना,to make up one’s mind,to make up the mind,Make a big deal out of something trivial
मन भर जाना,to lose interest,for the mind to become full,अपने अंदर जाने के लिए एक बेहतरीन रूप है।
मन खुश करना,to please someone,to make the mind happy,मन खुश करना
मन बदलना,to change opinion suddenly,to change the mind,I can't change my mind once I've made up my mind.
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with the mind attached to something
मन जीत लेना,to win hearts,to win the mind,To convince someone of something
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,Look at the first leaf before it falls
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner or trapped in a situation.
मेरी बुरी किस्मत,just my bad luck,my bad luck,मेरी बुरी किस्मत नहीं है।
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My little victories turned into big defeats.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,"A natural English idiomatic translation: ""To escape quietly or without making a sound."
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To keep it brief and accurate.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),To determine the true feelings of someone.
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"To spread rumors or gossip about someone, often with the intention of damaging their reputation or causing trouble."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"To be friendly and polite, especially when dealing with people or situations that are not very pleasant or easy."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"The phrase ""दिमाग पर छा जाना"" can be translated to ""To have one's mind clouded or to have one's thoughts clouded"" in natural English."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),आसमान छूना (भाव/कीमतें) नहीं करना
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide oneself in the folds of a woman's clothing or attire.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make someone feel hungry or deprived, often in a figurative sense."
