src,true_meaning,literal_translation,predicted
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten someone who is unaware or blind to something.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,"The natural English idiomatic translation of ""अंधे को रास्ता दिखाना"" is ""To show the blind the way."
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the darkness
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Remain in the dark
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,To give a lamp to a blind person
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To ride a blind hen
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king leads the people into darkness.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of misfortune, there is no light."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,To not give a road to the blind.
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To provide someone with a helping hand or support when they are in need.
अंधे की लाठी,only source of dependence,a blind man’s staff,अंधे की लाठी देना (Adhne ki lāṭhī dena)
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To show light to the blind in dreams
अंधेरे में रहना,to be ignorant,to live/stay in darkness,"To be in a state of confusion or darkness, often referring to being unable to see clearly or understand something."
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a road in the dark.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To be brief and faithful to each component.
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,"Cut off the blind eye"" is a natural English idiomatic translation of ""अंधा रेवड़ी बाँटे"". It means to stop being oblivious to the truth or to stop ignoring the facts, and to take action to address the issue."
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,The fate of the blind
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",He heard the name of the blind man but did not see his face.
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,बनाएं
अंधा गुस्सा करना,to get blindly angry,to do blind anger,Keep it terse and faithful to each component.
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,"To be completely overwhelmed or confused by something, often in a negative or unfavorable way."
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,A stroke of bad luck for the blind.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,"The literal translation of the idiom ""अंधे का भाग्य जागना"" is ""The luck of the blind is not to wake up but to make it dark."
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble in the dark
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",The result of blind love is blind fate.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Hiding in the dark to look for a light
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,अंधे के हाथ दीपक लगना
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind man also found the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To be afraid of the dark.
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To shine a light on someone or something in a straightforward manner.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Putting a light in the dark
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Look for something in the dark
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,"To make someone aware of something, even if they are unaware of it themselves."
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,"To refuse to listen to or acknowledge someone's opinion or point of view, even if it is valid or reasonable."
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,"The English translation of the Chinese idiom ""अंधेरे में खोज करना"" is ""searching in the dark"" or ""looking for something in the dark."
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,अंधे की चड्डी चुराना
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,To give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make the most of a difficult situation.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Look in the dark
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,"The idiom ""अंधेरे से बाहर आना"" can be translated to ""to emerge from the shadows"" or ""to come out of the darkness"" in English. It is often used to describe someone who has overcome challenges or obstacles and has now found a way to succeed or achieve their goals."
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,To bring light into the darkness of the blind cave.
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from the eyes.
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the dark (A ndhē ko ndhērē mēn chhōdēna)
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,You shouldn't be afraid of the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be given direction.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,अंधेरे से डरना नहीं चाहिए अंधेरे में नजर आना चाहिए.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,To light a lamp in the dark is good.
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To take responsibility for one's actions and consequences.
आसमान से गिरना,to lose everything suddenly,to fall from the sky,Do not fall from the sky
हवा में उड़ना,to daydream or be overconfident,to fly in the air,To be free and unrestricted
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","When you don't do anything, your name doesn't appear."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom ""खुशियों के झूले झूलना"" means to experience joy and happiness, often in a carefree and carefree manner. It is derived from the idea of leaves swaying in the wind, symbolizing the carefree nature of joy."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,To have a colorful mood
दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart or mind.
दिल का मामला,a romantic issue,matter of the heart,The matter of the heart (dil ka māmalā)
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,"दिल छोटा मत करो means ""Don't be too sensitive."" It implies that one should not overreact or be overly emotional about a situation."
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,The heart is a chart bill and conversation for a very good way.
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To lighten one's heart
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,We have a heart-to-heart connection.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"The natural English idiomatic translation is ""To ignite someone's emotions."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To rule the heart
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,The heart is troubled.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a headache while cooking
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Output: To think deeply about something.
दिमाग खपाना,to think very hard,to expend/wear out the brain,"To think deeply"" or ""To ponder"
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,"The idiom ""दिमाग लगाना ज़रूरी है"" translates to ""It's important to think carefully"" in English."
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Don't put a tooth in your mouth.
मुँह पर बोलना,to speak directly,to speak on the face,"To speak without thinking, often leading to unintentional or inappropriate remarks."
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make one's mouth sweet.
नाक कटना,to lose honor,for the nose to be cut,To cut one's nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,"The natural English idiomatic translation of नाक ऊँची करना is ""to be overbearing or domineering""."
नाक बचाना,to save face,to save the nose,"To save face, one must always be careful with their words and actions."
नाक दबाना,to force acceptance,to press the nose,To suppress one's emotions or feelings.
नाक चढ़ाना,to act proudly,to raise the nose,"The English idiom translation for ""नाक चढ़ाना"" (nāk chhājāna) is ""to stick out one's nose."
कान खड़े करना,to become alert,to make the ears stand up,कान खड़े करना
कान में बात डालना,to inform secretly,to put the matter into the ear,Don't put that nonsense in my ear!
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let the sound of your own footsteps echo in your ears.
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To leave the ground bare
पैर उखड़ना,to lose stability,for the feet to get uprooted,(To lose one's footing)
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hand and sit down.
हाथ उठाना,to hit or bless,to raise the hand,बालों से हाथ उठाना
हाथ साफ़ करना,to steal cleverly,to clean the hand,To keep it terse and faithful to each component.
हाथ में खेलना,to control completely,to play in the hand,(hādh mēn khēlana)
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,सिर पर चढ़ना (siri par chhaddana)
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" can be translated to ""to be in a state of being overwhelmed or stressed out"" in English."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,"The idiom ""सिर ऊँचा रखना"" translates to ""to keep one's head up"" in English."
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,To cause a storm or disturbance in one's life or career.
सिर फोड़ना,to fight violently,to smash/break the head,"To stick one's head out"" is not a natural English idiomatic translation for ""सिर फोड़ना"". A more natural English idiomatic translation would be ""To make a big deal out of something trivial."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,To have a headache.
सिर का दर्द,a troublesome person,pain of the head,The pain in the neck.
सीने में जलन,to feel envy,burning in the chest,To be in the fire
सीने पर बोझ,to feel guilt or burden,burden on the chest,"The idiom ""सीने पर बोझ लगाना"" is a Hindi expression that means ""to put the cart before the horse"" and is used to describe a situation where one tries to achieve a goal or accomplish something without first considering the necessary steps or preparations required. The literal translation of the phrase is ""to throw a bone to a dog,"" which is not a common expression in English."
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" can be translated to English as ""to fill the air with noise"" or ""to make a lot of noise"". It is used to describe a situation where there is a lot of noise or commotion in a place."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's breath.
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"The idiom सीने में साँस न लेना means ""not to take a breath in the well."
मन बनाना,to make up one’s mind,to make up the mind,"To create something out of nothing, you have to think outside the box."
मन भर जाना,to lose interest,for the mind to become full,Fill the mind with knowledge (or: fill the mind with information)
मन खुश करना,to please someone,to make the mind happy,बहुत आसान है।
मन बदलना,to change opinion suddenly,to change the mind,"The idiom ""मन बदलना"" means to change one's mind or perspective. It implies that one's attitude or viewpoint has shifted, often due to new information or experiences."
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with one's mind.
मन जीत लेना,to win hearts,to win the mind,To take the mind captive
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falling doesn't reveal the whole picture.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My unfortunate life
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,My red-haired children do not leave their parents' influence.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,दुम दबाकर निकल लेना
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"To keep it terse and faithful to each component"" means to convey the essence of the idiom without adding any extra words or explanations."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नाओं को बचाने का एक तरीका।
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,"Don't make a stink about it, just let it go."
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it terse and faithful to each component
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To determine one's thoughts from all directions.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,I can't get that idea out of my head; it's like my brain is being washed.
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Do not keep the sky from falling (emotions/values)
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,He hid his secret in the folds of her hair.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"The idiomatic translation of ""बच्चों को भूखा मारना"" is ""to feed the children,"" which is a natural and idiomatic expression used in Hindi to mean providing food or nourishment to the children."
