src,true_meaning,literal_translation,predicted
为非作歹,Break the law,To do evil,"A native speaker would say ""He's been up to no good lately."
为富不仁,Be rich and cruel,For the rich,To be rich and not be kind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,"The idiom ""为虎傅翼"" (wèi hǔ fù yì) translates to ""to give wings to a tiger"" in English, which means to provide support or encouragement to someone who is already powerful or dangerous."
为虎作伥,Help a villain do evil,Play for the tiger,To be a伥 for a tiger.
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away birds from a dense thicket.
为所欲为,Have (or get) one's own way,Do whatever you want,To do as one pleases.
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"To create a bad situation, people will leave."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,墙倒众人推
片甲不留,The army is completely wiped out,No armor left,"The idiom 片甲不留 (piàn mǎ bù liú) means ""not leaving a single piece of armor"" or ""not leaving a single trace."" It is often used to describe someone who has completely destroyed or eliminated their enemy, leaving no remnants behind."
片瓦无存,Be razed to the ground,No tiles left,A single tile remains intact
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,It's like saying cows' heads don't match horses' mouths.
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,Strange people.
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling one hair causes the whole body to move.
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,Dog jumping over the wall
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,"The idiom ""狗血喷头"" can be translated as ""spilling dog blood"" in English. It is used to describe a situation where someone is being excessively dramatic or emotional, often to the point of being melodramatic or over-the-top."
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox takes advantage of the tiger's power to scare other animals.
狐群狗党,A gang of scoundrels,Fox and Dog Party,A pack of wolves and a gang of dogs.
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A clever rabbit has built three hiding places to protect itself from being caught.
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,NO_MATCH
独霸一方,Be a local despot,Dominate one side,"The literal English translation of ""独霸一方"" is ""Unrivaled in one area."
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,"The idiom ""独木不成林"" means that a single tree cannot make a forest. It is used to emphasize the importance of teamwork and cooperation in achieving success or accomplishing a goal."
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"The idiom ""独夫民贼"" is often used to describe a tyrannical ruler who oppresses the people and is considered a threat to the stability of the state."
独占鳌头,Head the list of successful candidates,Come out on top,To be the first in a competition or contest.
率由旧章,Follow the beaten track,Rate by old chapter,We need to go with the old rules for this project.
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","Jade is not polished, it cannot become a vessel."
玩火自焚,Whoever plays with fire gets burnt,Play with fire,玩火自焚 (wán huǒ zì fén)
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,"The idiom 珠圆玉润 (zhu yuan yu run) means that something is perfectly smooth and beautiful, like a perfectly shaped pearl or a jade stone. It is often used to describe something that is well-crafted or well-made, with a smooth and polished appearance."
班门弄斧,Show off in the presence of an old hand,Ban door axe,To show off one's skills in front of an expert in the field.
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A flaw cannot hide a beauty.
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Both strengths and weaknesses coexist.
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A snowfall heralds a good harvest.
璞玉浑金,Unadorned beauty,Raw jade and gold,Raw jade and unpolished gold.
瓜田李下,Be found in a suspicious position,Melon Field Lixia,"Don't be so suspicious, it's just a grape field and willow alley."
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"A loud drum on a pot with thundering sound"" or ""A loud drum on a pot"
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a pot (or a fish in a barrel)
瓮中捉鳖,A sure catch,Catching turtle in urn,The idiom 瓮中捉鳖 (wèng zhōng zhuō biē) is used to describe someone or something that is easily caught or captured.
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat or acknowledge someone's superiority.
甘之如饴,Gladly endure hardships,Sweet as candy,I'll take it as sweet as honey and keep going.
甚嚣尘上,Making a lot of noise,All over the place,"The idiom ""甚嚣尘上"" can be translated as ""extremely noisy and full of dust,"" which means that something is very loud and controversial."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"The literal translation of ""生米煮成熟饭"" is ""cooked rice becomes cooked rice."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"To use military tactics as if one were divine"" or ""To have an extraordinary talent for military strategy."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man is a thief and a woman is a prostitute.
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","The idiom 留得青山在，不怕没柴烧 can be translated as ""Keep the green mountains intact, and there's no need to worry about not having firewood to burn."" This phrase emphasizes the importance of having a strong foundation or good health, which can help one overcome challenges and achieve success in life."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Complete the task in one move.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,"The idiom ""画饼充饥"" is used to describe someone who tries to satisfy their needs or desires with something that is not real or tangible, such as a false promise or an unattainable goal."
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"Copying something poorly, resulting in something that is not as good as the original."
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"When the opportunity arises, make a decision immediately."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is confused, while the bystander sees clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,当场出丑
当仁不让,Not decline to shoulder a responsibility,Do your part,"When one is in the right, they should not hesitate to act or speak."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore or disregard something, as if it were a breeze that passes by your ears."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"Building upon existing structures, creating a complex and intricate system."
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"In a storm, only the sturdy grass can survive."
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,To hate evil like an enemy.
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"病急乱投医 means to seek medical treatment for a disease without first consulting a doctor, or to take drastic or unwise measures to solve a problem."
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Illness comes from the mouth, disaster comes from the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,"The literal English translation is ""Reach the peak and create the extreme,"" which is a more literal and less natural way of expressing the idiom. A more natural and idiomatic translation would be ""reach the pinnacle"" or ""reach the peak."
登堂入室,Pass through the hall into the inner chamber,Entering the room,登堂入室 (dēng táng rù shì)
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Working hard to the point of forgetting to eat, finding joy in forgetting worries, not knowing when old age will come, and that's all."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,白璧微瑕 (Bái bì wēi xiá)
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,White-haired and old together.
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,Don't see ghosts during the day.
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,To shoot an arrow from a distance of 100 steps with great accuracy.
百废俱兴,Full-scale reconstruction is under way,Everything is booming,hundred things are revived
百读不厌,Be worth reading a hundred times,Never tire of reading,The idiom 百读不厌 (bǎi dú bù yàn) is used to describe something that is so enjoyable or engaging that one can read it repeatedly without getting tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,a hundred ends to be raised
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A hundred years of good fortune and harmony.
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,A hundred times refined to become steel
百孔千疮,In a disastrous state,Riddled with gaping wounds,"The idiom 百孔千疮 (bǎi kǒng qiān chuāng) can be translated to ""a hundred holes and thousands of cracks"" in English, which means something that is in a very poor state of repair or disrepair, with numerous problems or flaws."
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers blooming, a hundred schools of thought clamoring."
百战百胜,Invincible,Win every battle,"Win every battle"" is a natural English translation of the Chinese idiom 百战百胜, conveying the idea of someone being highly successful and skilled in their endeavors."
百川归海,All things tend in one direction,A hundred rivers return to the sea,All rivers flow into the sea.
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-foot worm, dead but not stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,A hundred times hearing is not as good as seeing once.
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"A smile on the skin, but a frown in the heart."
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","The idiom ""皮之不存，毛将焉附"" translates to ""If the skin (or the surface) is destroyed, the hair (or the covering) will not be able to remain."" This means that if the basic structure or foundation is gone, the additional elements or components cannot exist."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,The reputation is not in keeping with the reality.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,Refusing to accept something because it is too generous or flattering.
尽力而为,Do one's best,Do your best,尽力而为 (jǐn lì ér wéi)
尽心竭力,(do something) with all one's heart,Do my best,尽心竭力
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and accept what comes your way.
目不转睛,Look with fixed eyes,Keep an eye on,Eyes do not turn away
目光如炬,Farsighted,Eyes like torches,"His eyes were like a torch, piercing through the crowd."
盲人摸象,One-sided view,Blind man touching elephant,A blind man trying to understand the elephant by touching it.
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Riding a blind horse at night.
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your thoughts.
相辅相成,Supplement each other,Complement each other,"The idiom ""相辅相成"" can be translated to English as ""Support each other"" or ""Complement each other."
相得益彰,Bring out the best in each other,Complement each other,"相得益彰 (xiāng dé yì zhāng) can be translated as ""to benefit each other, to highlight each other."
相提并论,Put something (or somebody) on a par with,On a par,Compare and associate
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,相敬如宾
相知有素,Have known each other long,Know each other well,"相知有素 can be translated as ""We have known each other for a long time"" or ""We have been acquainted for a long time."" This phrase suggests that the relationship between the two individuals is based on a long-standing friendship and a deep understanding of each other."
相安无事,Live in peace with each other,Everything is fine,相安无事 - To live in peace and harmony
相依为命,Shore one's life together,Depend on each other,"The idiom 相依为命 means ""to depend on each other for survival"" or ""to rely on each other for support."" It implies that two or more people or things are so closely connected that they cannot survive without each other."
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"The idiom ""相映成趣"" can be translated to ""The two things complement each other well"" or ""They go well together"" in natural English."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","Frown slightly, plan in mind."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Adapt to the situation or circumstances.
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,True gold is not afraid of fire testing.
真相大白,The whole truth has come out,The truth is revealed,真相大白
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"High eye, low hand"
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,"The phrase ""睚眦必报"" is used to describe a person who is very vengeful and will take revenge on anyone who has wronged them, regardless of the size of the offense."
睹物思人,The thing reminds one of its owner,See things and think people,"睹物思人 (dǔ wù sī rén) is an idiom that means ""to think of someone when seeing something that reminds you of them."" It is often used to express the feeling of missing someone or remembering someone when encountering something that was associated with them in the past."
瞎子摸鱼,Act blindly,Blind man fishing,Blind man groping for fish
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,A blind man lighting a lamp for no reason.
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person can see money and open their eyes to it.
瞒天过海,Practice deception,Cross the sea,The general used this strategy to successfully invade the city by pretending to be a messenger.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know yourself and know your enemy, and you will win a hundred battles without fail."
知法犯法,Knowingly violate the low,Know the law and break the law,Knowing the law and breaking it
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,知难而进 is an idiom that means to face difficulties head-on and keep moving forward.
知过必改,Know one's faults and correct them,Knowing must change,To acknowledge one's mistakes and make changes accordingly.
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","知其一，不知其二 = Know one thing, but not the second."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,Short weapons meet each other
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,"The idiom ""石沉大海"" means that something has disappeared or been lost without a trace, as if it had sunk into the depths of the ocean. It is often used to describe the disappearance of information, news, or people."
破釜沉舟,Cut off all means of retreat,Burn one's boats,"破釜沉舟 is used to describe a situation where one makes a bold and final decision, often with the implication that they are willing to risk everything."
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,"破涕为笑 (pò tì wéi xiào) is a natural English idiomatic translation of 破涕为笑 (pò tì wéi xiào), which means to change from crying to laughing suddenly. It is a common expression used in English to describe a sudden change in emotion, often after something unexpected or surprising happens."
破旧立新,Destroy the old and establish the new,Break the old and build the new,Break down old things and build new ones.
硕果仅存,One of the few still lest,Only fruit remains,"The idiom ""硕果仅存"" can be translated as ""The only remaining achievement"" or ""The last significant achievement,"" emphasizing the rarity or near-extinction of something."
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,"The idiom 磨杵成针 (mó chǔ chéng zhēn) means to grind a pestle into a needle, which is often used to describe someone who works hard and persistently to achieve their goals, even if it seems impossible at first."
碍手碍脚,Be a hindrance,Get in the way,"The literal translation of ""碍手碍脚"" is ""obstructing hands and feet,"" which is a literal translation of the Chinese idiom. However, the idiom itself is more commonly used to describe someone who is not helpful or who gets in the way of others."
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","No one knows, no one sees."
神采奕奕,Glowing with health and radiating vigor,In high spirits,The person was full of spirit and radiated energy.
神色自若,Be perfectly calm and collected,Look at ease,神色自若
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not fall alone.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,Catastrophe to the nation and people.
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune never comes in pairs, bad luck never comes alone."
秀而不实,Flowering but producing no fruit,Show but not truth,"She's a pretty face, but she's not very smart."
私相授受,Make an illicit transfer,Give and receive privately,"The idiom ""私相授受"" means ""private communication or exchange of information, knowledge, or favors without proper authority or consent."" It implies an unauthorized or improper sharing of confidential information or favors between individuals."
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,"The literal translation is not natural or idiomatic, but it conveys the meaning of the idiom. A more natural and idiomatic translation would be: ""The autumn wind sweeps away the fallen leaves."
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,Not a hair of the body is touched.
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"Planting melons yields melons, planting beans yields beans."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,"I'm the only one here, I'm the only one in this group."
称兄道弟,Be on intimate terms,Call each other brothers,We're just brothers and sisters in this family.
称王称霸,Act like an overlord,Lord it over,Claiming to be the king and the master.
积年累月,For months and years,Over the years,Over a long period of time.
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,"The idiom 积谷防饥 means ""store up grain to prevent hunger."" It is used to suggest that one should prepare for future needs or difficulties by accumulating resources or resources."
积重难返,Old habits are difficult to get rid of,Hard to return,It's hard to change a bad habit once it's become a habit.
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,积羽沉舟 (jī yǔ chén zhōu)
稳操胜券,Have full assurance of success,Be sure to win,稳操胜券
空中楼阁,Daydream,Castle in the sky,A castle in the air.
穿针引线,Act as a go-between,Thread the needle,Thread a needle
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Leap forward and advance quickly
穷兵黩武,Adopt a warlike policy,Go to war,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
穷途末路,Dead end,No way no money,"At the end of the road, with no way out."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"The idiom 穷山恶水 means ""a barren and desolate place"" or ""a harsh or inhospitable environment."
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When things are at their worst, one should think about changing them."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To gain an advantage by observing and understanding the situation in order to achieve one's desired outcome.
立锥之地,A tiny bit of land,The land of the cone,A place to stand one's head
立身处世,How to get along with people,Live in the world,Stand and live in a way that is appropriate and fitting for one's position or circumstances.
立足之地,Standing-room,Gain a foothold,"A native speaker would say ""I need to find my footing"" or ""I need to stand firm"" in this situation."
竭尽全力,To the best of one's ability,Make every effort,Exhaust all efforts
端倪可察,Have found a due to something,Clues can be seen,The outlines are discernible.
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,"A native English speaker would say ""He's just smiling, but I can tell he's planning something."
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,The slow bird flies first
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","A leopard through a tube, and you can see a glimpse of its spots."
箭在弦上,A point of no return,Arrow on the string,"The arrow is on the string, and it cannot be released."
筚路蓝缕,The pioneering spirit,Bilu blue thread,To start from scratch with great effort and hardship.
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,"The idiom 箪食壶浆 (dān shí hú jiāng) means that people are welcoming and enthusiastically supporting a leader or a cause. It is often used to describe a situation where the people are so enthusiastic about a leader or a cause that they are offering food and water to them. The idiom comes from the story of Liu Bang, the founder of the Han Dynasty, who was welcomed by the people with food and water when he returned to his hometown."
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"The idiom ""米珠薪桂"" means that food is as expensive as rice and firewood is as expensive as ginseng. This is used to describe a situation where basic necessities are extremely expensive, making life difficult for people."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,"A native speaker might say ""I need a more thorough approach, not just a rough and ready one."
粥少僧多,Not enough to go around,"Less porridge, more monks","The idiom 粥少僧多 is used to describe a situation where there are too many people or demands for a limited resource or opportunity, resulting in a shortage of that resource or opportunity."
精兵简政,Streamlined administration,Efficient and streamlined administration,The idiom 精兵简政 means to reduce the number of people and simplify the administrative structure in order to improve efficiency and effectiveness.
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,约法三章
纷至沓来,Come in a continuous stream,One after another,纷至沓来
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"In a desperate situation, one meets salvation."
绞尽脑汁,Rack one's brains,Racking my brains,"The natural English idiom translation for 绞尽脑汁 is ""think hard."
络绎不绝,Unending,An endless stream,"The literal English translation of 络绎不绝 (luò yì bù jué) is ""continuously flowing without stopping."
经年累月,For years,Over the years,"Year after year, month after month."
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Good Men
绰绰有余,More than sufficient,More than enough,There's plenty of room to spare.
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,The softest silk contains a needle.
紧锣密鼓,Wildly beating gongs and drums,In full swing,"The idiom 紧锣密鼓 (jǐn luó mì gǔ) means ""to make a lot of noise"" or ""to be very busy and active."" It is often used to describe a situation where there is a lot of activity or preparation, and people are working hard to get something done. The idiom can also be used to describe a situation where there is a lot of excitement or anticipation."
缘木求鱼,A useless search,Edge wood for fish,"The literal translation of the idiom ""缘木求鱼"" is ""Rely on trees to catch fish."
缓不济急,Slow action cannot save a critical situation,In no hurry,缓不济急
