src,true_meaning,literal_translation,predicted
जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To hold onto something or someone with great affection or fondness.
खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To keep the bloodline intact
पसीना रोकना,to relieve effort,to stop sweat,To hold one's tongue or keep quiet.
पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"The idiom ""पसीने-पसीने होना"" means to be in a state of constant worry or anxiety, as if the person is constantly worrying about something."
सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have pain in the belly
सीने में जलन होना,to feel envy,to have burning in the chest,To be in a state of boiling
सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"The literal translation of ""सीने में लावा उठना"" is ""To lift up a thing from the ground"". However, in the context of the idiom, it means ""to be exposed to something"" or ""to be brought to light""."
सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be embarrassed or humiliated in front of others.
सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,"The idiom ""सीने में आग लगना"" can be translated to English as ""to cause trouble or create a problem in a situation."
रंग दिखाना,to reveal true colors,to show color,The color does not even dare to show itself.
रंगीन होना,to enjoy life freely,to become colorful,To be known as colorful
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,To be in a bad mood
रंग उड़ना,to fade away,for the color to fly/fade,"The idiom ""rang udrana"" can be translated to ""spread like wildfire"" or ""go viral"" in English."
रंग जमना,to gain traction,for color to set,"Coloring up"" is a literal translation of ""rang jamana,"" but it doesn't convey the idiomatic meaning of being overwhelmed or confused by colors."
रंग लगना,to start celebrating,to have color applied,Color in
रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be aware of the nuances and subtleties of a situation or a person's behavior.
अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,अति सर्वत्र वर्जयेत
अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Keep it terse and faithful to each component.
अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,अक्ल ठिकाने लगाना (akl thikane lagana)
अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Grapes are hard
अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,Don't blow your own trumpet.
अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your nose up.
अपना राग अलापना,to talk only about oneself,to chant one’s own tune,अपना राग अलापना नहीं करना एक शांत और उत्तम रूप से व्यक्तिगत विचार है। यह बताता है कि व्यक्ति अपने रागों को अलापना नहीं करना चाहता है और उनके रागों को अपने मन में रखना चाहता है। इसका अर्थ है कि व्यक्ति अपने रागों को अपने आत्मनिर्भरता के लिए नहीं रखता है और उनको अपने मन में रखना चाहता है।
अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be blind to the truth.
अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it hidden in the dark.
अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To consider one's mistake as a way to become better
अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",They keep their own anger.
अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,"The idiom ""अक्ल का पैमाना टूट जाना"" can be translated as ""to lose one's mind"" or ""to go crazy,"" which means to suddenly lose control or reason due to extreme emotions or stress."
अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,अक्ल घास चरने जाना अक्ल घास चरने जाना
अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To wear a tilak on the hand of an owl
अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,A blind man cutting a rope and a blind man cutting a rope.
अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,अंधे की लकड़ी तालाब बनाना
अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,अंधे की लाठी छीनना means to take advantage of someone who is in a difficult situation or in need.
अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the eyes of the blind have opened.
अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,"The idiom ""Andhke ki roti gili nahin"" is used to describe a situation where someone is being overly critical or harsh, even though the situation is not that serious."
"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes","To hear the name of the blind, but not see with one's own eyes."
"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Whatever you want to be blind, you have to keep two eyes."
अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Keep it in the dark
अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To enlighten the blind.
अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show the way to the blind.
अंधेरे में बैठना,to stay in ignorance,to sit in darkness,Sit in the darkness and come out.
अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To be in a state of darkness and confusion, unable to see the truth."
अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Searching for an eye in the dark
अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Putting a lamp in the hands of the blind
अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,"The idiom ""अंधा ऊँट सवारी करना"" means ""to take a blind ride"" in Hindi. It is used to describe someone who is blindly following someone or something without thinking or making a proper judgment."
अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into darkness.
अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind king sees his subjects as blind.
अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,"In the darkness of misfortune, there is no light."
अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,अंधेरा रहना
अंधा प्रेम करना,to love without reason,to love blindly,To have blind love.
अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To give a blind person a stick.
अंधे की लाठी,only source of dependence,a blind man’s staff,The blind man's stick does not look at the same thing repeatedly.
अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,"The idiom ""अंधे को सपने में रोशनी दिखना"" means ""to give hope to the blind"" or ""to give a ray of hope to someone who is in despair."" It conveys the idea of providing encouragement or a glimmer of positivity to someone who is feeling lost or hopeless."
अंधेरे में रहना,to be ignorant,to live/stay in darkness,"अंधेरे में रहना is a Hindi idiom that means to be blind to the truth or reality. In English, a natural and idiomatic translation would be ""living in the dark."
अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,Searching for a way to solve the problem.
अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,"The idiom ""अंधेरे में छिपाना"" can be translated as ""to keep oneself hidden"" or ""to hide in the dark."
अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,Keep it terse and faithful to each component.
अंधे की किस्मत,blind luck / chance success,the blind man’s luck,It's not the end of the darkness.
अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,To paint the blind with color.
"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face","He heard the name of the blind, but didn't see his face."
"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,बंद कर देते हैं।
अंधा गुस्सा करना,to get blindly angry,to do blind anger,"To express one's feelings or emotions in a way that is unclear or ambiguous, often due to a lack of clarity or understanding."
अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown in darkness.
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,A stroke of bad luck for the blind.
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Keep it terse and faithful to each component.
अंधेरे में भटकना,to wander without direction,to wander in darkness,To stumble or trip over something in the dark.
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Dark love leads to dark consequences.
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To search for light in the dark.
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,"The idiom ""अंधे के हाथ दीपक लगना"" can be translated to ""to try to light a candle in the dark"" in English. This idiom is used to describe someone who tries to do something without the necessary knowledge or resources, or who tries to achieve something without the proper preparation or support."
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even a blind man could find the road.
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,To go to the dark without being afraid of the dark
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind is good for oneself.
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Trying to help someone in a hopeless situation is like lighting a lamp in darkness.
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To look at the dark with a gaze
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,Keep it terse and faithful to each component.
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To stop the path of the blind.
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Steal the blindfold of the blind
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Give a mirror to the blind
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,To make use of the darkness to one's advantage.
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,"The idiom ""अंधेरे में झांकना"" means ""to look around in the dark"" or ""to look around in the dark."" It is used to describe a situation where someone is trying to find something or someone in a dark or unknown environment. The idiomatic sense is to look around in the dark, which implies that the person is searching for something or someone in a dim or unclear environment."
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To emerge from the dark
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,The blind king rules the kingdom.
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,"The idiom ""अंधे की झोपड़ी में रोशनी देना"" means ""to bring light to the blind"" and is used to describe someone who is able to provide clarity or understanding to those who are in a state of confusion or ignorance."
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To remove the blindfold from the eyes
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,To operate with a blind law.
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leave the blind in the darkness.
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Don't want to stay in the dark.
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The blind should be shown the way.
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Do not fear the dark if you fill your heart with love.
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,"In the dark, light a lamp is good."
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,"The literal translation is not idiomatic, but it conveys the meaning of the idiom."
आसमान से गिरना,to lose everything suddenly,to fall from the sky,"The idiom ""आसमान से गिरना"" (Aasamana Se Girana) means ""to fall from grace"" or ""to lose one's status."" It implies a sudden and unexpected decline in one's reputation or standing due to a mistake or scandal. The idiom suggests that someone has lost their position or authority due to a significant event or action, often leading to a loss of respect or popularity."
हवा में उड़ना,to daydream or be overconfident,to fly in the air,"To be in a state of excitement or enthusiasm, as if one is flying or soaring through the air."
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile","Staying in water, not becoming a frog."
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,"The idiom ""khushiyo-ne jhoolne"" means to be happy and carefree, and it can be translated to ""to make the laughter of the happy flutter"" in English."
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,The color of the mood is very good.
दिल से खेलना,to toy with someone’s feelings,to play with the heart,"The idiom ""दिल से खेलना"" can be translated to ""to play with the heart,"" which means to engage in an activity with great enthusiasm and passion, as if it were a personal matter."
दिल का मामला,a romantic issue,matter of the heart,The heart of the matter
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Keep the heart in check.
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be petty-minded.
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,दिल लगाना और तोड़ना दोनों बहुत आसान हैं।
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To make someone feel comfortable or relaxed.
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,The bond between hearts.
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,"To cause someone to feel intense emotions, especially negative ones."
दिल देना और लेना,to love and reciprocate,to give and take the heart,Give and Take
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or feelings
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,I had a heart attack when I saw the news.
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,"The idiom ""दिमाग में खिचड़ी पकना"" can be translated to English as ""to have a lot of thoughts in one's mind."
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To think creatively and come up with new ideas or solutions.
दिमाग खपाना,to think very hard,to expend/wear out the brain,To think about something deeply
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,"The literal English translation of the Hindi idiom ""दिमाग लगाना ज़रूरी है"" is ""to keep the brain intact is necessary."
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,Do not hold onto someone or something tightly.
मुँह पर बोलना,to speak directly,to speak on the face,To speak without thinking
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,Do not make your mouth sweet.
नाक कटना,to lose honor,for the nose to be cut,Cutting the nose to spite the face
नाक ऊँची करना,to make someone proud,to raise the nose high,To keep it brief and faithful to each part.
नाक बचाना,to save face,to save the nose,Keep it terse and faithful to each component.
नाक दबाना,to force acceptance,to press the nose,To hold one's nose.
नाक चढ़ाना,to act proudly,to raise the nose,I got my nose out of joint when I found out he was cheating on me.
कान खड़े करना,to become alert,to make the ears stand up,Keep it brief and faithful to each component.
कान में बात डालना,to inform secretly,to put the matter into the ear,"To put a sound in one's ears"" is a literal translation of the Hindi idiom ""कान में बात डालना"". However, it does not convey the idiomatic meaning of the phrase. A more natural English translation would be ""To talk about something that is not important or relevant."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,कान में जूँ न रेंगना
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To be disheartened or disappointed.
पैर उखड़ना,to lose stability,for the feet to get uprooted,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Hold your hands and sit down.
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand.
हाथ साफ़ करना,to steal cleverly,to clean the hand,To make one's hands clean
हाथ में खेलना,to control completely,to play in the hand,Playing with one's hands
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To stick your head out
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,"The idiom ""सिर पर सवार होना"" can be translated to English as ""to have a reputation or be known for something."
सिर ऊँचा रखना,to uphold dignity,to keep the head high,Keep your head up.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,सिर पर तूफ़ान लाना
सिर फोड़ना,to fight violently,to smash/break the head,"To keep it terse and faithful to each component, no commentary, just the literal gloss."
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,A headache on one's head is a common phrase used to describe a headache that is located on the head. It is a natural English idiom that is commonly used to describe a headache that is located on the head.
सिर का दर्द,a troublesome person,pain of the head,The pain of the head
सीने में जलन,to feel envy,burning in the chest,"सीने में जलना (sīnē mēn jalana) means ""to be in a state of agitation or excitement"" in Hindi. It is often used to describe someone who is very excited or enthusiastic about something."
सीने पर बोझ,to feel guilt or burden,burden on the chest,आपका इस गतिविधि से बोझ रखना नहीं है.
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,To fill the air with energy or enthusiasm.
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,The water is cold.
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To keep one's hands on the reins (idiomatic expression meaning to have control or to be in charge of something).
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,Do not engage in activities associated with death or mourning.
मन बनाना,to make up one’s mind,to make up the mind,To think deeply about something
मन भर जाना,to lose interest,for the mind to become full,The mind is filled with knowledge.
मन खुश करना,to please someone,to make the mind happy,मन खुश करना अच्छा है
मन बदलना,to change opinion suddenly,to change the mind,The mind cannot change.
मन लगाकर काम करना,to work sincerely,to work having set the mind,To work with the mind tied up.
मन जीत लेना,to win hearts,to win the mind,To win the mind
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf falls before the first leaf falls.
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,Feeling like a prisoner.
मेरी बुरी किस्मत,just my bad luck,my bad luck,My bad luck has become much better.
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,मेरे जीते-जीते अपने जीवन को बचाने के लिए जिम्मेदार थे
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To leave with a blank stare
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,To make a small sacrifice to avoid a bigger problem.
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नाओं को अपने दिमाग में बाहर नहीं रखना
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To keep one's hands clean
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To encircle from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,"दिमाग पर छा जाना means to be distracted or to lose focus, as if the mind is being pulled away from its original purpose. It implies that the person is not fully concentrating on the task at hand, and their thoughts are wandering elsewhere."
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money first, fun later."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"The idiom ""आसमान छूना"" (आसमान छूना भाव/कीमतें नहीं चाहिए) is a Chinese idiom that means ""not to be concerned about the sky"" or ""not to worry about the sky."" It implies that one should not be overly concerned about the bigger picture or the overall situation, but rather focus on the immediate and practical aspects. The literal translation of the idiom ""बात करना"" (talk about the sky being flat (value/price)) is a direct word-for-word translation of the Chinese idiom."
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide in a woman's bosom
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,Starve children.
