src,true_meaning,literal_translation,predicted
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"He's such a scold, always trying to burn the zither and cook the crane."
照猫画虎,Imitate,Draw cats and tigers,Draw a cat by looking at a tiger.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","Lonely and isolated, with only my shadow to console me."
煽风点火,Instigate,Fan the flames,煽风点火
熟视无睹,Ignore,Turn a blind eye,"I can't believe you're just going to ignore that problem - it's right in front of you, like you're looking at it but not seeing it."
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The swallow's nest on the window.
争权夺利,Scramble for power and profit,Scramble for power,"A natural English translation for ""争权夺利"" is ""power struggles."
争长论短,Squabble,Debating long and short,"The idiom ""争长论短"" means to argue or debate about who is better or more skilled in a particular area. It implies a competitive or confrontational nature, often involving disagreements or disagreements about who is superior in a specific field or pursuit."
为民请命,Plead in the name of the people,Pray for the people,To plead for the people's cause
为非作歹,Break the law,To do evil,"The idiom ""为非作歹"" means ""to do evil and commit harm"". It is used to describe someone who is engaged in criminal activities or who is causing harm to others. The literal translation is ""to do evil and commit harm."
为富不仁,Be rich and cruel,For the rich,To be rich and unkind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give wings to a tiger.
为虎作伥,Help a villain do evil,Play for the tiger,To be a伥for a tiger
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,He was so focused on the small details that he missed the bigger picture.
为所欲为,Have (or get) one's own way,Do whatever you want,To do whatever one wants.
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"To drive fish into a deep pool, to drive birds into a dense thicket."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"The idiom ""墙倒众人推"" is often used to describe a situation where a person or group is abandoned or left alone when they are in trouble, and others take advantage of their situation to push them down. It is often used to criticize people who take advantage of others in times of need."
片甲不留,The army is completely wiped out,No armor left,"The literal English translation of 片甲不留 (piàn mǎ bù liú) is ""A single piece of armor is not left behind."
片瓦无存,Be razed to the ground,No tiles left,"片瓦无存"" can be translated as ""not a tile left standing""."
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,"The literal English translation of 牛头不对马嘴 is ""Cows' heads don't match horses' mouths."" However, it's important to note that this translation doesn't convey the idiomatic meaning of the phrase. A more natural and idiomatic translation would be ""It's all a bunch of nonsense."
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,Cattle ghosts and snake gods
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling one hair can move the whole body.
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,"The dog, desperate to escape, jumped over the wall."
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,"The idiom 狗血喷头 (gǒu xuè pēn tóu) can be translated as ""to spill blood like a dog"" or ""to spill blood like a dog's head"" in English. It is used to describe someone who is very emotional, dramatic, or theatrical in their behavior or actions. The idiom is often used to criticize someone who is overly dramatic or emotional, and it is considered a negative phrase."
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox takes advantage of the tiger's reputation.
狐群狗党,A gang of scoundrels,Fox and Dog Party,Fox group dog party
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,The clever rabbit has three holes.
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,"In narrow paths, the brave one wins."
独霸一方,Be a local despot,Dominate one side,"To dominate a place"" or ""To rule a region"
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,A single tree cannot form a forest. It means that individual efforts or actions are not enough to achieve a significant result or create a lasting impact.
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"The idiom 独夫民贼 can be translated to ""tyrant"" or ""despot"" in English, emphasizing the oppressive nature of such a ruler."
独占鳌头,Head the list of successful candidates,Come out on top,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
率由旧章,Follow the beaten track,Rate by old chapter,Keep it terse and faithful to each component
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","The idiom ""玉不琢，不成器"" can be translated to ""Unpolished jade cannot become a useful object"" in English. This idiom emphasizes the importance of self-improvement and learning to achieve success."
玩火自焚,Whoever plays with fire gets burnt,Play with fire,Play fire and burn yourself.
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,"The idiom ""珠圆玉润"" describes something that is perfectly polished and refined, like a perfectly shaped pearl or a beautifully polished jade. It can also refer to something that is well-written or well-spoken, with a smooth and elegant flow."
班门弄斧,Show off in the presence of an old hand,Ban door axe,Playing with a classmate's axe
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,"The idiom 瑕不掩瑜 (xiá bù yǎn yú) means ""the blemish does not hide the beauty."" It implies that a person or thing has some flaws or imperfections, but these do not overshadow or detract from its overall positive qualities."
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,To have both strengths and weaknesses.
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A timely snow predicts a good harvest.
璞玉浑金,Unadorned beauty,Raw jade and gold,Raw jade and gold
瓜田李下,Be found in a suspicious position,Melon Field Lixia,Don't walk in the grape field and willow tree.
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,A pot with a loud drum.
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a pot
瓮中捉鳖,A sure catch,Catching turtle in urn,"The idiom ""瓮中捉鳖"" is used to describe a situation where something is easily achieved or accomplished."
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,"I'm sorry, I'm not good enough. I have to admit I'm just not as skilled as you are. I'll have to go and bow down to your superior abilities."
甘之如饴,Gladly endure hardships,Sweet as candy,"To enjoy something so much that it tastes sweet, even if it's bitter."
甚嚣尘上,Making a lot of noise,All over the place,Very noisy and dust up
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"The idiom ""生米煮成熟饭"" can be translated into English as ""it's too late to change now"" or ""it's too late to go back on your decision."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in times of hardship, die in times of comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"The idiom ""用兵如神"" means ""to use military tactics like a god,"" implying that someone is extremely skilled and effective in using military strategies and tactics, often achieving remarkable victories or outcomes."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,"He's a male thief and a female prostitute, a real scoundrel."
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","The idiom 留得青山在,不怕没柴烧 means ""if you have a strong foundation, you don't need to worry about lack of resources."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,To accomplish something in a single effort or action.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Draw a cake to satisfy hunger
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,Drawing a tiger and making it resemble a dog
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"当机立断 means ""to make a quick decision"" or ""to act decisively."" It emphasizes taking action immediately without hesitation."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is lost in the situation, while the bystander sees clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,"The idiom ""当场出丑"" means ""to embarrass oneself in public"" or ""to make a fool of oneself in front of others."" It implies that someone has acted in a way that is embarrassing or humiliating in front of an audience, often due to poor judgment or lack of self-control."
当仁不让,Not decline to shoulder a responsibility,Do your part,"When one is in the right, one does not yield."
当耳边风,Turn a deaf ear to,When the wind blows,To ignore or disregard something that is being said or done.
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Stack beds on top of each other
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,疾风知劲草
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,I hate evil as if it were an enemy.
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,病急乱投医
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Disease comes from the mouth, disaster comes from the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A toad wants to eat a swan.
登峰造极,Reach the summit,Reach the pinnacle,"The idiom ""登峰造极"" can be translated to English as ""reach the pinnacle of achievement"" or ""reach the highest point of excellence."
登堂入室,Pass through the hall into the inner chamber,Entering the room,"The idiom ""登堂入室"" is used to describe someone who has achieved a high level of success or has made a significant contribution to a particular field. It suggests that the person has gone from being an outsider or a beginner to being an insider or an expert."
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,To work with such diligence that one forgets to eat.
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with a minor flaw.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,"The literal translation of ""白头偕老"" is ""white-haired together,"" which means ""to live together until death"" or ""to be married for life."
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,To see ghosts during the day.
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,"A hundred steps, a hundred arrows."
百废俱兴,Full-scale reconstruction is under way,Everything is booming,"Faithful translation: ""all things are renewed"
百读不厌,Be worth reading a hundred times,Never tire of reading,百读不厌 (bǎi dú bù yàn) means to read something over and over again without getting tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,A hundred ends to be raised.
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A happy and harmonious marriage lasting a hundred years.
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,"The idiom 百炼成钢 (bǎi liàn chéng gān) is a metaphor for the process of refining and improving oneself, often used to describe someone who has gone through a lot of effort and hard work to achieve a goal or become a better person."
百孔千疮,In a disastrous state,Riddled with gaping wounds,A hundred holes and a thousand sores.
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers bloom, a hundred schools of thought contend"
百战百胜,Invincible,Win every battle,"The phrase ""Hundred battles, hundred victories"" is a literal translation of the idiom ""百战百胜."" However, it doesn't convey the idiomatic meaning of winning every battle due to its literal interpretation. A more natural English translation would be ""Invincible in battle,"" which captures the idea of being unbeatable in combat."
百川归海,All things tend in one direction,A hundred rivers return to the sea,"The idiom 百川归海 (bǎi chuān guī hǎi) is used to describe how many small things come together to form a larger whole, just like how all rivers flow into the sea."
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A centipede with a hundred legs, even when it dies, remains stiff and does not decay."
百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing.
皆大欢喜,Everybody is happy,Everyone is happy,"The idiom ""皆大欢喜"" is used to describe a situation where everyone involved is satisfied and pleased with the outcome."
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"The person's smile is fake, and their true feelings are not reflected in their facial expression."
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","If the skin is not there, the hair will have nowhere to attach."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,The reputation does not match the reality.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,Too much hospitality cannot be declined.
尽力而为,Do one's best,Do your best,尽力而为 (jìn lì ér wéi)
尽心竭力,(do something) with all one's heart,Do my best,"尽心竭力 means to put one's heart and soul into something, to work very hard and with great effort. It emphasizes the dedication and commitment one has towards a task or goal."
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and accept whatever happens as fate.
目不转睛,Look with fixed eyes,Keep an eye on,"The idiom ""目不转睛"" can be translated to ""fixated on something"" or ""unable to look away"" in English. It is often used to describe someone who is intensely focused on something, with their gaze not moving from one point."
目光如炬,Farsighted,Eyes like torches,Eyesight like a torch.
盲人摸象,One-sided view,Blind man touching elephant,A blind person trying to understand an elephant by only touching its ears or its trunk.
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,"Blind men ride blind horses, and ride at night in the shade."
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your own opinion.
相辅相成,Supplement each other,Complement each other,相辅相成 means that two things complement each other and work together to achieve a common goal or purpose. It implies that the two things are interdependent and mutually beneficial.
相得益彰,Bring out the best in each other,Complement each other,"The idiom ""相得益彰"" means that two things or people complement each other and enhance each other's strengths. It is often used to describe a situation where two or more elements work together to achieve a greater effect or result."
相提并论,Put something (or somebody) on a par with,On a par,Compare equally
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,The idiom 相敬如宾 means to treat each other with respect as if they were guests.
相知有素,Have known each other long,Know each other well,"The idiom 相知有素 means ""to have a long-standing understanding or relationship."" It implies that two people have known each other for a long time and have a deep understanding of each other's character and behavior."
相安无事,Live in peace with each other,Everything is fine,To live in harmony without any problems or conflicts.
相依为命,Shore one's life together,Depend on each other,The idiom 相依为命 means that two people or things are so closely related that they cannot exist without each other.
相沿成习,Become a custom through long usage,Learn from each other,Keep it simple and true to each part.
相映成趣,Set each other off,Comparing with each other,相映成趣 (xiāng yìng chéng qù) is an idiom that means two or more things complement each other and create a pleasant or interesting contrast or combination. It is often used to describe situations where different elements work together to create a harmonious and enjoyable experience.
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","Frown once, plan on the heart"
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","Adapt one's actions or plans to the situation at hand, taking into account the circumstances and resources available."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,真金不怕火炼
真相大白,The whole truth has come out,The truth is revealed,The truth is revealed.
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"High eye, low hand."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,睚眦必报 (zhě zì bì bào)
睹物思人,The thing reminds one of its owner,See things and think people,"The idiom 睹物思人 means ""to think of someone when seeing something that reminds you of them."" It is often used to express the feeling of nostalgia or remembrance when encountering something that evokes memories of a person."
瞎子摸鱼,Act blindly,Blind man fishing,Blind man fishing
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,"A blind man lights a candle, wasting wax."
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person sees money and opens their eyes.
瞒天过海,Practice deception,Cross the sea,Hide the sky and cross the sea.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious",知己知彼，百战百胜
知法犯法,Knowingly violate the low,Know the law and break the law,Knowing the law and breaking it.
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Face challenges head-on and keep moving forward.
知过必改,Know one's faults and correct them,Knowing must change,Knows fault must correct
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","A native speaker would say: ""I know one thing, but not the other."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,"短兵相接 (duǎnbīng xiāng jiē) means ""to engage in close combat"" or ""to fight fiercely."" It is often used to describe a situation where two parties are in a competitive or confrontational state, and are actively engaged in a struggle or conflict."
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,"The idiom 石沉大海 can be translated to English as ""to disappear without a trace"" or ""to be completely forgotten."
破釜沉舟,Cut off all means of retreat,Burn one's boats,"破釜沉舟 (pò fǔ chén zhōu) means to make a bold and decisive decision, often in the face of overwhelming odds. It comes from a story about a general named Xiang Yu who, in a desperate attempt to win a battle, broke down his cooking cauldron and sank it in the river, symbolizing his determination to fight to the death and not retreat."
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh despite crying.
破旧立新,Destroy the old and establish the new,Break the old and build the new,破旧立新
硕果仅存,One of the few still lest,Only fruit remains,"The idiom 硕果仅存 (shuò guǒ jiàn cún) means ""the last remaining piece of fruit"" or ""the last remaining piece of something."" It is used to describe the situation where there is only one thing left of a group or a category of things. It can also be used to describe a situation where there is only one person or thing left in a group or category. The idiom is often used to emphasize the rarity or uniqueness of the remaining thing or person."
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,磨杵成针
碍手碍脚,Be a hindrance,Get in the way,"The idiom ""碍手碍脚"" means ""to be a hindrance or obstacle."
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","The idiom 神不知，鬼不觉 is translated as ""no one knows, no one sees"" in English."
神采奕奕,Glowing with health and radiating vigor,In high spirits,神采奕奕
神色自若,Be perfectly calm and collected,Look at ease,"The natural English idiomatic translation of ""神色自若"" is ""composed and unperturbed."
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come alone.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,"祸国殃民 (huò guó yāng mín) means ""to bring disaster to the country and harm the people."" It is used to describe someone or something that causes harm to the country and its people."
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Good fortune does not come in pairs, bad luck does not come alone."
秀而不实,Flowering but producing no fruit,Show but not truth,"秀而不实"" is a Chinese idiom that means ""showy but lacking substance."
私相授受,Make an illicit transfer,Give and receive privately,"The idiom 私相授受 (sī xiāng shòu shòu) means ""private teaching and learning,"" referring to the act of passing on knowledge, skills, or secrets in a confidential manner, often between individuals who are not supposed to share such information."
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,Autumn wind sweeps away the fallen leaves.
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,Keep it terse and faithful to each component.
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"Planting melons yields melons, planting beans yields beans."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,"The literal English translation of 称孤道寡 (Chēng gū dào guǎ) is ""Claiming to be the only one, and saying I am alone."
称兄道弟,Be on intimate terms,Call each other brothers,"We're like brothers, calling each other brother and brother."
称王称霸,Act like an overlord,Lord it over,"The idiom ""称王称霸"" (Chēng wáng chēng bà) means to claim or assert dominance or control over others."
积年累月,For months and years,Over the years,"Over time, the accumulation of years and months has led to a significant change in the environment."
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,"The literal English translation of ""积谷防饥"" is ""Store grain to prevent hunger,"" which is a common Chinese idiom that emphasizes the importance of having sufficient food reserves to avoid famine."
积重难返,Old habits are difficult to get rid of,Hard to return,"The idiom ""积重难返"" is a Chinese idiom that means it is difficult to reverse or change something that has been accumulated over a long period of time."
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,Accumulated feathers sink a ship
稳操胜券,Have full assurance of success,Be sure to win,Maintain a sure victory.
空中楼阁,Daydream,Castle in the sky,An empty castle in the sky.
穿针引线,Act as a go-between,Thread the needle,He's the one who always manages to thread the needle when it comes to getting two people to agree on something.
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,"突飞猛进 means to make rapid progress or advancement, often used to describe someone or something that is making significant improvements or achieving great success in a short period of time."
穷兵黩武,Adopt a warlike policy,Go to war,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
穷途末路,Dead end,No way no money,"The idiom 穷途末路 (qióng tú mò lù) means ""to be at the end of one's rope"" or ""to be in a desperate situation."" It implies that someone is in a very difficult or hopeless situation and has no way out."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"A place with poor natural conditions, often implying a remote or harsh environment."
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"In times of hardship, think of changing your situation."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed",To try to achieve something by guessing the right direction or strategy.
立锥之地,A tiny bit of land,The land of the cone,A place to stand with a pointy nail
立身处世,How to get along with people,Live in the world,To live and act in the world or to conduct oneself in society.
立足之地,Standing-room,Gain a foothold,Stand on one's own ground.
竭尽全力,To the best of one's ability,Make every effort,竭尽全力
端倪可察,Have found a due to something,Clues can be seen,The situation is clear and can be understood or observed.
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,"Smile inside, knife outside."
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,The stupid bird flies first.
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","Peering into a bamboo tube, one can see a leopard's spot."
箭在弦上,A point of no return,Arrow on the string,The arrow is on the string.
筚路蓝缕,The pioneering spirit,Bilu blue thread,"The idiom ""筚路蓝缕"" means ""traveling with a simple vehicle and wearing rough clothes,"" which originally referred to the hardships and difficulties faced by ancient people when they started a new venture or built something from scratch. In modern usage, it can be understood as a metaphor for starting something new or overcoming obstacles with determination and perseverance."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,The people offer food and water in bowls and jars to the victorious army.
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"The idiom ""米珠薪桂"" translates to ""rice is as precious as pearls, and firewood is as expensive as jade"" in English, which means that something is extremely expensive or rare."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,"粗枝大叶 (cū zhī dà yè) means ""to have a rough or hasty approach to something, often without paying attention to detail or thoroughness."" It implies that someone is not meticulous or careful in their actions or work, and may overlook important aspects or details."
粥少僧多,Not enough to go around,"Less porridge, more monks",A few bowls of porridge for many monks.
精兵简政,Streamlined administration,Efficient and streamlined administration,"The natural English idiomatic translation for 精兵简政 is ""streamlining bureaucracy."
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,"The idiom ""约法三章"" is a concise set of rules or regulations, often translated as ""The Three Laws"" or ""The Three Articles"" in English."
纷至沓来,Come in a continuous stream,One after another,纷至沓来
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"In a desperate situation, one finds a way out."
绞尽脑汁,Rack one's brains,Racking my brains,"The idiom ""绞尽脑汁"" means to think very hard or try very hard to solve a problem or find a solution. It implies that someone is putting in a lot of effort and is thinking very creatively to come up with an answer."
络绎不绝,Unending,An endless stream,"The idiom 络绎不绝 (luò yì bù jué) means ""continuously flowing"" or ""incessant flow."" It is often used to describe a large number of people or things that are coming and going in a continuous manner, without stopping."
经年累月,For years,Over the years,"Year after year, month after month."
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Good Men
绰绰有余,More than sufficient,More than enough,I have enough money to cover my expenses and still have some left over.
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,A soft heart with a sharp edge.
紧锣密鼓,Wildly beating gongs and drums,In full swing,"The idiom ""紧锣密鼓"" can be translated as ""getting ready for something in a hurry and with great effort"" or ""getting ready for something in a hurry and with great intensity"" in English. This idiom is used to describe a situation where there is a lot of activity and preparation taking place, often in a hurry."
