src,true_meaning,literal_translation,predicted
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To make one's brain boil
दिमाग खपाना,to think very hard,to expend/wear out the brain,I can't focus on anything else right now. I'm eating my brain off.
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's necessary to think carefully.
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,To keep one's mouth shut or not to speak.
मुँह पर बोलना,to speak directly,to speak on the face,To speak on the tip of the tongue
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good or kind by saying nice things or being polite.
नाक कटना,to lose honor,for the nose to be cut,To cut one's nose to spite one's face.
नाक ऊँची करना,to make someone proud,to raise the nose high,To raise one's nose
नाक बचाना,to save face,to save the nose,"Keep it terse and faithful to each component. No commentary, just the literal gloss."
नाक दबाना,to force acceptance,to press the nose,To keep it terse and faithful to each component.
नाक चढ़ाना,to act proudly,to raise the nose,To raise one's nose
कान खड़े करना,to become alert,to make the ears stand up,To be on the lookout or to be alert.
कान में बात डालना,to inform secretly,to put the matter into the ear,"The idiom ""कान में बात डालना"" is used to describe a situation where someone is talking about something that is already known or has been discussed before. It is often used to describe a waste of time or effort. The literal translation ""To put a word in one's ear"" means to give someone advice or to tell them something in a private setting."
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,"The idiom ""कान में जूँ न रेंगना"" means ""not to get carried away"" or ""to not lose one's head"". It suggests that one should not become too excited or emotional about something."
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,"He shook the ground with his feet, but he kept his feet on the ground."
पैर उखड़ना,to lose stability,for the feet to get uprooted,"The idiom ""पैर उखड़ना"" (pār ukhḍānā) means to ""take a break"" or ""take a rest"". It is often used to describe a situation where someone needs to pause or rest for a moment, usually due to fatigue or exhaustion."
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"Holding his hands together, he sat down."
हाथ उठाना,to hit or bless,to raise the hand,Raise your hand and go out.
हाथ साफ़ करना,to steal cleverly,to clean the hand,(To keep it brief and faithful to each component.)
हाथ में खेलना,to control completely,to play in the hand,"The idiom ""हाथ में खेलना"" is used to describe someone who is engaging in dishonest or underhanded behavior, often in a game or competition."
सिर पर चढ़ना,to take advantage of leniency,to climb on the head,"सिर पर चढ़ना means to be stubborn or refuse to change one's mind or behavior, despite evidence to the contrary."
सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,आपका सिर पर सवार होना असली नहीं है। (Aapka sir par savaar hona asli nahin hai.)
सिर ऊँचा रखना,to uphold dignity,to keep the head high,To maintain a high opinion of oneself.
सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,"To cause a storm or a disturbance, especially in one's personal life or relationships."
सिर फोड़ना,to fight violently,to smash/break the head,To look away or turn one's head.
सिर पर कर्ज़ होना,to be in debt,to have debt on the head,"The idiom सिर पर कर्ज़ होना can be translated to ""To have money on one's head"" in English."
सिर का दर्द,a troublesome person,pain of the head,सिर का दर्द (Sir ka dard)
सीने में जलन,to feel envy,burning in the chest,ा
सीने पर बोझ,to feel guilt or burden,burden on the chest,Put a nail in the coffin
सीने में हवा भरना,to instill pride or ego,to fill air into the chest,"The idiom ""सीने में हवा भरना"" is used to describe a situation where there is a lot of noise or excitement in a place, often used to describe a crowded or lively event. The literal English translation of the idiom is ""Fill the air with wind in the well."
सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,"The literal translation of ""सीना ठंडा होना"" is ""The water is cold,"" which does not convey the idiomatic meaning of disappointment or letdown."
सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,To hold one's nose
सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,बाहर निकलना
मन बनाना,to make up one’s mind,to make up the mind,"To make an impression, one must be able to communicate effectively and leave a lasting impact on others."
मन भर जाना,to lose interest,for the mind to become full,To fill one's mind with knowledge
मन खुश करना,to please someone,to make the mind happy,Make your heart content.
मन बदलना,to change opinion suddenly,to change the mind,Change one's mind is very easy.
मन लगाकर काम करना,to work sincerely,to work having set the mind,"To work with the mind, dedicating oneself to the task at hand without any distractions or procrastination."
मन जीत लेना,to win hearts,to win the mind,To conquer the mind.
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,"Before the first leaf falls, throw it away."
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner.
मेरी बुरी किस्मत,just my bad luck,my bad luck,"For my unfortunate fate, it was never possible for it to happen again."
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,मेरे जीते-जीते बारी बारी चुप चुप बैठे रहें.
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,To come out of a difficult situation with a smile on one's face
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,"The idiom ""घुटने टेक देना"" can be translated to ""to give a small gift or favor"" in English."
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),नाओं को नहीं देखना
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,To make one's hands stink
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,Keep it terse and faithful to each component.
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To control one's thoughts from all sides.
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,To have one's brain washed
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","The idiom ""धंधा पहले, मज़ा बाद में"" (Dhanda pahle, majā baad me) is translated to ""Money comes first, fun comes later"" in English. It emphasizes the importance of financial stability before indulging in leisure activities or enjoyment."
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),The sky is the limit.
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,To hide oneself in the folds of a woman's clothing.
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,"To make someone feel hungry or deprived, often in a metaphorical sense."
