src,true_meaning,literal_translation,predicted
滥竽充数,Just to fill up a vacancy,Excessive use of data,"The idiom 滥竽充数 means to pretend to be something you're not, or to pretend to be better than you really are, by pretending to be part of a group or organization that you are not actually part of. It's like pretending to play the right notes on an instrument when you can't play at all, or pretending to be an expert when you don't really know anything."
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire.
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,火树银花不夜天
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. U-There-Is-No-Place-Where
烈火见真金,True blue will never stain,Fire sees real gold,"The idiom ""烈火见真金"" can be translated to ""Only the true gold can withstand the test of fire"" in natural English."
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,"Hóng yún tuō yuè"" (烘云托月)"
无米之炊,Make bricks without straw,Cooking without rice,"The idiom ""无米之炊"" means that something cannot be done or achieved without the necessary materials or resources. It is often used to describe a situation where one lacks the necessary tools, skills, or knowledge to accomplish a task. In other words, it is an idiom that conveys the idea of being unable to achieve something because one lacks the necessary ingredients or conditions."
无风不起浪,Theres no smoke without fire,"No wind, no wave","The idiom ""无风不起浪"" can be translated into English as ""No wind does not make waves."
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" means that something is happening without any clear explanation or reason."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The idiom ""无敌于天下"" means ""unbeatable in the world"" or ""invincible."" It is often used to describe someone or something that is extremely powerful or skilled, and cannot be defeated by anyone or anything."
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, receive rewards."
无计可施,Utterly without resources,Nothing can be done,There is no way to do it.
无济于事,Useless,To no avail,No use at all
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,There is nothing that does not come to the Three Holy Ones' Hall.
无事生非,Create problems where none exists,Much Ado About Nothing,No reason to make a fuss
无所适从,With no definite plan to follow,At a loss,"The natural English idiomatic translation of ""无所适从"" is ""no place to turn to"" or ""no place to go to""."
无恶不作,Commit all manner of crimes,Do no evil,"He's a real monster, doing everything he wants to do."
无以复加,In the extreme,Can't be added,"The result is a short English phrase that conveys the idiomatic meaning of the Chinese idiom ""无以复加"". It is a clear and natural translation that a native speaker would actually say in a similar context."
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",It's like trying to build a house with no foundation or water supply.
无缘无故,For no reason at all,For no reason,English translation: Without cause or reason.
无庸赘述,It's unnecessary to go into details,Needless to say,There is no need to elaborate.
烟消云散,Disappear in a flash,Disappear into smoke,烟消云散
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,煮鹤焚琴
照猫画虎,Imitate,Draw cats and tigers,To imitate superficially
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other","Lonely and alone, with only my shadow to keep company."
煽风点火,Instigate,Fan the flames,Stir up trouble or create discord.
熟视无睹,Ignore,Turn a blind eye,"To be indifferent or unmoved by something, especially something that is common or expected."
燕巢幕上,Precarious,Swallow's Nest on the Curtain,The person is so focused on their work that they forget to take care of their personal life.
争权夺利,Scramble for power and profit,Scramble for power,Strive for power and gain.
争长论短,Squabble,Debating long and short,"The idiom ""争长论短"" is used to describe a situation where people argue about trivial or unimportant things."
为民请命,Plead in the name of the people,Pray for the people,To plead for the people's cause or rights.
为非作歹,Break the law,To do evil,"The natural English translation for ""为非作歹"" is ""commit evil deeds"" or ""do wrong."
为富不仁,Be rich and cruel,For the rich,To be rich and not be kind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,"The idiom ""为虎傅翼"" is used to describe the act of aiding or supporting someone who is already powerful or dangerous, often with the intention of increasing their power or influence."
为虎作伥,Help a villain do evil,Play for the tiger,To be a伥of the tiger
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,(Wèi cóng qū què)
为所欲为,Have (or get) one's own way,Do whatever you want,Do as one pleases.
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"To drive fish out of the pond, to drive birds out of the forest."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"When a wall falls, everyone pushes it down."
片甲不留,The army is completely wiped out,No armor left,"The enemy was completely wiped out, leaving no trace of their existence."
片瓦无存,Be razed to the ground,No tiles left,Nothing is left standing.
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,The bull's head doesn't match the horse's mouth.
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,(牛鬼蛇神)
牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Pulling a single hair causes the whole body to move.
狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,"The dog was desperate to escape, so it jumped over the wall."
狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,"The idiom 狗血喷头 (gǒu xuè pēn tóu) can be translated to ""spilling dog's blood"" or ""spilling the blood of a dog"" in English. It is used to describe a situation where someone is being excessively aggressive, violent, or cruel, often to the point of being ridiculous or absurd. The idiom is often used to criticize someone who is acting in a way that is extreme or out of control."
狐假虎威,Take advantage of the influence of others,Fox fake tiger power,The fox jumped on the tiger's back and used its power to scare the other animals.
狐群狗党,A gang of scoundrels,Fox and Dog Party,"A pack of wolves or a pack of dogs, meaning a group of people who are untrustworthy, deceitful, and often act in a selfish or malicious manner."
狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A clever rabbit has three holes to hide in.
狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,"In a narrow path, the brave one wins."
独霸一方,Be a local despot,Dominate one side,One's own dominance in a certain area.
独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,A single tree cannot form a forest.
独夫民贼,Autocrat and traitor to the people,Single husband and thief,"One Man, People's Traitor"
独占鳌头,Head the list of successful candidates,Come out on top,To be the best or top in a competition or contest.
率由旧章,Follow the beaten track,Rate by old chapter,Follow the old rules.
玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device","Jade not carved, not become a vessel"
玩火自焚,Whoever plays with fire gets burnt,Play with fire,Playing with fire and burning oneself.
珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,"The idiom 珠圆玉润 describes something that is perfectly smooth and polished, like a round pearl or a smooth jade. It is often used to describe something that is very well-made or well-presented."
班门弄斧,Show off in the presence of an old hand,Ban door axe,Don't try to show off your skills in front of someone who is an expert in the field.
瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,The imperfection does not cover the beauty.
瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,Both have their strengths and weaknesses.
瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,"The idiom 瑞雪兆丰年 is translated as ""auspicious snow heralds a good harvest."
璞玉浑金,Unadorned beauty,Raw jade and gold,"A person with natural talent or ability, without any need for formal education or training."
瓜田李下,Be found in a suspicious position,Melon Field Lixia,"Be careful in your actions, as they may be easily scrutinized or accused."
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"瓦釜雷鸣 (wǎ fǔ léi míng) is an idiom that means ""a small pot with a loud thunder."" It is often used to describe a situation where a small, insignificant person or group is making a lot of noise or causing a lot of trouble. The idiom is derived from the fact that a small pot with a loud thunder is an unusual and unexpected phenomenon."
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a jar
瓮中捉鳖,A sure catch,Catching turtle in urn,Catching a turtle in a jar.
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To humbly admit defeat
甘之如饴,Gladly endure hardships,Sweet as candy,"The idiom ""甘之如饴"" means to enjoy something so much that it tastes sweet or pleasant. In this context, it implies that someone is willing to endure hardship or sacrifice without complaint, as if it were a sweet treat."
甚嚣尘上,Making a lot of noise,All over the place,"The idiom ""甚嚣尘上"" can be translated as ""making a lot of noise and stirring up trouble."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once an action or decision has been made, it cannot be changed or undone."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"The natural English translation of ""用兵如神"" is ""military genius."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man and a woman who are both involved in illicit activities together.
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Keep the green mountain alive, and there will always be firewood."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,To accomplish everything in one attempt or effort.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Drawing a cake to quench hunger
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"The idiom ""画虎类狗"" can be translated to ""imitate or copy something poorly, resulting in a mockery or caricature of the original."
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"When the opportunity arises, make a decision immediately."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is often blind to the situation, while those who are not involved can see clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,"The literal English translation of ""当场出丑"" is ""On the spot, make a fool of oneself."
当仁不让,Not decline to shoulder a responsibility,Do your part,"When one is in the right, one does not yield."
当耳边风,Turn a deaf ear to,When the wind blows,"To ignore something or someone's advice or opinion, as if it were just a whisper in the wind."
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Building on top of each other.
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"The idiom 疾风知劲草 (jí fēng zhī jìn cǎo) means that in times of great hardship or adversity, one can truly understand the strength and character of people or things. It is often used to describe how difficult circumstances can reveal the true nature of individuals or their qualities."
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,疾恶如仇 (jí è rú chóu)
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,病急乱投医
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Illness comes from the mouth, disaster comes from the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A lazy toad wants to eat a swan's meat.
登峰造极,Reach the summit,Reach the pinnacle,Achieve the ultimate.
登堂入室,Pass through the hall into the inner chamber,Entering the room,"The natural English idiomatic translation for ""登堂入室"" is ""mastering a craft."
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Working hard and forgetting to eat or sleep, finding joy in work and forgetting about worries, not realizing that one is growing old in this way."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with a minor flaw.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,"白头偕老 (bái tóu xié lǎo) means ""to live together until death"" or ""to spend the rest of one's life with someone."" It is used to describe a long-lasting and enduring relationship between two people."
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,White day see ghost
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,"Hundred steps, a hundred crows"
百废俱兴,Full-scale reconstruction is under way,Everything is booming,All things are revived
百读不厌,Be worth reading a hundred times,Never tire of reading,I love reading this book; I can't get enough of it.
百端待举,A thousand things wait to be done,Waiting for everything,"A native speaker would say ""I have a hundred ends to be lifted up"" or ""I have a lot of things to do."
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A long-lasting and harmonious marriage.
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,Refined through a hundred times into steel
百孔千疮,In a disastrous state,Riddled with gaping wounds,Hundred holes and thousand wounds.
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers blooming, a hundred schools of thought contending"
百战百胜,Invincible,Win every battle,"Hundred battles, hundred victories"" is a natural English idiomatic translation of the Chinese idiom 百战百胜."
百川归海,All things tend in one direction,A hundred rivers return to the sea,hundred rivers flow into the sea
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-foot centipede, dead but not stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing.
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,"The idiom ""皮笑肉不笑"" is used to describe a situation where someone is pretending to be happy or friendly, but their true nature or intentions are not as positive or kind."
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached",皮之不存，毛将焉附
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,The reputation does not match the reality.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,It is difficult to refuse the great kindness.
尽力而为,Do one's best,Do your best,Give it your best shot
尽心竭力,(do something) with all one's heart,Do my best,Exhaust one's heart and effort
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny","Do one's best, let fate take its course."
目不转睛,Look with fixed eyes,Keep an eye on,"目不转睛 - ""Not turning eyes"
目光如炬,Farsighted,Eyes like torches,"His eyes were like a torch, piercing through the darkness."
盲人摸象,One-sided view,Blind man touching elephant,Blind man feels elephant
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,"Blind man's horse, at night, near the deep pool."
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly Express One's Own Opinion
相辅相成,Supplement each other,Complement each other,相辅相成 means that two things complement each other and work together to achieve a common goal.
相得益彰,Bring out the best in each other,Complement each other,相得益彰 (xiāng dé yì zhāng)
相提并论,Put something (or somebody) on a par with,On a par,"To compare or consider two or more things as equal or similar, even if they are actually different or unrelated."
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,相敬如宾 (xiāng jìng rú bīn)
相知有素,Have known each other long,Know each other well,We've known each other for a long time.
相安无事,Live in peace with each other,Everything is fine,相安无事
相依为命,Shore one's life together,Depend on each other,相依为命 (xiāng yī wéi mìng)
相沿成习,Become a custom through long usage,Learn from each other,"The idiom ""相沿成习"" translates to ""keep it terse and faithful to each component"" in English."
相映成趣,Set each other off,Comparing with each other,相映成趣
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","The idiom ""眉头一皱，计上心来"" is a natural English translation that captures the essence of the original Chinese idiom. It is a concise and clear expression that conveys the idea of sudden and creative thinking. It is a phrase that a native English speaker would actually say in a similar context."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Adapt your actions to the situation at hand.
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,True gold does not fear fire testing.
真相大白,The whole truth has come out,The truth is revealed,The truth is revealed
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"High eye, low hand"" is a literal translation of the idiom ""眼高手低,"" but it doesn't convey the idiomatic meaning. A more natural English translation would be ""Setting high standards but lacking the ability to achieve them."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,"The natural English translation of 睚眦必报 is: ""To take revenge on every slight."
睹物思人,The thing reminds one of its owner,See things and think people,"The idiom ""睹物思人"" means ""to think of someone when seeing something."" It is used to describe a feeling of nostalgia or longing for someone when encountering something that reminds you of them."
瞎子摸鱼,Act blindly,Blind man fishing,Blind man groping for fish
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Blind man pointing a candle is a waste of wax.
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A blind person sees money and opens his eyes.
瞒天过海,Practice deception,Cross the sea,He managed to pull off a successful scam by using the '瞒天过海' strategy.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know yourself and know your enemy, and you will be victorious in a hundred battles."
知法犯法,Knowingly violate the low,Know the law and break the law,"I know the rules, but I still break them."
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,"The idiom ""知难而进"" means ""to face difficulties and advance."" It suggests that someone is willing to tackle challenges and move forward despite the obstacles."
知过必改,Know one's faults and correct them,Knowing must change,To acknowledge one's mistakes and correct them.
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","知其一，不知其二 means ""to know one thing but not the other."" It implies that someone has a partial understanding of something, but lacks the complete understanding or knowledge of the whole situation. It can also mean that someone has a limited perspective or is not fully aware of the implications or consequences of their actions."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","Knows no secrets, speaks no lies."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,"短兵相接 means ""clashing weapons"" or ""direct confrontation"" in the context of a battle or conflict. It refers to two parties engaging in a direct and intense struggle, often involving physical combat or sharp competition."
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,"The idiom ""石沉大海"" is used to describe a situation where an event, idea, or person has vanished completely and cannot be found or heard from again."
破釜沉舟,Cut off all means of retreat,Burn one's boats,"破釜沉舟 means ""to break the cooking pot and sink the boat,"" which is an idiom that describes a person who is determined to succeed and is willing to take great risks."
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,Laughing despite crying
破旧立新,Destroy the old and establish the new,Break the old and build the new,破旧立新 is an idiom that means to discard the old and establish the new. It implies the need to discard outdated or obsolete practices and establish new ones.
硕果仅存,One of the few still lest,Only fruit remains,The only remaining fruit.
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,Pound the pestle into a needle.
碍手碍脚,Be a hindrance,Get in the way,(ài shǒu ài jiǎo)
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know","The literal English translation of ""神不知，鬼不觉"" is ""God doesn't know, ghosts don't know."" However, this translation does not convey the meaning of the idiom. A more natural and idiomatic translation would be ""No one knows, no one sees."
神采奕奕,Glowing with health and radiating vigor,In high spirits,"A native speaker would say: ""He was so energetic and full of life, he looked like he was radiating energy."
神色自若,Be perfectly calm and collected,Look at ease,"The idiom ""神色自若"" means ""to remain calm and composed in the face of danger or difficulty."
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come alone
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,Catastrophe for the country and calamity for the people
福无双至,Blessings never come in pairs,Fu Wushuang arrives,Misfortune never comes singly.
秀而不实,Flowering but producing no fruit,Show but not truth,He's a show-off who's all bark and no bite.
私相授受,Make an illicit transfer,Give and receive privately,"The idiom 私相授受 translates to ""to engage in private communication or exchange of information without proper channels or authority."" It implies a violation of formal rules or protocols, often implying a breach of trust or confidentiality."
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,"The phrase ""秋风扫落叶"" is a Chinese idiom that describes the process of autumn leaves falling from trees and being blown away by the strong winds of autumn. It symbolizes the passing of time and the inevitability of change, often used to describe the decline or disappearance of something."
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,"Keep it terse and faithful to each component."" No commentary, just the literal gloss."
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"The literal English translation of the idiom ""种瓜得瓜，种豆得豆"" is ""Planting melons yields melons, planting beans yields beans."" This phrase emphasizes the idea that one will receive what one has sown, or that one will get what one gives. It is often used to encourage people to be responsible for their actions and to expect the results of their choices."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,"Say I am the only one, say I am the only one."
称兄道弟,Be on intimate terms,Call each other brothers,"The idiom ""称兄道弟"" means ""to treat each other as brothers or close friends"" in Chinese. It implies a close and friendly relationship between two people, often indicating a sense of equality and camaraderie."
称王称霸,Act like an overlord,Lord it over,To call oneself king and to call oneself the dominant one.
积年累月,For months and years,Over the years,"Over a long period of time, the accumulation of years and months."
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to prevent hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,"The idiom 积重难返 (jī zhòng nán fǎn) means ""hard to change old habits,"" which implies that once something has become deeply ingrained or habitual, it is difficult to reverse or change. This idiom often refers to negative behaviors or attitudes that have become deeply rooted in a person's character or society."
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,The idiom 积羽沉舟 means that small actions can accumulate to cause significant damage or problems.
稳操胜券,Have full assurance of success,Be sure to win,稳操胜券 means to have a sure and certain victory or success. It implies that one has a strong advantage or is confident in their ability to achieve a desired outcome.
空中楼阁,Daydream,Castle in the sky,A fantasy castle or a castle in the air.
穿针引线,Act as a go-between,Thread the needle,Facilitator
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,Burst into a sudden and rapid progress.
穷兵黩武,Adopt a warlike policy,Go to war,Keep it terse and faithful to each component.
穷途末路,Dead end,No way no money,"The idiom 穷途末路 can be translated to ""to be at the end of one's rope"" or ""to be in a desperate situation"" in natural English."
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,A poor and bad place.
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When times are tough, one thinks of changing things."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed","To spy on the direction, in order to achieve one's goal."
立锥之地,A tiny bit of land,The land of the cone,"A small amount of land or space that can be used for a specific purpose, such as a place to live or work."
立身处世,How to get along with people,Live in the world,"The idiom 立身处世 (Lìshūchūshì) means to act in a way that is appropriate for one's position or circumstances, emphasizing the importance of behaving appropriately in different situations and environments based on one's role or status."
立足之地,Standing-room,Gain a foothold,"The place where one stands firm"" or ""The place where one stands on one's feet"
竭尽全力,To the best of one's ability,Make every effort,Exhaust all efforts
端倪可察,Have found a due to something,Clues can be seen,"端倪可察 can be translated to ""subtle signs or hints are visible."
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,The person is friendly on the outside but has a hidden malicious intent.
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,"The idiom ""笨鸟先飞"" means that a slow or clumsy person should take the initiative to act first, or to start doing something early. It is often used to encourage people to take action and not wait for others to do it for them."
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","A leopard in a bush, and you can see one spot."
箭在弦上,A point of no return,Arrow on the string,The situation is unavoidable and there is no turning back.
筚路蓝缕,The pioneering spirit,Bilu blue thread,Traveling with sharp tools and wearing rough clothes
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,"箪食壶浆 is an idiom that describes the enthusiastic welcome and support for a victorious army or leader, often depicted in ancient Chinese literature. It refers to the act of people offering food and water to the soldiers, symbolizing their loyalty and gratitude."
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"Rice is as valuable as pearls, and firewood is as expensive as jade."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,Coarse branches and large leaves.
粥少僧多,Not enough to go around,"Less porridge, more monks","The idiom ""粥少僧多"" means that there are many people or resources, but not enough to meet everyone's needs."
精兵简政,Streamlined administration,Efficient and streamlined administration,"The natural English idiomatic translation for 精兵简政 is ""to streamline operations by cutting staff and simplifying procedures."
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,Three Laws of Agreement
纷至沓来,Come in a continuous stream,One after another,纷至沓来 means that people or things are coming in a continuous and large number. It is often used to describe a situation where there is a sudden and overwhelming influx of people or things.
绝处逢生,Escape by the skin of one's teeth,Life in desperation,To find a way out of a desperate situation.
绞尽脑汁,Rack one's brains,Racking my brains,"The natural English idiomatic translation for 绞尽脑汁 is ""to think very hard."
络绎不绝,Unending,An endless stream,Constant flow of people or things.
经年累月,For years,Over the years,Over a long period of time.
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Good Men
绰绰有余,More than sufficient,More than enough,There is plenty of room.
绵里藏针,A ruthless character behind a gentle appearance,Tibetan needles in cotton,"A natural English idiomatic translation: ""He's a master of subtlety, like a needle in a silk pocket."
紧锣密鼓,Wildly beating gongs and drums,In full swing,Tight drum and tight drum
缘木求鱼,A useless search,Edge wood for fish,Climbing a tree to catch fish
缓不济急,Slow action cannot save a critical situation,In no hurry,"缓不济急 is an idiom that means ""not quick enough"" or ""too slow to help."" It implies that something is not done quickly enough to address an urgent situation."
缩头缩脑,Shrink from responsibility,Shrink your head,缩头缩脑 (suō tóu suō nǎo)
