src,true_meaning,literal_translation,predicted
瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"The idiom 瓦釜雷鸣 (wà fǔ léi míng) is used to describe a situation where a person or group with little or no authority or power is making a lot of noise or causing a lot of trouble. The idiom is often used to criticize those who are trying to make a big deal out of something that is not important or who are causing unnecessary commotion. The idiom is derived from the fact that a pot with a loud thunder is a rare and unusual occurrence, and it is often used to describe a situation where someone is making a big deal out of something that is not important or who is causing unnecessary commotion."
瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A turtle in a pot
瓮中捉鳖,A sure catch,Catching turtle in urn,"The idiom 瓮中捉鳖 (wèng zhōng zhuō biē) means to catch a turtle in a pot. It is often used to describe a situation where someone is easily caught or apprehended. The idiom is derived from the story of the Chinese philosopher Zhuangzi, who once caught a turtle in a pot. The story is often used to illustrate the idea that someone who is easily caught or apprehended is like a turtle in a pot, which is a metaphor for someone who is easily trapped or controlled. The idiom is often used to describe a situation where someone is easily caught or apprehended, and it is often used in a negative sense to describe someone who is easily manipulated or controlled."
甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat or acknowledge someone's superiority.
甘之如饴,Gladly endure hardships,Sweet as candy,Sweet as honey
甚嚣尘上,Making a lot of noise,All over the place,"The idiom ""甚嚣尘上"" can be translated into English as ""very noisy and stirring up dust,"" which means that something or someone is causing a lot of noise and disturbance."
生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once a decision is made, it cannot be changed."
生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born from worry, die from comfort."
用兵如神,Be a superb military commander,Use soldiers like gods,"The idiom ""用兵如神"" can be translated to ""to use military tactics like a god,"" which means to be a great general or commander who can lead armies with great skill and effectiveness."
男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man who steals and a woman who prostitutes.
留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope","Keep the green mountains intact, and you won't fear a lack of firewood."
毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Finish the job in one stroke.
画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Draw a cake to quench hunger
画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"Draw a tiger, but resemble a dog"
当机立断,Decide on the moment (or on the spot),Make a prompt decision,"When the opportunity arises, make a decision immediately."
当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","The person in charge is confused, while the bystander sees clearly."
当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To embarrass oneself in front of others.
当仁不让,Not decline to shoulder a responsibility,Do your part,"When one is in the position of righteousness, one does not yield."
当耳边风,Turn a deaf ear to,When the wind blows,When the wind blows on the ear
叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"Building upon the existing structure, adding more layers or components on top of it."
疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"The idiom ""疾风知劲草"" means that in times of strong winds, only the strong and resilient grasses can survive."
疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,To hate evil with great intensity.
病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,Illness: Panic and Random Medicine
病从口入,Illness finds its way in by the mouth,Disease from the mouth,"Disease enters through the mouth, disaster comes out of the mouth."
癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,"The literal English translation of the idiom 癞蛤蟆想吃天鹅肉 is ""A toad wants to eat a swan."
登峰造极,Reach the summit,Reach the pinnacle,Reach the peak and reach the extreme.
登堂入室,Pass through the hall into the inner chamber,Entering the room,To master something.
发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,"Work hard and never tire of it, find joy and never tire of it, don't know when old age will come, just like that."
白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A white jade with a small flaw.
白头偕老,Remain a devoted couple to the end of their lives,Grow old together,"A natural English idiomatic translation of 白头偕老 is ""to live together until death"" or ""to be married for life."" It is used to describe a long-lasting and enduring relationship between a man and a woman."
白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,"I saw a ghost in the park yesterday, it's just a white day."
百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,A hundred steps to pierce a willow tree
百废俱兴,Full-scale reconstruction is under way,Everything is booming,A hundred things are revived
百读不厌,Be worth reading a hundred times,Never tire of reading,Read it a hundred times and still not tired of it.
百端待举,A thousand things wait to be done,Waiting for everything,A hundred ends to be taken up.
百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,"The phrase ""A hundred years of good marriage"" is a literal translation of the idiom ""百年好合."" However, it is not a natural English idiomatic translation. A more natural English idiomatic translation of ""百年好合"" would be ""A lifelong partnership."
百炼成钢,Be toughened and hardened into steel,Tempered into a steel,hundred-fold steel
百孔千疮,In a disastrous state,Riddled with gaping wounds,The object is in a very bad state.
百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers bloom, a hundred schools of thought contend."
百战百胜,Invincible,Win every battle,To win every battle or competition.
百川归海,All things tend in one direction,A hundred rivers return to the sea,All rivers flow into the sea.
百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-foot centipede, dead but not stiff."
百闻不如一见,Seeing is believing,Seeing is better than hearing,Hundred times hearing is not as good as seeing once.
皆大欢喜,Everybody is happy,Everyone is happy,Everyone is happy.
皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,The person is putting on a smile but their true feelings are not genuine.
皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","The idiom ""皮之不存，毛将焉附"" means that if the main body or foundation is lost, the secondary or dependent parts will also disappear or lose their purpose. It can be translated as ""If the skin is gone, the hair will have nowhere to attach."
盛名难副,It is hard to live up to a great reputation,Famous is hard to match,Great fame does not match the reality.
盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,The idiom 盛情难却 (shèng qíng nán què) means that one cannot refuse or decline a generous or gracious offer or invitation. It is often used to describe a situation where someone is so grateful or appreciative of an act of kindness that they feel they cannot say no. The idiom emphasizes the difficulty in refusing such an offer due to the sincerity and generosity of the person making it.
尽力而为,Do one's best,Do your best,To do one's best
尽心竭力,(do something) with all one's heart,Do my best,"尽心竭力 means to put one's heart and soul into something, to work very hard and diligently. It conveys the idea of being fully committed and dedicated to a task or goal."
尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny","Do your best, but accept what happens as fate."
目不转睛,Look with fixed eyes,Keep an eye on,目不转睛
目光如炬,Farsighted,Eyes like torches,Eyes like a torch
盲人摸象,One-sided view,Blind man touching elephant,A blind man feels the elephant.
盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,"Blind people, blind horses, night-time, and coolness."
直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Directly express your own opinion.
相辅相成,Supplement each other,Complement each other,Complementary.
相得益彰,Bring out the best in each other,Complement each other,"When two or more things work together, they can complement each other and enhance each other's strengths, resulting in a better outcome."
相提并论,Put something (or somebody) on a par with,On a par,Compare together
相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,"相敬如宾 means treating each other with respect and courtesy, as if they were guests in each other's homes."
相知有素,Have known each other long,Know each other well,"To know each other well"" or ""to be familiar with each other."
相安无事,Live in peace with each other,Everything is fine,"相安无事 is a phrase that means to live in harmony or peace with each other, without any conflict or disturbance."
相依为命,Shore one's life together,Depend on each other,"The idiom 相依为命 can be translated as ""to rely on each other for survival"" or ""to depend on each other for survival."
相沿成习,Become a custom through long usage,Learn from each other,Keep it terse and faithful to each component.
相映成趣,Set each other off,Comparing with each other,"相映成趣 (xiāng yìng chéng qù) can be translated as ""complementary and interesting"" or ""complementary and amusing."" It refers to two or more things that complement each other and are interesting or amusing when combined."
眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it","When someone looks worried or concerned, they suddenly come up with a clever plan or solution."
看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes","Eat what you see, tailor to your body."
真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,True gold is not afraid of fire testing.
真相大白,The whole truth has come out,The truth is revealed,The truth has been revealed.
眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,"The idiom 眼高手低 can be translated into English as ""highly ambitious but lacking in practical ability."" This idiom is used to describe someone who has grandiose plans or aspirations but lacks the necessary skills or experience to achieve them."
睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,睚眦必报 (zhě zì bì bào)
睹物思人,The thing reminds one of its owner,See things and think people,The idiom 睹物思人 means to think of someone when seeing something that reminds you of them. It is often used to express the idea that certain objects or places can evoke memories of a person.
瞎子摸鱼,Act blindly,Blind man fishing,Blind man feels fish
瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Wasting effort or pointing a lantern to a blind person.
瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,Blind man sees money eyes open
瞒天过海,Practice deception,Cross the sea,Hide the sky and cross the sea.
知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know yourself and know your enemy, and you will be victorious in a hundred battles."
知法犯法,Knowingly violate the low,Know the law and break the law,"A natural English idiomatic translation of 知法犯法 is ""knowing the law but breaking it."
知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Face challenges head-on and keep going.
知过必改,Know one's faults and correct them,Knowing must change,To acknowledge one's mistakes and correct them.
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other","I know one thing, but not the other."
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything","I'll tell you everything, no matter how personal or sensitive it is."
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,Short weapons meet each other.
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,"The idiom 石沉大海 means that something has disappeared or been lost without a trace, as if it has sunk into the sea. It is often used to describe an event or situation that has vanished or failed to be noticed."
破釜沉舟,Cut off all means of retreat,Burn one's boats,"破釜沉舟的 idiomatic sense is ""to make a final, desperate attempt with all one's strength."" It originates from the story of Xiang Yu, a general in ancient China, who, after losing a battle, decided to destroy his cooking pots and boats to symbolize his determination to fight to the end and not return. This idiom is often used to describe someone who is determined to succeed or to make a final, all-out effort to achieve a goal."
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,To laugh despite tears
破旧立新,Destroy the old and establish the new,Break the old and build the new,"破旧立新 means to discard the old and establish the new. It is often used to describe a process of renewal or transformation, typically in the context of ideas, systems, or structures."
硕果仅存,One of the few still lest,Only fruit remains,The last remaining fruit
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,磨杵成针 is an idiom that means to persevere and work hard to achieve a goal.
碍手碍脚,Be a hindrance,Get in the way,This idiom means to be a hindrance or obstacle to someone's actions or progress. It can be used to describe someone who is causing problems or getting in the way of others.
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know",The idiom 神不知，鬼不觉 means that something is happening without anyone noticing or knowing about it. It is often used to describe a situation where something is happening secretly or without anyone being aware of it.
神采奕奕,Glowing with health and radiating vigor,In high spirits,神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 - 神采奕奕 -
神色自若,Be perfectly calm and collected,Look at ease,神色自若
祸不单行,It never rains but it pours,Misfortunes never come singly,Misfortune does not come alone.
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,Catastrophe for the country and harm to the people
福无双至,Blessings never come in pairs,Fu Wushuang arrives,"Misfortune never comes alone, good fortune never comes twice."
秀而不实,Flowering but producing no fruit,Show but not truth,"A native speaker would say ""Showy but lacking substance."
私相授受,Make an illicit transfer,Give and receive privately,Private correspondence
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,"The idiom ""秋风扫落叶"" (Qiūfēng sǎo luòyè) can be translated to ""Autumn wind sweeps the fallen leaves"" in English. This idiom is often used to describe a situation where something powerful and influential is able to easily and efficiently remove or eliminate something else."
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,Not a hair is harmed.
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,"What you sow, you shall reap."
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,"I'm the only one who knows this, so I'll be the one to lead the team."
称兄道弟,Be on intimate terms,Call each other brothers,"We're just friends, nothing more."
称王称霸,Act like an overlord,Lord it over,"The idiom ""称王称霸"" is often used to describe someone who claims to be in control or dominant over others, but in reality, they may not actually have that power or control."
积年累月,For months and years,Over the years,"The idiom ""积年累月"" means ""year after year, month after month"" or ""over a long period of time."" It emphasizes the duration and persistence of something, often implying a gradual accumulation of time or effort."
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Store up grain to guard against hunger.
积重难返,Old habits are difficult to get rid of,Hard to return,It is difficult to return to a state after it has been accumulated and becomes deeply ingrained.
积羽沉舟,The awesome power of sheer numbers,Accumulate feathers sink the boat,A boat sinks due to the accumulation of feathers
稳操胜券,Have full assurance of success,Be sure to win,"I'm confident we'll win, we're in a stable hold victory."
空中楼阁,Daydream,Castle in the sky,"It's just a castle in the air, a dream that will never come true."
穿针引线,Act as a go-between,Thread the needle,Facilitate communication between two parties
突飞猛进,Make a spurt of progress,Advance by leaps and bounds,突飞猛进 (tū fēi měng jìn)
穷兵黩武,Adopt a warlike policy,Go to war,"No commentary, just the literal gloss."
穷途末路,Dead end,No way no money,"Exhausted Path, No Way Out"
穷山恶水,Barren mountains and unruly rivers,Poor mountains and bad waters,"The idiom ""穷山恶水"" means ""poor and barren land"" or ""desolate and harsh terrain."" It describes a place that is difficult to live in due to its harsh conditions, such as lack of resources, poor soil quality, or extreme weather."
穷则思变,Poverty gives rise to a desire for change,Being poor is changing,"When faced with difficulties, one should consider alternative solutions."
窥测方向，以求一逞,Spy out the land in order to accomplish one's schemes,"Peep the direction, in order to succeed","To look into the direction, in order to achieve one's goal."
立锥之地,A tiny bit of land,The land of the cone,A small amount of land or resources to survive or operate in.
立身处世,How to get along with people,Live in the world,To live and act in the world
立足之地,Standing-room,Gain a foothold,立足之地 is a phrase that implies having a stable and secure position or foundation from which to operate or work.
竭尽全力,To the best of one's ability,Make every effort,竭尽全力 - Use all one's efforts
端倪可察,Have found a due to something,Clues can be seen,端倪可察
笑里藏刀,An iron hand in a velvet glove,Hidden knife in laughter,"He always smiles, but I know he's hiding a knife inside."
笨鸟先飞,The need to start early (used as a modest expression of one's need for caution),Stupid bird fly first,Stupid birds fly first.
管中窥豹，可见一斑,Conjure the whole thing through seeing a part of it,"Peeping the leopard in the tube, it can be seen","Look at a leopard through a tube, and you can see a spot."
箭在弦上,A point of no return,Arrow on the string,"The arrow is on the string, and it cannot be released."
筚路蓝缕,The pioneering spirit,Bilu blue thread,"The idiom 筚路蓝缕 means to travel with a simple carriage and wear rough clothing, which is often used to describe the hardships and difficulties of early years or the arduous journey of founding something. It conveys a sense of perseverance and determination in the face of adversity."
箪食壶浆,Welcome (an army) with food and drink,Tanshi pot pulp,箪食壶浆 is an idiom that means the people of a city or town welcome a victorious army with food and drink. It is often used to describe the enthusiastic reception of a victorious army by the people of a city or town.
米珠薪桂,Exorbitantly high cost of living,Mi Zhu Xin Gui,"The cost of rice is like pearls, and firewood is like jade."
粗枝大叶,In a slipshod manner,Thick branches and large leaves,Broad and General Approach
粥少僧多,Not enough to go around,"Less porridge, more monks","The idiom 粥少僧多 (zhōu shǎo sēng duō) is used to describe a situation where there are not enough resources (in this case, rice) to meet the needs of everyone involved (the monks). It suggests that there is a shortage of something necessary for a group of people to function or thrive."
精兵简政,Streamlined administration,Efficient and streamlined administration,"The idiom 精兵简政 means ""to reduce the number of officials and simplify government procedures."" It is used to describe a situation where the government reduces the number of officials and simplifies government procedures to improve efficiency and effectiveness."
约法三章,Make a few simple rules to be observed by all concerned,Three chapters of the covenant,To establish a set of rules or regulations in a concise and straightforward manner.
纷至沓来,Come in a continuous stream,One after another,"The idiom 纷至沓来 can be translated as ""to arrive in a continuous stream"" or ""to arrive in large numbers."
绝处逢生,Escape by the skin of one's teeth,Life in desperation,"In a dead end, find life."
绞尽脑汁,Rack one's brains,Racking my brains,"The natural English translation of 绞尽脑汁 is ""to think hard"" or ""to work very hard to solve a problem."
络绎不绝,Unending,An endless stream,Continuously flowing without interruption.
经年累月,For years,Over the years,"The idiom ""经年累月"" can be translated into English as ""year after year, month after month"" or ""for a long time."
绿林好汉,A band of bandits entrenched in a mountain stronghold,Green forest hero,Green Forest Heroes
